3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
class_d_08_ansewer_01a	Gracias
class_d_08_ansewer_01b	Delicious
class_d_08_ansewer_01c	Merci
class_d_08_question_02	２　以下的外文句子是什麼意思呢？\n　　 I love you！Je t'aime！\n\n・開動　・我愛你\n・我要回家
class_d_08_ansewer_02a	開動
class_d_08_ansewer_02b	我愛你
class_d_08_ansewer_02c	我要回家
class_d_08_poke_01	皮喀！
class_d_08_question_03	３　聽力測驗。\n　　請選擇皮卡丘想表達的心情。\n\n・高興　・憤怒\n・傷心
class_d_08_ansewer_03a	高興
class_d_08_ansewer_03b	憤怒
class_d_08_ansewer_03c	傷心
class_d_08_ansewer_03d	再聽１次！
class_d_08_poke_02	恰啊～！
class_d_08_question_04	４　聽力測驗。\n　　請選擇皮卡丘想表達的心情。\n\n・高興　・憤怒\n・傷心
class_d_08_ansewer_04a	高興
class_d_08_ansewer_04b	憤怒
class_d_08_ansewer_04c	傷心
class_d_08_ansewer_04d	再聽１次！
class_d_08_question_05	５　大家最～愛的語言學！\n　　這堂課的老師叫什麼名字呢？\n\n・高吉　・大吉\n・海吉　・賽吉
class_d_08_ansewer_05a	高吉
class_d_08_ansewer_05b	大吉
class_d_08_ansewer_05c	海吉
class_d_08_ansewer_05d	賽吉
class_d_08_language_03	到此為止！考試結束囉！\n請將pen放在桌子上！[VAR 0114(0026)]
class_d_08_language_04	熟悉的最後一題！\n應該都能輕輕鬆鬆作答吧！[VAR 0114(0026)]
class_d_08_language_05	Well done！學子們！\n要去向櫃台的職員詢問結果喔！[VAR 0114(0026)]
class_e_01.tbl
class_e_01_battle_01	嘿呀！對戰學的老師是我！\n熱血沸騰的凰檗！！[VAR 0114(0024)]
class_e_01_battle_02	年齡是２５！\n興趣是練肌肉！\r\n喜歡的屬性是……[VAR 0114(0024)]
class_e_01_battle_03	肌肉結實的\n格鬥屬性！！[VAR 0114(0024)]
class_e_01_battle_04	好，接下來各位同學\n將在我的課堂上學習\r\n寶可夢的戰鬥！[VAR 0114(0024)]
class_e_01_battle_05	為了不讓任何人落後，\n我會從最基本的事情教起！\r\n所以第一次接觸的人也可以放心！[VAR 0114(0024)]
class_e_01_battle_06	就當自己是上了艘可靠的大船……不，\n就當是自己掛在鐵掌力士的肩膀上，\r\n讓我們一同燃燒鬥志吧！[VAR 0114(0024)]
class_e_01_battle_07	說到寶可夢的攻擊招式，\n種類可說是非常多。\r\n每種招式都有不同的以下幾點！[VAR 0114(0024)]
class_e_01_battle_08	那就是威力、屬性……\n以及[VAR FF00(0006)]分類[VAR FF00(0000)]！[VAR 0114(0024)]
class_e_01_battle_09	威力越大，能給予的傷害也就越大。\n如果是正中對手痛處的屬性，更是不得了！！[VAR 0114(0024)]
class_e_01_battle_10	而攻擊招式的分類，\n則可分為２種。\r\n……轉學生，[VAR 1100(00FF,0101)]你妳答得出來嗎！？[VAR 0114(0024)]
class_e_01_select_01	光明與黑暗
class_e_01_select_02	物理與特殊
class_e_01_select_03	喜歡和討厭
class_e_01_battle_answer_01	不只答錯，還帶點令人擔心的焦香喔！\n轉學生，[VAR 1100(00FF,0101)]你妳怎麼了！？\r\n是正在謳歌青春嗎！？[VAR 0114(0024)]
class_e_01_battle_answer_02	很好！看來我看中的轉學生\n已經把基礎打得很好了！[VAR 0114(0024)]
class_e_01_battle_answer_03	不只答錯，還帶點酸酸甜甜的滋味喔！\n轉學生，[VAR 1100(00FF,0101)]你妳怎麼了！？\r\n是正在謳歌青春嗎！？[VAR 0114(0024)]
class_e_01_battle_11	招式存在著[VAR FF00(0006)]物理[VAR FF00(0000)]與[VAR FF00(0006)]特殊[VAR FF00(0000)]\n這２種分類！[VAR 0114(0024)]
class_e_01_battle_12	寶可夢的[VAR FF00(0006)]攻擊[VAR FF00(0000)]越高，\n用物理招式給予對手的傷害就越大！[VAR 0114(0024)]
class_e_01_battle_13	寶可夢的[VAR FF00(0006)]特攻[VAR FF00(0000)]越高，\n用特殊招式給予對手的傷害就越大！[VAR 0114(0024)]
class_e_01_battle_14	反之，在對手使出招式時，\n自己的[VAR FF00(0006)]防禦[VAR FF00(0000)]與[VAR FF00(0006)]特防[VAR FF00(0000)]越高，\r\n就越能減少來自招式的傷害！[VAR 0114(0024)]
class_e_01_battle_15	結論！！[VAR 0114(0024)]
class_e_01_battle_16	對[VAR FF00(0006)]物理招式[VAR FF00(0000)]比較拿手的寶可夢，\n就幫牠提高[VAR FF00(0006)]攻擊[VAR FF00(0000)]而非特攻……\c\n對[VAR FF00(0006)]特殊招式[VAR FF00(0000)]比較拿手的寶可夢，\n就幫牠提高[VAR FF00(0006)]特攻[VAR FF00(0000)]而非攻擊！[VAR 0114(0024)]
class_e_01_battle_17	要是培育成模稜兩可的能力，\n反而會在對戰中難以發揮實力喔！[VAR 0114(0024)]
class_e_01_battle_18	不論是人類或寶可夢都一樣！\n要幫他好好發展長處才是！[VAR 0114(0024)]
class_e_01_battle_19	唔唔！我原本打算讓各位親身體驗的，\n想不到時間已經到了……[VAR 0114(0024)]
class_e_01_battle_20	我的課堂即使是理論課\n也是在操場集合喔！\r\n這樣比較舒服嘛！[VAR 0114(0024)]
class_e_01_battle_21	那麼，就此解散！\n祝各位今天也活力滿分！[VAR 0114(0024)]
class_e_02.tbl
class_e_02_battle_01	今天也要活力滿分學對戰學！\n嘿呀！開始囉！[VAR 0114(0024)]
class_e_02_battle_02	各位是否很喜歡校外研究，\n也就是所謂的尋寶呢！？[VAR 0114(0024)]
class_e_02_battle_03	以道館為目的地！穿越野地！\n與搭檔寶可夢一起奔跑！\r\n有大冒險在等著各位，對吧！[VAR 0114(0024)]
class_e_02_battle_04	而當各位在校外行動時，\n是不是常常會發現巨大閃耀的[VAR FF00(0006)]結晶[VAR FF00(0000)]啊！[VAR 0114(0024)]
class_e_02_battle_05	那結晶是從地中滲出的\n太晶能量的巨塊！[VAR 0114(0024)]
class_e_02_battle_06	一旦調查結晶後，\n就得和朋友或其他人４人一組，\r\n與太晶寶可夢展開對戰！[VAR 0114(0024)]
class_e_02_battle_07	這樣的對戰稱為\n太晶團體戰！！[VAR 0114(0024)]
class_e_02_battle_08	在太晶團體戰要面對的\n太晶寶可夢是個強敵！[VAR 0114(0024)]
class_e_02_battle_09	牠有時候會有與一般寶可夢\n不同的行動，千萬不可大意！[VAR 0114(0024)]
class_e_02_battle_10	不過，在太晶團體戰中\n訓練家也可以採取特殊的行動，\r\n那就是「[VAR FF00(0006)]聲援[VAR FF00(0000)]」！[VAR 0114(0024)]
class_e_02_battle_11	聲援有３種！[VAR 0114(0024)]
class_e_02_battle_12	[VAR FF00(0006)]衝衝猛攻[VAR FF00(0000)]可以\n提升我方全體的攻擊與特攻。[VAR 0114(0024)]
class_e_02_battle_13	[VAR FF00(0006)]堅堅固守[VAR FF00(0000)]可以\n提升我方全體的防禦與特防。[VAR 0114(0024)]
class_e_02_battle_14	而第３種是……\n讓我來問問各位吧！[VAR 0114(0024)]
class_e_02_battle_15	能夠回復我方全體體力的聲援\n叫什麼名字呢！？[VAR 0114(0024)]
class_e_02_select_01	啦啦療癒
class_e_02_select_02	猛猛澆傷藥
class_e_02_select_03	爆裂回復波
class_e_02_battle_answer_01	正確答案！\n轉學生[VAR 1100(00FF,0101)]你妳真是對戰學的大師啊！[VAR 0114(0024)]
class_e_02_battle_answer_02	猛猛澆傷藥……！？\n這與其說是聲援，不如說是\r\n強制性的醫療行為啊……！[VAR 0114(0024)]
class_e_02_battle_answer_03	爆裂回復波……！？\n相當有焦香味呢。\r\n要是真有這樣的招式，我真想用看看！[VAR 0114(0024)]
class_e_02_battle_16	第３種是[VAR FF00(0006)]啦啦療癒[VAR FF00(0000)]！\n它能回復體力，\r\n還能治癒異常狀態，非常優秀！[VAR 0114(0024)]
class_e_02_battle_17	在１場太晶團體戰中，\n最多可以進行３次聲援喔！[VAR 0114(0024)]
class_e_02_battle_18	順帶一提，\n使用聲援會消耗自己的回合，\r\n寶可夢在那一回合無法出招喔！[VAR 0114(0024)]
class_e_02_battle_19	結論！！[VAR 0114(0024)]
class_e_02_battle_20	硬的不行，就來軟的！\n要是再不行，就用聲援吧！[VAR 0114(0024)]
class_e_02_battle_21	透過支援夥伴，\n說不定能開闢另一條路喔！[VAR 0114(0024)]
class_e_02_battle_22	唔唔！我原本打算讓各位親身體驗的，\n想不到時間已經到了……[VAR 0114(0024)]
class_e_02_battle_23	那麼，就此解散！\n祝各位今天也活力滿分！[VAR 0114(0024)]
class_e_03.tbl
class_e_03_battle_01	今天也要活力滿分學對戰學！\n嘿呀！開始囉！[VAR 0114(0024)]
class_e_03_battle_02	上一堂課所教的太晶團體戰！\n各位有去挑戰嗎！？[VAR 0114(0024)]
class_e_03_battle_03	太晶寶可夢是個強敵！\n要是遇上高難度的對手，\r\n牠還會採取很棘手的行動……[VAR 0114(0024)]
class_e_03_battle_04	那就是[VAR FF00(0006)]太晶護盾[VAR FF00(0000)]！[VAR 0114(0024)]
class_e_03_battle_05	要是對手展開了太晶護盾……[VAR 0114(0024)]
class_e_03_battle_06	我方能給予牠的傷害\n就會大大地減少！[VAR 0114(0024)]
class_e_03_battle_07	一旦對手祭出了這東西……[VAR 0114(0024)]
class_e_03_battle_08	我方就會束手無策地吞下敗仗\n也說不定……！[VAR 0114(0024)]
class_e_03_battle_09	這時，我就要考考各位了！[VAR 0114(0024)]
class_e_03_battle_10	當對手展開了太晶護盾時，\n我們該怎麼辦呢！？[VAR 0114(0024)]
class_e_03_select_01	靜靜閉上眼睛
class_e_03_select_02	打電話回家
class_e_03_select_03	太晶化後去攻擊
class_e_03_battle_answer_01	喂喂喂，別這麼乖乖地\n認命接受最後一刻啊！\r\n奮力掙扎應該就會有突破的！[VAR 0114(0024)]
class_e_03_battle_answer_02	喂喂喂，[VAR 1100(00FF,0101)]你妳是發現最後一刻近了，\n所以想和家人說話嗎！？\r\n奮力掙扎應該就會有突破的！[VAR 0114(0024)]
class_e_03_battle_answer_03	正確答案！轉學生[VAR 1100(00FF,0101)]你妳真是\n太晶團體戰的大師啊！[VAR 0114(0024)]
class_e_03_battle_11	對於展開了太晶護盾的對手，\n一般的攻擊是不太有效的！[VAR 0114(0024)]
class_e_03_battle_12	但是，如果我方也太晶化的話，\n就能有效地攻擊對手！\c\n而且要是使用了太晶屬性的招式，\n還能給予更大的傷害！[VAR 0114(0024)]
class_e_03_battle_13	如果能持續給予傷害，\n就能破壞太晶護盾，\r\n進而使對手失去平衡呢！[VAR 0114(0024)]
class_e_03_battle_14	所以在太晶團體戰中\n使用太晶化的時機也非常重要。[VAR 0114(0024)]
class_e_03_battle_15	結論！！[VAR 0114(0024)]
class_e_03_battle_16	正如俗話說以眼還眼！\n對付太晶化，就要用太晶化！[VAR 0114(0024)]
class_e_03_battle_17	請各位務必與夥伴好好配合，\n擊破對手的太晶護盾。[VAR 0114(0024)]
class_e_03_battle_18	唔唔！我原本打算讓各位親身體驗的，\n想不到時間已經到了……[VAR 0114(0024)]
class_e_03_battle_19	下一堂課要考期中考囉！\n瞄準１００分！嘿呀！嘿呀！[VAR 0114(0024)]
class_e_04.tbl
class_e_04_battle_01	誤跑到操場集合的人，\n抱歉了！[VAR 0114(0024)]
class_e_04_battle_02	再怎麼說，\n筆試還是會在教室進行的！\r\n畢竟在室外不好寫答案啊！[VAR 0114(0024)]
class_e_04_battle_03	那麼，請鼓足幹勁來\n與考卷一決勝負吧！[VAR 0114(0024)]
class_e_04_question_01	１　寶可夢的特防越高，\n　　來自〇〇招式的傷害就會越小。\n\n・物理　　　　・特殊\n・太晶化
class_e_04_ansewer_01a	物理
class_e_04_ansewer_01b	特殊
class_e_04_ansewer_01c	太晶化
class_e_04_question_02	２　以下選項中，與招式造成的\n　　傷害量無關的是哪一個？\n\n・招式的屬性　・招式的威力\n・招式的名稱
class_e_04_ansewer_02a	招式的屬性
class_e_04_ansewer_02b	招式的威力
class_e_04_ansewer_02c	招式的名稱
class_e_04_question_03	３　太晶團體戰是由\n　　幾個人一起挑戰？\n\n・３個人　・４個人\n・８個人
class_e_04_ansewer_03a	３個人
class_e_04_ansewer_03b	４個人
class_e_04_ansewer_03c	８個人
class_e_04_question_04	４　想要破壞對手的太晶護盾時，\n　　有效的行動是哪一個？\n\n・交換寶可夢　・太晶化後去攻擊\n・聲援
class_e_04_ansewer_04a	交換寶可夢
class_e_04_ansewer_04b	太晶化後去攻擊
class_e_04_ansewer_04c	聲援
class_e_04_question_05	５　凰檗老師\n　　喜歡的屬性是？\n\n・格鬥　・火\n・超能力
class_e_04_ansewer_05a	格鬥
class_e_04_ansewer_05b	火
class_e_04_ansewer_05c	超能力
class_e_04_battle_04	到此為止！！\n各位放下鉛筆吧！[VAR 0114(0024)]
class_e_04_battle_05	漂亮的戰鬥！\n我相信各位一定都是１００分！[VAR 0114(0024)]
class_e_04_battle_06	辛苦了！\n考試結果可以到櫃台詢問喔！[VAR 0114(0024)]
class_e_05.tbl
class_e_05_battle_01	今天也要活力滿分學對戰學！\n嘿呀！開始囉！[VAR 0114(0024)]
class_e_05_battle_02	各位在期中考都打了一場\n漂亮的對戰喔！嘿呀！[VAR 0114(0024)]
class_e_05_battle_03	從今天起就是這門課的後半段了！\n讓我們拿出幹勁認真學習吧！[VAR 0114(0024)]
class_e_05_battle_04	各位有在使用「Ｒ鍵Let's Go」嗎！？[VAR 0114(0024)]
class_e_05_battle_05	這能讓寶可夢\n往前方Let's Go！[VAR 0114(0024)]
class_e_05_battle_06	讓牠幫忙撿起掉在遠處的道具！\n是個非常方便的口訣！[VAR 0114(0024)]
class_e_05_battle_07	要是Let's Go前往的地方\n有野生寶可夢的話，\r\n派去的寶可夢就會直接展開戰鬥！[VAR 0114(0024)]
class_e_05_battle_08	而我們稱這樣的對戰為\n自主對戰！！[VAR 0114(0024)]
class_e_05_battle_09	正如其名，\n訓練家不用指揮寶可夢，\r\n而是讓寶可夢自己去對戰！[VAR 0114(0024)]
class_e_05_battle_10	如果打贏了，寶可夢就能\n像平時那樣獲得經驗值！[VAR 0114(0024)]
class_e_05_battle_11	熟練運用自主對戰的話，\n就能有效率地鍛鍊同行寶可夢！[VAR 0114(0024)]
class_e_05_battle_12	但是寶可夢即使在自主對戰時\n等級提升了，牠也不會學會新招式，\r\n也不會進化。這點要注意！[VAR 0114(0024)]
class_e_05_battle_13	此外，寶可夢要是在自主對戰時打輸了，\n牠就會用僅剩的體力回到訓練家身旁。\r\n這時千萬要迅速幫牠回復體力！[VAR 0114(0024)]
class_e_05_battle_14	我大致都說完了。\n到此為止，有什麼問題嗎？[VAR 0114(0024)]
class_e_05_select_01	怎麼中斷自主對戰？
class_e_05_select_02	可以捕捉寶可夢嗎？
class_e_05_select_03	沒什麼問題
class_e_05_battle_answer_01	一旦開始自主對戰後，\n在分出勝負之前是無法中斷的！\c\n但如果是在自主對戰開始之前，\n寶可夢還在移動的期間，\r\n就能用「ＺＲ鍵投球！」中斷自主對戰喔！[VAR 0114(0024)]
class_e_05_battle_answer_02	自主對戰時如果不去理會牠，\n寶可夢就會將對方打倒！\c\n如果想捕捉對手的話，\n是必須自己指揮寶可夢去戰鬥的！[VAR 0114(0024)]
class_e_05_battle_answer_03	嗯！各位同學都很優秀呢！\n讓我非常期待你們的未來！[VAR 0114(0024)]
class_e_05_battle_15	即使是在自主對戰時，\n寶可夢也是會使盡全力\r\n為自己的訓練家戰鬥！[VAR 0114(0024)]
class_e_05_battle_16	記得要適時地看一下牠的狀況，\n要是牠快要輸掉的話，\r\n就趕緊下令撤退吧！[VAR 0114(0024)]
class_e_05_battle_17	雖然不用我多說，但寶可夢\n在ＨＰ剩下較少時是很疲憊的！[VAR 0114(0024)]
class_e_05_battle_18	這時牠會排斥自主對戰，\n各位可不要太勉強牠啊！[VAR 0114(0024)]
class_e_05_battle_19	結論！！[VAR 0114(0024)]
class_e_05_battle_20	自主對戰是建立在\n對彼此的信賴關係上！[VAR 0114(0024)]
class_e_05_battle_21	要好好活用，\n別讓自己的寶可夢失望了！[VAR 0114(0024)]
class_e_05_battle_22	唔唔！我原本打算讓各位親身體驗的，\n想不到時間已經到了……[VAR 0114(0024)]
class_e_05_battle_23	那麼，就此解散！\n祝各位今天也活力滿分！[VAR 0114(0024)]
class_e_06.tbl
class_e_06_battle_01	今天也要活力滿分學對戰學！\n嘿呀！開始囉！[VAR 0114(0024)]
class_e_06_battle_02	上一堂課所教的自主對戰！\n各位有試著去使用嗎！？[VAR 0114(0024)]
class_e_06_battle_03	要是能熟練運用自主對戰，\n就能讓寶可夢大大地成長，而且……[VAR 0114(0024)]
class_e_06_battle_04	還可以藉著它有效率地收集\n能用在招式學習器機的寶可夢的掉落物！[VAR 0114(0024)]
class_e_06_battle_05	招式學習器機！\n各位同學有在使用它嗎？[VAR 0114(0024)]
class_e_06_battle_06	那麼，我要來抽考囉！[VAR 0114(0024)]
class_e_06_battle_07	製作招式學習器時\n除了寶可夢的掉落物之外，\r\n各位記得還需要哪一種東西嗎？[VAR 0114(0024)]
class_e_06_select_01	ＬＰ
class_e_06_select_02	ＨＰ
class_e_06_select_03	錢
class_e_06_battle_answer_01	轉學生！\n看來[VAR 1100(00FF,0101)]你妳已經將它運用自如了！[VAR 0114(0024)]
class_e_06_battle_answer_02	喂喂喂，轉學生！\n[VAR 1100(00FF,0101)]你妳說要獻出ＨＰ？\r\n才沒有這種類似儀式的事喔！[VAR 0114(0024)]
class_e_06_battle_answer_03	可惜啊，轉學生！\n世上並不是每件事情\r\n都可以靠錢來解決的喔！[VAR 0114(0024)]
class_e_06_battle_08	答案是聯盟支付點！\n也就是ＬＰ！[VAR 0114(0024)]
class_e_06_battle_09	ＬＰ可以在招式學習器機\n用寶可夢的掉落物兌換到喔！[VAR 0114(0024)]
class_e_06_battle_10	最近聽說有些駭客？\n總之就是不肖之徒，\r\n會駭進系統不當獲取ＬＰ……[VAR 0114(0024)]
class_e_06_battle_11	各位同學可不要去\n沾染這樣的壞事啊！[VAR 0114(0024)]
class_e_06_battle_12	只要將想製作的\n招式學習器登記追蹤，\r\n就能隨時查看目前收集到多少掉落物！[VAR 0114(0024)]
class_e_06_battle_13	結論！！[VAR 0114(0024)]
class_e_06_battle_14	想要製作招式學習器的話，\n總之就是需要有寶可夢的掉落物！[VAR 0114(0024)]
class_e_06_battle_15	與寶可夢對戰、對戰，再對戰，\n收集大量的掉落物吧！[VAR 0114(0024)]
class_e_06_battle_16	唔唔！我原本打算讓各位親身體驗的，\n想不到時間已經到了……[VAR 0114(0024)]
class_e_06_battle_17	那麼，就此解散！\n祝各位今天也活力滿分！[VAR 0114(0024)]
class_e_07.tbl
class_e_07_battle_01	最後一堂課也要活力滿分！\n嘿呀！紮紮實實劃下句點吧！[VAR 0114(0024)]
class_e_07_battle_02	各位同學的知識\n已經十分強大了！[VAR 0114(0024)]
class_e_07_battle_03	我幾乎已經沒有\n可以教你們的事情了……[VAR 0114(0024)]
class_e_07_battle_04	但為了以更高的境界為目標！[VAR 0114(0024)]
class_e_07_battle_05	今天就請各位記住\n連線對戰的規則吧！[VAR 0114(0024)]
class_e_07_battle_06	連線對戰時，若是２個人\n就可以進行單打對戰或雙打對戰！[VAR 0114(0024)]
class_e_07_battle_07	如果聚集了４個朋友，\n就可以進行多人對戰喔！[VAR 0114(0024)]
class_e_07_battle_08	在校外研究中的寶可夢對戰，\n派上場的寶可夢的數量或實力\r\n都沒有受到限制，對吧！[VAR 0114(0024)]
class_e_07_battle_09	但連線對戰時，\n是會有幾個規定的！[VAR 0114(0024)]
class_e_07_battle_10	首先是等級調整！[VAR 0114(0024)]
class_e_07_battle_11	例如在[VAR FF00(0006)]無限制[VAR FF00(0000)]的規則中，\n寶可夢的等級會維持現狀！\r\n有多隻相同的同行寶可夢，\r\n或是攜帶著相同持有物，也都ＯＫ！[VAR 0114(0024)]
class_e_07_battle_12	而[VAR FF00(0006)]普通規則[VAR FF00(0000)]，\n則是不論多強的寶可夢\r\n都會被調整成等級５０來一決高下！[VAR 0114(0024)]
class_e_07_battle_13	即使是等級不高的寶可夢\n也能發揮成長之後的力量！[VAR 0114(0024)]
class_e_07_battle_14	在這個規則裡要用相同的寶可夢或\n讓牠們攜帶相同的持有物，也是ＯＫ的！[VAR 0114(0024)]
class_e_07_battle_15	只要學會了招式，即使等級沒有提升\n也能讓寶可夢大展身手。\r\n這就是普通規則的優點！[VAR 0114(0024)]
class_e_07_battle_16	最後是[VAR FF00(0006)]受限規則[VAR FF00(0000)]。在這個規則中，\n等級５０以上的寶可夢，\r\n會被統一調整為等級５０！[VAR 0114(0024)]
class_e_07_battle_17	受限規則，\n是戰術性最高的規則！[VAR 0114(0024)]
class_e_07_battle_18	在這個規則中\n禁止使用多隻相同的寶可夢，\r\n也禁止讓寶可夢攜帶相同的持有物！[VAR 0114(0024)]
class_e_07_battle_19	來，抽考時間到了！[VAR 0114(0024)]
class_e_07_battle_20	普通規則與受限規則……\n刻意要使用等級較低的寶可夢對戰時，\r\n該選擇哪一種規則比較好呢？[VAR 0114(0024)]
class_e_07_select_01	普通規則
class_e_07_select_02	受限規則
class_e_07_battle_answer_01	真可惜！在普通規則中，\n即使寶可夢的等級不高，\r\n也會被統一調整為等級５０呢！[VAR 0114(0024)]
class_e_07_battle_answer_02	不愧是轉學生！\n[VAR 1100(00FF,0101)]你妳有仔細在聽課喔！[VAR 0114(0024)]
class_e_07_battle_21	基於戰術考量，\n刻意要讓等級５的寶可夢上場時，\r\n最佳選擇就是用受限規則去對戰！[VAR 0114(0024)]
class_e_07_battle_22	當然，以無限制規則對戰時，\n不論是寶可夢、等級或持有物，\r\n都可以隨心所欲地組合！[VAR 0114(0024)]
class_e_07_battle_23	如果是要和朋友自由地對戰的話，\n這個規則是再適合不過了！[VAR 0114(0024)]
class_e_07_battle_24	結論！！[VAR 0114(0024)]
class_e_07_battle_25	等級一律５０的是普通規則，\n等級不高也行得通的是受限規則！[VAR 0114(0024)]
class_e_07_battle_26	與朋友一起打出\n讓心雀躍不已的火熱對戰吧！[VAR 0114(0024)]
class_e_07_battle_27	唔唔！我原本打算讓各位親身體驗的，\n想不到時間已經到了……[VAR 0114(0024)]
class_e_07_battle_28	下一堂課要考期末考囉！\n瞄準１００分！嘿呀！嘿呀！[VAR 0114(0024)]
class_e_08.tbl
class_e_08_battle_01	終於迎來了測量實力的日子！\n期末考到囉！[VAR 0114(0024)]
class_e_08_battle_02	那麼，請鼓足幹勁來\n與考卷一決勝負吧！[VAR 0114(0024)]
class_e_08_question_01	１　在太晶團體戰中能夠幫我方全體\n　　提高攻擊和特攻的聲援是什麼？\n\n・衝衝猛攻　　・打打ＧｏＧｏ\n・猛猛衝攻
class_e_08_ansewer_01a	衝衝猛攻
class_e_08_ansewer_01b	打打ＧｏＧｏ
class_e_08_ansewer_01c	猛猛衝攻
class_e_08_question_02	２　用「Ｒ鍵Let's Go」讓寶可夢去對戰，\n　　這被稱為什麼？\n\n・請多對戰　　・隨意戰鬥\n・自主對戰
class_e_08_ansewer_02a	請多對戰
class_e_08_ansewer_02b	隨意戰鬥
class_e_08_ansewer_02c	自主對戰
class_e_08_question_03	３　想要獲得ＬＰ時，\n　　該怎麼辦呢？\n\n・去挑戰道館　・與掉落物交換\n・當個駭客
class_e_08_ansewer_03a	去挑戰道館
class_e_08_ansewer_03b	與掉落物交換
class_e_08_ansewer_03c	當個駭客
class_e_08_question_04	４　在連線對戰的受限規則中，\n　　當寶可夢的等級較高時，\n　　會被統一調整為等級〇〇。\n\n・５０　・６０　・１００
class_e_08_ansewer_04a	５０
class_e_08_ansewer_04b	６０
class_e_08_ansewer_04c	１００
class_e_08_question_05	５　連線對戰的普通規則中\n　　可以使用多隻相同的同行寶可夢，\n　　或讓寶可夢攜帶相同的持有物嗎？\n\n・可以　・不可以
class_e_08_ansewer_05a	可以
class_e_08_ansewer_05b	不可以
class_e_08_battle_03	到此為止！！\n各位放下鉛筆吧！[VAR 0114(0024)]
class_e_08_battle_04	漂亮的戰鬥！\n我相信各位一定都是１００分！[VAR 0114(0024)]
class_e_08_battle_05	至今的每一堂課大家真的都很努力！\n只要能在期末考及格，\r\n各位就是個如假包換的對戰大師了！[VAR 0114(0024)]
class_e_08_battle_06	到櫃台去問一下\n自己輝煌的考試成績吧！[VAR 0114(0024)]
class_f_01.tbl
class_f_01_dragon_01	小生是負責美術的八朔。\n請多指教是也。[VAR 0114(0012)]
class_f_01_dragon_02	……說到何謂美術！[VAR 0114(0012)]
class_f_01_dragon_03	在座大多數的人在畢業後，\n大概都會將這堂課所教的知識\r\n忘得精光吧！[VAR 0114(0012)]
class_f_01_dragon_04	畢竟在考試或求職時，\n是不會要求美術知識或美感的。[VAR 0114(0012)]
class_f_01_dragon_05	這麼說來，小生這堂課\n除了浪費時間之外毫無意義嗎？[VAR 0114(0012)]
class_f_01_dragon_06	……一定不是。\n小生希望不是。[VAR 0114(0012)]
class_f_01_dragon_07	各位同學請思考一下，\n「美麗」與「不美麗」的差別\r\n究竟在哪裡呢？[VAR 0114(0012)]
class_f_01_select_01	顏色與形狀
class_f_01_select_02	因人而異
class_f_01_select_03	不知道
class_f_01_dragon_answer_01	嗯，原來如此……\n[VAR 0100(0000)]同學這麼認為是吧。[VAR 0114(0012)]
class_f_01_dragon_08	不，別在意，\n這並沒有正確答案的。\r\n重要的是要各位去思考。[VAR 0114(0012)]
class_f_01_dragon_09	例如為什麼看到路旁綻放的花朵時，\n會感到它很美麗。[VAR 0114(0012)]
class_f_01_dragon_10	天空的藍與大海的藍，差別在哪裡？\n為什麼樹木會隨季節變換色彩？\r\n深缽鎮風車的轉動……\r\n玻瓶市水流的冷冽……[VAR 0114(0012)]
class_f_01_dragon_11	藉由思考，我們能夠更鮮明、更深刻地\n去感受存在於身旁的所有事物。[VAR 0114(0012)]
class_f_01_dragon_12	那一定能夠在各位讀書讀累時，\n或在工作遇上難關時……[VAR 0114(0012)]
class_f_01_dragon_13	成為從背後輕輕\n鼓勵各位的一股助力。[VAR 0114(0012)]
class_f_01_dragon_14	……今天的內容有點深奧，\n各位聽不懂也沒有關係的。[VAR 0114(0012)]
class_f_01_dragon_15	總之，何謂美術！\n人生可以沒有它，但是\r\n有它相伴肯定會更豐富快樂！[VAR 0114(0012)]
class_f_01_dragon_16	要是美術能夠為各位的生活\n增添一些色彩，小生會感到很喜悅的。[VAR 0114(0012)]
class_f_01_dragon_17	下一堂課起，就讓我們更實際地\n去接觸何謂美麗吧！下課！[VAR 0114(0012)]
class_f_02.tbl
class_f_02_dragon_01	小生是八朔，請多指教是也。[VAR 0114(0012)]
class_f_02_dragon_02	上次提到何謂美術……\n概念性的內容想必讓各位感到很無聊。[VAR 0114(0012)]
class_f_02_dragon_03	這堂課為了讓各位能\n對美術感到興趣……[VAR 0114(0012)]
class_f_02_dragon_04	小生找來了特別來賓！[VAR 0114(0012)]
class_f_02_poke_01	圓圓嚕。
class_f_02_dragon_05	也就是這位圓陸鯊前輩。[VAR 0114(0012)]
class_f_02_dragon_06	圓陸鯊前輩，請太晶化！[VAR 0114(0012)]
class_f_02_poke_02	圓噠～！
class_f_02_dragon_07	使用太晶珠，\n就能讓寶可夢太晶化。[VAR 0114(0012)]
class_f_02_dragon_08	圓陸鯊前輩平常是龍屬性，但……[VAR 0114(0012)]
class_f_02_dragon_09	因為太晶力，牠現在已經變成\n與平時不同的屬性了。[VAR 0114(0012)]
class_f_02_dragon_10	哎呀？在牠頭上閃閃發光的\n美麗花朵代表的……\r\n究竟是什麼屬性呢？[VAR 0114(0012)]
class_f_02_select_01	草屬性
class_f_02_select_02	火屬性
class_f_02_select_03	水屬性
class_f_02_dragon_answer_01	[VAR 0100(0000)]同學！\n一百分滿分！[VAR 0114(0012)]
