MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
BarbFlinger_Preview	{color[00ff9dff]}{r2[しょくぶつけいたい]}植物形態{/r2}：ブリストルワート{color[000000ff]}\n{r2[じそう]}自走{/r2}する{r2[しょくちゅうしょくぶつ]}食虫植物{/r2}の{r2[いっしゅ]}一種{/r2}。{r2[かた]}硬{/r2}い{r2[がいかく]}外殻{/r2}に{r2[おお]}覆{/r2}われている。{r2[きょうい]}脅威{/r2}を\n{r2[かんち]}感知{/r2}すると{r2[から]}殻{/r2}を{r2[ひら]}開{/r2}き、{r2[かいてん]}回転{/r2}して{r2[ないぶ]}内部{/r2}の{r2[とげ]}棘{/r2}を{r2[たいしょう]}対象{/r2}に{r2[しゃしゅつ]}射出{/r2}する。
Hopper_Title	グロッタグロッパー
Hopper_Description	グロッタグロッパーは、{r2[どうぶつせい]}動物性{/r2}タンパク{r2[しつ]}質{/r2}\nを{r2[かつどうげん]}活動源{/r2}とする、{r2[にくしょくせい]}肉食性{/r2}の{r2[はちゅうるい]}爬虫類{/r2}である。\n{r2[へいじょうじ]}平常時{/r2}は{r2[ちちゅう]}地中{/r2}に{r2[もぐ]}潜{/r2}り{r2[えもの]}獲物{/r2}が{r2[ちか]}近{/r2}づくのを{r2[ま]}待{/r2}ち\n{r2[ぶ]}伏{/r2}せる。{r2[じめん]}地面{/r2}から{r2[つた]}伝{/r2}わる{r2[びしょう]}微小{/r2}な{r2[しんどう]}振動{/r2}を{r2[かん]}感{/r2}じ\n{r2[と]}取{/r2}ると{r2[ちひょう]}地表{/r2}に{r2[と]}飛{/r2}び{r2[だ]}出{/r2}して、{r2[とうぶじょうひ]}頭部上皮{/r2}を{r2[ひら]}開{/r2}き\n{r2[えいり]}鋭利{/r2}に{r2[とが]}尖{/r2}った{r2[はり]}針{/r2}を{r2[たいしょう]}対象{/r2}に{r2[む]}向{/r2}けて{r2[はっしゃ]}発射{/r2}する。\n2{r2[ほん]}本{/r2}の{r2[あし]}脚{/r2}が{r2[ひじょう]}非常{/r2}に{r2[きょうじん]}強靭{/r2}で、{r2[ちひょう]}地表{/r2}に{r2[あらわ]}現{/r2}れると\n{r2[たいこう]}体高{/r2}の{r2[やく]}約{/r2}3{r2[ばい]}倍{/r2}にまで{r2[たっ]}達{/r2}する{r2[ちょうやく]}跳躍{/r2}を{r2[く]}繰{/r2}り{r2[かえ]}返{/r2}し\n{r2[ぜんごさゆう]}前後左右{/r2}に{r2[いち]}位置{/r2}を{r2[か]}変{/r2}えて、{r2[えもの]}獲物{/r2}を{r2[ねら]}狙{/r2}う。\n{r2[ちょうやくじ]}跳躍時{/r2}に{r2[しよう]}使用{/r2}する{r2[うす]}薄{/r2}い{r2[ちい]}小{/r2}さな{r2[はね]}羽{/r2}は、{r2[しせい]}姿勢{/r2}の\n{r2[せいぎょ]}制御{/r2}の{r2[ほじょ]}補助{/r2}として、{r2[きのう]}機能{/r2}している。
Hopper_Preview	{color[00ff9dff]}{r2[はちゅうけいたい]}爬虫形態{/r2}：グロッタグロッパー{color[000000ff]}\n{r2[にくしょく]}肉食{/r2}{r2[せい]}性{/r2}の{r2[はちゅう]}爬虫{/r2}{r2[るい]}類{/r2}。{r2[はね]}羽{/r2}と{r2[きょうじん]}強靭{/r2}な{r2[あし]}脚{/r2}で{r2[ちょうやく]}跳躍{/r2}しながら{r2[いどう]}移動{/r2}する。\n{r2[ちちゅう]}地中{/r2}に{r2[もぐ]}潜{/r2}り{r2[ほしょく]}捕食{/r2}{r2[たいしょう]}対象{/r2}を{r2[ま]}待{/r2}ち{r2[ぶ]}伏{/r2}せ、{r2[しんどう]}振動{/r2}を{r2[かんち]}感知{/r2}すると{r2[あらわ]}現{/r2}れる。
Root_Lasher_Title	ルーツスパー
Root_Lasher_Description	ルーツスパーは、{r2[ふと]}太{/r2}く{r2[ふく]}膨{/r2}らんだ{r2[くき]}茎{/r2}を{r2[も]}持{/r2}った\n{r2[かいこんしょくぶつ]}塊根植物{/r2}である。{r2[しっち]}湿地{/r2}の{r2[すいてい]}水底{/r2}や{r2[でいち]}泥地{/r2}の{r2[ちちゅう]}地中{/r2}\nなどに{r2[せいそく]}生息{/r2}している。{r2[じりつしんけい]}自律神経{/r2}が{r2[そな]}備{/r2}わって\nおり、{r2[がいてき]}外敵{/r2}のテリトリー{r2[ない]}内{/r2}への{r2[しんにゅう]}侵入{/r2}を{r2[かんち]}感知{/r2}\nすると{r2[すいじょう]}水上{/r2}に{r2[すがた]}姿{/r2}を{r2[あらわ]}現{/r2}し{r2[こうげき]}攻撃{/r2}を{r2[おこな]}行{/r2}う。その{r2[さい]}際{/r2}\n{r2[ちょうぶ]}頂部{/r2}のつるを{r2[むち]}鞭{/r2}のようにしならせ、{r2[じしん]}自身{/r2}の\n{r2[しゅうい]}周囲{/r2}にやみくもに{r2[ふ]}振{/r2}るう{r2[たんじゅん]}単純{/r2}な{r2[はんぷくうんどう]}反復運動{/r2}を\n{r2[がいてき]}外敵{/r2}が、テリトリー{r2[がい]}外{/r2}に{r2[で]}出{/r2}るまで{r2[けいぞく]}継続{/r2}する。\n{r2[かた]}硬{/r2}い{r2[がいひ]}外皮{/r2}に{r2[おお]}覆{/r2}われた{r2[にくあつ]}肉厚{/r2}の{r2[くき]}茎{/r2}は、{r2[たいきゅうりょく]}耐久力{/r2}が\n{r2[たか]}高{/r2}めだが、{r2[ばくはつせい]}爆発性{/r2}の{r2[こうげき]}攻撃{/r2}や{r2[こうかりょく]}高火力{/r2}の{r2[かき]}火器{/r2}に\nより{r2[じんそく]}迅速{/r2}かつ{r2[こうりつてき]}効率的{/r2}な{r2[はいじょ]}排除{/r2}が、{r2[かのう]}可能{/r2}である。
Root_Lasher_Preview	{color[00ff9dff]}{r2[しょくぶつけいたい]}植物形態{/r2}：ルーツスパー{color[000000ff]}\n{r2[じりつしんけい]}自律神経{/r2}と{r2[かどうのうりょく]}可動能力{/r2}を{r2[そな]}備{/r2}えた{r2[かいこん]}塊根{/r2}{r2[しょくぶつ]}植物{/r2}の{r2[いっしゅ]}一種{/r2}。\n{r2[つうじょう]}通常{/r2}は、{r2[すいてい]}水底{/r2}の{r2[どろ]}泥{/r2}の{r2[なか]}中{/r2}で{r2[せいそく]}生息{/r2}している。\nテリトリーに{r2[がいてき]}外敵{/r2}が{r2[しんにゅう]}侵入{/r2}すると{r2[すいじょう]}水上{/r2}に{r2[しゅつげん]}出現{/r2}し、{r2[がいてき]}外敵{/r2}が{r2[はんい]}範囲{/r2}{r2[がい]}外{/r2}\nに{r2[で]}出{/r2}るまで{r2[かた]}硬{/r2}いつるを{r2[むち]}鞭{/r2}のように{r2[ふ]}振{/r2}るって、{r2[はげ]}激{/r2}しく{r2[はんぷくこうげき]}反復攻撃{/r2}\nを{r2[おこな]}行{/r2}う。{r2[がいひ]}外皮{/r2}は{r2[かた]}硬{/r2}いが、{r2[こうかりょく]}高火力{/r2}の{r2[かき]}火器{/r2}なら{r2[いちげき]}一撃{/r2}で{r2[はかいかのう]}破壊可能{/r2}。
Spore_Launcher_Title	ガスポア
Spore_Launcher_Description	ガスポアは、{r2[おも]}主{/r2}に{r2[こうおんたしつ]}高温多湿{/r2}なジャングルに\n{r2[せいそく]}生息{/r2}するキノコの{r2[いっしゅ]}一種{/r2}である。{r2[じゅもく]}樹木{/r2}の{r2[みき]}幹{/r2}や\n{r2[がんぺき]}岩壁{/r2}などに{r2[は]}張{/r2}り{r2[つ]}付{/r2}く{r2[かたち]}形{/r2}で{r2[せいちょう]}成長{/r2}する。\n{r2[つうじょう]}通常{/r2}は{r2[かくひ]}殻皮{/r2}を{r2[と]}閉{/r2}じ{r2[せいしじょうたい]}静止状態{/r2}にあるが、{r2[ないぶ]}内部{/r2}\nで{r2[ほうしのう]}胞子嚢{/r2}を{r2[せいせい]}生成{/r2}すると、{r2[かくひ]}殻皮{/r2}を{r2[おお]}大{/r2}きく{r2[ひら]}開{/r2}き\n{r2[くうちゅう]}空中{/r2}に{r2[ほうしゅつ]}放出{/r2}する。{r2[かくひ]}殻皮{/r2}は{r2[ひじょう]}非常{/r2}に{r2[かた]}硬{/r2}く、{r2[つうじょう]}通常{/r2}\nビームでの{r2[はかい]}破壊{/r2}は{r2[ふかのう]}不可能{/r2}であるが、{r2[ほうしのう]}胞子嚢{/r2}\nの{r2[ほうしゅつじ]}放出時{/r2}に{r2[ろしゅつ]}露出{/r2}する、{r2[かくひ]}殻皮{/r2}{r2[うちがわ]}内側{/r2}の{r2[やわ]}柔{/r2}らかい\n{r2[そしき]}組織{/r2}は、ビームでも{r2[かんたん]}簡単{/r2}に{r2[はかい]}破壊{/r2}が{r2[でき]}出来{/r2}る。\nなお、{r2[こうげきりょく]}攻撃力{/r2}の{r2[たか]}高{/r2}い{r2[かき]}火器{/r2}であれば、{r2[かくひ]}殻皮{/r2}が\n{r2[と]}閉{/r2}じた{r2[じょうたい]}状態{/r2}でも、そのまま{r2[はかいかのう]}破壊可能{/r2}である。
Spore_Launcher_Preview	{color[00ff9dff]}{r2[きんけいたい]}菌形態{/r2}：ガスポア{color[000000ff]}\nキノコ{r2[るい]}類{/r2}の{r2[いっしゅ]}一種{/r2}。{r2[かくひ]}殻皮{/r2}の{r2[こうど]}硬度{/r2}は{r2[たか]}高{/r2}く、{r2[つうじょう]}通常{/r2}ビームでの{r2[はかい]}破壊{/r2}は\n{r2[ふかのう]}不可能{/r2}。{r2[かくひ]}殻皮{/r2}を{r2[ひら]}開{/r2}いてホーミング・スポアを{r2[ほうしゅつ]}放出{/r2}する。
Roaming_Spore_Title	ホーミング・スポア
Roaming_Spore_Description	キノコの{r2[いっしゅ]}一種{/r2}であるガスポアが、{r2[ふていき]}不定期{/r2}に\n{r2[ほうしゅつ]}放出{/r2}する{r2[ほうしのう]}胞子嚢{/r2}は、ホーミング・スポアと\n{r2[よ]}呼{/r2}ばれる。{r2[ふくろじょう]}袋状{/r2}の{r2[こうぞう]}構造{/r2}をしたその{r2[ないぶ]}内部{/r2}には\n{r2[たいりょう]}大量{/r2}の{r2[ほうし]}胞子{/r2}と{r2[たいき]}大気{/r2}よりも{r2[けいりょう]}軽量{/r2}な{r2[きか]}気化{/r2}ガスを\n{r2[たくわ]}蓄{/r2}えている。このガスの{r2[ふりょく]}浮力{/r2}により{r2[くうちゅう]}空中{/r2}を\n{r2[ふゆう]}浮遊{/r2}し、{r2[た]}他{/r2}の{r2[せいぶつ]}生物{/r2}の{r2[せっきん]}接近{/r2}を{r2[ま]}待{/r2}ち{r2[かま]}構{/r2}える。\n{r2[ひょうひ]}表皮{/r2}にある{r2[おんかん]}温感{/r2}センサーで{r2[せいぶつ]}生物{/r2}を{r2[かんち]}感知{/r2}する\nと、{r2[ぜんめん]}全面{/r2}に{r2[とげじょう]}棘状{/r2}の{r2[しょっかくじゅようたい]}触覚受容体{/r2}を{r2[はっせい]}発生{/r2}させて\n{r2[たいしょう]}対象{/r2}を{r2[ついび]}追尾{/r2}する。この{r2[じょうたい]}状態{/r2}で{r2[ぶったい]}物体{/r2}への{r2[せっしょく]}接触{/r2}\nを{r2[にんしき]}認識{/r2}すると、{r2[ないぶ]}内部{/r2}ガスを{r2[しゅんじ]}瞬時{/r2}に{r2[あっしゅく]}圧縮{/r2}し、\n{r2[ひょうひさいぼう]}表皮細胞{/r2}を{r2[はつねつ]}発熱{/r2}させて{r2[いっき]}一気{/r2}に{r2[ばくはつ]}爆発{/r2}する。
Roaming_Spore_Preview	{color[00ff9dff]}{r2[ふゆうけいたい]}浮遊形態{/r2}：ホーミング・スポア{color[000000ff]}\nガスポアの{r2[ほうし]}胞子{/r2}の{r2[ふくろ]}袋{/r2}。{r2[くうちゅう]}空中{/r2}を{r2[ふゆう]}浮遊{/r2}し、{r2[おんかん]}温感{/r2}センサーによって\n{r2[せいぶつ]}生物{/r2}を{r2[かんち]}感知{/r2}。{r2[とげ]}棘{/r2}を{r2[だ]}出{/r2}して{r2[せっきん]}接近{/r2}し{r2[ばくはつ]}爆発{/r2}して{r2[ほうし]}胞子{/r2}をばらまく。
Flying_Shooter_Title	シュレン
Flying_Shooter_Description	シュレンは、{r2[がんぺき]}岩壁{/r2}や{r2[き]}樹{/r2}の{r2[みき]}幹{/r2}などの{r2[たか]}高{/r2}い{r2[いち]}位置{/r2}\nにシュレン・ハイヴと{r2[よ]}呼{/r2}ばれる{r2[す]}巣{/r2}を{r2[つく]}作{/r2}り、\nその{r2[なか]}中{/r2}で{r2[せいちゅう]}成虫{/r2}と{r2[ようちゅう]}幼虫{/r2}が{r2[しゅうだん]}集団{/r2}で{r2[せいかつ]}生活{/r2}を{r2[いとな]}営{/r2}む。\n{r2[す]}巣{/r2}に{r2[ちか]}近{/r2}づく{r2[せいぶつ]}生物{/r2}を{r2[かんち]}感知{/r2}すると{r2[せいちゅう]}成虫{/r2}が{r2[すばや]}素早{/r2}く\n{r2[そと]}外{/r2}に{r2[と]}飛{/r2}び{r2[だ]}出{/r2}し、ホバリングの{r2[じょうたい]}状態{/r2}から{r2[さんせい]}酸性{/r2}\nの{r2[どくえき]}毒液{/r2}を{r2[ふんしゃ]}噴射{/r2}して{r2[こうげき]}攻撃{/r2}し、{r2[す]}巣{/r2}を{r2[まも]}護{/r2}る。\n{r2[こうせんてき]}好戦的{/r2}ではあるが、{r2[す]}巣{/r2}の{r2[ぼうえい]}防衛{/r2}が{r2[もくてき]}目的{/r2}であり\n{r2[りだつ]}離脱{/r2}した{r2[がいてき]}外敵{/r2}に{r2[たい]}対{/r2}する{r2[ついげき]}追撃{/r2}は、{r2[おこな]}行{/r2}わない。\nまた、{r2[きんせつ]}近接{/r2}する{r2[ふくすう]}複数{/r2}の{r2[す]}巣{/r2}でコロニーを{r2[けいせい]}形成{/r2}\nし、{r2[なかま]}仲間{/r2}と{r2[れんけい]}連携{/r2}して{r2[しゅうだん]}集団{/r2}で{r2[がいてき]}外敵{/r2}を{r2[げきたい]}撃退{/r2}する\nといった{r2[しゃかいてき]}社会的{/r2}な{r2[いちめん]}一面{/r2}も{r2[も]}持{/r2}っている。
Flying_Shooter_Preview	{color[00ff9dff]}{r2[こんちゅうけいたい]}昆虫形態{/r2}：シュレン{color[000000ff]}\n{r2[ひこう]}飛行{/r2}タイプの{r2[こんちゅう]}昆虫{/r2}。{r2[がんぺき]}岩壁{/r2}などに{r2[す]}巣{/r2}を{r2[つく]}作{/r2}り{r2[しゅうだん]}集団{/r2}で{r2[せいかつ]}生活{/r2}する。\n{r2[す]}巣{/r2}に{r2[ちか]}近{/r2}づく{r2[せいぶつ]}生物{/r2}には、{r2[そと]}外{/r2}に{r2[と]}飛{/r2}び{r2[だ]}出{/r2}し{r2[さんせい]}酸性{/r2}の{r2[どくえき]}毒液{/r2}を{r2[ふんしゃ]}噴射{/r2}する。
Flying_Shooter_Hive_Preview	{r2[ゆうきけいたい]}有機形態{/r2}：シュレン・ハイヴ\n{r2[じゅもく]}樹木{/r2}の{r2[せんい]}繊維{/r2}や{r2[こうせき]}鉱石{/r2}をかみ{r2[くだ]}砕{/r2}き、シュレンの{r2[だえき]}唾液{/r2}と{r2[ま]}混{/r2}ぜ{r2[あ]}合{/r2}わせ\n{r2[けいせい]}形成{/r2}された{r2[す]}巣{/r2}の{r2[でい]}出入{/r2}り{r2[ぐち]}口{/r2}。{r2[ばくはつ]}爆発{/r2}の{r2[しょうげき]}衝撃{/r2}などで{r2[はかいかのう]}破壊可能{/r2}。
Mire_Worm_Title	マイヤーワーム
Mire_Worm_Description	マイヤーワームは、{r2[おも]}主{/r2}に{r2[たんすい]}淡水{/r2}の{r2[あさせ]}浅瀬{/r2}や{r2[でいち]}泥地{/r2}\nに{r2[すうひき]}数匹{/r2}で{r2[む]}群{/r2}れをなして{r2[せいそく]}生息{/r2}する、{r2[むせきつい]}無脊椎{/r2}の\n{r2[なんたいどうぶつ]}軟体動物{/r2}である。{r2[ほそなが]}細長{/r2}い{r2[からだ]}体{/r2}を{r2[すあな]}巣穴{/r2}から{r2[の]}伸{/r2}び\n{r2[あ]}上{/r2}がるように{r2[つ]}突{/r2}き{r2[だ]}出{/r2}し、{r2[とうぶ]}頭部{/r2}から{r2[あま]}甘{/r2}い{r2[かお]}香{/r2}り\nを{r2[はっ]}発{/r2}する{r2[たいえき]}体液{/r2}を{r2[ぶんぴ]}分泌{/r2}し、ゆらゆらと{r2[ゆ]}揺{/r2}れて\nまるで{r2[しょくぶつ]}植物{/r2}のように{r2[み]}見{/r2}せかけ、{r2[ちい]}小{/r2}さな{r2[こんちゅう]}昆虫{/r2}\nをおびき{r2[よ]}寄{/r2}せる。{r2[えもの]}獲物{/r2}が{r2[ちか]}近{/r2}づくと{r2[とうぶせんたん]}頭部先端{/r2}\nの{r2[おおあご]}大顎{/r2}で{r2[ほかく]}捕獲{/r2}し、{r2[おおあご]}大顎{/r2}のつけ{r2[ね]}根{/r2}にある{r2[くち]}口{/r2}で\n{r2[まるの]}丸飲{/r2}みにする。\n{r2[けいかいしん]}警戒心{/r2}が{r2[つよ]}強{/r2}く、{r2[がいてき]}外敵{/r2}や{r2[きけんぶつ]}危険物{/r2}の{r2[せっきん]}接近{/r2}を{r2[かんち]}感知{/r2}\nすると、{r2[すばや]}素早{/r2}く{r2[ぜんしん]}全身{/r2}を{r2[すあな]}巣穴{/r2}にひっこめて{r2[すがた]}姿{/r2}\nを{r2[かく]}隠{/r2}してしまう。{r2[いどうしゅだん]}移動手段{/r2}を{r2[も]}持{/r2}たないため\n{r2[おな]}同{/r2}じ{r2[すあな]}巣穴{/r2}の{r2[なか]}中{/r2}で{r2[いっしょう]}一生{/r2}を{r2[す]}過{/r2}ごすので、{r2[せいそくち]}生息地{/r2}\nの{r2[すいぶん]}水分{/r2}が{r2[こかつ]}枯渇{/r2}すると{r2[しめつ]}死滅{/r2}してしまう。
Mire_Worm_Preview	{color[00ff9dff]}{r2[なんたいけいたい]}軟体形態{/r2}：マイヤーワーム{color[000000ff]}\n{r2[あさせ]}浅瀬{/r2}に{r2[せいそく]}生息{/r2}する{r2[なんたい]}軟体{/r2}{r2[どうぶつ]}動物{/r2}。{r2[しょくぶつ]}植物{/r2}に{r2[ぎたい]}擬態{/r2}して{r2[ちい]}小{/r2}さな{r2[こんちゅう]}昆虫{/r2}などを\nおびき{r2[よ]}寄{/r2}せ{r2[ほしょく]}捕食{/r2}する。{r2[がいてき]}外敵{/r2}の{r2[せっきん]}接近{/r2}を{r2[かんち]}感知{/r2}すると{r2[すあな]}巣穴{/r2}に{r2[もぐ]}潜{/r2}る。
Butterfly_Title	エンプレス・アリュー
Butterfly_Description	エンプレス・アリューは、{r2[こうおんたしつ]}高温多湿{/r2}な{r2[ねったい]}熱帯{/r2}\nの{r2[きこう]}気候{/r2}に{r2[てきおう]}適応{/r2}した{r2[ちょう]}蝶{/r2}の{r2[いっしゅ]}一種{/r2}である。\n{r2[はね]}翅{/r2}は、{r2[あか]}明{/r2}るく{r2[あざ]}鮮{/r2}やかな{r2[あおいろ]}青色{/r2}に{r2[み]}見{/r2}えているが\nこれは、{r2[はねじたい]}翅自体{/r2}の{r2[いろ]}色{/r2}では{r2[な]}無{/r2}く、{r2[はね]}翅{/r2}の{r2[ぜんめん]}全面{/r2}を\n{r2[おお]}覆{/r2}う{r2[りんぷん]}鱗粉{/r2}が{r2[ひかり]}光{/r2}の{r2[はちょう]}波長{/r2}を{r2[ふくざつ]}複雑{/r2}に{r2[はんしゃ]}反射{/r2}する{r2[こと]}事{/r2}で\n{r2[しょう]}生{/r2}じる{r2[げんしょう]}現象{/r2}である。{r2[つうじょう]}通常{/r2}は、{r2[すうひき]}数匹{/r2}で{r2[む]}群{/r2}れを\n{r2[な]}成{/r2}して、{r2[いわはだ]}岩肌{/r2}に{r2[じせい]}自生{/r2}する{r2[こけるい]}苔類{/r2}や{r2[ちい]}小{/r2}さな{r2[しょくぶつ]}植物{/r2}\nなどを{r2[しょくりょう]}食料{/r2}とする。{r2[ひかくてきおお]}比較的大{/r2}きな{r2[からだ]}体{/r2}と{r2[はね]}翅{/r2}の\n{r2[じゅうりょう]}重量{/r2}は{r2[ちょうきょり]}長距離{/r2}の{r2[ひこう]}飛行{/r2}に{r2[てき]}適{/r2}さず、{r2[だんぞくてき]}断続的{/r2}に{r2[いわ]}岩{/r2}\nや{r2[き]}木{/r2}などに{r2[と]}止{/r2}まって{r2[きゅうし]}休止{/r2}をするが、{r2[がいてき]}外敵{/r2}を\n{r2[さっち]}察知{/r2}すると{r2[ぜんりょく]}全力{/r2}で{r2[は]}羽{/r2}ばたき{r2[いっせい]}一斉{/r2}に{r2[と]}飛{/r2}び{r2[さ]}去{/r2}る。
Butterfly_Preview	{color[00ff9dff]}{r2[こんちゅうけいたい]}昆虫形態{/r2}：エンプレス・アリュー{color[000000ff]}\n{r2[ねったい]}熱帯{/r2}の{r2[きこう]}気候{/r2}に{r2[てきおう]}適応{/r2}した{r2[ちょう]}蝶{/r2}の{r2[いっしゅ]}一種{/r2}。{r2[つうじょう]}通常{/r2}{r2[む]}群{/r2}れをなして{r2[こうどう]}行動{/r2}し、\n{r2[きゅうしちゅう]}休止中{/r2}に{r2[がいてき]}外敵{/r2}の{r2[けはい]}気配{/r2}を{r2[さっち]}察知{/r2}すると{r2[いっせい]}一斉{/r2}に{r2[と]}飛{/r2}び{r2[さ]}去{/r2}る。
Bird_Title	オーレン・クレーン
Bird_Description	オーレン・クレーンは、{r2[こうおんたしつ]}高温多湿{/r2}な{r2[きこう]}気候{/r2}に\n{r2[てきおう]}適応{/r2}した、{r2[おおがた]}大型{/r2}の{r2[ちょうるい]}鳥類{/r2}である。{r2[おも]}主{/r2}に{r2[かじつ]}果実{/r2}を\n{r2[この]}好{/r2}んで{r2[た]}食{/r2}べるが、その{r2[かじつ]}果実{/r2}が{r2[せいいく]}生育{/r2}する{r2[かんきょう]}環境{/r2}\nに{r2[おう]}応{/r2}じて1000km{r2[いじょうはな]}以上離{/r2}れた{r2[ちいき]}地域{/r2}の{r2[あいだ]}間{/r2}を\n{r2[む]}群{/r2}れを{r2[な]}成{/r2}して{r2[いどう]}移動{/r2}する{r2[しゅうせい]}習性{/r2}を{r2[も]}持{/r2}つ。\nこの{r2[ちょうじかん]}長時間{/r2}の{r2[れんぞくひこう]}連続飛行{/r2}に{r2[た]}耐{/r2}えるために、{r2[つばさ]}翼{/r2}\nを{r2[うご]}動{/r2}かす{r2[きょうぶ]}胸部{/r2}の{r2[きんにく]}筋肉{/r2}が{r2[ひじょう]}非常{/r2}に{r2[はったつ]}発達{/r2}している。\n{r2[とうぶ]}頭部{/r2}の{r2[そくめん]}側面{/r2}に{r2[すぐ]}優{/r2}れた{r2[ちょうかく]}聴覚{/r2}を{r2[も]}持{/r2}つ{r2[みみ]}耳{/r2}があり、\n{r2[がいてき]}外敵{/r2}の{r2[せっきん]}接近{/r2}する{r2[ものおと]}物音{/r2}が{r2[き]}聞{/r2}こえると、{r2[そくざ]}即座{/r2}に\n{r2[と]}飛{/r2}び{r2[た]}立{/r2}って{r2[に]}逃{/r2}げる。なお、{r2[みみ]}耳{/r2}の{r2[そば]}側{/r2}の{r2[とっきぶつ]}突起物{/r2}\nは、{r2[たいおんちょうせい]}体温調整{/r2}を{r2[おこな]}行{/r2}う{r2[きかん]}器官{/r2}である。
Bird_Preview	{color[00ff9dff]}{r2[ゆうよくけいたい]}有翼形態{/r2}：オーレン・クレーン{color[000000ff]}\n{r2[おおがた]}大型{/r2}の{r2[ちょうるい]}鳥類{/r2}で、{r2[おも]}主{/r2}に{r2[かじつ]}果実{/r2}を{r2[た]}食{/r2}べる。{r2[きょうぶ]}胸部{/r2}の{r2[きんにく]}筋肉{/r2}が{r2[ひじょう]}非常{/r2}に{r2[はったつ]}発達{/r2}\nしており、{r2[すうじつ]}数日{/r2}に{r2[およ]}及{/r2}ぶ{r2[ちょうじかん]}長時間{/r2}の{r2[れんぞくひこう]}連続飛行{/r2}にも{r2[た]}耐{/r2}えられる。
Zant_Title	レッド・レリック・アント
Zant_Description	レッド・レリック・アントは、{r2[こうおんたしつ]}高温多湿{/r2}な\n{r2[ちいき]}地域{/r2}に{r2[おお]}多{/r2}く{r2[み]}見{/r2}られる{r2[せっそくどうぶつ]}節足動物{/r2}である。　\n{r2[ちちゅう]}地中{/r2}に{r2[す]}巣{/r2}を{r2[つく]}作{/r2}り、{r2[すうじっぴき]}数十匹{/r2}の{r2[しゅうだん]}集団{/r2}で{r2[せいかつ]}生活{/r2}する。\n{r2[たいしょく]}体色{/r2}は{r2[せきかっしょく]}赤褐色{/r2}で、{r2[どうたい]}胴体{/r2}の{r2[うし]}後{/r2}ろに{r2[おお]}大{/r2}きな{r2[はさみ]}鋏{/r2}を\n{r2[も]}持{/r2}っており、この{r2[はさみ]}鋏{/r2}で{r2[しょくりょう]}食料{/r2}とする{r2[こうようじゅ]}広葉樹{/r2}の\n{r2[は]}葉{/r2}を{r2[か]}刈{/r2}り{r2[と]}取{/r2}る。{r2[か]}刈{/r2}り{r2[と]}取{/r2}った{r2[は]}葉{/r2}を{r2[す]}巣{/r2}へと{r2[も]}持{/r2}ち\n{r2[かえ]}帰{/r2}る{r2[とき]}時{/r2}にも{r2[はさみ]}鋏{/r2}で{r2[は]}葉{/r2}を{r2[はさ]}挟{/r2}んで、{r2[はこ]}運{/r2}ぶ。\n{r2[こうぶつ]}好物{/r2}の{r2[こうようじゅ]}広葉樹{/r2}を{r2[もと]}求{/r2}めて{r2[す]}巣{/r2}から{r2[すう]}数{/r2}km{r2[はな]}離{/r2}れた\n{r2[ばしょ]}場所{/r2}まで{r2[いどう]}移動{/r2}することも{r2[めずら]}珍{/r2}しくなく、{r2[かえ]}帰{/r2}り\n{r2[みち]}道{/r2}を{r2[みうしな]}見失{/r2}わぬよう、{r2[ふくぶ]}腹部{/r2}からフェロモンを\n{r2[ぶんぴつ]}分泌{/r2}して{r2[じめん]}地面{/r2}に{r2[のこ]}残{/r2}し、{r2[きゅうかく]}嗅覚{/r2}センサーで{r2[かんち]}感知{/r2}\nしながら、{r2[しゅうだん]}集団{/r2}が{r2[いちれつ]}一列{/r2}となって{r2[いどう]}移動{/r2}する。\n{r2[す]}巣{/r2}に{r2[も]}持{/r2}ち{r2[かえ]}帰{/r2}った{r2[は]}葉{/r2}は、{r2[こま]}細{/r2}かく{r2[きざ]}刻{/r2}んで{r2[こうぼ]}酵母{/r2}を\n{r2[ふく]}含{/r2}んだ{r2[つち]}土{/r2}と{r2[ま]}混{/r2}ぜ{r2[あ]}合{/r2}わせて{r2[はっこう]}発酵{/r2}させ、アミノ\n{r2[さん]}酸{/r2}やビタミンなどを{r2[せいせい]}生成{/r2}して{r2[えいようか]}栄養価{/r2}を{r2[たか]}高{/r2}め\nたものを{r2[せっしゅ]}摂取{/r2}する。
Zant_Preview	{color[00ff9dff]}{r2[せっそくけいたい]}節足形態{/r2}：レッド・レリック・アント{color[000000ff]}\n{r2[こうよう]}広葉{/r2}{r2[じゅ]}樹{/r2}の{r2[は]}葉{/r2}を{r2[この]}好{/r2}む{r2[せっそくどうぶつ]}節足動物{/r2}。{r2[どうたい]}胴体{/r2}の{r2[うし]}後{/r2}ろの{r2[はさみ]}鋏{/r2}で{r2[は]}葉{/r2}を{r2[はさ]}挟{/r2}んで、\n{r2[いちれつ]}一列{/r2}になって{r2[はこ]}運{/r2}ぶ。{r2[えんきょり]}遠距離{/r2}でも{r2[きそう]}帰巣{/r2}{r2[でき]}出来{/r2}るセンサーを{r2[も]}持{/r2}つ。
Dragonfly_Title	シックルフライ
