MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
Horde_Griever_Preview	{color[00ff9dff]}Alien Morphology: Maul Griever\n{color[000000ff]}Griever variant adapted to the caverns of the Great Mines. Strong forearms allow it to dig through bedrock at high speed.\n\n\nIt compensates for its impaired vision with enhanced hearing and reacts primarily to sound. It is capable of producing numerous offspring and will rely on strength in numbers to attack in waves.
Horde_Griever_Brute_Title	Maul Griever Brute
Horde_Griever_Brute_Description	Maul Griever Brutes are a unique variant resulting from an influx of Green Energy during egg incubation.\n\nBrutes are much larger than a normal Maul Griever, with arms being approximately ten times stronger. Leg strength is also improved, accommodating swift movement despite the Brute's bulk. While their attack behavior is fundamentally identical to other Grievers, enhanced strength makes Brutes especially dangerous. In addition to poisonous saliva, they can spit a sticky mucus that, upon contact with air, turns into a viscous gel it uses to restrain prey. Formations created by this gel are colloquially referred to as "Griever Gates."
Horde_Griever_Brute_Preview	{color[00ff9dff]}Alien Morphology: Maul Griever Brute\n{color[000000ff]}Unique Griever variant resulting from an influx of Green Energy during the embryonic stages of growth.\n\nThis variant is larger than a normal Maul Griever and is also approximately ten times stronger. It can spit an extremely sticky substance from its mouth, temporarily immobilizing a target if hit.
GM_Flying_Swarm_Title	Winged Lizard
GM_Flying_Swarm_Description	Winged Lizards are reptiles living in the dig\nsites of the Great Mines. They fly using a thin\nmembrane that runs along their body and\nspread their arms to either flap or glide.\n\nThough a form of poikilotherm, their low body\ntemperature encourages them to avoid the\ndirect sunlight of Sol Valley. Instead, they\nprefer the shadows and stable temperatures\nof the mines and the insect diet found there.\n\nThey are not especially aggressive and\nrarely attack threats unprovoked.
GM_Flying_Swarm_Preview	{color[00ff9dff]}Aerial Morphology: Winged Lizard{color[000000ff]}\nReptile variant that flies using a skin membrane. They hate direct sunlight and prefer to live in the darkness among the pits of the Great Mines.
GM_Metaree_Title	Spin Dartwing
GM_Metaree_Description	A subspecies of the chiroptera Dartwing found in underground spaces such as caves and tunnels. Similar to the Dartwing, they hang upside down while resting by digging their hind claws into the ceiling. This posture allows them to quickly take flight when an intruder nears. While gliding, they adjust the patagia on either side of their body to send themselves into a spin.\n\nUnique to this subspecies is the ability to use air currents created by their spin to increase their speed. However, the added air resistance created by the higher speed means they expend their rotational energy faster, leading to shorter flight distances.
GM_Metaree_Preview	{color[00ff9dff]}Aerial Morphology: Spin Dartwing\n{color[000000ff]}A variant of the Dartwing. Uses the skin between its limbs in a similar manner to the Dartwing, though it also rotates to increase its speed.
GM_Flying_Shooter_Title	Cave Shren
GM_Flying_Shooter_Description	Cave Shren are, as the name implies, a Shren variant found in underground caves. When detecting danger near their nest, they hover in position and spit poisonous saliva. If fatally injured by an intruder, an active hormone is secreted by the nervous system, triggering the sympathetic nerves and putting them in an excited state. This causes them to attempt to ram into the threat. If successful, the impact causes their bodies to burst.
GM_Flying_Shooter_Preview	{color[00ff9dff]}Insect Morphology: Cave Shren\n{color[000000ff]}An even more vicious Shren variant, these prefer to nest in groups on cave walls. They can spit venom from their mouth and will charge directly at threats.
GM_Flying_Shooter_Hive_Preview	Organic Morphology: Cave Shren Hive\nThis hive has been formed from a mixture of chewed up plants and ores mixed with the saliva of Cave Shren. It is both flammable and fragile.
GM_Swarm_Title	Cave Roach
GM_Swarm_Description	Cave Roaches are arthropods often found living in groups in the humid caves of Viewros and are known for the beautiful shine of their shells.\n\nThough they are omnivorous, they do not prey on living creatures, instead scavenging animal carcasses and other decaying matter.\n\nThey are very resilient, surviving for long periods on little food. When a group numbers around ten, it becomes difficult for them to secure enough sustenance. This triggers several to band together and leave to form a separate group.
GM_Swarm_Preview	{color[00ff9dff]}Arthropod Morphology: Cave Roach\n{color[000000ff]}This arthropod prefers to live in groups, primarily in humid caves. It is omnivorous and feeds primarily on plants, though it can digest animal carcasses.
Pop_Crawler_Title	Pop Crawler
Pop_Crawler_Description	Pop Crawlers are small crustaceans that inhabit the Great Mines. Normally docile and resting just beneath the ground, they will quickly move near the surface if they sense an intruder entering their territory. They then slap the ground with their telson to leap into the air, rising to a height of three meters. At the top of their arc they will launch a solid, thorny object from their mouth at the threat.\n\nBecause their body fluids glow, light can be seen behind the thinner areas of their exoskeleton. The object launched by Pop Crawlers also contains these fluids and glows similarly.
Pop_Crawler_Preview	{color[00ff9dff]}Crustacean Morphology: Pop Crawler\n{color[000000ff]}Uses its long, slender body to leap up and attack prey by spitting a hazardous, thorny, solid object.
Shriekbug_Title	Metareetta
Shriekbug_Description	Metareettas are a type of arthropod found in the Great Mines. They feed on various kinds of minerals by breaking off pieces and melting them with highly acidic digestive fluids, allowing them to extract magnesium, iron, zinc, and other nutrients.\n\nTheir two antennae are comb shaped with a large surface area and are able to detect radiation. This allows them to accurately find distant minerals upon which to feed.\n\nMetareettas are slow moving and do not show a fear response to threats. Combined with their mineral-rich diet, this makes them common prey for Maul Grievers.
Shriekbug_Preview	{color[00ff9dff]}Arthropod Morphology: Metareetta{color[000000ff]}\nFeeds primarily on rock ore, which it dissolves using highly acidic digestive juices. It uses its four pairs of legs to climb rock walls.
Crystal_Crawler_Title	Crystal Crawler
Crystal_Crawler_Description	Crystal Crawlers are a unique subspecies\nof beetle that feeds on the rare Deborah\ncrystals found in the Great Mines.\n\nUsing six fangs arranged around a circular\nmouth on their abdomen, they scrape and pull\nin crystal material to be digested. The fangs\nare also used for attaching the body while\nclimbing. Their outer shells are made from\nhardened Deborah crystal waste, which\nmakes them impervious to firearms.\n\nThe top of a Crystal Crawler's shell features\ncrystalline protrusions that absorb certain\nenergy waves. Using Psychic Energy to\nattach to these protrusions enables their\nuse as an anchor for swinging.\n\nCrystal Crawlers are highly vigilant. When\ntheir outer shell is disturbed, they will dig\ntheir fangs into the surface they are on\nand keep this defensive posture until the\ndisturbance has ended.
Crystal_Crawler_Preview	{color[00ff9dff]}Insect Morphology: Crystal Crawler\n{color[000000ff]}A beetle that feeds primarily on Deborah crystals by\nscraping them with six abdominal fangs. Clings to rock\nwalls. It stops in place if its dorsal area is irritated.
Venom_Weed_Title	Snare Weed
Venom_Weed_Description	Snare Weeds are invertebrates that live clustered in groups in the caves of the Great Mines. The bioluminescent bacteria on their heads is used to attract small animals, at which time Snare Weeds will generate an electric current over their body, shocking and paralyzing the creatures. Once immobilized, the group will wrap around, digest, and absorb their prey. The mucus membrane that forms their outer skin is flammable and easily ignited. Because the nerves in their skin are not equipped to feel pain, they are unaware of the fire and remain upright even while burning.
Venom_Weed_Preview	{color[00ff9dff]}Mollusk Morphology: Snare Weed\n{color[000000ff]}Lives on the floors of narrow cave passages. They will electrocute creatures on contact using the tips of their feelers, trapping them. Highly flammable.
GM_Spore_Launcher_Title	Goura Ghaspore
GM_Spore_Launcher_Description	Goura Ghaspore are a cave-dwelling variant\nof the Ghaspore.\n\nTheir shell skin and rhizome are much harder\nthan that of other Ghaspore variants. These\ncannot be penetrated by firearms or be\nruptured by the "sonic boom" weapons\nused by VUE-995.\n\nAs with other variants, they float their\nsporangium in the air, which explode on\ncontact to spread their spores. However,\nthe Goura Ghaspore's spores become\nextremely corrosive upon contact with air,\nlimiting this spread. The corrosive effect is\nso powerful that even the internal structure\nof the Goura Ghaspore itself is affected,\nmeaning if one is exposed to its own spore,\nit will be destroyed.
GM_Spore_Launcher_Preview	{color[00ff9dff]}Fungi Morphology: Goura Ghaspore\n{color[000000ff]}Ghaspore variant often found in caves. Both its outer shell and innards are extremely hard. However, it is vulnerable to its own acidic spores.
GM_Spore_Launcher_Spore_Preview	Float Morphology: Goura Ghaspore's Sporangium\nAcidic sporangium that contains a lightweight gas, allowing it to float toward a detected target. It will change direction if affected by a strong impact.
Horde_Griever_Bomber_Preview	{color[00ff9dff]}Alien Morphology: Griever Bomber{color[000000ff]}\nWhen mixed with its venom, a Maul Griever's corrosive blood becomes explosive bodily fluid.{[0004]}The noise from an exploding Griever Bomber will draw other Grievers to its location. However, dispatching them while they are frozen can mitigate the sound.
Preload\MPR4\PreloadMP4.pak\Creatures_IceBelt.MSBT
Karatos_Title	Keratos
Karatos_Description	Keratos is a giant cingulata-like creature—double Samus's height—inhabiting Ice Belt.\n\nIts body is covered in a hard outer shell that resembles the peak of an iceberg and is impervious to firearms. Behind the shell segment on its head are sensory organs and a mouth. This shell segment opens when it wants to identify prey, at which point it will spit icy boulders.\n\nIf the sensory organs behind the shell are significantly harmed, Keratos is known to enter an agitated state. It will curl into a ball, spin, and launch itself at its attacker. Fusion with a Metroid has also altered its body, completely exposing its abdominal core.\n\nUnique hybridization means Keratos is a one-of-a-kind mutant being. It was highly intelligent and could communicate its will to Lamorn priests. Sadly, Metroid fusion has irreversibly altered its consciousness and body composition.
Karatos_Preview	{color[00ff9dff]}Crustacean Morphology: Keratos\n{color[000000ff]}A giant cingulata-like organism covered in a hard shell. Only lives in extremely frigid areas and is capable of creating ice from air moisture.\n\n\nIt possesses sensory organs below the carapace on its head and opens its shell to identify enemies or attack with its mouth. Metroid fusion has altered its body composition, leaving its core completely exposed.
Flatshoe_Beetle_Title	Snow Roach
Flatshoe_Beetle_Description	Snow Roaches are omnivorous arthropods found indoors or underground in cold climates. They form large groups and upon finding food will secrete a pheromone that draws more of their kind.\n\nThe shell on their back is bioluminescent, creating a beacon for them to gather around in dark places. Their body fluids contain antifreeze proteins, fortifying them against low temperatures. They also have a high intracorporeal pressure, which raises their body temperature but causes them to burst at the slightest impact.
Flatshoe_Beetle_Preview	{color[00ff9dff]}Arthropod Morphology: Snow Roach{color[000000ff]}\nA creature with a flat, soft carapace. Able to live in cold environments due to its high body temperature, though its volatile body will explode on contact.
Frostburn_Griever_Title	Frostburn Griever
Frostburn_Griever_Description	Frostburn Grievers are those that have been revived from cryopreservation. Prolonged submersion in preservation liquid has leeched all pigmentation from their skin, resulting in a pale gray appearance. Physical adaptations have also occurred, increasing resilience to extreme cold yet weakening them against high heat.\n\nTheir high aggression and agility are retained from before cryopreservation, spurring them to track and attack prey in every corner of the facility.\n\nPerhaps owing to their near-simultaneous awakening, these Grievers frequently move in groups, though no individual appears to be leading them.
Frostburn_Griever_Preview	{color[00ff9dff]}Alien Morphology: Frostburn Griever\n{color[000000ff]}Griever variant awakened from cryopreservation. The\npreservation liquid used has resulted in a loss of\npigmentation, though their aggressive nature remains.
Snow_Wolf_Title	Snow Wolf
Snow_Wolf_Description	The Snow Wolf is a quadrupedal creature\nnative to the frigid Ice Belt. Carnivorous\nhunters, they patrol their territory in packs\nof several dozen. Upon finding prey, they will\nsurround it to prevent escape, whereupon\ngroups of especially ferocious young males\nwill take turns attacking, one after another.\n\nOnce their prey has fallen, they typically\nfeast in a hierarchal order starting with the\nalpha, with a portion reserved for pregnant\nfemales and the pack's youngest members.\nHigh metabolism enables their bodies to\ngenerate heat very efficiently, enabling long\ntreks across their territory. Unfortunately,\nthis means they struggle to adapt to hot\nenvironments and will succumb quickly\nif confronted with high-heat weaponry.
Snow_Wolf_Preview	{color[00ff9dff]}Canis Morphology: Snow Wolf\n{color[000000ff]}Carnivorous quadruped living in the frigid regions of\nIce Belt. A pack hunter that surrounds its prey, its cold\nnatural habitat makes it ill-suited to warm climates.
Ice_Crawler_Title	Ice Crawler
Ice_Crawler_Description	Ice Crawlers are land-dwelling crustaceans\nfound in several areas of Ice Belt. They are\nwell adapted to the frigid climate and can\nnaturally prevent their cells and fluids from\nfreezing using chemicals such as glucose.\nThough they are covered in spines, the shell\nbeneath is not very durable and can be\npenetrated by standard firearms. Ice\nCrawlers do not actively hunt and instead\nfeed on bugs and small animals that happen\nto collide with their spines. Because of this\npassive approach to predation, they move\nconstantly, albeit within a limited area.\n\nCountless sharp spines on their legs provide\ntraction, allowing them to attach themselves\nto bedrock and move along ice walls.
Ice_Crawler_Preview	{color[00ff9dff]}Crustacean Morphology: Ice Crawler\n{color[000000ff]}Well adapted to freezing temperatures. It remains active even in low temperatures and possesses a relatively soft carapace covered in sharp thorns.
Ice_Barbwing_Title	Dartwing
Ice_Barbwing_Description	The Dartwing is a chiroptera variant adapted to freezing climates.\n\nThe claws at the tips of their feet are used to dig into protrusions or grade differences, enabling them to hang upside down to rest. To reduce the energy expense of bodily thermoregulation, they live in caves or abandoned buildings where fewer variances in temperature and humidity are likely to occur. They are nocturnal and have poor vision and instead use hearing to perceive their surroundings.\n\nIf they detect the sound of an intruder in their territory, they will attempt to glide down and crash into the invader using their evolved patagium. Once in flight, their trajectory will take them to the location of the original sound, meaning if their target moves quickly enough, Dartwings will instead collide with walls or other objects and perish.
Ice_Barbwing_Preview	{color[00ff9dff]}Aerial Morphology: Dartwing\n{color[000000ff]}Bat variant with evolved arm and leg patagia, this creature will suspend its hind legs, then glide through the air to attack its prey.
Ice_Bat_Swarm_Title	Blue Krauk
Ice_Bat_Swarm_Description	The Blue Krauk is a chiroptera variant adapted to frigid climates. By flapping the wing-like membrane formed by their front legs as they glide, they are able to fly freely.\n\nTo conserve stamina, they undulate their bodies to reduce air resistance, which allows them to fly for longer periods of time.\n\nTheir legs have degenerated, meaning they are unable to land or stand up. Once they take flight, they will continue to fly for as long as they are able, even sleeping while in flight by resting half of their brain at a time.\n\nThey habitually form groups of around twenty, including a leader who heads the group and directs the others by making sounds from their antennae. They rely entirely on these sound waves, and should an obstacle suddenly appear in their path—and if the leader fails to make large enough movements to instruct the others to avoid it—they will simply collide with that obstacle.
Ice_Bat_Swarm_Preview	{color[00ff9dff]}Aerial Morphology: Blue Krauk{color[000000ff]}\nChiroptera variant that flies using their patagium wings. The leader guides their colony by emitting sound waves from their antennae.
Preload\MPR4\PreloadMP4.pak\Creatures_SolValley.MSBT
Sand_Griever_Title	Sand Griever
Sand_Griever_Description	Sand Grievers are Grievers adapted to the arid environment of Sol Valley.\n\nTo conserve stamina and moisture, they will bury themselves in the sand and lie in wait for prey. When they sense the sound of a potential target moving on the sand, they leap out in ambush. Like other forms of Grievers, they are very nimble and attack with claws or by spitting venom.\n\nThey rarely attack alone and prefer to move in groups. Each group will have several territories that they will rotate at irregular intervals. Should a powerful threat appear, all groups may form into one, and cooperate to eliminate the antagonist.
SV_SandGriever_GE0	{color[00ff9dff]}Alien Morphology: Sand Griever{color[000000ff]}\nGriever variant adapted to Sol Valley's desert climate. Like other Griever types, it is extremely agile and highly aggressive.
SV_SandGriever_GE1	{color[00ff9dff]}Alien Morphology: Sand Griever{color[000000ff]}\nEnlarged Sand Griever, altered due to rapid cell proliferation triggered by a Green Energy shower.
SV_SandGriever_GE2	{color[00ff9dff]}Alien Morphology: Sand Griever{color[000000ff]}\nSand Griever exposed to a second Green Energy shower, further accelerating its growth. Arm strength and vitality have also been enhanced.
SV_RootLasher_GE2_Preview	{color[00ff9dff]}Plant Morphology: Neo Rootspur{color[000000ff]}\nRootspur variant transformed and strengthened by \nGreen Energy permeating the sand's surface into the\nwater underground.
SV_Gullbat_Title	Gullbat
SV_Gullbat_Description	Gullbats are a type of featherless bird. Aside from their primary set of wings, they have smaller secondary wings that serve as ailerons, as well as a long tail used for altitude control.\n\nThey are herbivores who primarily feed on moisture-rich succulents, storing the water in their body in order to survive the arid Sol Valley climate. Naturally curious, they can often be seen flying at low altitudes as they track objects of interest.
SV_Gullbat_GE0_Preview	{color[00ff9dff]}Winged Morphology: Gullbat{color[000000ff]}\nBird variant adapted to the arid climate of Sol Valley. Naturally curious, they will instinctively track objects of interest.
SV_Gullbat_GE1_Preview	{color[00ff9dff]}Winged Morphology: Gullbat{color[000000ff]}\nMetabolism stimulated and stamina increased as a result of a Green Energy shower. They are known to launch counterattacks in response to aggression.
SV_Gullbat_GE2_Preview	{color[00ff9dff]}Winged Morphology: Gullbat{color[000000ff]}\nIts biology has been strengthened by many Green Energy showers. It is extremely aggressive toward other creatures.
SV_Varmis_Title	Varmis
SV_Varmis_Description	A large crustacean that can move through\nsand as if swimming. Extremely hard scales\ncover its back, which are strong enough to\nrepel any firearm. It has been significantly\naffected by Green Energy showers, which\nhave caused it to grow ever larger thanks\nto its constitution. To move, it inhales vast\namounts of air and expels it from a hole in\nits abdomen, propelling its unique body as it\nwriggles through the sand. Its diet consists\nof creatures it inhales as it moves.\n\nThe tip of its tail lacks scales, making it\nvulnerable. Attacking this area will cause it\nto briefly slow down, while forceful physical\nimpacts will result in significant damage.\nEnough damage to this section of the tail will\ncause it to rupture, leading to its death.
SV_Varmis_GE0	{color[00ff9dff]}Crustacean Morphology: Varmis{color[000000ff]}\nA crustacean variant living in Sol Valley. It travels\nby diving into and swimming through the sand.
SV_Varmis_GE1	{color[00ff9dff]}Crustacean Morphology: Varmis{color[000000ff]}\nA crustacean variant that swims through sand,\nenlarged by a Green Energy shower. Upon sensing\ndanger, it will dive into the sand and hide.
SV_Varmis_GE2	{color[00ff9dff]}Crustacean Morphology: Varmis{color[000000ff]}\nA crustacean variant that swims through sand, made\ngiant by the second Green Energy shower. The tip of\nits tail can be destroyed by physical impacts, killing it.
SV_Aeronaut_Title	Aeronaut
SV_Aeronaut_Description	The Aeronaut is an anti-Sand Griever battle mechanoid designed by surviving Lamorn technicians following "The Great Tragedy." Its large antigravity engine and seven attitude-control wings allow for exceptional aerial maneuvering. When its hull-mounted camera identifies a Griever, it begins a continual bombardment of the area using delayed-action energy bombs. However, the Lamorn detested using aggressive attacks on Grievers and so avoided deploying the Aeronaut in battle.
SV_Aeronaut_Preview	{color[00ff9dff]}Mechanoid: Aeronaut{color[000000ff]}\nA prototype anti-Griever weapon developed by the Lamorn after "The Great Tragedy." They were never deployed in battle.
SV_Marauder_Title	Marauder
SV_Marauder_Description	The Marauder is an anti-Sand Griever battle mechanoid designed by surviving Lamorn technicians following "The Great Tragedy." Its core is surrounded by twelve parts, and it spins the outer six at high velocity to move around Sol Valley like a self-propelled tire. Fully autonomous, when the sound of a Griever is detected, rapid-fire energy shots will launch from its core. Because the Lamorn detested using aggressive attacks on Grievers, they avoided deploying the Marauder in battle.
SV_Marauder_Preview	{color[00ff9dff]}Mechanoid: Marauder{color[000000ff]}\nA prototype anti-Griever weapon developed by the Lamorn after "The Great Tragedy." They were never deployed in battle.
SV_Ambient_Bird_Title	Polaleisoarala
SV_Ambient_Bird_Description	Polaleisoarala are birds commonly found dancing in the skies above Sol Valley. They form flocks of up to several dozen and prey upon insects during flight.\n\nTheir bodies are featherless and instead feature a thin membrane containing a vibrant red pigment that turns light into energy, meaning that as long as there is sunlight, they only ever need to stop for water. They will instinctively soar high into the sky in order to sunbathe. Their heads feature left and right protrusions, with eyes seated at either tip, ultimately giving them a full 360° view of their surroundings.
SV_Ambient_Bird_Preview	{color[00ff9dff]}Winged Morphology: Polaleisoarala{color[000000ff]}\nA bird variant with a hammer-like head shape, with protrusions to either side. They are featherless and have wings made of a thin skin membrane.
SV_Web_Crawler_Title	Web Crawler
SV_Web_Crawler_Description	Web Crawlers are arthropods who prefer to live in the underground areas of Sol Valley where light cannot reach. They create nests using a protein-based thread produced in the spinneret on their abdomen, which is then released from their telson. This thread is very effective at distributing impact and cannot be broken even using powerful firearms. However, it is very flammable, burning up instantly if lit on fire. The Lamorn developed tools such as wire using this\nthread, yet they were unable to change its flammable nature, dooming further research.
SV_Web_Crawler_Preview	{color[00ff9dff]}Arthropod Morphology: Web Crawler{color[000000ff]}\nArthropod variant found in the underground shrines of Sol Valley. They possess a spinneret on their abdomen and produce thread from their telson when nesting.
SV_ShrineCrawler_Title	Sand Crawler
SV_ShrineCrawler_Description	The Sand Crawler is a land crustacean adapted to the deserts of Sol Valley.\n\nExcept for its abdomen, its body is covered in a sharp, thorny shell. This shell is not very durable, however, and is easily penetrated by standard firearms. They live in groups, building nests by digging holes into rock walls. They adhere themselves to rock surfaces and live on a diet consisting primarily of insects and microbes, though they will also feed on animal carcasses and plants if the opportunity presents itself.\n\nTo preserve moisture, they generally avoid discharging waste and expend as little energy as possible when moving.
SV_ShrineCrawler_Preview	{color[00ff9dff]}Crustacean Morphology: Sand Crawler{color[000000ff]}\nTerrestrial crustacean variant similar to the Ice Crawler but adapted to arid climates. It excavates tunnels in the Sol Valley bedrock to form nests.
SV_SandWasp_Title	Sand Shren
SV_SandWasp_Description	Sand Shren are a variant of the Shren family adapted to the arid climate of Sol Valley. Like other Shren, they emerge from their nest when a threat draws near, hover, then attack by charging.\n\nDue to the scarcity of water, their jaw shape evolved into a sharp, thick needle for piercing the hides of prey and drinking their body fluids. It is this needle they use to stab at threats when the Sand Shren charges. Their hind legs and wings have also evolved to have sharper shapes, further increasing the danger they pose.
SV_SandWasp_GE0	{color[00ff9dff]}Insect Morphology: Sand Shren{color[000000ff]}\nInsect relative of the Shren family, native to Sol Valley. Attacks threats using a sharp, thick needle protruding from its mouth.
SV_SandWasp_GE1	{color[00ff9dff]}Insect Morphology: Sand Shren{color[000000ff]}\nGreen Energy showers have strengthened this variant and altered its body markings, giving them a prominent green coloration.
SV_SandWasp_GE2	{color[00ff9dff]}Insect Morphology: Sand Shren{color[000000ff]}\nA variant further altered by Green Energy showers.\nIts attacks have become much stronger, including the\npower of its charge.
SV_SandWasp_Hive	Organic Morphology: Sand Shren Hive\nNest opening formed from tree fiber and sand, mixed with Shren saliva. Vulnerable to explosive impacts.
Preload\MPR4\PreloadMP4.pak\Creatures_VoltForge.MSBT
VF_Boss_Title	Xelios
VF_Boss_Description	Xelios is an artificial intelligence installed to a computer created using organic cells. It was tasked with administration over Volt Forge's vehicle manufacture operation. \n\nIt continued to follow its instructions through and beyond the extinction of the Lamorn, with factory output persisting until its encounter with a Metroid. Fusion with the Metroid prevented Xelios from making decisions, causing its instructions to be forgotten before it modified itself into a battle AI. It has devised several attack methods, including beam attacks using converted electricity and explosive nets that prevent enemy movement.\n\nIt moves using gravity control, which also enables it to defend its core by forming a wall of metal panels.
VF_Boss_Preview	{color[00ff9dff]}Organic Artificial Intelligence Morphology: Xelios{color[000000ff]}\nDeveloped by Lamorn to manage Volt Forge's factory and installed to an organic computer. Fusion with a Metroid has made it uncontrollable.
VF_Miniboss_SPD01_Preview	Scans detect an electrical-shock arm cannon. Further analysis blocked by a powerful Psychic jammer. 
VF_Miniboss_SPD01_SpinMode	Scans indicate the target is generating a shield by spinning at high velocity. Physical contact is dangerous, but the spin may be disrupted by inflicting concussive damage to the base of the target.
VF_Miniboss_SPD03_Preview	Scans detect an electrical-shock arm cannon. Further analysis blocked by a powerful Psychic jammer. 
VF_Vermin_Title	Denzard
VF_Vermin_Description	Denzards are one-eyed arthropods with thin shells and a pair of forelegs they use for dragging their body.\n\nThe internal organs of a Denzard will not function without an electrical charge. Such a charge can be absorbed from their surroundings, however, which makes them well-adapted to life-averse environments such as Volt Forge, where even plants struggle to survive due to the constant harsh weather blocking all sunlight. Because Denzard organs circulate electricity, the cells in their eye, teeth, and tail glow.
VF_Vermin_Preview	{color[00ff9dff]}Arthropod Morphology: Denzard{color[000000ff]}\nA very resilient creature capable of living in incredibly harsh climates, such as Volt Forge. Can absorb electrical energy, causing parts of its body to glow.
VF_LightBotSwarm_Title	Mecha Rat
VF_LightBotSwarm_Description	A mechanoid variant with no entry in the\ncatalog of Lamorn-made creatures, Mecha\nRats are assumed to have been created by\nthe factory's Administration AI. Their bodies\nare powered by electricity and composed of\nthe same materials as a Vi-O-La. Being\nsmaller and lighter than Maintenance Tanks\nallows them to reach anywhere in the\nfacility, while cameras in their eyes capture\nvideo for the Administration AI to collect,\nview, and analyze.
VF_LightBotSwarm_Preview	Mechanoid variant. No entry found in the catalog of\nLamorn-made creatures. Analysis implies it was\nproduced by a powerful AI. Designation information\nis engraved on it, deciphered as "{color[00ff9dff]}Mecha Rat{color[000000ff]}."
VF_ActivatableMaintenanceTank_Preview	{color[00ff9dff]}Maintenance Tank{color[000000ff]} system currently in startup sequence. Battery charge at 70%. Once startup completes, it will begin autonomous work.
VF_Holo_Aeronaut_Preview	Vi-O-La Test Hologram: Aeronaut\nA simulation of an Aeronaut, programmed to mimic its behaviors. The hologram can be projected only on the test circuit.
VF_Holo_Marauder_Preview	Vi-O-La Test Hologram: Marauder\nA simulation of a Marauder, programmed to mimic its behaviors. The hologram can be projected only on the test circuit.
Preload\MPR4\PreloadMP4.pak\Credits.MSBT
CreditsEntry_0	RETRO STUDIOS
CreditsEntry_1	{size[9600]}{color[654ee1ff]}Design Department{color[000000ff]}{size[6400]}
CreditsEntry_2	{color[654ee1ff]}Design Director{color[000000ff]}  {[0105]}  Bill Vandervoort
CreditsEntry_3	{color[654ee1ff]}Principal Designer{color[000000ff]}  {[0105]}  Stephen Dupree
CreditsEntry_4	{color[654ee1ff]}Environment Designers{color[000000ff]}
CreditsEntry_5	Jay Fuller  •  Jonathan DeLange  •  Nestor Anthony Hernandez\nScott Hafner  •  Mark Capers
CreditsEntry_6	{color[654ee1ff]}System Designers{color[000000ff]}
CreditsEntry_7	Brandon Strong  •  Shawn Wingler   •  Saam Pahlavan\nRichard Hakem Terrell  •  Maxwell Burgess
CreditsEntry_8	{color[654ee1ff]}Technical Designers{color[000000ff]}
CreditsEntry_9	Russell O'Henly  •  Patrick Krefting  •  Ethan Smith  •  Matthew Langer
CreditsEntry_10	{color[654ee1ff]}Contract Technical Designers{color[000000ff]}
CreditsEntry_11	Adam Hayes  •  Alex Gold  •  Chesalon Taylor Jr.  •  Rusty Moyher\nRyan Dunagan  •  Wayland Fong
CreditsEntry_12	{color[654ee1ff]}{size[9600]}Art Department{size[6400]}{color[000000ff]}
CreditsEntry_13	{color[654ee1ff]}Senior Art Director{color[000000ff]}  {[0105]}  Jhony Ljungstedt
CreditsEntry_14	{color[654ee1ff]}Associate Art Director{color[000000ff]}  {[0105]}  Chris Hahn
CreditsEntry_15	{size[7d00]}{color[654ee1ff]}Concept Art{color[000000ff]}{size[6400]}
CreditsEntry_16	{color[654ee1ff]}Contract Concept Art Lead{color[000000ff]}  {[0105]}  Bryce Homick
CreditsEntry_17	{color[654ee1ff]}Concept Artists{color[000000ff]}
CreditsEntry_18	Shawn Melchor  •  Enrique Rivera
CreditsEntry_19	{color[654ee1ff]}Contract Senior Concept Artists{color[000000ff]}
CreditsEntry_20	Steve Burg  •  Vincenzo Barkasy
CreditsEntry_21	{color[654ee1ff]}Contract Concept Artists{color[000000ff]}
CreditsEntry_22	Anthony Sixto  •  Marcus Dublin  •  Mehmet Doruk Erdem  •  Ronan Le Fur\nFrancois Leroy  •  Sathish Kumar  •  Ricky Ho  •  Patryk Olkiewicz  •  Cheng Hang Liu\nGabe McAlpine  •  Giovanni Lazarri  •  Wadim Kashin  •  Aleksey Pollack\nPablo Dominguez Aguilar  •  Luis Carrasco  •  Marat Zakirov  •  Mark Kolobaev\nFinnian MacManus  •  Roger Lee  •  Jorge Barrero  •  Kevin Decatoire\nCarlos Nunez de Castro Torres  •  Stephan Martiniere  •  Andrew Faithfull\nNivanh Chanthara  •  Adam Burn  •  Elijah McNeal  •  Stephen Zavala\nCarlos Huante  •  Alex Polgar  •  Oleksandr Plekhanov 
CreditsEntry_23	{size[7d00]}{color[654ee1ff]}Animation{color[000000ff]}{size[6400]}
CreditsEntry_24	{color[654ee1ff]}Senior Lead Animator{color[000000ff]}  {[0105]}  Mookie (Mordechai) Weisbrod
CreditsEntry_25	{color[654ee1ff]}Animators{color[000000ff]}
CreditsEntry_26	Dax Pallotta  •  Stephen Zafros  •  Raphael Perkins  •  Rick Blankenship\nFrancisco "Kiko" Buyo  •  Kyle Ruegg  •  Steven M. Ray
CreditsEntry_27	{color[654ee1ff]}Contract Animators{color[000000ff]}
CreditsEntry_28	Ian Connell  •  Brian Kowalczyk  •  Ricardo San Emeterio Jr.  •  Matthew Tovar\nCharlie Victoria  •  Israel Woolfolk
CreditsEntry_29	{size[7d00]}{color[654ee1ff]}Character Art{color[000000ff]}{size[6400]}
