MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
AUTO_DIALOGUE_54f68e18-3014-4ae7-abe2-19b48815e613	你好像找到什麼有趣的東西了呢。
AUTO_DIALOGUE_720ea09c-14dd-4a81-a79a-876d2f9d743f	我想看一看，\n你能帶來據點嗎？
AUTO_DIALOGUE_e3b20856-ee4c-4fb2-a165-23f1ee6817ba	如果不能使用熾炎熔池的橋，\n就只能想別的方法穿越熔岩湖了。
AUTO_DIALOGUE_522247b4-38a7-4513-9573-5467bc472e0a	話說回來……我看到你的日誌嚇了一跳。\n沒想到格利佛竟然就是拉蒙……
AUTO_DIALOGUE_362f515f-d6a0-4868-b432-c9b8f3f6d273	要想新增薇奧拉的功能……
AUTO_DIALOGUE_3e779bd4-9713-4133-a5f7-fe3c53c3b40a	不妨到鍛雷之地看看？
AUTO_DIALOGUE_2f622ecc-4ace-4cfd-b9ae-0c90e34154c8	只要升級薇奧拉套裝，\n就能為薇奧拉新增功能。
AUTO_DIALOGUE_905abe45-39c2-44f9-b943-69780e27cc54	既然集齊了薇奧拉IC和冰凍射擊，\n要不要再去一次熾炎熔池？
AUTO_DIALOGUE_f1deab7e-b824-4e2d-9df6-8de81ec08de8	升級薇奧拉套裝後，\n薇奧拉的功能好像也產生了變化。
AUTO_DIALOGUE_d2812416-b88d-4bac-8e95-a700146922ea	你現在或許能夠橫渡熔岩湖了。\n不妨到熾炎熔池看看？
AUTO_DIALOGUE_bbc135ae-dfca-4694-baf1-f292974520e3	又得到1把傳送站鑰匙了呢。\n恭喜，還剩下1把。
AUTO_DIALOGUE_42596659-9c59-44b3-ab74-621156cf42a0	如果迷失了方向，就看看地圖吧。
AUTO_DIALOGUE_b8a5cbfa-c17c-4795-80be-0d4754e0666e	使用新能力\n探索過鍛雷之地了嗎？
AUTO_DIALOGUE_7f28a03b-f315-481c-a3ee-946f553a0367	去看看或許不錯。
AUTO_DIALOGUE_396b4154-e7cb-4e0d-a9b9-3ee1c2490889	如果獲得了新的能力，\n再去一次去過的地方也是種方法喔。
AUTO_DIALOGUE_4cc3b1c8-6f5f-406e-9873-cb9b969dec33	應該有能用雷電射擊\n解鎖的地方才對。
AUTO_DIALOGUE_da994d15-936a-437c-ba1d-d25307fcadc4	探索已經去過的地方\n或許也不賴。
AUTO_DIALOGUE_a3269b9c-ecb5-42da-ac5e-3fd0c1c91712	大家都動身前往礦山了。\n你去那裡應該能見到他們。
AUTO_DIALOGUE_850a3e77-65fc-4c5a-a225-4ff69cd47eda	對了，\n我也聯絡上VUE了。
AUTO_DIALOGUE_4393b762-1677-44c7-8210-42d101e3dc32	我把礦山的座標傳過去了，\n所以應該正往那裡前進。
AUTO_DIALOGUE_31f11518-53ab-43fb-9a29-36452cca526c	好像在鍛雷之地\n找到拉蒙的新科技了呢。
AUTO_DIALOGUE_13a3b924-1003-4897-bdbd-660099a17b30	冰凍環帶還有\n尚未探索過的地方。
AUTO_DIALOGUE_c1c13cc5-8b3b-4f48-896e-a205b4242fe2	去看看如何？
AUTO_DIALOGUE_f993437d-ec9a-427f-9eeb-728f90994187	大家都往礦山去了，\n你應該能在那裡見到他們。
AUTO_DIALOGUE_e48f9ecc-b8a1-4b51-93ea-06806d067508	好像還不能去礦山喔。
AUTO_DIALOGUE_cb244622-9198-4099-ba8e-acf1c8b72279	終於集齊所有\n傳送站鑰匙了！
AUTO_DIALOGUE_7c92d3c7-894c-4a34-acd8-2bf67e5c193b	再來只要修理好貝齊，\n就能打破時光之塔的防護罩。
AUTO_DIALOGUE_80725c9f-e6a9-4d90-93ac-14760fc5b90d	去尋找不夠的部件\n然後送來我這裡吧。
AUTO_DIALOGUE_5c89c573-e90d-4f92-90f7-05072a12e416	話說回來，\n綠能量水晶已經收集夠了嗎？
AUTO_DIALOGUE_5175952e-5244-4a2c-8048-c38697f38ca1	拿去狂怒叢林的祭壇吧！\n得結出記憶果實才行。
AUTO_DIALOGUE_0ced788d-bece-4fcc-8e92-acb7c8bbcf55	剩下的機甲部件在哪裡呢？
AUTO_DIALOGUE_e9d0992c-f279-4501-aabc-f3081f123259	當你迷失方向時，\n去探索尚未調查過的區域是基本操作。
AUTO_DIALOGUE_77c8a89a-803a-4bbc-b29d-448f7543cd61	熾炎熔池應該有\n尚未探索的區域吧？
AUTO_DIALOGUE_319f560d-d1fb-4123-97ba-c4fa8a25a420	你收集到所有需要的物品了嗎？
AUTO_DIALOGUE_229693c3-8f36-4eef-b930-c1a803ca4a77	既然如此，接下來大家只要\n一起前往時光之塔就行了。
AUTO_DIALOGUE_50ea7802-fe47-4aec-bd6c-64aedd4ec3b4	準備好了，\n就回來據點吧。
AUTO_DIALOGUE_48d4ed9e-47e6-4e6d-9057-c4d43481363b	綠能量水晶收集得順利嗎？
AUTO_DIALOGUE_0ea7a1d5-6508-4bc0-9346-81c4809587d4	我認為機甲部件\n應該散落在整個布洛斯。
AUTO_DIALOGUE_c1c0d00e-d19a-4989-b1de-6269c27f99b8	或許也調查一下\n拉蒙的建築物比較好喔。
AUTO_DIALOGUE_84fc82ed-4b1e-42b6-b75d-b329fc0200ca	不知道能不能利用聯邦的技術\n來解決時光之塔的防護罩呢？
AUTO_DIALOGUE_55a1a36f-4b56-490e-bbfc-2efcb3a2649a	烈陽沙漠有瓦礫掉落，\n你能去找找看有沒有用得上的東西嗎？
AUTO_DIALOGUE_4299cab1-5873-4fff-8d45-103e5c658414	你拿到了很有趣的東西呢。\n說不定可以用他來解決防護罩的問題。
AUTO_DIALOGUE_45b67428-ffe8-433e-a21c-d51da3d52979	說起來，你有從托卡畢下士那裡\n得到什麼有趣的東西嗎？
AUTO_DIALOGUE_bb4937b4-0129-4c8e-9256-940dfc4a6c85	附近似乎有聯邦的殘骸。
AUTO_DIALOGUE_098e4498-9e47-47f5-b1e1-003ca6d4f455	不妨調查一下有沒有機甲部件？
AUTO_DIALOGUE_f823a3d2-dc94-42c9-ada6-f00a37c7a932	收到機甲部件了。\n只要湊齊所有部件，就能修好貝齊。
AUTO_DIALOGUE_b3c0a3d0-de2b-4c4d-bf8f-ddd904ad843d	有找到的話再送來給我吧。\n還剩下5個。
AUTO_DIALOGUE_aae66b71-c771-4c2f-b392-b39bb6e7f53f	這附近有機甲部件喔。
AUTO_DIALOGUE_7a3352ea-3f2d-4003-b47e-dda34808cbbc	這附近有聯邦軍的殘骸。\n不妨調查一下？
AUTO_DIALOGUE_77e79ec2-1675-47d9-99a9-06b097d90ae3	被吞掉的運輸容器裡\n應該裝有很重要的東西。
AUTO_DIALOGUE_667524d8-2bce-4701-9709-be76709dcc54	快追上去討回來吧。
AUTO_DIALOGUE_8e74b316-fd7f-437d-b17e-d9f7fe949e4f	被吞掉的運輸容器裡\n裝有機甲部件對不對！？
AUTO_DIALOGUE_d66e2eba-64e8-465d-b5dd-4791e29cb544	機甲部件肯定還在\n那頭巨大生物的肚子裡。
AUTO_DIALOGUE_09e07bc8-d666-4444-b406-d321e5dc2544	運輸容器肯定還在\n那頭巨大生物的肚子裡。
AUTO_DIALOGUE_9e838d83-24b8-4067-8e19-cb21e59c5992	去調查一下吧。
AUTO_DIALOGUE_e3f28169-4561-4bfd-9df9-64f48e58fc3d	烈陽沙漠中出現了沙柱。
AUTO_DIALOGUE_79252e32-6513-4ac2-b111-a823d9b1c0b2	是那個吞掉運輸容器的傢伙嗎？
AUTO_DIALOGUE_6618b1f3-3fec-44b2-ae6c-1bbb11404367	要進去他嘴裡找找看嗎？
AUTO_DIALOGUE_049e5772-f391-4fd0-8521-276c2fadb461	我偵測到奇怪的反應。
AUTO_DIALOGUE_1e2fb4f2-9e6d-4faa-96dc-82406278dc5e	運輸容器還在你打倒的\n那頭生物的肚子裡。
AUTO_DIALOGUE_7f437463-7566-4422-a775-6a034edd33d1	幹得好，薩姆斯！\n運輸容器沒事吧？
AUTO_DIALOGUE_d505b1e4-edf0-4239-9729-0b9ba61a0cf6	薩姆斯，做得好。\n再來的問題就是要怎麼把他帶回來了。
AUTO_DIALOGUE_90c80313-0b16-451c-860f-113c554589ac	薩姆斯，做得好……說起來，\n你有從托卡畢下士那裡拿到一個很有趣的東西吧？
AUTO_DIALOGUE_51032bff-caa7-4d53-adb4-c2944527bb43	似乎被他逃了……
AUTO_DIALOGUE_2db78c53-4474-4fcf-8477-576527eda976	只能等他再次出現了。
AUTO_DIALOGUE_793a3437-9752-4435-abee-3f492e1f20d2	掃瞄一下收集一些資訊吧。
AUTO_DIALOGUE_02fb9f5b-88e5-4b9f-bd1b-e63b542ca137	運輸容器沒事吧？
AUTO_DIALOGUE_0700bbfe-dba4-43a1-ae99-c00d8da514f3	想修理好貝齊，\n就需要那個部件。
AUTO_DIALOGUE_e0796fa2-91de-4f2f-9fc7-f599622e8a1e	看來你似乎找到了什麼拉蒙製的物品。
AUTO_DIALOGUE_7633c66c-57c3-4432-821d-92c6de1dfc52	薩姆斯，聽得見嗎？
AUTO_DIALOGUE_279e7448-8b29-4eef-9fb1-8ad3796223ee	找出能進入傳送站鑰匙\n所在區域的路徑吧。
AUTO_DIALOGUE_97b87fbb-46f0-4493-800f-dc4e09fc0fb3	變成變形球或許就能通過狹窄的空間。
AUTO_DIALOGUE_f1b059c6-2732-4180-8f7b-4f9e21e63a4f	去找下一把鑰匙吧。\n望望遠處，有沒有看到像特殊地標的東西？{[0004]}或許可以從那裡開始。
AUTO_DIALOGUE_4fa89c93-25e7-49b3-bc19-a93de5363f92	鑰匙所在的區域\n似乎和烈陽沙漠相連。{[0004]}應該能在某處找到通往那個區域的入口？
AUTO_DIALOGUE_07c7281b-0d4e-41e3-a27c-f047fc5fcd51	有其他能進入的區域嗎？\n調查過火山了嗎？
AUTO_DIALOGUE_1aa8970b-d066-42f3-acf2-ab8dac868696	把你在熾炎熔池找到的東西\n帶來據點嘛。
AUTO_DIALOGUE_f90096bf-09a3-43f4-ac82-3f6543f4b5f5	雪山是測試火焰射擊威力的絕佳地點。{[0004]}而且那邊也有鑰匙吧？
AUTO_DIALOGUE_4d8093eb-fbc0-42fb-94c4-b67cc08c2094	所有看起來能用加速球啟動的裝置\n你都試過了嗎？{[0004]}有時候盲點就在你意想不到的地方。{[0004]}比如冰凍環帶的起重機站。
AUTO_DIALOGUE_b5e651e0-5c5e-44b1-b94c-d17b7347d8be	把你在冰凍環帶找到的東西\n帶來據點吧。
AUTO_DIALOGUE_c05c968c-2ac5-4f1f-a49f-a4cf79f8509f	升級套裝後，\n就能新增薇奧拉的功能。{[0004]}那樣一來，能去的地方應該也會變多。{[0004]}不妨去鍛雷之地尋找線索吧？
AUTO_DIALOGUE_419991d7-8dba-47c0-8508-9bd2166c3227	塔2是收納庫啊……\n感覺……不會有升級裝置……
AUTO_DIALOGUE_7365c185-6dae-4c29-ae56-10f2b8a85937	若有辦法抵達熾炎熔池的熔岩湖對岸，\n應該就能找到鑰匙。
AUTO_DIALOGUE_9a5b9a95-bb20-4c54-90b9-fffad238de08	還沒探索完……塔……在哪來著……
AUTO_DIALOGUE_43c2a694-a85c-43dd-94f6-910729650502	鍛雷之地沒有\n能使用念動鉤索的地方嗎？
AUTO_DIALOGUE_9488b960-e35c-4371-9e9d-3e0085c8f054	把你在鍛雷之地找到的東西\n帶來據點吧。
AUTO_DIALOGUE_91106e6d-7b34-4ab5-b154-b2035ed9071f	好像哪裡的設施門上\n有雷電射擊的阻隔器……{[0004]}是冰凍環帶嗎？
AUTO_DIALOGUE_82ab6b85-2b13-48d8-8763-5b1f1ef153e6	感覺我們還沒有探索完\n整個冰凍環帶……
AUTO_DIALOGUE_a03b074c-8ea4-48c5-a59b-ea826d4e6001	最後一把鑰匙似乎在礦山。
AUTO_DIALOGUE_8c6cdfbf-a8c6-43e1-beb1-2a5d584f9dbf	托卡畢下士好像很喜歡沙漠。\n他應該對沙漠挺了解的。{[0004]}如果要找他，\n就循著口琴聲或營火的煙走吧。
AUTO_DIALOGUE_c2783615-9a0e-4c3e-afea-bfe60966258b	把托卡畢下士給你的東西\n帶來據點嘛。
AUTO_DIALOGUE_c158e0ba-ccc4-4dfa-9b06-97fd14bae1a2	機甲部件可能會在\n聯邦基地的殘骸附近。{[0004]}再來就是，不知道烈陽沙漠裡\n會不會有整塊的綠能量水晶？
AUTO_DIALOGUE_73dc2f85-dee3-4be5-a2cd-30d69c936f33	要是能在烈陽沙漠找到大塊的綠能量水晶，\n就能馬上集齊了說。
AUTO_DIALOGUE_8de9925e-0475-4137-94ba-e818eaeb967b	機甲部件可能會在\n聯邦基地的殘骸附近。
AUTO_DIALOGUE_592b6ff6-aa91-4fda-9892-6c597b22e6d4	收集到足夠的綠能量水晶了嗎？{[0004]}差不多該去狂怒叢林的祭壇\n納獻了吧？
AUTO_DIALOGUE_8cb30882-6e43-4491-b4dd-b05d52b69dbc	回狂怒叢林把那些水晶\n納獻到祭壇如何？
AUTO_DIALOGUE_92f6912f-7fce-458e-8f8f-7e211c92921c	要不要找一下聯邦殘骸以外的地方，\n看看有沒有機甲部件掉落？{[0004]}比如往冰凍環帶的入口那附近。
AUTO_DIALOGUE_95431336-a5ba-4903-bf2e-f51828ea7209	去熾炎熔池裡尚未探索過的地方\n尋找機甲部件吧。{[0004]}設施裡面幾乎都探索過了對吧？
AUTO_DIALOGUE_27bfdae4-d908-4991-8fc3-6eef3d44740e	不妨去熾炎熔池那些尚未調查過的區域，\n找找看有沒有機甲部件？
AUTO_DIALOGUE_98978345-7ff0-4128-b4d1-c21b8423ee3c	在烈陽沙漠\n偵測到一台偵查機器人。
AUTO_DIALOGUE_6ab7094c-99ee-445b-8d94-505eed0e8191	在鍛雷之地的入口附近。\n我來更新地圖。
AUTO_DIALOGUE_494ddc6a-9105-4419-87d7-5b9d5031cd70	那個大塊頭一定還會再出現。{[0004]}他應該還在他首次現身的地點附近。
AUTO_DIALOGUE_198b9881-a01d-418b-be78-3cf7c2b79a0d	那個大塊頭\n應該就在沙柱那裡。
AUTO_DIALOGUE_0b4d0749-2343-493f-9a72-e1954eecd1a2	那傢伙動作很快。\n得先讓他的速度慢下來才行。
AUTO_DIALOGUE_54a4f161-a765-4806-89c3-de679b18f33f	薩姆斯你聽得見嗎？運輸容器就在那怪物的肚子裡。\n你能想辦法鑽進去嗎？
AUTO_DIALOGUE_bc0bfa30-698d-4c52-bb23-c9126fcab727	必須打破時光之塔的防護罩。
AUTO_DIALOGUE_34fb6161-615e-4c9e-ad06-4760e5b51919	你能去烈陽沙漠找找看\n有沒有用得上的東西嗎？
AUTO_DIALOGUE_5f00857c-690f-4b17-a218-e9daebb14b26	沙漠裡說不定會有可以幫忙\n運送運輸容器的東西。{[0004]}托卡畢下士應該就在沙漠裡，\n不妨去跟他打聽看看？
AUTO_DIALOGUE_0f9ff4d4-9831-4a8b-ae33-dbcdbf59c749	托卡畢下士應該就在沙漠裡，\n不妨去跟他打聽一下？
AUTO_DIALOGUE_97ff34cc-a5aa-4617-ae56-764cdf994a7f	說不定沙漠裡會有可以用來\n運送運輸容器的東西。
AUTO_DIALOGUE_978db3d4-ce9f-47f7-a3b1-78e8527746c8	回據點讓我看看\n托卡畢下士給你的東西吧。{[0004]}或許能用來搬運\n被怪物吞下的運輸容器。
AUTO_DIALOGUE_920f679e-9049-4e5b-bcb8-85dceacc97b4	對了，你打倒那個大塊頭後，\n有撿回機甲部件嗎？
Preload\MPR4\PreloadMP4.pak\Engineer_Efforts.MSBT
AUTO_DIALOGUE_17bcfc8e-b8d1-478b-8294-337438c63db2	
AUTO_DIALOGUE_0de1f172-78d1-4bf7-87c8-e324d542701a	
AUTO_DIALOGUE_450530fa-5aeb-4577-b546-faf1435613b7	
AUTO_DIALOGUE_a6237978-1598-4b65-bf3f-e8040465d0ea	
AUTO_DIALOGUE_4c098667-8c74-460a-93ea-8396cb01b58b	
AUTO_DIALOGUE_e6d2bc34-3e0d-4db7-8266-876294a0a4fd	
AUTO_DIALOGUE_11af71ec-e559-494b-93ca-25336c3ece68	
Preload\MPR4\PreloadMP4.pak\Engineer_PushToTalk.MSBT
AUTO_DIALOGUE_2c19310a-76bc-4e83-b449-deee41da6f98	貨船內\n有給你的禮物。
AUTO_DIALOGUE_64913dcf-6edb-4c8d-8536-732b1443e71f	好茂密的叢林……\n你有地圖嗎？
AUTO_DIALOGUE_e3880c5b-71a8-4fa6-b270-64cef2b255b1	我跟你一起去你要去的地方。\n帶路吧。
AUTO_DIALOGUE_21af7e9e-d85f-4574-b34d-7d5d8c72af7c	或許可以用爆裂物來開路。\n不妨試試你的新武器？
JESS_ADD_072	這裡有台很炫的裝置。\n要不要研究一下？
AUTO_DIALOGUE_11309be7-c927-4de5-8d38-2c2fedd0bf07	對付難纏的敵人\n可以使用導彈。
AUTO_DIALOGUE_b7a6d3d0-3de6-4e6c-a3ff-45a53b8ee8ff	那邊太高了。\n我們找別條路吧。
AUTO_DIALOGUE_bfd687cc-22f5-4e2e-bd87-9528d15defb6	你如果想知道更多資訊，\n可以掃瞄一下。
AUTO_DIALOGUE_3dd301f8-5117-444b-b24a-981c10a98277	那是什麼？要怎麼用？\n我可以收下嗎？
AUTO_DIALOGUE_8c098b4b-fd3e-48ad-857e-a5f194d6229e	我想問一下，\n你都不會覺得害怕嗎？
AUTO_DIALOGUE_cec0025c-3332-48e5-94b3-8c3129807be2	似乎離目的地很近了。
AUTO_DIALOGUE_42a86e15-d92f-4579-9849-80f2b1d32eea	這寶貝是我的最愛。\n你掃瞄一下，看看他的簡介吧。
AUTO_DIALOGUE_e407b66c-82fe-4428-871c-1e65695fbaec	如果有看到其他感興趣的東西，\n就掃瞄一下，仔細調查看看吧。
AUTO_DIALOGUE_b30fab8d-5bda-4d24-8f8c-1f954ec24f8d	其他房間裡會有什麼呢，\n試著調查看看吧？
AUTO_DIALOGUE_a3488642-2565-432d-99e4-7c942bf206cb	沒辦法從這一側開門的話，\n從另一側不知道可不可行呢？
AUTO_DIALOGUE_2e81d892-aa31-4dc5-ad32-a7501ca87805	我會留在這裡繼續調查。\n你就照自己的想法行動吧。
AUTO_DIALOGUE_7a64fddc-d3b5-4cda-a1b6-4a536ae419ee	還有一扇門被鎖著。\n找到能開鎖的東西了嗎？
JESS_ADD_081	祝你找到鑰匙。\n地圖上有標示出地點。
AUTO_DIALOGUE_955f81bf-c550-46e7-823e-07bdda9564bd	狂怒叢林的守護者似乎因為\n和密特羅德融合而產生了變異。
AUTO_DIALOGUE_27f7e402-02d3-41e2-bec3-8be16a09ac72	星圖上沒有的行星和異世界科技\n對我這種御宅族來說，實在難以抗拒。
AUTO_DIALOGUE_ebc3f847-1941-4ea3-a187-1057b961f2cc	騎乘薇奧拉的感覺如何？\n他的馬力和銀河聯邦的摩托車很不一樣吧？
AUTO_DIALOGUE_62fd74d6-a445-445f-9ff5-655809203519	在布洛斯，隨著地區不同，\n氣候也會有很大的變化。
AUTO_DIALOGUE_04244ab1-6ce7-4e1a-aa41-6304e63d11c6	烈陽沙漠是乾燥的沙漠地帶。
AUTO_DIALOGUE_7fbafd7f-4736-4f6a-b602-1f38709a48a5	我想更了解拉蒙的科技。\n把能用的東西都通通帶來吧。
AUTO_DIALOGUE_8c95f2cb-8d2b-48bf-a2b4-575890410c19	火焰射擊可以火燒敵人或融化冰塊，\n在雪山應該能大大派上用場。
AUTO_DIALOGUE_7c7d2199-8c26-407f-90b8-19760b87e6dd	你收集到綠能量水晶了嗎？\n我記得要納獻到祭壇對吧。
AUTO_DIALOGUE_82f2a8dc-6e6e-4120-90be-aab40404f58f	火山很熱吧？\n我容易出汗，不喜歡待在很熱的地方。
AUTO_DIALOGUE_c80b4bac-c6a3-476c-8f7a-c6b43d99ecf7	冰凍環帶的所有地方都探索過了嗎？\n確認一下是否有漏掉的地方比較好喔。
AUTO_DIALOGUE_f5562ec8-b90a-477b-b158-4079084b6ebe	你說你遇到其他聯邦兵了？\n來到這個行星的人不只有我們啊。
AUTO_DIALOGUE_43fd462d-e955-4136-aeae-796fd30cd23b	冰凍射擊不只對敵人有效，\n也能凍結熔岩喔。
AUTO_DIALOGUE_0f9590bc-4533-48fd-80b9-46bbf0291328	如果不能使用熾炎熔池的橋，\n就只能穿越熔岩湖了。
AUTO_DIALOGUE_86c5d4b1-3962-477c-a70c-d97b871c6c5a	只要升級薇奧拉套裝，\n應該就能解鎖薇奧拉的功能了。
AUTO_DIALOGUE_2601a836-e953-4538-8ff3-040593cd1ea3	雪山很冷對吧？
AUTO_DIALOGUE_5ae96eaa-0f1b-4275-b6c2-a750fbde7c48	指尖會凍僵，所以我不喜歡寒冷的地方。
AUTO_DIALOGUE_66bd306a-2b4e-4828-899d-2d6382b68386	托卡畢下士的步槍很厲害。\n但他絕對不會讓我碰一下。
AUTO_DIALOGUE_f9f52564-a185-47a0-9e83-f9cd538ab425	薇奧拉升級後，\n應該就能橫渡熔岩湖了。
AUTO_DIALOGUE_70c2364c-5735-49f5-b766-fe04daed36c7	托卡畢下士一個人前往沙漠了。\n他可真是個獨行俠呢。
AUTO_DIALOGUE_0334b9a9-24a9-4eea-b234-6a8776933239	只要能弄來機甲部件，\n就可以修理可憐的貝齊了。
AUTO_DIALOGUE_73ccb6dd-d53a-444d-a989-17019463b9d7	如果獲得新的能力，\n就去尋找能運用的地方吧。
AUTO_DIALOGUE_dc434f17-eef0-4d07-a40a-3bc0a8b5c30e	阿姆斯壯一等兵很不錯呢。\n是個像風一樣爽朗的人。
AUTO_DIALOGUE_12e4441a-1461-4ea1-ab87-598bd39a098e	杜克中士\n滿腦子只想著工作。
AUTO_DIALOGUE_2c684d81-1819-4636-9d3c-5476e72658b9	拉蒙好像用那個加農炮\n在沙漠裡到處散播綠能量。
AUTO_DIALOGUE_58673ef6-7438-4b6d-8a66-8150da7ad9cc	這樣的行星改造我挺喜歡的。
AUTO_DIALOGUE_a71f5fe6-4b12-4db1-a7d6-69b70ae298d4	雖然我也很想趕快看到……\n但可以先等我們到了全像桌那邊再說嗎？
AUTO_DIALOGUE_a58e7eaf-110b-4ad5-8c28-31e0e6c022b6	雷電射擊可以解鎖阻隔器，\n也可以為裝置供電。
AUTO_DIALOGUE_111a3d22-9cfe-4411-9f7d-497db7d232af	話說回來……賽拉克斯在哪裡？\n他真的在這個行星上嗎？
AUTO_DIALOGUE_c2b258a8-5e61-4f52-a4f5-387cae1b106a	得想辦法處理時光之塔的防護罩才行，\n否則即便有鑰匙，也無法使用傳送站。
AUTO_DIALOGUE_7a5245f0-c4e2-4502-a3cf-74f4f383b1cb	大家都在礦山等著喔。\n加油！
AUTO_DIALOGUE_9a532d72-d5fc-4a96-968f-03a7089ae5ee	得想辦法處理時光之塔的防護罩。
AUTO_DIALOGUE_690ea0d0-9054-4074-b079-ef3f09de39e7	會不會有什麼用得上的東西\n掉落在沙漠裡？
AUTO_DIALOGUE_04d50a7d-df98-443c-9001-d6cf509bddb6	想打破時光之塔的防護罩，\n就得先修好貝齊。
AUTO_DIALOGUE_8ca38af1-ef0b-42d8-a108-4844998ab623	去尋找機甲部件\n然後送來這裡吧。
AUTO_DIALOGUE_97f4f609-6cc7-4606-a04d-2867b4d79462	幸好大家都平安無事。\n要是我有去，肯定會扯你們後腿吧。
AUTO_DIALOGUE_06e5918f-7d62-4cc4-ad42-8f51312dfea7	要讓記憶果實結果才行吧？\n將綠能量水晶納獻至祭壇吧。
AUTO_DIALOGUE_8b4fe5ce-8e1b-4e5a-b599-3b98d481abf7	已經集齊所有鑰匙了。\n再來只要去時光之塔使用傳送站就行了。
AUTO_DIALOGUE_3579ad15-fbc1-4398-b44c-a8d87a776b11	下次讓我仔細研究一下你的套裝吧。\n我想搞懂變形球的運作機制。
AUTO_DIALOGUE_857322e9-a57f-445a-9322-636cc76e43ab	終於要和布洛斯說再見了。\n雖然有點捨不得，但我們還是回去吧。
AUTO_DIALOGUE_16cfe59b-3efd-4b52-bc1c-df9a14a8387f	這個房間好像有很有趣的東西。\n可以掃瞄調查一下。
AUTO_DIALOGUE_dabd137d-f825-4f04-bbef-c74e468718da	找到可以解開\n這個機關的東西了嗎？
JESS_ADD_079	若想移除堅固的物體，\n或許導彈派得上用場。
AUTO_DIALOGUE_b59039ab-883f-4f84-b778-736c3ccf0eea	如果能操縱光束，\n或許就可以射進那個縫隙裡了。
AUTO_DIALOGUE_bdd02ded-7d45-4c46-9267-b62d59f0474a	探索一下神殿吧。
AUTO_DIALOGUE_b68d72ad-900e-43c6-82b3-3c3850bb4023	沒想到如此古老的神殿的安全系統\n至今依然能正常運作，真是太令人吃驚了。
JESS_ADD_237	根據日誌來看……\n傳送站好像在我們的上方。
JESS_ADD_245	只要啟動傳送站，\n就能回去原本的世界了吧。
JESS_ADD_260	看到你回來，我是真的很高興。
JESS_ADD_203	我的心血結晶……\n可憐的貝齊……
JESS_ADD_202	這裡應該有主傳送站。\n繼續探索吧。
JESS_ADD_212	跟著這些機器人去看看吧。
JESS_ADD_219	機器人在繞著雕像轉。\n我們抓一台回去吧。
JESS_ADD_225	機器人又在繞圈了。
JESS_ADD_230	應該可以啟動電梯才對。
AUTO_DIALOGUE_95cc441b-4cec-409c-85c5-be5584aa4968	你在忙的時候我也沒閒著。\n你來看看這個。
AUTO_DIALOGUE_6d985ae8-ed57-40f7-9705-e6d4e5a41863	我把這個全像桌\n連接到拉蒙的終端機上了。
AUTO_DIALOGUE_25edb1c1-bed4-4b40-abf1-e88523f36bd1	這也在我的預料之中。
AUTO_DIALOGUE_75cf5f9c-fad2-41e0-9b46-3e2625e07df2	如果得到了拉蒙的技術，\n我就會在這裡調查看看的。
AUTO_DIALOGUE_d1220eb5-c52d-42c8-81bb-93a774a1aa85	這個裝置我搞不定。\n你要不要試試？
Preload\MPR4\PreloadMP4.pak\Engineer_Remarks.MSBT
Preload\MPR4\PreloadMP4.pak\FontSource.MSBT
StarterSet	直具骨海才次刃者角抵\n小釁你好，今天的溫氣非常寒冷。少年希望你能讓他看看某樣武器，找到的話......就拿去給他吧。\n菈咲坂磡潟真書竟槍告著鑿豔癴充滿\n鸛鱸鰭鱔鱷鏗嚼轟隆曦墨譽氈醬營養\n蜓蜢砰嘭忐忑鸚鵡龜鬱馨醫蠔纜豐富\n卵矢楚冬染暖縛陶飾屈譯鈕閒凶隸症\n憩崖淤畸峽南井床豎賓鼎暢悚\n肉……（任何肉都OK），再一起拿給他吧！給她10個草莓？「我想看一下杖！」小的、紅的、圓的、東西？\n下一題是：——17點鐘嗎……？/////備忘錄/////\nWii U consoles／Nintendo 3DS. 【10 ＋ 9 － 8 ＝11】,盔甲New! level，按 －/＋ 繼續BLEEP、 BLOOP！好像有點懷念的感覺！1P～4P\n，。…；、【】「©®™」《》！＠＃＄％︿＆＊（）﹀＿＋－＝\n,.;:’$%#”!&()\n0123456789\nqwertyuiopasdfghjklzxcvbnm\nQWERTYUIOPASDFGHJKLZXCVBNM\n０１２３４５６７８９０\nａｂｃｄｅｆｇｈｉｊｋｌｍｎｏｐｑｒｓｔｕｖｗｘｙｚ\nＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ\nⅠⅡⅢⅣⅤⅥⅦⅧⅨⅩⅪⅫ
UpperCase	ABCDEFGHIJKLMNOPQRSTUVWXYZ
LowerCase	abcdefghijklmnopqrstuvwxyz
Numbers	0123456789
ExtendedCharsForCredits	ă ț ò ó é í ú ñ á à Á ï • ' " ’ &
ButtonIcons	\n\n\n\n\n\n\n                
Preload\MPR4\PreloadMP4.pak\FrontEnd.MSBT
FE_NintendoPresents3	NINTENDO
FE_NintendoPresents4	PRESENTS
FE_Copyright	©Nintendo
FE_PressStart	PRESS {[0100|7bcd]} TO START
FE_SaveInfo	正在儲存中。\n\n請勿觸碰主機電源鍵。
FE_SelectSlotTitle	選擇儲存檔案
