MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
AUTO_DIALOGUE_0b7aa92f-b469-4a78-98ef-72089b45c10a	真的吗？\n你不休息一下？
AUTO_DIALOGUE_4224f5ce-b505-4a75-a5c8-30c4de4d1c7d	这样啊。\n那你小心别过劳了。
AUTO_DIALOGUE_d703ee06-fa3d-498d-bc55-8c6fd1306419	还差一点了。
AUTO_DIALOGUE_dc2f8700-f613-4a48-b36e-01a41f2353e1	应该能行。
AUTO_DIALOGUE_a33fe0ef-f0a3-4ef8-9a2d-59009b751e6b	嘿，萨姆斯。\n给我看看托卡毕下士给你的东西吧。
AUTO_DIALOGUE_10680abf-00d0-43b0-aaf4-b632f8f81809	如果你找到了机甲部件，\n就用传送贴片送到这里来吧。
AUTO_DIALOGUE_03bed39f-ac73-4f2d-98fc-2ee7a1ec7e50	你回来了，萨姆斯。\n那是摩托车专用的套装吗？太帅了！
AUTO_DIALOGUE_acf45f93-9b02-450a-bd25-0d7a3d4816fd	到时候也让我坐坐\n薇奥拉的后座吧。
AUTO_DIALOGUE_9536085d-a3bb-46cc-8e2e-daa3cd651f05	你回来了，萨姆斯。\n给我看看你在冰冻环带发现的成果吧。
AUTO_DIALOGUE_db2d93d6-aef3-4956-a571-86e226e9bafa	你回来了，萨姆斯。\n给我看看你在炽炎熔池发现的成果吧。
AUTO_DIALOGUE_694821bc-84e8-44a2-9800-d7c6ba96ea15	用火焰射击\n烧尽一切吧！
AUTO_DIALOGUE_7f84ad92-3036-4e4b-a628-1cc800a2c53d	用冰冻射击\n把它们冻成冰棍吧！
AUTO_DIALOGUE_3f4f062b-5a6d-407c-b5c5-00eadf3e3fc8	咦？套装变得有些不一样了。\n我能看得出来。
AUTO_DIALOGUE_598d4bc8-363a-46cc-9fdf-ffaaad8575b1	你回来了，萨姆斯。\n你拿到新的晶片了吧？快给我看看！
AUTO_DIALOGUE_7efed4b6-49bc-4b52-a5cd-06f93d0f1413	那是怎么做到的？
AUTO_DIALOGUE_7a644422-4798-49e5-bd3f-ca9f4e2e6720	好想给我的套装\n也添加变形球那样的功能……
AUTO_DIALOGUE_2c42adfa-2009-4394-a09d-60ddcfaa2b76	不过我的身体没有那么柔软就是了。
AUTO_DIALOGUE_cc2a790e-e8a9-4d81-a73b-86bdf941002b	变形球\n实在是太帅了……
JESS_ADD_229	展开了……\n原来机器人就是钥匙！
AUTO_DIALOGUE_6d6ce415-13f1-440f-b193-f40fd4bd4110	这要怎么打开？\n看上去没上锁来着……
AUTO_DIALOGUE_333f4425-3b57-4cef-9f63-57ae6b9ee7ee	真有意思……
AUTO_DIALOGUE_1e7a5e7d-1a7b-4885-981e-2ee9edc162a9	好可怜啊。
AUTO_DIALOGUE_3d1529a2-cb00-485a-84b1-1135fc7eba2f	是不是那边的门啊？
AUTO_DIALOGUE_a0cb5175-b17c-4600-9b99-85cab054f85f	嗯，这样应该就可以了。\n把矩阵这样……然后……
09_AMB_FG_3040_eng_sr_lostNFound_10_ENG_Thankyousi	谢谢你。
AUTO_DIALOGUE_5a75e5f3-7ec2-4405-93d8-78ab6d3a86f4	朝它射击。\n它可真让人不舒服。
AUTO_DIALOGUE_bc600318-1bac-4826-bbb2-eef6318b66fd	当心啊！
AUTO_DIALOGUE_661b4df8-5d02-4339-97c8-d2d9575d9d10	走错路了？
AUTO_DIALOGUE_0ebba3e1-cce2-46a2-8f3a-ed4ea01300c9	你在犹豫去哪儿吗？
AUTO_DIALOGUE_e00aaa9c-f121-436b-858f-dd70b3c61d22	很好！
AUTO_DIALOGUE_5222d12a-5042-40cd-b5d0-c4048c446f2a	试试新玩具吧？
AUTO_DIALOGUE_e1f39e11-d9e0-4e32-986a-a15a1b5ac3cb	机器人醒了！
AUTO_DIALOGUE_be5a7f0f-65f8-4eb1-9bb0-933e0d47de00	哇啊——！
AUTO_DIALOGUE_66452291-4807-4af8-9f08-213fd36b7c50	用雷电射击\n麻痹它们吧！
AUTO_DIALOGUE_0d063828-5be1-4d32-87ab-4f15587749bc	彻底解体了。
AUTO_DIALOGUE_c3b1e4cb-0e2f-4b90-8c39-09ffc743afa6	哎，萨姆斯。你来看这个。
AUTO_DIALOGUE_478c5aa3-fb93-41da-b1c8-d30761ae2af9	那条手臂故障无法运作的\n时间不会太久。
AUTO_DIALOGUE_3a8d634f-8680-460c-a718-732ceaf345fd	套索起作用了！
AUTO_DIALOGUE_f3a65924-9f5b-430f-90fc-08bcb9c035d2	很好！刚才那是最后一个。
AUTO_DIALOGUE_e9374968-b40b-47c2-8d1e-38f87abd54d0	应该也能在相当高的温度下行驶哦。
AUTO_DIALOGUE_84575459-ce52-4aa6-9450-e2a618647206	不妙！手臂变形了。
AUTO_DIALOGUE_7b734a58-f040-4b04-a8e1-ee75a5d4dcd5	手臂又来了！
AUTO_DIALOGUE_ffb1e04a-d690-44bd-98c4-1d321562298a	是龙头！
AUTO_DIALOGUE_c5111ea9-f3e8-452e-9f48-c33c82a0570b	这家伙太强了！
AUTO_DIALOGUE_c66e1966-7346-4a43-b35a-379827e6b387	萨姆斯！有几个人倒下了。
AUTO_DIALOGUE_c5bec0b6-c585-441f-afad-999519ac1565	我还活着。
AUTO_DIALOGUE_cf62f2f5-367f-497d-ae28-8c909984ff09	我没事。
AUTO_DIALOGUE_95204dca-a2d3-4a43-b32b-f000558b62c0	快帮帮中士吧。
AUTO_DIALOGUE_a94d73c4-dcfb-46c7-8393-54b716f2e233	快帮帮阿姆斯壮吧。
AUTO_DIALOGUE_a62f6b2e-c9b7-43e8-bb4f-e9c65aa21e62	快帮帮VUE吧。
AUTO_DIALOGUE_c538f51f-c6fc-4897-a0e5-67653ac0c4cc	我也会跟你去目的地。\n如果迷路了就查看一下地图吧。
AUTO_DIALOGUE_177ffa95-e251-491d-91e3-c32bcdc8f928	快帮帮托卡毕下士吧。
Preload\MPR4\PreloadMP4.pak\Engineer_Cinematics.MSBT
Preload\MPR4\PreloadMP4.pak\Engineer_Combat.MSBT
AUTO_DIALOGUE_c0e10dd5-975a-4d8c-b78c-47834104e411	你没事吧？
AUTO_DIALOGUE_5974dcdc-7f57-4f0b-889b-91134a9992a9	提不起干劲吗？
AUTO_DIALOGUE_d633e0bb-ea01-4a9d-a6d6-5e9eb60046ef	是我打败的吗？
AUTO_DIALOGUE_eb68ec80-1f95-4c5c-b30e-8d8ee49dc7ed	我成功了。
AUTO_DIALOGUE_0ed34746-d834-4c83-8802-604790be285c	我倒下了……救救我。
AUTO_DIALOGUE_09b51edf-5296-427c-88d8-da7645434af6	我被打倒了，救救我。
AUTO_DIALOGUE_86b60140-bab4-4643-8b89-0976e6c7b04b	萨姆斯，救我！
AUTO_DIALOGUE_b8f1c7c9-2994-45f0-9c46-6cc136147b18	谢啦，萨姆斯。
AUTO_DIALOGUE_d0e6795a-917c-4926-a25f-b6b36bc36cc9	得救了，谢谢你。
AUTO_DIALOGUE_2520babe-8cff-4a2a-96f5-84d2cfa15986	我欠你一份人情。
AUTO_DIALOGUE_02440987-558a-4d8e-9cea-e5774d3eec13	当心哦～
AUTO_DIALOGUE_4a6b7ca2-63fc-4bd6-8b02-7a05190c7549	小心。
AUTO_DIALOGUE_8ea5c187-2efa-4e8f-9340-289ec7a8c21c	好疼！
AUTO_DIALOGUE_8213f672-ada2-4334-b79c-6b0b35f416ea	别这样～
AUTO_DIALOGUE_6de92e42-1bb6-4437-89a1-0f757b8108af	够了，别这样。
AUTO_DIALOGUE_06748b78-2abb-4e23-a33e-8dea02560dba	别这样～
AUTO_DIALOGUE_3ee92874-c15b-4d14-afdb-2674d5b25eb3	拜托，别这样。
AUTO_DIALOGUE_73922c8d-75f4-4eed-851d-a466a9236920	求求你别这样。
AUTO_DIALOGUE_b240e6a2-bc8b-4a58-8af6-e2498d3812e1	前进。
AUTO_DIALOGUE_9cc42aca-d198-4e62-aa57-e14cd5e86511	旁边也有敌人要过来了。
AUTO_DIALOGUE_f8baebdf-c9eb-40a1-8155-95f75d576161	别丢下我啊！
AUTO_DIALOGUE_a3bf6f4d-89ae-4b08-85ef-c77cc10a91be	你要对我见死不救吗？
AUTO_DIALOGUE_f0a9b1e0-867f-4989-af36-2c995460f0df	我会被它们吃掉的。
AUTO_DIALOGUE_d4376b7e-7f52-4f03-bdb4-4f878ac88651	我被攻击了。
AUTO_DIALOGUE_b5269207-d8ec-4ca0-ae8f-2524d4215246	我受伤了。
AUTO_DIALOGUE_d7608074-5818-4732-86b2-aa555b7d1c8a	救我。
AUTO_DIALOGUE_a96307f9-7c57-4086-9b56-0f86a6712fe5	我还能战斗吗？
AUTO_DIALOGUE_f25d56f1-d65b-498b-88ff-3a41fa21520d	我没事的。
AUTO_DIALOGUE_cb281c47-ed19-419c-8e6c-a6042a9b9f56	咦？我还活着。
AUTO_DIALOGUE_7013b415-ca2b-4e33-9d26-8a90357cb10a	好疼啊～
AUTO_DIALOGUE_ded67071-6b39-401b-8b22-dd8b43065f80	你在捉弄我吗？
AUTO_DIALOGUE_9cc983f3-24d1-417b-994b-f26fc8dbaee8	别这样。
AUTO_DIALOGUE_bc78021d-04c4-45bb-86f2-42b5cea8924e	很烫啊！
JESS_ADD_106	会烫伤的。
JESS_ADD_107	好冰！
AUTO_DIALOGUE_9692d2b2-fc78-4cc9-af9b-1b2e7654dfef	冷死了冷死了。
JESS_ADD_108	被电到了！
AUTO_DIALOGUE_af6eecc5-0c68-4d9e-930d-fa2f6121bdca	麻麻的。
AUTO_DIALOGUE_588e94b6-a693-459c-a324-b0bfde3fa5d6	还没完。
AUTO_DIALOGUE_123c91ec-89e9-49f3-9c3b-f0c0787bf42d	麻烦你\n别再这么做了。
AUTO_DIALOGUE_0cc29e81-ec34-4e71-954c-0b1326c4aa60	托卡毕下士倒下了。
AUTO_DIALOGUE_56da4e07-7aa4-4bfc-af23-c37e08738abb	中士倒下了。
AUTO_DIALOGUE_7310d18f-1242-4346-bce4-2224a9399f3f	VUE倒下了。
AUTO_DIALOGUE_c77f10d7-25a7-4a9f-a4e7-e3b90146330a	阿姆斯壮倒下了。
AUTO_DIALOGUE_e7850f43-f469-4dda-968a-d6b22310ed69	又来了！
AUTO_DIALOGUE_412f2217-c821-4581-8938-fad5d4bf3402	糟糕。
AUTO_DIALOGUE_455618da-9615-46b9-bd15-4810589ca3be	来了。
AUTO_DIALOGUE_43c0458a-d060-4d93-a8e7-bb5995353e43	还有呢。
AUTO_DIALOGUE_48fd263c-40aa-456b-a87f-ca2b4de740d9	手臂降下后\n就用念动套索！
Preload\MPR4\PreloadMP4.pak\Engineer_Comms.MSBT
AUTO_DIALOGUE_1d453eb5-1e6f-42ae-844e-8e7de3900d5f	因为电力恢复，\n很多设备都可以启动了。
AUTO_DIALOGUE_dca9e0f0-9921-46dc-8f9b-1b759b7c9020	……前往下一座塔的道路没有打开？
AUTO_DIALOGUE_2c13a963-e102-42ba-a216-32881fb6738c	在这样的暴风雨里，通信可能会中断……
AUTO_DIALOGUE_d9db8f1f-7217-41cd-8cc2-742d2f2d102c	有可以……新获得的\n能力启动……装置吗？
AUTO_DIALOGUE_1742dfbf-e554-4dfd-bd71-60216110c096	或许有必要……\n探索……其他的塔……
AUTO_DIALOGUE_bcbbae60-aa05-4d86-b381-edae09b2bad7	在地图上确认一……\n或许还有没探索的地点。
AUTO_DIALOGUE_13f05826-1694-49d7-b5cd-78901d5cfb1b	终于联络上了。\n都怪雷雨，通信受到了干扰。
AUTO_DIALOGUE_6f842bba-dde1-4ac3-8693-4a9f267c138e	你拿到设施的地图了啊。\n稍微看一下吧。
AUTO_DIALOGUE_3156f746-0928-40cb-a6c2-2430a901a7a1	要想前往下一座塔，\n必须打开这个房间里的大门。
AUTO_DIALOGUE_8415a667-2119-45eb-adcb-25078ae8829e	萨姆斯？你能听到吗？
AUTO_DIALOGUE_b3a8772d-65c2-4a4a-a362-caa16b919ca8	但是解锁需要电力。
AUTO_DIALOGUE_36ff8247-bbde-4eab-9b37-01595cc352be	幸好这下边有发电机。
AUTO_DIALOGUE_a5a72062-14f0-4d08-bb3d-ee7d6bdbb020	去那里需要到下一层。\n搭电梯应该就可以。
JESS_ADD_001	需要再说明一次吗？
AUTO_DIALOGUE_a104e6fa-61cf-448e-96fa-a92998f1a016	啊！还有，\n不要忘记去趟储存站。
AUTO_DIALOGUE_183135b9-50f9-4c3b-ad98-0586619b34fc	唉……雷雨又下大了……\n接下来你得一个人走了，加——
AUTO_DIALOGUE_226519e3-8f8a-4657-a075-068adbf12b46	你返回上层了吗？
AUTO_DIALOGUE_77edc034-dc5a-4670-9c16-1b6e92f98a26	太好了！又连上了。
AUTO_DIALOGUE_c4175985-559f-41ad-8365-3a3aeb6e9a55	设施的电力恢复……\n上层……有通往下座塔的门……
AUTO_DIALOGUE_97039a59-0e7e-4f7b-8c99-ea4f232a5caf	太好了！\n远程通信恢复了。
AUTO_DIALOGUE_81caa6f3-fd0a-4fc5-b085-4508845ad020	目的达成了吗？\n我有话对你说，返回据点吧。
AUTO_DIALOGUE_02138a8e-0f18-418a-a315-0bf2472144c0	回据点后给我看看吧。
AUTO_DIALOGUE_61a13d72-f26a-4b43-8602-55baeec6e74d	我也想见识一下。\n等你有空的时候带到据点来吧。
AUTO_DIALOGUE_265a0126-39dc-43ef-b2a8-c2171bf5176a	如果不知道该去哪里，\n随时联系，问我就行。
AUTO_DIALOGUE_ef6ba7d2-4a9b-4e43-80e7-c561ac5d077c	你可以通过地图界面的“通信”指令联系。
AUTO_DIALOGUE_7c02ae34-6e68-4b3e-b5ab-c6a0f77c5692	如果不知道该去哪里，\n就去探索下还没调查过的地方吧。
AUTO_DIALOGUE_33ae1366-2347-428c-b7d0-d8ab839cacf6	调查过雪山了吗？
AUTO_DIALOGUE_99570df3-654a-4ac9-9c46-7032376d5f9e	调查过火山了吗？
AUTO_DIALOGUE_20378b66-6be4-49c6-ad2e-798799d9c7c6	应该去探索一下\n尚未完成调查的区域。
AUTO_DIALOGUE_d7f68dce-588b-4ef3-8432-d26b58c4e508	你眼前看到的是\n最近的钥匙存放地点。
AUTO_DIALOGUE_25cb94a0-7f42-471a-817c-f290ef24c713	之后你要是想联系我，\n就用地图界面的“通信”指令。
AUTO_DIALOGUE_7626ca25-0872-4a54-b9b9-435d7a9e3a86	我会尽我所能帮忙的。
AUTO_DIALOGUE_0b5a4104-4d09-4c04-bea9-7d956ca0d96c	时光之塔似乎被防护罩保护着。\n要想进去的话得想办法解决那个。
AUTO_DIALOGUE_fe248c71-183c-4d39-b8e9-4744a5759f51	在你找钥匙的时候，\n我也会针对防护罩进行调查。
AUTO_DIALOGUE_d6090513-58e2-4eca-9508-e45611b5ec6d	你找到传送站钥匙了啊。\n恭喜。
AUTO_DIALOGUE_ca8fd613-49f0-4a94-b07b-14d6c9bc138e	钥匙还剩3把。
AUTO_DIALOGUE_b86e0b85-61f2-4410-977f-aef3474d04ab	想先找哪个就由你决定吧。
AUTO_DIALOGUE_d8ad50eb-26c3-4d78-8914-66b8b8178dc6	你知道剩下的钥匙在哪了吗？
AUTO_DIALOGUE_38b6d69c-6f59-4b61-aa8a-61804944e350	迷路的时候\n就看看地图吧。
AUTO_DIALOGUE_4368705d-2292-47bc-8af0-f3f18646debf	看来你在炽炎熔池\n发现了拉蒙的科技。
AUTO_DIALOGUE_41093bb7-f3da-4ca2-adf1-ac7e64dee468	如果你把它带到据点来，\n我这个懂机械的可以看看。
AUTO_DIALOGUE_efe1661e-0514-4bdd-b7f4-88e4f4a268b8	又找到了一把传送站钥匙啊。\n恭喜你。还剩2把了。
AUTO_DIALOGUE_f97ad5e5-c0a2-4cbd-8c72-3c6c88e619af	你没把东西落在冰冻环带吧？
AUTO_DIALOGUE_0ef37eed-5995-47d0-aba5-f71cad36f142	你最好回去检查一下\n有没有漏看的地方。
AUTO_DIALOGUE_be211eb3-7163-4061-bf6e-3044179f0751	你似乎又在冰冻环带\n获得了拉蒙科技啊。
AUTO_DIALOGUE_ca806f47-7c77-4eb7-8a77-12f9b6b15e6e	或许我能帮上忙。\n你能拿到据点来吗？
AUTO_DIALOGUE_3791420d-ef65-48af-86a0-6c582406188d	你好像在冰冻环带\n找到了拉蒙科技呢。
AUTO_DIALOGUE_54f68e18-3014-4ae7-abe2-19b48815e613	你好像找到了有趣的东西。
AUTO_DIALOGUE_720ea09c-14dd-4a81-a79a-876d2f9d743f	我很想看看，\n你能拿回据点吗？
AUTO_DIALOGUE_e3b20856-ee4c-4fb2-a165-23f1ee6817ba	如果不能使用炽炎熔池的桥，\n那就只能想别的方法穿越熔岩湖了。
AUTO_DIALOGUE_522247b4-38a7-4513-9573-5467bc472e0a	话说回来……我看到你的日志吓了一跳。\n没想到格利佛居然是拉蒙……
AUTO_DIALOGUE_362f515f-d6a0-4868-b432-c9b8f3f6d273	要想增加薇奥拉的功能……
AUTO_DIALOGUE_3e779bd4-9713-4133-a5f7-fe3c53c3b40a	不如去趟锻雷之地看看？
AUTO_DIALOGUE_2f622ecc-4ace-4cfd-b9ae-0c90e34154c8	只要升级薇奥拉套装，\n就能给薇奥拉增加功能。
AUTO_DIALOGUE_905abe45-39c2-44f9-b943-69780e27cc54	既然获得了薇奥拉IC和冰冻射击，\n要不要再去一次炽炎熔池？
AUTO_DIALOGUE_f1deab7e-b824-4e2d-9df6-8de81ec08de8	升级薇奥拉套装后，\n薇奥拉的功能好像也发生了变化。
AUTO_DIALOGUE_d2812416-b88d-4bac-8e95-a700146922ea	你现在或许能够穿过熔岩湖了。\n去炽炎熔池试试看吧？
AUTO_DIALOGUE_bbc135ae-dfca-4694-baf1-f292974520e3	又拿到了一把钥匙啊。\n恭喜，还剩1把了。
AUTO_DIALOGUE_42596659-9c59-44b3-ab74-621156cf42a0	如果迷路了，\n就看看地图吧。
AUTO_DIALOGUE_b8a5cbfa-c17c-4795-80be-0d4754e0666e	你用新能力\n探索过锻雷之地了吗？
AUTO_DIALOGUE_7f28a03b-f315-481c-a3ee-946f553a0367	去看看可能也不错。
AUTO_DIALOGUE_396b4154-e7cb-4e0d-a9b9-3ee1c2490889	如果获得了新能力，\n再去一次已经去过的地方也是一种方法。
AUTO_DIALOGUE_4cc3b1c8-6f5f-406e-9873-cb9b969dec33	应该有地方\n能用雷电射击解锁。
AUTO_DIALOGUE_da994d15-936a-437c-ba1d-d25307fcadc4	或许可以去\n已经去过的地方探索一下。
AUTO_DIALOGUE_a3269b9c-ecb5-42da-ac5e-3fd0c1c91712	大家都去矿山了。\n你去那儿应该能见到他们。
AUTO_DIALOGUE_850a3e77-65fc-4c5a-a225-4ff69cd47eda	对了，\n我联系上VUE了。
AUTO_DIALOGUE_4393b762-1677-44c7-8210-42d101e3dc32	我把矿山的坐标发过去了，\n估计VUE也正往那边赶呢。
AUTO_DIALOGUE_31f11518-53ab-43fb-9a29-36452cca526c	你好像在锻雷之地发现了\n新的拉蒙科技啊。
AUTO_DIALOGUE_13a3b924-1003-4897-bdbd-660099a17b30	冰冻环带中还有\n尚未探索的地方。
AUTO_DIALOGUE_c1c13cc5-8b3b-4f48-896e-a205b4242fe2	去看看吧？
AUTO_DIALOGUE_f993437d-ec9a-427f-9eeb-728f90994187	大家都往矿山去了。\n你应该能在那里见到他们。
AUTO_DIALOGUE_e48f9ecc-b8a1-4b51-93ea-06806d067508	好像还无法前往矿山。
AUTO_DIALOGUE_cb244622-9198-4099-ba8e-acf1c8b72279	终于集齐所有\n传送站钥匙了！
AUTO_DIALOGUE_7c92d3c7-894c-4a34-acd8-2bf67e5c193b	接下来只要修好贝齐，\n就能打破时光之塔的防护罩。
AUTO_DIALOGUE_80725c9f-e6a9-4d90-93ac-14760fc5b90d	找到缺失的部件，\n传送到我这里来。
AUTO_DIALOGUE_5c89c573-e90d-4f92-90f7-05072a12e416	说起来，已经收集到足够的\n绿能量水晶了吗？
AUTO_DIALOGUE_5175952e-5244-4a2c-8048-c38697f38ca1	拿去狂怒丛林的祭坛吧。\n必须让记忆果实结果才行。
AUTO_DIALOGUE_0ced788d-bece-4fcc-8e92-acb7c8bbcf55	剩下的机甲部件会在哪儿呢？
AUTO_DIALOGUE_e9d0992c-f279-4501-aabc-f3081f123259	感到迷茫时，去探索\n尚未调查的区域是基本操作。
AUTO_DIALOGUE_77c8a89a-803a-4bbc-b29d-448f7543cd61	炽炎熔池不是有\n尚未调查的区域吗？
AUTO_DIALOGUE_319f560d-d1fb-4123-97ba-c4fa8a25a420	收集到所有\n需要的东西了吗？
AUTO_DIALOGUE_229693c3-8f36-4eef-b930-c1a803ca4a77	既然如此，就只剩下\n大家一起前往时光之塔了。
AUTO_DIALOGUE_50ea7802-fe47-4aec-bd6c-64aedd4ec3b4	准备好后\n就回到据点来吧。
AUTO_DIALOGUE_48d4ed9e-47e6-4e6d-9057-c4d43481363b	你有在收集绿能量水晶吗？
AUTO_DIALOGUE_0ea7a1d5-6508-4bc0-9346-81c4809587d4	机甲部件应该\n散落在布洛斯各地。
AUTO_DIALOGUE_c1c0d00e-d19a-4989-b1de-6269c27f99b8	或许也应该调查一下\n拉蒙的建筑物。
AUTO_DIALOGUE_84fc82ed-4b1e-42b6-b75d-b329fc0200ca	能不能用联邦的技术来\n解决时光之塔的防护罩呢？
AUTO_DIALOGUE_55a1a36f-4b56-490e-bbfc-2efcb3a2649a	烈阳沙漠里有废墟掉落。\n你能去找找有没有用得上的东西吗？
AUTO_DIALOGUE_4299cab1-5873-4fff-8d45-103e5c658414	你拿到了很有意思的东西啊。\n或许可以用它解决防护罩的问题。
AUTO_DIALOGUE_45b67428-ffe8-433e-a21c-d51da3d52979	说起来，你有没有从托卡毕下士\n那里拿到什么有趣的东西？
AUTO_DIALOGUE_bb4937b4-0129-4c8e-9256-940dfc4a6c85	附近有联邦的废墟。
AUTO_DIALOGUE_098e4498-9e47-47f5-b1e1-003ca6d4f455	调查一下有没有机甲部件吧。
AUTO_DIALOGUE_f823a3d2-dc94-42c9-ada6-f00a37c7a932	我收到机甲部件了。\n如果能凑齐所有部件，就能修好贝齐。
AUTO_DIALOGUE_b3c0a3d0-de2b-4c4d-bf8f-ddd904ad843d	你找到了就再传送过来吧。\n还剩5个。
AUTO_DIALOGUE_aae66b71-c771-4c2f-b392-b39bb6e7f53f	附近有机甲部件。
AUTO_DIALOGUE_7a3352ea-3f2d-4003-b47e-dda34808cbbc	联邦军的废墟就在附近。\n去调查一下如何？
AUTO_DIALOGUE_77e79ec2-1675-47d9-99a9-06b097d90ae3	在被吞掉的运输容器里\n应该有很重要的东西。
AUTO_DIALOGUE_667524d8-2bce-4701-9709-be76709dcc54	得赶快追上去夺回容器。
AUTO_DIALOGUE_8e74b316-fd7f-437d-b17e-d9f7fe949e4f	被吞掉的运输容器里\n放着机甲部件吧？！
AUTO_DIALOGUE_d66e2eba-64e8-465d-b5dd-4791e29cb544	机甲部件肯定还在那个\n巨大生物的体内。
AUTO_DIALOGUE_09e07bc8-d666-4444-b406-d321e5dc2544	运输容器肯定还在那个\n巨大生物的体内。
AUTO_DIALOGUE_9e838d83-24b8-4067-8e19-cb21e59c5992	你去调查一下。
AUTO_DIALOGUE_e3f28169-4561-4bfd-9df9-64f48e58fc3d	烈阳沙漠中出现了沙柱。
AUTO_DIALOGUE_79252e32-6513-4ac2-b111-a823d9b1c0b2	是吞掉运输容器的家伙吗？
AUTO_DIALOGUE_6618b1f3-3fec-44b2-ae6c-1bbb11404367	要进它的嘴里去找找吗？
AUTO_DIALOGUE_049e5772-f391-4fd0-8521-276c2fadb461	我侦测到奇怪的反应。
AUTO_DIALOGUE_1e2fb4f2-9e6d-4faa-96dc-82406278dc5e	运输容器还在\n刚才打倒的生物嘴里。
AUTO_DIALOGUE_7f437463-7566-4422-a775-6a034edd33d1	干得好，萨姆斯！\n运输容器没事吧？
AUTO_DIALOGUE_d505b1e4-edf0-4239-9729-0b9ba61a0cf6	干得漂亮，萨姆斯。\n接下来该考虑如何把它带回去了。
AUTO_DIALOGUE_90c80313-0b16-451c-860f-113c554589ac	干得好，萨姆斯。说起来……\n托卡毕下士是不是给了你个有意思的东西？
AUTO_DIALOGUE_51032bff-caa7-4d53-adb4-c2944527bb43	它好像逃走了……
AUTO_DIALOGUE_2db78c53-4474-4fcf-8477-576527eda976	只能等它再出来了。
AUTO_DIALOGUE_793a3437-9752-4435-abee-3f492e1f20d2	扫描一下获取信息吧。
AUTO_DIALOGUE_02fb9f5b-88e5-4b9f-bd1b-e63b542ca137	运输容器没事吧？
AUTO_DIALOGUE_0700bbfe-dba4-43a1-ae99-c00d8da514f3	要想修好贝齐，\n就需要那个部件。
AUTO_DIALOGUE_e0796fa2-91de-4f2f-9fc7-f599622e8a1e	你好像找到了拉蒙制的什么东西吧？
AUTO_DIALOGUE_7633c66c-57c3-4432-821d-92c6de1dfc52	萨姆斯，能听到吗？
AUTO_DIALOGUE_279e7448-8b29-4eef-9fb1-8ad3796223ee	找找通往传送站钥匙\n所在区域的路线吧。
AUTO_DIALOGUE_97b87fbb-46f0-4493-800f-dc4e09fc0fb3	在变形球状态下\n或许能通过狭窄的地方。
AUTO_DIALOGUE_f1b059c6-2732-4180-8f7b-4f9e21e63a4f	去寻找下一把钥匙吧。\n看看远处有没有像地标的东西？{[0004]}从那里开始寻找会比较好。
AUTO_DIALOGUE_4fa89c93-25e7-49b3-bc19-a93de5363f92	钥匙所在区域\n似乎和烈阳沙漠相连接。{[0004]}有没有通往那个区域的入口啊？
AUTO_DIALOGUE_07c7281b-0d4e-41e3-a27c-f047fc5fcd51	还有能去的区域吗？\n你调查过火山了吗？
AUTO_DIALOGUE_1aa8970b-d066-42f3-acf2-ab8dac868696	把你在炽炎熔池找到的\n东西拿到据点来吧。
AUTO_DIALOGUE_f90096bf-09a3-43f4-ac82-3f6543f4b5f5	要想尝试火焰射击的话，雪山是个不错的选择。{[0004]}那里也有钥匙对吧？
AUTO_DIALOGUE_4d8093eb-fbc0-42fb-94c4-b67cc08c2094	你已经尝试过所有\n看上去能用加速球启动的东西了吗？{[0004]}有些意想不到的地方会存在盲点。{[0004]}比如冰冻环带的起重机站之类的。
AUTO_DIALOGUE_b5e651e0-5c5e-44b1-b94c-d17b7347d8be	把你在冰冻环带找到的\n东西拿到据点来吧。
AUTO_DIALOGUE_c05c968c-2ac5-4f1f-a49f-a4cf79f8509f	升级套装后，\n可以增加薇奥拉的功能。{[0004]}如此一来，能去的地方也就更多了。{[0004]}去锻雷之地找找线索吧？
AUTO_DIALOGUE_419991d7-8dba-47c0-8508-9bd2166c3227	塔2是收纳库……\n但似乎没有……升级的装置……
AUTO_DIALOGUE_7365c185-6dae-4c29-ae56-10f2b8a85937	如果能去到炽炎熔池的熔岩湖对岸，\n说不定能找到钥匙。
AUTO_DIALOGUE_9a5b9a95-bb20-4c54-90b9-fffad238de08	哪座塔……没……探索完……
AUTO_DIALOGUE_43c2a694-a85c-43dd-94f6-910729650502	锻雷之地里没有能够使用\n念动钩索的地方吗？
AUTO_DIALOGUE_9488b960-e35c-4371-9e9d-3e0085c8f054	把在锻雷之地找到的东西\n拿到据点来吧。
AUTO_DIALOGUE_91106e6d-7b34-4ab5-b154-b2035ed9071f	好像哪儿的设施门上有\n雷电射击的阻隔器……{[0004]}是不是冰冻环带来着？
AUTO_DIALOGUE_82ab6b85-2b13-48d8-8763-5b1f1ef153e6	感觉我们还没有探索完\n整个冰冻环带……
AUTO_DIALOGUE_a03b074c-8ea4-48c5-a59b-ea826d4e6001	最后一把钥匙应该在矿山。
AUTO_DIALOGUE_8c6cdfbf-a8c6-43e1-beb1-2a5d584f9dbf	托卡毕下士好像很喜欢沙漠。\n他应该对沙漠很了解。{[0004]}要想找到他，\n就循着口琴声或篝火的烟走吧。
