Common\Reference.msbt
GameName_gm102_T0	Statues
TriviaQuestion_75_V	In 10-pin bowling, a perfect game\r\nis worth...\r\n\r\n300 points
TriviaQuestion_76_V	In 10-pin bowling, a perfect game\r\nis worth...\r\n\r\n200 points
TriviaQuestion_77_V	The name "mozzarella" comes from the\r\nfact that the cheese is worked by...\r\n\r\ncutting it
TriviaQuestion_78_V	The name "mozzarella" comes from the\r\nfact that the cheese is worked by...\r\n\r\nfolding it
TriviaQuestion_79_V	{size[7900]}\r\nCroissants originated in...\r\n\r\nAustria{size[6400]}
TriviaQuestion_80_V	{size[7900]}\r\nCroissants originated in...\r\n\r\nFrance{size[6400]}
TriviaQuestion_81_V	{size[7900]}\r\nMeringue is made by...\r\n\r\nbeating egg whites{size[6400]}
TriviaQuestion_82_V	{size[7900]}\r\nMeringue is made by...\r\n\r\nkneading dough{size[6400]}
TriviaQuestion_83_V	Cheesecake is typically considered\r\na type of...\r\n\r\npie
TriviaQuestion_84_V	Cheesecake is typically considered\r\na type of...\r\n\r\ncake
TriviaQuestion_85_V	\r\nThe part of a potato that you eat is...\r\n\r\nthe tuber
TriviaQuestion_86_V	\r\nThe part of a potato that you eat is...\r\n\r\nthe root
TriviaQuestion_87_V	Comparing the global production\r\nof grapes and watermelons...\r\n\r\nwatermelon production is higher
TriviaQuestion_88_V	Comparing the global production\r\nof grapes and watermelons...\r\n\r\ngrape production is higher
TriviaQuestion_89_V	\r\nHoney...\r\n\r\nmight not go bad, even after 1,000 years
TriviaQuestion_90_V	{size[7900]}\r\nHoney...\r\n\r\ngoes bad within 100 years{size[6400]}
TriviaQuestion_91_V	{size[7900]}\r\nHalibut is a kind of...\r\n\r\nwhitefish{size[6400]}
TriviaQuestion_92_V	{size[7900]}\r\nHalibut is a kind of...\r\n\r\noily fish{size[6400]}
TriviaQuestion_93_V	\r\nThe outermost color of a rainbow is...\r\n\r\nred
TriviaQuestion_94_V	\r\nThe outermost color of a rainbow is...\r\n\r\nviolet
TriviaQuestion_95_V	The three additive primary colors\r\nare red, blue and...\r\n\r\ngreen
TriviaQuestion_96_V	The three additive primary colors\r\nare red, blue and...\r\n\r\nyellow
TriviaQuestion_97_V	The three subtractive primary colors\r\nare cyan, yellow and...\r\n\r\nmagenta
TriviaQuestion_98_V	The three subtractive primary colors\r\nare cyan, yellow and...\r\n\r\npurple
TriviaQuestion_99_V	The headquarters of the United Nations\r\nis located in...\r\n\r\nNew York City
TriviaQuestion_100_V	The headquarters of the United Nations\r\nis located in...\r\n\r\nBrussels
TriviaQuestion_101_V	The headquarters of the International\r\nOlympic Committee is located in...\r\n\r\nLausanne
TriviaQuestion_102_V	The headquarters of the International\r\nOlympic Committee is located in...\r\n\r\nAthens
TriviaQuestion_103_V	Who can set or break a\r\nGuinness World Records title?\r\n\r\nAnyone
TriviaQuestion_104_V	Who can set or break a\r\nGuinness World Records title?\r\n\r\nOnly people with qualifications
TriviaQuestion_105_V	The International Date Line is located\r\nin the...\r\n\r\nPacific Ocean
TriviaQuestion_106_V	The International Date Line is located\r\nin the...\r\n\r\nAtlantic Ocean
TriviaQuestion_107_V	Which is colder, the North Pole or\r\nthe South Pole?\r\n\r\nThe South Pole
TriviaQuestion_108_V	Which is colder, the North Pole or\r\nthe South Pole?\r\n\r\nThe North Pole
TriviaQuestion_109_V	Which has land, the North Pole or\r\nthe South Pole?\r\n\r\nThe South Pole
TriviaQuestion_110_V	Which has land, the North Pole or\r\nthe South Pole?\r\n\r\nThe North Pole
TriviaQuestion_111_V	\r\n{size[7900]}The world's largest ocean is...\r\n\r\nthe Pacific Ocean{size[6400]}
TriviaQuestion_112_V	{size[7900]}\r\nThe world's largest ocean is...\r\n\r\nthe Atlantic Ocean{size[6400]}
TriviaQuestion_113_V	Combined, the Pacific, Atlantic,\r\nand Indian oceans make up...\r\n\r\nabout 90% of the world's oceans
TriviaQuestion_114_V	Combined, the Pacific, Atlantic,\r\nand Indian oceans make up...\r\n\r\nabout 60% of the world's oceans
TriviaQuestion_115_V	Which is saltier, the Pacific Ocean\r\nor the Atlantic Ocean?\r\n\r\nThe Atlantic Ocean
TriviaQuestion_116_V	Which is saltier, the Pacific Ocean\r\nor the Atlantic Ocean?\r\n\r\nThe Pacific Ocean
TriviaQuestion_117_V	The point at 0° latitude and 0° longitude\r\nis located...\r\n\r\nin the Atlantic Ocean
TriviaQuestion_118_V	The point at 0° latitude and 0° longitude\r\nis located...\r\n\r\non the African continent
TriviaQuestion_119_V	{size[7900]}\r\nPhotosynthesis requires...\r\n\r\nlight, water and carbon dioxide{size[6400]}
TriviaQuestion_120_V	{size[7900]}\r\nPhotosynthesis requires...\r\n\r\nlight, water and oxygen{size[6400]}
TriviaQuestion_121_V	{size[7900]}\r\nPhotosynthesis produces...\r\n\r\nsugars and oxygen{size[6400]}
TriviaQuestion_122_V	{size[7900]}\r\nPhotosynthesis produces...\r\n\r\nsugars and carbon dioxide{size[6400]}
TriviaQuestion_123_V	\r\nTo make a light shine more brightly...\r\n\r\nbatteries are connected to each other in series
TriviaQuestion_124_V	\r\nTo make a light shine more brightly...\r\n\r\nbatteries are connected to each other in parallel
TriviaQuestion_125_V	\r\nTo make a light shine for longer...\r\n\r\nbatteries are connected to each other in parallel
TriviaQuestion_126_V	\r\nTo make a light shine for longer...\r\n\r\nbatteries are connected to each other in series
TriviaQuestion_127_V	\r\nBlue litmus paper... \r\nturns red when an acidic substance\r\nis applied
TriviaQuestion_128_V	\r\nBlue litmus paper...\r\nturns red when an alkaline substance\r\nis applied
TriviaQuestion_129_V	\r\nRed litmus paper...\r\nturns blue when an alkaline substance\r\nis applied
TriviaQuestion_130_V	\r\nRed litmus paper...\r\nturns blue when an acidic substance\r\nis applied
TriviaQuestion_131_V	To help process the poison in their food,\r\nkoalas...\r\n\r\nsleep for a long time
TriviaQuestion_132_V	To help process the poison in their food,\r\nkoalas...\r\n\r\ndrink a lot of water
TriviaQuestion_133_V	{size[7900]}\r\nIn a single day, a tiger sleeps...\r\n\r\nabout 16 hours{size[6400]}
TriviaQuestion_134_V	{size[7900]}\r\nIn a single day, a tiger sleeps...\r\n\r\nabout 8 hours{size[6400]}
TriviaQuestion_135_V	{size[7900]}\r\nHuman nails are made from...\r\n\r\naltered skin{size[6400]}
TriviaQuestion_136_V	{size[7900]}\r\nHuman nails are made from...\r\n\r\naltered bone{size[6400]}
TriviaQuestion_137_V	{size[7900]}\r\nThe "saur" in "dinosaur" means...\r\n\r\nlizard{size[6400]}
TriviaQuestion_138_V	{size[7900]}\r\nThe "saur" in "dinosaur" means...\r\n\r\nsnake{size[6400]}
TriviaQuestion_139_V	{size[7900]}\r\nThe largest animal on Earth is...\r\n\r\nthe blue whale{size[6400]}
TriviaQuestion_140_V	{size[7900]}\r\nThe largest animal on Earth is...\r\n\r\nthe bowhead whale{size[6400]}
TriviaQuestion_141_V	Between humans and giraffes,\r\nthe number of neck bones is...\r\n\r\nthe same
TriviaQuestion_142_V	Between humans and giraffes,\r\nthe number of neck bones is...\r\n\r\ngreater in humans
TriviaQuestion_143_V	Between humans and giraffes,\r\nthe number of neck bones is...\r\n\r\ngreater in giraffes
TriviaQuestion_144_V	{size[7900]}\r\nA rhino's horn is...\r\n\r\nan altered form of hair{size[6400]}
TriviaQuestion_145_V	{size[7900]}\r\nA rhino's horn is...\r\n\r\nan outgrowth of bone{size[6400]}
TriviaQuestion_146_V	{size[7900]}\r\nSnakes...\r\n\r\ndon't have external ears{size[6400]}
TriviaQuestion_147_V	\r\nSnakes...\r\nhave external ears on the backs\r\nof their heads
TriviaQuestion_148_V	{size[7900]}\r\nIn URLs, "www" stands for...\r\n\r\nWorld Wide Web{size[6400]}
TriviaQuestion_149_V	{size[7900]}\r\nIn URLs, "www" stands for...\r\n\r\nWorld Whole Web{size[6400]}
TriviaQuestion_150_V	{size[7900]}\r\n"IT" stands for...\r\n\r\nInformation Technology{size[6400]}
TriviaQuestion_151_V	{size[7900]}\r\n"IT" stands for...\r\n\r\nInternet Technology{size[6400]}
TriviaQuestion_152_V	{size[7900]}\r\nSNS stands for social...\r\n\r\nnetworking service{size[6400]}
TriviaQuestion_153_V	{size[7900]}\r\nSNS stands for social...\r\n\r\nnetworking software{size[6400]}
TriviaQuestion_154_V	{size[7900]}\r\nThe signal for help, SOS...\r\n\r\nis not an acronym{size[6400]}
TriviaQuestion_155_V	{size[7900]}\r\nThe signal for help, SOS...\r\n\r\nis an acronym of "save our ship"{size[6400]}
TriviaQuestion_156_V	After megabyte and gigabyte, the next multiple\r\nin the series is...\r\n\r\nterabyte
TriviaQuestion_157_V	After megabyte and gigabyte, the next multiple\r\nin the series is...\r\n\r\npetabyte
TriviaQuestion_158_V	{size[7900]}\r\nCompared to mega-, giga- is...\r\n\r\n1,000 times greater{size[6400]}
TriviaQuestion_159_V	{size[7900]}\r\nCompared to mega-, giga- is...\r\n\r\n100 times greater{size[6400]}
TriviaQuestion_160_V	{size[7900]}\r\nBetween the violin and the viola...\r\n\r\nthe viola is bigger{size[6400]}
TriviaQuestion_161_V	{size[7900]}\r\nBetween the violin and the viola...\r\n\r\nthe violin is bigger{size[6400]}
TriviaQuestion_162_V	{size[7900]}\r\nBetween the viola and the cello...\r\n\r\nthe cello is bigger{size[6400]}
TriviaQuestion_163_V	{size[7900]}\r\nBetween the viola and the cello...\r\n\r\nthe viola is bigger{size[6400]}
TriviaQuestion_164_V	\r\nA whip...\r\n\r\ncan be used as a percussion instrument
TriviaQuestion_165_V	\r\nA whip...\r\ncannot be used as a percussion\r\ninstrument
TriviaQuestion_166_V	{size[7900]}\r\nIn the "1812 Overture"...\r\n\r\ncannons are used as instruments{size[6400]}
TriviaQuestion_167_V	{size[7900]}\r\nIn the "1812 Overture"...\r\n\r\nswords are used as instruments{size[6400]}
TriviaQuestion_168_V	The composer of\r\n"Rondo alla Turca" was...\r\n\r\nMozart
TriviaQuestion_169_V	The composer of\r\n"Rondo alla Turca" was...\r\n\r\nSchubert
TriviaQuestion_170_V	The composer of\r\n"Pictures at an Exhibition" was...\r\n\r\nMussorgsky
TriviaQuestion_171_V	The composer of\r\n"Pictures at an Exhibition" was...\r\n\r\nTchaikovsky
TriviaQuestion_172_V	The composer of the\r\n"Wedding March" was...\r\n\r\nMendelssohn
TriviaQuestion_173_V	The composer of the\r\n"Wedding March" was...\r\n\r\nSchumann
TriviaQuestion_174_V	{size[7900]}\r\nThe flute is an instrument...\r\n\r\nin the woodwind family{size[6400]}
TriviaQuestion_175_V	{size[7900]}\r\nThe flute is an instrument...\r\n\r\nin the brass family{size[6400]}
TriviaQuestion_176_V	\r\nThe French horn is an instrument...\r\n\r\nin the brass family
TriviaQuestion_177_V	\r\nThe French horn is an instrument...\r\n\r\nin the woodwind family
TriviaQuestion_178_V	The painter of\r\n"Impression, Sunrise" was...\r\n\r\nClaude Monet
TriviaQuestion_179_V	The painter of\r\n"Impression, Sunrise" was...\r\n\r\nÉdouard Manet
TriviaQuestion_180_V	The painter of\r\n"Le Déjeuner sur l'herbe" was...\r\n\r\nÉdouard Manet
TriviaQuestion_181_V	The painter of\r\n"Le Déjeuner sur l'herbe" was...\r\n\r\nClaude Monet
TriviaQuestion_182_V	{size[7900]}\r\nA cummerbund is an accessory...\r\n\r\nworn around the waist{size[6400]}
TriviaQuestion_183_V	{size[7900]}\r\nA cummerbund is an accessory...\r\n\r\nworn around the arm{size[6400]}
TriviaQuestion_184_V	{size[7900]}\r\nCashmere is a fabric made from...\r\n\r\ngoat's wool{size[6400]}
TriviaQuestion_185_V	{size[7900]}\r\nCashmere is a fabric made from...\r\n\r\nsheep's wool{size[6400]}
TriviaQuestion_186_V	\r\nA crinoline is...\r\n\r\na petticoat designed to hold out a skirt
TriviaQuestion_187_V	{size[7900]}\r\nA crinoline is...\r\n\r\na kind of scarf{size[6400]}
TriviaQuestion_188_V	{size[7900]}\r\nRubies and pink sapphires...\r\n\r\nare the same mineral{size[6400]}
TriviaQuestion_189_V	{size[7900]}\r\nRubies and pink sapphires...\r\n\r\nare different minerals{size[6400]}
TriviaQuestion_190_V	The cardigan sweater is said to have\r\nbeen invented by...\r\n\r\nthe seventh Earl of Cardigan
TriviaQuestion_191_V	The cardigan sweater is said to have\r\nbeen invented by...\r\n\r\nthe priest of the town of Cardigan
TriviaQuestion_192_V	If someone said your epidermis\r\nwas showing, they'd mean...\r\n\r\nyour skin
TriviaQuestion_193_V	If someone said your epidermis\r\nwas showing, they'd mean...\r\n\r\nyour teeth
TriviaQuestion_194_V	{size[7900]}\r\nHandkerchiefs...\r\n\r\nare always square-shaped{size[6400]}
TriviaQuestion_195_V	\r\nHandkerchiefs...\r\n\r\ncan come in shapes other than square
TriviaQuestion_196_V	The "caliga" worn by Roman soldiers\r\nwas a kind of...\r\n\r\nsandal 
TriviaQuestion_197_V	The "caliga" worn by Roman soldiers\r\nwas a kind of...\r\n\r\nhelmet
TriviaQuestion_198_V	\r\nIn sunscreen, SPF...\r\nis an index that measures protection\r\nfrom UVB rays
TriviaQuestion_199_V	\r\nIn sunscreen, SPF...\r\nis an index that measures protection\r\nfrom UVA rays
_T1_PictureQuestion_00_V	{size[7900]}\r\nWhich has...\r\n\r\nfour legs?{size[6400]}
_T1_PictureQuestion_01_V	{size[7900]}\r\nWhich has...\r\n\r\ntwo legs?{size[6400]}
_T1_PictureQuestion_02_V	{size[7900]}\r\nWhich image has...\r\n\r\nmore objects in it?{size[6400]}
_T1_PictureQuestion_03_V	{size[7900]}\r\nWhich image has...\r\n\r\nfewer objects in it?{size[6400]}
_T1_PictureQuestion_04_V	{size[7900]}\r\nWhich...\r\n\r\nare green?{size[6400]}
_T1_PictureQuestion_05_V	{size[7900]}\r\nWhich...\r\n\r\nare red?{size[6400]}
_T1_PictureQuestion_06_V	{size[7900]}\r\nWhich image has...\r\n\r\nfewer fruits in it?{size[6400]}
_T1_PictureQuestion_07_V	{size[7900]}\r\nWhich image has...\r\n\r\nmore fruits in it?{size[6400]}
_T1_PictureQuestion_08_V	{size[7900]}\r\nWhich image has...\r\n\r\nbananas?{size[6400]}
_T1_PictureQuestion_09_V	{size[7900]}\r\nWhich image has...\r\n\r\ncherries?{size[6400]}
_T1_PictureQuestion_10_V	{size[7900]}\r\nWhich...\r\n\r\nhave scales?{size[6400]}
_T1_PictureQuestion_11_V	{size[7900]}\r\nWhich...\r\n\r\ndon't have scales?{size[6400]}
_T1_PictureQuestion_12_V	{size[7900]}\r\nWhich image has...\r\n\r\nmore objects in it?{size[6400]}
_T1_PictureQuestion_13_V	{size[7900]}\r\nWhich image has...\r\n\r\nfewer objects in it?{size[6400]}
_T1_PictureQuestion_14_V	{size[7900]}\r\nWhich...\r\n\r\nlay eggs?{size[6400]}
_T1_PictureQuestion_15_V	{size[7900]}\r\nWhich...\r\n\r\ndon't lay eggs?{size[6400]}
_T1_PictureQuestion_16_V	{size[7900]}\r\nWhich is...\r\n\r\nmale?{size[6400]}
_T1_PictureQuestion_17_V	{size[7900]}\r\nWhich is...\r\n\r\nfemale?{size[6400]}
_T1_PictureQuestion_18_V	{size[7900]}\r\nWhich...\r\n\r\nhas a mane?{size[6400]}
_T1_PictureQuestion_19_V	{size[7900]}\r\nWhich...\r\n\r\ncan give birth?{size[6400]}
_T1_PictureQuestion_20_V	{size[7900]}\r\nWhich is...\r\n\r\nmale?{size[6400]}
_T1_PictureQuestion_21_V	{size[7900]}\r\nWhich is...\r\n\r\nfemale?{size[6400]}
_T1_PictureQuestion_22_V	{size[7900]}\r\nWhich is...\r\n\r\nstanding up?{size[6400]}
_T1_PictureQuestion_23_V	{size[7900]}\r\nWhich is...\r\n\r\nsitting down?{size[6400]}
_T1_PictureQuestion_24_V	{size[7900]}\r\nWhich image has...\r\n\r\nmore objects in it?{size[6400]}
_T1_PictureQuestion_25_V	{size[7900]}\r\nWhich image has...\r\n\r\nfewer objects in it?{size[6400]}
_T1_PictureQuestion_26_V	{size[7900]}\r\nWhich are...\r\n\r\nrats?{size[6400]}
_T1_PictureQuestion_27_V	{size[7900]}\r\nWhich are...\r\n\r\nstrawberries?{size[6400]}
_T1_PictureQuestion_28_V	{size[7900]}\r\nWhich is...\r\n\r\ngreen?{size[6400]}
_T1_PictureQuestion_29_V	{size[7900]}\r\nWhich is...\r\n\r\nred?{size[6400]}
_T1_PictureQuestion_30_V	{size[7900]}\r\nWhich image has...\r\n\r\nmore objects in it?{size[6400]}
_T1_PictureQuestion_31_V	{size[7900]}\r\nWhich image has...\r\n\r\nfewer objects in it?{size[6400]}
_T1_PictureQuestion_32_V	{size[7900]}\r\nWhich...\r\n\r\nhas feathers?{size[6400]}
_T1_PictureQuestion_33_V	{size[7900]}\r\nWhich...\r\n\r\ndoesn't have feathers?{size[6400]}
_T1_PictureQuestion_34_V	{size[7900]}\r\nWhich is...\r\n\r\na cherry?{size[6400]}
_T1_PictureQuestion_35_V	{size[7900]}\r\nWhich is...\r\n\r\nan apple?{size[6400]}
_T1_PictureQuestion_36_V	{size[7900]}\r\nWhich is...\r\n\r\nan apple?{size[6400]}
_T1_PictureQuestion_37_V	{size[7900]}\r\nWhich is...\r\n\r\na rose?{size[6400]}
_T1_PictureQuestion_38_V	{size[7900]}\r\nWhich is...\r\n\r\na carnation?{size[6400]}
_T1_PictureQuestion_39_V	{size[7900]}\r\nWhich image has...\r\n\r\na sunflower?{size[6400]}
_T1_PictureQuestion_40_V	{size[7900]}\r\nWhich image has...\r\n\r\ndaisies?{size[6400]}
_T1_PictureQuestion_41_V	{size[7900]}\r\nThe image with fewer objects is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_42_V	{size[7900]}\r\nThe image with more objects is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_43_V	{size[7900]}\r\nThe image with fewer objects is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_44_V	{size[7900]}\r\nThe image with more objects is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_45_V	{size[7900]}\r\nWhich is...\r\n\r\na lemon?{size[6400]}
_T1_PictureQuestion_46_V	{size[7900]}\r\nWhich is...\r\n\r\nan orange?{size[6400]}
_T1_PictureQuestion_47_V	{size[7900]}\r\nWhich is...\r\n\r\na fish?{size[6400]}
_T1_PictureQuestion_48_V	{size[7900]}\r\nWhich is...\r\n\r\na snake?{size[6400]}
_T1_PictureQuestion_49_V	{size[7900]}\r\nWhich is...\r\n\r\na fish?{size[6400]}
_T1_PictureQuestion_50_V	{size[7900]}\r\nThe adult is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_51_V	{size[7900]}\r\nThe child is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_52_V	{size[7900]}\r\nThe adult is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_53_V	{size[7900]}\r\nThe child is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_54_V	{size[7900]}\r\nThe adult is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_55_V	{size[7900]}\r\nThe child is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_56_V	{size[7900]}\r\nThe adult is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_57_V	{size[7900]}\r\nThe child is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_58_V	{size[7900]}\r\nThe adult is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_59_V	{size[7900]}\r\nThe child is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_60_V	{size[7900]}\r\nWhich is...\r\n\r\nmale?{size[6400]}
_T1_PictureQuestion_61_V	{size[7900]}\r\nWhich is...\r\n\r\nfemale?{size[6400]}
_T1_PictureQuestion_62_V	{size[7900]}\r\nWhich is...\r\n\r\nmale?{size[6400]}
_T1_PictureQuestion_63_V	{size[7900]}\r\nWhich is...\r\n\r\nfemale?{size[6400]}
_T1_PictureQuestion_64_V	{size[7900]}\r\nThe one that swims faster is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_65_V	{size[7900]}\r\nThe one that swims faster is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_66_V	{size[7900]}\r\nThe one that swims faster is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_67_V	{size[7900]}\r\nThe one that runs faster is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_68_V	{size[7900]}\r\nThe one that runs faster is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_69_V	{size[7900]}\r\nThe one that runs faster is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_70_V	{size[7900]}\r\nWhich is...\r\n\r\na kiwi?{size[6400]}
_T1_PictureQuestion_71_V	{size[7900]}\r\nWhich is...\r\n\r\na lemon?{size[6400]}
_T1_PictureQuestion_72_V	{size[7900]}\r\nWhich is...\r\n\r\na kiwi?{size[6400]}
_T1_PictureQuestion_73_V	{size[7900]}\r\nWhich is...\r\n\r\na fruit?{size[6400]}
_T1_PictureQuestion_74_V	{size[7900]}\r\nWhich is...\r\n\r\na seabird?{size[6400]}
_T1_PictureQuestion_75_V	{size[7900]}\r\nWhich is...\r\n\r\na bird of prey?{size[6400]}
_T1_PictureQuestion_76_V	{size[7900]}\r\nWhich...\r\n\r\nhatches?{size[6400]}
_T1_PictureQuestion_77_V	{size[7900]}\r\nWhich...\r\n\r\ncan swim?{size[6400]}
_T1_PictureQuestion_78_V	{size[7900]}\r\nWhich...\r\n\r\ncan fly?{size[6400]}
_T1_PictureQuestion_79_V	{size[7900]}\r\nWhich...\r\n\r\ncan't fly?{size[6400]}
_T1_PictureQuestion_80_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_81_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_82_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_83_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_84_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_85_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_86_V	{size[7900]}\r\nThe one standing up is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_87_V	{size[7900]}\r\nWhich is...\r\n\r\na baby chicken?{size[6400]}
_T1_PictureQuestion_88_V	{size[7900]}\r\nWhich is...\r\n\r\na baby duck?{size[6400]}
_T1_PictureQuestion_89_V	{size[7900]}\r\nWhich is...\r\n\r\na fish?{size[6400]}
_T1_PictureQuestion_90_V	{size[7900]}\r\nWhich is...\r\n\r\nnot a fish?{size[6400]}
_T1_PictureQuestion_91_V	{size[7900]}\r\nWhich is...\r\n\r\na fish?{size[6400]}
_T1_PictureQuestion_92_V	{size[7900]}\r\nWhich is...\r\n\r\nnot a fish?{size[6400]}
_T1_PictureQuestion_93_V	{size[7900]}\r\nThe one with its right leg forward is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_94_V	{size[7900]}\r\nThe one with its left leg forward is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_95_V	{size[7900]}\r\nThe one with its right leg forward is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_96_V	{size[7900]}\r\nThe one with its left leg forward is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_97_V	{size[7900]}\r\nThe one with its right leg forward is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_98_V	{size[7900]}\r\nThe one with its left leg forward is...\r\n\r\nwhich one?{size[6400]}
_T1_PictureQuestion_99_V	{size[7900]}\r\nWhich is...\r\n\r\nfacing right?{size[6400]}
_T1_PictureQuestion_100_V	{size[7900]}\r\nWhich is...\r\n\r\nfacing left?{size[6400]}
_T1_PictureQuestion_101_V	{size[7900]}\r\nWhich is...\r\n\r\nright-facing?{size[6400]}
_T1_PictureQuestion_102_V	{size[7900]}\r\nWhich is...\r\n\r\nleft-facing?{size[6400]}
_T1_PictureQuestion_103_V	{size[7900]}\r\nWhich is...\r\n\r\nlooking up?{size[6400]}
_T1_PictureQuestion_104_V	{size[7900]}\r\nWhich is...\r\n\r\nlooking down?{size[6400]}
_T1_PictureQuestion_105_V	{size[7900]}\r\nWhich is...\r\n\r\nbigger?{size[6400]}
_T1_PictureQuestion_106_V	{size[7900]}\r\nWhich is...\r\n\r\nbigger?{size[6400]}
_T1_PictureQuestion_107_V	{size[7900]}\r\nWhich is...\r\n\r\nbigger?{size[6400]}
_T1_PictureQuestion_108_V	{size[7900]}\r\nWhich is...\r\n\r\nbigger?{size[6400]}
_T1_PictureQuestion_109_V	{size[7900]}\r\nWhich is...\r\n\r\nbigger?{size[6400]}
_T1_PictureQuestion_110_V	{size[7900]}\r\nWhich...\r\n\r\nwins?{size[6400]}
_T1_PictureQuestion_111_V	{size[7900]}\r\nWhich...\r\n\r\nwins?{size[6400]}
_T1_PictureQuestion_112_V	{size[7900]}\r\nWhich...\r\n\r\nwins?{size[6400]}
_T1_PictureQuestion_113_V	{size[7900]}\r\nWhich...\r\n\r\nloses?{size[6400]}
_T1_PictureQuestion_114_V	{size[7900]}\r\nWhich...\r\n\r\nloses?{size[6400]}
_T1_PictureQuestion_115_V	{size[7900]}\r\nWhich...\r\n\r\nloses?{size[6400]}
_T1_PictureQuestion_116_V	{size[7900]}\r\nWhich is...\r\n\r\nvanilla?{size[6400]}
_T1_PictureQuestion_117_V	{size[7900]}\r\nWhich is...\r\n\r\nchocolate?{size[6400]}
_T3_SoundQuestion_00_V	{size[7900]}\r\nWhich one of these makes...\r\n\r\nthis sound?{size[6400]}
_T3_SoundQuestion_01_V	{size[7900]}\r\nWhich one of these makes...\r\n\r\nthis sound?{size[6400]}
_T3_SoundQuestion_02_V	{size[7900]}\r\nWhich one of these makes...\r\n\r\nthis sound?{size[6400]}
BsqIntroPlayerEntryHeader_00	When you're ready,\r\npress a button!
PsqIntroPlayerEntryHeader_00	Use your smart device to join!
_E1_Rule_00	Use your smart device\r\nto create a quiz.
_E1_Rule_01	Then send it to your console!
_E1_Rule_02	Have fun challenging each other!
_E1_QuizCreateStart_00	Let's get quiz-making!
_E0_QuizExampleQuestion_00	What's the weather like today?
_E0_QuizExampleTrue_00	Sunny
_E0_QuizExampleFalse_00	Rainy
_E0_QuizExampleQuestion_01	What floor are we on?
_E0_QuizExampleTrue_01	The 7th floor
_E0_QuizExampleFalse_01	The 6th floor
_E0_QuizExampleQuestion_02	This town is known for growing...
_E0_QuizExampleTrue_02	Lettuce
_E0_QuizExampleFalse_02	Cabbages
_E0_QuizExampleQuestion_03	The building across the street is...
_E0_QuizExampleTrue_03	A school
_E0_QuizExampleFalse_03	A restaurant
_E0_QuizExampleQuestion_04	{[0105|00cd]} is from...
_E0_QuizExampleTrue_04	New York
_E0_QuizExampleFalse_04	London
_E0_QuizExampleQuestion_05	{[0105|00cd]} is good at...
_E0_QuizExampleTrue_05	Headstands
_E0_QuizExampleFalse_05	Monkey bars
_E0_QuizExampleQuestion_06	{[0105|00cd]}'s socks are...
_E0_QuizExampleTrue_06	White
_E0_QuizExampleFalse_06	Gray
_E0_QuizExampleQuestion_07	{[0105|00cd]}'s shirt is...
_E0_QuizExampleTrue_07	A T-shirt
_E0_QuizExampleFalse_07	A polo shirt
_E0_QuizExampleQuestion_08	Which is an instrument?
_E0_QuizExampleTrue_08	Maracas
_E0_QuizExampleFalse_08	Mascara
_E0_QuizExampleQuestion_09	Which is an animal?
_E0_QuizExampleTrue_09	A loon
_E0_QuizExampleFalse_09	A loom
