announce.msbt
AnnounceEmpty	暂无通知
W6C2_Boss_BuddyTalk_01	要是被那张嘴巴里的\n订书钉咬住的话，\n也许马力欧也会动弹不得的……
W6C2_Boss_BuddyTalk_02	他的身体好像十分坚固。\n但是你觉不觉得每次攻击之后，\n订书钉都在减少？
W6C2_Boss_BuddyTalk_03	就算被他咬了，好像\n也有不那么痛的时候……？\n区别在于哪里呢？
W6C2_Boss_BuddyTalk_04	因为没有了订书钉，\n他的嘴巴正大大地张开！\n不觉得现在正是攻击的好机会吗！？
W6C2_Boss_BuddyTalk_05	他的样子有点……\n这可能是强大招式的前兆……{[0004]}难道……\n难道只能束“手”无策地\n眼看着他攻过来吗？
W6C2_Boss_BuddyTalk_06	他的样子又变得……\n唉，那个强大的招式\n又要攻过来了吗……{[0004]}要是我能够\n伸出援“手”就好了……
W6C2_Boss_Hint_01	重新装填订书钉时，是进攻的机会！\n仔细观察他的嘴巴里面，\n就能够知道订书钉的剩余数量哦！
W6C2_Boss_Hint_02	近距离的装订会使用２根订书钉，\n而远距离的机关枪则会使用８根！
W6C2_Boss_Hint_03	马力欧的锤子攻击可以削减１根，\n跳跃攻击最多可以削减４根！\n不断削减订书钉，让他重新装填吧！
W6C2_Boss_RetryHelp_01	马力欧……\n我好怕……{[0004]}那张嘴巴里面……\n长满了订书钉！{[0004]}……咦？\n要是那些订书钉都用完了，\n会怎么样呢？{[0004]}如果能够不断削减他的订书钉，\n说不定我们也会有获胜的希望！
W6C2_Boss_GodHand_Help_02	{[0103|00000000]}{size[5000]}抓住订书机！{size[6400]}{[0101]}
W6C2_Boss_GodHand_Help_03	{[0103|00000000]}{size[5000]}把订书机往外折！{size[6400]}{[0101]}
W6C2_Boss_Caption_Broken	{color[ffffffff]}{[0001|1700]}{size[9600]}折断他！{size[6400]}{[0001|ffff]}{color[404040ff]}
W6C2_Beast_01	马力欧啊！\n和你对决的时刻终于到来了！{[0004]}为了实现我的愿望……\n我会在这里打倒你的！\n做好准备吧！
W6C2_Beast_09	什么！？\n哥哥变成了地神祇的样子！
W6C2_Beast_11	我早就把那些什么神祇的\n折法全都掌握了！\n准备接招吧！
W6C2_Beast_12	哇——！\n哥哥突然激动起来了！\n小心啊！
W6C2_Beast_16	啊，马力欧！\n不觉得那个魔法阵\n有点眼熟吗？{[0004]}那说不定是能够\n变身成任何四方神祇的魔法阵！
W6C2_Beast_25	马力欧，哥哥说不定\n也能够变身成任何四方神祇。{[0004]}不过，只要回忆一下\n一路走来经历过的所有战斗，\n应该就不成问题了！
W6C2_Beast_18	还没有结束呢。\n继续接招吧！
W6C2_Beast_17	动、动不了！
W6C2_Beast_13	你忘了吗？\n只要我的手脚还能自由行动，\n你就不可能抓住我！
W6C2_Beast_14	哇——\n哥哥好像连一刻也\n不肯安静下来！{[0004]}有没有什么办法\n能够瞬间让他停下来呢？
W6C2_Beast_15	哈哈哈！\n你要是以为尾巴是我的弱点，\n就大错特错了！
W6C2_Beast_19	哈哈哈！\n这样的攻击对我是不起作用的！
W6C2_Beast_03	咦咦！\n居然变成了水神祇！？
W6C2_Beast_10	我的水柱\n稍微有点不一样哦！
W6C2_Beast_26	呼、呼……\n居然能撑过我这一招……
W6C2_Beast_21	我想起来了——！\n水柱会把面板冲走的对吧！
W6C2_Beast_23	哼，\n毫无意义！
W6C2_Beast_27	就算神祇之手再神奇，\n也不可能碰到腾空飞起的我！
W6C2_Beast_05	变成了火神祇！？
W6C2_Beast_29	居然扑灭了我的火焰！？
W6C2_Beast_30	哈哈哈！\n这样的攻击，简直不痛不痒！
W6C2_Beast_31	居然想直接触碰正在燃烧的我，\n真是愚蠢！
W6C2_Beast_07	居然变成了冰神祇！？
W6C2_Beast_32	哇——！\n冰神祇是会制作\n极冻迷宫的神祇！{[0004]}我记得需要仔细观察地面，\n记住路线……\n我办不到啦——！
W6C2_Beast_33	居然融化了我的冰，\n还挺有本事的嘛！
W6C2_Beast_02	还算有点本事。\n下一个对手是这个家伙！
W6C2_Beast_04	别高兴得太早！\n战斗才刚刚开始！
W6C2_Beast_06	可恶！\n那这一招如何！
W6C2_Beast_28	可恶，可恶～！\n那这一招如何！
W6C2_Beast_35	咦！\n刚才哥哥的体力\n是不是回复了！？
W6C2_Beast_36	在这个空间里，\n身为折纸的我，\n体力会随着时间回复。{[0004]}你要是什么也不做拖延时间，\n是永远也打不倒我的。\n呵呵呵呵……
W6C2_Beast_37	咦咦咦～！？\n这样太狡猾了——！{[0004]}马力欧！\n保持冷静，快速操作圆环吧！\n交给你了！
W6C2_Beast_BuddyTalk_01	我想想，\n对付地神祇的时候应该\n敲打他的脚，让他缩进去……{[0004]}……但是，\n哥哥现在这么激动，\n好像没有那么多时间！
W6C2_Beast_BuddyTalk_03	再这样下去，\n地震攻击很快就要来了！{[0004]}要是有办法“咣”地定住他的动作，\n应该就可以解决了吧？
W6C2_Beast_BuddyTalk_03_02	哥哥现在动弹不得，\n能不能抓住他往上扔呢？
W6C2_Beast_BuddyTalk_04	我记得和水神祇战斗的时候\n好像是在高处避难的……
W6C2_Beast_BuddyTalk_04_02	哥哥进入疲劳状态了，\n现在应该可以找到好“手”段！
W6C2_Beast_BuddyTalk_04_03	哥哥现在动弹不得，\n能不能抓住他往上扔呢？
W6C2_Beast_BuddyTalk_05	我记得对付火神祇的时候，\n好像要吐出些什么东西\n把火扑灭就可以解决了。
W6C2_Beast_BuddyTalk_05_02	既然他没在熊熊燃烧，\n就算触碰他应该也不会烫到！\n有没有什么好“手”段呢？
W6C2_Beast_BuddyTalk_06	我记得对付冰神祇的时候，\n要记住路线，还要让冰融化，\n这样应该就可以解决了。
W6C2_Beast_BuddyTalk_06_02	哥哥好像没有被冰块包裹着。\n现在也许可以找到好“手”段吧？
W6C2_phase2_01	唔……\n居然能超越神祇之力……
W6C2_phase2_02	哥哥……\n你不要紧吧？{[0004]}一次使用那么多四方神祇之力，\n太乱来了。
W6C2_phase2_03	闭嘴！\n我不需要你的同情！{[0004]}我之所以把你折出来，\n就是为了让你和我齐心协力\n将这个世界改造成折纸王国。{[0004]}而你不但拒绝这么做，\n甚至还站在了纸片家伙那边……{[0004]}奥莉维亚！\n你明明也是折纸，\n为什么要妨碍我！
W6C2_phase2_04	我……\n我认为折纸被折到这个世界上，\n不是为了做那么过分的事的。
W6C2_phase2_07	哥哥和我，\n原本都是一张张薄薄的纸。{[0004]}那些纸被用心地折过之后，\n得到了生命……\n这就是我们折纸。{[0004]}纸片们和我们一样\n都是以纸为身的同伴，\n我希望大家可以和睦相处！
W6C2_phase2_08	然而那个纸片奇诺比奥\n在我那张纸上记了些\n乱七八糟的笔记！{[0004]}这种行径把我身为折纸的\n骄傲也一并折损了！
W6C2_phase2_09	……看来不管怎么说，\n你都是无法理解的。\n那么……
W6C2_phase2_10	我就让你见识一下……\n折纸真正的力量吧……
W6C2_phase2_15	多么恐怖的折法……\n到底会变成什么呢……
W6C2_phase2_16	怎么样！\n根据折法的不同，\n折纸能够发挥的力量没有极限！{[0004]}纸片家伙们都会\n败在这强大的力量之下！
W6C2_phase2_19	哼！\n你说会败给你！？\n那你就试试看啊！{[0004]}不过就是块头大了点而已，\n你还狂起来了！\n让本王来教训你！
W6C2_phase2_20	酷霸王，\n等一下！
W6C2_phase2_27	虽然你又可怕又帅气，\n但是保持纸片状态的话，\n真的会败给他的。
W6C2_phase2_21	这个空间里充满了折纸之力，\n现在说不定我也做得到！
W6C2_phase2_22	{[0200]}{size[9600]}我要折了哦！{size[6400]}\x0f\x02\0
W6C2_phase2_24	哇哈哈！\n干得漂亮，折纸小姑娘！{[0004]}来吧，奥利，\n这样就公平了！\n来场真正的对决吧！
W6C2_Sumo_Tutorial_01	呃啊啊……\n这家伙有两下子！\n光靠本王一个人恐怕推不出去……
W6C2_Sumo_Tutorial_02	啊，快看！\n四周出现了许多\n神祇之手的魔法阵哦！{[0004]}用神祇之手砰砰砰地\n敲打地面的话，\n说不定可以帮上酷霸王！
W6C2_Sumo_Tutorial_03	等酷霸王靠近魔法阵，\n就绕到他背后\n发动神祇之手吧！{[0004]}等酷霸王移动之后，\n就按取消动作，\n然后换另一个魔法阵吧！
W6C2_Sumo_Tutorial_04	魔法阵消失了！\n好像没办法长时间使用！
W6C2_Sumo_Tutorial_05	马力欧！\n你在哥哥背后敲打地面的话，\n酷霸王会陷入危机的！
W6C2_Sumo_000	想得美！\n吃我这招！
W6C2_Sumo_001	马力欧，跳跃！
W6C2_Sumo_kpa_000	呜哇——\n再这样下去本王会被推出去的！\n马力欧，快用那个！
W6C2_Sumo_kpa_001	又要被推出去了！\n再用一次那个！
W6C2_Sumo_kpa_002	情况不妙！\n再不用就没机会了！
W6C2_Sumo_kpa_003	不行了！\n要被推出去了！
W6C2_Sumo_ori_000	区区纸片，还挺厉害的嘛！\n那么……\n出来吧，我的仆人！
W6C2_Sumo_ori_001	别太得意了！\n胜负还没有揭晓呢！
W6C2_Sumo_ori_002	唔唔唔……\n还没完呢！\n仆人啊，上吧！
W6C2_Sumo_ori_003	身为折纸之王的我怎么会输！\n仆人啊，帮帮我！
W6C2_Sumo_bdy_000	好大一张脸！\n要是这种东西砸下来的话，\n怎么想都是大难临头！{[0004]}在他砸下来之前，\n得赶紧砰砰砰地敲打地面，\n让酷霸王获胜才行！
W6C2_Sumo_bdy_006	要掉下来了！快按躲开！
W6C2_Sumo_bdy_003	好险啊——！\n刚才要是待在原地不动\n说不定非常危险！
W6C2_Sumo_bdy_001	咦！？\n那张大脸掉下来的冲击\n好像让哥哥又成功推回来了！
W6C2_Sumo_bdy_004	就差一口气了！\n再努力一次吧！
W6C2_Sumo_bdy_002	酷霸王成功推回来了！\n太好了～！
W6C2_Sumo_bdy_005	好——\n这样就可以重新来过了！
W6C2_Sumo_ori_won_02	{[0200]}{size[9600]}给我掉下去吧！{size[6400]}\x0f\x02\0
W6C2_Sumo_ori_won_03	呜哇啊啊啊啊～！
W6C2_Sumo_st_kpa_00601	喂！别发呆啊！
W6C2_Sumo_st_kpa_00701	你小子到底和谁一帮啊！
W6C2_Sumo_st_kpa_00801	哟，不错嘛！
W6C2_Sumo_st_kpa_00802	哇哈哈，就这么着！
W6C2_Sumo_st_kpa_01002	再多敲几下！
W6C2_Sumo_st_kpa_01003	好像没什么用啊！
W6C2_Sumo_st_kpa_01004	你往哪敲！？
W6C2_Sumo_st_kpa_02301	让你尝尝这招的厉害！
W6C2_Sumo_st_kpa_02302	怎么样啊！
W6C2_Sumo_st_kpa_02303	见识到本王的力量了吧！
W6C2_Sumo_st_kpa_02401	继续砰砰砰地打！
W6C2_Sumo_st_kpa_02402	这样如何啊！
W6C2_Sumo_st_kpa_02403	就这样，干得不错！
W6C2_Sumo_st_ori_01001	给我掉下去吧！
W6C2_Sumo_st_ori_01602	接我这招！
W6C2_Sumo_st_ori_01603	怎么了，就这点本事吗！
W6C2_Sumo_st_ori_01701	呵呵呵，你已经无路可退了！
W6C2_Sumo_st_ori_02301	上吧！咚咚！
W6C2_Sumo_st_ori_02302	唔唔！
W6C2_Sumo_st_ori_02303	还没完！
W6C2_Sumo_st_ori_02401	呜啊！？
W6C2_Sumo_st_ori_02402	再、再这样下去……
W6C2_Sumo_st_ori_02403	别太得意了！
W6C2_Sumo_st_bdy_00601	快使用魔法阵！
W6C2_Sumo_st_bdy_00701	不能敲打这里——！
W6C2_Sumo_st_bdy_00801	就是这里！
W6C2_Sumo_st_bdy_00802	好厉害，起作用了！
W6C2_Sumo_st_bdy_01601	快点，快点！
W6C2_Sumo_st_bdy_01602	敲打ＰＯＷ砖块！
W6C2_Sumo_st_bdy_01701	快敲打ＰＯＷ砖块——！
W6C2_Sumo_st_bdy_02001	效果不错！
W6C2_Sumo_st_bdy_02101	好像没什么作用……？
W6C2_Sumo_st_bdy_02201	好像不能敲打这里！
W6C2_phase3_01	这就是纸片的毅力！
W6C2_phase3_03	\n{[0200]}呜哇啊啊啊啊！\x0f\x02\0
W6C2_phase3_04	哥哥……\n居然有那么怨恨纸片们……{[0004]}落得这样的下场，\n实在太遗憾了……
W6C2_phase3_18	{[0302]}{size[7800]}你们这些家伙……不可饶恕！\n我要把你们统统碾碎！{size[6400]}\x0f\x03\x02
W6C2_phase3_19	哥哥变得太巨大了！这样的体型\n我们根本没有办法阻止……{[0004]}啊！
W6C2_phase3_26	对了！\n还有折纸工匠教我的\n那一招可以用！
W6C2_phase3_21	{[0302]}{size[7800]}魔法阵？\n你以为事到如今拿出那种东西\n还会有用吗！{size[6400]}\x0f\x03\x02{[0004]}{[0302]}{size[7800]}够了，别自作聪明了！\n收起这些小把戏！{size[6400]}\x0f\x03\x02
W6C2_phase3_25	不会吧——！\n魔法阵被打乱了！
W6C2_phase3_22	{[0302]}{size[7800]}现在，\n我的愤怒已经化为剧毒，\n从下方不断地涌上来！{size[6400]}\x0f\x03\x02{[0004]}{[0302]}{size[7800]}再傻站着不动，\n你们就完了！\n哇哈哈哈哈！{size[6400]}\x0f\x03\x02
W6C2_phase3_23	马力欧！\n快点！快点！\n快把魔法阵恢复原状！
W6C2_LastKing_18	{[0302]}{size[9600]}吃我这招！{size[6400]}\x0f\x03\x02
W6C2_LastKing_27	{[0302]}{size[9600]}看你往哪逃！{size[6400]}\x0f\x03\x02
W6C2_LastKing_28	{[0302]}{size[9600]}接招吧！{size[6400]}\x0f\x03\x02
W6C2_LastKing_19	{[0302]}{size[9600]}居然躲开了！{size[6400]}\x0f\x03\x02
W6C2_LastKing_20	{[0302]}{size[9600]}可恶！{size[6400]}\x0f\x03\x02
W6C2_LastKing_21	{[0302]}{size[9600]}别太得意了！{size[6400]}\x0f\x03\x02
W6C2_LastKing_22	{[0302]}{size[9600]}哇哈哈哈！{size[6400]}\x0f\x03\x02
W6C2_LastKing_23	{[0302]}{size[9600]}真狼狈啊！{size[6400]}\x0f\x03\x02
W6C2_LastKing_24	{[0302]}{size[9600]}知道厉害了吧！{size[6400]}\x0f\x03\x02
W6C2_LastKing_16	{[0302]}{size[9600]}可、可恶！{size[6400]}\x0f\x03\x02
W6C2_LastKing_25	太快了！
W6C2_LastKing_26	太慢了！
W6C2_LastKing_15	{[0302]}{size[7800]}不会让你得逞的！\n既然如此，我就把整个魔法阵\n变成一堆废纸屑！{size[6400]}\x0f\x03\x02
W6C2_LastKing_17	{[0302]}别做梦了！不论你拼好多少次\n我都会再把它打乱的！\x0f\x03\x02
W6C2_LastKing_10	谢谢你，马力欧！\n好嘞～这样就可以\n使用魔法阵的力量了！{[0004]}工匠交给我的\n笔记上记载的折法\n终于要派上用场了！
W6C2_LastKing_11	哥哥，求求你！\n快醒悟吧！
W6C2_LastKing_12	没有时间了！快点～！
W6C2_GodHandHelp_Attack	{size[5000]}{[0103|00000000]}敲打巨大奥利！{[0101]}{size[6400]}
W6C2_GodHandHelp_LastAttack	{size[5000]}{[0103|00000000]}用奥莉维亚锤子敲打！{[0101]}{size[6400]}
W6C2_Caption_LastAttack	{color[ffffffff]}{[0001|1700]}{size[9600]}用这招{color[ff2e11ff]}做个了断{color[ffffffff]}！{size[6400]}{[0001|ffff]}{color[404040ff]}
LastBattle_CountDown_1	{color[cf2c12ff]}{[0001|1700]}１{[0001|ffff]}{color[404040ff]}
LastBattle_CountDown_2	{color[d6b918ff]}{[0001|1700]}２{[0001|ffff]}{color[404040ff]}
LastBattle_CountDown_3	{color[7a44a9ff]}{[0001|1700]}３{[0001|ffff]}{color[404040ff]}
LastBattle_CountDown_4	{color[7a44a9ff]}{[0001|1700]}４{[0001|ffff]}{color[404040ff]}
LastBattle_CountDown_5	{color[7a44a9ff]}{[0001|1700]}５{[0001|ffff]}{color[404040ff]}
bench.msbt
Bench_Location_W1C1_1	呼～\n稍微休息一下。
Bench_Location_W1C1_2	啊？\n马力欧恢复活力了吗？\n太好了～{[0004]}到处都是折纸兵，\n我能依靠的人只有马力欧了。{[0004]}要是在别的地方\n又发现了长椅，\n请充分地回复体力哦。
Bench_W1G1_1	想到镇上还有纸糊兵，\n总觉得心情安定不下来呀。
Bench_W1G3_1	你听，只要静下心来，\n就会听到河中{[0101]}潺潺的水声，\n好惬意呀。{[0004]}而且除了潺潺的水声，\n好像还能听见鱼儿打水\n扑通扑通的声音呢。
Bench_W2G1_1_1	啊——真是清爽。\n山里的空气真新鲜呀。{[0004]}我突然想到，这里会不会连空气\n都是红色的呢？但因为是透明的，\n所以我也搞不清楚到底是不是。
Bench_W2G1_1_2	这个世界上……\n搞不清楚的事可真多啊。
Bench_W2G1_1_3	说起来，当初炸弹彬……\n动不动就和我们走散，到处迷路，\n真是一段曲折的旅途啊……
Bench_W2G1_2_1	枫叶为什么会这么红呢？\n是因为害羞吗？
Bench_W2G1_2_2	想想也不太可能吧～\n毕竟是木头嘛。\n说出这话我倒是要害羞起来了。
Bench_W2G1_2_3	炸弹彬在刺栗谷的时候……\n因为身体圆圆的，很容易就骨碌碌地\n滚走了，真是一段曲折的旅途啊……
Bench_W2G2_2	对了，江户园地的“江户”，\n是什么意思啊？
Bench_W2G2_1	我猜猜——\n“锵锵！”一声让人惊喜得\n大声欢呼，大概是这样吧？
Bench_W2G2_3	和炸弹彬一起游玩，\n一起看演出的时候……\n真是开心呀……{[0004]}炸弹彬的心里\n一定也留下了许多\n快乐的回忆吧……
Bench_W3G1_1	说起来，在折纸的谚语里，\n好像有着这么一句话。{[0004]}人生如折纸，\n向外折成山，向内折便成谷。{[0004]}也许这句话是想告诉我们，\n人生既有高山也有低谷吧。
Bench_W3G1_2	哇～\n很发人深思嘛。{[0004]}诸事不顺、身处谷底的我，\n总有一天也能走向人生的山顶吗？
Bench_W3G1_4	好了，大哥，\n我们去汪洋吧！
Bench_W3G3_1	就算没有太阳公公，\n这里也是一座闪闪发亮、\n光彩夺目的不夜城不是吗？
Bench_W3G3_2	哇——\n果然在太阳公公的照耀下，\n这里明亮了起来，真漂亮呀。
Bench_W3G3_3	对古代的奇诺比山卓来说，\n太阳好像是非常神圣的事物。
Bench_W3C3_1	连长椅都好烫！\n不过反倒被烫出活力来了！
Bench_W4G2_1	{[0200]}休息的时候——\x0f\x02\0\n{[0200]}买几个好吃的蘑菇——\x0f\x02\0\n{[0200]}让你的冒险顺～畅～无～忧～♪\x0f\x02\0
Bench_W5G1_1	这里有好多种不一样的温泉，\n真是个好地方呀～{[0004]}卡美克好像也非常享受。
Bench_W5G1_2	没有那回事，\n再说我还在工作中，\n满心都在担忧少爷的身体。
Bench_W5G1_3	少来了——！\n你一边泡着温泉，\n还一边哼着歌，我都听到了！
Bench_W5G1_7	不、不是这样的！\n那是让少爷快点好起来的\n咒、咒语啦！
Bench_W6C2_2	哟，什么情况？\n这里的墙壁怎么整个儿没了啊？{[0004]}难道是被胶带\n拔起来的时候脱落了吗？
Bench_W6C2_1	啊，\n感觉这个形状有点眼熟……{[0004]}在桃花公主城堡原本所在的地方\n好像也见过这种形状的\n次元的夹缝。
global.msbt
yesno	是\n否
yesno_buy	买\n不买
yesno_play	游玩\n退出
insufficient_coin	金币不足。
Global_KeyItemSelect	请选择道具。{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
Global_WorldDokan	要进入旅行的水管吗？{[0104|0a007900650073006e006f000100000000000000]}
Global_DokanClose	水管的另一头堵住了，\n无法通过。
Balloon_A	
Balloon_B	
Balloon_X	
Balloon_access	调查
Balloon_talk	说话
Balloon_tear_off	撕下
Balloon_pull	拽
Balloon_open	打开
Balloon_read	阅读
Balloon_in	进入
Balloon_eat	食用
Balloon_godhand	神祇之手
Balloon_holybeast	神祇之力
Balloon_up	向上爬
Balloon_down	向下爬
Balloon_close	关闭
Balloon_push	推
Balloon_ride	上车
Balloon_look	查看
Balloon_out	离开
Balloon_hear	仔细听
Balloon_grab	抓住
Balloon_stop	停住
Balloon_save	敲打
Balloon_jump	跳跃
GodHandHelp_Grab	抓住
GodHandHelp_Pull	拽
GodHandHelp_PeelOff	撕下
GodHandHelp_Hit	敲打
GodHandHelp_Grasp	握住
GodHandHelp_Twist	转动
GodHandHelp_Rub	摩擦
GodHandHelp_Throw	投掷
GodHandHelp_Lift	举起
GodHandHelp_Pluck	摘下
GodHandHelp_Close	关闭
GodHandHelp_Spear	突刺
GodHandHelp_Free	放开
GodHandHelp_Fold	折
GodHandHelp_Guard	防御
GodHandHelp_Swing	出拳
Shop_01_W1G1	欢迎光临。\n这里是出售武器与道具的商店，\n请随意挑选。
Shop_01_W1G2	欢迎光临！
Shop_01_W2G2	欢迎光临。\n来看看江户园地的纪念品吧？
Shop_01	欢迎光临\n奇诺比山卓的商店。
Shop_01_W3C1	闪闪发亮的东西\n有兴趣吗——？
Shop_01_W5G1	买点纪念品呗。
Shop_BuyConfirm	{[0300|00000000]}的价格是\n{[0300|01000000]}金币。\n要买吗？{[0104|0a007900650073006e006f000100000000000000]}
Shop_BuyConfirm_W2G2	{[0300|00000000]}的价格是\n{[0300|01000000]}两。\n要买吗？{[0104|0a007900650073006e006f000100000000000000]}
Shop_BuyConfirm_W3C1	{[0300|00000000]}的价格是\n{[0300|01000000]}金币哦。\n想要吗？{[0104|0a007900650073006e006f000100000000000000]}
Shop_BuyConfirm_W5G1	{[0300|00000000]}的价格是\n{[0300|01000000]}金币。\n买不买啊？{[0104|0a007900650073006e006f000100000000000000]}
Shop_BuyOk	多谢惠顾！
Shop_BuyOk_W3C1	多谢啦。
Shop_BuyOk_W5G1	多谢惠顾——
Shop_ItemFull	您好像拿不下更多这种东西了。
Shop_ItemFull_W3C1	你拿不下更多这种东西了吧？
Shop_ItemFull_W5G1	你拿不下更多这种东西啦。
Shop_NoCoin	金币似乎不够。
Shop_NoCoin_W3C1	金币不太够吧？
Shop_NoCoin_W5G1	金币不够哦。
Shop_Thanks	欢迎下次光临哦。
Shop_Thanks_Remind	欢迎下次光临哦。\n还有，别忘了在菜单里\n装备上武器哦。
Shop_Thanks_W3C1	下次再来啊——
Shop_Thanks_Remind_W3C1	别忘了在菜单里\n装备上武器哦——
Shop_Thanks_W5G1	欢迎再来啊。
Shop_Thanks_Remind_W5G1	欢迎再来啊。\n别忘了在菜单里\n装备上武器哦。
Shop_MembersCard_01	您购买武器和道具的\n总计金额已经达到\n{[0300|00000000]}金币以上了。{[0004]}因此，现在将这张{[0300|01000000]}\n赠送给您。
Shop_MembersCard_02	请在购物之前，\n在菜单的饰品里\n装备上哦。{[0004]}如果您继续购物，\n我们还将送您\n更加优惠的会员卡哦。
Shop_MembersCard_03	请在购物之前，\n在菜单的饰品里\n装备上哦。{[0004]}这是赠送给您的最后一张会员卡。\n感谢您一直以来的光顾，\n本店感到十分荣幸！
Shop_MembersCard_01_W3C1	你买武器和道具的\n总计金额已经达到\n{[0300|00000000]}金币以上了。{[0004]}那这张{[0300|01000000]}\n就给你吧。
Shop_MembersCard_02_W3C1	在买东西之前\n先在菜单的饰品里\n装备上比较好哦。{[0004]}要是你再多买买东西，\n俺就给你更优惠的会员卡。
Shop_MembersCard_03_W3C1	在买东西之前\n先在菜单的饰品里\n装备上比较好哦。{[0004]}这是最后一次给你会员卡了。\n谢谢你一直以来的光顾啊，\n老主顾。
Shop_MembersCard_01_W5G1	你买武器和道具的\n总计金额已经达到\n{[0300|00000000]}金币以上了啊。{[0004]}那这张{[0300|01000000]}\n就给你吧。
Shop_MembersCard_02_W5G1	记得在买东西之前\n先在菜单的饰品里\n装备上哦。{[0004]}要是你再多买买东西，\n我就给你更优惠的会员卡。
Shop_MembersCard_03_W5G1	记得在买东西之前\n先在菜单的饰品里\n装备上哦。{[0004]}这是最后一次给你会员卡了。\n谢谢你一直以来的光顾啊，\n老主顾。
Accessory_Shop_00	物美、价廉、超实用！\n这里的饰品欢迎选购哦！
Accessory_Shop_11	一部分商品正在低价出售。\n经济又实惠哦。
Accessory_Shop_00_W3C1	物美、价廉、超实用！\n来看看饰品吧？
Accessory_Shop_11_W3C1	一部分商品降价了，\n现在买正划算哦。
Accessory_Shop_00_W5G1	物美、价廉、超实用！\n这里出售饰品哦。
Accessory_Shop_11_W5G1	一部分商品正在低价出售。\n经济又实惠哦。
Accessory_Shop_02	现在正在等待饰品补货。
Accessory_Shop_02_W3C1	俺会再去进一些新饰品的。
Accessory_Shop_02_W5G1	现在正在等待饰品补货哦。
Accessory_Shop_03	托您的福，饰品全部卖光了。\n多谢您的惠顾！
Accessory_Shop_03_W3C1	饰品全部卖光了哦。\n多谢惠顾。
Accessory_Shop_03_W5G1	饰品全部卖光了。\n多谢惠顾。
Accessory_Shop_04	欢迎下次光临哦。
Accessory_Shop_04_Remind	欢迎下次光临。\n不要忘记在菜单里\n装备上饰品哦。
Accessory_Shop_04_W3C1	欢迎下次再来——
Accessory_Shop_04_Remind_W3C1	欢迎下次再来——\n别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_04_W5G1	要再来啊。
Accessory_Shop_04_Remind_W5G1	要再来啊。\n别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_05	{[0300|00000000]}的价格是\n{[0300|01000000]}金币。\n要买吗？{[0104|0a007900650073006e006f000100000000000000]}
Accessory_Shop_05_W3C1	{[0300|00000000]}的价格是\n{[0300|01000000]}金币哦。\n想要吗？{[0104|0a007900650073006e006f000100000000000000]}
Accessory_Shop_05_W5G1	{[0300|00000000]}的价格是\n{[0300|01000000]}金币。\n要买吗？{[0104|0a007900650073006e006f000100000000000000]}
Accessory_Shop_06	多谢惠顾！
Accessory_Shop_06_W3C1	多谢啦。
Accessory_Shop_06_W5G1	多谢惠顾——
Accessory_Shop_07	金币似乎不够。
Accessory_Shop_07_W3C1	金币不太够吧？
Accessory_Shop_07_W5G1	金币不够哦。
Accessory_Shop_08	现有商品已经卖光了，\n不过还会有新商品上架的。{[0004]}别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_08_W3C1	现有商品已经卖光了。\n俺会再去进一些新东西的。{[0004]}别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_08_W5G1	现有商品已经卖光了，\n不过还会有新商品上架的。{[0004]}别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_09	多亏您的捧场，\n饰品已经全部卖光了。\n非常感谢一直以来的光顾！{[0004]}别忘了在菜单里\n装备上饰品哦！
Accessory_Shop_09_W3C1	你刚刚已经买下了所有的饰品。\n多谢啦。{[0004]}别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_09_W5G1	你刚刚买下的就是所有的饰品了。\n多谢惠顾！{[0004]}别忘了在菜单里\n装备上饰品哦。
Accessory_Shop_10	饰品如果不在\n菜单的“饰品”里装备上，\n就不会发挥作用。{[0004]}能够同时装备的饰品数量是有限的，\n请多加留意。
Accessory_Shop_10_W3C1	饰品如果不在\n菜单的“饰品”里装备上，\n就没意义了。{[0004]}能同时装备的饰品数量是有限的，\n要多注意啊。
Accessory_Shop_10_W5G1	饰品如果不在\n菜单的“饰品”里装备上，\n就不会发挥作用哦。{[0004]}能够同时装备的饰品数量是有限的，\n要多加留意哦。
Event_GetItem	马力欧，\n那个东西似乎是旅途中\n必不可少的实用{color[cf2c12ff]}道具{color[404040ff]}哦。{[0004]}好像可以按打开菜单，\n查看持有的道具。{[0004]}按选择道具后，\n就可以当场使用，\n应该会很方便的。
Event_GetEquipment	啊，那个东西是在战斗中\n攻击时使用的{color[cf2c12ff]}武器{color[404040ff]}吧？{[0004]}每个武器有着不同的效果，\n打开菜单，早点把武器{color[cf2c12ff]}装备{color[404040ff]}上\n好像是个好主意哦。{[0004]}不过，使用太多次似乎会坏掉，\n小心不要太依赖武器哦。
Event_GetCorrectable	宝物模型？\n哇——这个东西有点可爱呀。{[0004]}好像还有其他不同的种类。\n让人不禁想全部收集起来了。
