another_name.dat
msg_another_name_00	卡洛斯冠军[VAR 0102(0000)]
BUNPU_COMMENT_B_837_000_03	
BUNPU_COMMENT_B_838_000_01	栖息在东第３区
BUNPU_COMMENT_B_838_000_02	
BUNPU_COMMENT_B_838_000_03	
BUNPU_COMMENT_B_839_000_01	
BUNPU_COMMENT_B_839_000_02	
BUNPU_COMMENT_B_839_000_03	
BUNPU_COMMENT_B_843_000_01	栖息在沙漠
BUNPU_COMMENT_B_843_000_02	一旦逃到地下深处就不会回来
BUNPU_COMMENT_B_843_000_03	
BUNPU_COMMENT_B_844_000_01	
BUNPU_COMMENT_B_844_000_02	
BUNPU_COMMENT_B_844_000_03	
BUNPU_COMMENT_B_876_000_01	栖息在东北部
BUNPU_COMMENT_B_876_000_02	
BUNPU_COMMENT_B_876_000_03	
BUNPU_COMMENT_B_876_001_01	栖息在东北部
BUNPU_COMMENT_B_876_001_02	
BUNPU_COMMENT_B_876_001_03	
BUNPU_COMMENT_B_871_000_01	栖息在沙滩
BUNPU_COMMENT_B_871_000_02	
BUNPU_COMMENT_B_871_000_03	
BUNPU_COMMENT_B_872_000_01	栖息在霜抹山
BUNPU_COMMENT_B_872_000_02	会埋头进食
BUNPU_COMMENT_B_872_000_03	
BUNPU_COMMENT_B_873_000_01	栖息在有厚厚积雪的地方
BUNPU_COMMENT_B_873_000_02	不常出现
BUNPU_COMMENT_B_873_000_03	
BUNPU_COMMENT_B_859_000_01	栖息在森林里
BUNPU_COMMENT_B_859_000_02	
BUNPU_COMMENT_B_859_000_03	
BUNPU_COMMENT_B_860_000_01	栖息在森林里
BUNPU_COMMENT_B_860_000_02	
BUNPU_COMMENT_B_860_000_03	
BUNPU_COMMENT_B_861_000_01	
BUNPU_COMMENT_B_861_000_02	
BUNPU_COMMENT_B_861_000_03	
BUNPU_COMMENT_B_840_000_01	会挂在树枝上
BUNPU_COMMENT_B_840_000_02	一摇树就会掉下来
BUNPU_COMMENT_B_840_000_03	不常出现
BUNPU_COMMENT_B_841_000_01	
BUNPU_COMMENT_B_841_000_02	
BUNPU_COMMENT_B_841_000_03	
BUNPU_COMMENT_B_842_000_01	
BUNPU_COMMENT_B_842_000_02	
BUNPU_COMMENT_B_842_000_03	
BUNPU_COMMENT_B_854_000_01	栖息在废墟
BUNPU_COMMENT_B_854_000_02	栖息在城镇附近
BUNPU_COMMENT_B_854_000_03	
BUNPU_COMMENT_B_854_001_01	栖息在城镇附近
BUNPU_COMMENT_B_854_001_02	极少出现
BUNPU_COMMENT_B_854_001_03	
BUNPU_COMMENT_B_855_000_01	
BUNPU_COMMENT_B_855_000_02	
BUNPU_COMMENT_B_855_000_03	
BUNPU_COMMENT_B_855_001_01	
BUNPU_COMMENT_B_855_001_02	
BUNPU_COMMENT_B_855_001_03	
BUNPU_COMMENT_B_856_000_01	栖息在池塘周围
BUNPU_COMMENT_B_856_000_02	
BUNPU_COMMENT_B_856_000_03	
BUNPU_COMMENT_B_857_000_01	栖息在池塘周围
BUNPU_COMMENT_B_857_000_02	
BUNPU_COMMENT_B_857_000_03	
BUNPU_COMMENT_B_858_000_01	
BUNPU_COMMENT_B_858_000_02	
BUNPU_COMMENT_B_858_000_03	
BUNPU_COMMENT_B_874_000_01	
BUNPU_COMMENT_B_874_000_02	
BUNPU_COMMENT_B_874_000_03	
BUNPU_COMMENT_B_875_000_01	栖息在大海
BUNPU_COMMENT_B_875_000_02	
BUNPU_COMMENT_B_875_000_03	
BUNPU_COMMENT_B_875_001_01	
BUNPU_COMMENT_B_875_001_02	
BUNPU_COMMENT_B_875_001_03	
BUNPU_COMMENT_B_885_000_01	栖息在湿地或水边
BUNPU_COMMENT_B_885_000_02	不常出现
BUNPU_COMMENT_B_885_000_03	
BUNPU_COMMENT_B_886_000_01	栖息在水边
BUNPU_COMMENT_B_886_000_02	成群结队时会为了保护伙伴而战
BUNPU_COMMENT_B_886_000_03	
BUNPU_COMMENT_B_887_000_01	
BUNPU_COMMENT_B_887_000_02	
BUNPU_COMMENT_B_887_000_03	
BUNPU_COMMENT_B_906_000_01	
BUNPU_COMMENT_B_906_000_02	
BUNPU_COMMENT_B_906_000_03	
BUNPU_COMMENT_B_907_000_01	
BUNPU_COMMENT_B_907_000_02	
BUNPU_COMMENT_B_907_000_03	
BUNPU_COMMENT_B_908_000_01	
BUNPU_COMMENT_B_908_000_02	
BUNPU_COMMENT_B_908_000_03	
BUNPU_COMMENT_B_909_000_01	
BUNPU_COMMENT_B_909_000_02	
BUNPU_COMMENT_B_909_000_03	
BUNPU_COMMENT_B_910_000_01	
BUNPU_COMMENT_B_910_000_02	
BUNPU_COMMENT_B_910_000_03	
BUNPU_COMMENT_B_911_000_01	
BUNPU_COMMENT_B_911_000_02	
BUNPU_COMMENT_B_911_000_03	
BUNPU_COMMENT_B_912_000_01	
BUNPU_COMMENT_B_912_000_02	
BUNPU_COMMENT_B_912_000_03	
BUNPU_COMMENT_B_913_000_01	
BUNPU_COMMENT_B_913_000_02	
BUNPU_COMMENT_B_913_000_03	
BUNPU_COMMENT_B_914_000_01	
BUNPU_COMMENT_B_914_000_02	
BUNPU_COMMENT_B_914_000_03	
BUNPU_COMMENT_B_915_000_01	栖息在南部
BUNPU_COMMENT_B_915_000_02	会埋头进食
BUNPU_COMMENT_B_915_000_03	
BUNPU_COMMENT_B_916_000_01	栖息在各地
BUNPU_COMMENT_B_916_000_02	会埋头进食
BUNPU_COMMENT_B_916_000_03	
BUNPU_COMMENT_B_916_001_01	栖息在各地
BUNPU_COMMENT_B_916_001_02	会埋头进食
BUNPU_COMMENT_B_916_001_03	
BUNPU_COMMENT_B_917_000_01	
BUNPU_COMMENT_B_917_000_02	
BUNPU_COMMENT_B_917_000_03	
BUNPU_COMMENT_B_917_001_01	
BUNPU_COMMENT_B_917_001_02	
BUNPU_COMMENT_B_917_001_03	
BUNPU_COMMENT_B_918_000_01	栖息在南部
BUNPU_COMMENT_B_918_000_02	会挂在树枝上
BUNPU_COMMENT_B_918_000_03	
BUNPU_COMMENT_B_919_000_01	会贴在树干上
BUNPU_COMMENT_B_919_000_02	会与飞天螳螂战斗
BUNPU_COMMENT_B_919_000_03	
BUNPU_COMMENT_B_920_000_01	栖息在各地
BUNPU_COMMENT_B_920_000_02	
BUNPU_COMMENT_B_920_000_03	
BUNPU_COMMENT_B_921_000_01	栖息在各地
BUNPU_COMMENT_B_921_000_02	
BUNPU_COMMENT_B_921_000_03	
BUNPU_COMMENT_B_922_000_01	栖息在烘烘沙漠
BUNPU_COMMENT_B_922_000_02	
BUNPU_COMMENT_B_922_000_03	
BUNPU_COMMENT_B_923_000_01	
BUNPU_COMMENT_B_923_000_02	
BUNPU_COMMENT_B_923_000_03	
BUNPU_COMMENT_B_924_000_01	栖息在霜抹山
BUNPU_COMMENT_B_924_000_02	会拟态并潜入地面
BUNPU_COMMENT_B_924_000_03	
BUNPU_COMMENT_B_925_000_01	栖息在各地
BUNPU_COMMENT_B_925_000_02	不常出现
BUNPU_COMMENT_B_925_000_03	会拟态并潜入地面
BUNPU_COMMENT_B_926_000_01	栖息在山上或沙漠
BUNPU_COMMENT_B_926_000_02	
BUNPU_COMMENT_B_926_000_03	
BUNPU_COMMENT_B_927_000_01	栖息在山上
BUNPU_COMMENT_B_927_000_02	
BUNPU_COMMENT_B_927_000_03	
BUNPU_COMMENT_B_928_000_01	
BUNPU_COMMENT_B_928_000_02	
BUNPU_COMMENT_B_928_000_03	
BUNPU_COMMENT_B_929_000_01	栖息在沙滩
BUNPU_COMMENT_B_929_000_02	一被发现就会藏到沙子中
BUNPU_COMMENT_B_929_000_03	
BUNPU_COMMENT_B_930_000_01	栖息在沙滩
BUNPU_COMMENT_B_930_000_02	一被发现就会藏到岩石中
BUNPU_COMMENT_B_930_000_03	
BUNPU_COMMENT_B_931_000_01	栖息在大锅湖
BUNPU_COMMENT_B_931_000_02	
BUNPU_COMMENT_B_931_000_03	
BUNPU_COMMENT_B_932_000_01	栖息在大海或湖泊
BUNPU_COMMENT_B_932_000_02	
BUNPU_COMMENT_B_932_000_03	
BUNPU_COMMENT_B_933_000_01	栖息在大海
BUNPU_COMMENT_B_933_000_02	
BUNPU_COMMENT_B_933_000_03	
BUNPU_COMMENT_B_934_000_01	
BUNPU_COMMENT_B_934_000_02	
BUNPU_COMMENT_B_934_000_03	
BUNPU_COMMENT_B_934_001_01	
BUNPU_COMMENT_B_934_001_02	
BUNPU_COMMENT_B_934_001_03	
BUNPU_COMMENT_B_935_000_01	栖息在橄榄田
BUNPU_COMMENT_B_935_000_02	
BUNPU_COMMENT_B_935_000_03	
BUNPU_COMMENT_B_936_000_01	喜欢待在花的附近
BUNPU_COMMENT_B_936_000_02	
BUNPU_COMMENT_B_936_000_03	
BUNPU_COMMENT_B_937_000_01	
BUNPU_COMMENT_B_937_000_02	
BUNPU_COMMENT_B_937_000_03	
BUNPU_COMMENT_B_938_000_01	栖息在山上或沙漠
BUNPU_COMMENT_B_938_000_02	
BUNPU_COMMENT_B_938_000_03	
BUNPU_COMMENT_B_939_000_01	栖息在山上
BUNPU_COMMENT_B_939_000_02	不常出现
BUNPU_COMMENT_B_939_000_03	
BUNPU_COMMENT_B_940_000_01	栖息在湿地或河边
BUNPU_COMMENT_B_940_000_02	
BUNPU_COMMENT_B_940_000_03	
BUNPU_COMMENT_B_941_000_01	栖息在河边
BUNPU_COMMENT_B_941_000_02	极少出现
BUNPU_COMMENT_B_941_000_03	
BUNPU_COMMENT_B_942_000_01	栖息在东第３区
BUNPU_COMMENT_B_942_000_02	
BUNPU_COMMENT_B_942_000_03	
BUNPU_COMMENT_B_943_000_01	栖息在东北部
BUNPU_COMMENT_B_943_000_02	
BUNPU_COMMENT_B_943_000_03	
BUNPU_COMMENT_B_944_000_01	栖息在沙漠
BUNPU_COMMENT_B_944_000_02	栖息在东第３区
BUNPU_COMMENT_B_944_000_03	对声音很敏感
BUNPU_COMMENT_B_945_000_01	栖息在城镇附近
BUNPU_COMMENT_B_945_000_02	不常出现
BUNPU_COMMENT_B_945_000_03	
BUNPU_COMMENT_B_946_000_01	
BUNPU_COMMENT_B_946_000_02	
BUNPU_COMMENT_B_946_000_03	
BUNPU_COMMENT_B_946_001_01	
BUNPU_COMMENT_B_946_001_02	
BUNPU_COMMENT_B_946_001_03	
BUNPU_COMMENT_B_947_000_01	栖息在霜抹山
BUNPU_COMMENT_B_947_000_02	
BUNPU_COMMENT_B_947_000_03	
BUNPU_COMMENT_B_948_000_01	栖息在有厚厚积雪的地方
BUNPU_COMMENT_B_948_000_02	不常出现
BUNPU_COMMENT_B_948_000_03	成群结队时有保护伙伴的意识
BUNPU_COMMENT_B_949_000_01	栖息在洞窟
BUNPU_COMMENT_B_949_000_02	栖息在有厚厚积雪的地方
BUNPU_COMMENT_B_949_000_03	极少出现
BUNPU_COMMENT_B_950_000_01	栖息在洞窟
BUNPU_COMMENT_B_950_000_02	极少出现
BUNPU_COMMENT_B_950_000_03	
BUNPU_COMMENT_B_951_000_01	
BUNPU_COMMENT_B_951_000_02	
BUNPU_COMMENT_B_951_000_03	
BUNPU_COMMENT_B_952_000_01	栖息在大锅湖
BUNPU_COMMENT_B_952_000_02	有时也会登上陆地
BUNPU_COMMENT_B_952_000_03	
BUNPU_COMMENT_B_952_001_01	栖息在大锅湖
BUNPU_COMMENT_B_952_001_02	有时也会登上陆地
BUNPU_COMMENT_B_952_001_03	
BUNPU_COMMENT_B_952_002_01	栖息在大锅湖
BUNPU_COMMENT_B_952_002_02	有时也会登上陆地
BUNPU_COMMENT_B_952_002_03	
BUNPU_COMMENT_B_953_000_01	栖息在各地
BUNPU_COMMENT_B_953_000_02	会在陆地上跑来跑去
BUNPU_COMMENT_B_953_000_03	
BUNPU_COMMENT_B_954_000_01	栖息在南部
BUNPU_COMMENT_B_954_000_02	极少出现
BUNPU_COMMENT_B_954_000_03	
BUNPU_COMMENT_B_955_000_01	栖息在各地
BUNPU_COMMENT_B_955_000_02	不常出现
BUNPU_COMMENT_B_955_000_03	
BUNPU_COMMENT_B_956_000_01	
BUNPU_COMMENT_B_956_000_02	
BUNPU_COMMENT_B_956_000_03	
BUNPU_COMMENT_B_957_000_01	栖息在海边
BUNPU_COMMENT_B_957_000_02	白天会飞在海上
BUNPU_COMMENT_B_957_000_03	
BUNPU_COMMENT_B_958_000_01	栖息在海边
BUNPU_COMMENT_B_958_000_02	白天会飞在海上
BUNPU_COMMENT_B_958_000_03	
BUNPU_COMMENT_B_959_000_01	栖息在西部
BUNPU_COMMENT_B_959_000_02	白天会飞在海上
BUNPU_COMMENT_B_959_000_03	不常出现
BUNPU_COMMENT_B_960_000_01	栖息在城镇附近
BUNPU_COMMENT_B_960_000_02	
BUNPU_COMMENT_B_960_000_03	
BUNPU_COMMENT_B_960_001_01	栖息在城镇附近
BUNPU_COMMENT_B_960_001_02	
BUNPU_COMMENT_B_960_001_03	
BUNPU_COMMENT_B_960_002_01	栖息在城镇附近
BUNPU_COMMENT_B_960_002_02	
BUNPU_COMMENT_B_960_002_03	
BUNPU_COMMENT_B_960_003_01	栖息在城镇附近
BUNPU_COMMENT_B_960_003_02	不常出现
BUNPU_COMMENT_B_960_003_03	
BUNPU_COMMENT_B_961_000_01	栖息在湿地或水边
BUNPU_COMMENT_B_961_000_02	
BUNPU_COMMENT_B_961_000_03	
BUNPU_COMMENT_B_962_000_01	会贴在岩壁上
BUNPU_COMMENT_B_962_000_02	
BUNPU_COMMENT_B_962_000_03	
BUNPU_COMMENT_B_963_000_01	栖息在岩石地带
BUNPU_COMMENT_B_963_000_02	栖息在沙滩
BUNPU_COMMENT_B_963_000_03	
BUNPU_COMMENT_B_964_000_01	栖息在岩石地带
BUNPU_COMMENT_B_964_000_02	栖息在沙滩
BUNPU_COMMENT_B_964_000_03	
BUNPU_COMMENT_B_965_000_01	
BUNPU_COMMENT_B_965_000_02	
BUNPU_COMMENT_B_965_000_03	
BUNPU_COMMENT_B_966_000_01	会贴在洞窟的墙壁上
BUNPU_COMMENT_B_966_000_02	极少出现
BUNPU_COMMENT_B_966_000_03	
BUNPU_COMMENT_B_967_000_01	会贴在洞窟的墙壁上
BUNPU_COMMENT_B_967_000_02	
BUNPU_COMMENT_B_967_000_03	
BUNPU_COMMENT_B_968_000_01	喜欢待在树旁
BUNPU_COMMENT_B_968_000_02	
BUNPU_COMMENT_B_968_000_03	
BUNPU_COMMENT_B_969_000_01	在树上生活
BUNPU_COMMENT_B_969_000_02	
BUNPU_COMMENT_B_969_000_03	
BUNPU_COMMENT_B_970_000_01	栖息在城镇附近
BUNPU_COMMENT_B_970_000_02	
BUNPU_COMMENT_B_970_000_03	
BUNPU_COMMENT_B_971_000_01	栖息在城镇附近
BUNPU_COMMENT_B_971_000_02	
BUNPU_COMMENT_B_971_000_03	
BUNPU_COMMENT_B_972_000_01	栖息在西部
BUNPU_COMMENT_B_972_000_02	
BUNPU_COMMENT_B_972_000_03	
BUNPU_COMMENT_B_973_000_01	栖息在西部
BUNPU_COMMENT_B_973_000_02	
BUNPU_COMMENT_B_973_000_03	
BUNPU_COMMENT_B_974_000_01	栖息在烘烘沙漠
BUNPU_COMMENT_B_974_000_02	栖息在东第３区
BUNPU_COMMENT_B_974_000_03	会被风吹得滚来滚去
BUNPU_COMMENT_B_975_000_01	栖息在北部
BUNPU_COMMENT_B_975_000_02	极少出现
BUNPU_COMMENT_B_975_000_03	会被风吹得滚来滚去
BUNPU_COMMENT_B_976_000_01	
BUNPU_COMMENT_B_976_000_02	
BUNPU_COMMENT_B_976_000_03	
BUNPU_COMMENT_B_976_001_01	
BUNPU_COMMENT_B_976_001_02	
BUNPU_COMMENT_B_976_001_03	
BUNPU_COMMENT_B_977_000_01	
BUNPU_COMMENT_B_977_000_02	
BUNPU_COMMENT_B_977_000_03	
BUNPU_COMMENT_B_978_000_01	
BUNPU_COMMENT_B_978_000_02	
BUNPU_COMMENT_B_978_000_03	
BUNPU_COMMENT_B_979_000_01	
BUNPU_COMMENT_B_979_000_02	
BUNPU_COMMENT_B_979_000_03	
BUNPU_COMMENT_B_981_000_01	
BUNPU_COMMENT_B_981_000_02	
BUNPU_COMMENT_B_981_000_03	
BUNPU_COMMENT_B_982_000_01	
BUNPU_COMMENT_B_982_000_02	
BUNPU_COMMENT_B_982_000_03	
BUNPU_COMMENT_B_983_000_01	
BUNPU_COMMENT_B_983_000_02	
BUNPU_COMMENT_B_983_000_03	
BUNPU_COMMENT_B_984_000_01	
BUNPU_COMMENT_B_984_000_02	
BUNPU_COMMENT_B_984_000_03	
BUNPU_COMMENT_B_985_000_01	
BUNPU_COMMENT_B_985_000_02	
BUNPU_COMMENT_B_985_000_03	
BUNPU_COMMENT_B_986_000_01	栖息在第零区
BUNPU_COMMENT_B_986_000_02	
BUNPU_COMMENT_B_986_000_03	
BUNPU_COMMENT_B_988_000_01	栖息在第零区
BUNPU_COMMENT_B_988_000_02	
BUNPU_COMMENT_B_988_000_03	
BUNPU_COMMENT_B_989_000_01	栖息在第零区
BUNPU_COMMENT_B_989_000_02	
BUNPU_COMMENT_B_989_000_03	
BUNPU_COMMENT_B_990_000_01	栖息在第零区
BUNPU_COMMENT_B_990_000_02	
BUNPU_COMMENT_B_990_000_03	
BUNPU_COMMENT_B_991_000_01	栖息在第零区
BUNPU_COMMENT_B_991_000_02	
BUNPU_COMMENT_B_991_000_03	
BUNPU_COMMENT_B_992_000_01	栖息在第零区
BUNPU_COMMENT_B_992_000_02	
BUNPU_COMMENT_B_992_000_03	
BUNPU_COMMENT_B_993_000_01	栖息在第零区
BUNPU_COMMENT_B_993_000_02	
BUNPU_COMMENT_B_993_000_03	
BUNPU_COMMENT_B_994_000_01	
BUNPU_COMMENT_B_994_000_02	
BUNPU_COMMENT_B_994_000_03	
BUNPU_COMMENT_B_995_000_01	
BUNPU_COMMENT_B_995_000_02	
BUNPU_COMMENT_B_995_000_03	
BUNPU_COMMENT_B_996_000_01	
BUNPU_COMMENT_B_996_000_02	
BUNPU_COMMENT_B_996_000_03	
BUNPU_COMMENT_B_997_000_01	
BUNPU_COMMENT_B_997_000_02	
BUNPU_COMMENT_B_997_000_03	
BUNPU_COMMENT_B_998_000_01	
BUNPU_COMMENT_B_998_000_02	
BUNPU_COMMENT_B_998_000_03	
BUNPU_COMMENT_B_998_001_01	
BUNPU_COMMENT_B_998_001_02	
BUNPU_COMMENT_B_998_001_03	
BUNPU_COMMENT_B_998_002_01	
BUNPU_COMMENT_B_998_002_02	
BUNPU_COMMENT_B_998_002_03	
BUNPU_COMMENT_B_998_003_01	
BUNPU_COMMENT_B_998_003_02	
BUNPU_COMMENT_B_998_003_03	
BUNPU_COMMENT_B_998_004_01	
BUNPU_COMMENT_B_998_004_02	
BUNPU_COMMENT_B_998_004_03	
BUNPU_COMMENT_B_999_000_01	
BUNPU_COMMENT_B_999_000_02	
BUNPU_COMMENT_B_999_000_03	
BUNPU_COMMENT_B_999_001_01	
BUNPU_COMMENT_B_999_001_02	
BUNPU_COMMENT_B_999_001_03	
BUNPU_COMMENT_B_999_002_01	
BUNPU_COMMENT_B_999_002_02	
BUNPU_COMMENT_B_999_002_03	
BUNPU_COMMENT_B_999_003_01	
BUNPU_COMMENT_B_999_003_02	
BUNPU_COMMENT_B_999_003_03	
BUNPU_COMMENT_B_999_004_01	
BUNPU_COMMENT_B_999_004_02	
BUNPU_COMMENT_B_999_004_03	
BUNPU_COMMENT_B_1000_000_01	栖息在废墟
BUNPU_COMMENT_B_1000_000_02	不常出现
BUNPU_COMMENT_B_1000_000_03	
BUNPU_COMMENT_B_1001_000_01	栖息在废墟
BUNPU_COMMENT_B_1001_000_02	栖息在东北部
BUNPU_COMMENT_B_1001_000_03	
BUNPU_COMMENT_B_1002_000_01	
BUNPU_COMMENT_B_1002_000_02	
BUNPU_COMMENT_B_1002_000_03	
BUNPU_COMMENT_B_1003_000_01	栖息在各地
BUNPU_COMMENT_B_1003_000_02	极少出现
BUNPU_COMMENT_B_1003_000_03	
BUNPU_COMMENT_B_1004_000_01	
BUNPU_COMMENT_B_1004_000_02	
BUNPU_COMMENT_B_1004_000_03	
BUNPU_COMMENT_B_1005_000_01	
BUNPU_COMMENT_B_1005_000_02	
BUNPU_COMMENT_B_1005_000_03	
BUNPU_COMMENT_B_1006_000_01	会贴在树根上
BUNPU_COMMENT_B_1006_000_02	极少出现
BUNPU_COMMENT_B_1006_000_03	逃跑的速度很快
BUNPU_COMMENT_B_1007_000_01	喜欢待在树旁
BUNPU_COMMENT_B_1007_000_02	逃跑的速度很快
BUNPU_COMMENT_B_1007_000_03	
BUNPU_COMMENT_B_1008_000_01	
BUNPU_COMMENT_B_1008_000_02	
BUNPU_COMMENT_B_1008_000_03	
BUNPU_COMMENT_B_194_001_01	栖息在池塘周围
BUNPU_COMMENT_B_194_001_02	栖息在湿地
BUNPU_COMMENT_B_194_001_03	会在泥中睡觉
BUNPU_COMMENT_B_1009_000_01	栖息在池塘或湿地
BUNPU_COMMENT_B_1009_000_02	
BUNPU_COMMENT_B_1009_000_03	
BUNPU_COMMENT_B_1010_000_01	
BUNPU_COMMENT_B_1010_000_02	
BUNPU_COMMENT_B_1010_000_03	
bunpu_comment_dlc1_A.dat
BUNPU_COMMENT_DLC1_A_023_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_023_000_02	栖息在草原
BUNPU_COMMENT_DLC1_A_023_000_03	栖息在山上
BUNPU_COMMENT_DLC1_A_024_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_024_000_02	极少出现
BUNPU_COMMENT_DLC1_A_024_000_03	
BUNPU_COMMENT_DLC1_A_025_000_01	栖息在草原
BUNPU_COMMENT_DLC1_A_025_000_02	不常出现
BUNPU_COMMENT_DLC1_A_025_000_03	
BUNPU_COMMENT_DLC1_A_025_001_01	
BUNPU_COMMENT_DLC1_A_025_001_02	
BUNPU_COMMENT_DLC1_A_025_001_03	
BUNPU_COMMENT_DLC1_A_025_002_01	
BUNPU_COMMENT_DLC1_A_025_002_02	
BUNPU_COMMENT_DLC1_A_025_002_03	
BUNPU_COMMENT_DLC1_A_025_003_01	
BUNPU_COMMENT_DLC1_A_025_003_02	
BUNPU_COMMENT_DLC1_A_025_003_03	
BUNPU_COMMENT_DLC1_A_025_004_01	
BUNPU_COMMENT_DLC1_A_025_004_02	
BUNPU_COMMENT_DLC1_A_025_004_03	
BUNPU_COMMENT_DLC1_A_025_005_01	
BUNPU_COMMENT_DLC1_A_025_005_02	
BUNPU_COMMENT_DLC1_A_025_005_03	
BUNPU_COMMENT_DLC1_A_025_006_01	
BUNPU_COMMENT_DLC1_A_025_006_02	
BUNPU_COMMENT_DLC1_A_025_006_03	
BUNPU_COMMENT_DLC1_A_025_007_01	
BUNPU_COMMENT_DLC1_A_025_007_02	
BUNPU_COMMENT_DLC1_A_025_007_03	
BUNPU_COMMENT_DLC1_A_025_008_01	
BUNPU_COMMENT_DLC1_A_025_008_02	
BUNPU_COMMENT_DLC1_A_025_008_03	
BUNPU_COMMENT_DLC1_A_025_009_01	
BUNPU_COMMENT_DLC1_A_025_009_02	
BUNPU_COMMENT_DLC1_A_025_009_03	
BUNPU_COMMENT_DLC1_A_026_000_01	
BUNPU_COMMENT_DLC1_A_026_000_02	
BUNPU_COMMENT_DLC1_A_026_000_03	
BUNPU_COMMENT_DLC1_A_026_001_01	
BUNPU_COMMENT_DLC1_A_026_001_02	
BUNPU_COMMENT_DLC1_A_026_001_03	
BUNPU_COMMENT_DLC1_A_027_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_027_000_02	栖息在山上或洞窟
BUNPU_COMMENT_DLC1_A_027_000_03	
BUNPU_COMMENT_DLC1_A_027_001_01	
BUNPU_COMMENT_DLC1_A_027_001_02	
BUNPU_COMMENT_DLC1_A_027_001_03	
BUNPU_COMMENT_DLC1_A_028_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_028_000_02	不常出现
BUNPU_COMMENT_DLC1_A_028_000_03	
BUNPU_COMMENT_DLC1_A_028_001_01	
BUNPU_COMMENT_DLC1_A_028_001_02	
BUNPU_COMMENT_DLC1_A_028_001_03	
BUNPU_COMMENT_DLC1_A_035_000_01	栖息在洞窟
BUNPU_COMMENT_DLC1_A_035_000_02	会在晚上积极活动
BUNPU_COMMENT_DLC1_A_035_000_03	
BUNPU_COMMENT_DLC1_A_036_000_01	
BUNPU_COMMENT_DLC1_A_036_000_02	
BUNPU_COMMENT_DLC1_A_036_000_03	
BUNPU_COMMENT_DLC1_A_037_000_01	栖息在草原
BUNPU_COMMENT_DLC1_A_037_000_02	栖息在竹林
BUNPU_COMMENT_DLC1_A_037_000_03	
BUNPU_COMMENT_DLC1_A_037_001_01	
BUNPU_COMMENT_DLC1_A_037_001_02	
BUNPU_COMMENT_DLC1_A_037_001_03	
BUNPU_COMMENT_DLC1_A_038_000_01	
BUNPU_COMMENT_DLC1_A_038_000_02	
BUNPU_COMMENT_DLC1_A_038_000_03	
BUNPU_COMMENT_DLC1_A_038_001_01	
BUNPU_COMMENT_DLC1_A_038_001_02	
BUNPU_COMMENT_DLC1_A_038_001_03	
BUNPU_COMMENT_DLC1_A_056_000_01	栖息在草原
BUNPU_COMMENT_DLC1_A_056_000_02	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_056_000_03	
BUNPU_COMMENT_DLC1_A_057_000_01	栖息在草原
BUNPU_COMMENT_DLC1_A_057_000_02	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_057_000_03	不常出现
BUNPU_COMMENT_DLC1_A_058_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_058_000_02	栖息在草原
BUNPU_COMMENT_DLC1_A_058_000_03	栖息在山上
BUNPU_COMMENT_DLC1_A_058_001_01	
BUNPU_COMMENT_DLC1_A_058_001_02	
BUNPU_COMMENT_DLC1_A_058_001_03	
BUNPU_COMMENT_DLC1_A_059_000_01	
BUNPU_COMMENT_DLC1_A_059_000_02	
BUNPU_COMMENT_DLC1_A_059_000_03	
BUNPU_COMMENT_DLC1_A_059_001_01	
BUNPU_COMMENT_DLC1_A_059_001_02	
BUNPU_COMMENT_DLC1_A_059_001_03	
BUNPU_COMMENT_DLC1_A_060_000_01	栖息在池塘或湖泊
BUNPU_COMMENT_DLC1_A_060_000_02	栖息在河边
BUNPU_COMMENT_DLC1_A_060_000_03	
BUNPU_COMMENT_DLC1_A_061_000_01	栖息在池塘或湖泊
BUNPU_COMMENT_DLC1_A_061_000_02	不常出现
BUNPU_COMMENT_DLC1_A_061_000_03	
BUNPU_COMMENT_DLC1_A_062_000_01	
BUNPU_COMMENT_DLC1_A_062_000_02	
BUNPU_COMMENT_DLC1_A_062_000_03	
BUNPU_COMMENT_DLC1_A_069_000_01	栖息在草原
BUNPU_COMMENT_DLC1_A_069_000_02	
BUNPU_COMMENT_DLC1_A_069_000_03	
BUNPU_COMMENT_DLC1_A_070_000_01	栖息在草原
BUNPU_COMMENT_DLC1_A_070_000_02	
BUNPU_COMMENT_DLC1_A_070_000_03	
BUNPU_COMMENT_DLC1_A_071_000_01	
BUNPU_COMMENT_DLC1_A_071_000_02	
BUNPU_COMMENT_DLC1_A_071_000_03	
BUNPU_COMMENT_DLC1_A_074_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_074_000_02	栖息在山上
BUNPU_COMMENT_DLC1_A_074_000_03	
BUNPU_COMMENT_DLC1_A_074_001_01	
BUNPU_COMMENT_DLC1_A_074_001_02	
BUNPU_COMMENT_DLC1_A_074_001_03	
BUNPU_COMMENT_DLC1_A_075_000_01	栖息在岩石地带
BUNPU_COMMENT_DLC1_A_075_000_02	栖息在山上
BUNPU_COMMENT_DLC1_A_075_000_03	
