another_name.dat
msg_another_name_00	カロスチャンピオン　[VAR 0102(0000)]
BUNPU_COMMENT_DLC2_A_739_000_01	コーストエリアに生息している
BUNPU_COMMENT_DLC2_A_739_000_02	ポーラエリアに生息している
BUNPU_COMMENT_DLC2_A_739_000_03	
BUNPU_COMMENT_DLC2_A_740_000_01	ポーラエリアに生息している
BUNPU_COMMENT_DLC2_A_740_000_02	
BUNPU_COMMENT_DLC2_A_740_000_03	
BUNPU_COMMENT_DLC2_A_741_000_01	
BUNPU_COMMENT_DLC2_A_741_000_02	
BUNPU_COMMENT_DLC2_A_741_000_03	
BUNPU_COMMENT_DLC2_A_741_001_01	
BUNPU_COMMENT_DLC2_A_741_001_02	
BUNPU_COMMENT_DLC2_A_741_001_03	
BUNPU_COMMENT_DLC2_A_741_002_01	コーストエリアに生息している
BUNPU_COMMENT_DLC2_A_741_002_02	
BUNPU_COMMENT_DLC2_A_741_002_03	
BUNPU_COMMENT_DLC2_A_741_003_01	
BUNPU_COMMENT_DLC2_A_741_003_02	
BUNPU_COMMENT_DLC2_A_741_003_03	
BUNPU_COMMENT_DLC2_A_751_000_01	サバンナエリアに生息している
BUNPU_COMMENT_DLC2_A_751_000_02	コーストエリアに生息している
BUNPU_COMMENT_DLC2_A_751_000_03	
BUNPU_COMMENT_DLC2_A_752_000_01	コーストエリアに生息している
BUNPU_COMMENT_DLC2_A_752_000_02	
BUNPU_COMMENT_DLC2_A_752_000_03	
BUNPU_COMMENT_DLC2_A_764_000_01	コーストエリアに生息している
BUNPU_COMMENT_DLC2_A_764_000_02	
BUNPU_COMMENT_DLC2_A_764_000_03	
BUNPU_COMMENT_DLC2_A_774_000_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_000_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_000_03	
BUNPU_COMMENT_DLC2_A_774_001_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_001_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_001_03	
BUNPU_COMMENT_DLC2_A_774_002_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_002_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_002_03	
BUNPU_COMMENT_DLC2_A_774_003_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_003_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_003_03	
BUNPU_COMMENT_DLC2_A_774_004_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_004_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_004_03	
BUNPU_COMMENT_DLC2_A_774_005_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_005_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_005_03	
BUNPU_COMMENT_DLC2_A_774_006_01	多くのエリアに生息している
BUNPU_COMMENT_DLC2_A_774_006_02	洞くつに生息している
BUNPU_COMMENT_DLC2_A_774_006_03	
BUNPU_COMMENT_DLC2_A_774_007_01	
BUNPU_COMMENT_DLC2_A_774_007_02	
BUNPU_COMMENT_DLC2_A_774_007_03	
BUNPU_COMMENT_DLC2_A_774_008_01	
BUNPU_COMMENT_DLC2_A_774_008_02	
BUNPU_COMMENT_DLC2_A_774_008_03	
BUNPU_COMMENT_DLC2_A_774_009_01	
BUNPU_COMMENT_DLC2_A_774_009_02	
BUNPU_COMMENT_DLC2_A_774_009_03	
BUNPU_COMMENT_DLC2_A_774_010_01	
BUNPU_COMMENT_DLC2_A_774_010_02	
BUNPU_COMMENT_DLC2_A_774_010_03	
BUNPU_COMMENT_DLC2_A_774_011_01	
BUNPU_COMMENT_DLC2_A_774_011_02	
BUNPU_COMMENT_DLC2_A_774_011_03	
BUNPU_COMMENT_DLC2_A_774_012_01	
BUNPU_COMMENT_DLC2_A_774_012_02	
BUNPU_COMMENT_DLC2_A_774_012_03	
BUNPU_COMMENT_DLC2_A_774_013_01	
BUNPU_COMMENT_DLC2_A_774_013_02	
BUNPU_COMMENT_DLC2_A_774_013_03	
BUNPU_COMMENT_DLC2_A_779_000_01	サバンナエリアに生息している
BUNPU_COMMENT_DLC2_A_779_000_02	
BUNPU_COMMENT_DLC2_A_779_000_03	
BUNPU_COMMENT_DLC2_A_810_000_01	コーストエリアに適応できる
BUNPU_COMMENT_DLC2_A_810_000_02	環境を整備すると生息し始める
BUNPU_COMMENT_DLC2_A_810_000_03	
BUNPU_COMMENT_DLC2_A_811_000_01	
BUNPU_COMMENT_DLC2_A_811_000_02	
BUNPU_COMMENT_DLC2_A_811_000_03	
BUNPU_COMMENT_DLC2_A_812_000_01	
BUNPU_COMMENT_DLC2_A_812_000_02	
BUNPU_COMMENT_DLC2_A_812_000_03	
BUNPU_COMMENT_DLC2_A_813_000_01	ポーラエリアに適応できる
BUNPU_COMMENT_DLC2_A_813_000_02	環境を整備すると生息し始める
BUNPU_COMMENT_DLC2_A_813_000_03	
BUNPU_COMMENT_DLC2_A_814_000_01	
BUNPU_COMMENT_DLC2_A_814_000_02	
BUNPU_COMMENT_DLC2_A_814_000_03	
BUNPU_COMMENT_DLC2_A_815_000_01	
BUNPU_COMMENT_DLC2_A_815_000_02	
BUNPU_COMMENT_DLC2_A_815_000_03	
BUNPU_COMMENT_DLC2_A_816_000_01	サバンナエリアに適応できる
BUNPU_COMMENT_DLC2_A_816_000_02	環境を整備すると生息し始める
BUNPU_COMMENT_DLC2_A_816_000_03	
BUNPU_COMMENT_DLC2_A_817_000_01	
BUNPU_COMMENT_DLC2_A_817_000_02	
BUNPU_COMMENT_DLC2_A_817_000_03	
BUNPU_COMMENT_DLC2_A_818_000_01	
BUNPU_COMMENT_DLC2_A_818_000_02	
BUNPU_COMMENT_DLC2_A_818_000_03	
BUNPU_COMMENT_DLC2_A_854_000_01	キャニオンエリアに生息している
BUNPU_COMMENT_DLC2_A_854_000_02	
BUNPU_COMMENT_DLC2_A_854_000_03	
BUNPU_COMMENT_DLC2_A_854_001_01	キャニオンエリアに生息している
BUNPU_COMMENT_DLC2_A_854_001_02	めったに見かけない
BUNPU_COMMENT_DLC2_A_854_001_03	
BUNPU_COMMENT_DLC2_A_855_000_01	
BUNPU_COMMENT_DLC2_A_855_000_02	
BUNPU_COMMENT_DLC2_A_855_000_03	
BUNPU_COMMENT_DLC2_A_855_001_01	
BUNPU_COMMENT_DLC2_A_855_001_02	
BUNPU_COMMENT_DLC2_A_855_001_03	
BUNPU_COMMENT_DLC2_A_868_000_01	ポーラエリアに生息している
BUNPU_COMMENT_DLC2_A_868_000_02	
BUNPU_COMMENT_DLC2_A_868_000_03	
BUNPU_COMMENT_DLC2_A_869_000_01	
BUNPU_COMMENT_DLC2_A_869_000_02	
BUNPU_COMMENT_DLC2_A_869_000_03	
BUNPU_COMMENT_DLC2_A_869_001_01	
BUNPU_COMMENT_DLC2_A_869_001_02	
BUNPU_COMMENT_DLC2_A_869_001_03	
BUNPU_COMMENT_DLC2_A_869_002_01	
BUNPU_COMMENT_DLC2_A_869_002_02	
BUNPU_COMMENT_DLC2_A_869_002_03	
BUNPU_COMMENT_DLC2_A_869_003_01	
BUNPU_COMMENT_DLC2_A_869_003_02	
BUNPU_COMMENT_DLC2_A_869_003_03	
BUNPU_COMMENT_DLC2_A_869_004_01	
BUNPU_COMMENT_DLC2_A_869_004_02	
BUNPU_COMMENT_DLC2_A_869_004_03	
BUNPU_COMMENT_DLC2_A_869_005_01	
BUNPU_COMMENT_DLC2_A_869_005_02	
BUNPU_COMMENT_DLC2_A_869_005_03	
BUNPU_COMMENT_DLC2_A_869_006_01	
BUNPU_COMMENT_DLC2_A_869_006_02	
BUNPU_COMMENT_DLC2_A_869_006_03	
BUNPU_COMMENT_DLC2_A_869_007_01	
BUNPU_COMMENT_DLC2_A_869_007_02	
BUNPU_COMMENT_DLC2_A_869_007_03	
BUNPU_COMMENT_DLC2_A_869_008_01	
BUNPU_COMMENT_DLC2_A_869_008_02	
BUNPU_COMMENT_DLC2_A_869_008_03	
BUNPU_COMMENT_DLC2_A_884_000_01	ポーラエリアに生息している
BUNPU_COMMENT_DLC2_A_884_000_02	
BUNPU_COMMENT_DLC2_A_884_000_03	
BUNPU_COMMENT_DLC2_A_900_000_01	キャニオンエリアに生息している
BUNPU_COMMENT_DLC2_A_900_000_02	あまり見かけない
BUNPU_COMMENT_DLC2_A_900_000_03	
BUNPU_COMMENT_DLC2_A_904_000_01	
BUNPU_COMMENT_DLC2_A_904_000_02	
BUNPU_COMMENT_DLC2_A_904_000_03	
BUNPU_COMMENT_DLC2_A_922_000_01	サバンナエリアに生息している
BUNPU_COMMENT_DLC2_A_922_000_02	
BUNPU_COMMENT_DLC2_A_922_000_03	
BUNPU_COMMENT_DLC2_A_923_000_01	サバンナエリアに生息している
BUNPU_COMMENT_DLC2_A_923_000_02	あまり見かけない
BUNPU_COMMENT_DLC2_A_923_000_03	
BUNPU_COMMENT_DLC2_A_928_000_01	サバンナエリアに生息している
BUNPU_COMMENT_DLC2_A_928_000_02	
BUNPU_COMMENT_DLC2_A_928_000_03	
BUNPU_COMMENT_DLC2_A_980_000_01	
BUNPU_COMMENT_DLC2_A_980_000_02	
BUNPU_COMMENT_DLC2_A_980_000_03	
BUNPU_COMMENT_DLC2_A_987_000_01	
BUNPU_COMMENT_DLC2_A_987_000_02	
BUNPU_COMMENT_DLC2_A_987_000_03	
BUNPU_COMMENT_DLC2_A_1013_000_01	
BUNPU_COMMENT_DLC2_A_1013_000_02	
BUNPU_COMMENT_DLC2_A_1013_000_03	
BUNPU_COMMENT_DLC2_A_1017_000_01	
BUNPU_COMMENT_DLC2_A_1017_000_02	
BUNPU_COMMENT_DLC2_A_1017_000_03	
BUNPU_COMMENT_DLC2_A_1018_000_01	
BUNPU_COMMENT_DLC2_A_1018_000_02	
BUNPU_COMMENT_DLC2_A_1018_000_03	
BUNPU_COMMENT_DLC2_A_1019_000_01	
BUNPU_COMMENT_DLC2_A_1019_000_02	
BUNPU_COMMENT_DLC2_A_1019_000_03	
BUNPU_COMMENT_DLC2_A_1020_000_01	
BUNPU_COMMENT_DLC2_A_1020_000_02	
BUNPU_COMMENT_DLC2_A_1020_000_03	
BUNPU_COMMENT_DLC2_A_1021_000_01	
BUNPU_COMMENT_DLC2_A_1021_000_02	
BUNPU_COMMENT_DLC2_A_1021_000_03	
BUNPU_COMMENT_DLC2_A_1021_001_01	
BUNPU_COMMENT_DLC2_A_1021_001_02	
BUNPU_COMMENT_DLC2_A_1021_001_03	
BUNPU_COMMENT_DLC2_A_1021_002_01	
BUNPU_COMMENT_DLC2_A_1021_002_02	
BUNPU_COMMENT_DLC2_A_1021_002_03	
BUNPU_COMMENT_DLC2_A_1022_000_01	
BUNPU_COMMENT_DLC2_A_1022_000_02	
BUNPU_COMMENT_DLC2_A_1022_000_03	
BUNPU_COMMENT_DLC2_A_1023_000_01	
BUNPU_COMMENT_DLC2_A_1023_000_02	
BUNPU_COMMENT_DLC2_A_1023_000_03	
bunpu_comment_dlc2_B.dat
BUNPU_COMMENT_DLC2_B_001_000_01	
BUNPU_COMMENT_DLC2_B_001_000_02	
BUNPU_COMMENT_DLC2_B_001_000_03	
BUNPU_COMMENT_DLC2_B_002_000_01	
BUNPU_COMMENT_DLC2_B_002_000_02	
BUNPU_COMMENT_DLC2_B_002_000_03	
BUNPU_COMMENT_DLC2_B_003_000_01	
BUNPU_COMMENT_DLC2_B_003_000_02	
BUNPU_COMMENT_DLC2_B_003_000_03	
BUNPU_COMMENT_DLC2_B_003_001_01	
BUNPU_COMMENT_DLC2_B_003_001_02	
BUNPU_COMMENT_DLC2_B_003_001_03	
BUNPU_COMMENT_DLC2_B_004_000_01	
BUNPU_COMMENT_DLC2_B_004_000_02	
BUNPU_COMMENT_DLC2_B_004_000_03	
BUNPU_COMMENT_DLC2_B_005_000_01	
BUNPU_COMMENT_DLC2_B_005_000_02	
BUNPU_COMMENT_DLC2_B_005_000_03	
BUNPU_COMMENT_DLC2_B_006_000_01	
BUNPU_COMMENT_DLC2_B_006_000_02	
BUNPU_COMMENT_DLC2_B_006_000_03	
BUNPU_COMMENT_DLC2_B_006_001_01	
BUNPU_COMMENT_DLC2_B_006_001_02	
BUNPU_COMMENT_DLC2_B_006_001_03	
BUNPU_COMMENT_DLC2_B_006_002_01	
BUNPU_COMMENT_DLC2_B_006_002_02	
BUNPU_COMMENT_DLC2_B_006_002_03	
BUNPU_COMMENT_DLC2_B_007_000_01	
BUNPU_COMMENT_DLC2_B_007_000_02	
BUNPU_COMMENT_DLC2_B_007_000_03	
BUNPU_COMMENT_DLC2_B_008_000_01	
BUNPU_COMMENT_DLC2_B_008_000_02	
BUNPU_COMMENT_DLC2_B_008_000_03	
BUNPU_COMMENT_DLC2_B_009_000_01	
BUNPU_COMMENT_DLC2_B_009_000_02	
BUNPU_COMMENT_DLC2_B_009_000_03	
BUNPU_COMMENT_DLC2_B_009_001_01	
BUNPU_COMMENT_DLC2_B_009_001_02	
BUNPU_COMMENT_DLC2_B_009_001_03	
BUNPU_COMMENT_DLC2_B_027_000_01	
BUNPU_COMMENT_DLC2_B_027_000_02	
BUNPU_COMMENT_DLC2_B_027_000_03	
BUNPU_COMMENT_DLC2_B_027_001_01	
BUNPU_COMMENT_DLC2_B_027_001_02	
BUNPU_COMMENT_DLC2_B_027_001_03	
BUNPU_COMMENT_DLC2_B_028_000_01	
BUNPU_COMMENT_DLC2_B_028_000_02	
BUNPU_COMMENT_DLC2_B_028_000_03	
BUNPU_COMMENT_DLC2_B_028_001_01	
BUNPU_COMMENT_DLC2_B_028_001_02	
BUNPU_COMMENT_DLC2_B_028_001_03	
BUNPU_COMMENT_DLC2_B_037_000_01	
BUNPU_COMMENT_DLC2_B_037_000_02	
BUNPU_COMMENT_DLC2_B_037_000_03	
BUNPU_COMMENT_DLC2_B_037_001_01	
BUNPU_COMMENT_DLC2_B_037_001_02	
BUNPU_COMMENT_DLC2_B_037_001_03	
BUNPU_COMMENT_DLC2_B_038_000_01	
BUNPU_COMMENT_DLC2_B_038_000_02	
BUNPU_COMMENT_DLC2_B_038_000_03	
BUNPU_COMMENT_DLC2_B_038_001_01	
BUNPU_COMMENT_DLC2_B_038_001_02	
BUNPU_COMMENT_DLC2_B_038_001_03	
BUNPU_COMMENT_DLC2_B_043_000_01	
BUNPU_COMMENT_DLC2_B_043_000_02	
BUNPU_COMMENT_DLC2_B_043_000_03	
BUNPU_COMMENT_DLC2_B_044_000_01	
BUNPU_COMMENT_DLC2_B_044_000_02	
BUNPU_COMMENT_DLC2_B_044_000_03	
BUNPU_COMMENT_DLC2_B_045_000_01	
BUNPU_COMMENT_DLC2_B_045_000_02	
BUNPU_COMMENT_DLC2_B_045_000_03	
BUNPU_COMMENT_DLC2_B_048_000_01	
BUNPU_COMMENT_DLC2_B_048_000_02	
BUNPU_COMMENT_DLC2_B_048_000_03	
BUNPU_COMMENT_DLC2_B_049_000_01	
BUNPU_COMMENT_DLC2_B_049_000_02	
BUNPU_COMMENT_DLC2_B_049_000_03	
BUNPU_COMMENT_DLC2_B_050_000_01	
BUNPU_COMMENT_DLC2_B_050_000_02	
BUNPU_COMMENT_DLC2_B_050_000_03	
BUNPU_COMMENT_DLC2_B_050_001_01	
BUNPU_COMMENT_DLC2_B_050_001_02	
BUNPU_COMMENT_DLC2_B_050_001_03	
BUNPU_COMMENT_DLC2_B_051_000_01	
BUNPU_COMMENT_DLC2_B_051_000_02	
BUNPU_COMMENT_DLC2_B_051_000_03	
BUNPU_COMMENT_DLC2_B_051_001_01	
BUNPU_COMMENT_DLC2_B_051_001_02	
BUNPU_COMMENT_DLC2_B_051_001_03	
BUNPU_COMMENT_DLC2_B_072_000_01	
BUNPU_COMMENT_DLC2_B_072_000_02	
BUNPU_COMMENT_DLC2_B_072_000_03	
BUNPU_COMMENT_DLC2_B_073_000_01	
BUNPU_COMMENT_DLC2_B_073_000_02	
BUNPU_COMMENT_DLC2_B_073_000_03	
BUNPU_COMMENT_DLC2_B_074_000_01	
BUNPU_COMMENT_DLC2_B_074_000_02	
BUNPU_COMMENT_DLC2_B_074_000_03	
BUNPU_COMMENT_DLC2_B_074_001_01	
BUNPU_COMMENT_DLC2_B_074_001_02	
BUNPU_COMMENT_DLC2_B_074_001_03	
BUNPU_COMMENT_DLC2_B_075_000_01	
BUNPU_COMMENT_DLC2_B_075_000_02	
BUNPU_COMMENT_DLC2_B_075_000_03	
BUNPU_COMMENT_DLC2_B_075_001_01	
BUNPU_COMMENT_DLC2_B_075_001_02	
BUNPU_COMMENT_DLC2_B_075_001_03	
BUNPU_COMMENT_DLC2_B_076_000_01	
BUNPU_COMMENT_DLC2_B_076_000_02	
BUNPU_COMMENT_DLC2_B_076_000_03	
BUNPU_COMMENT_DLC2_B_076_001_01	
BUNPU_COMMENT_DLC2_B_076_001_02	
BUNPU_COMMENT_DLC2_B_076_001_03	
BUNPU_COMMENT_DLC2_B_079_000_01	
BUNPU_COMMENT_DLC2_B_079_000_02	
BUNPU_COMMENT_DLC2_B_079_000_03	
BUNPU_COMMENT_DLC2_B_079_001_01	
BUNPU_COMMENT_DLC2_B_079_001_02	
BUNPU_COMMENT_DLC2_B_079_001_03	
BUNPU_COMMENT_DLC2_B_080_000_01	
BUNPU_COMMENT_DLC2_B_080_000_02	
BUNPU_COMMENT_DLC2_B_080_000_03	
BUNPU_COMMENT_DLC2_B_080_001_01	
BUNPU_COMMENT_DLC2_B_080_001_02	
BUNPU_COMMENT_DLC2_B_080_001_03	
BUNPU_COMMENT_DLC2_B_080_002_01	
BUNPU_COMMENT_DLC2_B_080_002_02	
BUNPU_COMMENT_DLC2_B_080_002_03	
BUNPU_COMMENT_DLC2_B_081_000_01	
BUNPU_COMMENT_DLC2_B_081_000_02	
BUNPU_COMMENT_DLC2_B_081_000_03	
BUNPU_COMMENT_DLC2_B_082_000_01	
BUNPU_COMMENT_DLC2_B_082_000_02	
BUNPU_COMMENT_DLC2_B_082_000_03	
BUNPU_COMMENT_DLC2_B_084_000_01	
BUNPU_COMMENT_DLC2_B_084_000_02	
BUNPU_COMMENT_DLC2_B_084_000_03	
BUNPU_COMMENT_DLC2_B_085_000_01	
BUNPU_COMMENT_DLC2_B_085_000_02	
BUNPU_COMMENT_DLC2_B_085_000_03	
BUNPU_COMMENT_DLC2_B_086_000_01	
BUNPU_COMMENT_DLC2_B_086_000_02	
BUNPU_COMMENT_DLC2_B_086_000_03	
BUNPU_COMMENT_DLC2_B_087_000_01	
BUNPU_COMMENT_DLC2_B_087_000_02	
BUNPU_COMMENT_DLC2_B_087_000_03	
BUNPU_COMMENT_DLC2_B_088_000_01	
BUNPU_COMMENT_DLC2_B_088_000_02	
BUNPU_COMMENT_DLC2_B_088_000_03	
BUNPU_COMMENT_DLC2_B_088_001_01	
BUNPU_COMMENT_DLC2_B_088_001_02	
BUNPU_COMMENT_DLC2_B_088_001_03	
BUNPU_COMMENT_DLC2_B_089_000_01	
BUNPU_COMMENT_DLC2_B_089_000_02	
BUNPU_COMMENT_DLC2_B_089_000_03	
BUNPU_COMMENT_DLC2_B_089_001_01	
BUNPU_COMMENT_DLC2_B_089_001_02	
BUNPU_COMMENT_DLC2_B_089_001_03	
BUNPU_COMMENT_DLC2_B_102_000_01	
BUNPU_COMMENT_DLC2_B_102_000_02	
BUNPU_COMMENT_DLC2_B_102_000_03	
BUNPU_COMMENT_DLC2_B_103_000_01	
BUNPU_COMMENT_DLC2_B_103_000_02	
BUNPU_COMMENT_DLC2_B_103_000_03	
BUNPU_COMMENT_DLC2_B_103_001_01	
BUNPU_COMMENT_DLC2_B_103_001_02	
BUNPU_COMMENT_DLC2_B_103_001_03	
BUNPU_COMMENT_DLC2_B_106_000_01	
BUNPU_COMMENT_DLC2_B_106_000_02	
BUNPU_COMMENT_DLC2_B_106_000_03	
BUNPU_COMMENT_DLC2_B_107_000_01	
BUNPU_COMMENT_DLC2_B_107_000_02	
BUNPU_COMMENT_DLC2_B_107_000_03	
BUNPU_COMMENT_DLC2_B_111_000_01	
BUNPU_COMMENT_DLC2_B_111_000_02	
BUNPU_COMMENT_DLC2_B_111_000_03	
BUNPU_COMMENT_DLC2_B_112_000_01	
BUNPU_COMMENT_DLC2_B_112_000_02	
BUNPU_COMMENT_DLC2_B_112_000_03	
BUNPU_COMMENT_DLC2_B_113_000_01	
BUNPU_COMMENT_DLC2_B_113_000_02	
BUNPU_COMMENT_DLC2_B_113_000_03	
BUNPU_COMMENT_DLC2_B_116_000_01	
BUNPU_COMMENT_DLC2_B_116_000_02	
BUNPU_COMMENT_DLC2_B_116_000_03	
BUNPU_COMMENT_DLC2_B_117_000_01	
BUNPU_COMMENT_DLC2_B_117_000_02	
BUNPU_COMMENT_DLC2_B_117_000_03	
BUNPU_COMMENT_DLC2_B_123_000_01	
BUNPU_COMMENT_DLC2_B_123_000_02	
BUNPU_COMMENT_DLC2_B_123_000_03	
BUNPU_COMMENT_DLC2_B_125_000_01	
BUNPU_COMMENT_DLC2_B_125_000_02	
BUNPU_COMMENT_DLC2_B_125_000_03	
BUNPU_COMMENT_DLC2_B_126_000_01	
BUNPU_COMMENT_DLC2_B_126_000_02	
BUNPU_COMMENT_DLC2_B_126_000_03	
BUNPU_COMMENT_DLC2_B_128_000_01	
BUNPU_COMMENT_DLC2_B_128_000_02	
BUNPU_COMMENT_DLC2_B_128_000_03	
BUNPU_COMMENT_DLC2_B_128_001_01	
BUNPU_COMMENT_DLC2_B_128_001_02	
BUNPU_COMMENT_DLC2_B_128_001_03	
BUNPU_COMMENT_DLC2_B_128_002_01	
BUNPU_COMMENT_DLC2_B_128_002_02	
BUNPU_COMMENT_DLC2_B_128_002_03	
BUNPU_COMMENT_DLC2_B_128_003_01	
BUNPU_COMMENT_DLC2_B_128_003_02	
BUNPU_COMMENT_DLC2_B_128_003_03	
BUNPU_COMMENT_DLC2_B_131_000_01	
BUNPU_COMMENT_DLC2_B_131_000_02	
BUNPU_COMMENT_DLC2_B_131_000_03	
BUNPU_COMMENT_DLC2_B_137_000_01	
BUNPU_COMMENT_DLC2_B_137_000_02	
BUNPU_COMMENT_DLC2_B_137_000_03	
BUNPU_COMMENT_DLC2_B_152_000_01	
BUNPU_COMMENT_DLC2_B_152_000_02	
BUNPU_COMMENT_DLC2_B_152_000_03	
BUNPU_COMMENT_DLC2_B_153_000_01	
BUNPU_COMMENT_DLC2_B_153_000_02	
BUNPU_COMMENT_DLC2_B_153_000_03	
BUNPU_COMMENT_DLC2_B_154_000_01	
BUNPU_COMMENT_DLC2_B_154_000_02	
BUNPU_COMMENT_DLC2_B_154_000_03	
BUNPU_COMMENT_DLC2_B_155_000_01	
BUNPU_COMMENT_DLC2_B_155_000_02	
BUNPU_COMMENT_DLC2_B_155_000_03	
BUNPU_COMMENT_DLC2_B_156_000_01	
BUNPU_COMMENT_DLC2_B_156_000_02	
BUNPU_COMMENT_DLC2_B_156_000_03	
BUNPU_COMMENT_DLC2_B_157_000_01	
BUNPU_COMMENT_DLC2_B_157_000_02	
BUNPU_COMMENT_DLC2_B_157_000_03	
BUNPU_COMMENT_DLC2_B_157_001_01	
BUNPU_COMMENT_DLC2_B_157_001_02	
BUNPU_COMMENT_DLC2_B_157_001_03	
BUNPU_COMMENT_DLC2_B_158_000_01	
BUNPU_COMMENT_DLC2_B_158_000_02	
BUNPU_COMMENT_DLC2_B_158_000_03	
BUNPU_COMMENT_DLC2_B_159_000_01	
BUNPU_COMMENT_DLC2_B_159_000_02	
BUNPU_COMMENT_DLC2_B_159_000_03	
BUNPU_COMMENT_DLC2_B_160_000_01	
BUNPU_COMMENT_DLC2_B_160_000_02	
BUNPU_COMMENT_DLC2_B_160_000_03	
BUNPU_COMMENT_DLC2_B_170_000_01	
BUNPU_COMMENT_DLC2_B_170_000_02	
BUNPU_COMMENT_DLC2_B_170_000_03	
BUNPU_COMMENT_DLC2_B_171_000_01	
BUNPU_COMMENT_DLC2_B_171_000_02	
BUNPU_COMMENT_DLC2_B_171_000_03	
BUNPU_COMMENT_DLC2_B_182_000_01	
BUNPU_COMMENT_DLC2_B_182_000_02	
BUNPU_COMMENT_DLC2_B_182_000_03	
BUNPU_COMMENT_DLC2_B_199_000_01	
BUNPU_COMMENT_DLC2_B_199_000_02	
BUNPU_COMMENT_DLC2_B_199_000_03	
BUNPU_COMMENT_DLC2_B_199_001_01	
BUNPU_COMMENT_DLC2_B_199_001_02	
BUNPU_COMMENT_DLC2_B_199_001_03	
BUNPU_COMMENT_DLC2_B_203_000_01	
BUNPU_COMMENT_DLC2_B_203_000_02	
BUNPU_COMMENT_DLC2_B_203_000_03	
BUNPU_COMMENT_DLC2_B_209_000_01	
BUNPU_COMMENT_DLC2_B_209_000_02	
BUNPU_COMMENT_DLC2_B_209_000_03	
BUNPU_COMMENT_DLC2_B_210_000_01	
BUNPU_COMMENT_DLC2_B_210_000_02	
BUNPU_COMMENT_DLC2_B_210_000_03	
BUNPU_COMMENT_DLC2_B_211_000_01	
BUNPU_COMMENT_DLC2_B_211_000_02	
BUNPU_COMMENT_DLC2_B_211_000_03	
BUNPU_COMMENT_DLC2_B_211_001_01	
BUNPU_COMMENT_DLC2_B_211_001_02	
BUNPU_COMMENT_DLC2_B_211_001_03	
BUNPU_COMMENT_DLC2_B_212_000_01	
BUNPU_COMMENT_DLC2_B_212_000_02	
BUNPU_COMMENT_DLC2_B_212_000_03	
BUNPU_COMMENT_DLC2_B_212_001_01	
BUNPU_COMMENT_DLC2_B_212_001_02	
BUNPU_COMMENT_DLC2_B_212_001_03	
BUNPU_COMMENT_DLC2_B_227_000_01	
BUNPU_COMMENT_DLC2_B_227_000_02	
BUNPU_COMMENT_DLC2_B_227_000_03	
BUNPU_COMMENT_DLC2_B_230_000_01	
BUNPU_COMMENT_DLC2_B_230_000_02	
BUNPU_COMMENT_DLC2_B_230_000_03	
BUNPU_COMMENT_DLC2_B_233_000_01	
BUNPU_COMMENT_DLC2_B_233_000_02	
BUNPU_COMMENT_DLC2_B_233_000_03	
BUNPU_COMMENT_DLC2_B_235_000_01	
BUNPU_COMMENT_DLC2_B_235_000_02	
BUNPU_COMMENT_DLC2_B_235_000_03	
BUNPU_COMMENT_DLC2_B_236_000_01	
BUNPU_COMMENT_DLC2_B_236_000_02	
BUNPU_COMMENT_DLC2_B_236_000_03	
BUNPU_COMMENT_DLC2_B_237_000_01	
BUNPU_COMMENT_DLC2_B_237_000_02	
BUNPU_COMMENT_DLC2_B_237_000_03	
BUNPU_COMMENT_DLC2_B_239_000_01	
BUNPU_COMMENT_DLC2_B_239_000_02	
BUNPU_COMMENT_DLC2_B_239_000_03	
BUNPU_COMMENT_DLC2_B_240_000_01	
BUNPU_COMMENT_DLC2_B_240_000_02	
BUNPU_COMMENT_DLC2_B_240_000_03	
BUNPU_COMMENT_DLC2_B_242_000_01	
BUNPU_COMMENT_DLC2_B_242_000_02	
BUNPU_COMMENT_DLC2_B_242_000_03	
BUNPU_COMMENT_DLC2_B_252_000_01	
BUNPU_COMMENT_DLC2_B_252_000_02	
BUNPU_COMMENT_DLC2_B_252_000_03	
BUNPU_COMMENT_DLC2_B_253_000_01	
BUNPU_COMMENT_DLC2_B_253_000_02	
BUNPU_COMMENT_DLC2_B_253_000_03	
BUNPU_COMMENT_DLC2_B_254_000_01	
BUNPU_COMMENT_DLC2_B_254_000_02	
BUNPU_COMMENT_DLC2_B_254_000_03	
BUNPU_COMMENT_DLC2_B_254_001_01	
BUNPU_COMMENT_DLC2_B_254_001_02	
BUNPU_COMMENT_DLC2_B_254_001_03	
BUNPU_COMMENT_DLC2_B_255_000_01	
BUNPU_COMMENT_DLC2_B_255_000_02	
BUNPU_COMMENT_DLC2_B_255_000_03	
