another_name.tbl
msg_another_name_00	卡洛斯冠軍[VAR 0102(0000)]
BTL_STRID_SET_Simetukeru_Start_2E	[VAR 0102(0000)]\n被對手的[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_2T	[VAR 0102(0000)]\n被[VAR 0100(000B)]的[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_Y	野生的[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_Y2Y	野生的[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_E	對手的[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_E2E	對手的[VAR 0102(0000)]\n被對手的[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Simetukeru_Start_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被[VAR 0100(000B)]的[VAR 0102(0001)]緊緊綁住了！
BTL_STRID_SET_Makituku_Start	[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_2Y	[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_2E	[VAR 0102(0000)]\n被對手的[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_2T	[VAR 0102(0000)]\n被[VAR 0100(000B)]的[VAR 0102(0000)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_Y	野生的[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_Y2Y	野生的[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_E	對手的[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_E2E	對手的[VAR 0102(0000)]\n被對手的[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_Makituku_Start_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被[VAR 0100(000B)]的[VAR 0102(0001)]緊緊束縛住了！
BTL_STRID_SET_KaradeHasamu_Start	[VAR 0102(0000)]\n被[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_2Y	[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_2E	[VAR 0102(0000)]\n被對手的[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_2T	[VAR 0102(0000)]\n被[VAR 0100(000B)]的[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_Y	野生的[VAR 0102(0000)]\n被[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_Y2Y	野生的[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_E	對手的[VAR 0102(0000)]\n被[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_E2E	對手的[VAR 0102(0000)]\n被對手的[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_KaradeHasamu_Start_T2T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被[VAR 0100(000B)]的[VAR 0102(0001)]的殼夾住了！
BTL_STRID_SET_Uzusio_Start	[VAR 0102(0000)]\n被困在了漩渦之中！
BTL_STRID_SET_Uzusio_Start_Y	野生的[VAR 0102(0000)]\n被困在了漩渦之中！
BTL_STRID_SET_Uzusio_Start_E	對手的[VAR 0102(0000)]\n被困在了漩渦之中！
BTL_STRID_SET_Uzusio_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被困在了漩渦之中！
BTL_STRID_SET_HonoNoUzu_Start	[VAR 0102(0000)]\n被困在了火焰旋渦之中！
BTL_STRID_SET_HonoNoUzu_Start_Y	野生的[VAR 0102(0000)]\n被困在了火焰旋渦之中！
BTL_STRID_SET_HonoNoUzu_Start_E	對手的[VAR 0102(0000)]\n被困在了火焰旋渦之中！
BTL_STRID_SET_HonoNoUzu_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被困在了火焰旋渦之中！
BTL_STRID_SET_MagmaStorm_Start	[VAR 0102(0000)]\n被困在了熔岩旋渦之中！
BTL_STRID_SET_MagmaStorm_Start_Y	野生的[VAR 0102(0000)]\n被困在了熔岩旋渦之中！
BTL_STRID_SET_MagmaStorm_Start_E	對手的[VAR 0102(0000)]\n被困在了熔岩旋渦之中！
BTL_STRID_SET_MagmaStorm_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被困在了熔岩旋渦之中！
BTL_STRID_SET_Sunajigoku_Start	[VAR 0102(0000)]\n陷入了流沙地獄！
BTL_STRID_SET_Sunajigoku_Start_Y	野生的[VAR 0102(0000)]\n陷入了流沙地獄！
BTL_STRID_SET_Sunajigoku_Start_E	對手的[VAR 0102(0000)]\n陷入了流沙地獄！
BTL_STRID_SET_Sunajigoku_Start_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n陷入了流沙地獄！
BTL_STRID_SET_WaruagakiExe	[VAR 0102(0000)]\n沒有可用來施展的招式！
BTL_STRID_SET_WaruagakiExe_Y	野生的[VAR 0102(0000)]\n沒有可用來施展的招式！
BTL_STRID_SET_WaruagakiExe_E	對手的[VAR 0102(0000)]\n沒有可用來施展的招式！
BTL_STRID_SET_WaruagakiExe_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n沒有可用來施展的招式！
BTL_STRID_SET_SinpiNoMamori_Exe	[VAR 0102(0000)]\n正受到神秘之幕的保護！
BTL_STRID_SET_SinpiNoMamori_Exe_Y	野生的[VAR 0102(0000)]\n正受到神秘之幕的保護！
BTL_STRID_SET_SinpiNoMamori_Exe_E	對手的[VAR 0102(0000)]\n正受到神秘之幕的保護！
BTL_STRID_SET_SinpiNoMamori_Exe_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正受到神秘之幕的保護！
BTL_STRID_SET_SiroiKiri_Exe	[VAR 0102(0000)]\n正受到白霧的保護！
BTL_STRID_SET_SiroiKiri_Exe_Y	野生的[VAR 0102(0000)]\n正受到白霧的保護！
BTL_STRID_SET_SiroiKiri_Exe_E	對手的[VAR 0102(0000)]\n正受到白霧的保護！
BTL_STRID_SET_SiroiKiri_Exe_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n正受到白霧的保護！
BTL_STRID_SET_PushOutChange	[VAR 0102(0000)]\n被拖出來戰鬥了！
BTL_STRID_SET_PushOutChange_Y	野生的[VAR 0102(0000)]\n被拖出來戰鬥了！
BTL_STRID_SET_PushOutChange_E	對手的[VAR 0102(0000)]\n被拖出來戰鬥了！
BTL_STRID_SET_PushOutChange_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被拖出來戰鬥了！
BTL_STRID_SET_CantAction	[VAR 0102(0000)]\n因攻擊的反作用力而無法動彈！
BTL_STRID_SET_CantAction_Y	野生的[VAR 0102(0000)]\n因攻擊的反作用力而無法動彈！
BTL_STRID_SET_CantAction_E	對手的[VAR 0102(0000)]\n因攻擊的反作用力而無法動彈！
BTL_STRID_SET_CantAction_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因攻擊的反作用力而無法動彈！
BTL_STRID_SET_MakibisiDamage	[VAR 0102(0000)]\n受到了撒菱的傷害！
BTL_STRID_SET_MakibisiDamage_Y	野生的[VAR 0102(0000)]\n受到了撒菱的傷害！
BTL_STRID_SET_MakibisiDamage_E	對手的[VAR 0102(0000)]\n受到了撒菱的傷害！
BTL_STRID_SET_MakibisiDamage_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n受到了撒菱的傷害！
BTL_STRID_SET_StealthRockDamage	尖銳的岩石扎進了\n[VAR 0102(0000)]的體內！
BTL_STRID_SET_StealthRockDamage_Y	尖銳的岩石扎進了\n野生的[VAR 0102(0000)]的體內！
BTL_STRID_SET_StealthRockDamage_E	尖銳的岩石扎進了\n對手的[VAR 0102(0000)]的體內！
BTL_STRID_SET_StealthRockDamage_T	尖銳的岩石扎進了\n[VAR 0100(000A)]的[VAR 0102(0000)]的體內！
BTL_STRID_SET_TrickRoom	[VAR 0102(0000)]\n扭曲了時空！
BTL_STRID_SET_TrickRoom_Y	野生的[VAR 0102(0000)]\n扭曲了時空！
BTL_STRID_SET_TrickRoom_E	對手的[VAR 0102(0000)]\n扭曲了時空！
BTL_STRID_SET_TrickRoom_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n扭曲了時空！
BTL_STRID_SET_HorobiCountDown	[VAR 0102(0000)]的\n滅亡計時變成[VAR 0200(0001)]了！
BTL_STRID_SET_HorobiCountDown_Y	野生的[VAR 0102(0000)]的\n滅亡計時變成[VAR 0200(0001)]了！
BTL_STRID_SET_HorobiCountDown_E	對手的[VAR 0102(0000)]的\n滅亡計時變成[VAR 0200(0001)]了！
BTL_STRID_SET_HorobiCountDown_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n滅亡計時變成[VAR 0200(0001)]了！
BTL_STRID_SET_FreezeBolt	[VAR 0102(0000)]\n被冷光包圍了！
BTL_STRID_SET_FreezeBolt_Y	野生的[VAR 0102(0000)]\n被冷光包圍了！
BTL_STRID_SET_FreezeBolt_E	對手的[VAR 0102(0000)]\n被冷光包圍了！
BTL_STRID_SET_FreezeBolt_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被冷光包圍了！
BTL_STRID_SET_ColdFlare	[VAR 0102(0000)]\n被冰凍的空氣包圍了！
BTL_STRID_SET_ColdFlare_Y	野生的[VAR 0102(0000)]\n被冰凍的空氣包圍了！
BTL_STRID_SET_ColdFlare_E	對手的[VAR 0102(0000)]\n被冰凍的空氣包圍了！
BTL_STRID_SET_ColdFlare_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n被冰凍的空氣包圍了！
BTL_STRID_SET_CantEscTok	因[VAR 0102(0000)]的\n[VAR 0106(0001)]而無法逃走！
BTL_STRID_SET_CantEscTok_Y	因野生的[VAR 0102(0000)]的\n[VAR 0106(0001)]而無法逃走！
BTL_STRID_SET_CantEscTok_E	因對手的[VAR 0102(0000)]的\n[VAR 0106(0001)]而無法逃走！
BTL_STRID_SET_CantEscTok_T	因[VAR 0100(000A)]的[VAR 0102(0000)]的\n[VAR 0106(0001)]而無法逃走！
BTL_STRID_SET_CantEscWaza	[VAR 0102(0000)]\n已經無法逃走了！
BTL_STRID_SET_CantEscWaza_Y	野生的[VAR 0102(0000)]\n已經無法逃走了！
BTL_STRID_SET_CantEscWaza_E	對手的[VAR 0102(0000)]\n已經無法逃走了！
BTL_STRID_SET_CantEscWaza_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n已經無法逃走了！
BTL_STRID_SET_EscapeFailed	[VAR 0102(0000)]\n無法逃走！
BTL_STRID_SET_EscapeFailed_Y	野生的[VAR 0102(0000)]\n無法逃走！
BTL_STRID_SET_EscapeFailed_E	對手的[VAR 0102(0000)]\n無法逃走！
BTL_STRID_SET_EscapeFailed_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n無法逃走！
BTL_STRID_SET_CantChangeTok	因[VAR 0102(0000)]的[VAR 0106(0001)]\n而無法進行替換！
BTL_STRID_SET_CantChangeTok_Y	因野生的[VAR 0102(0000)]的[VAR 0106(0001)]\n而無法進行替換！
BTL_STRID_SET_CantChangeTok_E	因對手的[VAR 0102(0000)]的[VAR 0106(0001)]\n而無法進行替換！
BTL_STRID_SET_CantChangeTok_T	因[VAR 0100(000A)]的[VAR 0102(0000)]的[VAR 0106(0001)]\n而無法進行替換！
BTL_STRID_SET_KaifukuFuji	[VAR 0102(0000)]的\n回復行為被封住了！
BTL_STRID_SET_KaifukuFuji_Y	野生的[VAR 0102(0000)]的\n回復行為被封住了！
BTL_STRID_SET_KaifukuFuji_E	對手的[VAR 0102(0000)]的\n回復行為被封住了！
BTL_STRID_SET_KaifukuFuji_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n回復行為被封住了！
BTL_STRID_SET_KaifukuFujiCure	[VAR 0102(0000)]的\n回復封鎖效果消失了！
BTL_STRID_SET_KaifukuFujiCure_Y	野生的[VAR 0102(0000)]的\n回復封鎖效果消失了！
BTL_STRID_SET_KaifukuFujiCure_E	對手的[VAR 0102(0000)]的\n回復封鎖效果消失了！
BTL_STRID_SET_KaifukuFujiCure_T	[VAR 0100(000A)]的[VAR 0102(0000)]的\n回復封鎖效果消失了！
BTL_STRID_SET_KaifukuFujiExe	[VAR 0102(0000)]\n因回復封鎖而無法回復！
BTL_STRID_SET_KaifukuFujiExe_Y	野生的[VAR 0102(0000)]\n因回復封鎖而無法回復！
BTL_STRID_SET_KaifukuFujiExe_E	對手的[VAR 0102(0000)]\n因回復封鎖而無法回復！
BTL_STRID_SET_KaifukuFujiExe_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n因回復封鎖而無法回復！
BTL_STRID_SET_KaifukuFujiWarn	[VAR 0102(0000)]因回復封鎖\n而無法使出[VAR 0107(0001)]！
BTL_STRID_SET_KaifukuFujiWarn_Y	野生的[VAR 0102(0000)]因回復封鎖\n而無法使出[VAR 0107(0001)]！
BTL_STRID_SET_KaifukuFujiWarn_E	對手的[VAR 0102(0000)]因回復封鎖\n而無法使出[VAR 0107(0001)]！
BTL_STRID_SET_KaifukuFujiWarn_T	[VAR 0100(000A)]的[VAR 0102(0000)]因回復封鎖\n而無法使出[VAR 0107(0001)]！
BTL_STRID_SET_HPFull	但是，[VAR 0102(0000)]的\n體力是全滿的！
BTL_STRID_SET_HPFull_Y	但是，野生的[VAR 0102(0000)]的\n體力是全滿的！
BTL_STRID_SET_HPFull_E	但是，對手的[VAR 0102(0000)]的\n體力是全滿的！
BTL_STRID_SET_HPFull_T	但是，[VAR 0100(000A)]的[VAR 0102(0000)]的\n體力是全滿的！
BTL_STRID_SET_ChangePokeType	[VAR 0102(0000)]\n變成了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ChangePokeType_Y	野生的[VAR 0102(0000)]\n變成了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ChangePokeType_E	對手的[VAR 0102(0000)]\n變成了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ChangePokeType_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n變成了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ExPokeType	[VAR 0102(0000)]\n增加了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ExPokeType_Y	野生的[VAR 0102(0000)]\n增加了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ExPokeType_E	對手的[VAR 0102(0000)]\n增加了[VAR 0103(0001)]屬性！
BTL_STRID_SET_ExPokeType_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n增加了[VAR 0103(0001)]屬性！
BTL_STRID_SET_Drain	從[VAR 0102(0000)]那裡\n吸取了體力！
BTL_STRID_SET_Drain_Y	從野生的[VAR 0102(0000)]那裡\n吸取了體力！
BTL_STRID_SET_Drain_E	從對手的[VAR 0102(0000)]那裡\n吸取了體力！
BTL_STRID_SET_Drain_T	從[VAR 0100(000A)]的[VAR 0102(0000)]那裡\n吸取了體力！
BTL_STRID_SET_HazureJibaku	[VAR 0102(0000)]因勢頭過猛\n而撞到了地面！
BTL_STRID_SET_HazureJibaku_Y	野生的[VAR 0102(0000)]因勢頭過猛\n而撞到了地面！
BTL_STRID_SET_HazureJibaku_E	對手的[VAR 0102(0000)]因勢頭過猛\n而撞到了地面！
BTL_STRID_SET_HazureJibaku_T	[VAR 0100(000A)]的[VAR 0102(0000)]因勢頭過猛\n而撞到了地面！
BTL_STRID_SET_WazaCantUse	[VAR 0102(0000)]\n無法使用[VAR 0107(0001)]！
BTL_STRID_SET_WazaCantUse_Y	野生的[VAR 0102(0000)]\n無法使用[VAR 0107(0001)]！
BTL_STRID_SET_WazaCantUse_E	對手的[VAR 0102(0000)]\n無法使用[VAR 0107(0001)]！
BTL_STRID_SET_WazaCantUse_T	[VAR 0100(000A)]的[VAR 0102(0000)]\n無法使用[VAR 0107(0001)]！
BTL_STRID_SET_UseItem_RecoverHP	[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了體力！
BTL_STRID_SET_UseItem_RecoverHP_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了體力！
BTL_STRID_SET_UseItem_RecoverHP_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了體力！
BTL_STRID_SET_UseItem_RecoverHP_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了體力！
BTL_STRID_SET_UseItem_RecoverPP	[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了[VAR 0107(0002)]的ＰＰ！
BTL_STRID_SET_UseItem_RecoverPP_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了[VAR 0107(0002)]的ＰＰ！
BTL_STRID_SET_UseItem_RecoverPP_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了[VAR 0107(0002)]的ＰＰ！
BTL_STRID_SET_UseItem_RecoverPP_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了[VAR 0107(0002)]的ＰＰ！
BTL_STRID_SET_UseItem_RecoverLittle	[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了少許ＨＰ。
BTL_STRID_SET_UseItem_RecoverLittle_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了少許ＨＰ。
BTL_STRID_SET_UseItem_RecoverLittle_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了少許ＨＰ。
BTL_STRID_SET_UseItem_RecoverLittle_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n回復了少許ＨＰ。
BTL_STRID_SET_UseItem_CureDoku	[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了中毒！
BTL_STRID_SET_UseItem_CureDoku_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了中毒！
BTL_STRID_SET_UseItem_CureDoku_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了中毒！
BTL_STRID_SET_UseItem_CureDoku_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了中毒！
BTL_STRID_SET_UseItem_CureMahi	[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了麻痺！
BTL_STRID_SET_UseItem_CureMahi_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了麻痺！
BTL_STRID_SET_UseItem_CureMahi_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了麻痺！
BTL_STRID_SET_UseItem_CureMahi_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了麻痺！
BTL_STRID_SET_UseItem_CureNemuri	[VAR 0102(0000)]用[VAR 0109(0001)]\n讓自己醒過來了！
BTL_STRID_SET_UseItem_CureNemuri_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n讓自己醒過來了！！
BTL_STRID_SET_UseItem_CureNemuri_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n讓自己醒過來了！！
BTL_STRID_SET_UseItem_CureNemuri_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n讓自己醒過來了！！
BTL_STRID_SET_UseItem_CureKoori	[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了冰凍狀態！
BTL_STRID_SET_UseItem_CureKoori_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了冰凍狀態！
BTL_STRID_SET_UseItem_CureKoori_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了冰凍狀態！
BTL_STRID_SET_UseItem_CureKoori_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了冰凍狀態！
BTL_STRID_SET_UseItem_CureYakedo	[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了灼傷！
BTL_STRID_SET_UseItem_CureYakedo_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了灼傷！
BTL_STRID_SET_UseItem_CureYakedo_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了灼傷！
BTL_STRID_SET_UseItem_CureYakedo_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了灼傷！
BTL_STRID_SET_UseItem_CureKonran	[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了混亂！
BTL_STRID_SET_UseItem_CureKonran_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了混亂！
BTL_STRID_SET_UseItem_CureKonran_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了混亂！
BTL_STRID_SET_UseItem_CureKonran_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了混亂！
BTL_STRID_SET_UseItem_CureMero	[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了著迷狀態！
BTL_STRID_SET_UseItem_CureMero_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了著迷狀態！
BTL_STRID_SET_UseItem_CureMero_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了著迷狀態！
BTL_STRID_SET_UseItem_CureMero_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n治癒了著迷狀態！
BTL_STRID_SET_UseItem_Rankup_ATK	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了攻擊！
BTL_STRID_SET_UseItem_Rankup_ATK_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了攻擊！
BTL_STRID_SET_UseItem_Rankup_ATK_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了攻擊！
BTL_STRID_SET_UseItem_Rankup_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了攻擊！
BTL_STRID_SET_UseItem_Rankup_DEF	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了防禦！
BTL_STRID_SET_UseItem_Rankup_DEF_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了防禦！
BTL_STRID_SET_UseItem_Rankup_DEF_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了防禦！
BTL_STRID_SET_UseItem_Rankup_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了防禦！
BTL_STRID_SET_UseItem_Rankup_SPATK	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特攻！
BTL_STRID_SET_UseItem_Rankup_SPATK_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特攻！
BTL_STRID_SET_UseItem_Rankup_SPATK_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特攻！
BTL_STRID_SET_UseItem_Rankup_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特攻！
BTL_STRID_SET_UseItem_Rankup_SPDEF	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特防！
BTL_STRID_SET_UseItem_Rankup_SPDEF_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特防！
BTL_STRID_SET_UseItem_Rankup_SPDEF_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特防！
BTL_STRID_SET_UseItem_Rankup_SPDEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了特防！
BTL_STRID_SET_UseItem_Rankup_AGI	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了速度！
BTL_STRID_SET_UseItem_Rankup_AGI_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了速度！
BTL_STRID_SET_UseItem_Rankup_AGI_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了速度！
BTL_STRID_SET_UseItem_Rankup_AGI_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了速度！
BTL_STRID_SET_UseItem_Rankup_HIT	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了命中率！
BTL_STRID_SET_UseItem_Rankup_HIT_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了命中率！
BTL_STRID_SET_UseItem_Rankup_HIT_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了命中率！
BTL_STRID_SET_UseItem_Rankup_HIT_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了命中率！
BTL_STRID_SET_UseItem_Rankup_AVOID	[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了閃避率！
BTL_STRID_SET_UseItem_Rankup_AVOID_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了閃避率！
BTL_STRID_SET_UseItem_Rankup_AVOID_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了閃避率！
BTL_STRID_SET_UseItem_Rankup_AVOID_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n提高了閃避率！
BTL_STRID_SET_UseItem_RankupEx_ATK	[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了攻擊！
BTL_STRID_SET_UseItem_RankupEx_ATK_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了攻擊！
BTL_STRID_SET_UseItem_RankupEx_ATK_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了攻擊！
BTL_STRID_SET_UseItem_RankupEx_ATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了攻擊！
BTL_STRID_SET_UseItem_RankupEx_DEF	[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了防禦！
BTL_STRID_SET_UseItem_RankupEx_DEF_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了防禦！
BTL_STRID_SET_UseItem_RankupEx_DEF_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了防禦！
BTL_STRID_SET_UseItem_RankupEx_DEF_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了防禦！
BTL_STRID_SET_UseItem_RankupEx_SPATK	[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了特攻！
BTL_STRID_SET_UseItem_RankupEx_SPATK_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了特攻！
BTL_STRID_SET_UseItem_RankupEx_SPATK_E	對手的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了特攻！
BTL_STRID_SET_UseItem_RankupEx_SPATK_T	[VAR 0100(000A)]的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了特攻！
BTL_STRID_SET_UseItem_RankupEx_SPDEF	[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了特防！
BTL_STRID_SET_UseItem_RankupEx_SPDEF_Y	野生的[VAR 0102(0000)]用[VAR 0109(0001)]\n大幅提高了特防！
