Enemy.msbt
enemy_name_MARIO	瑪利歐
SL_POISON_KINOKO_M0	瑪利歐竟然被毒侵襲！\n但只要在這種狀態下碰觸敵人……
SL_LEAF_M0	貼著葉子的期間，\n攻擊會自動成為「棒極了」，\n防守也會成功。
SL_LEAF_K_M0	效果和葉子貼紙完全相同。\n由於它閃亮亮的，\n可以在商店賣個高價。
SL_DOOR_M0	開啟通往秘密場所的門。\n也可以從戰鬥中逃出。
SL_SNOW_BALL_M0	雪球加邦吐出的雪球，\n對所有地面上的敵人\n施展強力攻擊。
SL_GABON_BALL_M0	加邦從口中吐出的鐵球。\n成功抓住扔出的時機，\n不但能給予傷害還能得到獎勵。
SL_BARREL_M0	砸磚拳手拋出的木製桶子。\n只能針對單一敵人，\n但就算在空中也能擊中。
SL_SPANNER_M0	扳手仔扔出的扳手。\n不僅僅是修理工具，\n同時也是還算強大的飛鏢暗器。
SL_BONE_M0	碎碎龜扔出的骨頭。\n因為很輕，造成的傷害也不怎麼樣。\n到底是不是他自己的骨頭呢？
SL_BOOMERANG_M0	回力標兄弟愛用的道具。飛出時會\n攻擊地面上的敵人，飛回時則會攻\n擊空中的敵人，屬全體攻擊武器。
SL_BOMB_M0	炸彈兵的炸彈。成功扔出就能\n連同周遭的敵人一起給予傷害。
SL_SOMBRERO_M0	據說墨西哥帽嘿呵認為\n扔帽子是給粉絲的福利。
SL_THROW_KNIFE_M0	哈庫拿手的飛鏢暗器。\n抓好時機扔出，\n就能給予雙倍傷害。
MUSEUM_SL_JAPANESE_SCISSORS	沒有可以放入手指的孔洞，\n所以要握住整把來使用。正因如此，\n猜拳的時候不會像一般剪刀一樣\n只能出「剪刀」，而會出「石頭」。
MUSEUM_SL_HAIRCUT_SCISSORS	「剪髮湖」　第４幕\n遭受惡魔詛咒而變身為剪刀的公主，\n在月夜下的湖畔悲嘆她淒涼的身世，\n夢想著來世與王子再續前緣。
MUSEUM_SL_SCISSORS	線剪擅長剪縫線，美髮剪刀擅長\n剪頭髮，裁布剪刀擅長剪布料，\n但普通的剪刀毫無特長。只能將\n出現在眼前的紙張一個勁地剪碎。
MUSEUM_SL_CLOTH_SCISSORS	能將刺在石頭中的裁布剪刀拔出的，\n只有將裁布剪刀的力量發揮得\n淋漓盡致，且能用得得心應手之人。\n也就是說，非裁縫師莫屬。
MUSEUM_SL_BELLOWS	如穿鞋般將它裝在雙腳上之後，藉由\n踏步來排出空氣，想做用排氣力在空\n中行走的實驗，卻以失敗告終。
MUSEUM_SL_PAPER_FAN	手持棒狀部份，朝上下或左右擺動的\n搧風道具。雖說是為了涼快而搧風，\n但搧過頭就會很熱，\n所以效率不是很好。
MUSEUM_SL_FAN	透過３片葉片高速轉動，\n讓說話聲音變成顫音的機器。\n會隨著運作而產生大量的風，\n因此需要小心使用。
MUSEUM_SL_HANDY_CLEANER	輕盈小巧，單手就能拿起，\n但食慾旺盛不失吸塵器之風。\n就如同它是吸塵器的孩子。
MUSEUM_SL_UPLIGHT_CLEANER	約為中型大小的吸塵器。\n輕柔的走姿配上華麗的腳步，\n那優雅的一舉一動，\n正如同吸塵器的妹妹。
MUSEUM_SL_CLEANER	用強大的吸力把任何東西都完整\n吸入的大胃王。身為吸塵器界的\n台柱，從日常打掃到歲末大掃除\n都是全力以赴。
MUSEUM_SL_WATERING_CAN	從無數的孔洞中釋出的恩惠之水，\n可讓種子發芽、根部茁壯、\n莖部伸展、枝葉發達、花朵綻放、\n再造種子，並可給予紙張傷害。
MUSEUM_SL_TAP	調節水量的器具。\n巨大到足以灌滿綠洲，\n因此想要轉動這個把手，\n需要旋轉跳等動作的強大力量。
MUSEUM_SL_KETTLE	並沒有因為水燒開了就嗶嗶吵鬧，\n只是靜靜地從口中吐出熱氣，\n點頭微微示意後，不發一語的等待。\n這正是典型的保守派水壺。
MUSEUM_SL_TRUMPET	操縱３個活塞，把空氣送進去。\n發出劇烈的音波，是叫人起床的鬧鐘。\n據說連栗寶寶也會用，\n但他要怎麼用活塞卻是個謎。
MUSEUM_SL_VIOLIN	分別將弓壓上４把小提琴，\n斷斷續續地前後拉動，\n發出讓人不快的四重奏，\n帶給觀眾巨大的沮喪感和精神傷害。
MUSEUM_SL_GUITAR	這個演奏裡用了推弦、顫音、\n點弦、回授、深水炸彈、\n勾弦、捶弦等技巧。\n
MUSEUM_SL_NEWSPAPER_BAT	灰暗的新聞就把它捲捲捲，\n看準擊球的瞬間用力一揮。\n飛遠遠，棒極了！\n希望明天有好新聞。
MUSEUM_SL_PLASTIC_BAT	就算是塑膠玩具，\n只要站進打擊區，就要認真決勝負。\n打出一支能夠直擊心中外場\n棒極了的搶眼全壘打！
MUSEUM_SL_BAT	集中精神，在擊中球的那一瞬間\n適時用盡全力揮棒，\n清脆的金屬聲響遍競技場，\n棒極了！再見滿壘全壘打！
MUSEUM_SL_ITTOKAN	抬頭看著天空向前走吧。如此一來，\n就算沙拉油桶突然從天而降，\n也可以立刻發現並閃開它呢。
MUSEUM_SL_TUB	在這樣的時代裡，\n沒有人知道鐵盆何時會從天而降。\n現代社會裡總是暗藏著鐵盆的危險。
MUSEUM_SL_DRUMKAN	只要一想到汽油桶從天而降的事，\n我就怕到晚上都睡不著。\n今天一整天都沒有汽油桶從天而降，\n這真是太幸福了。
MUSEUM_SL_LAMP	它的光輝不只能照亮黑暗，\n更可以將敵人照亮，\n藉以進行精神上的追擊。\n每個人的心裡都有一個黑暗的地方。
MUSEUM_SL_FLASHLIGHT	以鏡面和反射板集中電燈泡的光輝，\n易握的形狀可以更正確地狙擊敵人。\n光束有如一把劍。用雙手握住的\n時候，看起來還挺像一回事的。
MUSEUM_SL_SEARCHLIGHT	探照燈這種強烈的光線不只能給敵人\n帶來傷害，眩目的光芒更讓敵人的\n攻擊難以命中。不是因為強烈的燈光\n讓人害羞才打不中的噢。
MUSEUM_SL_BATTERY_BUTTON	將蘊藏在嬌小身軀裡的電力化做\n制裁敵人的正義之雷。雖然外表\n像個鈕扣一樣溫和，但心中憎恨\n惡勢力的感情讓它充飽了電。
MUSEUM_SL_BATTERY_1	結實的體格裡貯藏了滿滿的正義\n電力，憤怒的心將正義的電力轉\n化為閃電。它總是在雲上監視著\n地面，準備給壞人一擊。
MUSEUM_SL_BATTERY_CAR	發電量和容量都是最高等級的電池。\n當怒氣爆發時，大閃電將把敵人一掃\n而盡，但平常只會發動引擎、開窗子\n或是開收音機，個性十分溫和。
MUSEUM_SL_BILLIARD_BALL	用手滾動寫了數字的球，只要碰到球\n桿，就可以得到和數字相同的分數。\n９號球是最高分，得到它的人會被稱\n為是傳說，而且是永世流傳的傳說。
MUSEUM_SL_CURLING_STONE	瞄準冰上的圓心滑動冰壺，\n比賽誰能最靠近圓心。\n輸掉的那一隊會有懲罰遊戲，\n就是要用掃把將冰上掃乾淨。
MUSEUM_SL_BOWLING	起源自全倒湖的運動，\n在紙球道上滾動紙球，打倒紙瓶。\n玩的時候要穿上噴了特殊噴霧\n（防滑用？）的鞋子來玩。
MUSEUM_SL_TROPHY	這是送給軍冠球齡保的盃獎華豪。\n拿著球齡保的人像將會丟出\n了極棒攻擊。它就是這樣的紙貼。
MUSEUM_SL_MOBILE_PHONE	一種藉由主機振動來傳達聲音的通訊\n機器。它改良了２個紙杯加上線的\n組合，不過差異只在於看不看得\n到線，兩者的基本構造還是相同的。
MUSEUM_SL_JACKHAMMER	{d}「民謠　鑿岩歌」{/d}\n開個洞　削一削　喝啊　地盤也下陷\n土撥鼠　嚇一跳　探出頭　看一下\n壓縮空氣　響遍月夜　嘿呀嘿呀嘿
MUSEUM_SL_OIL_HEATER	正如其名，是個熱油用的器具。\n透過內建的電熱元件加熱在機體\n內部循環的油，這些油將會出現在\n食堂的廚房，用來炸東西。
MUSEUM_SL_DRYER	正式名稱是紙吹風機。透過內建的\n電熱元件和風扇，可以將濕掉的紙\n吹乾的暖風機。只要有了它，\n就算跌到池塘裡也沒關係。
MUSEUM_SL_OVEN	火烤沙龍，簡稱「火龍」\n所用的大型烤箱。只要進去幾次，\n不論是什麼紙都可以烤得又焦又黑。
MUSEUM_SL_MAGNIFYING_GLASS	用放大鏡放大蒼蠅的時候，\n視線和蒼蠅對上了。\n但是蒼蠅有好多眼睛，\n我也不知道到底是對上了哪個眼睛。
MUSEUM_SL_MATCH	唰地打開火柴盒，嚓地拿出１根\n火柴。咻地擦一下，砰地冒出火。\n火燒得好旺好旺，眼前好亮好亮，\n然後咻地一下就熄滅了。
MUSEUM_SL_LIGHTER	對紙來說，火焰是非常危險的。\n只要腳尖稍稍碰到，\n瞬間就會燒遍全身。\n天乾物燥，小心火燭。
MUSEUM_SL_SHAVED_ICE	就算紙一口氣把刨冰吃下去，\n紙也不會頭痛，只會變得有點濕。\n怎麼說呢？吃起來不會頭痛的刨冰，\n好像有點不過癮。
MUSEUM_SL_AIR_CONDITIONER	身為空調設備的它原本應該有冷氣\n也有暖氣，可是開著冷氣的時候把\n遙控器弄丟了，所以它現在不能\n說是空調設備，只能說是冷氣機。
MUSEUM_SL_FRIDGE	不讓別人把自己買來的冰淇淋吃掉，\n最好的方法就是別把它放冰箱，\n當場就把它吃掉。
MUSEUM_SL_JUICE	清涼舒暢！Ｑ彈蘑菇！\n過去曾靠這句廣告詞大賣的汽水。\n可是改成零卡路里之後，\n就沒有人要買了。
MUSEUM_SL_WATER_PISTOL	這把性能極高的槍\n曾將無數的紙弄得濕答答。\n交換水彈匣的動作需要練熟，\n只要能上手，就可以補充更多的水。
MUSEUM_SL_DUCK	辛苦的母鴨一手帶大４個小孩，\n她的一擊意外沉重。\n小孩分別叫做瑪利子、瑪利藏、\n瑪利之介、瑪利安。
MUSEUM_SL_POWDER_PUFF	粉撲對每天沾粉撲臉的一成不變生活\n感到厭煩。它突然想到自己究竟是因\n為人們沾粉來撲臉所以是粉撲，還是\n因為是粉撲人們才會拿來沾粉撲臉？
MUSEUM_SL_SPONGE	海綿對每天一成不變的洗碗生活\n感到厭煩，它決定踏上旅程。\n它在旅程中發現了真正的自我。\n原來自己的真愛就是洗碗。
MUSEUM_SL_CAR_WASH_SPONGE	洗車海綿對每天一成不變的洗車\n生活感到厭煩，總是從車門開始\n洗車的它，下定決心要從引擎蓋\n開始洗。這是非常大的冒險。
MUSEUM_SL_PILLOW	枕頭是最輕盈也最實用的睡眠用具。\n床要兩個人才搬得動。但枕頭的話，\n只要一個穿著睡衣的女性，\n就可以高興地把枕頭夾在腋下移動。
MUSEUM_SL_BED	若是為了失眠而苦，那就貼這張\n貼紙吧。舒服的音樂和香味飄盪，\n帶您進入深沉的睡眠。不過要小心，\n別被「棒極了！」的聲音吵醒。
MUSEUM_SL_CANOPY_BED	宛如公主會睡的床。可惜公主\n本人對這種豪華的床感到厭煩，\n她希望有一天能到馬廄裡去睡睡看。
MUSEUM_SL_CELLOPHANE_TAPE	在細長的帶狀玻璃紙上塗上接著劑，\n貼了好幾層後牢牢固定。\n接著用力地撕開，把身體扯裂。\n對紙來說，這工具真是太恐怖了。
MUSEUM_SL_THUMBTACK	以銳利的針刺穿身體，讓身體貼在\n牆壁上，牢牢固定住、確定一動也\n不能動後，紙就這麼被丟下。\n對紙來說，這工具真是太恐怖了。
MUSEUM_SL_STAPLER	喀嚓喀嚓喀嚓　喀嚓　喀嚓喀嚓\n喀嚓喀嚓……喀嚓……喀嚓喀嚓。\n（至今咬過那麼多紙、用針將紙\n　釘住的我……命該絕矣……嗎）
MUSEUM_SL_FOOK	人生跟釣魚其實很像。最重要的是，\n就算機會來了，也絕對不可以著急，\n要沉著地靜靜等待。而絕大多數的\n場合，大魚都是會逃走的。
MUSEUM_SL_BALLOON	世界上有兩種人，一種人會想把\n吹好的氣球弄破，另一種人不會\n想弄破。從連續按鍵的速度，\n就可以看出你是哪一種人吧。
MUSEUM_SL_POCKET_WATCH	「說『沒有時間』的時間\n　　　　　　才真正是浪費時間。」\n
MUSEUM_SL_MANEKINEKO	它抱著上面寫了１０００００００枚\n金幣的金板，這獨特的姿勢看起來就\n像是在朝金幣招手，真是太吉利了。\n我把它取名為「招財貓」。
MUSEUM_SL_HIGHHEEL	看見它掉在森林裡，\n於是把它帶回家，\n但是尺寸不合，沒辦法穿。\n所以把它當成喝飲料時專用的杯子。
MUSEUM_SL_GOAT	出生在大雪山邊的小村莊裡。\n當牠做著有一天能吃紙吃到飽的\n春秋大夢，佇立在山頂上時，\n被詭異的鞦韆綁架了。
MUSEUM_SL_TURKEY	曾以舞者的身分在眾多比賽中勝出。\n現在仍在地下社會的街頭鬥舞。\n這是牠身為舞者的信念。\n嘗起來味道不錯。
MUSEUM_SL_CAKE	在生日蛋糕上插上和年紀相同數量的\n蠟燭，若是能一口氣就全部吹熄，\n據說就會發生好事。\n請用這張貼紙試試看。
MUSEUM_SL_BOOM_BOX	只要用收錄音機播放樂翻天的音樂，\n哪裡都可以是舞廳。\n和從小就一起在街頭長大的\n好朋友──火雞一同夢想成功。
music_w0_01	{d}偵探瑪利歐{/d}\x0e\x01\x01\0
music_w0_02	{d}七手八腳{/d}\x0e\x01\x01\0
music_w0_03	{d}貼紙紙貼貼{/d}\x0e\x01\x01\0
music_w0_04	{d}藍天、白雲{/d}\x0e\x01\x01\0
music_w0_05	{d}搖搖盪鞦韆{/d}\x0e\x01\x01\0
music_w0_06	{d}別叫我小兵{/d}\x0e\x01\x01\0
music_w0_07	{d}我的東西{/d}\x0e\x01\x01\0
music_w0_08	{d}止不住的狂飆{/d}\x0e\x01\x01\0
music_w0_09	{d}迫在眉睫{/d}\x0e\x01\x01\0
music_w0_10	{d}海市蜃樓的另一端{/d}\x0e\x01\x01\0
music_w0_11	{d}紅色翅膀{/d}\x0e\x01\x01\0
music_w0_12	{d}藍色魔法師{/d}\x0e\x01\x01\0
music_w0_13	{d}毒毒森林{/d}\x0e\x01\x01\0
music_w0_14	{d}我生氣了{/d}\x0e\x01\x01\0
music_w0_15	{d}抓不住{/d}\x0e\x01\x01\0
music_w0_16	{d}木喬 de 木喬{/d}\x0e\x01\x01\0
music_w0_17	{d}哀愁浪濤間{/d}\x0e\x01\x01\0
music_w0_18	{d}閃浪海港的危機{/d}\x0e\x01\x01\0
music_w0_19	{d}害羞幽靈狂熱夜{/d}\x0e\x01\x01\0
music_w0_20	{d}恐怖宅邸{/d}\x0e\x01\x01\0
music_w0_21	{d}用吊椅帶我去{/d}\x0e\x01\x01\0
music_w0_22	{d}GO! GO! 礦車{/d}\x0e\x01\x01\0
music_w0_23	{d}叢林叢林{/d}\x0e\x01\x01\0
music_w0_24	{d}逼近的巨大魚{/d}\x0e\x01\x01\0
music_w0_25	{d}遺跡探險隊{/d}\x0e\x01\x01\0
music_w0_26	{d}好熱{/d}\x0e\x01\x01\0
music_w0_27	{d}戰艦{/d}\x0e\x01\x01\0
music_w0_28	{d}展翅高飛{/d}\x0e\x01\x01\0
music_w0_29	{d}甦醒的大魔王{/d}\x0e\x01\x01\0
music_w0_30	{d}恐怖故事{/d}\x0e\x01\x01\0
museum_chief_kino_00	瑪利歐先生。\x0e\0\x04\0謝謝您剛剛救了我。\x0e\0\x04\0我一心只想把\n被重重捲起的剪紙小鎮\n恢復原狀，\x0e\0\x04\0當我再回神的時候，\n就在黑暗狹窄又薄的\n噴水池底下了。\x0e\0\x04\0為了答謝您的救命之恩……\n請跟我來。
museum_chief_kino_01	我無論如何都想讓\n小鎮恢復原狀……\x0e\0\x04\0理由就在這道門的後面。\x0e\0\x04\0來，請吧。
museum_chief_kino_02	您看看，瑪利歐先生！\x0e\0\x04\0\x0e\x04\x02\0歡迎來到\n貼紙博物館！\x0e\0\x04\0\x0e\x04\x02\0這裡是為了將世界上\n各種優秀的貼紙流傳於後世，\x0e\0\x04\0\x0e\x04\x02\0我耗盡資財，\n一個人努力在地底下建造的\x0e\0\x04\0\x0e\x04\x02\0王國裡最大、\n而且唯一的貼紙博物館！
museum_chief_kino_03	真是太棒了！\n你對貼紙的熱情，\n讓我好感動！\x0e\0\x04\0\x0e\x04\x02\0就連貼紙星也沒有\n那麼棒的博物館！\n你真的好厲害！\x0e\0\x04\0\x0e\x04\x02\0然後呢，\n這裡究竟展示著多少貼紙呢！？
museum_chief_kino_04	是的！\n其實最重要的貼紙\n１張也沒有！
museum_chief_kino_05	聽說瑪利歐先生也是一個\n熱愛貼紙的人……\n也就是說，是我的夥伴！
museum_chief_kino_06	雖然跟我比起來\n還有段距離就是了。
museum_chief_kino_07	既然這樣，我想不如請瑪利歐先生\n來幫忙收集要展示在這裡的貼紙！\x0e\0\x04\0\x0e\x04\x02\0同樣身為熱愛貼紙的人，\n應該沒有比這更光榮的事情了！\n您說是不是，瑪利歐先生！
museum_chief_kino_08	我很贊成！瑪利歐，\n我們去收集貼紙吧。\x0e\0\x04\0這樣可以增加有關貼紙的知識，\n在找皇家貼紙的時候\n也一定可以派上用場。\x0e\0\x04\0等我回到貼紙星後，\n還可以跟大家炫耀\n我曾經幫過貼紙博物館的事！\n
museum_chief_kino_09	謝謝您！\n請您務必讓\n這個貼紙博物館完成！\x0e\0\x04\0\x0e\x04\x02\0拜託您了！
museum_chief_kino_talk_00	貼紙的展示位置已經規劃好了，\n如果貼紙簿裡有那張貼紙，\n畫框裡就會浮現圖案。\x0e\0\x04\0關於貼上去的方法，我想對於\n熱愛貼紙的瑪利歐先生而言，\n應該不用多作解釋了吧。\x0e\0\x04\0那麼，\n就請您努力完成博物館。\n萬事拜託了！
museum_chief_kino_talk_01	您貼上貼紙了呢！\n請繼續把博物館完成吧！
museum_chief_kino_talk_02	博物館的完成度\n戰鬥貼紙　　\x0e\x03\x02\x08\0\0\x04\0%\0D\0／９６\n物品貼紙　　\x0e\x03\x02\x08\x01\0\x04\0%\0D\0／６４
museum_chief_kino_talk_03	博物館的完成度\n戰鬥貼紙　　\x0e\x03\x02\x08\0\0\x04\0%\0D\0／９６
museum_chief_kino_talk_04	努力一起完成博物館吧！
museum_chief_kino_talk_05	瑪利歐先生！\n戰鬥貼紙的專區終於完成了！\x0e\0\x04\0作為紀念，\n將開放特別展示室！
museum_chief_kino_talk_06	瑪利歐先生！\n物品貼紙的專區終於完成了！\x0e\0\x04\0作為紀念，\n將開放特別展示室！
museum_chief_kino_talk_07	瑪利歐先生！\n您辦到了！真的辦到了！\x0e\0\x04\0\x0e\x04\x02\0終於收集到了所有的貼紙！\n博物館完成了！\x0e\0\x04\0\x0e\x04\x02\0我多年以來的夢想\n終於達成了！！
museum_chief_kino_talk_08	呀啊～～～！\n太棒了！\x0e\0\x04\0\x0e\x04\x02\0我也幫了很多忙，\n那我可以當副館長嗎！？
museum_chief_kino_talk_09	當然可以！\n紙貼貼副館長！\x0e\0\x04\0\x0e\x04\x02\0瑪利歐先生的話……\n嗯，因為有鬍子，還挺適合的。\n那就當榮譽館長如何！
museum_chief_kino_talk_10	瑪利歐先生是榮譽館長。\n紙貼貼小姐是副館長。\n請多多指教！\x0e\0\x04\0\x0e\x04\x02\0我會每天在這裡當客人！
museum_guide_sound_01	請坐在沙發上\n好好享受喜愛的ＢＧＭ
museum_guide_chara_01	只要１枚金幣，就能使用。\n要試試看嗎？\x0e\x03\04\0\0\x01\0\0\0d\0*\0m\0u\0s\0e\0u\0m\0_\0g\0u\0i\0d\0e\0_\0c\0h\0a\0r\0a\0_\0y\0n\0
museum_guide_chara_yn	要\n不要
museum_guide_chara_02	沒有金幣，不能使用
StaffCredit.msbt
T00	紙片瑪利歐 超級貼紙
T01	STAFF CREDITS
T02	DIRECTORS
T41	DIRECTORS & SCENARIO
T03	LEVEL DESIGN
T04	PLANNING
T05	CHARACTER DESIGN
T06	MAP DESIGN
T07	MAP DESIGN SUPPORT
T08	BATTLE MAP DESIGN
T09	VISUAL EFFECTS & "THINGS" DESIGN
T10	"THINGS" DESIGN
T11	UI DESIGN
T12	TECHNICAL DESIGN
T13	MAIN PROGRAMMING
T14	PROGRAMMING
T15	SCRIPT
T16	SCRIPT SUPPORT
T17	SOUND DIRECTOR
T18	SOUND
T19	SOUND SUPPORT
T20	SOUND SUPERVISOR
T21	CHARACTER VOICES
T22	GRAPHIC SUPERVISORS
T23	ILLUSTRATION
T24	ILLUSTRATION SUPERVISOR
T25	ARTWORK
T26	MANUAL EDITING
T27	TECHNICAL SUPPORT
T28	SPECIAL THANKS
T29	NORTH AMERICAN \nLOCALIZATION MANAGEMENT
T30	NORTH AMERICAN LOCALIZATION
T42	NOE LOCALISATION MANAGEMENT
T43	NOE LOCALISATION
T44	LOCALIZATION MANAGEMENT
T45	LOCALIZATION COORDINATION
T46	KOREAN LOCALIZATION MANAGEMENT
T47	KOREAN LOCALIZATION
T48	KOREAN ARTWORK
T49	SIMPLIFIED CHINESE\nLOCALIZATION MANAGEMENT
T50	SIMPLIFIED CHINESE\nLOCALIZATION
T51	SIMPLIFIED CHINESE\nARTWORK
T52	TRADITIONAL CHINESE\nLOCALIZATION MANAGEMENT
T53	TRADITIONAL CHINESE\nLOCALIZATION
T54	TRADITIONAL CHINESE\nLOCALIZATION SUPPORT
T55	TRADITIONAL CHINESE\nARTWORK
T31	DEBUG
T32	DEBUG SUPPORT
T33	COORDINATION
T34	COORDINATION SUPPORT
T35	SUPERVISORS
T36	PROJECT MANAGEMENT
T37	PRODUCERS
T38	GENERAL PRODUCER
T39	EXECUTIVE PRODUCER
T40	Nintendo and INTELLIGENT SYSTEMS are\nthe authors of this software for the purpose\nof copyright. All rights reserved.\n\xa9 2012-2013 Nintendo\nProgram \xa92012-2013 Nintendo / INTELLIGENT SYSTEMS
N000	Naohiko Aoyama
N001	Taro Kudo
N002	Yukio Morimoto
N003	Toshitaka Muramatsu
N004	Tomomi Fujisawa
N005	Naoya Inui
N006	Masayuki Horikawa
N007	Ai Tsujimura
N008	Akira Ueda
N009	Masahide Miyata
N010	Takeo Enomoto
N011	Tomohiro Ozawa
N012	Madoka Kadono
N013	Koichiro Yamada
N014	Naoko Tsukamoto
N015	Shingo Igata
N016	Yuki Masuda
N017	Kayoko Murakami
N018	Shouko Kotsuki
N019	Satoko Kurihara
N020	Miho Sakamoto
N021	Shunsuke Takenaka
N022	Takanobu Tsujihata
N023	Hitomi Sakuma
N024	Sayoko Hayashi
N025	Takao Shimoeda
N026	Teruyuki Ishiko
N027	Junko Takagi
N028	Kei Shimura
N029	Atsumi Hosokawa
N030	Shingo Nakai
N031	Masayuki Hashimoto
N032	Nobuhiro Arai
N033	Shin Kazoe
N034	Koji Yokota
N035	Jun Nagashima
N036	Seimi Oshiro
N037	Akira Katsuta
N038	Sachiko Daigohou
N039	Hidemi Yamaguchi
N040	Megumi Yasue
N041	Kyoko Suzuki
N042	Naruki Sugeno
N043	Shiho Iwabuchi
N044	Takeshi Ando
N045	Jun'ya Kadono
N046	Kaoru Kita
N047	Youichi Tada
N048	Mitsuru Matsumoto
N049	Takanori Hino
N050	Naoki Habu
N051	James W Anderson
N052	Kazuhiro Tamura
N053	Yusuke Ozawa
N054	Koichi Kishi
N055	Motomu Chikaraishi
N056	Taro Kato
N057	Yusuke Murakami
N058	Tomohiro Obayashi
N059	Hiroki Azumada
N060	Naoyuki Ukeda
N061	Masahiro Oshinomi
N062	Yasuhiro Yokoyama
N063	Jun Kuronuma
N064	Takuya Sato
N065	Tsubasa Mizuno
N066	Isao Watanabe
N067	Masanobu Matsunaga
N068	Saki Kurata
N069	Shoh Murakami
N070	Yoshito Sekigawa
N071	Yasuhisa Baba
N072	Hiroki Morishita
N073	Masanori Adachi
N074	Kiyoshi Hazemoto
N075	Tomoko Sano
N076	Kosei Muraki
N077	Hiroaki Hanaoka
N078	Yasumasa Yamada
N079	Jumpei Ikawa
N080	Bungo Fujiwara
N081	Koji Kondo
N082	Kenny James
N083	Caety Sagoian
N084	Sam Kelly
N085	Kazumi Totaka
N086	Sanae Susaki
N087	Kanae Dohta
N088	Chiaki Aida
N089	Tsuyoshi Watanabe
N090	Naoya Hasegawa
N091	Yusuke Nakano
N092	Yuka Kotaki
N093	Ryota Kanno
N094	Ryo Koizumi
N095	Aki Sakurai
N096	Shingo Okamoto
N097	Kotaro Hiromatsu
N098	Tsutomu Kitanishi
N099	Taku Sugioka
N100	Ryota Kawade
N101	Kazuhito Norimoto
N102	Tsutomu Tei
N103	Toshio Sengoku
N104	Tohru Narihiro
N105	Naoki Nakano
N106	Kenji Imai
N107	Masakazu Umehara
N108	Kenichi Nishimaki
N109	Masahiro Higuchi
N110	Kenji Yamada
N111	Atsushi Ikuno
N112	Naoko Mori
N113	Daisuke Nakajima
N114	Makoto Katayama
N115	Mayuko Tsukamoto
N116	Atsunori Ina
N117	Hiroyuki Tashiro
N118	Naohiro Yasuhara
N119	Yoshihisa Isa
N120	Manabu Matumoto
N121	Yotaro Kiriyama
N122	Yoshinori Isoda
N123	Katsuhiko Kurahashi
N124	Shizue Kiriyama
N125	Atsushi Iio
N126	Kazuki Hamamura
N127	Leslie Swan
N128	Nate Bihldorff
N129	Billy Carroll
N130	Galia Rodriguez Hornedo
N131	Derek Seklecki
N133	Mario Club Co., Ltd.
N134	DIGITAL Hearts Co.,Ltd.
N135	Masashi Okamoto
N136	Jumpei Horita
N137	Kazuyuki Gofuku
N138	Ryuichi Nakada
N139	Shigeru Miyamoto
N140	Takashi Tezuka
N141	Keisuke Terasaki
N142	Kenji Nakajima
N143	Osamu Yamauchi
N144	Kensuke Tanabe
N145	Toshiyuki Nakamura
N146	Shinya Takahashi
N147	Satoru Iwata
N148	Takeru Kanazaki
N149	Daisuke Yasumatsu
N150	Yasuhito Fujisawa
N151	Takafumi Kaneko
N152	Takashi Akiyama
N153	Andy Fey
N154	Jan Peitzmeier
N155	Silvio Schmelz
N156	Federico Maggi
N157	Roby Liebetruth
N158	Claudia Smith
N159	Ciaran Edwards
N160	Emmanuel Adien
N161	Olivier Strag
N162	Pierre-Guillaume Mabboux
N163	Adriano Antonini
N164	Laura Innocenti
N165	Alessandro Pagano
N166	Jessica Ferlmann
N167	Nele Quegwer
N168	Thomas Ito
N169	Nils Dittbrenner
N170	Janine Wetherell
N171	Javier Mart\xedn \xc1lvarez
N172	Ales\xe1nder Valero Fern\xe1ndez
N173	Sof\xeda Mar\xedn Aguilar-Galindo
N174	Ainhoa Bernad Hurtado
N175	NOE Quality Assurance
N176	Kimiko Nakamichi
N177	Jonghoon Park
N178	Xu Xizhou
N179	Yu Fukaya
N180	Hyokjin Jung
N181	Jihyun Choi
N182	Dongyeon Kim
N183	Kwanja Lim
N184	Jiyoung Shin
N185	Siyoung An
N186	Shin'ichi Sasamoto
N187	Qiu Xiaochun
N188	Shen Jingdan
N189	Peng Yi
N190	Xu Jie
N191	Sung Ching-Yun
N192	Tan Ya-Yun
N193	Kirsty Wong
N194	Liu Tzu-Yun
N195	Lin Hui-Jung
N196	Chou Yung-Yu
stg1_1.msbt
step_kino_A_01	這裡是每天都有暖暖陽光的\n「暖暖平原」。
step_kino_A_02	這裡是每天都有暖暖陽光的\n「暖暖平原」！
step_kino_A_03	就說了這裡是每天都有暖暖陽光的\n「暖暖平原」！
step_kino_A_04	雖然發生了很多事，\n這裡依舊是每天都有暖暖陽光的\n「暖暖平原」。
step_kino_B_01	栗寶寶們在四處亂晃。\n如果看到請踩了他們。
step_kino_B_02	栗寶寶們在四處亂晃！\n如果看到請踩了他們！
step_kino_B_03	栗寶寶們在四處亂晃！\n我正在小心不要踩到他們！
step_kino_B_04	栗寶寶們還在四處亂晃。\n如果看到請踩了他們。
step_kino_C_01	{d}告示板中{/d}\n{d}自有黃金屋{/d}\x0e\0\x04\0……這是奇諾比奧界的\n有名格言。
step_kino_C_02	{d}告示板中{/d}\n{d}自有黃金屋{/d}\x0e\0\x04\0……這是奇諾比奧界的\n有名格言！
step_kino_C_03	要小心庫巴Jr.！\n得快點把它寫到告示板上。
