Enemy.msbt
enemy_name_MARIO	マリオ
SL_HAMMER_M0	ハンマーで\x0e\0\0\x08\x02\0\x04\0f0M0敵をたたきつぶす。\x0e\0\0\x06\x02\0\x02\0h0飛んでる\n\x0e\0\0\x08\x02\0\x04\0f0M0敵はたたけないので\x0e\0\0\x0c\x04\0\x08\0a0\x850F0D0注意。
SL_HAMMER_K_M0	ハンマーは、\x0e\0\0\n\x02\0\x06\0a0K0\x890力をためるほど\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力が\n\x0e\0\0\x06\x02\0\x02\0B0上がるが、ためすぎると\x0e\0\0\x0c\x04\0\x08\0W0c0q0D0失敗になる。
SL_HAMMER_KK_M0	ハンマーは、たたいた\x0e\0\0\x08\x02\0\x04\0f0M0敵のまわりにも\nダメージを\x0e\0\0\x08\x02\0\x04\0B0_0与えるので、うまく\x0e\0\0\x08\x02\0\x04\0d0K0使おう。
SL_DEKA_HAMMER_K_M0	デカくてキラは\x0e\0\0\x08\x02\0\x04\0`0D0大ダメージ。たたきそこね\nだけは、したくない、ゼッタイ！
SL_DODEKA_HAMMER_KK_M0	\x0e\0\0\x14\x06\0\x10\0U0D0X0\x870F0M0\x850F0最上級のハンマー\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃。たたかれた\x0e\0\0\x08\x02\0\x04\0f0M0敵も\nうしろの\x0e\0\0\x08\x02\0\x04\0f0M0敵も、メガ\x0e\0\0\n\x02\0\x06\0M0\x850F0級のダメージ。
SL_BUN_HAMMER_M0	\x0e\0\0\x08\x02\0\x04\0f0M0敵を\x0e\0\0\x08\x02\0\x04\0\x880S0横なぐりして、うまく\x0e\0\0\x06\x02\0\x02\0M0決まれば\nごうかいに\x0e\0\0\x06\x02\0\x02\0u0吹き\x0e\0\0\x06\x02\0\x02\0h0飛ばすハンマー\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃。
SL_BUN_HAMMER_K_M0	\x0e\0\0\x08\x02\0\x04\0\x880S0横なぐりのハンマー\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃で、\x0e\0\0\x08\x02\0\x04\0f0M0敵が\x0e\0\0\x08\x02\0\x04\0F0\x930運よく\n\x0e\0\0\x06\x02\0\x02\0\x810目をまわせば、\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃が\x0e\0\0\x0c\x04\0\x08\0\\0\x930\\0\x930全然\x0e\0\0\x06\x02\0\x02\0B0当たらなくなる。
SL_BUN_HAMMER_KK_M0	うしろの\x0e\0\0\x08\x02\0\x04\0f0M0敵にダメージを\x0e\0\0\x08\x02\0\x04\0B0_0与えないぶん、１\x0e\0\0\x08\x02\0\x04\0_0D0体\nへのダメージは\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x870O0強力。たまに\x0e\0\0\x06\x02\0\x02\0\x810目まわしも。
SL_DEKA_BUN_HAMMER_K_M0	サイズ\x0e\0\0\x08\x02\0\x04\0J0J0大きめでダメージも\x0e\0\0\x08\x02\0\x04\0J0J0大きめ、でも\nタイミングはずすと\x0e\0\0\x0c\x04\0\x08\0W0c0q0D0失敗もあるので\x0e\0\0\x0c\x04\0\x08\0a0\x850F0D0注意。
SL_DODEKA_BUN_HAMMER_KK_M0	ブンブン\x0e\0\0\x08\x02\0\x04\0~0\x8f0回して\x0e\0\0\x08\x02\0\x04\0`0D0大ダメージ！\x0e\0\0\x06\x02\0\x02\0\x810目まわし、\n\x0e\0\0\x06\x02\0\x02\0u0吹き\x0e\0\0\x06\x02\0\x02\0h0飛ばし、\x0e\0\0\n\x04\0\x06\0\\0\x930v0全部\x0e\0\0\x06\x02\0\x02\0M0決まったらもっと\x0e\0\0\x0c\x04\0\x08\0U0D0S0F0最高！
SL_PICO_HAMMER_M0	\x0e\0\0\x06\x02\0\x02\00見た\x0e\0\0\x06\x02\0\x02\0\x810目は\x0e\0\0\x0c\x04\0\x08\0K0\x930\\0\x930完全におもちゃ。ピコピコと\x0e\0\0\x0c\x04\0\x08\0U0D0`0D0最大\n５\x0e\0\0\x08\x02\0\x04\0K0D0回たたかれると、５\x0e\0\0\x08\x02\0\x04\0K0D0回イラッとする。
SL_PICO_HAMMER_K_M0	キラになってもピコピコなので、ふざけた\n\x0e\0\0\x08\x02\0\x04\0K0\x930感じはいなめないが、５\x0e\0\0\x08\x02\0\x04\0K0D0回はちょっと\x0e\0\0\x08\x02\0\x04\0D0_0痛い。
SL_PICO_HAMMER_KK_M0	\x0e\0\0\x06\x02\0\x02\00見た\x0e\0\0\x06\x02\0\x02\0\x810目はけっこう\x0e\0\0\x08\x04\0\x04\0o0g0派手め。\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃が５\x0e\0\0\x08\x02\0\x04\0K0D0回\n\x0e\0\0\x06\x02\0\x02\0M0決まるとキラキラピコピコピコピコピコ。
SL_DEKA_PICO_HAMMER_K_M0	\x0e\0\0\x0c\x04\0\x08\0U0D0`0D0最大５\x0e\0\0\x08\x02\0\x04\0K0D0回たたけて、\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力も１\x0e\0\0\x08\x02\0\x04\0K0D0回ごとに\nじょじょに\x0e\0\0\x06\x02\0\x02\0B0上がる。しかもサイズアップ。
SL_DODEKA_PICO_HAMMER_KK_M0	メガサイズのピコピコで、おもちゃに\x0e\0\0\x06\x02\0\x02\00見えて\n\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力はシリアス。バッチリ５\x0e\0\0\x08\x02\0\x04\0K0D0回\x0e\0\0\x06\x02\0\x02\0M0決めたい。
SL_MEGATON_HAMMER_M0	ハンマーをほうり\x0e\0\0\x06\x02\0\x02\0j0投げ、\x0e\0\0\x10\x06\0\x0c\0f0M0\\0\x930D0\x930敵全員にダメージ。\n\x0e\0\0\x0e\x04\0\n\0O0F0a0\x850F0空中の\x0e\0\0\x08\x02\0\x04\0f0M0敵にも\x0e\0\0\x06\x02\0\x02\0M0効く。でもタイミング\x0e\0\0\n\x04\0\x06\0W0`0D0次第。
SL_MEGATON_HAMMER_K_M0	ためすぎて\x0e\0\0\x0c\x04\0\x08\0W0c0q0D0失敗するのはハンマーと\x0e\0\0\x0c\x04\0\x08\0D0c0W0\x870一緒。\n\x0e\0\0\x08\x02\0\x04\0o0\x840早すぎると\x0e\0\0\x08\x02\0\x04\0f0M0敵１\x0e\0\0\x08\x02\0\x04\0_0D0体しかたたかない。
SL_MEGATON_HAMMER_KK_M0	ほうり\x0e\0\0\x06\x02\0\x02\0j0投げの\x0e\0\0\x0c\x04\0\x08\0\\0\x930_0D0全体ダメージは、\x0e\0\0\x08\x02\0\x04\0~0H0前にいる\n\x0e\0\0\x08\x02\0\x04\0f0M0敵のほうが、より\x0e\0\0\x08\x02\0\x04\0J0J0多くのダメージを\x0e\0\0\x06\x02\0\x02\0F0受ける。
SL_DEKA_MEGATON_HAMMER_K_M0	そこそこ\x0e\0\0\x08\x02\0\x04\0J0J0大きくキラなものが\x0e\0\0\x08\x02\0\x04\0F0H0上から\x0e\0\0\x06\x02\0\x02\0J0落ちて\nくるなんて、\x0e\0\0\x08\x02\0\x04\0f0M0敵はたまったもんじゃない。
SL_DODEKA_MEGATON_HAMMER_KK_M0	\x0e\0\0\x08\x02\0\x04\0J0J0大きくてきれいな、\x0e\0\0\x16\x06\0\x12\0a0\x870F0M0\x870F0\x8a0\x870O0超強力なげハンマー。\n\x0e\0\0\x06\x02\0\x02\0j0投げてしまうのがもったいないくらい。
SL_MEE_HAMMER_M0	タイミングよくふり\x0e\0\0\x06\x02\0\x02\0J0下ろせば、なんと\x0e\0\0\x08\x02\0\x04\0f0M0敵を\n\x0e\0\0\x08\x02\0\x04\0m0\x800眠らせてしまう。ダメージはオマケ\x0e\0\0\n\x04\0\x06\0f0D0i0程度。
SL_DEKA_MEE_HAMMER_K_M0	どんなに\x0e\0\0\x08\x02\0\x04\0m0\x800眠くない\x0e\0\0\x08\x02\0\x04\0f0M0敵でも、うまく\x0e\0\0\x08\x02\0\x04\0d0K0使えば\n\x0e\0\0\x0c\x04\0\x08\0K0O0X0d0確実に\x0e\0\0\x08\x02\0\x04\0m0\x800眠らせる、なかなか\x0e\0\0\n\x04\0\x06\0y0\x930\x8a0便利なハンマー。
SL_DODEKA_MEE_HAMMER_KK_M0	\x0e\0\0\x06\x02\0\x02\0M0決まれば\x0e\0\0\x08\x02\0\x04\0f0M0敵を\x0e\0\0\x08\x02\0\x04\0m0\x800眠らせるうえに、\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力も\n\x0e\0\0\n\x04\0\x06\0M0_0D0期待できる。でも\x0e\0\0\x0c\x04\0\x08\0W0c0q0D0失敗したら\x0e\0\0\n\x04\0\x06\0\\0\x930v0全部パー。
SL_BURNING_HAMMER_M0	しゃくねつの\x0e\0\0\n\x02\0\x06\0\{0n0J0炎で、ザコをまとめて\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃。\nタイミングが\x0e\0\0\x06\x02\0\x02\0B0合わないと\x0e\0\0\n\x02\0\x06\0\{0n0J0炎は\x0e\0\0\x06\x02\0\x02\0g0出ない。
SL_DEKA_BURNING_HAMMER_K_M0	\x0e\0\0\n\x02\0\x06\0\{0n0J0炎の\x0e\0\0\x14\x08\0\x10\0\\0\x930_0D0S0F0R0M0全体攻撃は\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x870O0強力だが、\nメット\x0e\0\0\x08\x02\0\x04\0Q0D0系の\x0e\0\0\x08\x02\0\x04\0f0M0敵には\x0e\0\0\x06\x02\0\x02\0M0効かないので\x0e\0\0\x0c\x04\0\x08\0a0\x850F0D0注意。
SL_DODEKA_BURNING_HAMMER_KK_M0	\x0e\0\0\x14\x08\0\x10\0\\0\x930_0D0S0F0R0M0全体攻撃の\x0e\0\0\n\x02\0\x06\0\{0n0J0炎は、すべての\x0e\0\0\x08\x02\0\x04\0f0M0敵に\x0e\0\0\x08\x02\0\x04\0J0j0同じだけ\n\x0e\0\0\x08\x02\0\x04\0`0D0大ダメージを\x0e\0\0\x08\x02\0\x04\0B0_0与える。ぜひ\x0e\0\0\x0c\x04\0\x08\0[0D0S0F0成功させたい。
SL_SEVERE_HAMMER_M0	\x0e\0\0\x0c\x04\0\x08\0T0c0K0\x930極寒の\x0e\0\0\n\x04\0\x06\0\x8c0D0M0冷気は、\x0e\0\0\x0c\x04\0\x08\0\\0\x930_0D0全体にダメージを\x0e\0\0\x08\x02\0\x04\0B0_0与える。\n\x0e\0\0\x0c\x04\0\x08\0o0d0i0F0発動はハンマーをふるタイミングが\x0e\0\0\x0e\x04\0\n\0X0\x850F0\x880F0重要。
SL_DEKA_SEVERE_HAMMER_K_M0	\x0e\0\0\x08\x02\0\x04\0U0\x800寒がる\x0e\0\0\x08\x02\0\x04\0f0M0敵にもおかまいなしに、\x0e\0\0\n\x04\0\x06\0\x8c0D0M0冷気ダメージ\nをたたきこめ。でも\x0e\0\0\x08\x02\0\x04\0U0\x800寒がらない\x0e\0\0\x08\x02\0\x04\0f0M0敵には\x0e\0\0\n\x04\0\x06\0\x800S0F0無効。
SL_DODEKA_SEVERE_HAMMER_KK_M0	メガキラなダメージが\x0e\0\0\n\x04\0\x06\0\x8c0D0M0冷気となって\x0e\0\0\x10\x06\0\x0c\0f0M0\\0\x930D0\x930敵全員を\nおそう。だが\x0e\0\0\x0c\x04\0\x08\0W0c0q0D0失敗すると\x0e\0\0\n\x04\0\x06\0\\0\x930v0全部ナシ。
SL_TOGE_HAT_M0	しゃがんで\x0e\0\0\x06\x02\0\x02\0~0待つだけで、\x0e\0\0\x08\x02\0\x04\0f0M0敵をひと\x0e\0\0\x06\x02\0\x02\0U0刺し。\nただし\x0e\0\0\x08\x02\0\x04\0F0H0上からの\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃にしか\x0e\0\0\x06\x02\0\x02\0M0効かない。
SL_TOGE_HAT_K_M0	トゲぼうしの\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力がアップ。\x0e\0\0\x08\x02\0\x04\0f0M0敵が\x0e\0\0\x06\x02\0\x02\0B0当たる\nタイミングに\x0e\0\0\x06\x02\0\x02\0B0合わせて\x0e\0\0\x06\x02\0\x02\0U0刺せばさらにアップ。
SL_TOGE_HAT_KK_M0	\x0e\0\0\x08\x02\0\x04\0F0H0上からの\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃を、キラキラのトゲで\nカウンター！\x0e\0\0\x0c\x04\0\x08\0[0D0S0F0成功すればかなり\x0e\0\0\x08\x02\0\x04\0D0_0痛い！
SL_DEKA_BOOTS_M0	ブーツに\x0e\0\0\x08\x02\0\x04\0o0D0入っている\x0e\0\0\n\x02\0\x06\0B0D0`0間　\x0e\0\0\x08\x02\0\x04\0f0M0敵の\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃をかわし、\nさらにジャンプ\x0e\0\0\x08\x02\0\x04\0Q0D0系シールの\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力も\x0e\0\0\x06\x02\0\x02\0B0上がる。
SL_DEKA_BOOTS_K_M0	スーパーブーツと\x0e\0\0\x08\x02\0\x04\0J0j0同じ\x0e\0\0\n\x04\0\x06\0S0F0K0効果だが、キラな\x0e\0\0\x08\x02\0\x04\0v0\x930分\nジャンプ\x0e\0\0\x08\x02\0\x04\0Q0D0系シールの\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力を\x0e\0\0\x08\x02\0\x04\0J0J0大きく\x0e\0\0\x06\x02\0\x02\0B0上げる。
SL_DEKA_TAIL_M0	マリオにしっぽが\x0e\0\0\x06\x02\0\x02\0o0生え、まっすぐ\x0e\0\0\x06\x02\0\x02\0h0飛んでくる\nものをはね\x0e\0\0\x08\x02\0\x04\0K0H0返す。タイミングよく\x0e\0\0\x06\x02\0\x02\0F0打って！
SL_DEKA_TAIL_K_M0	キラなしっぽで、まっすぐ\x0e\0\0\x06\x02\0\x02\0h0飛んでくる\x0e\0\0\x08\x02\0\x04\0f0M0敵や\n\x0e\0\0\x08\x02\0\x04\0_0~0弾を\x0e\0\0\x06\x02\0\x02\0F0打ち\x0e\0\0\x08\x02\0\x04\0K0H0返す。うまく\x0e\0\0\x06\x02\0\x02\0F0打てるときもちいい。
SL_DEKA_FROG_M0	カエルスーツの\x0e\0\0\n\x02\0\x06\0B0D0`0間　\x0e\0\0\x08\x02\0\x04\0f0M0敵の\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃をかわし、\nさらに\x0e\0\0\x08\x02\0\x04\0\{0K0他のシールの\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力を\x0e\0\0\x06\x02\0\x02\0B0上げる。
SL_DEKA_FROG_K_M0	カエルスーツがキラになり、\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃をかわして\n\x0e\0\0\x08\x02\0\x04\0\{0K0他のシールの\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力を　\x0e\0\0\x0c\x04\0\x08\0J0J0o0p0大幅に\x0e\0\0\x06\x02\0\x02\0B0上げる。
SL_FIRE_FLOWER_M0	\x0e\0\0\x08\x02\0\x04\0f0M0敵の\x0e\0\0\x08\x02\0\x04\0K0Z0数だけファイアボールを\x0e\0\0\x06\x02\0\x02\0j0投げる。\nただし\x0e\0\0\x0e\x04\0\n\0O0F0a0\x850F0空中の\x0e\0\0\x08\x02\0\x04\0f0M0敵には\x0e\0\0\x08\x02\0\x04\0h0i0届かない。
SL_FIRE_FLOWER_K_M0	キラなファイアボールを\x0e\0\0\x08\x02\0\x04\0f0M0敵の\x0e\0\0\x08\x02\0\x04\0K0Z0数だけ\x0e\0\0\x06\x02\0\x02\0j0投げる。\nタイミングが\x0e\0\0\x06\x02\0\x02\0B0合うと、ちょっとだけ\x0e\0\0\x08\x02\0\x04\0d0\x880強くなる。
SL_FIRE_FLOWER_KK_M0	\x0e\0\0\n\x04\0\x06\0X0\x810\x930地面と\x0e\0\0\x0c\x04\0\x08\0f0D0O0F0低空のすべての\x0e\0\0\x08\x02\0\x04\0f0M0敵に、\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x870O0強力な\nファイアボールをおみまいする。
SL_ICE_FLOWER_M0	\x0e\0\0\x08\x02\0\x04\0f0M0敵の\x0e\0\0\x08\x02\0\x04\0K0Z0数だけアイスボールを\x0e\0\0\x06\x02\0\x02\0j0投げる。\n\x0e\0\0\x08\x02\0\x04\0]0\x890空の\x0e\0\0\x08\x02\0\x04\0f0M0敵には、\x0e\0\0\x0c\x04\0\x08\0f0D0O0F0低空までしか\x0e\0\0\x08\x02\0\x04\0h0i0届かない。
SL_ICE_FLOWER_K_M0	アイスボールをすべての\x0e\0\0\x08\x02\0\x04\0f0M0敵に\x0e\0\0\x06\x02\0\x02\0j0投げつける。\nキラになって\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力も\x0e\0\0\x06\x02\0\x02\0B0上がっている。
SL_ICE_FLOWER_KK_M0	キラキラで\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x870O0強力なアイスボールを\x0e\0\0\x0c\x04\0\x08\0o0c0W0\x830発射。\nうまく\x0e\0\0\x06\x02\0\x02\0F0撃てれば\x0e\0\0\x0c\x04\0\x08\0D0\x8a0\x870O0威力もさらに\x0e\0\0\x08\x02\0\x04\0Y0S0少し\x0e\0\0\x06\x02\0\x02\0B0上がる。
SL_POW_BLOCK_M0	\x0e\0\0\n\x04\0\x06\0X0\x810\x930地面の\x0e\0\0\x08\x02\0\x04\0f0M0敵を　しわくちゃにする。\nチャンスは２\x0e\0\0\x08\x02\0\x04\0K0D0回、タイミングよくたたこう。
SL_POW_BLOCK_K_M0	うまくたたけるほど、より\x0e\0\0\x10\x06\0\x0c\0S0F0K0O0\x8a0d0高確率で\x0e\0\0\n\x04\0\x06\0X0\x810\x930地面の\n\x0e\0\0\x08\x02\0\x04\0f0M0敵をしわくちゃにし、ダメージも\x0e\0\0\x06\x02\0\x02\0B0上がる。
SL_POW_BLOCK_KK_M0	\x0e\0\0\x12\x08\0\x0e\0k0o0d0W0\x870F0v0二発勝負で\x0e\0\0\x08\x02\0\x04\0f0M0敵をしわくちゃにする。キラキラ\nだけあって\x0e\0\0\x12\x06\0\x0e\0S0F0R0M0\x8a0\x870O0攻撃力も\x0e\0\0\x06\x02\0\x02\0B0上がっている。
SL_NOKONOKO_KOURA_M0	コウラをけって\x0e\0\0\x08\x02\0\x04\0f0M0敵をけちらす。ける\nタイミングが\x0e\0\0\x06\x02\0\x02\0B0合えば、\x0e\0\0\x0c\x04\0\x08\0D0\x8a0\x870O0威力も\x0e\0\0\x06\x02\0\x02\0B0上がる。
SL_NOKONOKO_KOURA_K_M0	けったコウラは、\x0e\0\0\x08\x02\0\x04\0\{0K0他のコウラをふき\x0e\0\0\x06\x02\0\x02\0h0飛ばす。\nノコノコをふんでおいて\x0e\0\0\n\x04\0\x06\0D0c0M0一気にけちらそう。\n
SL_NOKONOKO_KOURA_KK_M0	キラキラのコウラはダメージも\x0e\0\0\x08\x02\0\x04\0J0J0大きく、\nタイミングが\x0e\0\0\x06\x02\0\x02\0B0合うと\x0e\0\0\x08\x02\0\x04\0p0D0倍ちかくまで\x0e\0\0\x06\x02\0\x02\0B0上がる。
SL_KINOKO_M0	\x0e\0\0\x0e\x04\0\n\0_0D0\x8a0\x870O0体力を\x0e\0\0\x0c\x04\0\x08\0K0D0u0O0回復する\x0e\0\0\n\x04\0\x06\0`0D0X0大事なシール。バトル\x0e\0\0\n\x02\0\x06\0a0\x850F0中に\nしか\x0e\0\0\x08\x02\0\x04\0d0K0使えない。\x0e\0\0\x08\x02\0\x04\0d0m0常に\x0e\0\0\x06\x02\0\x02\0\x820持ち\x0e\0\0\x08\x02\0\x04\0B0\x8b0歩きたい。
SL_KINOKO_K_M0	ただのキノコより\x0e\0\0\x12\x06\0\x0e\0K0D0u0O0\x8a0\x870F0回復量がアップ。マリオが\nバンザイするタイミングに\x0e\0\0\x06\x02\0\x02\0B0合わせて\x0e\0\0\x08\x02\0\x04\0d0K0使おう。
SL_KINOKO_KK_M0	キノコがキラキラで、\x0e\0\0\x12\x06\0\x0e\0K0D0u0O0\x8a0\x870F0回復量が\x0e\0\0\x0c\x04\0\x08\0J0J0o0p0大幅アップ。\nタイミングが\x0e\0\0\x06\x02\0\x02\0B0合えばさらに\x0e\0\0\x0c\x04\0\x08\0K0D0u0O0回復ボーナス。
SL_DEKA_1UP_KINOKO_M0	\x0e\0\0\x08\x02\0\x04\0J0J0大きいキノコで\x0e\0\0\n\x02\0\x06\0K0\x890`0体にすごくいい。１０ターン\nもの\x0e\0\0\n\x02\0\x06\0B0D0`0間、じわじわと\x0e\0\0\x0c\x04\0\x08\0K0D0u0O0回復しつづける。
SL_DEKA_1UP_KINOKO_K_M0	１０ターンもの\x0e\0\0\n\x02\0\x06\0B0D0`0間、ずっとキラキラ\x0e\0\0\x0c\x04\0\x08\0K0D0u0O0回復。\nバンザイに\x0e\0\0\x06\x02\0\x02\0B0合わせればさらに\x0e\0\0\x12\x06\0\x0e\0K0D0u0O0\x8a0\x870F0回復量アップ。
SL_POISON_KINOKO_M0	なんと、マリオが\x0e\0\0\x08\x02\0\x04\0i0O0毒におかされる！\nしかしその\x0e\0\0\x0e\x04\0\n\0X0\x870F0_0D0状態で、\x0e\0\0\x08\x02\0\x04\0f0M0敵に\x0e\0\0\x06\x02\0\x02\0u0触れれば…。
SL_LEAF_M0	はっぱが\x0e\0\0\x06\x02\0\x02\0o0貼られている\x0e\0\0\n\x02\0\x06\0B0D0`0間、\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃は\x0e\0\0\n\x04\0\x06\0X0i0F0自動で\nエクセレントになり、ガードも\x0e\0\0\x0c\x04\0\x08\0[0D0S0F0成功する。
SL_LEAF_K_M0	\x0e\0\0\n\x04\0\x06\0S0F0K0効果はただのはっぱシールとまったく\x0e\0\0\x08\x02\0\x04\0J0j0同じ。\nキラキラなのでショップでは\x0e\0\0\x08\x02\0\x04\0_0K0高く\x0e\0\0\x06\x02\0\x02\0F0売れる。
SL_DOOR_M0	ひみつの\x0e\0\0\n\x04\0\x06\0p0W0\x870場所への\x0e\0\0\n\x02\0\x06\0h0s0\x890扉を\x0e\0\0\x08\x02\0\x04\0r0\x890開く。バトルから\nにげることもできる。
SL_SNOW_BALL_M0	アイスガボンがはきだす\x0e\0\0\x08\x02\0\x04\0\x860M0雪の\x0e\0\0\x08\x02\0\x04\0_0~0玉で、\x0e\0\0\x0c\x04\0\x08\0a0X0\x870F0地上の\n\x0e\0\0\x10\x06\0\x0c\0f0M0\\0\x930D0\x930敵全員に　\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x870O0強力な\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃をくり\x0e\0\0\x06\x02\0\x02\0`0出す。
SL_GABON_BALL_M0	ガボンが\x0e\0\0\x08\x02\0\x04\0O0a0口から\x0e\0\0\x06\x02\0\x02\0`0出す\x0e\0\0\x0e\x04\0\n\0f0c0M0\x850F0鉄球。\x0e\0\0\x06\x02\0\x02\0j0投げるタイミング\nがうまく\x0e\0\0\x06\x02\0\x02\0M0決まればダメージにボーナス。
SL_BARREL_M0	クラッシャーが\x0e\0\0\x06\x02\0\x02\0h0飛ばしてくる　\x0e\0\0\x06\x02\0\x02\0M0木のタル。\n\x0e\0\0\x0c\x04\0\x08\0_0\x930_0D0単体だが\x0e\0\0\x0e\x04\0\n\0O0F0a0\x850F0空中の\x0e\0\0\x08\x02\0\x04\0f0M0敵にも\x0e\0\0\x06\x02\0\x02\0B0当たる。
SL_SPANNER_M0	プーが\x0e\0\0\x06\x02\0\x02\0j0投げるスパナ。\x0e\0\0\x0c\x04\0\x08\0W0\x850F0\x8a0修理の\x0e\0\0\n\x04\0\x06\0i0F0P0道具としてだけ\nでなく、そこそこ\x0e\0\0\x08\x02\0\x04\0d0\x880強い\x0e\0\0\x06\x02\0\x02\0h0飛び\x0e\0\0\n\x04\0\x06\0i0F0P0道具でもある。
SL_BONE_M0	カロンが\x0e\0\0\x06\x02\0\x02\0j0投げるホネ。\x0e\0\0\x08\x02\0\x04\0K0\x8b0軽いのでダメージは\nそこそこ。\x0e\0\0\n\x04\0\x06\0X0v0\x930自分のホネなのだろうか？
SL_BOOMERANG_M0	ブーメランブロスが\x0e\0\0\x0c\x04\0\x08\0B0D0\x880F0愛用。\x0e\0\0\x06\x02\0\x02\0D0行きは\x0e\0\0\x0c\x04\0\x08\0a0X0\x870F0地上の\x0e\0\0\x08\x02\0\x04\0f0M0敵、\n\x0e\0\0\x08\x02\0\x04\0K0H0帰りは\x0e\0\0\x0e\x04\0\n\0O0F0a0\x850F0空中の\x0e\0\0\x08\x02\0\x04\0f0M0敵を\x0e\0\0\x0c\x04\0\x08\0S0F0R0M0攻撃する、\x0e\0\0\x10\x08\0\x0c\0\\0\x930_0D0v0M0全体武器。
SL_BOMB_M0	ボムへいのばくだん。うまく\x0e\0\0\x06\x02\0\x02\0j0投げれば\nまわりの\x0e\0\0\x08\x02\0\x04\0f0M0敵にもダメージを\x0e\0\0\x08\x02\0\x04\0B0_0与える。
SL_SOMBRERO_M0	ソンブレロヘイホーが　ぼうしを\x0e\0\0\x06\x02\0\x02\0j0投げるのは\nファンサービスのつもりだそうだ。
SL_THROW_KNIFE_M0	ハックンの\x0e\0\0\n\x04\0\x06\0h0O0D0得意な\x0e\0\0\x06\x02\0\x02\0h0飛び\x0e\0\0\n\x04\0\x06\0i0F0P0道具。タイミングよく\n\x0e\0\0\x06\x02\0\x02\0j0投げれば、ダメージは\x0e\0\0\x08\x02\0\x04\0p0D0倍になる。
MUSEUM_SL_JAPANESE_SCISSORS	\x0e\0\0\x08\x02\0\x04\0\x860s0指を\x0e\0\0\x06\x02\0\x02\0D0入れる\x0e\0\0\x08\x02\0\x04\0B0j0穴がないため、\x0e\0\0\x0c\x04\0\x08\0\\0\x930_0D0全体をにぎって\n\x0e\0\0\n\x04\0\x06\0W0\x880F0使用する。そのため、じゃんけんの\x0e\0\0\n\x04\0\x06\0p0B0D0場合は\n\x0e\0\0\x10\x06\0\x0c\0D0c0q0\x930f0M0一般的なはさみのようにチョキではなく、\nグーとなる。
MUSEUM_SL_HAIRCUT_SCISSORS	「\x0e\0\0\x0c\x04\0\x08\0U0\x930q0d0散髪の\x0e\0\0\x0c\x02\0\x08\00Z0F00湖」　\x0e\0\0\x08\x02\0\x04\0`0D0第４\x0e\0\0\x08\x02\0\x04\0~0O0幕　\n\x0e\0\0\n\x04\0\x06\0B0O0~0悪魔の\x0e\0\0\x08\x02\0\x04\0n0\x8d0呪いではさみに\x0e\0\0\x06\x02\0\x02\0K0変えられた\x0e\0\0\x08\x02\0\x04\0r0\x810姫が\n\x0e\0\0\n\x04\0\x06\0d0M0\x880月夜に\x0e\0\0\x0c\x02\0\x08\00Z0F00湖のほとりで\x0e\0\0\x08\x02\0\x04\0K0j0悲しい\x0e\0\0\x0c\x04\0\x08\0F0\x930\x810D0運命をなげき、\n\x0e\0\0\n\x04\0\x06\0\x890D0[0来世で\x0e\0\0\n\x04\0\x06\0J0F0X0王子と\x0e\0\0\x08\x02\0\x04\0\x800Y0結ばれることを\x0e\0\0\n\x04\0\x06\0\x860\x8100夢見る。
