common_Kawashima.msbt
Button_Back	返回
Tips1_Sudoku_29	这时我们再去重新看下\n之前暂时搁置的数字……
Tips1_Sudoku_30	由于空白的方格所剩不多，\n所以这次就……
Tips1_Sudoku_31	“{color[ff0c00ff]}此方格\n只能填入这个数字{color[000000ff]}”
Tips1_Sudoku_32	……寻找这样的地方吧。
Tips1_Sudoku_33	由于{color[ff0c00ff]}A{color[000000ff]}方格在{color[ff0c00ff]}横列{color[000000ff]}上，\n除{color[ff0c00ff]}4{color[000000ff]}以外所有的数字都齐了……
Tips1_Sudoku_34	所以这里就是{color[ff0c00ff]}4{color[000000ff]}了。
Tips1_Sudoku_35	对于{color[ff0c00ff]}B{color[000000ff]}方格来说，只从{color[ff0c00ff]}横列{color[000000ff]}上看，\n可以填入{color[ff0c00ff]}6{color[000000ff]}或{color[ff0c00ff]}8{color[000000ff]}……
Tips1_Sudoku_36	但由于{color[ff0c00ff]}竖列{color[000000ff]}上已经有{color[ff0c00ff]}8{color[000000ff]}了……
Tips1_Sudoku_37	所以这里就是{color[ff0c00ff]}6{color[000000ff]}了。
Tips1_Sudoku_38	只要重复使用\n这些方法……
Tips1_Sudoku_39	最终填完所有的方格，\n数字拼图就{color[ff0c00ff]}完成了！！{color[000000ff]}
Tips1_Sudoku_40	怎么样？\n很简单吧。
Tips1_Sudoku_41	可以通过{color[ff0c00ff]}练习问题{color[000000ff]}来复习一下\n我刚说明过的技巧。
Tips1_Sudoku_42	请务必来尝试一下。
Tips2_Sudoku_01	当题目变得越来越难时……
Tips2_Sudoku_02	就会出现一些仅靠初级技巧\n无法解决的题目。
Tips2_Sudoku_03	这次，一边解答此题，\n一边介绍{color[ff0c00ff]}中级技巧{color[000000ff]}吧。
Tips2_Sudoku_04	与初级的时候一样，\n先观察{color[ff0c00ff]}1个数字{color[000000ff]}……
Tips2_Sudoku_05	然后在每个{color[ff0c00ff]}大方格{color[000000ff]}中寻找\n“{color[ff0c00ff]}此数字只能填入这里{color[000000ff]}”的方格。
Tips2_Sudoku_06	那就先从{color[ff0c00ff]}1{color[000000ff]}开始。
Tips2_Sudoku_07	……看来，不管是哪个大方格，\n都无法确定1填在哪里呢。
Tips2_Sudoku_08	这时候，就要改变一下\n思考方式了。
Tips2_Sudoku_09	是不是有1{color[ff0c00ff]}列{color[000000ff]}\n能够填入1呢？
Tips2_Sudoku_10	注意看{color[ff0c00ff]}最左边{color[000000ff]}的那竖列。
Tips2_Sudoku_11	对于{color[ff0c00ff]}A{color[000000ff]}方格来说，\n由于在同一个大方格\n以及横列中已经有1了……
Tips2_Sudoku_12	所以在这列中，\n能填{color[ff0c00ff]}1{color[000000ff]}的地方就只有这里。
Tips2_Sudoku_13	也有观察{color[ff0c00ff]}大方格\n{color[000000ff]}找出1的方法。
Tips2_Sudoku_14	在{color[ff0c00ff]}左侧中间{color[000000ff]}的大方格中，\n能填1的应该就是{color[ff0c00ff]}B{color[000000ff]}中的某个。
Tips2_Sudoku_15	这样的话，在{color[ff0c00ff]}左上方{color[000000ff]}的大方格中，\n与B同列的{color[ff0c00ff]}C{color[000000ff]}就无法填1了。
Tips2_Sudoku_16	而且，通过确认横竖相同的列中\n是否有1，我们就能得知……
Tips2_Sudoku_17	在{color[ff0c00ff]}这个大方格{color[000000ff]}中，\n只有这里才能填入1。
Tips2_Sudoku_18	像这样……
Tips2_Sudoku_19	当可能可以填入某数字的方格\n存在于{color[ff0c00ff]}大方格中{color[000000ff]}的{color[ff0c00ff]}某一列{color[000000ff]}时……
Tips2_Sudoku_20	先去看一下其他大方格中的数字，\n或者能从中找到{color[ff0c00ff]}提示{color[000000ff]}。
Tips2_Sudoku_21	那么，填入1后，其他几个\n大方格中的1也就确定了。
Tips2_Sudoku_22	接下来是2。首先{color[ff0c00ff]}左下方{color[000000ff]}的\n大方格比较简单。
Tips2_Sudoku_23	在{color[ff0c00ff]}中间上方{color[000000ff]}的大方格中，\n由于能填2的{color[ff0c00ff]}A{color[000000ff]}中的某一个……
Tips2_Sudoku_24	所以在{color[ff0c00ff]}右上方{color[000000ff]}的大方格中，\n{color[ff0c00ff]}B{color[000000ff]}就无法填入2了。
Tips2_Sudoku_25	对于{color[ff0c00ff]}右侧中间{color[000000ff]}的大方格来说也一样，\n由于能填2的是{color[ff0c00ff]}C{color[000000ff]}中的某一个……
Tips2_Sudoku_26	所以在{color[ff0c00ff]}右上方{color[000000ff]}的大方格中，\n{color[ff0c00ff]}D{color[000000ff]}就无法填入2了。
Tips2_Sudoku_27	这样一来，在{color[ff0c00ff]}右上方{color[000000ff]}的大方格中，\n能填入2的方格就确定了。
Tips2_Sudoku_28	像这样将{color[ff0c00ff]}部分确定的结果\n{color[000000ff]}综合起来考虑……
Tips2_Sudoku_29	就能找出利用初级方法\n也无法找到的数字了。
Tips2_Sudoku_30	……那么，让我们继续吧。\n接下来是{color[ff0c00ff]}3{color[000000ff]}。
Tips2_Sudoku_31	这2个3可以立刻就找到。
Tips2_Sudoku_32	{color[ff0c00ff]}左侧中间{color[000000ff]}的大方格中的3\n应该是{color[ff0c00ff]}A{color[000000ff]}或{color[ff0c00ff]}B{color[000000ff]}中的某个。
Tips2_Sudoku_33	同样，{color[ff0c00ff]}右侧中间{color[000000ff]}的大方格中的3\n是{color[ff0c00ff]}C{color[000000ff]}或{color[ff0c00ff]}D{color[000000ff]}中的某个。
Tips2_Sudoku_34	由于{color[ff0c00ff]}A{color[000000ff]}是3，那{color[ff0c00ff]}D{color[000000ff]}就是3。\n{color[ff0c00ff]}B{color[000000ff]}是3的话，{color[ff0c00ff]}C{color[000000ff]}就是3的关系，
Tips2_Sudoku_35	所以不管怎样，\n{color[ff0c00ff]}中间{color[000000ff]}大方格中的{color[ff0c00ff]}E{color[000000ff]}都不可能是3。
Tips2_Sudoku_36	也就是说，{color[ff0c00ff]}中间{color[000000ff]}大方格中的{color[ff0c00ff]}3{color[000000ff]}\n可以确定是这个方格了。
Tips2_Sudoku_37	像这样，如果能填入某数字的方格\n{color[ff0c00ff]}只存在于大方格的2列中{color[000000ff]}……
Tips2_Sudoku_38	而且在其他{color[ff0c00ff]}大方格中\n也存在着相同的2列{color[000000ff]}，\n这就可以作为{color[ff0c00ff]}提示{color[000000ff]}来用。
Tips2_Sudoku_39	也可以通过观察列\n来找出这种模式。
Tips2_Sudoku_40	接下来，就可以使用\n前面的技巧来解题了。
Tips2_Sudoku_41	此技巧还可用来求解\n一些无需使用它的问题。
Tips2_Sudoku_42	它可以{color[ff0c00ff]}大幅提高{color[000000ff]}解题的{color[ff0c00ff]}速度{color[000000ff]}，\n所以请务必{color[ff0c00ff]}掌握{color[000000ff]}它吧。
Tips3_Sudoku_01	终于要开始介绍\n{color[ff0c00ff]}高级技巧{color[000000ff]}了。
Tips3_Sudoku_02	只要掌握该技巧，\n就能解开几乎所有的问题。
Tips3_Sudoku_03	这次，一边解答此题，\n一边介绍吧。
Tips3_Sudoku_04	使用初级、中级的技巧，\n可以填满这些方格。
Tips3_Sudoku_05	……但是，接下来就无法靠\n{color[ff0c00ff]}之前的方法{color[000000ff]}来求解了。
Tips3_Sudoku_06	这时候！
Tips3_Sudoku_07	我们来看看{color[ff0c00ff]}剩余的空白方格里\n都可以填入哪些数字{color[000000ff]}吧。
Tips3_Sudoku_08	使用{color[ff0c00ff]}备注功能{color[000000ff]}，\n将可能的结果记录下来吧。
Tips3_Sudoku_09	……那么，先检查\n上方3列的空白方格。
Tips3_Sudoku_10	并记录下哪些{color[ff0c00ff]}数字还没有\n填入{color[000000ff]}相同的列或大方格中。
Tips3_Sudoku_11	其实依靠现有的信息，\n已经可以确定这些{color[ff0c00ff]}3{color[000000ff]}了……
Tips3_Sudoku_12	而且用来实现这一步的方法\n也不止一种。
Tips3_Sudoku_13	这里，就来说明一下\n4种相关的方法吧。
Tips3_Sudoku_14	第1种是在介绍中级技巧时\n已说明过的方法。
Tips3_Sudoku_15	让我们观察{color[ff0c00ff]}上方中间{color[000000ff]}的\n大方格吧。
Tips3_Sudoku_16	由于从上数{color[ff0c00ff]}第3横列{color[000000ff]}的\n某个方格中一定要填入{color[ff0c00ff]}5{color[000000ff]}……
Tips3_Sudoku_17	所以同列中的这个方格里\n就{color[ff0c00ff]}不可能{color[000000ff]}填入{color[ff0c00ff]}5{color[000000ff]}了。
Tips3_Sudoku_18	同样的，这个方格中\n也无法填入{color[ff0c00ff]}7{color[000000ff]}。
Tips3_Sudoku_19	这样一来，左上方的\n方格里的{color[ff0c00ff]}3{color[000000ff]}就确定了。
Tips3_Sudoku_20	虽然一个数字一个数字地看\n无法找到答案……
Tips3_Sudoku_21	但如果像这样把方格中\n可填入的{color[ff0c00ff]}数字一个个排除{color[000000ff]}的话……
Tips3_Sudoku_22	有些方格中{color[ff0c00ff]}可填入的数字\n就会只剩下一个{color[000000ff]}了。
Tips3_Sudoku_23	接着是第2种方法。\n请观察这{color[ff0c00ff]}2个格子{color[000000ff]}。
Tips3_Sudoku_24	不管是{color[ff0c00ff]}右上方的大方格{color[000000ff]}，\n还是{color[ff0c00ff]}从上数第3横列{color[000000ff]}……
Tips3_Sudoku_25	{color[ff0c00ff]}1{color[000000ff]}和{color[ff0c00ff]}2{color[000000ff]}就只能填入\n这2个方格中。
Tips3_Sudoku_26	由于这2个方格一个是{color[ff0c00ff]}1{color[000000ff]}，\n一个是{color[ff0c00ff]}2{color[000000ff]}……
Tips3_Sudoku_27	所有不管怎样，\n都不可能填入{color[ff0c00ff]}3{color[000000ff]}。
Tips3_Sudoku_28	这样一来，右上方的\n大方格中的{color[ff0c00ff]}3{color[000000ff]}就确定了。\n接着左上方的方格也确定了。
Tips3_Sudoku_29	像这样，{color[ff0c00ff]}可填入2个数字的\n方格只有2个{color[000000ff]}时……
Tips3_Sudoku_30	那么就能得知，这2个方格\n{color[ff0c00ff]}无法填入其他的数字{color[000000ff]}。
Tips3_Sudoku_30_02	有时也会出现{color[ff0c00ff]}3个方格{color[000000ff]}中\n可以{color[ff0c00ff]}填入3个数字{color[000000ff]}的情况。
Tips3_Sudoku_31	第3种方法的话，\n我们先要来做一下准备……
Tips3_Sudoku_32	先来想想在{color[ff0c00ff]}右侧中间{color[000000ff]}的大方格中\n可以填入{color[ff0c00ff]}5{color[000000ff]}的地方吧。
Tips3_Sudoku_33	那么，与第1种方法相同，\n可以得知这里不是{color[ff0c00ff]}5{color[000000ff]}。
Tips3_Sudoku_34	这样一来，就能确定\n这2个方格不是填{color[ff0c00ff]}6{color[000000ff]}就是填{color[ff0c00ff]}9{color[000000ff]}……
Tips3_Sudoku_35	然后这个方格填{color[ff0c00ff]}6{color[000000ff]}和{color[ff0c00ff]}9{color[000000ff]}以外的数字……\n也就是说，可以确定是填{color[ff0c00ff]}5{color[000000ff]}了。
Tips3_Sudoku_36	那么，这个方格由于已经\n无法填{color[ff0c00ff]}5{color[000000ff]}了，所以就是{color[ff0c00ff]}3{color[000000ff]}。
Tips3_Sudoku_36_02	同样的，这里的{color[ff0c00ff]}3{color[000000ff]}\n也能确定下来了。
Tips3_Sudoku_37	这里进一步运用了\n第2种方法。
Tips3_Sudoku_38	当{color[ff0c00ff]}2个方格中可填入的\n数字相同且只有2个{color[000000ff]}时……
Tips3_Sudoku_39	那么在包含这2个方格的大方格或\n列中就{color[ff0c00ff]}无法填入这些数字{color[000000ff]}。
Tips3_Sudoku_40	最后是第4种方法。\n请观察这{color[ff0c00ff]}3个格子{color[000000ff]}。
Tips3_Sudoku_41	先不要去管怎样组合，\n这些格子能填入的是\n{color[ff0c00ff]}5{color[000000ff]}、{color[ff0c00ff]}6{color[000000ff]}、{color[ff0c00ff]}9{color[000000ff]}这些数字。
Tips3_Sudoku_42	这样一来，在{color[ff0c00ff]}相同大方格{color[000000ff]}的这里\n就无法填入{color[ff0c00ff]}5{color[000000ff]}、{color[ff0c00ff]}6{color[000000ff]}、{color[ff0c00ff]}9{color[000000ff]}了。
Tips3_Sudoku_43	所以，{color[ff0c00ff]}3{color[000000ff]}就能确定下来了。
Tips3_Sudoku_44	这和第3种方法一样，\n但有{color[ff0c00ff]}3个方格{color[000000ff]}和{color[ff0c00ff]}3个数字{color[000000ff]}。
Tips3_Sudoku_45	感觉怎么样？
Tips3_Sudoku_46	对于比较困难的题目，\n有时需要{color[ff0c00ff]}同时{color[000000ff]}考虑\n{color[ff0c00ff]}多个数字和方格{color[000000ff]}。
Tips3_Sudoku_48	……那么，只要这个3能确定下来，\n接下来就容易多了。
Tips3_Sudoku_49	到目前为止，虽然我们已经\n见过了很多种技巧……
Tips3_Sudoku_50	但这也不是\n数字拼图的全部解法。
Tips3_Sudoku_51	{color[ff0c00ff]}寻找属于自己的解法{color[000000ff]}\n也是玩解谜游戏的乐趣之一。
Tips3_Sudoku_52	请挑战各种题目，\n让自己变得更加熟练吧！！
Setting_DominantHand	你要{color[ff0c00ff]}使用哪只手{color[000000ff]}\n书写文字？
Setting_DominantHand_01	请倒过来握持\nNintendo Switch主机。
Setting_Calendar	要在菜单画面中\n显示哪种日历？
Setting_5Recognition_01	写“{color[ff0c00ff]}5{color[000000ff]}”时的{color[ff0c00ff]}笔画数{color[000000ff]}一直都相同吗？\n还是每次都不一样呢？
Setting_5Recognition_02	写“5”时是{color[ff0c00ff]}1笔{color[000000ff]}？\n还是{color[ff0c00ff]}2笔{color[000000ff]}呢？
Setting_5Recognition_03	我已让系统变得\n能更容易识别了。
Setting_5Recognition_04	那么，就设置为“{color[ff0c00ff]}标准{color[000000ff]}”。
First_Left_01	是左手吗！
First_Left_02	有研究结果表明，惯用左手的人，\n由于左右两边的大脑\n都可以用来控制运动……
First_Left_03	所以比惯用右手的人\n更适合体育运动。
First_Left_04	说起来，所谓大脑……
First_Left_05	……哎呀，一说起大脑的事情\n我就停不下来呢。\n我们还是接着往下进行吧。
First_Left_06	虽然有点麻烦，\n请倒过来握持……
First_Left_07	Nintendo Switch主机。
First_02_01	啊，在{color[ff0c00ff]}脑年龄检查{color[000000ff]}开始前，\n我想请问一件事……
First_02_02	在接下来开始的\n{color[ff0c00ff]}猜拳{color[000000ff]}测验中……
First_02_03	需要使用“{color[ff0c00ff]}手{color[000000ff]}”来回答题目。\n你现在可以使用{color[ff0c00ff]}Joy-Con(R){color[000000ff]}吗？
First_02_04	那么，需要{color[ff0c00ff]}手写{color[000000ff]}答案的\n计算测验即将开始。
First_02_20	这次将要进行的测验是\n{color[ff0c00ff]}“{[010d]}”{color[000000ff]}。
First_03_01	为了记录脑年龄检查\n以及锻炼的结果……
First_03_02	我制作了你专用的\n{color[ff0c00ff]}“个人数据”{color[000000ff]}。
First_03_03	请告诉我\n{color[ff0c00ff]}你的出生年月日{color[000000ff]}。
First_03_Confirm	{color[ff0c00ff]}{b}年{[0106]}月{[0107]}日{color[000000ff]}，\n这样可以吗？
First_03_Confirm_02	接下来将无法更改。\n是{color[ff0c00ff]}{b}年{[0106]}月{[0107]}日{color[000000ff]}，对吧？
First_U20_01	对于{color[ff0c00ff]}不到20岁{color[000000ff]}的你来说……
First_U20_02	请将这次测验中的脑年龄\n看做是一个{color[ff0c00ff]}大致目标{color[000000ff]}吧。
First_U20_03	因为你正处于大脑拥有\n许多可能性的时期……
First_U20_04	接下来也请在生活中\n{color[ff0c00ff]}有意识地{color[000000ff]}运用大脑吧。
First_afterBAC_01	顺便说一下，\n由于这次{color[ff0c00ff]}并非{color[000000ff]}正式的测验，\n所以不会留下记录。
First_afterBAC_02	在{color[ff0c00ff]}正式{color[000000ff]}的测量中，\n将能看到更详细的结果。
First_01_01	{[0111]}，\n很高兴认识你！
First_01_02	我是川岛隆太。\n在东北大学里进行{color[ff0c00ff]}大脑{color[000000ff]}的研究。
First_01_02_02	请多指教！
First_01_03	大脑的功能在过了\n{color[ff0c00ff]}20岁{color[000000ff]}这条分水岭后，\n便会不断地降低。
First_01_04	有没有觉得自己最近\n越来越健忘了？
First_01_05	或者想不出别人的名字\n或要写的汉字？
First_01_06	又或者无法忍耐，\n变得易怒……
First_01_07	等等这些情况呢？
First_01_08	你的{color[ff0c00ff]}大脑{color[000000ff]}没有问题吧？
First_01_09	那么先来测验一下\n你现在的{color[ff0c00ff]}脑年龄{color[000000ff]}吧。
First_01_10	将会使用从20几岁到70几岁的\n被实验者那里收集到的数据，
First_01_11	算出你的成绩与哪个\n年龄层次的成绩比较接近。
First_04_01	当代社会里充满了文明的利器，\n使我们的生活变得{color[ff0c00ff]}“轻松便利”{color[000000ff]}。
First_04_02	但是，“轻松便利”也意味着\n{color[ff0c00ff]}无需使用大脑以及身体{color[000000ff]}。
First_04_03	那么，我们会在哪些\n事情上使用大脑呢……
First_04_04	我使用能将大脑活动{color[ff0c00ff]}图像化{color[000000ff]}的\n最新机器进行了一下测量。
First_04_05	请看这个大脑的照片。
First_04_06	这是正在{color[ff0c00ff]}思考事情{color[000000ff]}时的大脑。
First_04_07	左脑的前额叶\n只有极少的部分在运作。
First_04_08	这是正在看{color[ff0c00ff]}电视节目{color[000000ff]}的大脑。
First_04_09	只有观看物体的枕叶及\n听取声音的颞叶……
First_04_10	在左右两边的大脑中运作着。
First_04_11	而这是快速解答\n{color[ff0c00ff]}简单计算问题{color[000000ff]}时的大脑。
First_04_12	我们可以看到左右两边大脑中的\n{color[ff0c00ff]}很多地方{color[000000ff]}都在活跃地运作。
First_04_13	在正在{color[ff0c00ff]}朗读{color[000000ff]}的大脑中……
First_04_14	左右两边大脑中的\n{color[ff0c00ff]}很多地方{color[000000ff]}都在运作。
First_04_15	在这款软件中，\n基于这些研究制作的，
First_04_16	其中又以{color[ff0c00ff]}简单计算{color[000000ff]}\n为代表的这些锻炼项目，
First_04_17	都可能有助于让大脑中\n运作最频繁的……
First_04_18	{color[ff0c00ff]}前额叶{color[000000ff]}的活性化得以提高。
First_04_19	此软件仅收录了……
First_04_20	对前额叶进行{color[ff0c00ff]}测量{color[000000ff]}，\n并{color[ff0c00ff]}确认到活性化{color[000000ff]}的锻炼项目。
First_04_21	另外，我们之前也和此软件一样，
First_04_22	让32名年轻人以及32名老年人\n（每个对照组16名）……
First_04_23	在4周内每次15分钟，每周共5次地\n游玩能有助{color[ff0c00ff]}前额叶{color[000000ff]}活性化的
First_04_24	{color[ff0c00ff]}Nintendo DS版{color[000000ff]}的\n“大人的DS脑部锻炼”。
First_04_25	然后，游玩脑锻炼的那组……
First_04_26	大脑的{color[ff0c00ff]}执行功能{color[000000ff]}与\n{color[ff0c00ff]}处理速度{color[000000ff]}都有了提高。
First_04_27	我们得到了这样的验证结果。\n(Nouchi et al., 2013)
First_04_28	所以，作为同样是以\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}为目的\n而制作的本软件……
First_04_29	可能也有助于\n提高大脑的功能。
First_04_30	那么，接下来就与我一起\n持续进行{color[ff0c00ff]}锻炼{color[000000ff]}吧！
Training_effect_01	“计算25”可能有助于让\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_01_02	以及提高\n{color[ff0c00ff]}大脑的综合能力{color[000000ff]}。
Training_effect_03	“数字拼图”可能有助于\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}。
Training_effect_04	“手指计算”可能有助于\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_04_02	以及提高\n{color[ff0c00ff]}大脑的处理速度{color[000000ff]}。
Training_effect_05	“手指体操”可能有助于\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_05_02	以及提高\n{color[ff0c00ff]}大脑的处理速度{color[000000ff]}。
Training_effect_06	“前刻照片”可能有助于\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_06_02	以及提高{color[ff0c00ff]}记忆力{color[000000ff]}。
Training_effect_09	“计算100”可能有助于让\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_09_02	以及提高\n{color[ff0c00ff]}大脑的综合能力{color[000000ff]}。
Training_effect_10	“数人数”可能有助于让\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_10_02	以及提高\n{color[ff0c00ff]}记忆力{color[000000ff]}和{color[ff0c00ff]}集中力{color[000000ff]}。
Training_effect_11	“瞬间记忆”可能有助于让\n{color[ff0c00ff]}前额叶活性化{color[000000ff]}……
Training_effect_11_02	以及提高{color[ff0c00ff]}记忆力{color[000000ff]}。
TipsB_Start	那么，我来讲一个\n{color[ff0c00ff]}关于大脑的小知识{color[000000ff]}。
TipsB_2_22_01	进行交谈时，
TipsB_2_22_02	“{color[ff0c00ff]}最好是看着对方的眼睛交谈{color[000000ff]}”。\n(Jeong et al., 2011)
TipsB_2_22_03	这样可能有助于提高\n沟通能力以及让大脑{color[ff0c00ff]}活性化{color[000000ff]}。
TipsB_2_54_01	如果有机会\n去参加{color[ff0c00ff]}聚会{color[000000ff]}……
TipsB_2_54_02	试着在喧闹的环境中\n聚精会神地……
TipsB_2_54_03	{color[ff0c00ff]}只听你想要听的那个人的声音{color[000000ff]}吧。\n(Holdgraf et al., 2016)
TipsB_2_54_05	这可能有助于前额叶的{color[ff0c00ff]}活性化{color[000000ff]}。
TipsB_2_29_01	使用{color[ff0c00ff]}刀具{color[000000ff]}制作料理，\n{color[ff0c00ff]}前额叶{color[000000ff]}就会{color[ff0c00ff]}活性化{color[000000ff]}。
TipsB_2_29_02	……存在着这样的验证结果。
TipsB_2_29_03	可能是因为伴随着危险，\n所以需要将{color[ff0c00ff]}注意力{color[000000ff]}集中到手指上。
TipsB_2_29_04	然而使用削皮工具的话，\n前额叶基本不会活动。
TipsB_2_29_05	……得到了这样的结果。
TipsB_2_29_06	或许多花一些{color[ff0c00ff]}工夫{color[000000ff]}\n能让大脑{color[ff0c00ff]}活性化{color[000000ff]}……
TipsB_2_29_07	也会让料理变得更美味。
TipsB_2_48_01	你能演奏什么{color[ff0c00ff]}乐器{color[000000ff]}吗？
TipsB_2_48_02	{color[ff0c00ff]}演奏{color[000000ff]}可能有助于\n前额叶的活性化。
TipsB_2_48_03	现在，即使你不会演奏，\n也试着作为兴趣尝试一下如何？
TipsB_2_48_04	虽然练习时可能会\n影响到周围的人。
TipsB_2_40_01	将你在路上{color[ff0c00ff]}看到的{color[000000ff]}\n汽车车牌号码等{color[ff0c00ff]}数字{color[000000ff]}……
TipsB_2_40_02	进行{color[ff0c00ff]}“加减乘除”{color[000000ff]}，\n并将答案变为{color[ff0c00ff]}1{color[000000ff]}吧。
TipsB_2_40_03	计算数字可能有助于\n大脑的活性化。
TipsB_2_38_01	在开始工作学习前……
TipsB_2_38_02	先花2，3分钟给这天的\n安排定个{color[ff0c00ff]}优先顺序{color[000000ff]}吧。
TipsB_2_38_03	我认为这可能也有助于\n{color[ff0c00ff]}大脑的活性化{color[000000ff]}。
TipsB_2_24_01	努力工作与学习后……
TipsB_2_24_02	看会电视或玩会视频游戏\n来让前额叶{color[ff0c00ff]}放松{color[000000ff]}一下吧。
TipsB_2_24_03	让前额叶得到休息\n可能有助于提高效率。
TipsB_2_33_01	我认为给予大脑{color[ff0c00ff]}刺激{color[000000ff]}\n能有助于其活性化。
TipsB_2_33_02	不过，我可不是指\n去敲打脑袋。
TipsB_2_33_03	比如去未知之地旅行等等……
TipsB_2_33_04	像这种带有{color[ff0c00ff]}刺激的行为{color[000000ff]}，\n可能有助于大脑的活性化。
TipsB_2_35_01	首先，请在脑海里\n想像一下{color[ff0c00ff]}猫的样子{color[000000ff]}。
TipsB_2_35_02	接着，想像一下\n{color[ff0c00ff]}梯子的样子{color[000000ff]}。
TipsB_2_35_03	接下来，再想像一下\n{color[ff0c00ff]}“猫咪梯子”{color[000000ff]}这种虚构的东西。
TipsB_2_35_04	它会是一种\n怎样的样子呢？
TipsB_2_35_05	想像{color[ff0c00ff]}虚构的事物{color[000000ff]}\n可能有助于{color[ff0c00ff]}前额叶{color[000000ff]}的活性化。
TipsB_2_37_01	最近，你有没有被治愈到呢？
TipsB_2_37_02	被治愈时，\n也就是你在{color[ff0c00ff]}放松{color[000000ff]}时……
TipsB_2_37_03	据说前额叶会得到\n充分的休息。
TipsB_2_37_04	好好地让前额叶\n得到休息也是很重要的。
TipsB_2_27_01	最近是否有在{color[ff0c00ff]}学习{color[000000ff]}呢？
TipsB_2_27_02	随着年龄的增长，大脑的{color[ff0c00ff]}突触{color[000000ff]}和\n{color[ff0c00ff]}神经纤维{color[000000ff]}也会持续增加。
TipsB_2_27_03	无论几岁，\n{color[ff0c00ff]}学习{color[000000ff]}对大脑都有好处。
TipsB_2_42_01	极度{color[ff0c00ff]}紧张{color[000000ff]}时，\n{color[ff0c00ff]}前额叶{color[000000ff]}便不会运作。
TipsB_2_42_02	那时，在脑中……
TipsB_2_42_03	快速地{color[ff0c00ff]}数数{color[000000ff]}看看吧。
TipsB_2_42_04	这是我推荐用来缓解\n紧张感的小技巧。
TipsB_2_23_01	请想想{color[ff0c00ff]}糊弄{color[000000ff]}好友的{color[ff0c00ff]}方法{color[000000ff]}。
TipsB_2_23_02	比如在玩扑克时，\n要让对方选择错误的扑克牌。
TipsB_2_23_03	这时不仅要考虑方法，\n还要{color[ff0c00ff]}考虑对方的心理{color[000000ff]}……
TipsB_2_23_04	这样一来，{color[ff0c00ff]}前额叶{color[000000ff]}或许\n就会活跃起来。
TipsB_2_23_05	但是，如果糊弄会导致\n你们之间的关系破裂……
TipsB_2_23_06	那还是只在脑海里\n想想就好了。
TipsB_2_07_01	此软件的目标主要是让\n大脑的{color[ff0c00ff]}额叶{color[000000ff]}得以活性化。
TipsB_2_07_02	{color[ff0c00ff]}额叶{color[000000ff]}起着抑制愤怒和\n欲望等冲动的作用。
TipsB_2_07_03	小孩子容易冲动\n就是因为{color[ff0c00ff]}额叶{color[000000ff]}不发达。
TipsB_2_07_04	即使是成年人，如果{color[ff0c00ff]}额叶{color[000000ff]}的功能衰退，\n也会变得不容易控制自己的情绪。
TipsB_2_07_05	……我是这么认为的。
TipsB_2_07_06	所以我希望大家也能借助此软件，\n让自己的额叶不再衰退。
TipsB_2_10_01	根据时间的不同，
TipsB_2_10_02	大脑{color[ff0c00ff]}运作的情况{color[000000ff]}也全然不同。\n（Schmidt et al., 2007）
TipsB_2_10_03	为了能够感受到\n锻炼{color[ff0c00ff]}成绩的提高{color[000000ff]}……
TipsB_2_10_04	最好每天都在\n同一时间进行锻炼。
TipsB_2_08_01	刚开始锻炼那阵子，\n成绩会大幅提高……
TipsB_2_08_02	但不久就会遇到瓶颈，\n变得停滞不前。
TipsB_2_08_03	不过，只要坚持锻炼，\n就会迎来“突破期”。
TipsB_2_08_04	{color[ff0c00ff]}成绩{color[000000ff]}也会再次大幅{color[ff0c00ff]}提高{color[000000ff]}。\n（Taylor & Smith, 1956）
TipsB_2_08_05	或许大脑正在\n静静地积蓄力量……
TipsB_2_08_06	为下一次的飞跃做准备呢。
TipsB_2_14_01	最近经常通过邮件及\n聊天软件来沟通吧。
TipsB_2_14_02	通过机器装置交谈……\n比如通过电话交谈时，\n前额叶就不会活跃地运作。
TipsB_2_14_03	……存在着这样的研究结果。\n(Jeong et al., 2011)
TipsB_2_14_04	所以为了让大脑能够活性化，\n建议直接与人面对面进行交谈。
TipsB_2_14_05	如果交谈时能看着对方的眼睛，\n{color[ff0c00ff]}效果{color[000000ff]}可能会更好。
TipsB_2_03_01	比起默读，朗读文章\n更能让大脑积极地运作……
TipsB_2_03_02	我们得到了这样的验证结果。\n(Miura et al., 2003)
TipsB_2_03_03	我认为让大脑的多个部位\n活跃地运作，
TipsB_2_03_04	就能带来让前额叶\n活性化的效果。
TipsB_2_03_05	如果家里有小孩子或孙子的话，\n建议{color[ff0c00ff]}读书给他们听{color[000000ff]}。
TipsB_2_03_06	读给孩子听，\n能让孩子安心……
TipsB_2_03_07	也能让家长的大脑\n活跃起来。
