AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
StageChangeInfo14	出现的道具\n只有{c[ffe614]}炮台{c[000000]}！
StageChangeTitle15	事件星房间
StageChangeInfo15	出现的道具\n只有{c[ffe614]}事件星{c[000000]}！
RogueLevel1	{s[070]}第{s[100]}1{s[070]}章{s[100]}
RogueSub1	最初的搭档比赛
RogueLevel2	{s[070]}第{s[100]}2{s[070]}章{s[100]}
RogueSub2	影武者的秘密
RogueLevel3	{s[070]}第{s[100]}3{s[070]}章{s[100]}
RogueSub3	对大王和骑士的挑战
RogueLevel4	{s[070]}第{s[100]}4{s[070]}章{s[100]}
RogueSub4	决战！宿命的对手们
RogueLevel5	{s[070]}第{s[100]}5{s[070]}章{s[100]}
RogueSub5	真正决战！贯彻天空的牵绊
RogueFloor	\x0e\x02\x01\0{s[070]}层{s[100]}
RogueFloorTop	最上层
SingleLevelEasy	容易
SingleLevelNormal	普通
SingleLevelHard	困难
SingleLevelVeryHard	超难
SingleRound	{s[070]}第{s[100]}\x0e\x02\x01\0{s[070]}战{s[100]}
SingleFinalRound	最终战
EnemyNameKirby	{s[070]}\x0e\x02\x0c\0{s[100]}\n\x0e\x02\x03\0
EnemyNameOther	{s[070]}\x0e\x02\x0c\0{s[100]}\n\x0e\x02\x03\0
Name_Boss_Unknown	？？？
Name_Boss_TwinWoods	双重大树
Name_Boss_DoublesEdge	双刃
Name_Boss_KingDedede	帝帝帝大王
Name_Boss_Metaknight	魅塔骑士
Name_Boss_ShadowKirby	暗影卡比
Enemy1Level	{s[085]}等级{s[100]}\x0e\x02\x01\0
Enemy2Level	{s[085]}等级{s[100]}\x0e\x02\x01\0
ItemRoom.msbt
ItemRoomTitle	道具房
NextInfo	{s[060]}剩下{s[100]}{c[ffe614]}\x0e\x02\x01\0{c[000000]}{s[060]}层{s[100]}
NextInfoLastFloor	{s[060]}下一个是{s[100]}{s[060]} {s[100]}{s[080]}{c[ffe614]}最上层！{c[000000]}{s[100]}
HpRecovery	体力 {c[ffe614]}+\x0e\x02\x01\0{c[000000]}\n回复！
Notice	选择一个道具提升威力！
ItemNum	{s[070]}持有{s[100]}\x0e\x02\x01\0{s[070]}个{s[100]}
Guide	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0查看强度
GaugeAttack	攻击力
GaugeRecovery	道具回复力
GaugeGhostPower	幽灵强化
GaugeCharge	蓄力速度
GaugeScore	\x0e\x02\x02\0
GaugeScoreText	分数
GaugeDigits	\x0e\x02\x01\0
GaugePopupPlus	+\x0e\x02\x02\0
GaugePopupMinus	-\x0e\x02\x02\0
DialogItemText	到手了！
DialogButton0	向上层前进！
DialogButton1	保存后退出
FirstTime	{c[ffe614]}只选择1个{c[000000]}道具，\n让{c[ffe614]}自己{c[000000]}和{c[ffe614]}搭档{c[000000]}的威力提升吧！\n要选哪个由你决定！\n效果会一直持续{c[ffe614]}到最上层{c[000000]}！
FirstTimeSave	已保存。\n可以从{c[ffe614]}中途保存{c[000000]}继续游玩。
ItemName000	M番茄
DialogItemName000	M番茄
ItemInfo000	非常厉害的{c[ffe614]}回复{c[000000]}道具。\n{c[ffe614]}体力{c[000000]}会回复{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName001	元气饮料
DialogItemName001	元气饮料
ItemInfo001	厉害的{c[ffe614]}回复{c[000000]}道具。\n{c[ffe614]}体力{c[000000]}会回复{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName002	樱桃
DialogItemName002	樱桃
ItemInfo002	{c[ffe614]}回复{c[000000]}道具。\n{c[ffe614]}体力{c[000000]}会回复{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName003	攻击石 Lv1
DialogItemName003	攻击石 Lv1
ItemInfo003	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}攻击力{c[000000]}会有{c[ffe614]}略微{c[000000]}提高。
ItemName004	攻击石 Lv2
DialogItemName004	攻击石 Lv2
ItemInfo004	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}攻击力{c[000000]}会有{c[ffe614]}少许{c[000000]}提高。
ItemName005	攻击石 Lv3
DialogItemName005	攻击石 Lv3
ItemInfo005	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}攻击力{c[000000]}会有{c[ffe614]}相当的{c[000000]}提高。
ItemName006	攻击石 Lv4
DialogItemName006	攻击石 Lv4
ItemInfo006	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}攻击力{c[000000]}会有{c[ffe614]}大幅度{c[000000]}提高。
ItemName007	攻击石 Lv5 咒
DialogItemName007	攻击石 Lv5 咒
ItemInfo007	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}攻击力{c[000000]}会有{c[ffe614]}惊人的{c[000000]}提高……\n但是会受到当前体力{c[ffe614]}一半的伤害{c[000000]}！
ItemName008	体力石 Lv1
DialogItemName008	体力石 Lv1
ItemInfo008	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}最大体力{c[000000]}会提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName009	体力石 Lv2
DialogItemName009	体力石 Lv2
ItemInfo009	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}最大体力{c[000000]}会提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName010	体力石 Lv3
DialogItemName010	体力石 Lv3
ItemInfo010	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}最大体力{c[000000]}会提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName011	体力石 Lv4
DialogItemName011	体力石 Lv4
ItemInfo011	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}最大体力{c[000000]}会提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}。
ItemName012	体力石 Lv5 咒
DialogItemName012	体力石 Lv5 咒
ItemInfo012	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}最大体力{c[000000]}会提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}……\n但是会受到当前体力{c[ffe614]}一半的伤害{c[000000]}。
ItemName018	回复石 Lv1
DialogItemName018	回复石 Lv1
ItemInfo018	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}道具回复力{c[000000]}会有{c[ffe614]}略微{c[000000]}提高。
ItemName019	回复石 Lv2
DialogItemName019	回复石 Lv2
ItemInfo019	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}道具回复力{c[000000]}会有{c[ffe614]}少许{c[000000]}提高。
ItemName020	回复石 Lv3
DialogItemName020	回复石 Lv3
ItemInfo020	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}道具回复力{c[000000]}会有{c[ffe614]}相当的{c[000000]}提高。
ItemName021	回复石 Lv4
DialogItemName021	回复石 Lv4
ItemInfo021	得到后，强度会提高的石头。\n自己和搭档的\n{c[ffe614]}道具回复力{c[000000]}会有{c[ffe614]}大幅度{c[000000]}提高。
ItemName022	回复石 Lv5 咒
DialogItemName022	回复石 Lv5 咒
ItemInfo022	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}道具回复力{c[000000]}会有{c[ffe614]}惊人的{c[000000]}提高……\n但是会受到当前体力{c[ffe614]}一半的伤害{c[000000]}！
ItemName023	搭档聪明提升
DialogItemName023	搭档聪明提升
ItemInfo023	超级稀有的道具。\n得到后，{c[ffe614]}搭档的聪明{c[000000]}程度会{c[ffe614]}提升{c[000000]}，\n变得比现在更强更可靠！
ItemName034	幽灵强化石 Lv1
DialogItemName034	幽灵强化石 Lv1
ItemInfo034	得到后，强度会提高的石头。\n成为幽灵所需的{c[ffe614]}时间{c[000000]}会有{c[ffe614]}略微{c[000000]}变短，\n{c[ffe614]}复活{c[000000]}后的{c[ffe614]}体力{c[000000]}也会有{c[ffe614]}略微{c[000000]}提高。
ItemName035	幽灵强化石 Lv2
DialogItemName035	幽灵强化石 Lv2
ItemInfo035	得到后，强度会提高的石头。\n成为幽灵所需的{c[ffe614]}时间{c[000000]}会有{c[ffe614]}少许{c[000000]}变短，\n{c[ffe614]}复活{c[000000]}后的{c[ffe614]}体力{c[000000]}也会有{c[ffe614]}少许{c[000000]}提高。
ItemName036	幽灵强化石 Lv3
DialogItemName036	幽灵强化石 Lv3
ItemInfo036	得到后，强度会提高的石头。\n成为幽灵所需的{c[ffe614]}时间{c[000000]}会有{c[ffe614]}相当的{c[000000]}变短，\n{c[ffe614]}复活{c[000000]}后的{c[ffe614]}体力{c[000000]}也会有{c[ffe614]}相当的{c[000000]}提高。
ItemName037	幽灵强化石 Lv4
DialogItemName037	幽灵强化石 Lv4
ItemInfo037	得到后，强度会提高的石头。\n成为幽灵所需的{c[ffe614]}时间{c[000000]}会{c[ffe614]}大幅度{c[000000]}变短，\n{c[ffe614]}复活{c[000000]}后的{c[ffe614]}体力{c[000000]}也会{c[ffe614]}大幅度{c[000000]}提高。
ItemName038	幽灵强化石 Lv5 咒
DialogItemName038	幽灵强化石 Lv5 咒
ItemInfo038	得到后，强度会提高的石头。\n成为幽灵所需的{c[ffe614]}时间{c[000000]}会{c[ffe614]}惊人的{c[000000]}变短，{c[ffe614]}复活{c[000000]}后的{c[ffe614]}体力\n{c[000000]}也会{c[ffe614]}惊人的{c[000000]}提高……但会受到{c[ffe614]}一半的伤害{c[000000]}！
ItemName039	高速蓄力石 Lv1
DialogItemName039	高速蓄力石 Lv1
ItemInfo039	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}蓄力{c[000000]}技的\n{c[ffe614]}蓄力时间{c[000000]}会有{c[ffe614]}略微{c[000000]}变短。
ItemName040	高速蓄力石 Lv2
DialogItemName040	高速蓄力石 Lv2
ItemInfo040	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}蓄力{c[000000]}技的\n{c[ffe614]}蓄力时间{c[000000]}会有{c[ffe614]}少许{c[000000]}变短。
ItemName041	高速蓄力石 Lv3
DialogItemName041	高速蓄力石 Lv3
ItemInfo041	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}蓄力{c[000000]}技的\n{c[ffe614]}蓄力时间{c[000000]}会有{c[ffe614]}相当的{c[000000]}变短。
ItemName042	高速蓄力石 Lv4
DialogItemName042	高速蓄力石 Lv4
ItemInfo042	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}蓄力{c[000000]}技的\n{c[ffe614]}蓄力时间{c[000000]}会{c[ffe614]}大幅度{c[000000]}变短。
ItemName043	高速蓄力石 Lv5 咒
DialogItemName043	高速蓄力石 Lv5 咒
ItemInfo043	得到后，强度会提高的石头。\n自己和搭档的{c[ffe614]}蓄力{c[000000]}技的{c[ffe614]}蓄力时间{c[000000]}会{c[ffe614]}惊人的{c[000000]}变短……\n但是会受到当前体力{c[ffe614]}一半的伤害{c[000000]}！
ItemName044	头巾瓦豆鲁迪杀手徽章
DialogItemName044	头巾瓦豆鲁迪杀手徽章
ItemInfo044	对{c[ffe614]}头巾瓦豆鲁迪{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName045	蛊依杀手徽章
DialogItemName045	蛊依杀手徽章
ItemInfo045	对{c[ffe614]}蛊依{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName046	魔法洛亚杀手徽章
DialogItemName046	魔法洛亚杀手徽章
ItemInfo046	对{c[ffe614]}魔法洛亚{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的徽章。
ItemName047	魔王杀手徽章
DialogItemName047	魔王杀手徽章
ItemInfo047	对守护塔的各种{c[ffe614]}魔王{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n{c[ffe614]}大幅度{c[000000]}提高的徽章。
ItemName048	薄荷叶强化贴纸
DialogItemName048	薄荷叶强化贴纸
ItemInfo048	{c[ffe614]}薄荷叶{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n每一张提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的贴纸。
ItemName049	麦克风伤害的守护
DialogItemName049	麦克风伤害的守护
ItemInfo049	从敌人使用的{c[ffe614]}麦克风{c[000000]}那里\n受到的伤害会减少到{c[ffe614]}1/4{c[000000]}。
ItemName050	炮台强化贴纸
DialogItemName050	炮台强化贴纸
ItemInfo050	{c[ffe614]}炮台{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n每一张提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的贴纸。
ItemName051	爆炸道具强化贴纸
DialogItemName051	爆炸道具强化贴纸
ItemInfo051	对敌人的{c[ffe614]}定时炸弹{c[000000]}和{c[ffe614]}漫步大炸弹{c[000000]}的{c[ffe614]}攻击力{c[000000]}\n每一张提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}的贴纸。
ItemName052	时间奖励贴纸
DialogItemName052	时间奖励贴纸
ItemInfo052	战斗的{c[ffe614]}剩余时间{c[000000]}\n每1张增加{c[ffe614]}\x0e\x02\x01\0秒{c[000000]}的贴纸。
ItemName053	自动回复贴纸
DialogItemName053	自动回复贴纸
ItemInfo053	战斗胜利后，体力的{c[ffe614]}自动回复{c[000000]}\n增加{c[ffe614]}\x0e\x02\x01\0{c[000000]}的贴纸。
ItemName054	自动防御提升 Lv1
DialogItemName054	自动防御提升 Lv1
ItemInfo054	偶尔会{c[ffe614]}自动防御{c[000000]}，\n万一有事时会有用的稀有道具。
ItemName055	自动防御提升 Lv2
DialogItemName055	自动防御提升 Lv2
ItemInfo055	有时候会{c[ffe614]}自动防御{c[000000]}，\n万一有事时会有用的稀有道具。
ItemName056	地形伤害的守护
DialogItemName056	地形伤害的守护
ItemInfo056	从岩浆或弹力手之类的{c[ffe614]}关卡装置{c[000000]}那里\n受到的伤害会减少{c[ffe614]}一半{c[000000]}。
ItemName057	爆炸伤害的守护
DialogItemName057	爆炸伤害的守护
ItemInfo057	从敌人的{c[ffe614]}定时炸弹{c[000000]}和{c[ffe614]}漫步大炸弹{c[000000]}那里\n受到的伤害会{c[ffe614]}大量减少{c[000000]}。
ItemName059	黑刺球伤害的守护
DialogItemName059	黑刺球伤害的守护
ItemInfo059	从{c[ffe614]}黑刺弹{c[000000]}或魔王投掷的{c[ffe614]}黑刺球{c[000000]}那里\n受到的伤害会减少到{c[ffe614]}1/4{c[000000]}。
ItemName060	电气武器强化贴纸
DialogItemName060	电气武器强化贴纸
ItemInfo060	{c[ffe614]}电气武器{c[000000]}的累积{c[ffe614]}速度{c[000000]}会提高，\n电击的{c[ffe614]}攻击力{c[000000]}也会变为{c[ffe614]}2倍{c[000000]}的贴纸。
ItemName061	冰冻保存容器破坏贴纸
DialogItemName061	冰冻保存容器破坏贴纸
ItemInfo061	可以让{c[ffe614]}破坏冰冻保存容器{c[000000]}的速度\n快{c[ffe614]}3倍{c[000000]}的贴纸。
ItemName062	啦啦彩球高速贴纸
DialogItemName062	啦啦彩球高速贴纸
ItemInfo062	{c[ffe614]}啦啦彩球{c[000000]}舞蹈成功的{c[ffe614]}时间{c[000000]}\n变为{c[ffe614]}一半{c[000000]}，{c[ffe614]}攻击力{c[000000]}也提升为\n{c[ffe614]}2倍{c[000000]}的贴纸。
ItemName063	分数提升贴纸
DialogItemName063	分数提升贴纸
ItemInfo063	1次战斗中可以获得的{c[ffe614]}分数{c[000000]}\n会{c[ffe614]}提高10%{c[000000]}的贴纸。
ItemName064	道具选择+1
DialogItemName064	道具选择+1
ItemInfo064	超级稀有的道具。\n陈列在{c[ffe614]}道具房{c[000000]}的道具\n竟然会{c[ffe614]}增加一个{c[000000]}！
ItemName065	诅咒之环·自动回复
DialogItemName065	诅咒之环·自动回复
ItemInfo065	被诅咒之环。\n战斗后的{c[ffe614]}自动回复{c[000000]}竟然提高{c[ffe614]}\x0e\x02\x01\0倍{c[000000]}。\n但相对的，{c[ffe614]}食物{c[000000]}全部{c[ffe614]}不会出现{c[000000]}。
ItemName066	诅咒之环·攻击提升
DialogItemName066	诅咒之环·攻击提升
ItemInfo066	被诅咒之环。\n{c[ffe614]}攻击力{c[000000]}竟然提高{c[ffe614]}\x0e\x02\x02\0倍{c[000000]}。\n但相对的，{c[ffe614]}最大体力{c[000000]}会变为{c[ffe614]}1/3{c[000000]}。
ItemName067	诅咒之环·无幽灵化
DialogItemName067	诅咒之环·无幽灵化
ItemInfo067	被诅咒之环。\n可以让对手{c[ffe614]}不变成幽灵{c[000000]}而被打倒。\n但相对的，自己和搭档也{c[ffe614]}不会变成幽灵{c[000000]}。
ItemName069	分数提升·青铜
DialogItemName069	分数提升·青铜
ItemInfo069	得到后，{c[ffe614]}获得分数{c[000000]}提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}的\n青铜卡比像。
ItemName070	分数提升·白银
DialogItemName070	分数提升·白银
ItemInfo070	得到后，{c[ffe614]}获得分数{c[000000]}提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}的\n白银卡比像。
ItemName071	分数提升·黄金
DialogItemName071	分数提升·黄金
ItemInfo071	得到后，{c[ffe614]}获得分数{c[000000]}提高{c[ffe614]}\x0e\x02\x01\0{c[000000]}的\n黄金卡比像。
RareItem	稀有！
SuperRareItem	超级\n稀有！
RingThornsIconTwice	{s[080]}×{s[100]}2
LeftCount	\x0e\x02\x01\0
MenuBattleRuleSel.msbt
HeaderTitle	{s[120]}规则设置{s[100]}
OperationBack	\x0e\x04\x06\x022\0关闭
OptionItemTitle	道具
OptionItemValue0	无
OptionItemValue1	普通
OptionItemValue2	大量
OptionItemRuleTitle	道具规则
OptionItemRuleValue0	无规则
OptionItemRuleValue1	只回复
OptionItemRuleValue2	无回复
OptionItemRuleValue3	无搭档发射之星
OptionItemRuleValue4	只有事件星
OptionItemRuleValue5	只有啦啦彩球
OptionItemRuleValue6	只有冲刺鞋
OptionItemRuleValue7	只有麦克风
OptionItemRuleDisabled	无
OptionGimmickTitle	装置
OptionGimmickValue0	无
OptionGimmickValue1	有
OptionGhostTitle	幽灵
OptionGhostValue0	无
OptionGhostValue1	有
OptionGhostRevengeTitle	幽灵复活强化
OptionGhostRevengeValue0	无
OptionGhostRevengeValue1	有
OptionHandiTitle	不利条件
OptionHandiValue0	手动
OptionHandiValue1	自动
MenuBattleTypeSel.msbt
HeaderTitle	战斗类型
BattleTypeSolo	个人战
BattleTypeTeam	团体战
OperationBack	\x0e\x04\x06\x022\0返回
OperationBackNet	\x0e\x04\x06\x022\0结束
OperationSetting	\x0e\x04\x07\x023\0规则设置
MenuBg.msbt
MenuCharaSel.msbt
HeaderTitleVs	对战模式
HeaderTitleRogueStart	{s[070]}从{s[100]}1层开始
HeaderTitleRogueContinue	{s[070]}从{s[100]}中途保存{s[070]}继续{s[100]}
HeaderTitleSingle	单人模式
HeaderTitlePractice	训练模式
HeaderTitleInetRandom	和任何人配对
HeaderTitleLocal	本地联机模式
HeaderTitleInetFriend	好友配对
OperationBack	\x0e\x04\x06\x022\0返回
OperationChangeHat	\x0e\x04\x08\x024\0更改帽子
OperationTeamShuffle	\x0e\x04\x07\x023\0队伍洗牌
ButtonDecide	决定
SelectPanelNameComputer1	CP1
SelectPanelNameComputer2	CP2
SelectPanelNameComputer3	CP3
SelectPanelNameGuest1	来宾1
SelectPanelNameGuest2	来宾2
SelectPanelNameGuest3	来宾3
SelectPanelNameUser	\x0e\x02\n\0
SelectPanelHandicapOverSweet	超轻松
SelectPanelHandicapSweet	轻松
SelectPanelHandicapNormal	普通
SelectPanelHandicapHot	严峻
SelectPanelHandicapOverHot	超严峻
SelectPanelAutoHandicapOverSweet	{s[070]}自动搭档：{s[100]}超轻松
SelectPanelAutoHandicapSweet	{s[070]}自动搭档：{s[100]}轻松
SelectPanelAutoHandicapNormal	{s[070]}自动搭档：{s[100]}普通
SelectPanelAutoHandicapHot	{s[070]}自动搭档：{s[100]}严峻
SelectPanelAutoHandicapOverHot	{s[070]}自动搭档：{s[100]}超严峻
HandicapSelectTitle	不利条件
HandicapSelectValueOverSweet	超轻松
HandicapSelectValueSweet	轻松
HandicapSelectValueNormal	普通
HandicapSelectValueHot	严峻
HandicapSelectValueOverHot	超严峻
AILevelSelectTitle	CP等级
GearIndicatorTitle	帽子
RogueRecordPanelLevel1	第1章
RogueRecordPanelLevel2	第2章
RogueRecordPanelLevel3	第3章
RogueRecordPanelLevel4	第4章
RogueRecordPanelLevel5	第5章
RogueRecordPanelStages	\x0e\x02\x01\0/{s[070]}\x0e\x02\x01\0层{s[100]}
RogueRecordPanelEmpty	-/{s[070]}-层{s[100]}
RogueRecordPanelHighscore	最高分数
RogueSelectPanelWait	待机中
RogueDialogSelect1PSingle	首先来选择\n{c[ff8c00]}玩家{c[000000]}操控的角色吧！
RogueDialogSelect2PSingle	接着来选择\n要成为{c[ff8c00]}搭档{c[000000]}的伙伴吧！
RogueDialogSelect1PMulti	首先来选择\n{c[ff8c00]}1P{c[000000]}操控的角色吧！
RogueDialogSelect2PMulti	接着来选择{c[ff8c00]}2P{c[000000]}操控的\n伙伴{c[ff8c00]}搭档{c[000000]}吧！
RogueDialogConfirmSuspended	有留下的{c[ff8c00]}“中途保存”{c[000000]}。\n要删除中途的数据，\n{c[ff8c00]}从1层{c[000000]}开始吗？
SingleDialogNotifyVeryHardOpened	现在可以挑战\n{c[ff8c00]}单人模式{c[000000]}的\n新难易度{c[ff8c00]}“超难”{c[000000]}了。
SingleRecordPanelEasy	容易
SingleRecordPanelNormal	普通
SingleRecordPanelHard	困难
SingleRecordPanelVeryHard	超难
SingleRecordPanelTime	\x0e\x02\x01\0:\x0e\x02\x01\0{s[070]}.\x0e\x02\x01\0{s[100]}
SingleRecordPanelEmpty	--:--{s[070]}.--{s[100]}
SingleRecordPanelBestTime	最佳时间
PracticeTextPanel	请选择要练习的角色。
InetRandomVS	VS
SelectPanelNameInetRandomOpponent	？？？
SelectPanelAbilityWhip	鞭子
SelectPanelAbilityCutter	弯刀
SelectPanelAbilitySword	利剑
SelectPanelAbilityNinja	忍者
SelectPanelAbilityParasol	阳伞
SelectPanelAbilityHammer	锤子
SelectPanelAbilityBeam	光束
SelectPanelAbilityFighter	格斗家
SelectPanelAbilityBomb	炸弹
SelectPanelAbilitySniper	狙击手
SelectPanelAbilityBeetle	独角仙
SelectPanelAbilityBell	铜铃
SelectPanelAbilityArtist	艺术家
SelectPanelAbilityWrestler	蒙面摔角手
SelectPanelAbilityYoyo	溜溜球
SelectPanelAbilityStick	如意棒
SelectPanelAbilityWater	清水
SelectPanelAbilityMetaknight	魅塔骑士
SelectPanelAbilityKingDedede	帝帝帝大王
SelectPanelAbilityBandanaWaddledee	头巾瓦豆鲁迪
SelectPanelAbilityGooey	蛊依
SelectPanelAbilityMahoroa	魔法洛亚
SelectPanelAbilityRandom	随机
DialogRogueOpenLv2	得到了前往{c[ff8c00]}第2章{c[000000]}的钥匙！\n打开新的大门，\n朝着帝帝帝大王和魅塔骑士\n所在的{c[ff8c00]}最上层{c[000000]}前进吧！
DialogRogueOpenLv3	得到了前往{c[ff8c00]}第3章{c[000000]}的钥匙！\n打开新的大门，\n朝着帝帝帝大王和魅塔骑士\n所在的{c[ff8c00]}最上层{c[000000]}前进吧！
DialogRogueOpenLv4	得到了前往{c[ff8c00]}第4章{c[000000]}的钥匙！\n打开新的大门，\n朝着帝帝帝大王和魅塔骑士\n所在的{c[ff8c00]}决战的最上层{c[000000]}前进吧！
DialogRogueOpenLv5	贯穿天空的塔出现了！\n{c[ff8c00]}游戏结束{c[000000]}的话，会{c[ff8c00]}从1层{c[000000]}\n{c[ff8c00]}重新再来{c[000000]}的激难难易度！\n挑战{c[ff8c00]}真正决战{c[000000]}！
DialogRogueAllCharacters	故事模式里可选择的{c[ff8c00]}搭档{c[000000]}\n新增了{c[ff8c00]}卡比{c[000000]}！\n试着选择卡比作为搭档，\n并挑选喜爱的{c[ff8c00]}能力{c[000000]}吧！
MenuHeader.msbt
MenuIndicator.msbt
MenuInetBattleTypeSel.msbt
HeaderTitleInetTop	线上模式
OperationBack	\x0e\x04\x06\x022\0返回
InetRandomMode	和任何人配对
InetFriendMode	好友配对
MenuLRSelBtn.msbt
MenuLvSel.msbt
HeaderTitle	难易度
OperationBack	\x0e\x04\x06\x022\0返回
LevelEasy	容易
LevelNormal	普通
LevelHard	困难
LevelVeryHard	超难
LevelNew	NEW
RecordTime	\x0e\x02\x01\0:\x0e\x02\x01\0{s[070]}.\x0e\x02\x01\0{s[100]}
RecordEmpty	--:--{s[070]}.--{s[100]}
RecordBestTime	最佳时间
ButtonStart	开始
NamePanelAbilityWhip	鞭子
NamePanelAbilityCutter	弯刀
NamePanelAbilitySword	利剑
NamePanelAbilityNinja	忍者
NamePanelAbilityParasol	阳伞
NamePanelAbilityHammer	锤子
NamePanelAbilityBeam	光束
NamePanelAbilityFighter	格斗家
NamePanelAbilityBomb	炸弹
NamePanelAbilitySniper	狙击手
NamePanelAbilityBeetle	独角仙
NamePanelAbilityBell	铜铃
NamePanelAbilityArtist	艺术家
NamePanelAbilityWrestler	蒙面摔角手
NamePanelAbilityYoyo	溜溜球
NamePanelAbilityStick	如意棒
NamePanelAbilityWater	清水
NamePanelAbilityMetaknight	魅塔骑士
NamePanelAbilityKingDedede	帝帝帝大王
NamePanelAbilityBandanaWaddledee	头巾瓦豆鲁迪
NamePanelAbilityGooey	蛊依
NamePanelAbilityMahoroa	魔法洛亚
MenuLvSelRogue.msbt
Rogue_HeaderTitleStart	{s[070]}从{s[100]}1层开始
Rogue_HeaderTitleContinue	{s[070]}从{s[100]}中途保存{s[070]}继续{s[100]}
OperationBack	\x0e\x04\x06\x022\0返回
Rogue_Level1	第1章
Rogue_Level2	第2章
Rogue_Level3	第3章
Rogue_Level4	第4章
Rogue_Level5	第5章
Rogue_Title1	最初的搭档比赛
Rogue_Title2	影武者的秘密
Rogue_Title3	对大王和骑士的挑战
Rogue_Title4	决战！宿命的对手们
Rogue_Title5	真正决战！贯彻天空的牵绊
Rogue_HiScoreText	最高分数
Rogue_HiScore	\x0e\x02\x01\0
Rogue_HiFloor	\x0e\x02\x01\0/{s[070]}\x0e\x02\x01\0层{s[100]}
Rogue_NoFloor	--/{s[070]}--层{s[100]}
Rogue_StartText	开始
Rogue_ContinueText	{s[080]}从{s[100]}\x0e\x02\x01\0{s[080]}层开始{s[100]}
Rogue_AbilityWhip	鞭子
Rogue_AbilityCutter	弯刀
Rogue_AbilitySword	利剑
Rogue_AbilityNinja	忍者
Rogue_AbilityParasol	阳伞
Rogue_AbilityHammer	锤子
Rogue_AbilityBeam	光束
Rogue_AbilityFighter	格斗家
Rogue_AbilityBomb	炸弹
Rogue_AbilitySniper	狙击手
Rogue_AbilityBeetle	独角仙
Rogue_AbilityBell	铜铃
Rogue_AbilityArtist	艺术家
Rogue_AbilityWrestler	蒙面摔角手
Rogue_AbilityYoyo	溜溜球
Rogue_AbilityStick	如意棒
Rogue_AbilityWater	清水
Rogue_AbilityMetaknight	魅塔骑士
Rogue_AbilityDedede	帝帝帝大王
Rogue_AbilityWaddledee	头巾瓦豆鲁迪
Rogue_AbilityGooey	蛊依
Rogue_AbilityMahoroa	魔法洛亚
Rogue_DialogExplain	{c[ff8c00]}第5章{c[000000]}是合计输掉{c[ff8c00]}\x0e\x02\x02\0次{c[000000]}后\n就要{c[ff8c00]}从1层重新开始{c[000000]}的\n超困难的难易度！
Rogue_DialogExplain2	边注意{c[ff8c00]}剩余挑战数{c[000000]}，\n以及{c[ff8c00]}道具选择{c[000000]}，\n边以{c[ff8c00]}真正的最上层{c[000000]}为目标吧！
MenuMatching.msbt
HeaderTitle	正在配对……
OperationBack	\x0e\x04\x06\x022\0返回
CloseRoom	确定
