FlowchartMsg_CNzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
Post_ExtLap66_03	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0不随波逐流，\n寻找出最适合自己的目标吧！
FlowchartMsg_CNzh_szs\Demo_W1BPre.msbt
W1BPre	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0哦……没想到失去能力后，\n你竟然还能来到这里……
W1BPre_00	我还有伙伴在啊，\n能力被夺走才不算什么！
W1BPre_00_01	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\01\0喔……亏我还打算将\n“你的能力”还给你呢。
W1BPre_01	真、真的吗？
W1BPre_02	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0灵环，你总算露出真面目了。
W1BPre_03	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0好，我就如你所愿，把力量归还于你。\n但你得先打倒我才行！
W1BPre_04	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0这下你明白了吧？\n友情什么的根本就不值一提。
W1BPre_05	我不这么想。\n我一定要让四大师的各位也都复原！
W1BPre_00_02	\x0e\n\n\n\x08\0S\0a\0d\00\0真搞不懂像你这种只会依赖朋友和\n伙伴的人是怎么想的。
W1BPre_06	我现在还是\n把你当成重要的朋友！\n\n所以我也会拯救你的！
W1BPre_07	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0可笑至极！
W1BPre_08	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0把我关在那种地方，算什么朋友！\n我要让你那张嘴巴再也无法开口说话！
W1BPre_09	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0已经抵达了吗……
W1BPre_10	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0现在的我跟\x0e\x0b\0\0\n是一心同体的！
W1BPre_11	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\01\0哦……所以曾经失去自我的我，\n对你来说已经没有用处了吗……
W1BPre_12	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0不是……我不是那种意思。\n对我来说，你是无可取代的……
W1BPre_13	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0我开玩笑的啦，灵环。\n因为这样就慌了手脚，你的道行还不够啊，
W1BPre_14	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0比起\x0e\x0b\0\0，\n或许是你更需要重新锻炼吧！
W1BPre_15	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0竟然还撑着……\n你的伙伴真是了不起啊。
W1BPre_16	\x0e\n\t\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0那是当然的！\n\x0e\x0b\0\0可是我看上的伙伴！
W1BPre_17	\x0e\n\n\n\x08\0S\0a\0d\00\0哦……不是因为我复活时，\n刚好在场的关系吗？
W1BPre_18	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0我……我有仔细\n挖掘出\x0e\x0b\0\0的潜力……
W1BPre_19	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0不需要那么拚命解释吧。
W1BPre_20	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0偶然的相遇也很好啊！\n重要的是现在！
W1BPre_21	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0到了这个地步，\n是不是心里已经打算放弃了呢？
W1BPre_22	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0\x0e\x0b\0\0才……\n才不会有这种想法！
W1BPre_23	\x0e\n\n\n\x08\0S\0a\0d\00\0\x0e\x0b\0\0刚刚点了下头喔。
W1BPre_24	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0啊？\x0e\x0b\0\0！？\n你……你没有那么想吧？
W1BPre_25	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0说笑的！\n捉弄你很有趣。
W1BPre_26	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0好，肩膀的力量放松后，\n开始进行训练吧！
W1BPre_27	\x0e\n\n\x0e\x0c\0T\0i\0r\0e\0d\00\0举100万次。\n还剩下9万1000次……9万999次……
W1BPre_28	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0你在数什么？
W1BPre_29	\x0e\n\n\n\x08\0S\0a\0d\00\0你竟然不知道？想着心仪的对象，\n举100万次哑铃就能有情人终成眷属。
W1BPre_30	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0{s[150]}什、什么！？{s[100]}
W1BPre_31	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\01\0你真是……\n这肯定是骗你的啦！
W1BPre_32	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0想要掳获心上人的芳心，\n比起这种迷信，不如好好锻炼自己！
FlowchartMsg_CNzh_szs\Demo_W4BPre.msbt
W4BPre	\x0e\n\n\x0e\x0c\0T\0i\0r\0e\0d\00\0训练必须持之以恒……\n我记得这应该是你说过的话吧，灵环。
W4BPre_00	\x0e\n\n\n\x08\0S\0a\0d\01\0因为被你关起来的关系，\n我的身体上下都生疏了。
W4BPre_00_01	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0怎么，这家伙是你的新搭档吗？
W4BPre_01	他的事跟你没关系吧！\n别管了，听我说的话就对了！
W4BPre_01_W	她的事跟你没关系吧！\n别管了，听我说的话就对了！
W4BPre_02	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0无所谓了，只要打扰我训练，\n不论是谁，我都会全数击溃！
W4BPre_03	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0动作真快呢\x0e\x0b\0\0……
W4BPre_04	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0虽然魔兽们也变强了，\n但看来已经无法匹敌现在的你了……
W4BPre_05	\x0e\n\n\x12\x10\0R\0e\0g\0r\0e\0t\0N\00\0算了，正好我的身体\n也热身结束了。
W4BPre_06	\x0e\n\t\x0c\n\0C\0a\0l\0l\00\0好，在双方的身体尚未冷却下来前，\n开始训练吧！
W4BPre_07	\x0e\n\t\x0c\n\0C\0a\0l\0l\00\0好，在双方的身体尚未冷却下来前，\n开始训练吧！
W4BPre_08	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\00\0是啊！\n好，开始新训练吧！
W4BPre_09	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0我从未见过像你\n这么有毅力的人。
W4BPre_10	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你已经将身体锻炼到极致……
W4BPre_11	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我还有东西可以教你吗……
W4BPre_12	\x0e\n\t\x0e\x0c\0S\0c\0a\0r\0e\01\0你怎么可以说这种丧气话！\n\n\n我们要合力\n锻炼\x0e\x0b\0\0吧？
W4BPre_13	\x0e\n\t\x0e\x0c\0S\0c\0a\0r\0e\01\0你怎么可以说这种丧气话！\n\n\n我们要合力\n锻炼\x0e\x0b\0\0吧？
W4BPre_14	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\00\0是啊，能够锻炼\x0e\x0b\0\0的人，\n也只有我们了吧！
FlowchartMsg_CNzh_szs\Demo_WBHanyo.msbt
Pre_Smoothie_1	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0这下做完就一万次了……
Pre_Smoothie_2	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0总算开始有热身的感觉了。
Pre_Smoothie_3	别再训练了！\n继续下去的话，你的身体会……
Pre_Smoothie_4	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0是啊……\n差不多该结束了……\n\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0你我之间的恩怨，该结束了！
Pre_IKADA_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0哦……\n你竟然能渡过那条河……
Pre_IKADA_2	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0看来你已经取回\n“三眼之力”了吧……
Pre_IKADA_3	为了阻止你，\n不管哪里我都会追过去！
Pre_IKADA_4	\x0e\n\n\n\x08\0S\0a\0d\01\0你知道吗？\n这就叫跟踪狂……\n\n\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0像你这种坏人，\n就该用我的钻石小腿肌践踏！
Pre_Master4_1	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0受不了……今天还真是吵闹啊。
Pre_Master4_2	\x0e\n\n\n\x08\0S\0a\0d\00\0根本没办法好好训练！
Pre_Master4_3	你把大家都弄去哪里了？
Pre_Master4_4	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0喔，如果你是想问那群烦人的苍蝇，\n我早就把他们赶走了。\n\n\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0你也一样，\n尽管放马过来吧。
Pre_RunningBeauty_1	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0你这家伙……\n连足莉娜都要缠着不放……
Pre_RunningBeauty_2	\x0e\n\n\n\x08\0S\0a\0d\00\0还企图阻碍她实现梦想，\n你还是和以前一样令人讨厌啊。
Pre_RunningBeauty_3	是你唆使足莉娜的，\n对吧！
Pre_RunningBeauty_4	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0黑暗气息能够唤醒潜藏的欲望，\n就连足莉娜也只能臣服于自己的私欲……\n\n\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0灵环，下一个就轮到你了……\n我要拆穿你那伪善的假面具！
Pre_Amaterasu_1	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0呼……\n这澡洗的真舒服。
Pre_Amaterasu_2	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\01\0怎样啊，灵环。\n你们要不要也冲个澡？
Pre_Amaterasu_3	如果洗澡会对这个国家的人造成困扰，\n我宁可不洗澡！
Pre_Amaterasu_4	\x0e\n\n\n\x08\0S\0a\0d\00\0会说“不洗没关系”的人，\n通常味道越……\n\n这句话可是你教我的，\n现在我就原封不动还给你！
Pre_Dojo_1	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0灵环啊，你想起来了吗？\n我们以前也经常在健身房锻炼呢……
Pre_Dojo_2	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0话说回来，\n你的初恋对象就是训练健身房的教练吧。
Pre_Dojo_3	那……那种事情，\n跟现在毫无关系吧！
Pre_Dojo_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0就像你当时为了没有结果的恋情而流泪一样，\n还是哭丧着脸的表情比较适合你！
Pre_GameLand_1	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0怎么了？你就这点本事吗？
Pre_GameLand_2	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0我还以为你有办法\n多取悦我一阵子呢。
Pre_GameLand_3	还没结束！\n\n\n结局一定会是！\n我将你从黑暗气息中救出！
Pre_GameLand_4	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0真是无趣的发展……\n换我来编一个故事给你吧！\n\n\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0灵环，就用你们绝望的表情，\n来点缀这个真正的结局吧！
Pre_ElDorago2_1	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\01\0两位真是稀客呢。
Pre_ElDorago2_2	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0黄金国度的待客之道\n有让两位满意吗？
Pre_ElDorago2_3	那就是所谓的招待？\n根本就被当成大罪人了吧！
Pre_ElDorago2_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0这样还不满意吗？\n那我只能好好地亲自招待你们才行了！
Pre_LiarGame_1	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\01\0好，猜谜的时间到了。
Pre_LiarGame_2	\x0e\n\n\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0“我正在做什么？”
Pre_LiarGame_3	抬腿对吧？\n因为可以站着锻炼腹部！
Pre_LiarGame_4	\x0e\n\n\n\x08\0S\0a\0d\01\0正确答案是“将黑暗气息集中在腹部，\n提高腹部肌力”！\n\n\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0那么，答错的人\n要接受处罚……
Pre_WolfBoy_1	\x0e\n\n\x10\x0e\0N\0o\0t\0i\0c\0e\00\0是灵环啊……
Pre_WolfBoy_2	\x0e\n\n\x0c\n\0E\0a\0s\0e\01\0我已经放弃锻炼腿部了……
Pre_WolfBoy_3	谎话对我是不管用的！\n\n\n你所做的深蹲\n被称为“肌肉训练BIG3”，\n\n是专门针对下半身的训练！
Pre_WolfBoy_4	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0股四头肌……腿后腱……比目鱼肌……\n臀大肌……臀中肌……臀小肌群……\n\n\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0这些我都锻炼好了……\n接下来，你就亲眼见识一下\n我是否在说谎吧。
Pre_Robo_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我这么认真地锻炼手臂……\n……你们……\n
Pre_Robo_2	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\00\0是不是忘了我的事啊？
Pre_Robo_3	怎……怎么可能！！\n我们对你可是……
Pre_Robo_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0就用我千锤百炼的钢铁上半身，\n将你们粉身碎骨吧！
Pre_SleepingBeauty_1	\x0e\n\n\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0完成得很不错。
Pre_SleepingBeauty_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0腹部、手臂、双腿……\n全都调整到位了……
Pre_SleepingBeauty_3	果然还是晚了一步吗……
Pre_SleepingBeauty_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0你们就好好感受一下我这副已经\n获得全部力量后的身体吧。
Pre_ExtLap26_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我想起来了……
Pre_ExtLap26_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你从小就经常\n从魔兽手中保护我……
Pre_ExtLap26_3	\x0e\n\t\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\01\0这些都是过去的事啦！\n现在提它做什么，怪不好意思的！
Pre_ExtLap26_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0魔兽竟然会掉钱……\n我从来都不知道！
Pre_ExtLap27_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我第一次踏上\n斯波达的大地时……
Pre_ExtLap27_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0人们害怕我，\n因为恐惧而颤抖……
Pre_ExtLap27_3	\x0e\n\t\x14\x12\0Q\0u\0e\0s\0t\0i\0o\0n\00\0勇敢无惧的斯波达人民竟然会感到害怕，\n你到底做了什么？
Pre_ExtLap27_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0我只是……我只是想打声招呼而已……\n像这样……
Pre_ExtLap28_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我在这里见到了\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ他们。
Pre_ExtLap28_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0受到黑暗气息的诱惑，\n他们停止努力，顺从了欲望，为所欲为……\n\n面对充满野心的我，\n那些家伙没多久就效忠于我了。
Pre_ExtLap28_3	\x0e\n\t\x10\x0e\0R\0e\0g\0r\0e\0t\01\0用黑暗气息控制大家，\n你的所作所为是无法饶恕的行为！\n\n不过……也因为这样，\n大家才能发现自己的弱点。
Pre_ExtLap28_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0你无论碰到多么不幸的遭遇，\n仍然没有放弃努力……\n\n或许放弃努力的人\n始终无法战胜努力向上的人呢。
Pre_ExtLap30_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0{s[075]}足莉娜……\n是不是已经有心仪的对象了啊……{s[100]}
Pre_ExtLap30_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你、你们！！\n什么时候在那里的！？
Pre_ExtLap30_3	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\01\0你、你难不成\n对足莉娜！？
Pre_ExtLap30_4	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0什、什么意思啊。\n好，开始训练了！
Pre_ExtLap31_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0腹肌利似乎和\n母亲相处得很融洽。
Pre_ExtLap31_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0天雨大神还是\n心情不好的样子。
Pre_ExtLap31_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0或许是对光球被你夺走\n这件事太难过了。
Pre_ExtLap31_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0这样啊……我下次买糖果给她好了。\n有放蛋白质的那种！
Pre_ExtLap32_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0强腕想要受到异性欢迎的心情……\n我并非不明白。
Pre_ExtLap32_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0不过有喜欢的人\n才会想要为之努力……
Pre_ExtLap32_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0堕拉攻是喜欢足莉娜吧。
Pre_ExtLap32_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0闭嘴！
Pre_ExtLap33_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0话说回来……
Pre_ExtLap33_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你几岁啦？
Pre_ExtLap33_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0年龄吗……这个我倒没怎么想过……
Pre_ExtLap33_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0我也是！
Pre_ExtLap36_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0运气也是实力的一部分……
Pre_ExtLap36_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0但训练是……
Pre_ExtLap36_3	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0有做有赢！
Pre_ExtLap36_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0只凭运气是无法锻炼出理想体态的！
Pre_ExtLap38_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0虽然没有特别针对某部位\n进行训练……
Pre_ExtLap38_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0自从开始锻炼腹部后，\n腰痛好像减少了。
Pre_ExtLap38_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0因为腰部附近的肌肉一旦衰弱，\n就会容易产生腰痛！
Pre_ExtLap38_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0所以今天要针对腰部\n进行训练！
Pre_ExtLap40_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0有个部位能让自己不经意\n察觉到衰老……
Pre_ExtLap40_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0我认为是双腿……
Pre_ExtLap40_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0话说回来……你好像曾说上下楼梯\n比以前变得吃力了吧……
Pre_ExtLap40_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0好，今天要针对腿部\n进行训练！
Pre_ExtLap42_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0手臂的松弛……
Pre_ExtLap42_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0会想消除对吧？
Pre_ExtLap42_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0可以办得到吗！？
Pre_ExtLap42_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0首先得好好接受\n我的训练！
Pre_ExtLap43_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0不光是身体……
Pre_ExtLap43_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0所有的理论\n都建立在平衡感上。
Pre_ExtLap43_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0由于到目前为止，\n已分别锻炼过了腹部、双腿及手臂，\n所以接下来……
Pre_ExtLap43_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0没错，今天的训练包含了所有部位！！\n因为平衡感最重要！
Pre_ExtLap49_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0虽然深蹲容易被误以为\n只能锻炼下半身……
Pre_ExtLap49_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0只要用正确的姿势进行……
Pre_ExtLap49_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0就会是全身运动！
Pre_ExtLap49_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0重点在于正确的姿势！\n留意自己的姿势，开始训练吧！
Pre_ExtLap50_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0抬腿的重点是，
Pre_ExtLap50_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0腹部出力，摆正姿势……
Pre_ExtLap50_3	\x0e\n\t\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0视线没有好好看向前方，\n这样可无法保持正确的姿势喔！
Pre_ExtLap50_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0的确是这样……但抬腿已经做完了。\n从今天开始要好好训练你们才行！
Pre_ExtLap51_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0放低身体重心时……
Pre_ExtLap51_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0重点在于身体要与地面保持垂直，\n并且向下的动作要放慢。\n
Pre_ExtLap51_3	\x0e\n\t\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0站起来时，\n膝盖不能完全伸直也是重点！
Pre_ExtLap51_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0那是我原本要说的话！
Pre_ExtLap53_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0有跟正确姿势同样重要的事。
Pre_ExtLap53_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0灵环，你知道吗？
Pre_ExtLap53_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0那就是正确的呼吸法！
Pre_ExtLap53_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0使用正确的呼吸法就能事半功倍！\n好，调整好呼吸后就开始训练吧！
Pre_ExtLap54_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0你们……
Pre_ExtLap54_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0训练虽然重要，\n但有没有适时休息呢？
Pre_ExtLap54_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0当然！但休息过头的话，\n会让锻炼出的肌肉回复原状！
Pre_ExtLap54_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0无须担心！平常就一直锻炼的我\n有所谓的肌肉记忆啊！
Pre_ExtLap55_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0要不要偶尔互相称赞下对方看看？
Pre_ExtLap55_2	\x0e\n\n\x0e\x0c\0S\0h\0o\0u\0t\01\0{s[150]}蜜桃臀！{s[100]}
Pre_ExtLap55_3	\x0e\n\t\x0e\x0c\0L\0a\0u\0g\0h\01\0{s[150]}哈密瓜肩膀！！{s[100]}
Pre_ExtLap55_4	\x0e\n\n\x10\x0e\0D\0a\0m\0a\0g\0e\00\0呵呵……\x0e\x0b\0\0啊，\n你懂这个意思吗？
Pre_ExtLap56_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我懂了、我明白了……
Pre_ExtLap56_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0我掌握了～
Pre_ExtLap56_3	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0我懂！光是坐在平衡球上就能锻炼到躯干，\n但这比看起来还要吃力许多。
Pre_ExtLap56_4	\x0e\n\n\x0e\x0c\0T\0i\0r\0e\0d\01\0我还想继续下去……\n要趁你们的身体冷却前开始训练才行。
Pre_ExtLap59_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0你……
Pre_ExtLap59_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0喜欢火腿吗？
Pre_ExtLap59_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0最喜欢了！
Pre_ExtLap59_4	\x0e\n\n\x0e\x0c\0T\0i\0r\0e\0d\01\0那么让我们好好锻练吧……后腿之冠，\n大腿内侧肌肉的腿后腱！
Pre_ExtLap61_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0灵环，我啊，\n从小憧憬着一件事。
Pre_ExtLap61_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你知道是什么吗？
Pre_ExtLap61_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0难不成……\n是……是我吗！？
Pre_ExtLap61_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0你这么说……\n不觉得害臊吗？
Pre_ExtLap63_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我啊，除了块块分明的腹肌以外，\n从小有个十分憧憬的东西。
Pre_ExtLap63_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你知道是什么吗？
Pre_ExtLap63_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0难不成……\n是……是我吗！？
Pre_ExtLap63_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0灵环啊……\n你要不要尝点苦头啊？
Pre_ExtLap65_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我啊，除了块块分明的腹肌和紧实的臀部以外，\n从小就有个十分憧憬的东西。
Pre_ExtLap65_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0你知道是什么吗？
Pre_ExtLap65_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0果然……只能是我了吧！？
Pre_ExtLap65_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0\x0e\x0b\0\0啊……\n我觉得你重新选个搭档比较好。
Pre_ExtLap66_1	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0我很憧憬块块分明的腹肌……紧实的臀部……\n还有圣母峰般的上臂二头肌……
Pre_ExtLap66_2	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\00\0回过神后，\n才发现我已经获得了全部……
Pre_ExtLap66_3	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0因为只要自己肯努力，\n就能获得憧憬的体态。
Pre_ExtLap66_4	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0怎么了？\x0e\x0b\0\0……\n不用客气，尽管崇拜我吧！\n
FlowchartMsg_CNzh_szs\Demo_WBLast.msbt
