FlowchartMsg_TWzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
OZ_366	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0為什麼？
OZ_367	\x0e\n\x12\x0e\x0c\0A\0n\0g\0r\0y\01\0因為我討厭\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ啊。
OZ_368	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\01\0沒轍了……\x0e\x0b\0\0……\n他完全就是一副「那又怎樣？」的表情……
OZ_369	跟他說了他好像也聽不進去，\n總之，就先照他的話做吧……
OZ_215	\x0e\n\x12\x0e\x0c\0A\0n\0g\0r\0y\00\0……等一下啊，可以不要把我丟在這種\n到處都是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ的地方嗎？
OZ_370	走吧，趕快帶我通過這裡，\n\n\n啊，別忘了，\n不准喝\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ喔。
OZ_218	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\01\0他真的會是……我們的……\n好朋友嗎……？\x0e\x01\x03\x04´\0\0\0
OZ_223	\x0e\n\x12\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0還算可以……
OZ_224	\x0e\n\t\x0e\x0c\0S\0h\0o\0u\0t\00\0非、非常感謝你！
OZ_344	\x0e\n\x12\x0e\x0c\0T\0h\0i\0n\0k\01\0我一直在找人\n護送我到\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ，\n\n現在\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ變多，越來越不安全了，\n所以我希望你能護送我過去。
OZ_345	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0咦！啊……\n好！
OZ_346	\x0e\n\x12\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0我叫做\x0e\0\x03\x02\0\0斗艾斯\x0e\0\x03\x02ÿÿ，\n要是遇到危險的話，就靠你囉。
OZ_347	\x0e\n\t\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\00\0看來他的目的地跟我們一樣，\n就先把他當作\x0e\0\x03\x02\0\0第1位好友\x0e\0\x03\x02ÿÿ吧。
OZ_348	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0……應該沒問題吧？
OZ_225	\x0e\n\x1b\x02\0\0……\n……
OZ_226	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\01\0他真是個安靜的人呢……\n\n\n不趕快找到\x0e\0\x03\x02\0\0第2位\x0e\0\x03\x02ÿÿ的話……\n感覺氣氛快要凍結了……
OZ_603	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0嗯？
OZ_227	\x0e\n\x1b\x02\0\0！！
OZ_228	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\01\0咿！！
OZ_229	\x0e\n\t\n\x08\0S\0a\0d\00\0啊啊……因為\x0e\0\x03\x02\0\0斗艾斯\x0e\0\x03\x02ÿÿ的表情\n很可怕啦……
OZ_230	\x0e\n\x12\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0那傢伙……邊逃邊把木箱\n放在路上……是打算當成障礙物？\n\n不過似乎很有力氣，\n呵呵……感覺能派上用場……\n\n\x0e\n\x12\x0c\n\0C\0a\0l\0l\00\0喂，去把他抓回來吧。
OZ_233	\x0e\n\t\n\x08\0S\0a\0d\01\0真是的，只會使喚人……\x0e\x01\x03\x04È\0\0\0
OZ_236	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0你……你們是什麼人？\n竟敢把我的\x0e\0\x03\x02\0\0護欄\x0e\0\x03\x02ÿÿ全都弄壞，\n\n不……不要跟著我。
OZ_238	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0啊！\n他又逃走了！！
OZ_237	傷腦筋啊……\n\n\n我們本來就沒有\n在跟蹤他啊……
OZ_240	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\01\0那個人逃到\n這裡面去了……
OZ_241	\x0e\n\x12\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0他竟然有辦法輕易搬起\n那麼龐大的木箱……\n\n看來他……派得上用場，\n\n\n\x0e\n\x12\x0c\n\0C\0a\0l\0l\00\0去找他談談吧。
OZ_242	\x0e\n\t\n\x08\0S\0a\0d\01\0\x0e\x0b\0\0……\n我們跟\x0e\0\x03\x02\0\0斗艾斯\x0e\0\x03\x02ÿÿ真的有辦法變好朋友嗎……？
OZ_244	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0不過……那個人為什麼要逃跑啊……\n看起來好像很害怕我們耶。\x0e\x01\x03\x04´\0\0\0
OZ_245	\x0e\n\x13\x12\x10\0T\0i\0r\0e\0d\0_\00\00\0你們還真強呢……
OZ_246	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ突然跑到我家來了，\n真是傷腦筋……
OZ_276	\x0e\n\x12\x0e\x0c\0A\0n\0g\0r\0y\01\0什麼嘛，\n你不是很強嗎？
OZ_247	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0雖……雖然常常有人說我很有力量，\n但是要打架的話……我就……
OZ_250	當我打算去\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ\n治好我這個膽小的個性時，\n\n那位大姐姐\n就非常兇狠地瞪著我，\n\n\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\01\0我真的……好害怕、好害怕……
OZ_251	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ！\n跟我們的目的地一樣呢！
OZ_252	\x0e\n\x13\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0真的嗎？？\n只有一個人感覺有點擔心……
OZ_357	我是\x0e\0\x03\x02\0\0比比利姆\x0e\0\x03\x02ÿÿ，\n可以帶我一起走嗎？\n\n為了感謝你替我打倒\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ，\n我什麼都願意做！
OZ_358	\x0e\n\x12\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0哦～什麼都願意做阿……\n這樣不是很好嗎？就帶他一起走吧。
OZ_359	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\00\0唉，他肯定會被當成下人使喚。
OZ_253	不過這樣一來，\n我們就有\x0e\0\x03\x02\0\02位\x0e\0\x03\x02ÿÿ好友了！！！
OZ_606	\x0e\n\t\n\x08\0S\0a\0d\00\0……但其中1人不知道該不該算朋友就是了。
OZ_363	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\00\0\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ就在前面了嗎？\n感覺還很漫長喔。
OZ_364	\x0e\n\t\n\x08\0S\0a\0d\00\0前往\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ的唯一線索就只有\x0e\0\x03\x02\0\03位好友\x0e\0\x03\x02ÿÿ，\n還得再找一個人才行……
OZ_254	\x0e\n\x13\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0來、好，停～！\n\n\n你們要做什麼？想通過這裡嗎？\n那就付\x0e\0\x03\x02\0\01個人\x0e\0\x03\x02ÿÿ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0100000000的過路費\x0e\0\x03\x02ÿÿ吧。
OZ_255	\x0e\n\x12\x0c\n\0C\0a\0l\0l\01\0\x0e\0\x03\x02\0\0比比利姆\x0e\0\x03\x02ÿÿ，你先付吧。
OZ_256	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0咦咦咦？怎麼這樣！\n我沒有那麼多錢啊。
OZ_257	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\01\0總共\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0300000000\x0e\0\x03\x02ÿÿ……\n這簡直就是獅子大開口嘛。
OZ_258	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\01\0什麼？你們沒有錢？\n那就沒辦法讓你們通……
OZ_259	\x0e\n\x12\x0c\n\0C\0a\0l\0l\00\0\x0e\0\x03\x02\0\0比比利姆\x0e\0\x03\x02ÿÿ……\n……上吧。
OZ_260	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\01\0我！？
OZ_261	\x0e\n\x13\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0等等！你、你們這些人，使用暴力是不對的～\n我知道你們沒有錢，\n\n不然，要是你們能在\x0e\0\x03\x02\0\0\x0eú\x01\x04\0\0\0Í步之內\x0e\0\x03\x02ÿÿ通過這裡的話，\n我也可以不收錢喔。
OZ_262	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\00\0怎麼樣？\n感覺很好玩吧！
OZ_263	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\01\0只要你能在\x0e\0\x03\x02\0\0\x0eú\x01\x04\0\0\0Í步之內\x0e\0\x03\x02ÿÿ通過這裡的話，\n我就算你免費吧。
OZ_264	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\01\0我們好像又被麻煩事纏身了……
OZ_265	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\00\0把我朝下持續推壓前進，\n不就能以少少的步數前進了嗎！\x0e\x01\x03\x04È\0\0\0
OZ_268	\x0e\n\x13\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0這是怎麼一回事？\n你們也太厲害了吧！
OZ_269	\x0e\n\x12\x0c\n\0C\0a\0l\0l\01\0還好啦。
OZ_270	\x0e\n\x13\x0c\n\0E\0a\0s\0e\00\0嘿嘿……
OZ_271	\x0e\n\t\n\x08\0S\0a\0d\00\0跑完的只有\n我們而已……
OZ_272	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\00\0其實我聽說你們\n正要前往\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ，\n\n所以等你們等很久了呢～\n\n\n\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\01\0多一些可靠的同伴\n對你們來說也比較有利吧？
OZ_273	我會加入你們的！\n是不是很高興啊？\n\n\x0e\n\x13\x10\x0e\0L\0a\0u\0g\0h\0L\00\0你們可以叫我\x0e\0\x03\x02\0\0查拉基\x0e\0\x03\x02ÿÿ喔，\n以後也請多多指教！
OZ_274	\x0e\n\t\x0c\n\0E\0a\0s\0e\00\0……\n他果然就是\x0e\0\x03\x02\0\0第3個人\x0e\0\x03\x02ÿÿ啊……
OZ_360	這3個人真的就是\n前往\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ的關鍵人物嗎……
OZ_275	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\01\0等一下，你要去哪啊？\n我們會等你的，要記得回來喔！
OZ_280	\x0e\n\x16\x0e\x0c\0T\0i\0r\0e\0d\01\0我執刀了……
OZ_281	\x0e\n\x12\x0c\n\0C\0a\0l\0l\00\0好了，出發吧……
OZ_282	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\00\0哇啊……\x0e\0\x03\x02\0\0斗艾斯\x0e\0\x03\x02ÿÿ，\n你怎麼可以假裝沒看見啊！
OZ_283	\x0e\n\x16\x1c\x1a\0A\0f\0t\0e\0r\0_\0S\0n\0e\0e\0z\0e\01\0我的家鴨……\n被\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ強揍啦！
OZ_284	\x0e\n\x13\x12\x10\0T\0i\0r\0e\0d\0_\00\00\0喔喔喔喔喔！
OZ_350	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0\x0e\0\x03\x02\0\0查拉基\x0e\0\x03\x02ÿÿ，\n你怎麼能隨便亂回話呢！
OZ_285	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0有聽到\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ這個詞，\n一定是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ對他做了什麼，\n\n他看起來好像很困擾，\n我們得幫幫他才行。
OZ_286	\x0e\n\x13\x0e\x0c\0P\0a\0n\0i\0c\00\0一定是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ對他做了什麼，\n我們得幫幫他才行。
OZ_287	\x0e\n\t\n\x08\0S\0a\0d\01\0……結果那3個人沒有跟來……我們……\n……真的需要他們嗎？\x0e\x01\x03\x04È\0\0\0
OZ_288	拿到\x0e\0\x03\x02\0\0假牙\x0e\0\x03\x02ÿÿ了。
OZ_289	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\01\0話說回來，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ到底對那位老婆婆做了什麼啊……\x0e\x01\x03\x04È\0\0\0
OZ_290	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\00\0哇哇哇！\n\n\n打倒最後一隻\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ後，\n掉出了一副\x0e\0\x03\x02\0\0假牙\x0e\0\x03\x02ÿÿ耶！？
OZ_291	\x0e\n\x16\x1c\x1a\0A\0f\0t\0e\0r\0_\0S\0n\0e\0e\0z\0e\01\0舊式那個！我的家鴨！
OZ_292	\x0e\n\x16\x0c\n\0C\0a\0l\0l\00\0{s[150]}嘎波！{s[100]}
OZ_293	\x0e\n\x16\x0e\x0c\0L\0a\0u\0g\0h\01\0哦哦！謝謝你的幫忙！\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ偷走了我的\x0e\0\x03\x02\0\0假牙\x0e\0\x03\x02ÿÿ，\n\n真是傷透了我的腦筋！
OZ_294	\x0e\n\x13\x0e\x0c\0L\0a\0u\0g\0h\01\0小事一樁，不必道謝！
OZ_351	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\00\0你、你根本什麼都沒做吧？
OZ_295	\x0e\n\x16\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0雖然不知道這樣能不能當作答謝，\n但你們有聽過\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ嗎？
OZ_296	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ！
OZ_297	\x0e\n\x16\x0e\x0c\0T\0h\0i\0n\0k\01\0聽說\x0e\0\x03\x02\0\0祈願之谷\n\x0e\0\x03\x02ÿÿ就在前面而已。
OZ_361	不過聚集了這麼多的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ，\n大概也沒什麼人會靠近了吧。
OZ_299	\x0e\n\x16\x0e\x0c\0T\0i\0r\0e\0d\01\0我的家鴨啊……
OZ_315	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0這裡就是……\n\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ……？
OZ_362	對了，\n大家想要許什麼願望呢？
OZ_316	\x0e\n\t\x0e\x0c\0H\0a\0p\0p\0y\00\0奇怪……\n怎麼不見了……？
OZ_317	他們該不會先走一步了吧？？
OZ_318	\x0e\n\t\x0e\x0c\0A\0n\0g\0r\0y\01\0他們真的是很任性耶！
OZ_319	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\01\0我還以為這裡給人的感覺會更神聖耶……\n總之，先到裡面看看吧。\x0e\x01\x03\x04È\0\0\0
OZ_324	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\01\0\x0e\0\x03\x02\0\0祈願之谷\x0e\0\x03\x02ÿÿ那麼神奇的地方，\n怎麼可能真的存在嘛……\x0e\x01\0\x04<\0\0\0\n\n\x0e\0\x03\x02\0\0\x0e\n\x0e\x0e\x0c\0T\0h\0i\0n\0k\00\0查拉基\x0e\0\x03\x02ÿÿ……\x0e\0\x03\x02\0\0斗艾斯\x0e\0\x03\x02ÿÿ……\x0e\0\x03\x02\0\0比比利姆\x0e\0\x03\x02ÿÿ……\n我們幾個的演技是不是很好啊？\x0e\x01\0\x04<\0\0\0\n\n\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\00\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ陛下正在休息，\x0e\x01\0\x04<\0\0\0\n\n\n\x0e\n\x0e\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\00\0要是你打擾到偉大的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ陛下，\n那可就傷腦筋了。\x0e\x01\0\x04<\0\0\0\n\n所以我們才會演這一齣戲，\n阻止你們繼續前進。\x0e\x01\0\x04<\0\0\0
OZ_355	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\01\0我得感謝你們如此輕易地踏入了我的圈套。\x0e\x01\0\x04<\0\0\0
OZ_354	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\00\0這種時候還得求神拜佛……\x0e\x01\x03\x04È\0\0\0
OZ_325	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\01\0看來你還得回去再練練呢！\x0e\x01\x03\x04æ\0\0\0
OZ_371	\x0e\n\r\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\01\0這個世界上，\n能相信的就只有自己的腹肌……\x0e\x01\x03\x04È\0\0\0
OZ_336	\x0e\n\r\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0還有\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ陛下而已！\x0e\x01\x03\x04æ\0\0\0
OZ_372	\x0e\n\x0c\x0e\x0c\0H\0a\0p\0p\0y\01\0我想要的東西……\x0e\x01\x03\x04È\0\0\0
OZ_337	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\00\0只能憑自己的肌肉去獲取！\x0e\x01\x03\x04æ\0\0\0
OZ_326	\x0e\n\x0c\x10\x0e\0D\0a\0m\0a\0g\0e\01\0……阻礙愈多，\n就能變得愈強嗎……\x0e\x01\x03\x04,\x01\0\0
OZ_327	\x0e\n\r\x0e\x0c\0T\0i\0r\0e\0d\00\0好痛……\n\n\n我好像消耗太多能量\n在這次的變身上面了。
OZ_328	\x0e\n\x0c\x10\x0e\0D\0a\0m\0a\0g\0e\01\0原來都是因為你用了這麼卑鄙的手段……
OZ_329	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\01\0{s[150]}啊！{s[100]}
OZ_330	\x0e\n\x0e\x1c\x1a\0C\0a\0l\0l\0N\0e\0g\0a\0t\0i\0v\0e\01\0到底是誰說\x0e\0\x03\x02\0\0他的能力還沒完全回復\x0e\0\x03\x02ÿÿ\n所以我們可以輕鬆取勝的啊！
OZ_331	\x0e\n\t\n\x08\0S\0a\0d\00\0不好意思……
OZ_332	\x0e\n\r\x0c\n\0C\0a\0l\0l\00\0啊……原來你還在啊，\n\n\n哈哈，看來這次只能投降了，\n而且我們也沒有餘力繼續戰鬥了。
OZ_333	\x0e\n\x0c\x0c\n\0E\0a\0s\0e\01\0我也不行……
OZ_334	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\01\0{s[150]}了！！{s[100]}
OZ_335	\x0e\n\x0e\x0c\n\0E\0a\0s\0e\01\0雖然很不甘心，但我們暫時動彈不得了，\n你想繼續前進的話，就儘管去吧，\n\n不過\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ大師\n一定會阻止你的，\n\n\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\00\0到時候可就不會這麼輕鬆了。
OZ_379	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0L\01\0出現了！\n是久違的肌肉測驗！\n\n這就是占卜師說過的考驗嗎？
OZ_380	\x0e\n\n\x18\x16\0I\0m\0p\0r\0e\0s\0s\0i\0o\0n\01\0這次均衡的\n調整了技能。\n\n用這狀態\n打敗\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔獸就及格了！
OZ_381	\x0e\n\t\x0c\n\0C\0a\0l\0l\01\0「可愛的孩子更要運動！」\n這就是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ的愛喔！好好加油！！\x0e\x01\x03\x04È\0\0\0
OZ_382	\x0e\n\n\x1c\x1a\0T\0a\0l\0k\0P\0o\0s\0i\0t\0i\0v\0e\01\0嗯！及格！\n\n\n是一場很棒的\n充滿汗水的戰鬥喔！
OZ_383	\x0e\n\t\x14\x12\0Q\0u\0e\0s\0t\0i\0o\0n\00\0奇……奇怪？\n我們到了墮拉攻競技場沒錯吧？？
OZ_384	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\01\0考驗不是有4個嗎……？\n\n\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ墮拉攻的肌肉測驗只有1個，\n還有3個是什麼呢？
OZ_320	\x0e\n\x0e\x1c\x1a\0C\0a\0l\0l\0N\0e\0g\0a\0t\0i\0v\0e\00\0等一下！\n這次換我了吧？
OZ_387	\x0e\n\x0c\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\01\0\x0e\x0b\0\0需要鍛鍊上半身……
OZ_388	\x0e\n\x0c\x0e\x0c\0S\0h\0o\0u\0t\01\0{s[150]}啦！{s[100]}
OZ_389	\x0e\n\r\x0e\x0c\0H\0a\0p\0p\0y\01\0這邊就取中間值，\n鍛鍊腹肌吧？
OZ_391	\x0e\n\t\x10\x0e\0D\0a\0m\0a\0g\0e\00\0嗚哇，\n大、大家別吵架……
OZ_392	\x0e\n\x0e\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0\x0e\x0b\0\0想鍛鍊哪裡呢？\n\n\n腿部對吧？
OZ_393	\x0e\n\x0c\x10\x0e\0N\0o\0t\0i\0c\0e\01\0手……
OZ_394	\x0e\n\x0c\x0e\x0c\0S\0c\0a\0r\0e\00\0{s[150]}腕！{s[100]}
OZ_395	\x0e\n\r\x0e\x0c\0L\0a\0u\0g\0h\00\0我懂你喔，\n腹部對吧？
OZ_396	\x0e\n\t\n\x08\0S\0a\0d\01\0感覺不管選哪個部位，\n都會很麻煩啊……
OZ_397	\x0e\n\x0e\x0c\n\0E\0a\0s\0e\00\0哼，算了。\n\n\n我在裡面等你，\n快點想好答案喔？
OZ_398	\x0e\n\t\x1c\x1a\0T\0a\0l\0k\0N\0e\0g\0a\0t\0i\0v\0e\01\0嗯……要在這三人的面前\n選出一個看來不太可能……\x0e\x01\x03\x04È\0\0\0
OZ_390	\x0e\n\x0e\x16\x14\0T\0a\0l\0k\0A\0g\0r\0e\0e\01\0早就有答案了……\x0e\x01\0\x04<\0\0\0\n\n\n\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\00\0全部都鍛鍊就好啦。\x0e\x01\0\x04<\0\0\0\n\n\n\x0e\n\x0e\x14\x12\0G\0r\0e\0e\0t\0i\0n\0g\00\0因為這麼簡單的事讓你苦惱真不好意思，\n讓你見笑了。\x0e\x01\0\x04<\0\0\0
OZ_373	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\00\0提到腿部訓練，\n換句話說……\x0e\x01\x03\x04È\0\0\0
OZ_321	\x0e\n\x0e\x0e\x0c\0L\0a\0u\0g\0h\01\0高聳翹起的終極美臀！！\x0e\x01\x03\x04æ\0\0\0
OZ_322	\x0e\n\r\x0c\n\0C\0a\0l\0l\00\0提到腹肌訓練，\n換句話說……\x0e\x01\x03\x04È\0\0\0
OZ_323	\x0e\n\r\x0e\x0c\0S\0h\0o\0u\0t\00\0充滿藝術性的六塊肌！\x0e\x01\x03\x04æ\0\0\0
OZ_338	\x0e\n\x0c\x0e\x0c\0H\0a\0p\0p\0y\00\0提到上半身的訓練，\n換句話說……\x0e\x01\x03\x04È\0\0\0
OZ_339	\x0e\n\x0c\x0c\n\0C\0a\0l\0l\01\0緊實的上臂！\n優美的儀態！\x0e\x01\x03\x04æ\0\0\0
OZ_374	\x0e\n\x0c\x0e\x0c\0T\0i\0r\0e\0d\00\0今……今天的訓練\n就到此為止吧……\x0e\x01\x03\x04,\x01\0\0
OZ_385	\x0e\n\t\x10\x0e\0D\0a\0m\0a\0g\0e\01\0一口氣迎接3個考驗呢！\n原來4個考驗是這麼回事啊！\n\n那個占卜師……\n其實是很厲害的人呢！
OZ_386	\x0e\n\x17\x0e\x0c\0T\0h\0i\0n\0k\01\0哼哼……我的占卜\n只是給予契機而已。\n\n要怎麼解釋\n則因人而異。\n\n\x0e\n\x17\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0那位旅人肯定\n身心都很健康啊。
OZ_399	\x0e\n\x1b\x02\0\0呼嚕嚕……
OZ_400	\x0e\n\n\x10\x0e\0D\0a\0m\0a\0g\0e\00\0欸！\n等一下！
OZ_401	\x0e\n\t\x10\x0e\0N\0o\0t\0i\0c\0e\00\0怎麼啦墮拉攻？
OZ_402	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0你你你們\n來的正好\n\n\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0稍微不注意\n我重要的東西就被偷走了。
OZ_403	\x0e\n\t\x18\x16\0S\0u\0r\0p\0r\0i\0s\0e\0_\0S\01\0重要的東西！？\n那不就糟了啦！
OZ_404	\x0e\n\n\x0e\x0c\0A\0n\0g\0r\0y\01\0那些傢伙……\n不可饒恕……
OZ_405	\x0e\n\t\x0e\x0c\0P\0a\0n\0i\0c\00\0嗚哇，不行啊墮拉攻，\n黑暗氣息出現了啦！！
OZ_406	\x0e\n\t\x14\x12\0T\0a\0l\0k\0C\0a\0l\0l\00\0\x0e\x0b\0\0，\n墮拉攻看來很煩惱，\n\n就由我們替他\n取回重要的東西吧。
OZ_407	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\00\0看他那麼驚慌失措……\n應該是很重要的東西才對。\x0e\x01\x03\x04È\0\0\0
OZ_408	\x0e\n\t\n\x08\0S\0a\0d\01\0魔獸們什麼都沒拿啊……
OZ_409	\x0e\n\t\x0e\x0c\0T\0h\0i\0n\0k\00\0話說回來墮拉攻的重要東西是……
