bag
SS_bag_000	おこづかい
BTL_STRID_SET_DelayAttack	[VAR 0102(0000)]は\n[VAR 0107(0001)]の　攻撃を受けた！
BTL_STRID_SET_DelayAttack_Y	野生の　[VAR 0102(0000)]は\n[VAR 0107(0001)]の　攻撃を受けた！
BTL_STRID_SET_DelayAttack_E	相手の　[VAR 0102(0000)]は\n[VAR 0107(0001)]の　攻撃を受けた！
BTL_STRID_SET_DelayAttack_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0107(0001)]の　攻撃を受けた！
BTL_STRID_SET_JyuryokuFall	[VAR 0102(0000)]は\nじゅうりょくの　影響で\r\n空中に　いられなくなった！
BTL_STRID_SET_JyuryokuFall_Y	野生の　[VAR 0102(0000)]は\nじゅうりょくの　影響で\r\n空中に　いられなくなった！
BTL_STRID_SET_JyuryokuFall_E	相手の　[VAR 0102(0000)]は\nじゅうりょくの　影響で\r\n空中に　いられなくなった！
BTL_STRID_SET_JyuryokuFall_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nじゅうりょくの　影響で\r\n空中に　いられなくなった！
BTL_STRID_SET_JyuryokuWazaFail	[VAR 0102(0000)]は\nじゅうりょくが　強くて\r\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_JyuryokuWazaFail_Y	野生の　[VAR 0102(0000)]は\nじゅうりょくが　強くて\r\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_JyuryokuWazaFail_E	相手の　[VAR 0102(0000)]は\nじゅうりょくが　強くて\r\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_JyuryokuWazaFail_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nじゅうりょくが　強くて\r\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_MirrorType	[VAR 0102(0000)]は\n[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_2Y	[VAR 0102(0000)]は\n野生の　[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_2E	[VAR 0102(0000)]は\n相手の　[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_2T	[VAR 0102(0000)]は\n[VAR 0100(000B)]の　[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_Y	野生の　[VAR 0102(0000)]は\n[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_Y2Y	野生の　[VAR 0102(0000)]は\n野生の　[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_E	相手の　[VAR 0102(0000)]は\n[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_E2E	相手の　[VAR 0102(0000)]は\n相手の　[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_MirrorType_T2T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0100(000B)]の　[VAR 0102(0001)]と\r\n同じタイプに　なった！
BTL_STRID_SET_PowerShare	[VAR 0102(0000)]は\nおたがいのパワーを　シェアした！
BTL_STRID_SET_PowerShare_Y	野生の　[VAR 0102(0000)]は\nおたがいのパワーを　シェアした！
BTL_STRID_SET_PowerShare_E	相手の　[VAR 0102(0000)]は\nおたがいのパワーを　シェアした！
BTL_STRID_SET_PowerShare_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nおたがいのパワーを　シェアした！
BTL_STRID_SET_GuardShare	[VAR 0102(0000)]は\nおたがいのガードを　シェアした！
BTL_STRID_SET_GuardShare_Y	野生の　[VAR 0102(0000)]は\nおたがいのガードを　シェアした！
BTL_STRID_SET_GuardShare_E	相手の　[VAR 0102(0000)]は\nおたがいのガードを　シェアした！
BTL_STRID_SET_GuardShare_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nおたがいのガードを　シェアした！
BTL_STRID_SET_BodyPurge	[VAR 0102(0000)]は\n身軽になった！
BTL_STRID_SET_BodyPurge_Y	野生の　[VAR 0102(0000)]は\n身軽になった！
BTL_STRID_SET_BodyPurge_E	相手の　[VAR 0102(0000)]は\n身軽になった！
BTL_STRID_SET_BodyPurge_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n身軽になった！
BTL_STRID_SET_Yakitukusu	[VAR 0102(0000)]の\n[VAR 0109(0001)]は　焼けてなくなった！
BTL_STRID_SET_Yakitukusu_Y	野生の　[VAR 0102(0000)]の\n[VAR 0109(0001)]は　焼けてなくなった！
BTL_STRID_SET_Yakitukusu_E	相手の　[VAR 0102(0000)]の\n[VAR 0109(0001)]は　焼けてなくなった！
BTL_STRID_SET_Yakitukusu_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\n[VAR 0109(0001)]は　焼けてなくなった！
BTL_STRID_SET_Utiotosu	[VAR 0102(0000)]は\n撃ち落とされて　地面に　落ちた！
BTL_STRID_SET_Utiotosu_Y	野生の　[VAR 0102(0000)]は\n撃ち落とされて　地面に　落ちた！
BTL_STRID_SET_Utiotosu_E	相手の　[VAR 0102(0000)]は\n撃ち落とされて　地面に　落ちた！
BTL_STRID_SET_Utiotosu_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n撃ち落とされて　地面に　落ちた！
BTL_STRID_SET_Sakiokuri	[VAR 0102(0000)]の\n順番を　先送りした！
BTL_STRID_SET_Sakiokuri_Y	野生の　[VAR 0102(0000)]の\n順番を　先送りした！
BTL_STRID_SET_Sakiokuri_E	相手の　[VAR 0102(0000)]の\n順番を　先送りした！
BTL_STRID_SET_Sakiokuri_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\n順番を　先送りした！
BTL_STRID_SET_OsakiniDouzo	[VAR 0102(0000)]は\nお言葉に　甘えることにした！
BTL_STRID_SET_OsakiniDouzo_Y	野生の　[VAR 0102(0000)]は\nお言葉に　甘えることにした！
BTL_STRID_SET_OsakiniDouzo_E	相手の　[VAR 0102(0000)]は\nお言葉に　甘えることにした！
BTL_STRID_SET_OsakiniDouzo_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nお言葉に　甘えることにした！
BTL_STRID_SET_SideChange	[VAR 0102(0000)]と\n[VAR 0102(0001)]は　場所を　入れ替えた！
BTL_STRID_SET_SideChange_Y	野生の　[VAR 0102(0000)]と\n[VAR 0102(0001)]は　場所を　入れ替えた！
BTL_STRID_SET_SideChange_E	相手の　[VAR 0102(0000)]と\n[VAR 0102(0001)]は　場所を　入れ替えた！
BTL_STRID_SET_SideChange_T	[VAR 0100(000A)]の　[VAR 0102(0000)]と\n[VAR 0102(0001)]は　場所を　入れ替えた！
BTL_STRID_SET_GeppuFail	[VAR 0102(0000)]は\nきのみを　食べていないので　技が　だせない！
BTL_STRID_SET_GeppuFail_Y	野生の　[VAR 0102(0000)]は\nきのみを　食べていないので　技が　だせない！
BTL_STRID_SET_GeppuFail_E	相手の　[VAR 0102(0000)]は\nきのみを　食べていないので　技が　だせない！
BTL_STRID_SET_GeppuFail_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nきのみを　食べていないので　技が　だせない！
BTL_STRID_SET_BoujinGoggle	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]を　受けない！
BTL_STRID_SET_BoujinGoggle_Y	野生の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]を　受けない！
BTL_STRID_SET_BoujinGoggle_E	相手の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]を　受けない！
BTL_STRID_SET_BoujinGoggle_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]を　受けない！
BTL_STRID_SET_ElecFieldEffect	[VAR 0102(0000)]は\nエレキフィールドに　守られている！
BTL_STRID_SET_ElecFieldEffect_Y	野生の　[VAR 0102(0000)]は\nエレキフィールドに　守られている！
BTL_STRID_SET_ElecFieldEffect_E	相手の　[VAR 0102(0000)]は\nエレキフィールドに　守られている！
BTL_STRID_SET_ElecFieldEffect_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nエレキフィールドに　守られている！
BTL_STRID_SET_NeedleGuard	[VAR 0102(0000)]は\n傷ついた！
BTL_STRID_SET_NeedleGuard_Y	野生の　[VAR 0102(0000)]は\n傷ついた！
BTL_STRID_SET_NeedleGuard_E	相手の　[VAR 0102(0000)]は\n傷ついた！
BTL_STRID_SET_NeedleGuard_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n傷ついた！
BTL_STRID_SET_Kyousei	[VAR 0102(0000)]は　[VAR 0109(0001)]を\n[VAR 0102(0002)]に　持たせた！
BTL_STRID_SET_Kyousei_Y	野生の　[VAR 0102(0000)]は　[VAR 0109(0001)]を\n[VAR 0102(0002)]に　持たせた！
BTL_STRID_SET_Kyousei_E	相手の　[VAR 0102(0000)]は　[VAR 0109(0001)]を\n[VAR 0102(0002)]に　持たせた！
BTL_STRID_SET_Kyousei_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]を\n[VAR 0100(000C)]の　[VAR 0102(0002)]に　持たせた！
BTL_STRID_SET_NebaNebaNet	[VAR 0102(0000)]は\nねばねばネットに　ひっかかった！
BTL_STRID_SET_NebaNebaNet_Y	野生の　[VAR 0102(0000)]は\nねばねばネットに　ひっかかった！
BTL_STRID_SET_NebaNebaNet_E	相手の　[VAR 0102(0000)]は\nねばねばネットに　ひっかかった！
BTL_STRID_SET_NebaNebaNet_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nねばねばネットに　ひっかかった！
BTL_STRID_SET_MistFieldEffect	[VAR 0102(0000)]は\nミストフィールドに　守られている！
BTL_STRID_SET_MistFieldEffect_Y	野生の　[VAR 0102(0000)]は\nミストフィールドに　守られている！
BTL_STRID_SET_MistFieldEffect_E	相手の　[VAR 0102(0000)]は\nミストフィールドに　守られている！
BTL_STRID_SET_MistFieldEffect_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nミストフィールドに　守られている！
BTL_STRID_SET_Matowarituku_Start	[VAR 0102(0000)]は\n[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_2Y	[VAR 0102(0000)]は\n野生の　[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_2E	[VAR 0102(0000)]は\n相手の　[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_2T	[VAR 0102(0000)]は\n[VAR 0100(000B)]の　[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_Y	野生の　[VAR 0102(0000)]は\n[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_Y2Y	野生の　[VAR 0102(0000)]は\n野生の　[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_E	相手の　[VAR 0102(0000)]は\n[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_E2E	相手の　[VAR 0102(0000)]は\n相手の　[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Matowarituku_Start_T2T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0100(000B)]の　[VAR 0102(0001)]に　まとわりつかれた！
BTL_STRID_SET_Togisumasu	[VAR 0102(0000)]は\n精神を　研ぎ澄ました！
BTL_STRID_SET_Togisumasu_Y	やせいの　[VAR 0102(0000)]は\n精神を　研ぎ澄ました！
BTL_STRID_SET_Togisumasu_E	あいての　[VAR 0102(0000)]は\n精神を　研ぎ澄ました！
BTL_STRID_SET_Togisumasu_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n精神を　研ぎ澄ました！
BTL_STRID_SET_SpeedSwap	[VAR 0102(0000)]は\nおたがいの　スピードを　入れ替えた！
BTL_STRID_SET_SpeedSwap_Y	やせいの　[VAR 0102(0000)]は\nおたがいの　スピードを　入れ替えた！
BTL_STRID_SET_SpeedSwap_E	あいての　[VAR 0102(0000)]は\nおたがいの　スピードを　入れ替えた！
BTL_STRID_SET_SpeedSwap_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nおたがいの　スピードを　入れ替えた！
BTL_STRID_SET_Moetukiru	[VAR 0102(0000)]の　炎は　燃え尽きた！
BTL_STRID_SET_Moetukiru_Y	やせいの　[VAR 0102(0000)]の　炎は　燃え尽きた！
BTL_STRID_SET_Moetukiru_E	あいての　[VAR 0102(0000)]の　炎は　燃え尽きた！
BTL_STRID_SET_Moetukiru_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の　炎は　燃え尽きた！
BTL_STRID_SET_Zigokuduki_Warn	[VAR 0102(0000)]は\nじごくづきの　効果で　技が　出せない！
BTL_STRID_SET_Zigokuduki_Warn_Y	野生の　[VAR 0102(0000)]は\nじごくづきの　効果で　技が　出せない！
BTL_STRID_SET_Zigokuduki_Warn_E	相手の　[VAR 0102(0000)]は\nじごくづきの　効果で　技が　出せない！
BTL_STRID_SET_Zigokuduki_Warn_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nじごくづきの　効果で　技が　出せない！
BTL_STRID_SET_Gyogun_On	[VAR 0102(0000)]の　群れが　集まった！
BTL_STRID_SET_Gyogun_On_Y	やせいの　[VAR 0102(0000)]の　群れが　集まった！
BTL_STRID_SET_Gyogun_On_E	あいての　[VAR 0102(0000)]の　群れが　集まった！
BTL_STRID_SET_Gyogun_On_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の　群れが　集まった！
BTL_STRID_SET_Gyogun_Off	[VAR 0102(0000)]の\n群れは　ちりぢりに　なった！
BTL_STRID_SET_Gyogun_Off_Y	やせいの　[VAR 0102(0000)]の\n群れは　ちりぢりに　なった！
BTL_STRID_SET_Gyogun_Off_E	あいての　[VAR 0102(0000)]の\n群れは　ちりぢりに　なった！
BTL_STRID_SET_Gyogun_Off_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\n群れは　ちりぢりに　なった！
BTL_STRID_SET_PhychoField_Protect	[VAR 0102(0000)]は\nサイコフィールドに　守られている！
BTL_STRID_SET_PhychoField_Protect_Y	やせいの　[VAR 0102(0000)]は\nサイコフィールドに　守られている！
BTL_STRID_SET_PhychoField_Protect_E	あいての　[VAR 0102(0000)]は\nサイコフィールドに　守られている！
BTL_STRID_SET_PhychoField_Protect_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nサイコフィールドに　守られている！
BTL_STRID_SET_Receiver	[VAR 0102(0000)]の\n[VAR 0106(0001)]を　引き継いだ！
BTL_STRID_SET_Receiver_Y	野生の　[VAR 0102(0000)]の\n[VAR 0106(0001)]を　引き継いだ！
BTL_STRID_SET_Receiver_E	相手の　[VAR 0102(0000)]の\n[VAR 0106(0001)]を　引き継いだ！
BTL_STRID_SET_Receiver_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\n[VAR 0106(0001)]を　引き継いだ！
BTL_STRID_SET_ZettaiNemuri	[VAR 0102(0000)]は\n夢うつつの　状態！
BTL_STRID_SET_ZettaiNemuri_Y	野生の　[VAR 0102(0000)]は\n夢うつつの　状態！
BTL_STRID_SET_ZettaiNemuri_E	相手の　[VAR 0102(0000)]は\n夢うつつの　状態！
BTL_STRID_SET_ZettaiNemuri_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n夢うつつの　状態！
BTL_STRID_SET_Bakenokawa	[VAR 0102(0000)]の\nばけのかわが　はがれた！
BTL_STRID_SET_Bakenokawa_Y	野生の　[VAR 0102(0000)]の\nばけのかわが　はがれた！
BTL_STRID_SET_Bakenokawa_E	相手の　[VAR 0102(0000)]の\nばけのかわが　はがれた！
BTL_STRID_SET_Bakenokawa_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\nばけのかわが　はがれた！
BTL_STRID_SET_Kizunahenge	[VAR 0102(0000)]に\nきずなの　力が　みなぎった！
BTL_STRID_SET_Kizunahenge_Y	野生の　[VAR 0102(0000)]に\nきずなの　力が　みなぎった！
BTL_STRID_SET_Kizunahenge_E	相手の　[VAR 0102(0000)]に\nきずなの　力が　みなぎった！
BTL_STRID_SET_Kizunahenge_T	[VAR 0100(000A)]の　[VAR 0102(0000)]に\nきずなの　力が　みなぎった！
BTL_STRID_SET_Kizunahenge2	[VAR 0102(0000)]は\nサトシゲッコウガに　変化した！
BTL_STRID_SET_Kizunahenge2_Y	野生の　[VAR 0102(0000)]は\nサトシゲッコウガに　変化した！
BTL_STRID_SET_Kizunahenge2_E	相手の　[VAR 0102(0000)]は\nサトシゲッコウガに　変化した！
BTL_STRID_SET_Kizunahenge2_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nサトシゲッコウガに　変化した！
BTL_STRID_SET_SwarmChange	[VAR 0102(0000)]は\nパーフェクトフォルムに　変わった！
BTL_STRID_SET_SwarmChange_Y	野生の　[VAR 0102(0000)]は\nパーフェクトフォルムに　変わった！
BTL_STRID_SET_SwarmChange_E	相手の　[VAR 0102(0000)]は\nパーフェクトフォルムに　変わった！
BTL_STRID_SET_SwarmChange_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nパーフェクトフォルムに　変わった！
BTL_STRID_SET_Gitai	[VAR 0102(0000)]は\nタイプが　元に　戻った！
BTL_STRID_SET_Gitai_Y	野生の　[VAR 0102(0000)]は\nタイプが　元に　戻った！
BTL_STRID_SET_Gitai_E	相手の　[VAR 0102(0000)]は\nタイプが　元に　戻った！
BTL_STRID_SET_Gitai_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\nタイプが　元に　戻った！
BTL_STRID_SET_GShockWave_PP_Reduce	[VAR 0102(0000)]の\nＰＰが　へった！
BTL_STRID_SET_GShockWave_PP_Reduce_Y	野生の　[VAR 0102(0000)]の\nＰＰが　へった！
BTL_STRID_SET_GShockWave_PP_Reduce_E	相手の　[VAR 0102(0000)]の\nＰＰが　へった！
BTL_STRID_SET_GShockWave_PP_Reduce_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\nＰＰが　へった！
BTL_STRID_SET_MajicMirror	[VAR 0102(0000)]の\n[VAR 0107(0001)]を　跳ね返した！
BTL_STRID_SET_MajicMirror_Y	野生の　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　跳ね返した！
BTL_STRID_SET_MajicMirror_E	相手の　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　跳ね返した！
BTL_STRID_SET_MajicMirror_T	[VAR 0100(000A)]の　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　跳ね返した！
BTL_STRID_SET_Dokusyu	[VAR 0102(0000)]に\n毒を　あびせた！
BTL_STRID_SET_Dokusyu_Y	野生の　[VAR 0102(0000)]に\n毒を　あびせた！
BTL_STRID_SET_Dokusyu_E	相手の　[VAR 0102(0000)]に\n毒を　あびせた！
BTL_STRID_SET_Dokusyu_T	[VAR 0100(000A)]の　[VAR 0102(0000)]に\n毒を　あびせた！
BTL_STRID_SET_Syuukaku	[VAR 0102(0000)]は\n[VAR 0109(0001)]を　収穫した！
BTL_STRID_SET_Syuukaku_Y	野生の　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　収穫した！
BTL_STRID_SET_Syuukaku_E	相手の　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　収穫した！
BTL_STRID_SET_Syuukaku_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　収穫した！
BTL_STRID_SET_SeedKonran	嫌いな　きのみの　ようだ……\n[VAR 0102(0000)]は　混乱　した！
BTL_STRID_SET_SeedKonran_Y	嫌いな　きのみの　ようだ……\n野生の　[VAR 0102(0000)]は　混乱　した！
BTL_STRID_SET_SeedKonran_E	嫌いな　きのみの　ようだ……\n相手の　[VAR 0102(0000)]は　混乱　した！
BTL_STRID_SET_SeedKonran_T	嫌いな　きのみの　ようだ……\n[VAR 0100(000A)]の　[VAR 0102(0000)]は　混乱　した！
BTL_STRID_SET_AunNoIki	[VAR 0102(0000)]は\n味方からの　攻撃を　受けない！
BTL_STRID_SET_AunNoIki_Y	野生の　[VAR 0102(0000)]は\n味方からの　攻撃を　受けない！
BTL_STRID_SET_AunNoIki_E	相手の　[VAR 0102(0000)]は\n味方からの　攻撃を　受けない！
BTL_STRID_SET_AunNoIki_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n味方からの　攻撃を　受けない！
btl_state
BTR_STATE_01_01	にほんばれ
BTR_STATE_01_02	天気が　はれ状態。\nほのおタイプの　威力が　上がる。\nみずタイプの　威力が　下がる。
BTR_STATE_02_01	あめ
BTR_STATE_02_02	天気が　あめ状態。\nみずタイプの　威力が　上がる。\nほのおタイプの　威力が　下がる。
BTR_STATE_03_01	すなあらし
BTR_STATE_03_02	天気が　すなあらし状態。\nいわ　じめん　はがねタイプ以外は\n毎ターン　ダメージを　受ける。\nいわタイプの　とくぼうが　強くなる。
BTR_STATE_04_01	あられ
BTR_STATE_04_02	天気が　あられ状態。\nこおりタイプ以外は\n毎ターン　ダメージを　受ける。
BTR_STATE_08_01	トリックルーム
BTR_STATE_08_02	５ターンの間　すばやさの\n遅い　ポケモンから\n行動　できる。
BTR_STATE_11_01	きゅうしょアップ
BTR_STATE_11_02	相手の　急所に\n当たる　率が　高くなる。
BTR_STATE_12_01	こんらん
BTR_STATE_12_02	１－４ターンの間　自分を\n攻撃　することが　ある。
BTR_STATE_13_01	メロメロ
BTR_STATE_13_02	♂なら♀に　♀なら♂に\n攻撃が　しにくくなる。
BTR_STATE_05_01	エレキフィールド
BTR_STATE_05_02	５ターンの間　地面に　いる\nポケモンは　ねむり状態に\nならない。\nでんきタイプの　威力が　上がる。
BTR_STATE_16_01	アンコール
BTR_STATE_16_02	アンコールを　受けると\n３回　[VAR 0107(0000)]しか\n使えなくなる。
BTR_STATE_17_01	とくせいなし
BTR_STATE_17_02	とくせいが　消えて\n効果が　なくなる。
BTR_STATE_18_01	いちゃもん
BTR_STATE_18_02	同じ技が　続けて　出せない。
BTR_STATE_19_01	おいかぜ
BTR_STATE_19_02	４ターンの間　戦闘に　出ている\nポケモンの　すばやさが　２倍になる。
BTR_STATE_21_01	おんねん
BTR_STATE_21_02	相手の　技で　ひんしに　されたとき\nその技の　ＰＰを　０に　する。
BTR_STATE_06_01	グラスフィールド
BTR_STATE_06_02	５ターンの間　地面に　いる\nポケモンは　少しずつ　ＨＰが\n回復する。\nくさタイプの　威力が　上がる。
BTR_STATE_07_01	ミストフィールド
BTR_STATE_07_02	５ターンの間　地面に　いる\nポケモンは　状態異常に　ならない。\nドラゴンタイプの　技の　ダメージも\n半分になる。
BTR_STATE_24_01	かなしばり
BTR_STATE_24_02	４ターンの間\n[VAR 0107(0000)]が\n使えなくなる。
BTR_STATE_25_01	にげられない
BTR_STATE_25_02	逃げたり　交代することが\nできない。
BTR_STATE_26_01	ロックオン
BTR_STATE_26_02	ロックオンした　次の　ターン\n技が　必ず　当たる。
BTR_STATE_09_01	マジックルーム
BTR_STATE_09_02	５ターンの間　持ち物が\n使えなくなる。
BTR_STATE_28_01	じゅうでん
BTR_STATE_28_02	じゅうでんした　次の　ターンは\nでんきタイプの　威力が　２倍になる。
BTR_STATE_29_01	じゅうりょく
BTR_STATE_29_02	５ターンの間　技が\n当たりやすくなる。\nふゆうや　ひこうタイプに\nじめん技が　当たる。\n空中に　飛ぶ技が　使えない。
BTR_STATE_30_01	しろいきり
BTR_STATE_30_02	５ターンの間　能力を\n下げられない。
BTR_STATE_31_01	しんぴのまもり
BTR_STATE_31_02	５ターンの間\n状態異常に　ならない。
BTR_STATE_32_01	ステルスロック
BTR_STATE_32_02	入れ替わった　ポケモンに\nダメージを　与える。
BTR_STATE_33_01	たくわえる
BTR_STATE_33_02	たくわえている間\nぼうぎょと　とくぼうが　上がる。
BTR_STATE_34_01	ちょうはつ
BTR_STATE_34_02	ダメージを　与える　技しか\n出せなくなる。
BTR_STATE_36_01	でんじふゆう
BTR_STATE_36_02	５ターンの間　じめんタイプの\n技が　当たらなくなる。
BTR_STATE_37_01	どくびし
BTR_STATE_37_02	入れ替わった　ポケモンを\nどく状態にする。\nひこうタイプや　とくせいふゆう　の\nポケモンには　当たらない。
BTR_STATE_10_01	ワンダールーム
BTR_STATE_10_02	５ターンの間　ポケモンの\nぼうぎょと　とくぼうが　入れ替わる。
BTR_STATE_39_01	ねがいごと
BTR_STATE_39_02	ねがいごとを　使った　次の\nターンに　ＨＰが　回復する。
BTR_STATE_41_01	ねをはる
BTR_STATE_41_02	ターンの　最後に　ＨＰを\n回復する。\n根を　張った　ポケモンは\n交代　できない。
BTR_STATE_42_01	のろい
BTR_STATE_42_02	ターンの　最後に　ＨＰを　へらす。
BTR_STATE_15_01	ねむけ
BTR_STATE_15_02	技を　受けた　次の　ターン\nねむり状態に　なる。
BTR_STATE_44_01	ひかりのかべ
BTR_STATE_44_02	５ターンの間\nとくしゅこうげきで　受ける\n威力を　半減する。
BTR_STATE_45_01	リフレクター
BTR_STATE_45_02	５ターンの間\nぶつりこうげきで　受ける\n威力を　半減する。
BTR_STATE_46_01	ふういん
BTR_STATE_46_02	ふういんした　ポケモンが\n覚えている　技を　対戦相手の\nポケモンは　出せなくなる。
BTR_STATE_47_01	ほろびのうた
BTR_STATE_47_02	ほろびのうたを　聴いた\nすべての　ポケモンが\n３ターン後に　ひんしに　なる。
BTR_STATE_48_01	まきびし
BTR_STATE_48_02	入れ替わった　ポケモンに\nダメージを　与える。\nひこうタイプや　とくせいふゆう　の\nポケモンには　当たらない。
BTR_STATE_50_01	みちづれ
BTR_STATE_50_02	自分を　ひんしにさせた　相手を\nみちづれにして　ひんしにする。
BTR_STATE_40_01	ねばねばネット
BTR_STATE_40_02	交代して　出てくる　ポケモンの\nすばやさを　下げる。
BTR_STATE_52_01	やどりぎのタネ
BTR_STATE_52_02	ターンの　最後に\nやどりぎによって　ＨＰを　奪い取られ\n相手を　回復する。
BTR_STATE_53_01	ロックオン
BTR_STATE_53_02	ロックオンした　相手に\n技が　必ず　命中する。
BTR_STATE_54_01	バインド
BTR_STATE_54_02	しめつけられて　毎ターン\nダメージを　受ける。
BTR_STATE_56_01	げきりん
BTR_STATE_56_02	２ー３ターンの間\n暴れまくって　攻撃する。\n暴れた　後は　こんらん　する。
BTR_STATE_57_01	あばれる
BTR_STATE_57_02	２ー３ターンの間\n暴れまくって　攻撃する。\n暴れた　後は　こんらん　する。
BTR_STATE_58_01	はなびらのまい
BTR_STATE_58_02	２ー３ターンの間\n暴れまくって　攻撃する。\n暴れた　後は　こんらん　する。
BTR_STATE_59_01	もうどく
BTR_STATE_59_02	もうどく状態。\nターンが　進むほど\nどくの　ダメージが　増えていく。
BTR_STATE_61_01	さわぐ
BTR_STATE_61_02	３ターンの間　騒いで\n相手を　攻撃する。\nその間は\n誰も　眠れなくなる。
BTR_STATE_62_01	アクアリング
BTR_STATE_62_02	自分の　からだの　周りを\n水で　作った　ベールで　覆う。\n毎ターン　ＨＰを　回復する。
BTR_STATE_64_01	うちおとす
BTR_STATE_64_02	打ち落とされて　地面に\n落ちた　状態。
BTR_STATE_63_01	ボディパージ
BTR_STATE_63_02	すばやさが　ぐーんと　上がり\n体重も　軽くなる。
BTR_STATE_73_01	じごくづき
BTR_STATE_73_02	２ターンの間\n音を　出す　技が　出せない。
BTR_STATE_75_01	とぎすます
BTR_STATE_75_02	とぎすますを　使った　次の\nターンは　技が　必ず\n急所に　当たる。
BTR_STATE_74_01	オーロラベール
