bag
SS_bag_000	おこづかい
ATKMSG_M_384	[VAR 0101(0000)]の\nパワースワップ！
ATKMSG_Y_384	やせいの　[VAR 0101(0000)]の\nパワースワップ！
ATKMSG_E_384	あいての　[VAR 0101(0000)]の\nパワースワップ！
ATKMSG_T_384	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nパワースワップ！
ATKMSG_M_385	[VAR 0101(0000)]の\nガードスワップ！
ATKMSG_Y_385	やせいの　[VAR 0101(0000)]の\nガードスワップ！
ATKMSG_E_385	あいての　[VAR 0101(0000)]の\nガードスワップ！
ATKMSG_T_385	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nガードスワップ！
ATKMSG_M_387	[VAR 0101(0000)]は\nとっておきを　つかった！
ATKMSG_Y_387	やせいの　[VAR 0101(0000)]は\nとっておきを　つかった！
ATKMSG_E_387	あいての　[VAR 0101(0000)]は\nとっておきを　つかった！
ATKMSG_T_387	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nとっておきを　つかった！
ATKMSG_M_388	[VAR 0101(0000)]は\nなやみのタネを　つかった！
ATKMSG_Y_388	やせいの　[VAR 0101(0000)]は\nなやみのタネを　つかった！
ATKMSG_E_388	あいての　[VAR 0101(0000)]は\nなやみのタネを　つかった！
ATKMSG_T_388	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nなやみのタネを　つかった！
ATKMSG_M_389	[VAR 0101(0000)]の\nふいうち！
ATKMSG_Y_389	やせいの　[VAR 0101(0000)]の\nふいうち！
ATKMSG_E_389	あいての　[VAR 0101(0000)]の\nふいうち！
ATKMSG_T_389	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふいうち！
ATKMSG_M_390	[VAR 0101(0000)]は\nどくびしを　つかった！
ATKMSG_Y_390	やせいの　[VAR 0101(0000)]は\nどくびしを　つかった！
ATKMSG_E_390	あいての　[VAR 0101(0000)]は\nどくびしを　つかった！
ATKMSG_T_390	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nどくびしを　つかった！
ATKMSG_M_391	[VAR 0101(0000)]の\nハートスワップ！
ATKMSG_Y_391	やせいの　[VAR 0101(0000)]の\nハートスワップ！
ATKMSG_E_391	あいての　[VAR 0101(0000)]の\nハートスワップ！
ATKMSG_T_391	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nハートスワップ！
ATKMSG_M_392	[VAR 0101(0000)]の\nアクアリング！
ATKMSG_Y_392	やせいの　[VAR 0101(0000)]の\nアクアリング！
ATKMSG_E_392	あいての　[VAR 0101(0000)]の\nアクアリング！
ATKMSG_T_392	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nアクアリング！
ATKMSG_M_393	[VAR 0101(0000)]は\nでんじふゆうを　した！
ATKMSG_Y_393	やせいの　[VAR 0101(0000)]は\nでんじふゆうを　した！
ATKMSG_E_393	あいての　[VAR 0101(0000)]は\nでんじふゆうを　した！
ATKMSG_T_393	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nでんじふゆうを　した！
ATKMSG_M_394	[VAR 0101(0000)]の\nフレアドライブ！
ATKMSG_Y_394	やせいの　[VAR 0101(0000)]の\nフレアドライブ！
ATKMSG_E_394	あいての　[VAR 0101(0000)]の\nフレアドライブ！
ATKMSG_T_394	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nフレアドライブ！
ATKMSG_M_395	[VAR 0101(0000)]の\nはっけい！
ATKMSG_Y_395	やせいの　[VAR 0101(0000)]の\nはっけい！
ATKMSG_E_395	あいての　[VAR 0101(0000)]の\nはっけい！
ATKMSG_T_395	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはっけい！
ATKMSG_M_396	[VAR 0101(0000)]の\nはどうだん！
ATKMSG_Y_396	やせいの　[VAR 0101(0000)]の\nはどうだん！
ATKMSG_E_396	あいての　[VAR 0101(0000)]の\nはどうだん！
ATKMSG_T_396	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはどうだん！
ATKMSG_M_397	[VAR 0101(0000)]は\nロックカットを　した！
ATKMSG_Y_397	やせいの　[VAR 0101(0000)]は\nロックカットを　した！
ATKMSG_E_397	あいての　[VAR 0101(0000)]は\nロックカットを　した！
ATKMSG_T_397	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nロックカットを　した！
ATKMSG_M_398	[VAR 0101(0000)]は\nどくづきを　した！
ATKMSG_Y_398	やせいの　[VAR 0101(0000)]は\nどくづきを　した！
ATKMSG_E_398	あいての　[VAR 0101(0000)]は\nどくづきを　した！
ATKMSG_T_398	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nどくづきを　した！
ATKMSG_M_399	[VAR 0101(0000)]の\nあくのはどう！
ATKMSG_Y_399	やせいの　[VAR 0101(0000)]の\nあくのはどう！
ATKMSG_E_399	あいての　[VAR 0101(0000)]の\nあくのはどう！
ATKMSG_T_399	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nあくのはどう！
ATKMSG_M_400	[VAR 0101(0000)]の\nつじぎり！
ATKMSG_Y_400	やせいの　[VAR 0101(0000)]の\nつじぎり！
ATKMSG_E_400	あいての　[VAR 0101(0000)]の\nつじぎり！
ATKMSG_T_400	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつじぎり！
ATKMSG_M_401	[VAR 0101(0000)]の\nアクアテール！
ATKMSG_Y_401	やせいの　[VAR 0101(0000)]の\nアクアテール！
ATKMSG_E_401	あいての　[VAR 0101(0000)]の\nアクアテール！
ATKMSG_T_401	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nアクアテール！
ATKMSG_M_402	[VAR 0101(0000)]は\nタネばくだんを　つかった！
ATKMSG_Y_402	やせいの　[VAR 0101(0000)]は\nタネばくだんを　つかった！
ATKMSG_E_402	あいての　[VAR 0101(0000)]は\nタネばくだんを　つかった！
ATKMSG_T_402	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nタネばくだんを　つかった！
ATKMSG_M_403	[VAR 0101(0000)]の\nエアスラッシュ！
ATKMSG_Y_403	やせいの　[VAR 0101(0000)]の\nエアスラッシュ！
ATKMSG_E_403	あいての　[VAR 0101(0000)]の\nエアスラッシュ！
ATKMSG_T_403	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nエアスラッシュ！
ATKMSG_M_404	[VAR 0101(0000)]の\nシザークロス！
ATKMSG_Y_404	やせいの　[VAR 0101(0000)]の\nシザークロス！
ATKMSG_E_404	あいての　[VAR 0101(0000)]の\nシザークロス！
ATKMSG_T_404	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nシザークロス！
ATKMSG_M_405	[VAR 0101(0000)]の\nむしのさざめき！
ATKMSG_Y_405	やせいの　[VAR 0101(0000)]の\nむしのさざめき！
ATKMSG_E_405	あいての　[VAR 0101(0000)]の\nむしのさざめき！
ATKMSG_T_405	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nむしのさざめき！
ATKMSG_M_406	[VAR 0101(0000)]の\nりゅうのはどう！
ATKMSG_Y_406	やせいの　[VAR 0101(0000)]の\nりゅうのはどう！
ATKMSG_E_406	あいての　[VAR 0101(0000)]の\nりゅうのはどう！
ATKMSG_T_406	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nりゅうのはどう！
ATKMSG_M_407	[VAR 0101(0000)]の\nドラゴンダイブ！
ATKMSG_Y_407	やせいの　[VAR 0101(0000)]の\nドラゴンダイブ！
ATKMSG_E_407	あいての　[VAR 0101(0000)]の\nドラゴンダイブ！
ATKMSG_T_407	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nドラゴンダイブ！
ATKMSG_M_408	[VAR 0101(0000)]は\nパワージェムを　つかった！
ATKMSG_Y_408	やせいの　[VAR 0101(0000)]は\nパワージェムを　つかった！
ATKMSG_E_408	あいての　[VAR 0101(0000)]は\nパワージェムを　つかった！
ATKMSG_T_408	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nパワージェムを　つかった！
ATKMSG_M_409	[VAR 0101(0000)]の\nドレインパンチ！
ATKMSG_Y_409	やせいの　[VAR 0101(0000)]の\nドレインパンチ！
ATKMSG_E_409	あいての　[VAR 0101(0000)]の\nドレインパンチ！
ATKMSG_T_409	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nドレインパンチ！
ATKMSG_M_410	[VAR 0101(0000)]の\nしんくうは！
ATKMSG_Y_410	やせいの　[VAR 0101(0000)]の\nしんくうは！
ATKMSG_E_410	あいての　[VAR 0101(0000)]の\nしんくうは！
ATKMSG_T_410	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしんくうは！
ATKMSG_M_411	[VAR 0101(0000)]の\nきあいだま！
ATKMSG_Y_411	やせいの　[VAR 0101(0000)]の\nきあいだま！
ATKMSG_E_411	あいての　[VAR 0101(0000)]の\nきあいだま！
ATKMSG_T_411	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nきあいだま！
ATKMSG_M_412	[VAR 0101(0000)]の\nエナジーボール！
ATKMSG_Y_412	やせいの　[VAR 0101(0000)]の\nエナジーボール！
ATKMSG_E_412	あいての　[VAR 0101(0000)]の\nエナジーボール！
ATKMSG_T_412	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nエナジーボール！
ATKMSG_M_413	[VAR 0101(0000)]の\nブレイブバード！
ATKMSG_Y_413	やせいの　[VAR 0101(0000)]の\nブレイブバード！
ATKMSG_E_413	あいての　[VAR 0101(0000)]の\nブレイブバード！
ATKMSG_T_413	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nブレイブバード！
ATKMSG_M_414	[VAR 0101(0000)]の\nだいちのちから！
ATKMSG_Y_414	やせいの　[VAR 0101(0000)]の\nだいちのちから！
ATKMSG_E_414	あいての　[VAR 0101(0000)]の\nだいちのちから！
ATKMSG_T_414	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nだいちのちから！
ATKMSG_M_415	[VAR 0101(0000)]は\nすりかえを　した！
ATKMSG_Y_415	やせいの　[VAR 0101(0000)]は\nすりかえを　した！
ATKMSG_E_415	あいての　[VAR 0101(0000)]は\nすりかえを　した！
ATKMSG_T_415	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nすりかえを　した！
ATKMSG_M_416	[VAR 0101(0000)]の\nギガインパクト！
ATKMSG_Y_416	やせいの　[VAR 0101(0000)]の\nギガインパクト！
ATKMSG_E_416	あいての　[VAR 0101(0000)]の\nギガインパクト！
ATKMSG_T_416	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nギガインパクト！
ATKMSG_M_417	[VAR 0101(0000)]は\nわるだくみを　した！
ATKMSG_Y_417	やせいの　[VAR 0101(0000)]は\nわるだくみを　した！
ATKMSG_E_417	あいての　[VAR 0101(0000)]は\nわるだくみを　した！
ATKMSG_T_417	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nわるだくみを　した！
ATKMSG_M_418	[VAR 0101(0000)]の\nバレットパンチ！
ATKMSG_Y_418	やせいの　[VAR 0101(0000)]の\nバレットパンチ！
ATKMSG_E_418	あいての　[VAR 0101(0000)]の\nバレットパンチ！
ATKMSG_T_418	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nバレットパンチ！
ATKMSG_M_419	[VAR 0101(0000)]の\nゆきなだれ！
ATKMSG_Y_419	やせいの　[VAR 0101(0000)]の\nゆきなだれ！
ATKMSG_E_419	あいての　[VAR 0101(0000)]の\nゆきなだれ！
ATKMSG_T_419	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nゆきなだれ！
ATKMSG_M_420	[VAR 0101(0000)]の\nこおりのつぶて！
ATKMSG_Y_420	やせいの　[VAR 0101(0000)]の\nこおりのつぶて！
ATKMSG_E_420	あいての　[VAR 0101(0000)]の\nこおりのつぶて！
ATKMSG_T_420	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nこおりのつぶて！
ATKMSG_M_421	[VAR 0101(0000)]の\nシャドークロー！
ATKMSG_Y_421	やせいの　[VAR 0101(0000)]の\nシャドークロー！
ATKMSG_E_421	あいての　[VAR 0101(0000)]の\nシャドークロー！
ATKMSG_T_421	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nシャドークロー！
ATKMSG_M_422	[VAR 0101(0000)]の\nかみなりのキバ！
ATKMSG_Y_422	やせいの　[VAR 0101(0000)]の\nかみなりのキバ！
ATKMSG_E_422	あいての　[VAR 0101(0000)]の\nかみなりのキバ！
ATKMSG_T_422	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかみなりのキバ！
ATKMSG_M_423	[VAR 0101(0000)]の\nこおりのキバ！
ATKMSG_Y_423	やせいの　[VAR 0101(0000)]の\nこおりのキバ！
ATKMSG_E_423	あいての　[VAR 0101(0000)]の\nこおりのキバ！
ATKMSG_T_423	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nこおりのキバ！
ATKMSG_M_424	[VAR 0101(0000)]の\nほのおのキバ！
ATKMSG_Y_424	やせいの　[VAR 0101(0000)]の\nほのおのキバ！
ATKMSG_E_424	あいての　[VAR 0101(0000)]の\nほのおのキバ！
ATKMSG_T_424	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nほのおのキバ！
ATKMSG_M_425	[VAR 0101(0000)]の\nかげうち！
ATKMSG_Y_425	やせいの　[VAR 0101(0000)]の\nかげうち！
ATKMSG_E_425	あいての　[VAR 0101(0000)]の\nかげうち！
ATKMSG_T_425	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかげうち！
ATKMSG_M_427	[VAR 0101(0000)]の\nサイコカッター！
ATKMSG_Y_427	やせいの　[VAR 0101(0000)]の\nサイコカッター！
ATKMSG_E_427	あいての　[VAR 0101(0000)]の\nサイコカッター！
ATKMSG_T_427	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nサイコカッター！
ATKMSG_M_428	[VAR 0101(0000)]の\nしねんのずつき！
ATKMSG_Y_428	やせいの　[VAR 0101(0000)]の\nしねんのずつき！
ATKMSG_E_428	あいての　[VAR 0101(0000)]の\nしねんのずつき！
ATKMSG_T_428	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしねんのずつき！
ATKMSG_M_430	[VAR 0101(0000)]の\nラスターカノン！
ATKMSG_Y_430	やせいの　[VAR 0101(0000)]の\nラスターカノン！
ATKMSG_E_430	あいての　[VAR 0101(0000)]の\nラスターカノン！
ATKMSG_T_430	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nラスターカノン！
ATKMSG_M_431	[VAR 0101(0000)]の\nロッククライム！
ATKMSG_Y_431	やせいの　[VAR 0101(0000)]の\nロッククライム！
ATKMSG_E_431	あいての　[VAR 0101(0000)]の\nロッククライム！
ATKMSG_T_431	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nロッククライム！
ATKMSG_M_432	[VAR 0101(0000)]は\nきりばらいを　した！
ATKMSG_Y_432	やせいの　[VAR 0101(0000)]は\nきりばらいを　した！
ATKMSG_E_432	あいての　[VAR 0101(0000)]は\nきりばらいを　した！
ATKMSG_T_432	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nきりばらいを　した！
ATKMSG_M_433	[VAR 0101(0000)]は\nトリックルームを　つかった！
ATKMSG_Y_433	やせいの　[VAR 0101(0000)]は\nトリックルームを　つかった！
ATKMSG_E_433	あいての　[VAR 0101(0000)]は\nトリックルームを　つかった！
ATKMSG_T_433	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nトリックルームを　つかった！
ATKMSG_M_434	[VAR 0101(0000)]の\nりゅうせいぐん！
ATKMSG_Y_434	やせいの　[VAR 0101(0000)]の\nりゅうせいぐん！
ATKMSG_E_434	あいての　[VAR 0101(0000)]の\nりゅうせいぐん！
ATKMSG_T_434	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nりゅうせいぐん！
ATKMSG_M_435	[VAR 0101(0000)]の\nほうでん　こうげき！
ATKMSG_Y_435	やせいの　[VAR 0101(0000)]の\nほうでん　こうげき！
ATKMSG_E_435	あいての　[VAR 0101(0000)]の\nほうでん　こうげき！
ATKMSG_T_435	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nほうでん　こうげき！
ATKMSG_M_436	[VAR 0101(0000)]の\nふんえん　こうげき！
ATKMSG_Y_436	やせいの　[VAR 0101(0000)]の\nふんえん　こうげき！
ATKMSG_E_436	あいての　[VAR 0101(0000)]の\nふんえん　こうげき！
ATKMSG_T_436	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふんえん　こうげき！
ATKMSG_M_437	[VAR 0101(0000)]の\nリーフストーム！
ATKMSG_Y_437	やせいの　[VAR 0101(0000)]の\nリーフストーム！
ATKMSG_E_437	あいての　[VAR 0101(0000)]の\nリーフストーム！
ATKMSG_T_437	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nリーフストーム！
ATKMSG_M_438	[VAR 0101(0000)]の\nパワーウィップ！
ATKMSG_Y_438	やせいの　[VAR 0101(0000)]の\nパワーウィップ！
ATKMSG_E_438	あいての　[VAR 0101(0000)]の\nパワーウィップ！
ATKMSG_T_438	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nパワーウィップ！
ATKMSG_M_439	[VAR 0101(0000)]の\nがんせきほう！
ATKMSG_Y_439	やせいの　[VAR 0101(0000)]の\nがんせきほう！
ATKMSG_E_439	あいての　[VAR 0101(0000)]の\nがんせきほう！
ATKMSG_T_439	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nがんせきほう！
ATKMSG_M_440	[VAR 0101(0000)]の\nクロスポイズン！
ATKMSG_Y_440	やせいの　[VAR 0101(0000)]の\nクロスポイズン！
ATKMSG_E_440	あいての　[VAR 0101(0000)]の\nクロスポイズン！
ATKMSG_T_440	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nクロスポイズン！
ATKMSG_M_441	[VAR 0101(0000)]の\nダストシュート！
ATKMSG_Y_441	やせいの　[VAR 0101(0000)]の\nダストシュート！
ATKMSG_E_441	あいての　[VAR 0101(0000)]の\nダストシュート！
ATKMSG_T_441	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nダストシュート！
ATKMSG_M_442	[VAR 0101(0000)]の\nアイアンヘッド！
ATKMSG_Y_442	やせいの　[VAR 0101(0000)]の\nアイアンヘッド！
ATKMSG_E_442	あいての　[VAR 0101(0000)]の\nアイアンヘッド！
ATKMSG_T_442	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nアイアンヘッド！
ATKMSG_M_444	[VAR 0101(0000)]の\nストーンエッジ！
ATKMSG_Y_444	やせいの　[VAR 0101(0000)]の\nストーンエッジ！
ATKMSG_E_444	あいての　[VAR 0101(0000)]の\nストーンエッジ！
ATKMSG_T_444	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nストーンエッジ！
ATKMSG_M_446	[VAR 0101(0000)]の\nステルスロック！
ATKMSG_Y_446	やせいの　[VAR 0101(0000)]の\nステルスロック！
ATKMSG_E_446	あいての　[VAR 0101(0000)]の\nステルスロック！
ATKMSG_T_446	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nステルスロック！
ATKMSG_M_447	[VAR 0101(0000)]は\nくさむすびを　した！
ATKMSG_Y_447	やせいの　[VAR 0101(0000)]は\nくさむすびを　した！
ATKMSG_E_447	あいての　[VAR 0101(0000)]は\nくさむすびを　した！
ATKMSG_T_447	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nくさむすびを　した！
ATKMSG_M_448	[VAR 0101(0000)]は\nおしゃべりした！
ATKMSG_Y_448	やせいの　[VAR 0101(0000)]は\nおしゃべりした！
ATKMSG_E_448	あいての　[VAR 0101(0000)]は\nおしゃべりした！
ATKMSG_T_448	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nおしゃべりした！
ATKMSG_M_449	[VAR 0101(0000)]の\nさばきのつぶて！
ATKMSG_Y_449	やせいの　[VAR 0101(0000)]の\nさばきのつぶて！
ATKMSG_E_449	あいての　[VAR 0101(0000)]の\nさばきのつぶて！
ATKMSG_T_449	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nさばきのつぶて！
ATKMSG_M_450	[VAR 0101(0000)]の\nむしくい　こうげき！
ATKMSG_Y_450	やせいの　[VAR 0101(0000)]の\nむしくい　こうげき！
ATKMSG_E_450	あいての　[VAR 0101(0000)]の\nむしくい　こうげき！
ATKMSG_T_450	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nむしくい　こうげき！
ATKMSG_M_451	[VAR 0101(0000)]の\nチャージビーム！
ATKMSG_Y_451	やせいの　[VAR 0101(0000)]の\nチャージビーム！
ATKMSG_E_451	あいての　[VAR 0101(0000)]の\nチャージビーム！
ATKMSG_T_451	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nチャージビーム！
ATKMSG_M_452	[VAR 0101(0000)]の\nウッドハンマー！
ATKMSG_Y_452	やせいの　[VAR 0101(0000)]の\nウッドハンマー！
ATKMSG_E_452	あいての　[VAR 0101(0000)]の\nウッドハンマー！
ATKMSG_T_452	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nウッドハンマー！
ATKMSG_M_453	[VAR 0101(0000)]の\nアクアジェット！
ATKMSG_Y_453	やせいの　[VAR 0101(0000)]の\nアクアジェット！
ATKMSG_E_453	あいての　[VAR 0101(0000)]の\nアクアジェット！
ATKMSG_T_453	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nアクアジェット！
ATKMSG_M_454	[VAR 0101(0000)]は\nこうげきしれいを　した！
ATKMSG_Y_454	やせいの　[VAR 0101(0000)]は\nこうげきしれいを　した！
ATKMSG_E_454	あいての　[VAR 0101(0000)]は\nこうげきしれいを　した！
ATKMSG_T_454	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nこうげきしれいを　した！
ATKMSG_M_455	[VAR 0101(0000)]は\nぼうぎょしれいを　した！
ATKMSG_Y_455	やせいの　[VAR 0101(0000)]は\nぼうぎょしれいを　した！
ATKMSG_E_455	あいての　[VAR 0101(0000)]は\nぼうぎょしれいを　した！
ATKMSG_T_455	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nぼうぎょしれいを　した！
ATKMSG_M_457	[VAR 0101(0000)]の\nもろはのずつき！
ATKMSG_Y_457	やせいの　[VAR 0101(0000)]の\nもろはのずつき！
ATKMSG_E_457	あいての　[VAR 0101(0000)]の\nもろはのずつき！
ATKMSG_T_457	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nもろはのずつき！
ATKMSG_M_458	[VAR 0101(0000)]の\nダブルアタック！
ATKMSG_Y_458	やせいの　[VAR 0101(0000)]の\nダブルアタック！
ATKMSG_E_458	あいての　[VAR 0101(0000)]の\nダブルアタック！
ATKMSG_T_458	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nダブルアタック！
ATKMSG_M_459	[VAR 0101(0000)]の\nときのほうこう！
ATKMSG_Y_459	やせいの　[VAR 0101(0000)]の\nときのほうこう！
ATKMSG_E_459	あいての　[VAR 0101(0000)]の\nときのほうこう！
ATKMSG_T_459	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nときのほうこう！
ATKMSG_M_460	[VAR 0101(0000)]の\nあくうせつだん！
ATKMSG_Y_460	やせいの　[VAR 0101(0000)]の\nあくうせつだん！
ATKMSG_E_460	あいての　[VAR 0101(0000)]の\nあくうせつだん！
ATKMSG_T_460	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nあくうせつだん！
ATKMSG_M_461	[VAR 0101(0000)]は\nみかづきのまいを　つかった！
ATKMSG_Y_461	やせいの　[VAR 0101(0000)]は\nみかづきのまいを　つかった！
ATKMSG_E_461	あいての　[VAR 0101(0000)]は\nみかづきのまいを　つかった！
ATKMSG_T_461	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nみかづきのまいを　つかった！
ATKMSG_M_462	[VAR 0101(0000)]の\nにぎりつぶす！
ATKMSG_Y_462	やせいの　[VAR 0101(0000)]の\nにぎりつぶす！
ATKMSG_E_462	あいての　[VAR 0101(0000)]の\nにぎりつぶす！
ATKMSG_T_462	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nにぎりつぶす！
ATKMSG_M_463	[VAR 0101(0000)]の\nマグマストーム！
ATKMSG_Y_463	やせいの　[VAR 0101(0000)]の\nマグマストーム！
ATKMSG_E_463	あいての　[VAR 0101(0000)]の\nマグマストーム！
ATKMSG_T_463	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nマグマストーム！
ATKMSG_M_464	[VAR 0101(0000)]の\nダークホール！
ATKMSG_Y_464	やせいの　[VAR 0101(0000)]の\nダークホール！
ATKMSG_E_464	あいての　[VAR 0101(0000)]の\nダークホール！
ATKMSG_T_464	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nダークホール！
ATKMSG_M_465	[VAR 0101(0000)]の\nシードフレア！
ATKMSG_Y_465	やせいの　[VAR 0101(0000)]の\nシードフレア！
ATKMSG_E_465	あいての　[VAR 0101(0000)]の\nシードフレア！
ATKMSG_T_465	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nシードフレア！
ATKMSG_M_467	[VAR 0101(0000)]の\nシャドーダイブ！
ATKMSG_Y_467	やせいの　[VAR 0101(0000)]の\nシャドーダイブ！
ATKMSG_E_467	あいての　[VAR 0101(0000)]の\nシャドーダイブ！
ATKMSG_T_467	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nシャドーダイブ！
ATKMSG_M_468	[VAR 0101(0000)]は\nつめとぎを　した！
ATKMSG_Y_468	やせいの　[VAR 0101(0000)]は\nつめとぎを　した！
ATKMSG_E_468	あいての　[VAR 0101(0000)]は\nつめとぎを　した！
ATKMSG_T_468	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nつめとぎを　した！
ATKMSG_M_469	[VAR 0101(0000)]の\nワイドガード！
ATKMSG_Y_469	やせいの　[VAR 0101(0000)]の\nワイドガード！
ATKMSG_E_469	あいての　[VAR 0101(0000)]の\nワイドガード！
ATKMSG_T_469	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nワイドガード！
ATKMSG_M_470	[VAR 0101(0000)]の\nガードシェア！
ATKMSG_Y_470	やせいの　[VAR 0101(0000)]の\nガードシェア！
ATKMSG_E_470	あいての　[VAR 0101(0000)]の\nガードシェア！
ATKMSG_T_470	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nガードシェア！
ATKMSG_M_471	[VAR 0101(0000)]の\nパワーシェア！
ATKMSG_Y_471	やせいの　[VAR 0101(0000)]の\nパワーシェア！
ATKMSG_E_471	あいての　[VAR 0101(0000)]の\nパワーシェア！
ATKMSG_T_471	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nパワーシェア！
ATKMSG_M_472	[VAR 0101(0000)]は\nワンダールームを　つかった！
ATKMSG_Y_472	やせいの　[VAR 0101(0000)]は\nワンダールームを　つかった！
ATKMSG_E_472	あいての　[VAR 0101(0000)]は\nワンダールームを　つかった！
ATKMSG_T_472	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nワンダールームを　つかった！
ATKMSG_M_473	[VAR 0101(0000)]の\nサイコショック！
ATKMSG_Y_473	やせいの　[VAR 0101(0000)]の\nサイコショック！
ATKMSG_E_473	あいての　[VAR 0101(0000)]の\nサイコショック！
ATKMSG_T_473	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nサイコショック！
ATKMSG_M_474	[VAR 0101(0000)]の\nベノムショック！
ATKMSG_Y_474	やせいの　[VAR 0101(0000)]の\nベノムショック！
ATKMSG_E_474	あいての　[VAR 0101(0000)]の\nベノムショック！
ATKMSG_T_474	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nベノムショック！
ATKMSG_M_475	[VAR 0101(0000)]の\nボディパージ！
ATKMSG_Y_475	やせいの　[VAR 0101(0000)]の\nボディパージ！
ATKMSG_E_475	あいての　[VAR 0101(0000)]の\nボディパージ！
ATKMSG_T_475	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nボディパージ！
ATKMSG_M_476	[VAR 0101(0000)]の\nいかりのこな！
