01_Opening.wmbt
Movie_Opening_01_Announcer	Long ago...
Notice_Grip_Strap	{[0200|3232FC00]}Some games require you to let go of\r\nthe Joy-Con controllers. Be sure to\r\nwear the Joy-Con straps as shown.
Notice_Grip_Single_Attention	Hold the Joy-Con\r\nas shown!
Notice_DominantHand	{color[#1222FF7A]}Left-handed{/color} players, hold {color[#1222FF7A]}{/color}. {color[#0EB6FF31]}Right-handed{/color} players, hold {color[#0EB6FF31]}{/color}.
Notice_DominantHand_Single	{color[#1222FF7A]}Left-handed{/color} players, hold {color[#1222FF7A]}{/color}.{color[#1222FF7A]} {/color}{color[#0EB6FF31]}Right-handed{/color} players, hold {color[#0EB6FF31]}{/color}.
Notice_DominantHand_Press	{[0205|00000004]}{size[008C]}{color[#4A44FFC9]}{/color}{size[0064]}{[0205|0000FFFC]} or {[0205|00000004]}{size[008C]}{color[#41D7FF69]}{/color}{size[0064]}
Notice_DominantHand_Press_Single	{[0205|00000004]}{size[008C]}{color[#4A44FFC9]}{/color}{size[0064]} {[0205|0000FFFC]}or {[0205|00000004]}{size[008C]}{color[#41D7FF69]}{/color}{size[0064]}
Notice_DominantHand_Bar_Left	Left-Handed
Notice_DominantHand_Bar_Right	Right-Handed
Notice_DominantHand_Wrong	Don't press both!
Notice_DominantHand_Strap	Be sure to wear the Joy-Con straps.
Notice_DominantHand_Strap_Single	{[0200|3232FC00]}Hold the Joy-Con controller with your\r\ndominant hand. Be sure to wear the\r\nJoy-Con strap as shown.
Notice_DominantHand_Strap_Single_Doubt	Hold the Joy-Con controller in the\r\nteam's dominant hand. Be sure to\r\nwear the Joy-Con strap as shown.
Notice_Dock	{[0200|2D2DF400]}To play with two people or more, you will need to use\r\nTV mode. Please insert the Nintendo Switch console\r\ninto the Nintendo Switch dock.
Notice_Space	Be aware of your surroundings and allow adequate\r\nroom around you as you play.
Notice_Space_Btn	OK
Notice_Player	How many are playing?
Notice_Player_Num	{key[Notice_Player_Num|Full]}
Account_Bar_Key	 / 
Account_Bar_Key_Minus	
Account_Bar_Key_Plus	
Account_Menu_Key	{key[Account_Menu_Key]} Close
Account_Menu_Btn_Player	Set Number of Players
Account_Menu_Btn_Dominant	Set Dominant Hand
Account_Menu_Btn_Character	Change Character
Account_Bar_Balloon_Story	Change dominant hand\r\nor number of players.
Account_Bar_Balloon_Party	Change dominant hand,\r\nplayers, or characters.
Story_Stage	{[0200|3232DD00]}{key[Story_Stage]}
Story_Map_HighScore	Hi-Score
Story_Map_HighScoreNum	{key[Story_Map_HighScoreNum|Half]}
Story_Map_HighScoreNum_Blank	{[0208|CD1A]}---{/0208}
Story_Map_PlayerNum	{key[Story_Map_PlayerNum|Full]}
Story_Map_Info_Lock	This game is\r\nmeant for\r\ntwo players.
Story_Theater_Stage	{key[Story_Stage]}
Story_Theater_Stage_Lock	???
Collection_Btn_00	Stage
Collection_Btn_01	Form
Collection_Btn_Stage	{key[Collection_Btn_Stage]}
Collection_Btn_Form	{key[Collection_Btn_Form]}
Collection_Petit	{key[Collection_Petit]}
Collection_Form_Explanation	Form Guide
Collection_Form_FormAdvice	Form Tips
Collection_Form_Level	Lv {[0205|FFFB0000]}{key[Collection_Form_Level|Full]}
Collection_Form_Level_Range	Lv {[0205|FFFD0000]}{[0208|CD16]}{key[Collection_Form_Range_00|Full]}-{key[Collection_Form_Range_01|Full]}{/0208}
Collection_Dialog_Stage	Stage
Collection_Dialog_Stage_Name	{key[Collection_Dialog_Stage]}
Collection_Dialog_Form	Form
Collection_Dialog_Play	Special Controls
Collection_Dialog_Drop	Trust Tether
Collection_Dialog_Button	Buttons
Collection_Dialog_Duo	Co-op
Collection_Speed_Title	Game Speed
Collection_Speed00	Normal
Collection_Speed01	Brisk
Collection_Speed02	Fast
Collection_Speed03	Faster
Collection_Speed04	Too Fast
Party_Map_Player	Number of Players
Party_Map_Info_Lock	This game is meant\r\nfor four players.
Party_Map_Info_Balloon	For\r\nExperts
Character	Select your favorite character!
Character_Name	{key[Character_Name]}
Character_Cursor_Player	{key[Character_Cursor_Player|Full]}
Character_OK	Ready!
FormTutorial_00	Look at the example shown, and mimic the {color[#5000FF06]}Form{/color}.
FormTutorial_01	There are different types of {color[#5000FF06]}Forms{/color}.
FormTutorial_02	Some {color[#5000FF06]}Forms{/color} change depending on your dominant hand,\r\nso pay close attention.
FormTutorial_03	For {color[#5000FF06]}Forms{/color} that put your hands in a specific place, leave your fists\r\nin the places shown and don't move them.
FormTutorial_Left	Left-Handed
FormTutorial_Right	Right-Handed
FormTutorial_Btn_00	Continue
FormTutorial_Btn_01	Start
Variety_Title_Start_Btn	Start
Variety_Title_Manual	Explanation
Variety_BattleTwo_Title_Btn_00	Normal
Variety_BattleTwo_Title_Btn_01	First to Win
Result_Score_Num	{key[Result_Score_Num|Half]}
Result_Score_Training_Num	{key[Result_Score_NumTraining|half]}{size[004B]} mus.{size[0064]}
Result_Score_Bird_Num	{key[Result_Score_Num|Half]}
Result_Score_Statues_Num	{key[Result_Score_Statues_Num|half]}{[0206|004D004D]}m {/0206}left
Result_Score_Statues_Clear	Clear!
Result_Commander_Failure	Examination failed...
Result_Retry_Btn	Continue
Result_Quit_Btn	Quit
Result_Mirror_Retry_Btn	Change Places and Retry
Result_Doubt_Retry_Btn	Change Player and Retry
Common_HighScore_Title	Hi-Score Ranking
Common_Score_Rank1	1st
Common_Score_Rank2	2nd
Common_Score_Rank3	3rd
Common_Score_Rank_Num	{[0208|CD21]}{key[Common_Score_Rank_Num|Half]}{/0208}
Common_Score_Training_Num	{[0208|CD21]}{key[Common_Score_Training_Num|half]}{/0208} {[0206|00460046]}mus.{/0206}
Common_Score_Training_Num_Blank	{[0208|CD1A]}---{/0208} {[0206|00460046]}mus.{/0206}
Common_Score_Bird_Num	{[0208|CD21]}{key[Common_Score_Bird_Num|Half]}{/0208}
FormAdvice_00	Take the proper {color[#60FFFF06]}Form{/color}\r\nas soon as the example\r\nis shown.
FormAdvice_01	Practice microgames\r\nyou're struggling with\r\nin the {color[#C313FF29]}Museum{/color}.
FormAdvice_02	{[0200|3232FC00]}Hold the Joy-Con\r\ncontrollers firmly in the\r\n{color[#60FFFF06]}Grip Hold {/color}when playing.
FormAdvice_Squat_00	When moving your feet,\r\nmake sure your fists do\r\nnot drift away from their\r\nposition at your thighs.
FormAdvice_Squat_01	Pay close attention to\r\nwhich direction your fists\r\nare facing when holding\r\nthem to your thighs.
FormAdvice_Squat_02	Hold your fists to the\r\nmiddle of your thighs.
FormAdvice_HoldCheeks_00	When moving your face,\r\nmake sure your fists do\r\nnot drift away from their\r\nposition at your cheeks.
FormAdvice_HoldCheeks_01	Pay close attention to the\r\ndirection your fists face\r\nwhen holding them to\r\nyour cheeks.
FormAdvice_PowerPose_00	When moving your hips,\r\nmake sure your fists do\r\nnot drift away from their\r\nposition at your hips.
FormAdvice_PowerPose_01	The palm side of your fist\r\nshould be touching your\r\nhips with the thumb\r\nin front.
FormAdvice_RopeClimb_00	Pay close attention to the\r\ndirection your fists face.
FormAdvice_TugWar_00	Pay close attention to the\r\ndirection your fists face.
FormAdvice_Ir_01	Make sure the center of\r\nyour right hand is shown\r\nin the center of the\r\nGesture Window.
FormAdvice_Ir_02	Make sure nothing else is\r\nshown behind your hand.
FormAdvice_Ir_03	Make sure your hands are\r\naway from your body so\r\nthat your shoulders and\r\narms aren't on camera.
FormAdvice_Ir_04	Make sure the Joy-Con\r\nstrap isn't in the way of\r\nthe Gesture Window.
FormAdvice_00_Title	Play Tip #1
FormAdvice_01_Title	Play Tip #2
FormAdvice_02_Title	Play Tip #3
FormAdvice_Squat_00_Title	Squat Tip #1
FormAdvice_Squat_01_Title	Squat Tip #2
FormAdvice_Squat_02_Title	Squat Tip #3
FormAdvice_HoldCheeks_00_Title	Lovestruck Tip #1
FormAdvice_HoldCheeks_01_Title	Lovestruck Tip #2
FormAdvice_PowerPose_00_Title	Big Cheese Tip #1
FormAdvice_PowerPose_01_Title	Big Cheese Tip #2
FormAdvice_RopeClimb_00_Title	Knight Tip
FormAdvice_TugWar_00_Title	Tug-of-War Tip
FormAdvice_Ir_00_Title	Proper Hand Model Form
FormAdvice_Ir_01_Title	Hand Model Tip #1
FormAdvice_Ir_02_Title	Hand Model Tip #2
FormAdvice_Ir_03_Title	Hand Model Tip #3
FormAdvice_Ir_04_Title	Hand Model Tip #4
Pause_Info_00	{key[Pause_KeyInfo_00]} Pause
Pause_Info_01	 Skip
Pause_Info_02	＋ Skip
Pause_Info_03	 /  Skip
Pause_Title	Pause
Pause_Btn_Continue	Continue
Pause_Btn_Quit	Quit
PetitAppli.wmbt
Common_Player1	P1
Common_Player2	P2
Common_Player3	P3
Common_Player4	P4
Common_You	You
Common_Last	Last One
Common_End	FINISHED!
Common_TieFinal	It's a tie!
Common_Count1	1
Common_Count2	2
Common_Count3	3
Common_Count_Start	START!
Common_Rank1	1{size[0050]}st{size[0064]}
Common_Rank2	2{size[0050]}nd{size[0064]}
Common_Rank3	3{size[0050]}rd{size[0064]}
Common_Rank4	4{size[0050]}th{size[0064]}
Common_Form_Locomotive	Choo Choo
Common_Form_HandsUp	Sky Stretch
Common_Form_RopeClimb	Knight
Common_Form_Balance	Scales
Common_Form_TugWar	Tug-of-War
Common_Form_RideBike	Massage
Common_Form_PowerPose	Big Cheese
Common_Form_Defense	Lifter
Common_Form_Rooster	Ba-KAW
Common_Form_Crocodile	Crocodile
Common_Form_Squat	Squat
Common_Form_Upright	At Attention
Common_Form_Ninja	Fashionista
Common_Form_Archer	Archer
Common_Form_HoldCheeks	Lovestruck
Oil_Full	Full
Cracker_Birthday	Star
Phone_Name_00	Onion
Phone_Name_01	Protagonist
Phone_Name_02	Cutie
Phone_Name_03	Fronk
Phone_Name_04	Fronkette
Phone_Name_05	Fronko
Stocking_Attention	{[0206|00620064]}Do not actually put stockings on your head.{/0206}
Scope_Name_00	Playing Cards NAP622
Scope_Name_01	Ten Billion Barrel
Scope_Name_02	{[0200|3232C900]}Wireless-Cleaner Chiritorie
Scope_Name_03	Ultra Machine
Scope_Name_04	{[0200|3232C92A]}Color TV-Game 6
Scope_Name_05	{[0200|3232C900]}Color TV-Game Racing 112
Scope_Name_06	{[0200|3232C900]}Ultra Machine DX 
Puppet_Lv1_1_0	GAHAHA!
Puppet_Lv1_1_1	It's me,
Puppet_Lv1_1_2	Wario!
Puppet_Lv1_1_3	No, really!
Puppet_Lv1_2_0	As a puppet,
Puppet_Lv1_2_1	I got no stomach.
Puppet_Lv1_2_2	But I still get
Puppet_Lv1_2_3	HUNGRY!
Puppet_Lv1_3_0	No matter
Puppet_Lv1_3_1	where I go,
Puppet_Lv1_3_2	I get recognized.
Puppet_Lv1_3_3	No autographs!
Puppet_Lv1_4_0	I got my
Puppet_Lv1_4_1	own company!
Puppet_Lv1_4_2	I'm the president,
Puppet_Lv1_4_3	so don't forget it!
Puppet_Lv1_5_0	*clack* *clack*
Puppet_Lv1_5_1	My jaw's loose!
Puppet_Lv1_5_2	Don't stand there
Puppet_Lv1_5_3	gaping! Fix it!
Puppet_Lv2_1_0	Why'd I pick here
Puppet_Lv2_1_1	for vacation?
Puppet_Lv2_1_2	Huh. No idea.
Puppet_Lv2_1_3	If you find out,
Puppet_Lv2_1_4	let me know!
Puppet_Lv2_2_0	Where is it?
Puppet_Lv2_2_1	WHERE?!
Puppet_Lv2_2_2	You're gonna be
Puppet_Lv2_2_3	sorry if I don't
Puppet_Lv2_2_4	find the toilet...
Puppet_Lv2_3_0	I don't lift
Puppet_Lv2_3_1	a finger without
Puppet_Lv2_3_2	a bribe. Gimme
Puppet_Lv2_3_3	100 garlic cloves,
Puppet_Lv2_3_4	and we'll talk.
Puppet_Lv2_4_0	HEY! You there!
Puppet_Lv2_4_1	Yeah, the hottest
Puppet_Lv2_4_2	one in the room.
Puppet_Lv2_4_3	I mean, you know,
Puppet_Lv2_4_4	apart from me.
Puppet_Lv2_5_0	I saw a book on
Puppet_Lv2_5_1	getting rich fast.
Puppet_Lv2_5_2	Didn't buy it.
Puppet_Lv2_5_3	Can't get rich if
Puppet_Lv2_5_4	you spend cash!
Puppet_Lv3_1_0	My doc told me
Puppet_Lv3_1_1	100 garlic cloves
Puppet_Lv3_1_2	every day is the
Puppet_Lv3_1_3	key to long life.
Puppet_Lv3_1_4	I think I'll get
Puppet_Lv3_1_5	a second opinion.
Puppet_Lv3_2_0	Don't you think
Puppet_Lv3_2_1	I smell nice?
Puppet_Lv3_2_2	Here's the trick.
Puppet_Lv3_2_3	It's only been
Puppet_Lv3_2_4	one week since
Puppet_Lv3_2_5	my last bath.
Puppet_Lv3_3_0	OK, listen...
Puppet_Lv3_3_1	Hear me out...
Puppet_Lv3_3_2	This is serious...
Puppet_Lv3_3_3	You sitting down?
Puppet_Lv3_3_4	Here goes...
Puppet_Lv3_3_5	I forgot.
Puppet_Lv3_4_0	One lousy sneeze
Puppet_Lv3_4_1	is all it takes for
Puppet_Lv3_4_2	my dentures to
Puppet_Lv3_4_3	fall out. How am I
Puppet_Lv3_4_4	gonna survive
Puppet_Lv3_4_5	allergy season?
Puppet_Lv3_5_0	Check it out!
Puppet_Lv3_5_1	My back's still
Puppet_Lv3_5_2	in great shape!
Puppet_Lv3_5_3	What's that?
Puppet_Lv3_5_4	I don't
Puppet_Lv3_5_5	HAVE A BACK?!
Typing_Style	?
Typing_S_Lv1_1_0	POP
Typing_S_Lv1_1_1	P
Typing_S_Lv1_1_2	O
Typing_S_Lv1_1_3	B
Typing_S_Lv1_1_4	T
Typing_S_Lv1_1_5	A
Typing_S_Lv1_1_6	H
Typing_S_Lv1_2_0	BIB
Typing_S_Lv1_2_1	B
Typing_S_Lv1_2_2	I
Typing_S_Lv1_2_3	P
Typing_S_Lv1_2_4	Y
Typing_S_Lv1_2_5	O
Typing_S_Lv1_2_6	K
Typing_S_Lv1_3_0	PUP
Typing_S_Lv1_3_1	P
Typing_S_Lv1_3_2	U
Typing_S_Lv1_3_3	B
Typing_S_Lv1_3_4	V
Typing_S_Lv1_3_5	T
Typing_S_Lv1_3_6	W
Typing_S_Lv1_4_0	OOF
Typing_S_Lv1_4_1	O
Typing_S_Lv1_4_2	F
Typing_S_Lv1_4_3	D
Typing_S_Lv1_4_4	B
Typing_S_Lv1_4_5	P
Typing_S_Lv1_4_6	Q
Typing_S_Lv1_5_0	OFF
Typing_S_Lv1_5_1	O
Typing_S_Lv1_5_2	F
Typing_S_Lv1_5_3	B
Typing_S_Lv1_5_4	Q
Typing_S_Lv1_5_5	P
Typing_S_Lv1_5_6	D
Typing_S_Lv2_1_0	AGOG
Typing_S_Lv2_1_1	A
Typing_S_Lv2_1_2	G
Typing_S_Lv2_1_3	O
Typing_S_Lv2_1_4	6
Typing_S_Lv2_1_5	B
Typing_S_Lv2_1_6	N
Typing_S_Lv2_2_0	BOLO
Typing_S_Lv2_2_1	B
Typing_S_Lv2_2_2	O
Typing_S_Lv2_2_3	L
Typing_S_Lv2_2_4	I
Typing_S_Lv2_2_5	P
Typing_S_Lv2_2_6	F
Typing_S_Lv2_3_0	OTTO
Typing_S_Lv2_3_1	O
Typing_S_Lv2_3_2	T
Typing_S_Lv2_3_3	D
Typing_S_Lv2_3_4	F
Typing_S_Lv2_3_5	D
Typing_S_Lv2_3_6	P
Typing_S_Lv2_4_0	TOOT
Typing_S_Lv2_4_1	T
Typing_S_Lv2_4_2	O
Typing_S_Lv2_4_3	I
Typing_S_Lv2_4_4	B
Typing_S_Lv2_4_5	Q
Typing_S_Lv2_4_6	D
Typing_S_Lv2_5_0	EVEN
Typing_S_Lv2_5_1	E
Typing_S_Lv2_5_2	V
Typing_S_Lv2_5_3	N
Typing_S_Lv2_5_4	W
Typing_S_Lv2_5_5	F
Typing_S_Lv2_5_6	U
Typing_S_Lv3_1_0	LEVEL
Typing_S_Lv3_1_1	L
Typing_S_Lv3_1_2	E
Typing_S_Lv3_1_3	V
Typing_S_Lv3_1_4	B
Typing_S_Lv3_1_5	W
Typing_S_Lv3_1_6	D
Typing_S_Lv3_2_0	KAYAK
Typing_S_Lv3_2_1	K
Typing_S_Lv3_2_2	A
Typing_S_Lv3_2_3	Y
Typing_S_Lv3_2_4	V
Typing_S_Lv3_2_5	R
Typing_S_Lv3_2_6	X
Typing_S_Lv3_3_0	MOMMY
Typing_S_Lv3_3_1	M
Typing_S_Lv3_3_2	O
Typing_S_Lv3_3_3	Y
Typing_S_Lv3_3_4	W
Typing_S_Lv3_3_5	V
Typing_S_Lv3_3_6	Q
Typing_S_Lv3_4_0	CIVIC
Typing_S_Lv3_4_1	C
Typing_S_Lv3_4_2	I
Typing_S_Lv3_4_3	V
Typing_S_Lv3_4_4	W
Typing_S_Lv3_4_5	L
Typing_S_Lv3_4_6	K
Typing_S_Lv3_5_0	MADAM
Typing_S_Lv3_5_1	M
Typing_S_Lv3_5_2	A
Typing_S_Lv3_5_3	D
Typing_S_Lv3_5_4	N
Typing_S_Lv3_5_5	W
Typing_S_Lv3_5_6	C
Typing_M_Lv1_1_0	MANA
Typing_M_Lv1_1_1	A
Typing_M_Lv1_1_2	M
Typing_M_Lv1_1_3	N
Typing_M_Lv1_1_4	W
Typing_M_Lv1_1_5	V
Typing_M_Lv1_1_6	Z
Typing_M_Lv1_1_7	H
Typing_M_Lv1_2_0	BOOR
Typing_M_Lv1_2_1	O
Typing_M_Lv1_2_2	R
Typing_M_Lv1_2_3	B
Typing_M_Lv1_2_4	P
Typing_M_Lv1_2_5	Q
Typing_M_Lv1_2_6	D
Typing_M_Lv1_2_7	E
Typing_M_Lv1_3_0	BOZO
Typing_M_Lv1_3_1	B
Typing_M_Lv1_3_2	O
Typing_M_Lv1_3_3	Z
Typing_M_Lv1_3_4	P
Typing_M_Lv1_3_5	2
Typing_M_Lv1_3_6	Q
Typing_M_Lv1_3_7	R
Typing_M_Lv1_4_0	POLO
Typing_M_Lv1_4_1	P
Typing_M_Lv1_4_2	O
Typing_M_Lv1_4_3	L
Typing_M_Lv1_4_4	B
Typing_M_Lv1_4_5	Q
Typing_M_Lv1_4_6	I
Typing_M_Lv1_4_7	R
Typing_M_Lv1_5_0	DATA
Typing_M_Lv1_5_1	D
Typing_M_Lv1_5_2	A
Typing_M_Lv1_5_3	T
Typing_M_Lv1_5_4	B
Typing_M_Lv1_5_5	O
Typing_M_Lv1_5_6	H
Typing_M_Lv1_5_7	Z
Typing_M_Lv2_1_0	RADAR
Typing_M_Lv2_1_1	D
Typing_M_Lv2_1_2	A
Typing_M_Lv2_1_3	R
Typing_M_Lv2_1_4	B
Typing_M_Lv2_1_5	O
Typing_M_Lv2_1_6	P
Typing_M_Lv2_1_7	V
Typing_M_Lv2_2_0	REFER
Typing_M_Lv2_2_1	E
Typing_M_Lv2_2_2	F
Typing_M_Lv2_2_3	R
Typing_M_Lv2_2_4	B
Typing_M_Lv2_2_5	P
Typing_M_Lv2_2_6	D
Typing_M_Lv2_2_7	O
Typing_M_Lv2_3_0	SOLOS
Typing_M_Lv2_3_1	O
Typing_M_Lv2_3_2	L
Typing_M_Lv2_3_3	S
Typing_M_Lv2_3_4	Z
Typing_M_Lv2_3_5	Q
Typing_M_Lv2_3_6	I
Typing_M_Lv2_3_7	T
Typing_M_Lv2_4_0	SAGAS
Typing_M_Lv2_4_1	A
Typing_M_Lv2_4_2	G
Typing_M_Lv2_4_3	S
Typing_M_Lv2_4_4	Z
Typing_M_Lv2_4_5	Q
Typing_M_Lv2_4_6	O
Typing_M_Lv2_4_7	R
Typing_M_Lv2_5_0	TENET
Typing_M_Lv2_5_1	T
Typing_M_Lv2_5_2	E
Typing_M_Lv2_5_3	N
Typing_M_Lv2_5_4	I
Typing_M_Lv2_5_5	B
Typing_M_Lv2_5_6	M
Typing_M_Lv2_5_7	R
Typing_M_Lv3_1_0	REDDER
Typing_M_Lv3_1_1	D
Typing_M_Lv3_1_2	E
Typing_M_Lv3_1_3	R
Typing_M_Lv3_1_4	B
Typing_M_Lv3_1_5	P
Typing_M_Lv3_1_6	O
Typing_M_Lv3_1_7	Z
Typing_M_Lv3_2_0	HANNAH
Typing_M_Lv3_2_1	H
Typing_M_Lv3_2_2	A
Typing_M_Lv3_2_3	N
Typing_M_Lv3_2_4	T
Typing_M_Lv3_2_5	M
Typing_M_Lv3_2_6	U
Typing_M_Lv3_2_7	B
Typing_M_Lv3_3_0	TEETER
Typing_M_Lv3_3_1	E
Typing_M_Lv3_3_2	T
Typing_M_Lv3_3_3	R
Typing_M_Lv3_3_4	I
Typing_M_Lv3_3_5	B
Typing_M_Lv3_3_6	H
Typing_M_Lv3_3_7	Y
Typing_M_Lv3_4_0	DENNED
Typing_M_Lv3_4_1	E
Typing_M_Lv3_4_2	N
Typing_M_Lv3_4_3	D
Typing_M_Lv3_4_4	M
Typing_M_Lv3_4_5	B
Typing_M_Lv3_4_6	F
Typing_M_Lv3_4_7	O
Typing_M_Lv3_5_0	COCOON
Typing_M_Lv3_5_1	O
Typing_M_Lv3_5_2	N
Typing_M_Lv3_5_3	C
Typing_M_Lv3_5_4	Q
Typing_M_Lv3_5_5	K
Typing_M_Lv3_5_6	D
Typing_M_Lv3_5_7	W
Seize_Child1	Your Child
Seize_Child2	Your Dog
BossSpy_Model	Example
PartyPetitRace_Num	{key[_PETIT_NUMBER_]}{size[0050]}cm\r\nto go{size[0064]}
PartyPetitFlip_Num	{[0208|CD1B]}{key[_PETIT_NUMBER_]}{/0208}{size[0055]}{[0205|00040000]}/{[0205|00040000]}{[0208|CD18]}{key[_PETIT_NUMBER1_]}{/0208}{size[0064]}
PartyPetitReel_Num	{key[_PETIT_NUMBER_]}{size[0046]}mm{size[0064]}
PartyPetitDance_Num	{key[_PETIT_NUMBER_]}
PartyPetitSoda_Num	{key[_PETIT_NUMBER_]}{size[0041]}km{size[0064]}
PartyPetitStamp_Last	Last one left!
PartyPetitLottery_Num	{key[_PETIT_NUMBER_]}{size[0050]}cm{size[0064]}
PetitCommentary.wmbt
Cage	Someone locked me up! Eh, bet I could bend these bars open in no time.
Wardrobe	What's wrong with this drawer?! I pulled with both hands and really gave it some oomph, but— Oh, it opened.
Dinner	Even us big shots gotta cook sometimes! Just slap some food down and chop it up. What's the big deal?
Barcode	Huh? There's a barcode on this thing somewhere. What am I supposed to do if the scanner won't reach? Turn it?! That's too much work!
Bucket	Whoa! MY house is on fire! Grab a bucket and put it out already!
Bucket_Duo	Whoa! MY house is on fire! Grab your buckets and put it out already!
Dharma	Call me Wadusa! If I see anyone move, they'll be nothin' but rocks. Think you can make it to the car?
Dharma_Duo	Call me Wadusa! If I see anyone move, they'll be nothin' but rocks. Think you can make it to the car?
Skate	Beat the other guy for Team Wario! And hey—you go faster if you swing your arms wide. So swing already!
Toast	Clink your glasses and cheeeeeer! Whoa there, one at a time!
Watch	What time is it again? What?! You're not wearing a watch?! Bah, just look at mine. Sometimes I'm too nice for my own good...
Coffee	Make me a drink! The color should be just like the picture. Don't pour too much or too little! That's just gross!
Bell	Ring the bell along with the notes comin' at you! The trick to good sound is to shake with a snap.
Bell_Duo	Ring the bell along with the notes comin' at you! The trick to good sound is to shake with a snap.
Train	The Wario Express moves by jogging its arms. The faster they go, the faster it moves. But cut it out once you get to the station!
BossHammer	Go easy on me, and you'll take a hit from one of my suckers! What? You brought hammers?! Then I'll throw in some electric eels for ya! Bwahahaha!
BossHammer_Duo	Go easy on me, and you'll take a hit from one of my suckers! What? You brought hammers?! Then I'll throw in some electric eels for ya! Bwahahaha!
Wario_Lock	You haven't found this microgame yet. Play the {color[#49FFFFAF]}Wario {/color}stage in {color[#C313FF29]}Story {/color}Mode, and you'll find it eventually.
Assassin	Some weirdos are after the treasure! Drive them off with a poke from your weapon.
Assassin_Duo	Some weirdos are after the treasure! Drive them off with a poke from your weapon.
Grill	Cooking over an open flame is the best. Roast the ingredients until they're perfectly done. Just don't melt the ice!
Nunchaku	Hi-yah! Welcome to the dojo! Use the Form Stones you're holding to copy my moves. The trick is to make full, clear motions.
Rubber	Oh no...the toilet's clogged. Nothing to do but push the plunger down, then pull it up with a POP! So this is what caused all the trouble...
Stocking	Nobody likes getting stuck in a stocking. Reel in the stocking with both hands to yank it off! (This game is a work of fiction. It's not cool or attractive to put a stocking over your head in real life.)
Telescope	Did you just see a guy flying around somewhere? Get your telescope ready and find him! It's easy if you follow the contrail.
Pepper	Twist the pepper mill with both hands to grind out pepper. I like enough to cover the whole dish! What? Too much?
Pepper_Duo	Twist the pepper mill with both hands to grind out pepper. I like enough to cover the whole dish! What? Too much?
Rain	Block the rain with your umbrella so your fresh clothes don't get wet. Be careful of the cars splashing water too!
Batting	Time for batting practice! Keep an eye on the ball, and swing at the right moment.
Batting_Duo	Play ball together! The pitcher should act as if they're throwing underhand. The hitter should keep an eye on the ball and swing at the right moment. Match your timing to knock it out of the park!
Nose	Adjust the angles of your hands, and plunge them into the giant nostrils! Watch the stripe designs in the background to help your aim. Why is this important? Uh... I'm not sure.
Nose_Duo	Adjust the angles of your hands, and plunge them into the giant nostrils! Watch the stripe designs in the background to help your aim. Why is this important? Uh... I'm not sure.
Wiper	It's kinda hard to see through the windshield. Use the wipers to get rid of the fog and dirt. A couple of wipes should clear away even the toughest grime!
Synchro	"What routine were we doing again? Ehhh, I'll just copy the others." Quickly match the pose of your fellow swimmers before you surface!
Synchro_Duo	"What routine were we doing again? Ehhh, I'll just copy the others." Quickly match the pose of your fellow swimmers before you surface!
Block	Time your jump to block the other team's spike. They might try to fake you out, so watch the ball closely.
Seaweed	Look out! It's a shark! Pretend to be seaweed by waving your arms around. The shark won't notice a thing!
Snowball	Make throwing motions to toss snowballs at the snowman. The big ones will need two hits to go down.
Star	Keep flipping the stars in your hands until they shine. Each turn makes their glow a little brighter. Make them shine bright and light up the night!
Swing	Grab our hands so we can pull you up! Hold on tight with both hands, and don't touch the other stuff!
Winding	Tilt your upper body, and squeeze through a tight passage. This badger doesn't seem too good at digging holes...
Pass	"Over here! Gimme the ball!" Face the open player and throw them the ball.
Bagworm	How'd all these gross hair balls get stuck? Wave the fan in big movements to blow all the fuzz off!
Bagworm_Duo	Wave the fan using big movements to blow all the fuzz off! The person getting fanned should turn around so the wind can reach the hair balls.
BossIgnition	Our last line of defense between the cake and an army of ants is...Candle Bear! Use the flames to melt the ice, fire the cannon, and beat back the boss ant! Don't give up if one candle gets soaked—use the other to light it again, and keep fighting!
BossIgnition_Duo	Our last line of defense between the cake and an army of ants is...Candle Bears! Use the flames to melt the ice, fire the cannon, and beat back the boss ant! Don't give up if one candle gets soaked—use the other one or your friend's bear to light it again, and keep fighting!
Mona_Lock	You haven't found this microgame yet. Play the {color[#49FFFFAF]}Mona {/color}stage in {color[#C313FF29]}Story {/color}Mode, and you'll find it eventually.
Witch	We're flying on broomsticks tonight. Steer the broom so you don't crash.
Ring	It's time to put on a show! Match the angle and thrust forward. It's not like it's magic.
Oil	Fill 'er up, but try to pull the nozzle before the tank overflows. Fuel isn't cheap!
Meteorite	Catch the meteors before they destroy the city!
Meteorite_Duo	Catch the meteors before they destroy the city!
Cracker	Point the party popper at the birthday star, and pull the string. Wait—whose birthday is it again?
Brush	Ugh, that dirty floor is disgusting. Use some elbow grease and scrub it up!
Brush_Duo	Ugh, that dirty floor is disgusting. Use some elbow grease and scrub it up! Maybe some water too.
Hatchet	You know how to swing an axe, right? Chop away, steady and level. Watch out for weird angles—the blade can get stuck.
Watering	Won't somebody water the wilted flowers? Oh, it's you! You're somebody. Tip the can down to water.
Spear	There's no time to explain, but you're a cyborg who needs to poke some robotic monsters with a stick. Aim for the green parts...and good luck.
Road	Rotate your Form Stones to rotate the bridge...so the barefoot pedestrian can cross safely!
Road_Duo	Rotate your Form Stones to rotate the bridge...so the barefoot pedestrian can cross safely!
