LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
UgcBalloon_Food	{d}
UgcBalloon_Cloth	{[0203|00000dcd]}
UgcBalloon_Goods	{[0202|00000dcd]}
UgcBalloon_Interior	{[0206|0000]}
UgcBalloon_Exterior	{[0207|0000]}
UgcBalloon_MapObject	{[0204|0000]}
UgcBalloon_MapFloor	{[0205|0000]}
ProgramMsg\Ai\Ain.msbt
RunAround	{[060b|01cd]}{[0606|8200]}哈、呼、哈
RunAround_V000	{[060b|01cd]}{[0606|8200]}呼、呼、哈
RunAround_V010	{[060b|01cd]}{[0606|8200]}呼、呼、呼
RunAround_V012	{[060b|01cd]}{[0606|8200]}嘿呀、嘿呀、嘿呀
RunAround_V011	{[060b|01cd]}{[0606|8200]}跑！跑！跑！
RunAround_V001	{[060b|01cd]}{[0606|8200]}{[c805|0001]}\n{[c805|0001]}{[12c02|01cd]}
RunAround_V003	{[060b|01cd]}{[0606|8200]}{[0200|00000001]}～\n{[0200|00000001]}～
RunAround_V013	{[060b|01cd]}{[0606|8200]}{[0200|00010001]}～\n{[0200|00010001]}～
RunAround_V014	{[060b|01cd]}{[0606|8200]}{[0200|00020001]}～\n{[0200|00020001]}～
RunAround_V015	{[060b|01cd]}{[0606|8200]}{[0200|00030001]}～\n{[0200|00030001]}～
RunAround_V016	{[060b|01cd]}{[0606|8200]}{[0200|00040001]}～\n{[0200|00040001]}～
RunAround_V017	{[060b|01cd]}{[0606|8200]}{[0200|00050001]}～\n{[0200|00050001]}～
RunAround_V004	{[060b|01cd]}{[0606|8200]}{[0201|0001]}、{[0201|0001]}\n{[0201|0001]}！
RunAround_V005	{[060b|01cd]}{[0606|8200]}{[0201|0001]}～\n{[0201|0001]}～
RunAround_V006	{[060b|01cd]}{[0606|8200]}{[0202|00010dcd]}～\n{[0202|00010dcd]}～
RunAround_V007	{[060b|01cd]}{[0606|8200]}{[020d|00000100]}、{[020d|00000100]}\n{[020d|00000100]}！
RunAround_V008	{[060b|01cd]}{[0606|8200]}{[020d|00000100]}～\n{[020d|00000100]}～
RunAround_V009	{[060b|01cd]}{[0606|8200]}{[0210|0002010d00cd]}～\n{[0210|0002010d00cd]}～
PushUp_Count	{[060b|01cd]}{[0606|8200]}{[6405|00cd]}～
Dumbbell_Yell	{[060b|01cd]}唔～！
Dumbbell_Yell_V000	{[060b|01cd]}唔唔～～！
Dumbbell_Yell_V001	{[060b|01cd]}唔唔唔～～！
Dumbbell_Yell_V002	{[060b|01cd]}吼呀～！
Dumbbell_Yell_V003	{[060b|01cd]}嘿呀～！
Dumbbell_Yell_V004	{[060b|01cd]}喝呀～！
Dumbbell_Yell_V005	{[060b|01cd]}咿呀～！
Dumbbell_Yell_V006	{[060b|01cd]}哦呀～！
Dumbbell_Yell_V007	{[060b|01cd]}哼～！
Dumbbell_Yell_V008	{[060b|01cd]}喝～！
Dumbbell_Yell_V009	{[060b|01cd]}喵～！
Dumbbell_Yell_Counter	{[060b|01cd]}{[0606|7800]}……{[6405|00cd]}！
Dumbbell_Yell_Counter_V000	{[060b|01cd]}……{[020d|00000000]}！
Dumbbell_Yell_Counter_V001	{[060b|01cd]}……{[0201|0001]}！
Dumbbell_Yell_Food	{[060b|01cd]}……{[020d|00000000]}！
Dumbbell_Yell_Food_V000	{[060b|01cd]}……{[0201|0001]}！
Dumbbell_Yell_HighSpeed	{[060b|01cd]}{[0602]}唔喔喔喔喔喔喔喔喔喔喔！！
Dumbbell_Yell_HighSpeed_V000	{[060b|01cd]}{[0602]}哼喔喔喔喔喔喔喔喔喔喔！！
Dumbbell_Yell_HighSpeed_V001	{[060b|01cd]}{[0602]}呼喔喔喔喔喔喔喔喔喔喔！！
Dumbbell_Yell_HighSpeed_V002	{[060b|01cd]}{[0602]}吼喔喔喔喔喔喔喔喔喔喔喔！！
Dumbbell_Yell_HighSpeed_V003	{[060b|01cd]}{[0602]}喝呀啊啊啊啊啊啊啊啊啊啊啊！！
Dumbbell_Yell_HighSpeed_V004	{[060b|01cd]}{[0602]}吼呀啊啊啊啊啊啊啊啊啊啊啊！！
CatchBallAlone_Murmur	{[0606|7800]}……那事確實搞砸了……
CatchBallAlone_Murmur_V000	{[0606|7800]}……那個不行吧……
CatchBallAlone_Murmur_V001	{[0606|7800]}……不該說那句話的……
CatchBallAlone_Murmur_V002	{[0606|7800]}……繼續這樣真的好嗎……
CatchBallAlone_Murmur_V003	{[0606|7800]}……沒想到{[0604|01cd]}會變成那樣……
CatchBallAlone_Murmur_V004	{[0606|7800]}……真想回到當初……
CatchBallAlone_Murmur_V005	{[0606|7800]}……好想投出變化球……
CatchBallAlone_Murmur_V006	{[0606|7800]}……那次{[0604|01cd]}可以當成沒發生過嗎……
CatchBallAlone_Murmur_V007	{[0606|7800]}……下次一定要說出口……
CatchBallAlone_Murmur_V014	{[0606|7800]}……到頭來還是一樣啊……
CatchBallAlone_Murmur_V008	{[0606|7800]}……{[c804|0000]}也還不夠成熟啊……
CatchBallAlone_Murmur_V015	{[0606|7800]}……{[c805|0000]}
CatchBallAlone_Murmur_V009	{[0606|7800]}……真想來點{[0201|0001]}……
CatchBallAlone_Murmur_V010	{[0606|7800]}……好想見{[0200|00000001]}……
CatchBallAlone_Murmur_V016	{[0606|7800]}……好想丟{[0200|00010001]}……
CatchBallAlone_Murmur_V017	{[0606|7800]}……{[0200|00010001]}真棒……
CatchBallAlone_Murmur_V018	{[0606|7800]}……好想{[0200|00020001]}……
CatchBallAlone_Murmur_V019	{[0606|7800]}……{[0200|00030001]}……好羨慕喔……
CatchBallAlone_Murmur_V020	{[0606|7800]}……{[0200|00040001]}……真令人好奇……
CatchBallAlone_Murmur_V021	{[0606|7800]}……{[0200|00050001]}……
CatchBallAlone_Murmur_V022	{[0606|7800]}……好想見{[c802|000116000001]}……
CatchBallAlone_Murmur_V011	{[0606|7800]}……居然是{[c802|000113000001]}……
CatchBallAlone_Murmur_V012	{[0606|7800]}……{[c802|000104000001]}一直都是這樣呢……
BallTalk_Food	{[060b|01cd]}{[0606|8200]}{[020d|00020100]}！
BallTalk_Number	{[060b|01cd]}{[0606|8200]}{[6405|00cd]}！
BallTalk_Zip	{[060b|01cd]}{[0606|8200]}快速球。
BallTalk_Zip_V000	{[060b|01cd]}{[0606|8200]}慢速球。
BallTalk_Zip_V001	{[060b|01cd]}{[0606|8200]}直球。
BallTalk_Zip_V002	{[060b|01cd]}{[0606|8200]}滾地球。
BallTalk_Zip_V003	{[060b|01cd]}{[0606|8200]}下墜球。
BallTalk_Zip_V004	{[060b|01cd]}{[0606|8200]}香蕉球。
BallTalk_Zip_V005	{[060b|01cd]}{[0606|8200]}魔球。
BallTalk_Zip_V006	{[060b|01cd]}{[0606|8200]}高飛球。
BallTalk_Zip_V007	{[060b|01cd]}{[0606|8200]}內旋球。
BallTalk_Zip_V008	{[060b|01cd]}{[0606|8200]}外旋球。
BallTalk_Zip_V009	{[060b|01cd]}{[0606|8200]}上飄球。
BallTalk_Zip_V010	{[060b|01cd]}{[0606|8200]}超級上飄球。
BallTalk_Zip_V011	{[060b|01cd]}{[0606|8200]}蛇球。
BallTalk_Zip_V012	{[060b|01cd]}{[0606|8200]}彈跳球。
BallTalk_Zip_V013	{[060b|01cd]}{[0606|8200]}強力彈跳球。
BallTalk_Zip_V015	{[060b|01cd]}{[0606|8200]}內角球。
BallTalk_Zip_V016	{[060b|01cd]}{[0606|8200]}外角球。
BallTalk_Zip_V017	{[060b|01cd]}{[0606|8200]}壞球。
BallTalk_Zip_V018	{[060b|01cd]}{[0606|8200]}好球。
BallTalk_Zip_V019	{[060b|01cd]}{[0606|8200]}不好不壞球。
BallTalk_Zip_V020	{[060b|01cd]}{[0606|8200]}觸身球。
BallTalk_Zip_V021	{[060b|01cd]}{[0606|8200]}千變萬化球。
BallTalk_Zip_V022	{[060b|01cd]}{[0606|8200]}飛天垂直落下球。
BallTalk_Zip_V023	{[060b|01cd]}{[0606|8200]}超特快球。
BallTalk_Zip_V024	{[060b|01cd]}{[0606|8200]}極限慢速球。
BallTalk_Zip_V025	{[060b|01cd]}{[0606|8200]}螃蟹球。
BallTalk_Zip_V026	{[060b|01cd]}{[0606|8200]}極品直球。
BallTalk_Zip_V027	{[060b|01cd]}{[0606|8200]}分身魔球。
BallTalk_Zip_V028	{[060b|01cd]}{[0606|8200]}壓線球。
BallTalk_Zip_V029	{[060b|01cd]}{[0606|8200]}總之很厲害的球。
BallTalk_Zip_V030	{[060b|01cd]}{[0606|8200]}螺旋球。
BallTalk_Zip_V031	{[060b|01cd]}{[0606|8200]}噴射球。
BallTalk_Zip_V032	{[060b|01cd]}{[0606|8200]}子彈球。
BallTalk_Zip_V033	{[060b|01cd]}{[0606|8200]}掌心球。
BallTalk_Zip_V034	{[060b|01cd]}{[0606|8200]}蝴蝶球。
BallTalk_Zip_V035	{[060b|01cd]}{[0606|8200]}滑球。
BallTalk_Zip_V036	{[060b|01cd]}{[0606|8200]}曲球。
BallTalk_Zip_V037	{[060b|01cd]}{[0606|8200]}伸卡球。
BallTalk_Zip_V038	{[060b|01cd]}{[0606|8200]}卡特球。
BallTalk_Zip_V039	{[060b|01cd]}{[0606|8200]}指叉球。
BallTalk_Zip_V040	{[060b|01cd]}{[0606|8200]}四縫線快速球。
BallTalk_Zip_V042	{[060b|01cd]}{[0606|8200]}二縫線快速球。
BallTalk_Zip_V043	{[060b|01cd]}{[0606|8200]}彈指球。
BallTalk_Zip_V044	{[060b|01cd]}{[0606|8200]}旋轉球。
BallTalk_Zip_V045	{[060b|01cd]}{[0606|8200]}超速旋轉球。
BallTalk_Zip_V046	{[060b|01cd]}{[0606|8200]}霹靂火焰球。
BallTalk_Zip_V047	{[060b|01cd]}{[0606|8200]}爆裂特快球。
BallTalk_Zip_V048	{[060b|01cd]}{[0606|8200]}超級變化球。
BallTalk_Zip_V049	{[060b|01cd]}{[0606|8200]}新式超音速魔球。
BallTalk_Dog	{[060b|01cd]}{[0606|8200]}查理士王小獵犬。
BallTalk_Dog_V000	{[060b|01cd]}{[0606|8200]}西施犬。
BallTalk_Dog_V001	{[060b|01cd]}{[0606|8200]}吉娃娃。
BallTalk_Dog_V002	{[060b|01cd]}{[0606|8200]}巴哥犬。
BallTalk_Dog_V003	{[060b|01cd]}{[0606|8200]}蝴蝶犬。
BallTalk_Dog_V004	{[060b|01cd]}{[0606|8200]}貴賓犬。
BallTalk_Dog_V005	{[060b|01cd]}{[0606|8200]}獅子狗。
BallTalk_Dog_V006	{[060b|01cd]}{[0606|8200]}馬爾濟斯。
BallTalk_Dog_V007	{[060b|01cd]}{[0606|8200]}比熊犬。
BallTalk_Dog_V008	{[060b|01cd]}{[0606|8200]}臘腸犬。
BallTalk_Dog_V009	{[060b|01cd]}{[0606|8200]}日本狆犬。
BallTalk_Dog_V010	{[060b|01cd]}{[0606|8200]}威爾斯㹴。
BallTalk_Dog_V011	{[060b|01cd]}{[0606|8200]}約克夏㹴。
BallTalk_Dog_V012	{[060b|01cd]}{[0606|8200]}牛頭㹴。
BallTalk_Dog_V013	{[060b|01cd]}{[0606|8200]}傑克羅素㹴。
BallTalk_Dog_V014	{[060b|01cd]}{[0606|8200]}波士頓㹴。
BallTalk_Dog_V015	{[060b|01cd]}{[0606|8200]}威爾斯柯基犬。
BallTalk_Dog_V016	{[060b|01cd]}{[0606|8200]}可蒙犬。
BallTalk_Dog_V017	{[060b|01cd]}{[0606|8200]}邊境牧羊犬。
BallTalk_Dog_V018	{[060b|01cd]}{[0606|8200]}長毛牧羊犬 。
BallTalk_Dog_V019	{[060b|01cd]}{[0606|8200]}史奇派克犬。
BallTalk_Dog_V020	{[060b|01cd]}{[0606|8200]}喜樂蒂牧羊犬。
BallTalk_Dog_V021	{[060b|01cd]}{[0606|8200]}德國牧羊犬。
BallTalk_Dog_V022	{[060b|01cd]}{[0606|8200]}迷你杜賓犬。
BallTalk_Dog_V023	{[060b|01cd]}{[0606|8200]}迷你雪納瑞。
BallTalk_Dog_V024	{[060b|01cd]}{[0606|8200]}大丹犬。
BallTalk_Dog_V025	{[060b|01cd]}{[0606|8200]}聖伯納犬。
BallTalk_Dog_V026	{[060b|01cd]}{[0606|8200]}杜賓犬。
BallTalk_Dog_V027	{[060b|01cd]}{[0606|8200]}土佐犬。
BallTalk_Dog_V028	{[060b|01cd]}{[0606|8200]}鬥牛犬。
BallTalk_Dog_V029	{[060b|01cd]}{[0606|8200]}法國鬥牛犬。
BallTalk_Dog_V030	{[060b|01cd]}{[0606|8200]}拳師犬。
BallTalk_Dog_V031	{[060b|01cd]}{[0606|8200]}羅威那犬。
BallTalk_Dog_V032	{[060b|01cd]}{[0606|8200]}比特鬥牛犬。
BallTalk_Dog_V033	{[060b|01cd]}{[0606|8200]}阿拉斯加雪橇犬。
BallTalk_Dog_V034	{[060b|01cd]}{[0606|8200]}薩摩耶犬。
BallTalk_Dog_V035	{[060b|01cd]}{[0606|8200]}柴犬。
BallTalk_Dog_V036	{[060b|01cd]}{[0606|8200]}秋田犬。
BallTalk_Dog_V037	{[060b|01cd]}{[0606|8200]}西伯利亞哈士奇。
BallTalk_Dog_V038	{[060b|01cd]}{[0606|8200]}鬆獅犬。
BallTalk_Dog_V039	{[060b|01cd]}{[0606|8200]}博美犬。
BallTalk_Dog_V040	{[060b|01cd]}{[0606|8200]}德國絨毛犬。
BallTalk_Dog_V041	{[060b|01cd]}{[0606|8200]}大麥町。
BallTalk_Dog_V042	{[060b|01cd]}{[0606|8200]}米格魯。
BallTalk_Dog_V043	{[060b|01cd]}{[0606|8200]}黃金獵犬。
BallTalk_Dog_V044	{[060b|01cd]}{[0606|8200]}拉布拉多犬。
BallTalk_Dog_V045	{[060b|01cd]}{[0606|8200]}美國可卡犬。
BallTalk_Dog_V046	{[060b|01cd]}{[0606|8200]}格雷伊獵犬。
BallTalk_Dog_V047	{[060b|01cd]}{[0606|8200]}俄羅斯獵狼犬。
BallTalk_Dog_V048	{[060b|01cd]}{[0606|8200]}惠比特犬。
BallTalk_Dog_V049	{[060b|01cd]}{[0606|8200]}大白熊犬。
BallTalk_Cat	{[060b|01cd]}{[0606|8200]}蘇格蘭摺耳貓。
BallTalk_Cat_V000	{[060b|01cd]}{[0606|8200]}曼赤肯貓。
BallTalk_Cat_V001	{[060b|01cd]}{[0606|8200]}美國短毛貓。
BallTalk_Cat_V002	{[060b|01cd]}{[0606|8200]}美國硬毛貓。
BallTalk_Cat_V003	{[060b|01cd]}{[0606|8200]}美國捲耳貓。
BallTalk_Cat_V004	{[060b|01cd]}{[0606|8200]}美國短尾貓。
BallTalk_Cat_V005	{[060b|01cd]}{[0606|8200]}布偶貓。
BallTalk_Cat_V006	{[060b|01cd]}{[0606|8200]}挪威森林貓。
BallTalk_Cat_V007	{[060b|01cd]}{[0606|8200]}英國短毛貓。
BallTalk_Cat_V008	{[060b|01cd]}{[0606|8200]}英國長毛貓。
BallTalk_Cat_V009	{[060b|01cd]}{[0606|8200]}東方短毛貓。
BallTalk_Cat_V010	{[060b|01cd]}{[0606|8200]}西伯利亞貓。
BallTalk_Cat_V011	{[060b|01cd]}{[0606|8200]}俄羅斯藍貓。
BallTalk_Cat_V012	{[060b|01cd]}{[0606|8200]}波斯貓。
BallTalk_Cat_V013	{[060b|01cd]}{[0606|8200]}緬因貓。
BallTalk_Cat_V014	{[060b|01cd]}{[0606|8200]}孟加拉貓。
BallTalk_Cat_V015	{[060b|01cd]}{[0606|8200]}襤褸貓。
BallTalk_Cat_V016	{[060b|01cd]}{[0606|8200]}異國短毛貓。
BallTalk_Cat_V017	{[060b|01cd]}{[0606|8200]}索馬利貓。
BallTalk_Cat_V018	{[060b|01cd]}{[0606|8200]}暹羅貓。
BallTalk_Cat_V019	{[060b|01cd]}{[0606|8200]}阿比西尼亞貓。
BallTalk_Cat_V020	{[060b|01cd]}{[0606|8200]}東奇尼貓。
BallTalk_Cat_V021	{[060b|01cd]}{[0606|8200]}新加坡貓。
BallTalk_Cat_V022	{[060b|01cd]}{[0606|8200]}沙特爾貓。
BallTalk_Cat_V023	{[060b|01cd]}{[0606|8200]}喜馬拉雅貓。
BallTalk_Cat_V024	{[060b|01cd]}{[0606|8200]}塞爾凱克捲毛貓。
BallTalk_Cat_V025	{[060b|01cd]}{[0606|8200]}孟買貓。
BallTalk_Cat_V026	{[060b|01cd]}{[0606|8200]}日本短尾貓。
BallTalk_Cat_V027	{[060b|01cd]}{[0606|8200]}金佳羅貓。
BallTalk_Cat_V028	{[060b|01cd]}{[0606|8200]}埃及貓。
BallTalk_Cat_V029	{[060b|01cd]}{[0606|8200]}拉邦貓。
BallTalk_Cat_V030	{[060b|01cd]}{[0606|8200]}斯芬克斯貓。
BallTalk_Cat_V031	{[060b|01cd]}{[0606|8200]}土耳其梵貓。
BallTalk_Cat_V032	{[060b|01cd]}{[0606|8200]}土耳其安哥拉貓。
BallTalk_Cat_V033	{[060b|01cd]}{[0606|8200]}緬甸貓。
BallTalk_Cat_V034	{[060b|01cd]}{[0606|8200]}伯曼貓。
BallTalk_Cat_V035	{[060b|01cd]}{[0606|8200]}巴里貓。
BallTalk_Cat_V036	{[060b|01cd]}{[0606|8200]}德文帝王貓。
BallTalk_Cat_V037	{[060b|01cd]}{[0606|8200]}曼島貓。
BallTalk_Cat_V038	{[060b|01cd]}{[0606|8200]}柯尼斯捲毛貓。
BallTalk_Cat_V039	{[060b|01cd]}{[0606|8200]}科拉特貓。
BallTalk_Cat_V040	{[060b|01cd]}{[0606|8200]}歐西貓。
BallTalk_Cat_V041	{[060b|01cd]}{[0606|8200]}哈瓦那棕貓。
BallTalk_Cat_V042	{[060b|01cd]}{[0606|8200]}非洲獅子貓。
BallTalk_Cat_V043	{[060b|01cd]}{[0606|8200]}塞倫蓋蒂貓。
BallTalk_Cat_V044	{[060b|01cd]}{[0606|8200]}狼貓。
BallTalk_Cat_V045	{[060b|01cd]}{[0606|8200]}玩具虎貓。
BallTalk_Cat_V046	{[060b|01cd]}{[0606|8200]}肯亞貓。
BallTalk_Cat_V047	{[060b|01cd]}{[0606|8200]}澳大利亞霧貓。
BallTalk_Cat_V048	{[060b|01cd]}{[0606|8200]}鑽石眼貓。
BallTalk_Cat_V049	{[060b|01cd]}{[0606|8200]}唐斯芬克斯貓。
BallTalk_Inst	{[060b|01cd]}{[0606|8200]}長笛。
BallTalk_Inst_V000	{[060b|01cd]}{[0606|8200]}短笛。
BallTalk_Inst_V001	{[060b|01cd]}{[0606|8200]}單簧管。
BallTalk_Inst_V002	{[060b|01cd]}{[0606|8200]}薩克斯風。
BallTalk_Inst_V003	{[060b|01cd]}{[0606|8200]}雙簧管。
BallTalk_Inst_V004	{[060b|01cd]}{[0606|8200]}低音管。
BallTalk_Inst_V005	{[060b|01cd]}{[0606|8200]}直笛。
BallTalk_Inst_V006	{[060b|01cd]}{[0606|8200]}小號。
BallTalk_Inst_V007	{[060b|01cd]}{[0606|8200]}柔音號。
BallTalk_Inst_V008	{[060b|01cd]}{[0606|8200]}短號。
BallTalk_Inst_V009	{[060b|01cd]}{[0606|8200]}法國號。
BallTalk_Inst_V010	{[060b|01cd]}{[0606|8200]}長號。
BallTalk_Inst_V011	{[060b|01cd]}{[0606|8200]}中音號。
BallTalk_Inst_V012	{[060b|01cd]}{[0606|8200]}細管上低音號。
BallTalk_Inst_V013	{[060b|01cd]}{[0606|8200]}粗管上低音號。
BallTalk_Inst_V014	{[060b|01cd]}{[0606|8200]}低音號。
BallTalk_Inst_V015	{[060b|01cd]}{[0606|8200]}蘇沙號。
BallTalk_Inst_V016	{[060b|01cd]}{[0606|8200]}嗩吶。
BallTalk_Inst_V017	{[060b|01cd]}{[0606|8200]}陶笛。
BallTalk_Inst_V018	{[060b|01cd]}{[0606|8200]}小提琴。
BallTalk_Inst_V019	{[060b|01cd]}{[0606|8200]}中提琴。
BallTalk_Inst_V020	{[060b|01cd]}{[0606|8200]}大提琴。
BallTalk_Inst_V021	{[060b|01cd]}{[0606|8200]}低音大提琴。
BallTalk_Inst_V022	{[060b|01cd]}{[0606|8200]}實木低音提琴。
BallTalk_Inst_V023	{[060b|01cd]}{[0606|8200]}豎琴。
BallTalk_Inst_V024	{[060b|01cd]}{[0606|8200]}烏克麗麗。
BallTalk_Inst_V025	{[060b|01cd]}{[0606|8200]}魯特琴。
BallTalk_Inst_V026	{[060b|01cd]}{[0606|8200]}西塔琴。
BallTalk_Inst_V027	{[060b|01cd]}{[0606|8200]}巴拉萊卡琴。
BallTalk_Inst_V028	{[060b|01cd]}{[0606|8200]}鋼琴。
BallTalk_Inst_V029	{[060b|01cd]}{[0606|8200]}管風琴。
BallTalk_Inst_V030	{[060b|01cd]}{[0606|8200]}手風琴。
BallTalk_Inst_V031	{[060b|01cd]}{[0606|8200]}班多鈕手風琴。
BallTalk_Inst_V032	{[060b|01cd]}{[0606|8200]}口琴。
BallTalk_Inst_V033	{[060b|01cd]}{[0606|8200]}鐘琴。
BallTalk_Inst_V034	{[060b|01cd]}{[0606|8200]}馬林巴木琴。
BallTalk_Inst_V035	{[060b|01cd]}{[0606|8200]}定音鼓。
BallTalk_Inst_V036	{[060b|01cd]}{[0606|8200]}鈸。
BallTalk_Inst_V037	{[060b|01cd]}{[0606|8200]}鼓。
BallTalk_Inst_V038	{[060b|01cd]}{[0606|8200]}康加鼓。
BallTalk_Inst_V039	{[060b|01cd]}{[0606|8200]}邦哥鼓。
BallTalk_Inst_V040	{[060b|01cd]}{[0606|8200]}響板。
BallTalk_Inst_V041	{[060b|01cd]}{[0606|8200]}鈴鼓。
BallTalk_Inst_V042	{[060b|01cd]}{[0606|8200]}三角鐵。
BallTalk_Inst_V043	{[060b|01cd]}{[0606|8200]}刮胡。
BallTalk_Inst_V044	{[060b|01cd]}{[0606|8200]}特雷門琴。
BallTalk_Inst_V045	{[060b|01cd]}{[0606|8200]}合成器。
BallTalk_Inst_V046	{[060b|01cd]}{[0606|8200]}尺八。
BallTalk_Inst_V047	{[060b|01cd]}{[0606|8200]}三味線。
BallTalk_Inst_V048	{[060b|01cd]}{[0606|8200]}二胡。
BallTalk_Inst_V049	{[060b|01cd]}{[0606|8200]}風笛。
PlayMaracas_Shout	{[060b|01cd]}{[0602]}{[0606|b400]}YEAH！
PlayMaracas_Shout_V000	{[060b|01cd]}{[0602]}{[0606|b400]}接好！
PlayMaracas_Shout_V001	{[060b|01cd]}{[0602]}{[0606|b400]}來！
PlayMaracas_Shout_V002	{[060b|01cd]}{[0602]}{[0606|b400]}{[060a|060077006f007700]}WOW\x0f\x06\n！
PlayMaracas_Shout_V003	{[060b|01cd]}{[0602]}{[0606|b400]}唔！
PlayMaracas_Shout_V004	{[060b|01cd]}{[0602]}{[0606|b400]}{[060a|0e0063006f006d00650020006f006e00]}COME ON\x0f\x06\n！
PlayMaracas_Shout_V005	{[060b|01cd]}{[0602]}{[0606|b400]}YES！
PlayMaracas_Shout_V006	{[060b|01cd]}{[0602]}{[0606|b400]}OK！
PlayMaracas_Shout_V007	{[060b|01cd]}{[0602]}{[0606|b400]}{[060a|1600610068002c0020006400650065002d006c006f006800]}Ah, DILO！\x0f\x06\n
PlayMaracas_Shout_V008	{[060b|01cd]}{[0602]}{[0606|b400]}Amigo！
PlayMaracas_Shout_V009	{[060b|01cd]}{[0602]}{[0606|b400]}嘿！
PlayMaracas_Shout_V010	{[060b|01cd]}{[0602]}{[0606|b400]}嘻嘻嘻嘻嘻！
PlayMaracas_Shout_V011	{[060b|01cd]}{[0602]}{[0606|b400]}好～！
PlayMaracas_Shout_V012	{[060b|01cd]}{[0602]}{[0606|b400]}{[c805|0000]}
PlayMaracas_Shout_V013	{[060b|01cd]}{[0602]}{[0606|b400]}{[c805|0001]}
StreetDance_Shout	{[060b|01cd]}{[0602]}{[0606|b400]}YEAH！
StreetDance_Shout_V000	{[060b|01cd]}{[0602]}{[0606|b400]}{[060a|060077006f007700]}WOW\x0f\x06\n！
StreetDance_Shout_V001	{[060b|01cd]}{[0602]}{[0606|b400]}{[060a|0e0063006f006d00650020006f006e00]}COME ON\x0f\x06\n！
StreetDance_Shout_V002	{[060b|01cd]}{[0602]}{[0606|b400]}YES！
StreetDance_Shout_V003	{[060b|01cd]}{[0602]}{[0606|b400]}OK！
StreetDance_Shout_V004	{[060b|01cd]}{[0602]}{[0606|b400]}Hey！
StreetDance_Shout_V005	{[060b|01cd]}{[0602]}{[0606|b400]}{[060a|04007c54da55]}Huuuu\x0f\x06\n！
StreetDance_Shout_V006	{[060b|01cd]}{[0602]}{[0606|b400]}Ha！
StreetDance_Shout_V009	{[060b|01cd]}{[0602]}{[0606|b400]}{[c805|0000]}
StreetDance_Shout_V010	{[060b|01cd]}{[0602]}{[0606|b400]}{[0200|00050001]}
StreetDance_Shout_V011	{[060b|01cd]}{[0602]}{[0606|b400]}{[021d|0000]}
StreetDance_Shout_V012	{[060b|01cd]}{[0602]}{[0606|b400]}快看快看～！
StreetDance_Shout_V013	{[060b|01cd]}{[0602]}{[0606|b400]}快看～！
StreetDance_Shout_V018	{[060b|01cd]}{[0602]}{[0606|b400]}快看～YO～！
StreetDance_Shout_V015	{[060b|01cd]}{[0602]}{[0606|b400]}藝術娛樂家！
StreetDance_Shout_V017	{[060b|01cd]}{[0602]}{[0606|b400]}飛翔小鳥！
StreetDance_Watcher	{[060b|01cd]}{[0602]}{[0606|b400]}真不錯！
StreetDance_Watcher_V000	{[060b|01cd]}{[0602]}{[0606|b400]}OK！
StreetDance_Watcher_V001	{[060b|01cd]}{[0602]}{[0606|b400]}漂亮！
StreetDance_Watcher_V002	{[060b|01cd]}{[0602]}{[0606|b400]}棒極了！
StreetDance_Watcher_V003	{[060b|01cd]}{[0602]}{[0606|b400]}{[021b|00cd]}{[0604|01cd]}代言人——！
StreetDance_Watcher_V004	{[060b|01cd]}{[0602]}{[0606|b400]}COOL！
StreetDance_Watcher_V005	{[060b|01cd]}{[0602]}{[0606|b400]}YES！
StreetDance_Watcher_V006	{[060b|01cd]}{[0602]}{[0606|b400]}YEAH！
StreetDance_Watcher_V009	{[060b|01cd]}{[0602]}{[0606|b400]}{[c805|0000]}
StreetDance_Watcher_V010	{[060b|01cd]}{[0602]}{[0606|b400]}{[0200|00050001]}
Karate_Yell	{[0606|8200]}{[060b|01cd]}喝！
Karate_Yell_V000	{[0606|8200]}{[060b|01cd]}呀！
Karate_Yell_V001	{[0606|8200]}{[060b|01cd]}哼！
Karate_Yell_V002	{[0606|8200]}{[060b|01cd]}{[c805|0000]}
Karate_Yell_V003	{[0606|8200]}{[060b|01cd]}{[020d|00000100]}！
Karate_Yell_V004	{[0606|8200]}{[060b|01cd]}{[c805|0001]}
Karate_Yell_V005	{[0601]}{[0606|8200]}{[060b|01cd]}{[c805|0003]}
Karate_Yell_V006	{[0606|8200]}{[060b|01cd]}哦！
Karate_Yell_V007	{[0606|8200]}{[060b|01cd]}{[0200|00000001]}！
Karate_Yell_V015	{[0606|8200]}{[060b|01cd]}{[0200|00010001]}！
Karate_Yell_V016	{[0606|8200]}{[060b|01cd]}{[0200|00020001]}！
Karate_Yell_V017	{[0606|8200]}{[060b|01cd]}{[0200|00030001]}！
Karate_Yell_V018	{[0606|8200]}{[060b|01cd]}{[0200|00040001]}！
Karate_Yell_V019	{[0606|8200]}{[060b|01cd]}{[0200|00050001]}！
Karate_Yell_V008	{[0606|8200]}{[060b|01cd]}嘿呀！
Karate_Yell_V009	{[0606|8200]}{[060b|01cd]}嘿咻！
Karate_Yell_V010	{[0606|8200]}{[060b|01cd]}嘿呦！
Karate_Yell_V011	{[0606|8200]}{[060b|01cd]}嘿咿！
Karate_Yell_V012	{[0606|8200]}{[060b|01cd]}喝呀！
