LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
DemoChatHouseEtc00A_000002_2	{[12c00|02cd]}Destined, even!{[0004]}I wanna have a record too! Maybe we should get better at {[0200|00020002]} forward first.
DemoChatHouseEtc00A_000002_2_V000	{[12c00|02cd]}Destined, even!{[0004]}I wanna have a record too! Maybe we should get better at {[0200|00020002]} forward first.
DemoChatHouseEtc00A_000002_3	Let's have {[c800|0500000d]} show us {[c813|050d0dcd060068006900730006006800650072000a007400680065006900720000000000]} ways!
DemoChatHouseEtc00A_000002_3_V000	Let's have {[c800|0500000d]} show us {[c813|050d0dcd060068006900730006006800650072000a007400680065006900720000000000]} ways!
DemoChatHouseEtc00A_000003_0	{[12c00|02cd]}Makes sense. {[c903]}{[c800|0500000d]} knows all the crazy lore about {[0200|00040002]}.
DemoChatHouseEtc00A_000003_0_V000	{[12c00|02cd]}Makes sense. {[c903]}{[c800|0500000d]} knows all the crazy lore about {[0200|00040002]}.
DemoChatHouseEtc00A_000003_1	Yeah. I wish they had taught us more about {[0200|00040002]} in school.
DemoChatHouseEtc00A_000003_1_V000	Yeah. I wish they had taught us more about {[0200|00040002]} in school.
DemoChatHouseEtc00A_000003_2	{[12c00|02cd]}Maybe one day, knowing an expert on {[0200|00040002]} will come in handy!
DemoChatHouseEtc00A_000003_2_V000	{[12c00|02cd]}Maybe one day, knowing an expert on {[0200|00040002]} will come in handy!
DemoChatHouseEtc00A_000003_3	You're right. Let's get {[c800|0500000d]} to give us a slideshow about {[0200|00040002]} later!
DemoChatHouseEtc00A_000003_3_V000	You're right. Let's get {[c800|0500000d]} to give us a slideshow about {[0200|00040002]} later!
DemoChatHouseEtc00A_000004_0	{[12c00|09cd]}What? No way! And here I thought I was the only one! I bet {[c800|0500000d]}'s {[0200|00010002]} collection is amazing.{[0605|2c0101cd]}
DemoChatHouseEtc00A_000004_0_V000	{[12c00|09cd]}What? No way! And here I thought I was the only one! I bet {[c800|0500000d]}'s {[0200|00010002]} collection is amazing.{[0605|2c0101cd]}
DemoChatHouseEtc00A_000004_1	Wait...{[0004]}WHAT?
DemoChatHouseEtc00A_000004_1_V000	Wait...{[0004]}WHAT?
DemoChatHouseEtc00A_000004_2	{[12c01|04cd]}Yeah! I have {[c902]}{[0200|00010002]} collection in my basement too! Most are from conventions! And I even have a signed one, and—{[0605|2c0101cd]}{[0004]}{[12c01|19cd]}Wait...you don't think it's weird do you?
DemoChatHouseEtc00A_000004_2_V000	{[12c01|04cd]}Yeah! I have {[c902]}{[0200|00010002]} collection in my basement too! Most are from conventions! And I even have a signed one, and—{[0605|2c0101cd]}{[0004]}{[12c01|19cd]}Wait...why are you looking at me like that?
DemoChatHouseEtc00A_000004_3	{[12c01|19cd]}Are you kidding?! I have {[c902]}{[0200|00010002]} collection in my basement too!{[0605|2c0101cd]}{[0004]}Let's ask {[c800|0500000d]} if {[c813|050d0dcd1000680065002000770061006e007400730012007300680065002000770061006e0074007300120074006800650079002000770061006e00740000000000]} to start a secret club! We'll be...The Basement Buddies!
DemoChatHouseEtc00A_000004_3_V000	{[12c01|19cd]}Because I have {[c902]}{[0200|00010002]} in my basement too!{[0605|2c0101cd]}{[0004]}Let's ask {[c800|0500000d]} if {[c813|050d0dcd1000680065002000770061006e007400730012007300680065002000770061006e0074007300120074006800650079002000770061006e00740000000000]} to start a secret club! We'll be...The Basement Buddies!
DemoChatHouseEtc00A_000005_0	{[12c00|02cd]}Yeah, all of {[021b|00cd]} has been going absolutely gaga for {[0200|00000002]}!{[0605|2c0101cd]}
DemoChatHouseEtc00A_000005_0_V000	{[12c00|02cd]}Yeah, all of {[021b|00cd]} has been going absolutely gaga for {[0200|00000002]}!{[0605|2c0101cd]}
DemoChatHouseEtc00A_000005_1	I get that they're pretty famous on {[021b|00cd]}, but a whole convention based on just one person? Sounds extreme.
DemoChatHouseEtc00A_000005_1_V000	I get that they're pretty famous on {[021b|00cd]}, but a whole convention based on just one person? Sounds extreme.
DemoChatHouseEtc00A_000005_2	Well, have you been to one? I mean, they give away free T-shirts!\nWhat more could you want?
DemoChatHouseEtc00A_000005_2_V000	My friend, you haven't lived until you've been to {[c915]}{[0200|00000002]} Con. They give away free shirts!
DemoChatHouseEtc00A_000005_3	{[12c01|04cd]}I love free shirts!{[0605|2c0101cd]}{[0004]}Tell you what, next time you and {[c800|0500000d]} go to {[c915]}{[0200|00000002]} Con, I'm in!
DemoChatHouseEtc00A_000005_3_V000	{[12c01|04cd]}I love free shirts!{[0605|2c0101cd]}{[0004]}Tell you what, next time you and {[c800|0500000d]} go to {[c915]}{[0200|00000002]} Con, I'm in!
DemoChatHouseEtc00B_000000_0	{[12c01|04cd]}Huh? Why would {[c800|0500000d]} want to be {[c902]}{[0200|00030002]}? What a strange life goal.{[0605|2c0101cd]}
DemoChatHouseEtc00B_000000_0_V000	{[12c01|04cd]}Huh? Why would {[c800|0500000d]} want to be {[c902]}{[0200|00030002]}? What a strange life goal.{[0605|2c0101cd]}
DemoChatHouseEtc00B_000000_1	{[12c00|02cd]}My thoughts exactly. But I totally get it. For a while, I wanted to be {[c902]}{[0200|00030002]} too. Dreams come and go, I suppose.
DemoChatHouseEtc00B_000000_1_V000	{[12c00|02cd]}My thoughts exactly. But I totally get it. For a while, I wanted to be {[c902]}{[0200|00030002]} too. Dreams come and go, I suppose.
DemoChatHouseEtc00B_000000_2	Then how about everyone in {[021d|0000]} cheers them on?
DemoChatHouseEtc00B_000000_2_V000	Then how about everyone in {[021d|0000]} cheers them on?
DemoChatHouseEtc00B_000000_2_V001	Then how about everyone in this house cheers them on?
DemoChatHouseEtc00B_000000_2_V002	Then how about everyone in this house cheers them on?
DemoChatHouseEtc00B_000000_3	{[12c00|02cd]}{[12c01|01cd]}That's a good idea!{[0004]}In fact, why don't all of us in {[021d|0000]} try to become {[0604|00cd]}{[c902]}{[0200|00030002]} too!
DemoChatHouseEtc00B_000000_3_V000	{[12c00|02cd]}{[12c01|01cd]}That's a good idea!{[0004]}In fact, why don't all of us in {[021d|0000]} try to become {[0604|00cd]}{[c902]}{[0200|00030002]} too!
DemoChatHouseEtc00B_000000_3_V001	{[12c00|02cd]}{[12c01|01cd]}That's a good idea!{[0004]}In fact, why don't all of us in this house try to become {[0604|00cd]}{[c902]}{[0200|00030002]} too!
DemoChatHouseEtc00B_000000_3_V002	{[12c00|02cd]}{[12c01|01cd]}That's a good idea!{[0004]}In fact, why don't all of us in this house try to become {[0604|00cd]}{[c902]}{[0200|00030002]} too!
DemoChatHouseEtc00B_000001_0	{[12c00|02cd]}For sure, {[c800|0500000d]} has been steadily becoming more and more of {[c902]}{[0200|00030002]} lately.{[0605|2c0101cd]}
DemoChatHouseEtc00B_000001_0_V000	{[12c00|02cd]}For sure, {[c800|0500000d]} has been steadily becoming more and more of {[c902]}{[0200|00030002]} lately.{[0605|2c0101cd]}
DemoChatHouseEtc00B_000001_1	{[12c01|06cd]}Yeah, and like, an eerily perfect {[0200|00030002]} too...{[0605|2c0101cd]}
DemoChatHouseEtc00B_000001_1_V000	{[12c01|06cd]}Yeah, and like, an eerily perfect {[0200|00030002]} too...{[0605|2c0101cd]}
DemoChatHouseEtc00B_000001_2	We've never had {[c902]}{[0200|00030002]} on the island before. It's a precious thing.
DemoChatHouseEtc00B_000001_2_V000	We've never had {[c902]}{[0200|00030002]} on the island before. It's a precious thing.
DemoChatHouseEtc00B_000001_3	{[12c00|02cd]}{[c903]}{[c800|0500000d]} will make a really impressive {[0200|00030002]} for us, I know it.
DemoChatHouseEtc00B_000001_3_V000	{[12c00|02cd]}{[c903]}{[c800|0500000d]} will make a really impressive {[0200|00030002]} for us, I know it.
DemoChatHouseEtc00B_000002_0	{[12c01|04cd]}So that's why I keep finding {[c800|0500000d]} {[0200|00020002]} on the beach every night! {[c813|050d0dcd04004800650006005300680065000800540068006500790000000000]} must be training!
DemoChatHouseEtc00B_000002_0_V000	{[12c01|04cd]}So that's why I keep finding {[c800|0500000d]} {[0200|00020002]} on the beach every night! {[c813|050d0dcd04004800650006005300680065000800540068006500790000000000]} must be training!
DemoChatHouseEtc00B_000002_1	{[12c00|02cd]}You're right! I usually hear {[c813|050d0dcd0600680069006d00060068006500720008007400680065006d0000000000]} out there, but I always assumed it was just seagulls causing trouble.{[0004]}Mastering the art of {[0200|00020002]} sounds pretty tough though.
DemoChatHouseEtc00B_000002_1_V000	{[12c00|02cd]}You're right! I usually hear {[c813|050d0dcd0600680069006d00060068006500720008007400680065006d0000000000]} out there, but I always assumed it was just seagulls causing trouble.{[0004]}Mastering the art of {[0200|00020002]} sounds pretty tough, though.
DemoChatHouseEtc00B_000002_2	Then we should get everyone in {[021d|0000]} to help! I could brush up my skills anyway!
DemoChatHouseEtc00B_000002_2_V000	Then we should get everyone in {[021d|0000]} to help! I could brush up my skills anyway!
DemoChatHouseEtc00B_000002_2_V001	Then we should get everyone in the house to train with {[c813|050d0dcd0600680069006d00060068006500720008007400680065006d0000000000]}. I could brush up my skills anyway!
DemoChatHouseEtc00B_000002_2_V002	Then we should get everyone in the house to train with {[c813|050d0dcd0600680069006d00060068006500720008007400680065006d0000000000]}. I could brush up my skills anyway!
DemoChatHouseEtc00B_000002_3	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}With everyone in {[021d|0000]} by our side, we'll become masters at {[0200|00020002]}!
DemoChatHouseEtc00B_000002_3_V000	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}With everyone in {[021d|0000]} by our side, we'll become masters at {[0200|00020002]}!
DemoChatHouseEtc00B_000002_3_V001	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}Let's all aim to be the best at {[0200|00020002]}!
DemoChatHouseEtc00B_000002_3_V002	{[12c00|02cd]}{[12c01|01cd]}That's a fantastic idea!{[0004]}Let's all aim to be the best at {[0200|00020002]}!
DemoChatHouseEtc00B_000003_0	{[12c00|02cd]}I've noticed that too. {[c903]}{[c800|0500000d]} really shines when {[c813|050d0dcd1000680065002000740061006c006b00730012007300680065002000740061006c006b007300120074006800650079002000740061006c006b0000000000]} about {[0200|00040002]}...{[0605|2c0101cd]}
DemoChatHouseEtc00B_000003_0_V000	{[12c00|02cd]}I've noticed that too. {[c903]}{[c800|0500000d]} really shines when {[c813|050d0dcd1000680065002000740061006c006b00730012007300680065002000740061006c006b007300120074006800650079002000740061006c006b0000000000]} about {[0200|00040002]}...{[0605|2c0101cd]}
DemoChatHouseEtc00B_000003_1	{[12c00|02cd]}{[12c01|06cd]}But still, being obsessed with {[0200|00040002]} is pretty specific...{[0004]}{[12c01|03cd]}Must be lonely.
DemoChatHouseEtc00B_000003_1_V000	{[12c00|02cd]}{[12c01|06cd]}But still, being obsessed with {[0200|00040002]} is pretty specific...{[0004]}{[12c01|03cd]}Must be lonely.
DemoChatHouseEtc00B_000003_2	So, why doesn't everyone in {[021d|0000]} try to be more supportive?
DemoChatHouseEtc00B_000003_2_V000	So, why doesn't everyone in {[021d|0000]} try to be more supportive?
DemoChatHouseEtc00B_000003_2_V001	So, why don't we all try to be more supportive?
DemoChatHouseEtc00B_000003_2_V002	So, why don't we all try to be more supportive?
DemoChatHouseEtc00B_000003_3	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}As self-appointed CEO of {[021d|0000]}, I hereby forbid all conversation topics other than {[0200|00040002]}.
DemoChatHouseEtc00B_000003_3_V000	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}As self-appointed CEO of {[021d|0000]}, I hereby forbid all conversation topics other than {[0200|00040002]}.
DemoChatHouseEtc00B_000003_3_V001	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}As self-appointed CEO of this house, I hereby forbid all conversations on any topics other than {[0200|00040002]}.
DemoChatHouseEtc00B_000003_3_V002	{[12c00|02cd]}{[12c01|01cd]}Good idea!{[0004]}As self-appointed CEO of this house, I hereby forbid all conversations on any topics other than {[0200|00040002]}.
DemoChatHouseEtc00B_000004_0	{[12c00|02cd]}Yeah, I know! I can hear {[c800|0500000d]} creating {[c813|050d0dcd060068006900730006006800650072000a007400680065006900720000000000]} giant {[0200|00010002]} all through the night.{[0605|2c0101cd]}{[0004]}When it's done, maybe aliens will be able to see it from space!
DemoChatHouseEtc00B_000004_0_V000	{[12c00|02cd]}Yeah, I know! I can hear {[c800|0500000d]} creating {[c813|050d0dcd060068006900730006006800650072000a007400680065006900720000000000]} giant {[0200|00010002]} all through the night.{[0605|2c0101cd]}{[0004]}When it's done, maybe aliens will be able to see it from space!
DemoChatHouseEtc00B_000004_1	{[12c00|02cd]}I can't even imagine what a giant {[0200|00010002]} would look like.{[0004]}Maybe {[c800|0500000d]} will let me use it as a chair or fancy-shmancy hat!
DemoChatHouseEtc00B_000004_1_V000	{[12c00|02cd]}I can't even imagine what a giant {[0200|00010002]} would look like.{[0004]}Maybe {[c800|0500000d]} will let me use it as a chair or fancy-shmancy hat!
DemoChatHouseEtc00B_000004_2	{[12c01|1acd]}Maybe I can dress the giant {[0200|00010002]} up and use it as a dance partner!
DemoChatHouseEtc00B_000004_2_V000	{[12c01|1acd]}Maybe I can dress the giant {[0200|00010002]} up and use it as a dance partner!
DemoChatHouseEtc00B_000004_3	I think I'm realizing that having a giant {[0200|00010002]} on {[021b|00cd]} is my dream too!{[0004]}{[12c00|0bcd]}{[c903]}{[021d|0000]} should support {[c800|0500000d]} in whatever {[c813|050d0dcd12006800650020006e0065006500640073002100140073006800650020006e00650065006400730021001400740068006500790020006e00650065006400210000000000]}
DemoChatHouseEtc00B_000004_3_V000	I think I'm realizing that having a giant {[0200|00010002]} on {[021b|00cd]} is my dream too!{[0004]}{[12c00|0bcd]}{[c903]}{[021d|0000]} should support {[c800|0500000d]} in whatever {[c813|050d0dcd12006800650020006e0065006500640073002100140073006800650020006e00650065006400730021001400740068006500790020006e00650065006400210000000000]}
DemoChatHouseEtc00B_000004_3_V001	I think I'm realizing that having a giant {[0200|00010002]} on {[021b|00cd]} is my dream too!{[0004]}{[12c00|0bcd]}Let's support {[c800|0500000d]} in whatever {[c813|050d0dcd12006800650020006e0065006500640073002100140073006800650020006e00650065006400730021001400740068006500790020006e00650065006400210000000000]}
DemoChatHouseEtc00B_000004_3_V002	I think I'm realizing that having a giant {[0200|00010002]} on {[021b|00cd]} is my dream too!{[0004]}{[12c00|0bcd]}Let's support {[c800|0500000d]} in whatever {[c813|050d0dcd12006800650020006e0065006500640073002100140073006800650020006e00650065006400730021001400740068006500790020006e00650065006400210000000000]}
DemoChatHouseEtc00B_000005_0	{[12c00|02cd]}Yeah, {[c800|0500000d]} has been copying everything {[0200|00000002]} {[060a|08006400750068007300]}does\x0f\x06\n!{[0004]}It's so confusing!
DemoChatHouseEtc00B_000005_0_V000	{[12c00|02cd]}Yeah, {[c800|0500000d]} has been copying everything {[0200|00000002]} {[060a|08006400750068007300]}does\x0f\x06\n!{[0004]}It's so confusing!
DemoChatHouseEtc00B_000005_1	{[12c01|06cd]}Got any tips on how to tell them apart?
DemoChatHouseEtc00B_000005_1_V000	{[12c01|06cd]}Got any tips on how to tell them apart?
DemoChatHouseEtc00B_000005_2	Not really. I've even started calling {[c800|0500000d]}\n"{[0200|00000002]}" in my mind. I'm not sure what's real anymore...
DemoChatHouseEtc00B_000005_2_V000	Not really. I've even started calling {[c800|0500000d]}\n"{[0200|00000002]}" in my mind. I'm not sure what's real anymore...
DemoChatHouseEtc00B_000005_3	{[12c00|02cd]}No worries!{[0004]}In {[021d|0000]}, let's all call {[c800|0500000d]} "{[0200|00000002]} Jr." from now on.
DemoChatHouseEtc00B_000005_3_V000	{[12c00|02cd]}No worries!{[0004]}In {[021d|0000]}, let's all call {[c800|0500000d]} "{[0200|00000002]} Jr." from now on.
DemoChatHouseEtc00B_000005_3_V001	{[12c00|02cd]}No worries!{[0004]}As members of this house, let's just all call {[c800|0500000d]} "{[0200|00000002]} Jr." from now on.
DemoChatHouseEtc00B_000005_3_V002	{[12c00|02cd]}No worries!{[0004]}As members of this house, let's just all call {[c800|0500000d]} "{[0200|00000002]} Jr." from now on.
DemoChatHouseEtc00C_000000_0	{[12c00|02cd]}Really? I wouldn't say any of us are {[c902]}{[0200|00030002]} in {[021d|0000]}.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000000_0_V000	{[12c00|02cd]}Really? I wouldn't say any of us are {[c902]}{[0200|00030002]} in {[021d|0000]}.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000000_0_V001	{[12c00|02cd]}Really? I wouldn't say any of us are {[c902]}{[0200|00030002]} in this house.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000000_0_V002	{[12c00|02cd]}Really? I wouldn't say any of us are {[c902]}{[0200|00030002]} in this house.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000000_1	{[12c01|06cd]}Well, of course. That's {[021d|0000]}'s number one rule.
DemoChatHouseEtc00C_000000_1_V000	{[12c01|06cd]}Well, of course. That's {[021d|0000]}'s number one rule.
DemoChatHouseEtc00C_000000_1_V001	{[12c01|06cd]}Well, of course. That's this house's number one rule.
DemoChatHouseEtc00C_000000_1_V002	{[12c01|06cd]}Well, of course. That's this house's number one rule.
DemoChatHouseEtc00C_000000_2	{[12c01|06cd]}Members of {[021d|0000]} can't be {[c902]}{[0200|00030002]}?{[0605|2c0101cd]}{[0004]}{[12c01|06cd]}What happens if we break the rule?
DemoChatHouseEtc00C_000000_2_V000	{[12c01|06cd]}Members of {[021d|0000]} can't be {[c902]}{[0200|00030002]}?{[0605|2c0101cd]}{[0004]}{[12c01|06cd]}What happens if we break the rule?
DemoChatHouseEtc00C_000000_2_V001	{[12c01|06cd]}The members of this house can't be {[c902]}{[0200|00030002]}?{[0605|2c0101cd]}{[0004]}{[12c01|06cd]}What happens if we break the rule?
DemoChatHouseEtc00C_000000_2_V002	{[12c01|06cd]}The members of this house can't be {[c902]}{[0200|00030002]}?{[0605|2c0101cd]}{[0004]}{[12c01|06cd]}What happens if we break the rule?
DemoChatHouseEtc00C_000000_3	{[12c01|11cd]}Exile, bucko.
DemoChatHouseEtc00C_000000_3_V000	{[12c01|11cd]}Exile, bucko.
DemoChatHouseEtc00C_000001_0	{[12c00|02cd]}For sure, {[c800|0500000d]} has been quite {[c902]}{[0604|00cd]}{[0200|00030002]} lately...{[0605|2c0101cd]}
DemoChatHouseEtc00C_000001_0_V000	{[12c00|02cd]}For sure, {[c800|0500000d]} has been quite {[c902]}{[0604|00cd]}{[0200|00030002]} lately...{[0605|2c0101cd]}
DemoChatHouseEtc00C_000001_1	{[12c00|02cd]}Yeah, you said it. Every time I've seen {[c800|0500000d]} lately, I've thought, "Wow, there goes a real {[0200|00030002]}."
DemoChatHouseEtc00C_000001_1_V000	{[12c00|02cd]}Yeah, you said it. Every time I've seen {[c800|0500000d]} lately, I've thought, "Wow, there goes a real {[0200|00030002]}."
DemoChatHouseEtc00C_000001_2	{[12c01|19cd]}Actually...{[0605|2c0101cd]}I've been thinking of becoming {[c902]}{[0200|00030002]}.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000001_2_V000	{[12c01|19cd]}Actually...{[0605|2c0101cd]}I've been thinking of becoming {[c902]}{[0200|00030002]}.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000001_3	{[12c01|1acd]}I think I get what you're saying...{[0605|2c0101cd]}{[0004]}If all of us in {[021d|0000]} become {[c902]}{[0200|00030002]}, {[c800|0500000d]} might not feel so bad.
DemoChatHouseEtc00C_000001_3_V000	{[12c01|1acd]}I think I get what you're saying...{[0605|2c0101cd]}{[0004]}If all of us in {[021d|0000]} become {[c902]}{[0200|00030002]}, {[c800|0500000d]} might not feel so bad.
DemoChatHouseEtc00C_000001_3_V001	{[12c01|1acd]}I think I get what you're saying...{[0605|2c0101cd]}{[0004]}If everyone in this house becomes {[c902]}{[0200|00030002]}, {[c800|0500000d]} might not feel so bad.
DemoChatHouseEtc00C_000001_3_V002	{[12c01|1acd]}I think I get what you're saying...{[0605|2c0101cd]}{[0004]}If everyone in this house becomes {[c902]}{[0200|00030002]}, {[c800|0500000d]} might not feel so bad.
DemoChatHouseEtc00C_000002_0	{[12c00|02cd]}Yeah, I haven't seen {[c800|0500000d]} for days. I just hear {[c812|05020d0d]} {[0200|00020002]} in {[c812|05010d0d]} room day and night.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000002_0_V000	{[12c00|02cd]}Yep. I haven't seen {[c800|0500000d]} for days. I just hear {[c812|05020d0d]} {[0200|00020002]} in {[c812|05010d0d]} room day and night.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000002_1	{[12c00|02cd]}True! And when {[c813|050d0dcd0e0068006500200064006f00650073001000730068006500200064006f00650073000e007400680065007900200064006f0000000000]} finally leave the house, {[c813|050d0dcd2a0068006500200069006d006d006500640069006100740065006c00790020007300740061007200740073002c00730068006500200069006d006d006500640069006100740065006c00790020007300740061007200740073002c007400680065007900200069006d006d006500640069006100740065006c00790020007300740061007200740000000000]} {[0200|00020002]} outside!{[0605|2c0101cd]}
DemoChatHouseEtc00C_000002_1_V000	{[12c00|02cd]}Right? And when {[c813|050d0dcd0e0068006500200064006f00650073001000730068006500200064006f00650073000e007400680065007900200064006f0000000000]} finally leave the house, {[c813|050d0dcd2a0068006500200069006d006d006500640069006100740065006c00790020007300740061007200740073002c00730068006500200069006d006d006500640069006100740065006c00790020007300740061007200740073002c007400680065007900200069006d006d006500640069006100740065006c00790020007300740061007200740000000000]} {[0200|00020002]} outside!{[0605|2c0101cd]}
DemoChatHouseEtc00C_000002_2	{[12c01|19cd]}Although...{[0605|2c0101cd]} It kinda makes me want to give {[0200|00020002]} a try myself...{[0605|2c0101cd]}
DemoChatHouseEtc00C_000002_2_V000	{[12c01|19cd]}Although...{[0605|2c0101cd]} It kinda makes me want to give {[0200|00020002]} a shot myself...{[0605|2c0101cd]}
DemoChatHouseEtc00C_000002_3	{[12c01|1acd]}Then maybe there's something to it!{[0605|2c0101cd]}{[0004]}Let's have {[c800|0500000d]} show {[021d|0000]} the real secret to {[0200|00020002]}! I'm sure {[c813|050d0dcd080068006500270064000a00730068006500270064000c0074006800650079002700640000000000]} love that!
DemoChatHouseEtc00C_000002_3_V000	{[12c01|1acd]}Then maybe there's something to it!{[0605|2c0101cd]}{[0004]}Let's have {[c800|0500000d]} show {[021d|0000]} the real secret to {[0200|00020002]}! I'm sure {[c813|050d0dcd080068006500270064000a00730068006500270064000c0074006800650079002700640000000000]} love that!
DemoChatHouseEtc00C_000002_3_V001	{[12c01|1acd]}Then maybe there's something to it!{[0605|2c0101cd]}{[0004]}Let's have {[c800|0500000d]} show us the real secret to {[0200|00020002]}! I'm sure {[c813|050d0dcd080068006500270064000a00730068006500270064000c0074006800650079002700640000000000]} love that!
DemoChatHouseEtc00C_000002_3_V002	{[12c01|1acd]}Then maybe there's something to it!{[0605|2c0101cd]}{[0004]}Let's have {[c800|0500000d]} show us the real secret to {[0200|00020002]}! I'm sure {[c813|050d0dcd080068006500270064000a00730068006500270064000c0074006800650079002700640000000000]} love that!
DemoChatHouseEtc00C_000003_0	{[12c00|02cd]}Yeah. Ever since {[c800|0500000d]} saw that documentary about {[0200|00040002]}, it's been all {[c813|050d0dcd04006800650006007300680065000800740068006500790000000000]} can think of...{[0605|2c0101cd]}
DemoChatHouseEtc00C_000003_0_V000	{[12c00|02cd]}Yeah. Ever since {[c800|0500000d]} saw that documentary about {[0200|00040002]}, it's been all {[c813|050d0dcd04006800650006007300680065000800740068006500790000000000]} can think of...{[0605|2c0101cd]}
DemoChatHouseEtc00C_000003_1	{[12c00|02cd]}But, you know... I actually really love talking about {[0200|00040002]} too! It's exciting!{[0605|2c0101cd]}
DemoChatHouseEtc00C_000003_1_V000	{[12c00|02cd]}But, you know... I actually really love talking about {[0200|00040002]} too! It's exciting!{[0605|2c0101cd]}
DemoChatHouseEtc00C_000003_2	{[12c01|19cd]}I know exactly what you mean!{[0605|2c0101cd]} Things like {[0200|00040002]} just have a way of locking you in.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000003_2_V000	{[12c01|19cd]}I know exactly what you mean!{[0605|2c0101cd]} Things like {[0200|00040002]} just have a way of locking you in.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000003_3	{[12c01|1acd]}Tell you what...{[0605|2c0101cd]}{[0004]}How about all of us in {[021d|0000]} try to learn a little more about {[0200|00040002]}. Doing that might help {[c800|0500000d]} feel less alone.
DemoChatHouseEtc00C_000003_3_V000	{[12c01|1acd]}Tell you what...{[0605|2c0101cd]}{[0004]}How about all of us in {[021d|0000]} try to learn a little more about {[0200|00040002]}. Doing that might help {[c800|0500000d]} feel less alone.
DemoChatHouseEtc00C_000003_3_V001	{[12c01|1acd]}Tell you what...{[0605|2c0101cd]}{[0004]}How about we all try to learn a little more about {[0200|00040002]}. Doing that might help {[c800|0500000d]} feel less alone.
DemoChatHouseEtc00C_000003_3_V002	{[12c01|1acd]}Tell you what...{[0605|2c0101cd]}{[0004]}How about we all try to learn a little more about {[0200|00040002]}. Doing that might help {[c800|0500000d]} feel less alone.
DemoChatHouseEtc00C_000004_0	{[12c01|04cd]}Wait—that was a special {[021d|0000]} keepsake.
DemoChatHouseEtc00C_000004_0_V000	{[12c01|04cd]}Wait—that was a special {[021d|0000]} keepsake.
DemoChatHouseEtc00C_000004_0_V001	{[12c01|04cd]}Wait—that was this house's keepsake!
DemoChatHouseEtc00C_000004_0_V002	{[12c01|04cd]}Wait—that was this house's keepsake!
DemoChatHouseEtc00C_000004_1	{[12c00|02cd]}I know...{[0605|2c0101cd]} Apparently, {[c800|0500000d]} tried using the {[0200|00010002]} as a surfboard and lost it in the ocean.{[0004]}I think {[021d|0000]}'s precious keepsake is gone for good.
DemoChatHouseEtc00C_000004_1_V000	{[12c00|02cd]}I know...{[0605|2c0101cd]} Apparently, {[c800|0500000d]} tried using the {[0200|00010002]} as a surfboard and lost it in the ocean.{[0004]}I think {[021d|0000]}'s precious keepsake is gone for good.
DemoChatHouseEtc00C_000004_1_V001	{[12c00|02cd]}Yup. This has officially made me sad.{[0004]}Maybe we shouldn't let {[c800|0500000d]} hold things anymore...
DemoChatHouseEtc00C_000004_1_V002	{[12c00|02cd]}Yup, I'm sad now.{[0004]}Maybe we shouldn't let {[c800|0500000d]} hold things anymore...
DemoChatHouseEtc00C_000004_2	{[12c01|1fcd]}Hey, cheer up! Who needs a smelly old {[0200|00010002]} anyway.{[0605|2c0101cd]}{[0004]}{[12c00|02cd]}How about you, me, and {[c800|0500000d]} go find a new keepsake!
DemoChatHouseEtc00C_000004_2_V000	{[12c01|1fcd]}Hey, cheer up! Who needs a smelly old {[0200|00010002]} anyway.{[0605|2c0101cd]}{[0004]}{[12c00|02cd]}How about you, me, and {[c800|0500000d]} go find a new keepsake!
DemoChatHouseEtc00C_000004_3	{[12c00|02cd]}You're right! To the ocean with the old, in with the new!
DemoChatHouseEtc00C_000004_3_V000	{[12c00|02cd]}You're right! To the ocean with the old, in with the new!
DemoChatHouseEtc00C_000005_0	{[12c00|02cd]}Yeah, {[c800|0500000d]} seems like {[0200|00000002]}'s number one fan.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000005_0_V000	{[12c00|02cd]}Yeah, {[c800|0500000d]} seems like {[0200|00000002]}'s number one fan.{[0605|2c0101cd]}
DemoChatHouseEtc00C_000005_1	{[12c00|02cd]}You could say that. Hearing {[c812|05020d0d]} chant {[0200|00000002]}'s name at all hours definitely took some getting used to.
DemoChatHouseEtc00C_000005_1_V000	{[12c00|02cd]}You could say that. Hearing {[c812|05020d0d]} chant {[0200|00000002]}'s name at all hours definitely took some getting used to.
