MiscData.pak\TEXT_RequiredEntries.msbt
GEN_Inventory_Numbers	0123456789
[6835A8DD]_000	The field covering this slot is comprised of an energy signal that appears to be affected\nby cold.
[A9905BD1]_000	The field covering this slot is comprised of an erratic energy wavelength.
[12936846]_000	The field covering this slot is comprised of plasma-based energy.
[33471594]_000	The field covering this slot has temperature qualities similar to ice.
[ABFD0A7A]_000	This slot appears to be activated and awaiting input.
[92F752C6]_000	The Elder's greatest power lies beyond the second lock.
[E8B3E6C6]_000	Missile Station
[E8B3E6C6]_001	Missile Station
[E8B3E6C6]_002	Step into these stations to fully reload your Missile Launcher.
[4E6F1B4A]_000	Safety shield offline. Use caution near window.
[A84B32DE]_000	Safety shield online.\nWindow secure.
[EA375DD1]_000	Only the holder of twelve shall face the Worm.
[0362D31D]_000	The Great Poison corrupts all, even the Chozo.
[98FF4A67]_000	Large stress fractures can be seen on the surface of this {color[ff0a0aff]}Brinstone {color[000000ff]}pillar.
[184B718E]_000	Pillar is seriously damaged and in danger of collapsing.
[781B9802]_000	This pillar no longer provides structural support.
[6CA11B21]_000	Drainage shutoff is holding. Maintaining the water level of the reflecting pool at 95%.
[12E69FCA]_000	Drain cover destroyed. Pool is free of fluids.
[C2E2D9DB]_000	Fractures detected in {color[ff0a0aff]}Talloric Alloy {color[000000ff]}drain cover.
[C2E2D9DB]_001	 
[C2E2D9DB]_002	The cover still functions, but its integrity is unstable.
[4F15E331]_000	Ice Beam
[DCEB9E70]_000	Morphology: Beetle\nBurrowing insect with a resilient carapace. Extremely aggressive.
[DCEB9E70]_001	Beetle
[DCEB9E70]_002	The insect's massive mouth enables it to tunnel through solid rock at high speeds. Above ground, Beetles can cover short distances rapidly. They attack anything that moves near their lair.
[D08D80F4]_000	Morphology: Plated Beetle\nWell-armored burrowing insect. Vulnerable only in the rear abdomen.
[D08D80F4]_001	Plated Beetle
[D08D80F4]_002	Creature's thick cranial plating can repel frontal attacks. This gives it an advantage in combat, allowing it to make ramming attacks. Only surfacing when it detects vibrations above, it then maneuvers itself so as to always face its rival, keeping its exposed abdomen protected.
[78CD9847]_000	Morphology: War Wasp\nAirborne insect equipped with a venomous stinger capable of shearing steel. 
[78CD9847]_001	War Wasp
[78CD9847]_002	The War Wasp rarely strays far from its hive unless it is pursuing an immediate threat. It attacks with no regard for its own survival, dive-bombing its enemy with stinger extended. Fast-working toxins from the stinger can incapacitate most small organisms.
[E3EFB1BF]_000	Morphology: Barbed War Wasp\nAirborne insect with the ability to launch its stinger at prey.
[E3EFB1BF]_001	Barbed\nWar Wasp
[E3EFB1BF]_002	A highly aggressive member of the War Wasp family, this insect can propel the tip of its stinger up to 20 meters. The stinger tips regrow seconds after launch and contain an acidic compound designed to predigest prey. 
[42EF5902]_000	Morphology: Ram War Wasp\nAirborne predator. Circles its prey and then strikes.
[42EF5902]_001	Ram\nWar Wasp
[42EF5902]_002	The War Wasps are the only species on Tallon IV to evolve a true hive mind. Nesting in damp, dark places, Ram War Wasps emerge in small groups when threatened and circle their enemy at high speeds, disorienting it. Striking from all sides as a single intelligence, they can fell huge organisms. 
[A638777F]_000	Morphology: Tangle Weed\nPlant life with basic sentience. Retracts into ground if threatened. 
[A638777F]_001	Tangle Weed
[A638777F]_002	Tangle Weeds are only dangerous to small organisms. They are covered in tiny barbs designed to trap potential meals. Tangle Weeds lack the strength to do anything more than hinder larger life-forms.
[EBC8C380]_000	Morphology: Venom Weed\nPoisonous plant that retracts into the ground if threatened.
[EBC8C380]_001	Venom Weed
[EBC8C380]_002	Venom Weeds evolved to thrive in the habitats of large organisms. They lure prey with brightly colored leaves, then detain it with tiny barbs that deliver a powerful toxin. Venom Weeds rapidly decompose anything that succumbs in their midst.
[C1C44285]_000	Morphology: Reaper Vine\nPowerful rock-dwelling tentacle.
[C1C44285]_001	Reaper Vine
[C1C44285]_002	A single eye upon the Reaper Vine keeps a constant vigil, but its vision is limited to 10 meters. A scythe-like appendage on its tip is honed to lethal sharpness. The Reaper Vine will swing this blade wildly at anything that enters its zone of perception.
[B8AAD4A2]_000	Morphology: Blastcap\nVolatile chemicals within this weed's toxic fungal cap may explode if agitated.
[B8AAD4A2]_001	Blastcap
[B8AAD4A2]_002	The poisonous flesh of the Blastcap helps keep it from being eaten. It also detonates its fungal cap when it senses even slight contact. 
[CD631A08]_000	Morphology: Scarab\nExploding parasites that can embed their bodies in solid rock.
[CD631A08]_001	Scarab
[CD631A08]_002	Scarabs think nothing of sacrificing themselves for the safety of their swarm. When a hostile life-form is sighted, they block its progress by embedding themselves in floors and walls. Embedded Scarabs violently self-destruct when threatened.
[B90BD230]_000	Aberration: Chozo Ghost\nSpectral entity. Bioelectric field invulnerable to natural energies. 
[B90BD230]_001	Chozo Ghost
[B90BD230]_002	As these entities phase in and out of existence, the only way to track them accurately is with x-ray scanning. This partially phased nature makes them invulnerable to natural energy types, such as fire, ice, and electricity. Their aggressive and erratic behavior is most likely due to the corrupting effects of Phazon in the Tallon IV environment. They appear to be drawn to Chozo religious sites, where they wreak havoc upon anything that dares enter the area.
[DAD56105]_000	Morphology: Stone Toad\nPreys on creatures smaller than itself. Vulnerable only from within.
[DAD56105]_001	Stone Toad
[DAD56105]_002	A Stone Toad is able to remain still for days. It preys upon creatures smaller than itself, inhaling them whole. Anything it finds undigestible, it regurgitates. Stone Toads use their tusks as a last resort in combat.
[CBD87ED5]_000	Morphology: Shriekbat\nTerritorial ceiling-dweller. Body temperature peaks at 121° centigrade.
[CBD87ED5]_001	Shriekbat
[CBD87ED5]_002	Shriekbats have high internal temperature, making them easy to spot with thermal imaging. They roost on cave ceilings while hunting for small prey. Fiercely territorial, they dive-bomb anything that wanders near.
[8BABAEF6]_000	Morphology: Eyon\nOrganism capable of channelling energy through its ocular tissue.
[8BABAEF6]_001	Eyon
[8BABAEF6]_002	Capable of launching sustained energy beams when active, the Eyon is sensitive to light and will close shut if a bright flash ignites nearby.
[044A30D3]_000	Morphology: Eyon\nImmobile organisms entirely composed of ocular tissue. 
[044A30D3]_001	Eyon
[044A30D3]_002	Capable of launching sustained energy beams when active, the Eyon is sensitive to light and will close shut if a bright flash ignites nearby.
[23503982]_000	Morphology: Geemer\nWall-crawling mollusk with retractable spikes. 
[23503982]_001	Geemer
[23503982]_002	The Geemer is an evolutionary offshoot of the Zoomer family. When threatened, it extends lethal spikes and retracts its head deep into its armored carapace.
[266EB5D0]_000	Morphology: Bombu\nRaw electricity made corporeal. Periodically sloughs off explosive segments of its form.
[266EB5D0]_001	Bombu
[266EB5D0]_002	The Bombu lacks any intelligence beyond an instinctive attraction to other charged energy sources. Producing electricity in a never-ending cycle, it constantly drops excess charges away from its main form.
[71969378]_000	Structure: War Wasp Hive\nPrimary War Wasp dwelling. Only vulnerable to heavy weaponry.
[71969378]_001	War Wasp Hive
[71969378]_002	War Wasps build their homes over existing crevices, using whatever materials are close at hand. They carry building fragments back to the construction site with their forelegs and glue them into place with adhesives secreted from their abdomens.
[39EB5BAF]_000	Structure: Ruined War\nWasp Hive
[39EB5BAF]_001	Ruined War Wasp Hive
[39EB5BAF]_002	War Wasps are resourceful insects. The destruction of a hive will not deter the survivors from rebuilding a new home. Surviving War Wasps will defend new sites with their lives until the hive is complete.
[5865A504]_000	Morphology: Oculus\nWall-crawler that generates electric pulses.
[5865A504]_001	Oculus
[5865A504]_002	The Oculus exposes its single eye when active. The electrical field that covers it is enough to deter most predators. If the Oculus detects anything capable of presenting a real threat, it retracts into its impermeable shell.
[58388B4F]_000	Morphology: Plazmite\nSmall insect capable of storing and releasing thermal energy.
[58388B4F]_001	Plazmite
[58388B4F]_002	Plazmites are attracted to sources of heat, thriving on the energy present there. They emit light when hunting, and will expel small bursts of thermal energy when threatened.
[6C2B07EC]_000	Morphology: Plated Parasite\nHardy member of the Parasite family. Invulnerable to most weaponry.
[6C2B07EC]_001	Plated Parasite
[6C2B07EC]_002	A cousin to the Parasite, these creatures are known for their amazing resilience. Field studies suggest a weakness to Morph Ball-delivered weapon systems.
[B7B2F8FA]_000	Morphology: Parasite\nInterstellar vermin. They travel in swarms.
[B7B2F8FA]_001	Parasite
[B7B2F8FA]_002	Indigenous to Tallon IV, a single Parasite is harmless to larger life-forms. However, they tend to travel in large groups, swarming over potential prey. Such swarms can be dangerous.
[9AB68CF2]_000	Structure: Hive\nPrimary Barbed War Wasp dwelling.
[9AB68CF2]_001	Hive\n(Barbed Wasp)
[9AB68CF2]_002	An extremely durable wasp hive. Can only be destroyed by direct exposure to fire from below.
[27B2B760]_000	Structure: Hive\nPrimary Barbed War Wasp dwelling. This one is completely destroyed.
[27B2B760]_001	Hive\n(Destroyed)
[27B2B760]_002	All of its inhabitants have been exterminated, preventing regeneration.
Preload\MPR1\GuiSysMP1.pak\TEXT_ScansGameMechanics.msbt
[86AAD024]_000	Lock system engaged. Secure the area to unlock door.
[86AAD024]_001	Locked Door
[E40166BB]_000	This platform is kept aloft by a gas-based propulsion system attached to its underside.
[E40166BB]_001	Floating Platform
[875CE513]_000	This is a standard Spinner device.
[875CE513]_001	Spinner
[875CE513]_002	The generator belts of the Spinner can be activated by rapid rotational force. Use the Boost ability of the Morph Ball when inside a Spinner to activate the device.
[8BFF1117]_000	Standard Morph Ball slot. This slot is active.
[8BFF1117]_001	Morph Ball Slot
[8BFF1117]_002	Inserting the Morph Ball and detonating a Bomb will usually cause these slots to send electrical impulses that can activate different types of devices.
[8C16D17F]_000	This hanging rock structure appears to have a weak spot near its base.
[8C16D17F]_001	Stalactite
[8C16D17F]_002	Some stalactites can be dislodged from ceilings, allowing them to be used as platforms to cross otherwise unreachable areas.
[F614349B]_000	Antigravitational boosters beneath platform appear insufficient to support heavy weights for long durations.
[F614349B]_001	Sinking Platform
[F614349B]_002	This airborne platform can only support minimal weight. Excessive weight will make the platform begin to sink.
[A32EDC44]_000	Magnetic rail system track.
[A32EDC44]_001	Spider Ball Track
[A32EDC44]_002	In Morph Ball mode, press and hold {[0100|0ccd]} when close to this type of surface. Use {[0101|320054005800540052005f004c0053007400690063006b004c00650066007400520069006700680074005f0041006e0069006d000800]} to move the Ball along the track. Release {[0100|0ccd]} to disengage from the surface.\nCaution: A Morph Ball Bomb will briefly disengage the Ball from the track.
[180E604F]_000	Small Energy. Replenishes 10 units of energy.
[180E604F]_001	Small Energy
[353793AF]_000	Large Energy. Replenishes 20 units of energy.
[353793AF]_001	Large Energy
[77DB2622]_000	Ultra Energy. Replenishes 100 units of energy.
[77DB2622]_001	Ultra Energy
[9BC71C1B]_000	Missile Ammunition. Resupplies Missile Launcher with 3 rounds of ammo.
[9BC71C1B]_001	Small Missile Ammo
[A752F56A]_000	Missile Ammunition. Resupplies Missile Launcher with 5 rounds of ammo.
[A752F56A]_001	Med. Missile Ammo
[EDCD1F87]_000	Missile Ammunition. Resupplies Missile Launcher with 10 rounds of ammo.
[EDCD1F87]_001	Lg. Missile Ammo
[99BA9BFA]_000	Missile Expansion. Increases the number of Missiles you can carry by 5.
[99BA9BFA]_001	Missile Expansion
[E95E2914]_000	Energy Tank. This item permanently increases your maximum energy capacity by 100 units.
[E95E2914]_001	Energy Tank
[E5804F4E]_000	Power Bomb Ammunition. Resupplies Power Bomb with 1 round of ammo.
[E5804F4E]_001	Power Bomb Ammo
[406D5277]_000	Power Bomb Expansion. Increases the number of Power Bombs you can carry.
[406D5277]_001	Power Bomb Expansion
[350B1882]_000	Power Bomb. Press {[0100|06cd]} in Morph Ball mode to use a Power Bomb.
[350B1882]_001	Power Bomb
[1BC22F30]_000	Hunter-class gunship registered to Samus Aran. 
[1BC22F30]_001	Gunship
[1BC22F30]_002	You can return to your ship to recharge energy, reload weapons, and save progress in the game.
[50AC3B9A]_000	Analysis indicates a viable attach point for the Grapple Beam.
[50AC3B9A]_001	Grapple Point
[50AC3B9A]_002	To use the Grapple Beam, use {[0100|0bcd]} when the {[0101|220054005800540052005f0047006c00790070006800470072006100700070006c0065000100]} icon appears.
[191A6881]_000	Analysis indicates a viable attach point for the\nGrapple Beam. 
[191A6881]_001	 
[191A6881]_002	Your Grapple Beam was damaged from the explosion on the research frigate and cannot currently be used.
[2F6A9C2C]_000	Analysis indicates a viable attach point for the\nGrapple Beam. 
[59C2FAFA]_000	Missile Launcher
[7E28D21A]_000	Area must be secure to access Door Control.
[90A7231C]_000	Beam Combo Attachment
[F7333676]_000	Super Missile
[A258EB79]_000	Ice Spreader
[64C92BBB]_000	Flamethrower
[6056B36F]_000	Wavebuster
[265142BA]_000	There is a Blast Shield on the door blocking access. 
[265142BA]_001	Blast Shield
[265142BA]_002	Analysis indicates that the Blast Shield is invulnerable to Beam weapons. Explosive weapons may damage it.
Preload\MPR1\GuiSysMP1.pak\TEXT_ScansIceWorld.msbt
[2DDB22E1]_000	Access to {color[ff0a0aff]}Magmoor Caverns West {color[000000ff]}granted. Please step into the hologram.
[38F9BAC5]_000	Transport to {color[ff0a0aff]}Magmoor Caverns West{color[000000ff]} active.
[63FF595D]_000	This ice structure blocks\nthe hall. 
[63FF595D]_001	 
[63FF595D]_002	A concussive blast should be able to clear it out of the way.
[D0E9D1C9]_000	Grating has become brittle from temperature fluctuations. Large traces of {color[ff0a0aff]}Radion{color[000000ff]} detected.
[BFE4ED0B]_000	Blast Shield over door\nis secure.
[BFE4ED0B]_001	 
[BFE4ED0B]_002	Shield controls are elsewhere in the Phendrana Shorelines area.
[7768D1D3]_000	The door directly above has been unlocked.
[8D4F3419]_000	This platform is kept aloft by a gas-based propulsion system attached to its underside. 
[3CB3C634]_000	This {color[ff0a0aff]}Cordite{color[000000ff]} statue is worn and weathered.
[3CB3C634]_001	 
[3CB3C634]_002	Scan indicates the presence of a Power Conduit behind\nthe statue. 
[5CDD8F79]_000	Something behind the wall seems to have been activated.
[CF1A421A]_000	The ice covering this opening can be melted with extreme heat.
[30C2F00A]_000	Magnetic rail system track detected.
[30C2F00A]_001	 
[30C2F00A]_002	It appears to be active. Spider Ball technology required to access track.
[3ED1C254]_000	A statue depicting a Chozo balancing the plane of existence on his hands. 
[A5309369]_000	The statue's hands seem to be frozen in place.
[8B3357DF]_000	There appears to be a shell of ice encasing a water basin. The water originated from the statue's mouth.
[4182CF44]_000	This gate blocks the entrance to the next room. A strange statue resides at the pivot.
[BE6E9887]_000	A statue depicting the bust of a Chozo {color[ff0a0aff]}shaman{color[000000ff]} adorns\nthis door.
[BE6E9887]_001	 
[BE6E9887]_002	A symbol is carved into its forehead. The translation reads, 'To pass my gaze, seek my twin within this room.'
[C8BF77EC]_000	This is a statue depicting the bust of a Chozo {color[ff0a0aff]}shaman{color[000000ff]}. 
[C8BF77EC]_001	 
[C8BF77EC]_002	Several stress fractures can be seen running along the surface of this{color[ff0a0aff]} Brinstone {color[000000ff]}object.
[4E2B0542]_000	This is a statue depicting the bust of a Chozo {color[ff0a0aff]}warrior{color[000000ff]}. 
[4E2B0542]_001	 
[4E2B0542]_002	This statue is flawless.
[8577D6E7]_000	This is a statue depicting the bust of a Chozo {color[ff0a0aff]}architect{color[000000ff]}.
[8577D6E7]_001	 
[8577D6E7]_002	This statue is flawless.
[9872E65F]_000	This is a statue depicting the bust of a Chozo {color[ff0a0aff]}philosopher{color[000000ff]}.
[9872E65F]_001	 
[9872E65F]_002	This statue is flawless.
[D4107F49]_000	Wave Beam
[5BFEB446]_000	New personnel must report to the south research facility.
[5BFEB446]_001	 
[5BFEB446]_002	Failure to report will be penalized by a 30% ration cut and extra duty.
[DD6AC6E8]_000	Western Temple is in Phase 2 lockdown.
[DD6AC6E8]_001	 
[DD6AC6E8]_002	All projects are postponed. Under no circumstances are personnel to attempt access.
[1636154D]_000	All ballistics support personnel report to Research Lab Hydra.
[1636154D]_001	 
[1636154D]_002	Lockdown containment plan 3A in effect until further notice. 
[853720F1]_000	Save Station
[853720F1]_001	Save Station
[853720F1]_002	Step into these stations to save your game and fully restore your energy.
[0564C276]_000	The ice covering this opening can be melted with extreme heat.
[B1AFD018]_000	The ice covering this opening can be melted with extreme heat.
[09A0E022]_000	Structural weakness found in stalactite. Structure may destabilize if impacted.
[5B3D6C86]_000	Propulsion units used to make platforms float are insufficient to support full Power Suit weight indefinitely. 
[CD60B229]_000	Platform realignment successful.
[DEF3DB86]_000	This fish appears to be frozen under a sheet of extremely smooth ice.
[253033B4]_000	Platforms are now offline.
[CC15A04B]_000	Boost Ball
[BE989A7F]_000	Multiple microscopic fractures found throughout {color[ff0a0aff]}Sandstone{color[000000ff]} wall section. 
[4EF566ED]_000	Normal water flow to fountain has been blocked.
[D5C2B919]_000	Generator belts can be activated by rapid rotational force on treads in base of aperture. 
[628E4B6C]_000	This {color[ff0a0aff]}Spinner{color[000000ff]} device has been previously used. It has shut itself off.
[1B9CD6CF]_000	This device is currently\nnot active.
[91836F3B]_000	This slot is inactive. It can likely be activated by something nearby.
[E2E9D99D]_000	This slot is now active.
[5D8AD7A7]_000	This slot has temporarily shut itself off.
[D88E409E]_000	This unanchored platform floats on the surface of\nthe water. 
[A5410B90]_000	This door has no power.
[A5410B90]_001	 
[A5410B90]_002	A nearby {color[ff0a0aff]}Power Conduit{color[000000ff]} must be energized for it to open. A blast of electrical energy will energize the conduit. The conduit radiates some heat that is invisible in the normal spectrum. 
[F1324659]_000	Heavy magnetic field detected emanating from treads in track.
[C3974856]_000	One-way access hatch. Entry point lies elsewhere.
[A1C2F004]_000	Schematics for Glacier One Secure Zone accessed.
[A1C2F004]_001	 
[A1C2F004]_002	Personnel bound for research area proceed directly to Checkpoint.
[275682AA]_000	Schematics for Research Lab Hydra accessed.
[275682AA]_001	 
[275682AA]_002	To access Research Lab Hydra, proceed through the {[0100|37cd]} {color[8a2be2ff]}Wave Doors{color[000000ff]} to the south.
[480CB15F]_000	Map Station
[480CB15F]_001	Map Station
[480CB15F]_002	Walk into Map Station holograms to download a map of the area you're in.
[17BB8397]_000	Empty stasis tank used for biological specimens.
[17BB8397]_001	 
[17BB8397]_002	Latent radiation readings indicate specimen was highly irradiated.
[729AB1A4]_000	Circuit breakers for lab subprocessing.
[D32CE762]_000	There is a large fuel cell attached to the base of\nthis tower. 
[D32CE762]_001	 
[D32CE762]_002	Energy readings detect rapid fluctuations in power levels. The {color[ff0a0aff]}Radion{color[000000ff]}-based outer casing of the structure appears damaged and unstable.
[F280C8F9]_000	Aeration canisters used to filter toxins from Tallon atmosphere.
[432A23EA]_000	Force Field accessible only through Space Pirate bio-imaging. Impossible to breach.
[2902CF96]_000	Project Titan specimen is immobilized in Quarantine Cave.
[2902CF96]_001	 
[2902CF96]_002	Relocation is recommended due to increased violent activity.
[AF96BD38]_000	Phazon ore appears to bind through Phazon energy.
[AF96BD38]_001	 
[AF96BD38]_002	Thermal Imaging is required to detect the highest concentration of radioactivity, which serves to bind the stones together. Imaging research is being conducted in the Containment Vault area of the facility.
[64CA6E9D]_000	Phazon ore is extremely durable and blast-resistant.
[64CA6E9D]_001	 
[64CA6E9D]_002	Although the armor-like qualities of this shell provide ample protection, Thermal Imaging can be used to detect weak areas in the casing. Improvements must be made to this shell in the event that these weaknesses are found by aggressors. 
[79CF5E25]_000	East Quarantine Cave is restricted to Blue-level security.
[79CF5E25]_001	 
[79CF5E25]_002	Authorized personnel permitted entry only after bioscan. 
[1CD546F0]_000	Save Station
[1CD546F0]_001	Save Station
[1CD546F0]_002	Step into these stations to save your game and fully restore your energy.
[7B23249C]_000	Access to {color[ff0a0aff]}Control Tower{color[000000ff]} granted. Please step into\nthe hologram.
[4B0B4EB3]_000	Transport active.
[C6E94852]_000	Access to {color[ff0a0aff]}Research Lab Aether{color[000000ff]} granted. Please step into\nthe hologram.
[5A7624CA]_000	Transport active.
[F880C37B]_000	Empty stasis tank used for biological specimens.
[F880C37B]_001	 
[F880C37B]_002	Latent radiation readings indicate specimen was highly irradiated before removal.
[7E14B1D5]_000	Empty stasis tank used for biological specimens.
[7E14B1D5]_001	 
[7E14B1D5]_002	Faint radiation readings indicate tank has been empty for some time.
[B5486270]_000	Empty stasis tank used for biological specimens.
[B5486270]_001	 
[B5486270]_002	Scarified glass indicates subject perished violently in tank and was recently removed.
[E9C175F9]_000	Stasis tank operational but currently empty.
[6787525A]_000	Specimen 029 >> Life signs normal. Pulse at 140%, mass increase of 4%.  
[6F550757]_000	Stasis tank operational but currently empty.
[E11320F4]_000	Specimen 043 >> Decreased vital signs. Cold damping appears stable.
[A409D4F2]_000	Stasis tank operational but currently empty.
[2A4FF351]_000	Specimen 102 >> Increased volatility recorded. Predator awareness indicated even in cold stasis.
[B90CE44A]_000	Stasis tank operational but currently empty.
[374AC3E9]_000	Specimen 002 >> Euthanized 12.091.4 after psychotic episode. Scheduled for removal.
[A91AEF5F]_000	Access to Research Lab Aether limited to Team Sclera only.
[A91AEF5F]_001	 
[A91AEF5F]_002	Personnel bound for Holo-observatory must use West Elevator.
[E4D24E54]_000	Ice Beetle infestation in Ice Vault region has been 95% exterminated.
[E4D24E54]_001	 
[E4D24E54]_002	Report any sightings to security immediately.
[F9D77EEC]_000	Orpheon impact site confirmed at heading mark 22.10.09. All medical crews report immediately. 
[3CF3B704]_000	Encrypted data found.\nDownloading to Log Book...
[3CF3B704]_001	Parasite Larva
[3CF3B704]_002	Log 10.515.8\nOur initial tests exposing Tallon IV’s indigenous parasites to Phazon appear to be successful. Increases in strength, size and aggressiveness are common in all test subjects, as well as unforeseen evolutions like additional poison sacs within the abdomen and the appearance of a second ring of mandibles in several subjects. These creatures were chosen because of their resilience, and it appears possible that, given enough exposure to Phazon, they may one day be able to survive on any planet we transport them to. Our methods will have to be refined; we currently have a 100% extinction rate after the fourth infusion period, and most survivors of the third infusion stage are so violent and uncontrollable that they have to be euthanized. Even still, we remain hopeful that further experimentation will result in success.
[BA67C5AA]_000	Stasis tanks operating at 40% capacity.
[BA67C5AA]_001	 
[BA67C5AA]_002	Temperature regulation errors have been rectified as of 12.112.4.  
[713B160F]_000	Increased acidity levels recorded in Phazon\namniotic bath.
[713B160F]_001	 
[713B160F]_002	This is likely a side effect of Phazon ingestion by test subjects.
[D708C99A]_000	Phazon infusion within central energy core of Xenome S-a is at 70% saturation. Increased dosage appears viable.
[519CBB34]_000	Xenome S-a is undergoing relocation to Lab Hydra.
[519CBB34]_001	 
[519CBB34]_002	Subject's transfer ordered after a pronounced increase in aberrant behavior. Security clearance ADR-13.
[6ABA68CA]_000	Transfer of Specimen 344 to Lab Hydra complete. Further infusion suspended pending security assessment.
[EC2E1A64]_000	Prep work on all empty stasis tanks must be completed before specimen batch Y arrives on 12.312.2.
[FF533091]_000	Mutation strain 776-V shows massive absorption capacity influx. Strain replication is now under way.
[79C7423F]_000	Phazon batch 1734.D shows mandible mutation across all subjects. Cross-infusion with batch 1622.G recommended. 
[B29B919A]_000	Xenome behavioral patterns show decreased reflex activity at temperatures below freezing.
[413F3F4B]_000	Warning: Do not handle sedated Xenomes without proper ice containment equipment. 
[C7AB4DE5]_000	Strain 776-V has been successfully replicated.
[C7AB4DE5]_001	 
[C7AB4DE5]_002	We have named it Strain Vertigo. Mutation of Beta Xenomes proceeding.
[0CF79E40]_000	Viral pathogens found in several Xenomes have been traced to Phazon batch 1664.Z. Terminate all subjects.
[D2C3A74C]_000	Empty stasis tank used for biological specimens. Latent radiation readings indicate specimen was highly irradiated before recent removal.
[AD3A067B]_000	Phazon Infusion Stage 5\nSubject Xenome F-c >> Cold damping is becoming ineffective. Keep subject sedated at all times.
[5457D5E2]_000	Empty stasis tank used for biological specimens. Latent radiation readings indicate specimen was highly irradiated before removal.
[2BAE74D5]_000	Specimen 070 >> Optimal absorption mutation has led to unexpected degeneration of internal organs.
[D4D66710]_000	Upper stasis tanks online. Phazon drip lines secure.
[524215BE]_000	Phazon fluid bath levels at 70%. Checking diagnostics per procedure 12.003.8.
[991EC61B]_000	Daily decontamination is now required for all personnel working in Lab Aether. 
[841BF6A3]_000	Tissue samples from stasis tanks must be hand-carried to Lab Hydra for analysis. Notify security of all material moves.
[9CAE81C9]_000	This Force Field blocks the entrance. Something nearby must be able to deactivate it.
[5DC503C9]_000	Access to {color[ff0a0aff]}Research Lab\nHydra{color[000000ff]} granted.
[609E5096]_000	Platform active.
[9FB25C24]_000	{color[ff0a0aff]}Cordite{color[000000ff]} casing of column appears weak.
[43A6A211]_000	Missile Expansion
[43C0737A]_000	Generator belts can be activated by rapid rotational force on treads in base of aperture. Currently inactive.
[7A4BB563]_000	Generator belts can be activated by rapid rotational force on treads in base of aperture.
[B2C46B34]_000	Lower node of astronomical holographic projector. Currently deactivated.
[E5CC8D9A]_000	Lower node of astronomical holographic projector functioning normally.
[88DD2022]_000	Upper node of astronomical holographic projector. Currently deactivated.
[43EDACB1]_000	Upper node of astronomical holographic projector functioning normally.
[91A941F1]_000	Encrypted data found.\nDownloading to Log Book...
[91A941F1]_001	Contact
[91A941F1]_002	Log 10.299.2\nScans of the Spiral Sector detected a massive energy spike emanating from a Wanderer-class planet identified as Tallon IV. Scout reconnaissance was immediately dispatched to the center of the spike, a land mass at heading mark 40.08.02, returning with planetary samples and atmospheric imaging. Analysis shows the energy source to be an unstable radioactive material of enormous potential. We are unable to form an accurate risk-assessment at this time, but we are unlikely to find an energy source this powerful again. Analysis will continue, but currently Tallon IV appears to be a viable secondary headquarters.
[173D335F]_000	Holographic spatial schematic is in lockdown per security directive 2.23.445.
[DC61E0FA]_000	Holographic map coordinate data has been updated successfully.
[4092E3A5]_000	Upper node of astronomical holographic projector is retracted and inactive.
[C606910B]_000	Holographic projector extensions are currently inactive and need to be manually rotated.
[C606910B]_001	 
[C606910B]_002	Use the {color[ff0a0aff]}Spinners{color[000000ff]} at the base of the projector to move the arms into place.
[2C432946]_000	This slot is active.
[4EF24F59]_000	This device has been previously used. It has shut itself off.
[11969C2E]_000	Planet Zebes\nMass: 4.8 trillion teratons. 
[11969C2E]_001	Zebes
[11969C2E]_002	Profile: Planet's crust is primarily Urthic ore, making it ideal for subterranean construction. A class XIX planet, Zebes is inhospitable to most bioforms. The world was considered unremarkable until it became a base for Space Pirate forces.
[607BE850]_000	Planet Tallon IV\nMass: 5.1 trillion teratons. 
[607BE850]_001	Tallon IV
[607BE850]_002	Profile: Ecosystem studies indicate that Tallon IV was a biological paradise prior to the impact of an extraterrestrial object. What remains of the biosphere is slowly fading due to exposure to Phazon radiation. At current rate of decay, Tallon IV will be a barren Class XIII wasteland in approximately 25 years.
[9955C146]_000	Star Helialis\nTemperature: 6,500° centigrade (surface), 15,000,000° centigrade (core).\nProfile: Gold Colossus-class star. The center of the solar system.
[3DF0C0C4]_000	Planet Oormine II\nMass: 2.3 trillion teratons. 
[3DF0C0C4]_001	 
[3DF0C0C4]_002	Profile: An uninhabitable wasteland savaged by nuclear dust storms and constant seismic upheavals.
[20F5F07C]_000	Planet Bilium\nMass: 3.8 trillion teratons.
[20F5F07C]_001	 
[20F5F07C]_002	Profile: QUARANTINE. Atmosphere is rife with Miteralis, a sentient gaseous Global Exterminator virus.  
[EBA923D9]_000	Planet Twin Tabula\nMass: 4.1 trillion teratons. 
[EBA923D9]_001	 
[EBA923D9]_002	Profile: Planet is best known for 'Twin Fever,' a disease caused by a viral strain native to Twin Tabula. In the early stages of the disease, victims suffer from double vision. When the 'twin sight' fades, the victim is near death.
[6D3D5177]_000	Planet Oormine II
[A66182D2]_000	Planet Miteralis
[57373007]_000	Planet Ariolia
[9C6BE3A2]_000	Planet Viprace
[E2581248]_000	Meteor Ovus\nAnalysis of the impact zone indicates this meteor struck Tallon IV approximately 100 years prior to our scout reconnaissance of 10.299.2. Meteor is of unknown origin.
[8CD2629A]_000	Holographic sequence initialized.
[BC1CAD22]_000	Super Missile
[07EF2FA0]_000	Metroid brain scan results in.
[07EF2FA0]_001	 
