MiscData.pak\TEXT_RequiredEntries.msbt
GEN_Inventory_Numbers	0123456789
[4C8C75FE]_000	此为可动式墙面，\n启动开关位置不明。
[C752D8C9]_000	材质：{color[ff0a0aff]}沙质石头{color[000000ff]}\n有无数细小裂缝，\n硬度偏低。
[167182D9]_000	发现变形球！
[FCD69EB0]_000	已授权进入{color[ff0a0aff]}泰隆世外桃源东部{color[000000ff]}，\n请站在全息影像处。
[598EF87A]_000	移动点：\n{color[ff0a0aff]}泰隆世外桃源东部{color[000000ff]}\n电梯启动。
[411CF27E]_000	已授权进入{color[ff0a0aff]}泰隆世外桃源南部{color[000000ff]}，\n请站在全息影像处。
[48F39203]_000	移动点：\n{color[ff0a0aff]}泰隆世外桃源南部{color[000000ff]}\n电梯启动。
[9660CD3F]_000	分析完毕。\n检测到树皮含有高浓度毒素。
[9660CD3F]_001	 
[9660CD3F]_002	推测受到有毒的水源污染。
[052FFA19]_000	分析完毕。\n检测到叶片含有超高浓度毒性。
[67729B8C]_000	材质：{color[ff0a0aff]}沙质石头{color[000000ff]}\n砖块硬度极低。
[CF1DFF3B]_000	金属砖块。\n硬度极高，\n无法使用武器破坏。
[09EAED3E]_000	发现物体。\n位于墙面沟槽末端。
[3AA17A4B]_000	墙面上装饰有反射盘，\n表面虽为镜面，\n但已年久生锈。
[464DEB4E]_000	保存站
[464DEB4E]_001	保存站
[464DEB4E]_002	可保存目前为止的行动记录\n并补给能量。
[D1182586]_000	解读平板电脑的数据。\n“该区的水已全部蒸发”
[578C5728]_000	解读平板电脑数据。\n“该区曾拥有丰沛水源”
[8D21D3E4]_000	鸟人族的手工雕刻品。\n歌颂泰隆星的作品，\n具有文物价值。
[0BB5A14A]_000	鸟人族的手工雕刻品。\n歌颂泰隆星的作品，\n具有文物价值。
[6BB8EF1E]_000	鸟人族的手工雕刻品。\n仅能辨认出“鸟人”二字。
[ED2C9DB0]_000	鸟人族的手工雕刻品。\n仅能辨认出“鸟人”二字。
[BC23DC5B]_000	有机体的化石。
[D23E6579]_000	污水中检测出高浓度毒素。\n接触污水可能丧命。
[B134DA8F]_000	该区域水质已有改善，\n毒素几乎完全清除。
[B27A4583]_000	洞穴直径约1米，\n无法判断洞穴深度。
[0C486601]_000	区域供水用水管。
[0C486601]_001	 
[0C486601]_002	该区域水质已遭毒素污染，\n污染源不明。
[25E4221C]_000	该区域水质已有改善，\n毒素几乎完全清除。
[383CAFB8]_000	材质：{color[ff0a0aff]}纤维石头{color[000000ff]}\n墙面硬度偏低。
[383CAFB8]_001	 
[383CAFB8]_002	施加冲击可使其粉碎。
[4AB5C662]_000	地图站
[4AB5C662]_001	地图站
[4AB5C662]_002	站在全息影像处\n可下载区域地图。
[8760B948]_000	发现金属制的桥。\n虽然老旧但仍可使用。
[D4B79570]_000	发现排水口。\n检测到高浓度毒素流出的痕迹。
[8CFC488C]_000	检测到强烈毒性。\n污水极其危险，\n接触后可能丧命。
[06ABDBE4]_000	发现可动单位。\n现已停止运作，\n检测到内部有生命迹象。
[F2B59673]_000	正在发送特定频率的信号，\n似乎在引诱血黄蜂。
[41E038A0]_000	发现特殊物体。\n除了桥以外，\n查无其他路径可以接近。
[089EA5AA]_000	发现导弹！
[6B6BF25D]_000	机器人：蜂巢图腾柱\n鸟人族创造的\n道具守备单位。
[6B6BF25D]_001	蜂巢图腾柱
[6B6BF25D]_002	没有配备武器的防御机器人，\n主要通过保护有机单位\n并与其连动以抵御外敌。\n配备有高强度装甲，\n但指挥有机单位时\n会暴露无装甲部位。
[17D2E17B]_000	直径约1米的管状通道，\n可通往别的房间。
[C610DFE6]_000	已授权进入{color[ff0a0aff]}火山洞穴北部{color[000000ff]}，\n请站在全息影像处。
[B4B44968]_000	移动点：\n{color[ff0a0aff]}火山洞穴北部{color[000000ff]}\n电梯启动。
[CFC1820C]_000	第1道门锁。
[CFC1820C]_001	 
[CFC1820C]_002	门锁被金属栅栏挡住了。
[4955F0A2]_000	第2道门锁。
[4955F0A2]_001	 
[4955F0A2]_002	门锁被金属栅栏挡住了。
[82092307]_000	第3道门锁。
[82092307]_001	 
[82092307]_002	门锁无栅栏阻挡，\n可以解除。
[0B844A0F]_000	已解除栅栏，\n可使用门锁。
[B129F906]_000	已解锁。
[420BC116]_000	高硬度的金属门。\n解开3道门锁后可开启。
[0E279F59]_000	导弹包：\n可增加导弹持有上限的道具。
[5DD99EA4]_000	枝干阻挡了约70%的通道。\n在地面附近发现缺口。
[EE332C83]_000	从状似轨道的物体表面\n侦测到强大磁力。
[DA9F63A6]_000	检测到强烈毒性。\n污水极其危险，\n接触后可能丧命。
[9D49025A]_000	一种喷泉。\n出水口被植物组织堵塞。
[8F99D084]_000	毒素已几乎清除。
[B7FB6DFE]_000	喷泉出水正常。\n出水口处的植物组织已去除。
[3377CAD1]_000	金属砖块。\n硬度极高，\n无法使用武器破坏。
[1343B73D]_000	解读鸟人族全息影像。\n“水中 污染物\n追寻 阳光”
[95D7C593]_000	解读鸟人族全息影像。\n“污染物 自泰隆中心\n流淌而出”
[5E8B1636]_000	解读鸟人族全息影像。\n“真相 揭示于\n我族 神殿“
[2AA5F89C]_000	解读平板电脑数据。\n“高浓度毒素正在污染水源”
[6CD2CB9D]_000	解读平板电脑数据。\n“正在改善水质”
[AC318A32]_000	解读平板电脑数据。\n“毒素导致水质污染，\n检测不到水中微生物”\n
[AC318A32]_001	 
[AC318A32]_002	“此地生态圈\n将于3周内毁灭殆尽”
[1B22C834]_000	解读平板电脑的数据。\n“正在改善水质”
[170D9467]_000	毒素污染度90%。\n推测污染源来自\n目前所在地以北。
[378B9EB4]_000	该区域水质已有改善，\n毒素几乎完全清除。
[5B405F0A]_000	解读鸟人族文字。\n“鸟人与自然同在”
[DDD42DA4]_000	解读鸟人族文字。\n“鸟人与宇宙同在”
[DDD42DA4]_001	 
[DDD42DA4]_002	“植物腐朽 生物变异\n生灵万物 濒临危机\n忽现新生 自天而降”
[65E67DB3]_000	检测到强烈毒性。\n污水极其危险，\n接触后可能丧命。
[C77E6D71]_000	该区域水质已有改善，\n毒素几乎完全清除。
[E8F59FA7]_000	材质：{color[ff0a0aff]}斑迪兹姆{color[000000ff]}\n墙面不平整，\n可用武器破坏。
[0553A3E7]_000	分析完毕。\n树木的大部分细胞\n已遭毒素侵蚀。
[83C7D149]_000	整棵树都在腐烂。
[489B02EC]_000	此为泰隆历百年古树。
[2B9FDDE1]_000	树叶皆遭毒素侵蚀而腐败，\n散发着强烈的臭味。
[70643037]_000	裂缝深约3米，\n内部有生命迹象。
[FFE3A083]_000	材质：{color[ff0a0aff]}沙质石头{color[000000ff]}\n整面墙硬度偏低。
[195C6807]_000	枝干沿着墙上的洞往里面延伸。
[6129FE1A]_000	检测到强烈毒性。\n污水极其危险，\n接触后可能丧命。
[877B4C18]_000	金属门。\n表面有4个“符文”。
[877B4C18]_001	 
[877B4C18]_002	扫描房间内的所有符文，\n与之连动即可开门。
[44B9E763]_000	“符文”与门连动中。
[053B10A6]_000	启动符文。
[053B10A6]_001	 
[053B10A6]_002	将房内的4个符文全数启动，\n即可开门。
[795A357D]_000	启动符文。
[795A357D]_001	 
[795A357D]_002	将房内的4个符文全数启动，\n即可开门。
[E455D40B]_000	启动符文。
[E455D40B]_001	 
[E455D40B]_002	将房内的4个符文全数启动，\n即可开门。
[81987ECB]_000	启动符文。
[81987ECB]_001	 
[81987ECB]_002	将房内的4个符文全数启动，\n即可开门。
[F8DF3DA2]_000	植物形态：富拉古拉\n受费原子影响突变的植物。
[F8DF3DA2]_001	富拉古拉
[F8DF3DA2]_002	拥有显著的植物特征，\n兼具动物运动能力的生物。\n\n细胞内含有特殊叶绿素，\n可快速进行光合作用\n获取活动能量。\n光合作用时排出的是\n强烈的毒素而非氧气，\n导致遗迹水源被污染。\n雌蕊具有强烈的攻击性，\n但只能在阳光下活动。\n\n外层覆盖着厚重坚固的表皮，\n用武器攻击也无法伤害本体，\n将其打晕能使其暂时停止活动。
[4BC138B5]_000	植物形态：富拉古拉的触手\n富拉古拉沿排水沟生长的触手。
[4BC138B5]_001	富拉古拉的触手
[4BC138B5]_002	触手深处有富拉古拉的弱点\n“中央神经系统”。
[0FB3D07F]_000	发现太阳能聚集镜，\n通过冲击使其倾斜，\n可阻断阳光。
[F1E43726]_000	毒素浓度98%，\n极其危险，需避免接触。
[029D73BD]_000	Mechanical lifting device detected beneath stonework.
[92C600F3]_000	发现防护服！
[0C4980B6]_000	门被藤蔓植物组织缠绕，\n无法正常使用。\n无法使用武器破坏。
[F3142012]_000	未检测出毒素，\n水质似乎已改善。
[E956591A]_000	材质：{color[ff0a0aff]}柯鲁达合金{color[000000ff]}\n此壁挂物已有裂痕，\n但硬度仍偏高。
[6FC22BB4]_000	材质：{color[ff0a0aff]}柯鲁达合金{color[000000ff]}\n此壁挂物已有裂痕，\n但硬度仍偏高。
[E3B614B2]_000	挡住磁性轨道的金属门上\n有4个“符文”。
[E3B614B2]_001	 
[E3B614B2]_002	扫描房间内的所有符文，\n与之连动即可开门。
[CEB768E5]_000	启动符文。
[CEB768E5]_001	 
[CEB768E5]_002	将房内的4个符文全数启动，\n即可使用轨道。
[48231A4B]_000	启动符文。
[48231A4B]_001	 
[48231A4B]_002	将房内的4个符文全数启动，\n即可使用轨道。
[837FC9EE]_000	启动符文。
[837FC9EE]_001	 
[837FC9EE]_002	将房内的4个符文全数启动，\n即可使用轨道。
[9E7AF956]_000	启动符文。
[9E7AF956]_001	 
[9E7AF956]_002	将房内的4个符文全数启动，\n即可使用轨道。
[EAF38FD2]_000	发现水泵控制装置。\n似乎已停止运作。
[0F88EEE5]_000	由鸟人族文字变形而成的符号，\n意为“巨大的植物”。
[2C76EDEC]_000	发光圆柱运作率80%。
[FB1E0456]_000	发现金属牢笼。\n强度因腐蚀而变低。
[42228BC6]_000	检测到超高浓度毒素。\n极其危险，需避免接触污水。
[C8B4AA9D]_000	解读平板电脑数据。\n“因地板破损，污水已流入。”
[4E20D833]_000	解读平板电脑数据。\n“毒素源头位于300米内。”
[30A8D273]_000	保存站
[30A8D273]_001	保存站
[30A8D273]_002	可保存目前为止的行动记录\n并补给能量。
[ABDB38A7]_000	保存站
[ABDB38A7]_001	保存站
[ABDB38A7]_002	可保存目前为止的行动记录\n并补给能量。
[D0CA50E3]_000	发现微量沉淀物痕迹，\n似乎曾有水流过排水沟。
[28C18C39]_000	裂缝深约3米，\n内部有生命迹象。
[3028D6F5]_000	此为干燥的植物根。\n虽尚未腐败但已无生命迹象。
[50BA65EF]_000	材质：{color[ff0a0aff]}沙质石头{color[000000ff]}\n直径约1米的障碍物\n堵住了洞口。
[309B906A]_000	Unidentified life-form is in low-level sleep state. Heart rate status at 4 beats per minute.
[3B6562E9]_000	金属门，\n表面有4个“符文”。
[3B6562E9]_001	 
[3B6562E9]_002	扫描房间内的4个符文，\n与之连动即可解锁。
[51852241]_000	门锁已解除，\n即将开门。
[DDACCF22]_000	启动符文。
[DDACCF22]_001	 
[DDACCF22]_002	将房内的4个符文全数启动，\n即可解除门锁。
[5B38BD8C]_000	启动符文。
[5B38BD8C]_001	 
[5B38BD8C]_002	将房内的4个符文全数启动，\n即可解除门锁。
[90646E29]_000	启动符文。
[90646E29]_001	 
[90646E29]_002	将房内的4个符文全数启动，\n即可解除门锁。
[8D615E91]_000	启动符文。
[8D615E91]_001	 
[8D615E91]_002	将房内的4个符文全数启动，\n即可解除门锁。
[9DC85413]_000	发现蓄光束！
[BEAD7242]_000	装置运作率50%。\n正以低效率补给能量。
[34F62F5E]_000	从状似轨道的物体表面\n侦测到强大磁力。
[02D3788C]_000	发现金属装饰。\n强度因腐蚀而变低。
[AE4D486C]_000	换气扇运作中，\n功能正常。
[55BB4BEB]_000	解读平板电脑数据。\n“天花板崩塌原因：不详”
[D32F3945]_000	解读平板电脑数据。\n“继续崩塌可能性较低”
[B1DA46A2]_000	材质：{color[ff0a0aff]}沙质石头{color[000000ff]}\n堵住洞口的墙，\n强度偏低。
[564F8F4F]_000	Unidentified life-form is in low-level sleep state. Heart rate status at 8 beats per minute.
[94D7E7EA]_000	此为升降台。\n所有系统恢复运作后即可启动。
[2DCD4A8D]_000	装置已停止，\n但功能并未受损。\n启动后即可正常运作。
[46FDF6A5]_000	排水装置启动。\n正在为该区域排水。
[46FDF6A5]_001	The water may not stay drained for long, as this machine already seems to be losing power. 
[74A37F2A]_000	装置运作中，\n水已排净。
[7B4B2726]_000	炸弹栏位停止运作，\n请先启动其他系统。
[7B4B2726]_001	 
[7B4B2726]_002	整个系统的总开关。
[3F2477B6]_000	已启动与栏位连动的装置。\n关闭炸弹栏位功能。
[3CB020F4]_000	Machine is inactive.
[FB379A6B]_000	1号升降台控制装置启动，\n升降台已上升。
[FB379A6B]_001	未于时间内\n启动下个系统，\n装置已停止。
[273924AE]_000	装置可正常运作。
[0FFFC128]_000	There are a series of power cords leading from this slot to the inactive machine in this room. 
[0FFFC128]_002	此为系统总开关。
[3A10E335]_000	已启动与栏位连动的装置。\n关闭炸弹栏位功能。
[854BFB1C]_000	装置已停止，\n但功能并未受损。\n启动后即可正常运作。
[26A143EE]_000	2号升降台控制装置启动，\n升降台已完全上升。
[A5CA60AB]_000	The machine connected to this slot is currently functioning. This slot has turned itself off.
[18D7A5E8]_000	There are a series of power cords leading from this slot to the inactive machine in this room. 
[18D7A5E8]_001	This may be the master switch for the machine.
[AE0F5DDE]_000	发现炸弹栏位。\n装置可使用，\n但无法于水中运作。
[C7923B30]_000	Although this object is composed of minerals, some vital energies are present as well.
[AA7415BB]_000	Update: Object classified as Stone Toad. Skin impervious to standard weapons. Creature’s feeding impulse may be triggered by the Morph Ball.
[41A60069]_000	机器人：\n突击火焰喷射枪AO-1837\n火焰放射型防御单位。
[41A60069]_001	突击火焰喷射枪AO-1837
[41A60069]_002	能释放高温火焰，\n歼灭外敌。\n\n具有高硬度外部装甲，\n可抵挡物理攻击而不伤及内部，\n故可用于保存道具。\n缺点是转速固定，\n旋转时会暂时暴露内部构造。
[6074C4DB]_000	材质：{color[ff0a0aff]}沙质石头{color[000000ff]}\n堵住洞口的墙，\n强度偏低。
[236BD87E]_000	发现炸弹！
[D8D21313]_000	材质：{color[ff0a0aff]}斑迪兹姆{color[000000ff]}\n这一带的地面构造不平整。
[D8D21313]_001	 
[D8D21313]_002	若受到强烈冲击，\n地面会有崩塌的危险。
[07868528]_000	This machine ruptured some time ago. Cause of rupture is unclear.
[8112F786]_000	The interior of this machine appears hollow and empty.
[EDE54A35]_000	Heavy magnetic field detected emanating from treads in track.
[FD6BF58E]_000	发现鸟人族碑文，\n开始解读。
[FD6BF58E]_001	Spreading Evil
[FD6BF58E]_002	The cries of this dying land pulled us from our dreaming state, and now we Chozo walk as ghosts while the Great Poison sinks into the trees and waters, devouring all life. Some creatures survive, but their forms grow as twisted and evil as the force that fell from the sky. The heart of the planet will succumb soon, and so will we, even in our ghostly states. Already many Chozo have faded and passed into the unknown. The Great Poison is unlike anything we have glimpsed in this or any dimension. It eats relentlessly, worming out life wherever it blooms and corrupting what it cannot kill. It will be our undoing. Our last hope lies in the Cradle, the temple we hope might contain this abomination. It is almost complete, hovering over the impact site, the dark heart of the spreading evil. If we can finish before the last of our kind drifts into madness or death, there is a chance for this world. If we fail, we are doomed with it.
[0D13BBC6]_000	此目标具备机械结构，\n应为可动式。
[1A0CA3B4]_000	解读鸟人族全息影像。\n“崇高之人 我们\n称之为 长老”
[C2F44A51]_000	放射线收集机。\n吸收太阳光并转为能量的装置。\n正常运作中。
[9E9F3E13]_000	鸟人长老：\n推测为鸟人族长老的雕像。
[9E9F3E13]_001	 
[9E9F3E13]_002	在鸟人传说中，\n雕像是坟墓或神殿的守护者。\n从关节构造来看，应为可动式。
[B067FF64]_000	此装置已关闭电源。
[6B0DD3BF]_000	栏位上设置了带扣，\n可利用控制装置解除。\n控制装置所在地不明。
[6B0DD3BF]_001	 
[6B0DD3BF]_002	根据分析结果，\n此装置的控制按钮位于高处。
[A6CBD058]_000	一种电磁力场。\n释放同频率电磁波可消除力场。
[82B81EB7]_000	带电粒子活化力场。\n释放同频率等离子可消除力场。
[6835A8DD]_000	负自旋电子力场。\n释放同样的负温度能量粒子\n可消除力场。
[A9905BD1]_000	一种电磁力场。\n释放同频率电磁波可消除力场。
[12936846]_000	带电粒子活化力场。\n释放同频率等离子可消除力场。
[33471594]_000	负自旋电子力场。\n释放同样的负温度能量粒子\n可消除力场。
[ABFD0A7A]_000	This slot appears to be activated and awaiting input.
[92F752C6]_000	解读鸟人族全息影像。\n“台座上 沉睡着\n伟大的 长老之力”
[E8B3E6C6]_000	导弹站
[E8B3E6C6]_001	导弹站
[E8B3E6C6]_002	可将导弹补充至持有上限。
[4E6F1B4A]_000	安保屏障解除，\n已可正常通过。
[A84B32DE]_000	此处设有安保屏障，\n无法通过。
[EA375DD1]_000	解读鸟人族全息影像。\n“唯有12文物持有者\n可以挑战 大灾害”
[0362D31D]_000	解读鸟人族全息影像。\n“大灾害 是鸟人\n能力 不可及之物”
[98FF4A67]_000	材质：{color[ff0a0aff]}纤维石头 {color[000000ff]}\n柱子表面已严重损毁。
[184B718E]_000	柱子的损毁面积持续扩大，\n受到冲击会有崩塌危险。
[781B9802]_000	损毁部分已清除，\n柱子无法再支撑建筑。
[6CA11B21]_000	与排水沟连动的装置\n让蓄水池水位维持在95%。
[12E69FCA]_000	排水沟盖遭到破坏，\n装置无法正常运作。
[C2E2D9DB]_000	材质：{color[ff0a0aff]}泰隆合金\n{color[000000ff]}排水沟盖。\n强度有所降低。
[C2E2D9DB]_001	 
[C2E2D9DB]_002	强度普通。
[4F15E331]_000	发现冰冻光束！
[DCEB9E70]_000	昆虫形态：泰隆甲虫\n于地底移动的昆虫。\n外壳坚硬，极具攻击性。
[DCEB9E70]_001	泰隆甲虫
[DCEB9E70]_002	用强有力的嘴凿开岩石\n在地底移动。\n平常潜伏在地底，\n一旦察觉到有生物靠近，\n就会爬出地面迅速发动攻击。
[D08D80F4]_000	昆虫形态：巨人甲虫\n拥有高硬度甲壳的昆虫。
[D08D80F4]_001	巨人甲虫
[D08D80F4]_002	巨大的头部甲壳\n硬度在金属以上，\n会用角状部位施展突刺攻击。\n因腹部相对脆弱，\n为了保护腹部，\n移动时总是与敌人面对面。
[78CD9847]_000	昆虫形态：泰隆黄蜂\n飞行系昆虫，\n身上的针带有剧毒，贯穿力强。
[78CD9847]_001	泰隆黄蜂
[78CD9847]_002	察觉危险或敌人时会离开巢穴，\n伸出毒针从空中极速俯冲攻击。\n\n毒针分泌的速效毒液\n能让小型生物几乎动弹不得。
[E3EFB1BF]_000	昆虫形态：有毒黄蜂\n能朝猎物发射毒针的大型黄蜂。
[E3EFB1BF]_001	有毒黄蜂
[E3EFB1BF]_002	毒针拥有异常迅速的再生能力，\n攻击射程最远可达20米，\n针内有溶解猎物的酸性化合物。
[42EF5902]_000	昆虫形态：血黄蜂\n会围绕敌人高速飞行，\n使其丧失方向感后攻击。
[42EF5902]_001	血黄蜂
[42EF5902]_002	喜欢在阴暗潮湿处筑巢，\n危险逼近时会成群出没。\n\n能用特殊信号呼朋引伴\n将敌人团团围住，\n并同时发动攻击。
[A638777F]_000	植物形态：蛇蝎杂草\n叶面布满小刺的食虫植物，\n会借此捕捉猎物。
[A638777F]_001	蛇蝎杂草
[A638777F]_002	拥有基本的感官和意识，\n察觉到危险时\n会将叶片缩到地底藏起来。\n对小型生物有害，\n但对大型生物而言\n只是有点烦而已。
[EBC8C380]_000	植物形态：有毒杂草\n叶色鲜艳的食虫植物，\n叶尖具有毒性。
[EBC8C380]_001	有毒杂草
[EBC8C380]_002	会用鲜嫩的叶子引诱猎物靠近，\n再以含有剧毒的小刺捕食猎物。\n\n和蛇蝎杂草一样，\n察觉到危险时\n会将叶片缩到地底藏起来。
[C1C44285]_000	植物形态：击打藤蔓\n生长在岩石等洞穴中的\n藤本植物。
[C1C44285]_001	击打藤蔓
[C1C44285]_002	藤蔓上的眼球\n视线范围约为10米，\n藤蔓前段呈尖锐刃状。\n一旦察觉到\n感知范围内出现的任何物体，\n就会不顾一切地用刃部攻击。
[B8AAD4A2]_000	植物形态：爆裂蘑菇\n一种菇类，\n受到冲击后会释放有毒孢子。
[B8AAD4A2]_001	爆裂蘑菇
[B8AAD4A2]_002	只要受到一点碰触，\n就会将菌盖炸开，\n散发有毒孢子。\n这种毒性可避免\n自身遭其他生物捕食。
[CD631A08]_000	昆虫形态：死亡甲虫\n群体行动的爆炸型寄生虫。
[CD631A08]_001	死亡甲虫
[CD631A08]_002	察觉到敌人后，\n会将身体埋进墙壁或地板，\n阻挡敌人前进。\n埋在墙壁或地板的死亡甲虫\n只要感觉到危险\n就会引爆自己攻击敌人。
[B90BD230]_000	异形形态：鸟人幽灵\n鸟人残存的强烈思念\n具象化后的生命体。
[B90BD230]_001	鸟人幽灵
[B90BD230]_002	有时看得见有时看不见，\n须使用X光扫描才能准确追踪。\n\n属超自然性质，\n火、冰、电等自然界能量\n对其无效。
[DAD56105]_000	两栖形态：石头蟾蜍\n皮肤呈岩石状，\n须从内部攻击才有效。
[DAD56105]_001	石头蟾蜍
[DAD56105]_002	平常几乎一动也不动。\n当有体积较小的生物接近时，\n会将其从头到尾一口吞下。\n若无法消化再吐出。\n皮肤已经岩石化，\n故实际上是陆生生物。
[CBD87ED5]_000	哺乳类形态：尖叫蝙蝠\n一种宇宙蝙蝠，\n体温最高可达121摄氏度。
[CBD87ED5]_001	尖叫蝙蝠
[CBD87ED5]_002	因体温很高，\n通过热成像画面就能轻易发现。\n\n领地意识异常强烈，\n会对任何接近的物体\n施展急速俯冲攻击。
[8BABAEF6]_000	Morphology: Eyon\nOrganism capable of channelling energy through its ocular tissue.
[8BABAEF6]_001	Eyon
[8BABAEF6]_002	Capable of launching sustained energy beams when active, the Eyon is sensitive to light and will close shut if a bright flash ignites nearby.
[044A30D3]_000	有机形态：眼球体\n整体由眼球细胞构成的\n固定型有机体。
[044A30D3]_001	眼球体
[044A30D3]_002	活动时会通过眼球组织\n连续发射能量光束。\n\n对光线很敏感，\n在附近用光照它，\n就会闭上眼睛暂时乖乖不动。
[23503982]_000	甲壳形态：义玛\n沿墙壁爬行的甲壳动物，\n拥有可自由伸缩的刺。
[23503982]_001	义玛
[23503982]_002	义玛是从演化过程中\n衍生出来的一种基玛。\n\n危险逼近时会伸出锐利的刺，\n将头藏在装甲般的壳内。
[266EB5D0]_000	Morphology: Bombu\nRaw electricity made corporeal. Periodically sloughs off explosive segments of its form.
[266EB5D0]_001	Bombu
[266EB5D0]_002	The Bombu lacks any intelligence beyond an instinctive attraction to other charged energy sources. Producing electricity in a never-ending cycle, it constantly drops excess charges away from its main form.
[71969378]_000	有机形态：蜂巢\n泰隆黄蜂的巢，\n可使用爆炸型武器破坏。
[71969378]_001	蜂巢
[71969378]_002	泰隆黄蜂善用\n四周环境中的各种材料，\n将巢筑在建筑物的缝隙中。\n外面看到的仅是巢的一部分，\n里面还有更大的空间。
[39EB5BAF]_000	有机形态：蜂巢\n当巢穴被破坏时，\n黄蜂会在巢里静待危险过去。
[39EB5BAF]_001	坏掉的蜂巢
[39EB5BAF]_002	泰隆黄蜂是一种高智慧昆虫，\n就算巢穴损毁也不会移动住处，\n存活的黄蜂能在原地再次筑巢。
[5865A504]_000	甲壳形态：眼球虫\n一边沿着墙壁爬行，\n一边发出电能脉冲的生物。
[5865A504]_001	眼球虫
[5865A504]_002	受坚硬外壳及电能力场保护，\n可抵御任何外敌的攻击，\n但察觉到危险就会躲进壳里。
[58388B4F]_000	昆虫形态：泰隆闪光虫\n能将体内的热量\n转化为光的昆虫。
[58388B4F]_001	泰隆闪光虫
[58388B4F]_002	泰隆闪光虫是一种温驯的昆虫，\n会靠近热源补充能量并转为光，\n借此照亮周围来觅食。
[6C2B07EC]_000	昆虫形态：装甲寄生虫\n拥有金属般坚硬外皮的\n一种寄生虫。
[6C2B07EC]_001	装甲寄生虫
[6C2B07EC]_002	具有强大的抗性，\n能抵挡绝大多数的普通武器，\n因此很难对其造成伤害。\n平常会在狭窄的区域内移动，\n不太具有攻击性。\n仅有腹部表皮较薄。
[B7B2F8FA]_000	昆虫形态：寄生虫\n许多行星都曾出没的害虫，\n为集群性生物。
[B7B2F8FA]_001	寄生虫
[B7B2F8FA]_002	个体生性胆小，\n但群体行动时会变得\n十分具有攻击性，\n甚至会围攻并捕食其他生物。\n体液含微量毒性，\n若大量接触恐有危险。
[9AB68CF2]_000	有机形态：蜂巢\n有毒黄蜂的巢。
[9AB68CF2]_001	Hive\n(Barbed Wasp)
[9AB68CF2]_002	非常坚固。\n除了在巢穴口下方点火燃烧外，\n没有其他方式能破坏。
[27B2B760]_000	有机形态：蜂巢\n有毒黄蜂的巢，\n已被完全破坏。
[27B2B760]_001	Hive\n(Destroyed)
[27B2B760]_002	当巢穴内的所有黄蜂死亡后，\n巢穴便无法再生。
Preload\MPR1\GuiSysMP1.pak\TEXT_ScansGameMechanics.msbt
[86AAD024]_000	门锁组件：\n通用门锁系统，\n各区域的解锁条件不同。
[86AAD024]_001	门锁组件
[E40166BB]_000	This platform is kept aloft by a gas-based propulsion system attached to its underside.
[E40166BB]_001	Floating Platform
[875CE513]_000	高速旋转器：\n辅助动力装置。
[875CE513]_001	高速旋转器
[875CE513]_002	化为变形球后\n进入高速旋转器缺口，\n使用加速功能，\n让发电机皮带迅速旋转发电，\n即可启动装置。
[8BFF1117]_000	炸弹栏位：\n亮灯代表启动中。
[8BFF1117]_001	炸弹栏位
[8BFF1117]_002	化为变形球后\n紧贴炸弹栏位使用炸弹，\n即可发出爆破震动，\n启动与其连动的装置。
[8C16D17F]_000	钟乳石：\n从洞穴上方突出的岩石，\n顶端已有裂痕。
[8C16D17F]_001	钟乳石
[8C16D17F]_002	钟乳石经撞击后\n会从洞穴上方坠落，\n可以踩在上面移动。
[F614349B]_000	Antigravitational boosters beneath platform appear insufficient to support heavy weights for long durations.
[F614349B]_001	Sinking Platform
[F614349B]_002	This airborne platform can only support minimal weight. Excessive weight will make the platform begin to sink.
[A32EDC44]_000	蜘蛛球轨道：\n磁力轨道系统。
[A32EDC44]_001	蜘蛛球轨道
[A32EDC44]_002	化为变形球靠近轨道按{[0100|0ccd]}\n可将磁力吸附在轨道上，\n推动{[0101|320054005800540052005f004c0053007400690063006b004c00650066007400520069006700680074005f0041006e0069006d000800]}可在轨道上移动。\n放开{[0100|0ccd]}后磁力失效，\n脱离轨道。在轨道使用\n炸弹时须格外小心。
[180E604F]_000	能量球：\n回复能量10点。
[180E604F]_001	能量球
[353793AF]_000	大能量球：\n回复能量20点。
[353793AF]_001	大能量球
[77DB2622]_000	超级能量球：\n回复能量100点。
[77DB2622]_001	超级能量球
[9BC71C1B]_000	导弹（补给道具）：\n补给3发导弹。
[9BC71C1B]_001	导弹（补给用）
[A752F56A]_000	导弹（补给道具）：\n补给5发导弹。
[A752F56A]_001	导弹（补给用）
[EDCD1F87]_000	导弹（补给道具）：\n补给10发导弹。
[EDCD1F87]_001	导弹（补给用）
[99BA9BFA]_000	导弹包：\n增加导弹持有上限5发。
[99BA9BFA]_001	导弹包
[E95E2914]_000	能量包：\n增加能量上限100点。
[E95E2914]_001	能量包
[E5804F4E]_000	重磅炸弹（补给道具）：\n回复1颗重磅炸弹。
[E5804F4E]_001	重磅炸弹（补给用）
[406D5277]_000	重磅炸弹包：\n增加重磅炸弹\n持有上限1颗。
[406D5277]_001	重磅炸弹包
[350B1882]_000	发现重磅炸弹！
[350B1882]_001	重磅炸弹
[1BC22F30]_000	猎人规格宇宙舰艇：\n登记人 萨姆斯·亚兰
[1BC22F30]_001	宇宙舰艇
