Bonus.wmbt
Coin_Player_1P	{key[Bonus_Coin_1P|Half]}
StaffName_0657	Noriyoshi Iwata
StaffName_0658	Mikio Mishima
StaffName_0659	Takashi Ito
StaffName_0660	Shintaro Ishii
StaffName_0661	Kenko Kawahara
StaffName_0662	Ryoji Yoshitomi
StaffName_0663	Megumi Inoue
StaffName_0762	Yasuhito Fujisawa
StaffName_0664	Yasuhisa Baba
StaffName_0763	Youichi Tada
StaffName_0665	Jeff Miller
StaffName_0666	Communication Coordinator Group
TitleName_0101	Coordination
StaffName_0668	Masashi Okamoto
StaffName_0669	Yasuhiro Kobayashi
TitleName_0102	Supervisor
StaffName_0672	Naoko Mori
TitleName_0103	Project Management
StaffName_0675	Katsuya Eguchi
StaffName_0676	Keisuke Terasaki
StaffName_0677	Masa Miyazaki
StaffName_0678	Akiya Sakamoto
TitleName_0104	Producers
StaffName_0681	Kensuke Tanabe
StaffName_0682	Toshio Sengoku
StaffName_0683	Atsushi Ikuno
StaffName_0684	Naoki Nakano
TitleName_0105	General Producers
StaffName_0687	Shinya Takahashi
StaffName_0688	Toshiyuki Nakamura
TitleName_0106	Executive Producer
StaffName_0691	Shuntaro Furukawa
TitleName_0108	Audio Support
StaffName_0768	Kirk Arndt
Tsunagi.wmbt
Key_Wario	 Move\n{key[_BUTTON_A_]} Attack
Key_Cricket	 Move\n{key[_BUTTON_A_]} Jump
Key_Eighteenvolt	 Aim\n{key[_BUTTON_A_]} Throw
Key_Mona	 Direction\n{key[_BUTTON_A_]} Boomerang
Key_Dribble	 Move\n{key[_BUTTON_A_]} Shoot
Key_Spitz	 Move\n{key[_BUTTON_A_]} Shoot
Key_Crygor	 Direction\n{key[_BUTTON_A_]} Swim
Key_Ninevolt	{key[_BUTTON_A_]} Shoot yo-yo
Key_Mike	 Move\n{key[_BUTTON_A_]} Shoot
Key_Kat	 Move\n{key[_BUTTON_A_]} Throw
Key_Ana	 Move\n{key[_BUTTON_A_]} Throw
Key_Jimmy	 Direction\n{key[_BUTTON_A_]} Attack
Key_Ashley	 Move\n{key[_BUTTON_A_]} Cast spell
Key_Orbulon	 Move\n{key[_BUTTON_A_]} Beam up
Key_Fivewatt	 Move\n{key[_BUTTON_A_]} Warp/Shock
Key_Red	 Move\n{key[_BUTTON_A_]} Drop bomb
Key_Mantis	 Move\n{key[_BUTTON_A_]} Jump
Key_Lulu	 Move\n{key[_BUTTON_A_]} Float
Key_Penny	 Spray\n{key[_BUTTON_A_]} Hover
Key_Pyoro	 Move\n{key[_BUTTON_A_]} Extend tongue
Tsunagi00	Games Left:{[0206|00960096]}\n{color[#00FFFF00]}{key[Tsunagi00|Half]}{/color}{/0206}
Tsunagi_Last	{color[#00FFFF00]}Last Game!{/color}
Tsunagi01	Effort
Contribution_1P	{key[Contribution_1P|Half]}
Contribution_2P	{key[Contribution_2P|Half]}
Contribution_Plus	+1
Contribution_Minus	-1
Tsunagi_Lv1	Level 1
Tsunagi_Lv2	Level 2
Tsunagi_Lv3	Level 3
Cmn_TotalScore_Score	Score
Cmn_TotalScore_HighScore	High Score
Cmn_TotalScore_Time	Time
Cmn_TotalScore_BestTime	Best Time
Cmn_TotalScore_NewRecord	New Record!
Cmn_GameCount	Round
Cmn_Level	Level
Cmn_Speed	Speed
SA_ScoreS_ValueBaseMulti	{key[base00|Half]}＋{key[base01|Half]}
SA_ScoreS_ValueBaseSingle	{key[Key|Half]}
SA_ScoreS_ValueLevel	× {key[Key|Half]}
SA_ScoreS_ValueSpeed	× {key[Key|Half]}
SA_ScoreS_Total	Base Score
SA_ScoreS_Plus	＋
SA_ScoreL_Score	Total:
SA_ScoreL_ValueTotal	＋{key[Key|Half]}
TA_Time_Value	{key[Min]}:{key[Sec]}.{key[MSec]}
TA_Time_Penalty	＋{key[Sec|Half]}.{key[MSec|Half]}
TA_Time_BossPenalty	＋{key[Min|Half]}:{key[Sec|Half]}.{key[MSec|Half]}
Tutorial.wmbt
Command_00	Break!
Command_01	Push!
Command_02	Defeat!
Command_03	Push!
Command_04	Grab key!
Command_05	Escape!
Command_06	Break all!
Command_07	Collect all!
Command_08	Defeat all!
Command_09	Grab!
Command_10	Let go!
Command_22	Turn around!
Command_11	Stomp!
Command_12	Shove!
Command_13	Move!
Command_14	Recall boomerang!
Command_15	Ground pound!
Command_16	Walk on ceiling!
Command_17	Beam up!
Command_18	Move!
Command_19	Move here!
Command_20	Hover in midair!
Command_21	Fill up!
Operation_Wario_0	Move
Operation_Wario_1	Attack
Operation_Cricket_0	Move
Operation_Cricket_1	Jump
Operation_Eighteenvolt_0	Aim
Operation_Eighteenvolt_1	Throw
Operation_Eighteenvolt_2	Release
Operation_Mona_0	Steer
Operation_Mona_1	Boomerang
Operation_Mona_2	Aim boomerang
Operation_Mona_3	Recall
Operation_Dribble_0	Move
Operation_Dribble_1	Shoot right
Operation_Spitz_0	Move
Operation_Spitz_1	Shoot left
Operation_Crygor_0	Steer
Operation_Crygor_1	Swim
Operation_Ninevolt_0	Shoot yo-yo
Operation_Ninevolt_1	Release
Operation_Ninevolt_2	Turn around
Operation_Mike_0	Move
Operation_Mike_1	Shoot
Operation_Kat_0	Move
Operation_Kat_1	Throw right
Operation_Ana_0	Move
Operation_Ana_1	Throw left
Operation_Jimmy_0	Aim
Operation_Jimmy_1	Attack
Operation_Ashley_0	Move
Operation_Ashley_1	Cast spell
Operation_Orbulon_0	Move
Operation_Orbulon_1	Activate beam
Operation_Fivewatt_0	Guide spirit
Operation_Fivewatt_1	Warp/Shock
Operation_Red_0	Move
Operation_Red_1	Drop bomb
Operation_Mantis_0	Move
Operation_Mantis_1	Jump
Operation_Lulu_0	Move
Operation_Lulu_1	Float
Operation_Penny_0	Spray
Operation_Penny_1	Hover
Operation_Penny_2	Cancel hover
Operation_Pyoro_0	Move
Operation_Pyoro_1	Extend tongue
Operation_Pyoro_2	Release
OperationDetail_Cricket_0	Hold for high jump
OperationDetail_Crygor_0	Hold to continue
OperationDetail_Mantis_0	Hold for high jump
OperationDetail_Lulu_0	 Ground pound from midair
OperationDetail_Pyoro_0	Retracts automatically
Demo_Next	OK
Demo_Name_Spitz	Spitz
Demo_Name_Ana	Ana
Demo_Wario	{color[#49FFFFAF]}Wario{/color} attacks in whichever\n{color[#60FFFF06]}direction he's facing{/color}.
Demo_Cricket	Jumping is {color[#49FFFFAF]}Cricket{/color}'s\nspecialty. {color[#60FFFF06]}Hold down {/color}{key[_BUTTON_A_]}\nto perform a high jump.
Demo_Eighteenvolt	{color[#49FFFFAF]}18-Volt{/color} throws his\ndisc in {color[#60FFFF06]}whichever\ndirection you tilt {/color}.
Demo_Mona	{color[#49FFFFAF]}Mona{/color} is always on the\nmove, so you have to {color[#60FFFF06]}steer\nher in the right direction{/color}.\n\nHer boomerang can be\naimed {color[#60FFFF06]}the same way{/color}.
Demo_Dribble	{color[#49FFFFAF]}Dribble{/color} always fires his\nbazooka to the {color[#60FFFF06]}right{/color}.
Demo_Dribble_Multi	{color[#49FFFFAF]}Dribble {/color}({color[#D300FFFF]}P1{/color}) always fires his\nbazooka to the {color[#60FFFF06]}right{/color}, and\n{color[#49FFFFAF]}Spitz{/color} ({color[#20FFFF35]}P2{/color}) always fires his\nbazooka to the {color[#60FFFF06]}left{/color}.
Demo_Spitz	{color[#49FFFFAF]}Spitz{/color} always fires his\nbazooka to the {color[#60FFFF06]}left{/color}.
Demo_Crygor	{color[#60FFFF06]}Press or hold {/color}{key[_BUTTON_A_]}{color[#60FFFF06]} {/color}to make\n{color[#49FFFFAF]}Crygor {/color}swim through the\nair.
Demo_Ninevolt	{color[#49FFFFAF]}9-Volt{/color}'s skateboard keeps\nhim rolling {color[#60FFFF06]}back and forth{/color}.\n\nPress {key[_BUTTON_A_]} to {color[#60FFFF06]}stop{/color} and shoot\nhis yo-yo {color[#60FFFF06]}upward{/color}.
Demo_Mike	{color[#49FFFFAF]}Mike{/color} shoots notes {color[#60FFFF06]}upward\nfrom his mouth{/color}.
Demo_Kat	{color[#49FFFFAF]}Kat{/color} {color[#60FFFF06]}jumps non-stop{/color}.\n\nShe always throws her\nshuriken to the {color[#60FFFF06]}right{/color}.
Demo_Kat_Multi	{color[#49FFFFAF]}Kat{/color}{color[#FFFFFFFF]} & {/color}{color[#49FFFFAF]}Ana {/color}{color[#FFFFFFFF]}{color[#60FFFF06]}jump non-stop{/color}.{/color}\n\n{color[#49FFFFAF]}Kat{/color} ({color[#D300FFFF]}P1{/color}) always throws her\nshuriken to the {color[#60FFFF06]}right{/color}, and\n{color[#49FFFFAF]}Ana{/color} ({color[#20FFFF35]}P2{/color}) always throws her\nshuriken to the {color[#60FFFF06]}left{/color}.
Demo_Ana	{color[#49FFFFAF]}Ana{/color} {color[#60FFFF06]}jumps non-stop{/color}.\n\nShe always throws her\nshuriken to the {color[#60FFFF06]}left{/color}.
Demo_Jimmy	{color[#60FFFF06]}Tilt{/color}  {color[#60FFFF06]}to choose the\ndirection{/color} of {color[#49FFFFAF]}Jimmy{/color}'s attack.
Demo_Ashley	{color[#49FFFFAF]}Ashley {/color}casts spells in\n{color[#60FFFF06]}whichever direction\nshe is facing{/color}.
Demo_Orbulon	{color[#49FFFFAF]}Orbulon{/color} sucks up the\n{color[#60FFFF06]}things below him{/color} by\nactivating his beam.
Demo_Fivewatt	{color[#49FFFFAF]}5-Volt{/color} warps to {color[#60FFFF06]}wherever\nher spirit takes her {/color}and\nemits a powerful shock.\n\nFYI: She can't warp to\ncertain areas.
Demo_Red	{color[#49FFFFAF]}Red{/color} drops bombs that\n{color[#60FFFF06]}explode on impact{/color}.
Demo_Mantis	Like {color[#60FFFF06]}Cricket{/color}, {color[#49FFFFAF]}Mantis{/color} is a\n{color[#60FFFF06]}master jumper{/color}.\n\nHe's so good, he can jump\n{color[#60FFFF06]}onto the ceiling and walk\naround up there{/color}.
Demo_Lulu	{color[#60FFFF06]}Press{/color} {key[_BUTTON_A_]}{color[#60FFFF06]} {/color}to make {color[#49FFFFAF]}Lulu\n{/color}float upward.\n\nShe can also perform a\nground pound from {color[#60FFFF06]}midair{/color}.
Demo_Penny	{color[#60FFFF06]}Tilt{/color}  to aim {color[#49FFFFAF]}Penny{/color}'s\nwater blaster.\n\nThe recoil will move\nher in {color[#60FFFF06]}the opposite\ndirection{/color} of the water.
Demo_Pyoro	{color[#60FFFF06]}Hold down {/color}{key[_BUTTON_A_]} to extend\n{color[#49FFFFAF]}Pyoro{/color}'s tongue.\n\nHis tongue automatically\nretracts when it's gone\nas far as it can go.
Variety.wmbt
MiniCombat_Message00	Ready...
MiniCombat_Message01	Fight!
MiniCombat_Health	HP
MiniCombat_KillCount	{key[MiniCombat_KillCount]}
MiniCombat_1P	P1
MiniCombat_2P	P2
MiniCombat_3P	P3
MiniCombat_4P	P4
MiniCombat_TimeCount	{key[MiniCombat_TimeCount|Half]}
MiniCombat_CountDown_1	1
MiniCombat_CountDown_2	2
MiniCombat_CountDown_3	3
SBVFronk_00_00	Almost swapping time...
SBVFronk_00_01	Prepare to swap!
SBVFronk_00_02	Swap incoming!
SBVFronk_01_00	Aaaand swap!
SBVFronk_01_01	Last swap!
SBVFronk_02_00	Good luck to you!
SBVFronk_02_01	Don't let me down!
SBVFronk_02_02	Remain strong!
SBVFronk_02_03	It's almost over...
SBVFronk_03	Hurry now!
SBVFronk_04	A valiant effort.
SBVFronk_05	I am in awe.
Lifting_Ready	Ready...
Lifting_Go	Go!
Lifting_ScoreUp	+1
VolleyBall_SelectCourt	Choose a court.
VolleyBall_Ready	Ready...
VolleyBall_Go	Start!
VolleyBall_CourtIn	It's in!
VolleyBall_Time	Time!
VolleyBall_Out	Out!
VolleyBall_HappeningCountDown_Caption	WARNING!
VolleyBall_CharaChange	Swap crew members!
VolleyBall_CharaSelect_Key_01	 Move　{key[_BUTTON_A_]} Select / Reselect
VolleyBall_CharaSelect_Key_02	 Move　{key[_BUTTON_A_]} Select
BalloonSplit_Change	Crew member swap!
BalloonSplit_Retry	Try again!
BalloonSplit_PlayerChange	Switch!
BalloonSplit_TurnEnd	Round complete!
BalloonSplit_TurnShuffle	Shuffle players!
BalloonSplit_Player1Turn	{[0201|CD00]}Up next... {color[#D300FFFF]}P1{/color}
BalloonSplit_Player2Turn	{[0201|CD00]}Up next... {color[#20FFFF35]}P2{/color}
BalloonSplit_Player3Turn	{[0201|CD00]}Up next... {color[#8D00FF02]}P3{/color}
BalloonSplit_Player4Turn	{[0201|CD00]}Up next... {color[#CBFFFF16]}P4{/color}
BalloonSplit_Playing1	{[0201|CD00]}{color[#D300FFFF]}P1 {/color}is playing
BalloonSplit_Playing2	{[0201|CD00]}{color[#20FFFF35]}P2{/color}{color[#D300FFFF]} {/color}is playing
BalloonSplit_Playing3	{[0201|CD00]}{color[#8D00FF02]}P3{/color}{color[#D300FFFF]} {/color}is playing
BalloonSplit_Playing4	{[0201|CD00]}{color[#CBFFFF16]}P4{/color}{color[#D300FFFF]} {/color}is playing
PetitParty_Next1	Round {key[Turn|Half]}
PetitParty_NextLast	Last Round
PetitParty_CharaSelect1	Choose a crew member!
PetitParty_Catch1	{key[_BUTTON_A_]} Grab
PetitParty_Start1	Start!
PetitParty_Finish1	Finish!
PetitParty_Win1	{[0201|CD00]}{color[#D300FFFF]}P1 {/color}wins!
PetitParty_Win2	{[0201|CD00]}{color[#20FFFF35]}P2{/color}{color[#D300FFFF]} {/color}wins!
PetitParty_Win3	{[0201|CD00]}{color[#8D00FF02]}P3{/color}{color[#D300FFFF]} {/color}wins!
PetitParty_Win4	{[0201|CD00]}{color[#CBFFFF16]}P4{/color}{color[#D300FFFF]} {/color}wins!
PetitParty_Take1	{key[_BUTTON_A_]} Place flag
PetitParty_OverallVictory1	Winner\n{[0201|CD00]}{color[#D300FFFF]}P1{/color}
PetitParty_OverallVictory2	Winner\n{[0201|CD00]}{color[#20FFFF35]}P2{/color}
PetitParty_OverallVictory3	Winner\n{[0201|CD00]}{color[#8D00FF02]}P3{/color}
PetitParty_OverallVictory4	Winner\n{[0201|CD00]}{color[#CBFFFF16]}P4{/color}
PetitParty_Bazooka_01	← Prize
PetitParty_1P	P1
PetitParty_2P	P2
PetitParty_3P	P3
PetitParty_4P	P4
PetitParty_MakeTriangle	Place flag!
PetitParty_FinalGame	It's a tie!
PetitParty_UnLock	Unlocked!
PetitParty_Move	 Move
PetitParty_Point	Points
PetitScramble_Challenger	Player
SuperWarioCo_Day	Day {key[SuperWarioCo_Day|Half]}
SuperWarioCo_Result03	Crew Member Swaps
SuperWarioCo_Result05	Total Sales
SuperWarioCo_Result07	Contracts Collected
SuperWarioCo_Menu01	{key[_BUTTON_A_]} Next
SuperWarioCo_Menu02	{color[#3939FF39]}{key[_BUTTON_A_]}{/color} Next
SuperWarioCo_1P	P1
SuperWarioCo_2P	P2
SuperWarioCo_3P	P3
SuperWarioCo_4P	P4
Coloring.wmbt
Coloring_Name_00	Clean Palette
Coloring_Name_01	Noncommittal Crimson
Coloring_Name_02	Orange You Powerful?
Coloring_Name_03	Youthful Yellow
Coloring_Name_04	Greenish Glow
Coloring_Name_05	Still Green
Coloring_Name_06	Blue Blazer
Coloring_Name_07	Blue the Opportunity
Coloring_Name_08	Power-Hungry Purple
Coloring_Name_09	Pink Perspective
Coloring_Name_10	Ambiguous Gray
Coloring_Name_11	Just Peachy
Coloring_Name_12	Muted Orange
Coloring_Name_13	Daily Banana
Coloring_Name_14	Refreshingly Green
Coloring_Name_15	Not So Green
Coloring_Name_16	Well-Connected Blue
Coloring_Name_17	Almost Purple
Coloring_Name_18	Vote Lilac
Coloring_Name_19	Flush with Power
Coloring_Name_20	Simply White
Coloring_Name_21	Presidential Suite
Coloring_Name_22	Sunburnt
Coloring_Name_23	Aged Yellow
Coloring_Name_24	Unseen Green
Coloring_Name_25	Scenic Views
Coloring_Name_26	Space Frost
Coloring_Name_27	Night Sky
Coloring_Name_28	Into the Wormhole
Coloring_Name_29	Deep Magenta
Coloring_Name_30	Beyond Color
Coloring_SP_Name_01	Zombie
Coloring_SP_Name_02	Baby Face
Coloring_SP_Name_03	Cutie Pie
Coloring_SP_Name_04	Shadowy Figure
Coloring_SP_Name_05	Golden Hue
Coloring_SP_Commentary_01	Perfect for zombie parties. The sound\neffects are really convincing.
Coloring_SP_Commentary_02	Want a more youthful look?\nThen just turn around!
Coloring_SP_Commentary_03	It's a cute effect. Though it's\nunclear what pie has to do with it.
Coloring_SP_Commentary_04	Can a shadow even have a color? Huh.
Coloring_SP_Commentary_05	It sounds as sparkly as it looks! You can't\ngo wrong with gold.
CommonName.wmbt
GameTitle	WarioWare: Get It Together!
Genre_Wario	Intro Games
Genre_Seikatsu	That's Life
Genre_Fantasy	Fantasy
Genre_Technology	High Tech
Genre_Nintendo	Nintendo Classics
Genre_Remix1	Remix
Genre_Ikimono	Nature
Genre_Sport	Sports
Genre_Tabemono	Food
Genre_Culture	Culture
Genre_Remix2	Remix 2.0
Genre_WarioDX	Anything Goes
Genre_AllMix	All Mixed Up
Genre_HighSpeed	Super Hard
Genre_DeadOrAlive	Thrill Ride
Genre_Penny	Penny's Mix
Genre_BigPyoro	Showdown
Genre_Disable	???
Name_Wario	Wario
Name_Cricket	Cricket
Name_Cricket_Formal	Young Cricket
Name_Eighteenvolt	18-Volt
Name_Mona	Mona
Name_Dribble	Dribble
Name_Spitz	Spitz
Name_DribbleSpitz	Dribble & Spitz
Name_Crygor	Crygor
Name_Crygor_Formal	Dr. Crygor
Name_Ninevolt	9-Volt
Name_Mike	Mike
Name_Kat	Kat
Name_Ana	Ana
Name_KatAna	Kat & Ana
Name_Jimmy	Jimmy
Name_Jimmy_Formal	Jimmy T
Name_Ashley	Ashley
Name_Orbulon	Orbulon
Name_Fivewatt	5-Volt
Name_Red	Red
Name_Mantis	Mantis
Name_Mantis_Formal	Master Mantis
Name_Lulu	Lulu
Name_Penny	Penny
Name_Pyoro	Pyoro
Name_Disable	???
Name_Fronk	Fronk
Name_WarioVirus	Wario Bug
Name_WarioAdmin	The Supreme Developer
Name_Virus	game bug
Name_VirusBoss	Mega Bug
Name_Makibishimaru	Leo
Name_Elephant	Mona's Elephant
Name_Pig	Mona's Pig
Name_Monkey	Mona's Monkey
Name_Doris1	Doris 1
Name_ThirteenAmp	13-Amp
Name_Joe	Joe
Name_Club	Club Goers
Name_Kotobuki	Ms. Munchly
Name_Dog	Ruffington
Name_AlienBunnies	Alien Bunnies
Name_Lady	Young Woman
Name_Lord	Powerful Landowner
Name_VillagerA	Farmer
Name_VillagerB	Traveler
Name_Crew_1	Richard
Name_Crew_2	Chuck
Name_Crew_3	Thomas
Name_Crew_4	Furukawa
Name_Crew_5	Doc
Name_Crew_6	Adam
Name_Crew_7	Zach
Name_Crew_8	Kevin
Name_Chara	crew
Menu_Story	Story
Menu_Variety	Variety Pack
Menu_Collection	Play-o-pedia
Menu_WarioCup	Wario Cup
Menu_Chara	Crew
Menu_LocalPlay	Local Wireless
Menu_Mission	Missions
Menu_Chara_Park	Break Room
Menu_Chara_Shop	Emporium
Menu_Chara_Presentlist	Prezzy Stash
Menu_Chara_Data	Play Data
Menu_WarioCup_Thisweek	This Week's Wario Cup
WarioCup_Regulation	Challenge
WarioCup_Ranking	Rankings
WarioCup_RankingMode	Ranked Mode
WarioCup_Multi	Double Play
AllCharacter	All
Chara_Present	Prezzies
Chara_Shop_Gacha	Cluckade
Chara_Rank	Job Title
Chara_Tutorial	Practice Controls
StaffCredit	Staff Credits
Variety_Lifting	Gotta Bounce
Variety_CombatMob	Friendless Battle
Variety_SuperWarioCo	Daily Grind
Variety_VolleyBall	High Five
Variety_SurvivalBattle	Duelius Maximus
Variety_ContributionBattle	Rising Star
Variety_BalloonSplit	Balloon Bang
Variety_PetitParty	Sly Angle
Variety_PetitScramble	Puck 'er Up
Variety_CombatVirsus	Frenemy Frenzy
Variety_SWCo_00	Rival
Variety_SWCo_01	Contract
Variety_SWCo_02	Clock-Out Box
Variety_SB_00	Standard Round
Variety_SB_01	Lightning Round
Variety_SBV_00	Desktop
Variety_SBV_01	Fish Tank
Variety_SBV_02	Sweet Shop
Variety_SBV_03	Pinball Machine
Movie_00	The End?
Movie_01	Calling Penny...
Movie_02	Roll Credits
Player_1	P1
Player_2	P2
Player_3	P3
Player_4	P4
Player_CP	CPU
PresentCommentary.wmbt
Present_001	This could belong to anyone.\nGross. Might make a good gift for\nthose who groom...TOO much.
Present_002	This fluffy seed floats away when\nyou blow on it. Makes adults feel\nlike kids. Effect on kids unknown.
Present_003	Enemy of housekeepers who don't\nown ladders. BFF of Halloween\nenthusiasts. Good work, spiders.
Present_004	Something happened here.\nSomething...delicious. Oh well.\nInto the compost it goes.
Present_005	Someone pulled this all the way off\nthe can. Some people collect these\nto make necklaces. Pretty weird.
Present_006	Great for playing Kick the Can, if\nyou're absolutely, undeniably THAT\nbored. Please recycle it afterward!
Present_007	You could use this for lots of stuff.\nTaking groceries to the car, taking\nthem out of the car... Lots of stuff.
Present_008	Out of all the hats you could wear\nwhile taking a shower, this is the\nleast stylish. Who would wear this?
Present_009	Looks like someone untied this\nwhile opening a gift, then kept\nit for later. How practical!
Present_010	Great for a snack. It takes a lot of\nwork to grow these nuts...but they\ntaste really, really good.
Present_011	It's soda flavored. Ooh—and it's\nthe kind that sparkles and fizzes on\nyour tongue. That's the best kind!
Present_012	Can't party without one of these!\nWell, you could probably try, but...\nno one wants to be at that party.
Present_013	Just an egg that's been boiled.\nIs that disappointing? Lower your\nexpectations a bit. Thank you.
Present_014	You might call it a green onion,\nand you know what? That's fine.\nYou do you.
Present_015	A stopper for blocking drains in\ntubs. Without one of these, you'd\nhave to bathe SUPER fast.
Present_016	A prop to hold above your head\nwhen you get a good idea. It also\nlights up, if you're into that.
Present_017	Some machine must be rattling\naround without this. Hand it to a\ntinkerer, or toss it in a junk drawer.
Present_018	What does it unlock? A treasure\nchest? A footlocker full of smelly\nsocks? The imagination reels...
Present_019	A cherished tool. Whatever your\ntroubles, if you have this handy,\neverything will work out in the end.
Present_020	Essential for good dental hygiene.\nYou could also use one to scrub\nfloors! Just...don't mix them up.
Present_021	Nutrient-rich cow juice in a cute\nlittle bottle. Don't drink too much\ntoo fast. Your tummy will thank you.
Present_022	Powerful flavor, powerful stench.\nMakes a stellar seasoning but\npacks quite a punch. Hwoof!
Present_023	A snack with appeal. Ugh. Sorry.
Present_024	It's some grapes! Everyone loves\ngrapes. You love grapes too, right?\nWell, either way...it's some grapes.
Present_025	One hundred percent pureed fruit.\nPerfect for those who love fruit\nflavors but hate using their teeth.
Present_026	It's a delicious-looking dumpling!\nSmells amazing. Mmm... Sorry,\nwhat were we talking about?
Present_027	As yummy as it is cold. Your taste\nbuds will love you. Your sensitive\nchompers won't. Sorry, teeth.
Present_028	The widely popular "pink with\nsprinkles" flavor. Worth waiting\nin line for...probably.
Present_029	A storage device from an ancient\ntime. Might contain some secrets...\nforbidden, teeny-tiny secrets.
Present_030	No bento box is complete without\none of these. Mostly cute. Sort of\ncreepy. All the way edible.
Present_031	A delightful, jiggly treat. It even\nhas whipped cream on top! One\nwobbly bite and bliss will be yours.
Present_032	A flower that can't NOT be tied to\nromance. Grip one in your teeth to\nlook dashing—just mind the thorns.
Present_033	The letter U but used for science.\nGreat for metal-based experiments\nor, more often, cartoon hijinks.
Present_034	A paper pugilist for rowdy youths.\nDrum on the table to engage your\nopponent! Weak to scissors.
Present_035	Someone, somewhere is unable\nto wash their hands without this.\nGood as a spare part, perhaps.
Present_036	A log-shaped delight packed with\nfruit and frosting. Goes very well\nwith tea.
Present_037	A big, honkin' burger for a big,\nhonkin' appetite. Go on—tear into\nit like no one's watching. Mmmm.
Present_038	Whoa! The cheese on top is extra\ngooey and delicious... So good!\nIs this from Mona Pizza?
Present_039	Broth, noodles, and happiness in\na bowl. Great as a midnight snack.\nIt's always midnight somewhere...
Present_040	An all-time classic dish celebrated\nfor its spiciness. It might give you\nrowdy guts, but it's soooo worth it.
Present_041	The king of the tub. A perfect little\ncompanion for animal lovers or\ndie-hard bath enthusiasts.
Present_042	Warm socks with Wario on them.\nHis face warps when you put them\non, but it still looks just like him.
Present_043	An incredible disguise that would\nfool anyone. Use them for daring\nheists...or to make people laugh.
Present_044	Push the thingy down to make air\nwhoosh out of the little tube hole.\nThat's called physics!
Present_045	It's...a regular plate. Nothing fancy.\nPerfect for anyone whose kids\ntend to break things...like plates.
Present_046	Covers one eye as you read letters\nout loud. Call it an "eye occluder"\nto hear people say, "Huh?"
Present_047	A respected periodical among\nfacial-hair aficionados. Use it to\nbrush up on 'stache fashion.
Present_048	Feels heavy. Could be stuffed with\ncoins and cash...but that widdle\nface is too cute to smash open.
Present_049	A prickly plant stuck mid-shrug.\nIt's OK, buddy. No one expects\nyou to have all the answers.
Present_050	An extra-chic design. Place them\nover your eyes to defeat the sun.\nYour move, space.
Present_051	A doll within a doll. Within a doll.\nWithin another doll. How many\ndolls are hiding in here?!
Present_052	Savory meat in its most ideal form.\nA perfect meal for boosting one's\nmartial-arts training.
Present_053	A pesky upstart who likes to ruin\nbowling scores. It kinda looks like\nan alien if you squint.
Present_054	A sporty, speckled ball that's fun\nto kick. You might call it a football,\nand hey—that's perfectly fine.
Present_055	Found rocketing between bruised,\nflailing sportsmen. An ideal gift for\nfans of both sports and flailing.
Present_056	Happy birthday! We're so glad\nyou're here.
Present_057	This Wario-branded treasure has\nmany uses other than covering\nmanholes. Such as...well, many!
Present_058	A must-have for super-classy folks.\nAll you need is some of those tiny\nsandwiches and teensy cakes.
Present_059	Mmm, nothing says decadence like\na smelly mushroom. You can smell\nit, can't you? CAN'T YOU?!
Present_060	A delicacy that pairs well with\ncelebrations. Sushi lovers can't\nget enough of this stuff.
Present_061	Stare at the marbling long enough\nand it'll start to look like art. A fave\nof foodies and pooches alike.
Present_062	These kicks are slick, and they fit\nyou perfectly. With these, no racing\ndream is out of reach.
Present_063	A pricey gadget for audiophiles.\nCan you hear the difference?\nPfft, of course you can.
Present_064	A boxing champ is nothing without\na pair of these. Sweat stains only\nincrease their value.
Present_065	The smell of the wood transports\nyou back in time. Why am I sniffing\na bat? Sheesh, don't be so judgy!
Present_066	Lift, and then lift again. Switch\nsides and repeat ad infinitum.\nSuch is the formula for greatness!
Present_067	Talk into it to sound like a robot.\nOh, it also cools the room, or\nwhatever.
Present_068	This is one profoundly pungent\nflower. A great decoration option\nfor those who hate company.
Present_069	An ancient device used in ancient\ntimes for communication. It flips\nclosed. What. Even.
Present_070	A machine that captures memories\non shiny memory paper. What is\nthis sorcery?!
Present_071	Just hold this and, blammo,\nyou're cool. Just like that.\nI think it also makes music.
Present_072	A sleek yet practical device.\nWhy walk when you can run?\nWhy run when you can bike?
Present_073	A compact, slim design for adults\nwho work on the go but hate\ncarrying heavy stuff.
Present_074	A tool that keeps doe-linquents at\narm's length. Terrifying for them.\nSoothing and zen-like for humans.
Present_075	This dress represents the dream of\nhappily ever after. Do not, I repeat,\nDO NOT spill on it.
Present_076	This instrument brings to mind\nmountaintops. Yodel-ay-hee-who\nwouldn't want in on this?
Present_077	That expression says it all. These\nthings are especially popular\nwith the ladies.
Present_078	This primo toilet is gentle on the\nbottom, though it may take some\ngetting used to.
Present_079	You can tune a piano, but you can't\ntuna fish. Until now! That's called\nbeating the system.
Present_080	It's a plant...right? Wait, it's staring\nat me. That's super not normal for\na plant.
Present_081	A statue of a buff and hunky Wario.\nIn other words, a statue of Wario.\nTear your eyes away...if you can.
Present_082	This thing is both useful and fun\nto drive. Hop in, and take a whirl\naround the countryside.
Present_083	Break this and it's over. What's\nover? You don't even want to\nknow. Just don't break it, OK?
Present_084	This exquisite piece is the only art\nyou or the world will ever need. If\nyou lack taste, the exit's that way.
