Bonus.wmbt
Coin_Player_1P	{key[Bonus_Coin_1P|Half]}
SuperWarioCo_Result03	角色转换
SuperWarioCo_Result05	合计
SuperWarioCo_Result07	合同数量
SuperWarioCo_Menu01	{key[_BUTTON_A_]} 下一页
SuperWarioCo_Menu02	{color[#3939FF39]}{key[_BUTTON_A_]}{/color} 下一页
SuperWarioCo_1P	1P
SuperWarioCo_2P	2P
SuperWarioCo_3P	3P
SuperWarioCo_4P	4P
Coloring.wmbt
Coloring_Name_00	普通配色
Coloring_Name_01	辣椒红
Coloring_Name_02	活泼橘
Coloring_Name_03	耀眼黄
Coloring_Name_04	机灵绿
Coloring_Name_05	沉稳绿
Coloring_Name_06	冷静蓝
Coloring_Name_07	苍白蓝
Coloring_Name_08	坏心紫
Coloring_Name_09	装可爱粉红
Coloring_Name_10	暧昧灰
Coloring_Name_11	温暖红
Coloring_Name_12	时髦橘
Coloring_Name_13	汗渍黄
Coloring_Name_14	清爽绿
Coloring_Name_15	愉快绿
Coloring_Name_16	虚幻蓝
Coloring_Name_17	忧郁蓝
Coloring_Name_18	高贵紫
Coloring_Name_19	春日粉红
Coloring_Name_20	皎洁白
Coloring_Name_21	熔岩红
Coloring_Name_22	阳光橘
Coloring_Name_23	芥末黄
Coloring_Name_24	内敛绿
Coloring_Name_25	青苔绿
Coloring_Name_26	水润蓝
Coloring_Name_27	深沉蓝
Coloring_Name_28	深夜紫
Coloring_Name_29	魅力粉红
Coloring_Name_30	焦炭黑
Coloring_SP_Name_01	丧尸
Coloring_SP_Name_02	阿哼
Coloring_SP_Name_03	缤纷
Coloring_SP_Name_04	影子
Coloring_SP_Name_05	金色
Coloring_SP_Commentary_01	外表和声音都会变得像丧尸。\n面对这浑身的演技，就连演员都得刮目相看。
Coloring_SP_Commentary_02	全部都会变成阿哼的。
Coloring_SP_Commentary_03	用粉彩变得可爱的化妆。\n声音则会让人误以为是天使的呢喃。
Coloring_SP_Commentary_04	从头到脚都会变成全黑。\n披上黑暗的身影十分帅气。
Coloring_SP_Commentary_05	太过豪华的全套金闪闪服装。\n闪烁着的身影将吸引住任何人的目光。
CommonName.wmbt
GameTitle	分享同乐！瓦力欧制造
Genre_Wario	牛刀小试
Genre_Seikatsu	生活
Genre_Fantasy	奇幻
Genre_Technology	科技
Genre_Nintendo	任天堂
Genre_Remix1	改编1
Genre_Ikimono	生物
Genre_Sport	运动
Genre_Tabemono	食物
Genre_Culture	文化
Genre_Remix2	改编2
Genre_WarioDX	天马行空
Genre_AllMix	混合
Genre_HighSpeed	超难
Genre_DeadOrAlive	紧张
Genre_Penny	佩尼改编版
Genre_BigPyoro	VS P战斗
Genre_Disable	？？？
Name_Wario	瓦力欧
Name_Cricket	库利凯特
Name_Cricket_Formal	少年库利凯特
Name_Eighteenvolt	十八伏特
Name_Mona	莫娜
Name_Dribble	德利博
Name_Spitz	斯皮茨
Name_DribbleSpitz	德利博&斯皮茨
Name_Crygor	克莱格
Name_Crygor_Formal	克莱格博士
Name_Ninevolt	九伏特
Name_Mike	麦克
Name_Kat	卡特
Name_Ana	安娜
Name_KatAna	卡特&安娜
Name_Jimmy	吉米
Name_Jimmy_Formal	吉米T.
Name_Ashley	艾希莉
Name_Orbulon	奥布伦
Name_Fivewatt	五瓦特
Name_Red	小红魔
Name_Mantis	曼提斯
Name_Mantis_Formal	曼提斯大师
Name_Lulu	露露
Name_Penny	佩尼
Name_Pyoro	蹦罗
Name_Disable	？？？
Name_Fronk	毛茸茸
Name_WarioVirus	臭虫瓦力欧
Name_WarioAdmin	游戏掌控者
Name_Virus	游戏臭虫
Name_VirusBoss	皇帝臭虫
Name_Makibishimaru	里欧
Name_Elephant	莫娜兹1号
Name_Pig	莫娜兹2号
Name_Monkey	莫娜兹3号
Name_Doris1	库莉娜
Name_ThirteenAmp	十三安培
Name_Joe	乔
Name_Club	俱乐部客人
Name_Kotobuki	阿寿
Name_Dog	小汪
Name_AlienBunnies	宇宙兔
Name_Lady	小女孩
Name_Lord	殿下
Name_VillagerA	农民
Name_VillagerB	旅行者
Name_Crew_1	理察
Name_Crew_2	查克
Name_Crew_3	汤玛士
Name_Crew_4	古川
Name_Crew_5	多库
Name_Crew_6	亚当
Name_Crew_7	扎克
Name_Crew_8	凯文
Name_Chara	角色
Menu_Story	故事
Menu_Variety	特色游戏
Menu_Collection	图鉴
Menu_WarioCup	瓦力欧杯
Menu_Chara	角色
Menu_LocalPlay	本地联机
Menu_Mission	任务
Menu_Chara_Park	角色房间
Menu_Chara_Shop	礼物店
Menu_Chara_Presentlist	礼物图鉴
Menu_Chara_Data	游玩数据
Menu_WarioCup_Thisweek	本周的瓦力欧杯
WarioCup_Regulation	题目
WarioCup_Ranking	排行榜
WarioCup_RankingMode	排行榜模式
WarioCup_Multi	同时操作2个角色
AllCharacter	全员
Chara_Present	礼物
Chara_Shop_Gacha	扭扭转蛋
Chara_Rank	职务
Chara_Tutorial	操作练习
StaffCredit	制作人员名单
Variety_Lifting	挑球人生
Variety_CombatMob	永无止境之战！
Variety_SuperWarioCo	超级瓦力欧公司
Variety_VolleyBall	5秒倒数排球
Variety_SurvivalBattle	生存战斗
Variety_ContributionBattle	奋力战斗
Variety_BalloonSplit	气球破裂
Variety_PetitParty	三角领土
Variety_PetitScramble	惊险游戏大杂烩
Variety_CombatVirsus	角色转换之战！
Variety_SWCo_00	劲敌
Variety_SWCo_01	合同
Variety_SWCo_02	转换角色砖块
Variety_SB_00	一般对战
Variety_SB_01	比速度对战
Variety_SBV_00	我的桌子
Variety_SBV_01	超巨型水槽
Variety_SBV_02	糖果店
Variety_SBV_03	弹珠台
Movie_00	大团圆？
Movie_01	呼叫佩尼！
Movie_02	演员表
Player_1	1P
Player_2	2P
Player_3	3P
Player_4	4P
Player_CP	CP
PresentCommentary.wmbt
Present_001	不知道是谁的毛，也不知道原本长在哪儿。\n对毛执着的人会很想要。
Present_002	呼地吹一口气，\n就会随风飘扬，很有趣。
Present_003	打扫时最麻烦的东西。\n或许可以用来制作奇怪的药物。
Present_004	吃剩的智慧果实。\n可以当做种田的肥料。
Present_005	感觉好像可以用在什么地方。\n收集起来也挺有意思的。
Present_006	可以拿来玩踢罐子。\n玩好以后记得丢到垃圾桶。
Present_007	在买东西时很有帮助。\n用途多种多样。
Present_008	烫头发时会想戴上它，\n也有人喜欢在其他时候戴。
Present_009	绑在礼物上的丝带。\n令人烦恼，不知该用在哪里。
Present_010	还挺好吃的坚果。\n很适合想吃些零食的时候。
Present_011	爽口的柠檬汽水口味。\n像宝石般闪闪发亮。
Present_012	庆祝的时候一定要有，\n光是拉响就会很兴奋。
Present_013	用水煮熟的蛋。\n可以按个人喜好来调味。
Present_014	营养丰富，多吃点就不用看医生。\n也可以拿来当作武器玩耍。
Present_015	蓄水时会用到的塞子。\n经常可以在浴室见到。
Present_016	照亮大家的生活。\n有了这个，走夜路也很安全。
Present_017	不知道可以用来修理什么的螺丝。\n与机器为伍的人会很熟悉。
Present_018	说不定可以用来打开宝物。\n是一把充满着无限可能的钥匙。
Present_019	无法取代的存在。\n使用起来不会对地球和屁股造成伤害。
Present_020	爱干净的人一定会有的东西。\n也可以用来打扫。
Present_021	多喝一点可以强健骨骼。\n但是肠胃不好的人要小心别喝太多。
Present_022	越臭越能让吃下去的人涌现力量！\n约会时候的头号敌人。
Present_023	吃起来既方便又充满营养。\n但万一踩到滑倒就危险了。
Present_024	要不要来颗葡萄？\n有些人会觉得剥皮很麻烦。
Present_025	百分百水果成分的健康饮料。\n美容养颜又利于健康。
Present_026	刚出炉肉包，热乎乎又多汁。\n会让四周都飘散着香味。
Present_027	虽然既清凉又美味，\n但会让蛀牙酸痛，有点害怕。
Present_028	街头巷尾都很受欢迎的草莓口味。\n想买到的话得花时间排队。
Present_029	很久以前的记录媒介。\n里面说不定写着谁的秘密。
Present_030	盒饭里重要的配菜。\n也被怀疑过是外星人。
Present_031	加上奶油就很豪华。\n吃过一次的人都会觉得很幸福。
Present_032	传达心意的红色玫瑰。\n在想要装酷的时候拿出来用吧。
Present_033	在物理实验上经常看到。\n用来收集金属很方便。
Present_034	令人怀念的纸玩具。\n一旦玩起来就会着迷。
Present_035	水龙头上如果没有这个会很麻烦……\n似乎可以当成什么东西的零件。
Present_036	甜得恰到好处且放入了许多水果。\n最适合下午茶时间。
Present_037	让人想大口咬下。\n这个好像很难吃得优雅。
Present_038	芝士的拉丝无比长。\n要点餐就来莫娜披萨店！
Present_039	容易填饱肚子并且热量很高。\n半夜吃的话又别有一番风味。
Present_040	长久以来的平民美食。\n辛辣对肠胃不太好。
Present_041	浴室里的王者。\n喜欢动物的人会很高兴。
Present_042	瓦力欧花色的袜子。\n不提设计品位，穿起来既暖和又舒服。
Present_043	在派对上使用的搞笑眼镜。\n只要戴上去就可以为人们带来欢笑。
Present_044	打气用的气筒。\n轮胎漏气的时候很好用。
Present_045	什么都装得下的大盘子。\n做家务的人会很开心。
Present_046	这个形状感觉可以用在其他地方。\n正式的名称是“遮眼板”。
Present_047	各种花俏的胡子尽在这里。\n胡子大叔必看目录。
Present_048	会让人有所期待的重量。\n但是里面不一定有东西。
Present_049	充满朝气的动作是其特色。\n能够让看到的人都觉得很治愈。
Present_050	非常流行的造型。\n只要戴上去，内心也会活泼起来。
Present_051	可爱的女孩娃娃。\n打开后里面会有更多的娃娃。
Present_052	很有嚼劲的大尺寸。\n是修行时的好伙伴。
Present_053	要倒不倒的可恶家伙。\n长得很像外星人。
Present_054	很好踢的圆球。\n一旦踢起来就停不住脚。
Present_055	在肌肉的碰撞之间弹来弹去的东西。\n喜欢运动的人收到的话会很高兴。
Present_056	祝你生日快乐。\n感谢你诞生在这个世界上。
Present_057	好像可以当成什么零件使用。\n上面有瓦力欧大叔的标志。
Present_058	绅士淑女们的乐趣。\n和三明治或点心一起吃吧。
Present_059	奢侈的代名词。\n散发着能让内心满足的甜美香气。
Present_060	在特别的日子才会吃的好东西。\n小朋友如果吃到，会开心地哼着歌。
Present_061	上面的雪花纹漂亮得简直就是艺术品。\n从美食家到狗狗都赞不绝口。
Present_062	穿起来除了很合脚之外还相当时髦。\n据说能跑得比车子还快。
Present_063	讲求音质的高级货。\n是运用了最新技术的结晶。
Present_064	迈向巅峰之人的伙伴。\n流在上面的汗水不会背叛自己。
Present_065	某个人的青春回忆之一。\n喜欢运动的人绝对会有的物品。
Present_066	想要锻炼身体的话，这个是首选。\n用在健美上的效果也非常好。
Present_067	会发出机器人的声音。\n还是个能够降低温度的好东西。
Present_068	散发出强烈气味的花朵。\n只有内行人才会拿来摆设。
Present_069	上了年纪的人非常熟悉，\n但对小孩子来说是神秘的玩具。
Present_070	保存回忆的机器。\n喜欢高科技产品的人会爱不释手。
Present_071	光是拿着都会觉得很帅的吉他。\n让自己大受欢迎的第一步。
Present_072	造型既漂亮又具备功能性。\n这是足不出户的人无法理解的魅力。
Present_073	既小巧又轻薄的机型。\n了不起的大人都会有的必备品。
Present_074	献给追求简雅美学的人。\n放在庭院里就能治愈人心。
Present_075	女孩子的梦想。\n当然男孩子也很感兴趣。
Present_076	造型有点奇特的乐器。\n可以感受到文化的历史。
Present_077	看起来呆呆的表情令人安心，\n在女性之间意外地受欢迎。
Present_078	对所有屁股都很温和的马桶。\n不习惯的人会觉得太刺激。
Present_079	一整条巨大肥美的鲔鱼。\n是猫咪的最爱。
Present_080	魔界的植物。\n一脸恐怖的样子反而很受欢迎。
Present_081	浑身肌肉的瓦力欧雕像。\n闪闪发亮的肌肉令人受不了。
Present_082	虽然外形朴素但非常方便。\n在乡下要是没有这个好伙伴会很麻烦。
Present_083	打破的话会挨骂，是相当名贵的东西。\n其实已经有点歪掉了。
Present_084	震撼人心的美丽画作。\n没有品位的人可能无法理解。
Present_085	能够实现任何愿望的卡片。\n对于没有欲望的人来说只是普通卡片。
Present_086	很可惜，蛋壳里面空空如也。\n外形圆得恰到好处。
Present_087	大颗的红色宝石。\n闪耀着让女性着迷的光辉。
Present_088	搭乘它在海上乘风破浪，\n可以稍微体会到有钱人的心情。
Present_089	强力的螺旋桨将载着\n小朋友的梦想，飞向远方。
Present_090	男孩子们所追求的目标。\n工地现场的汗水与泥土很吸引人。
Present_091	只要戴上这个，不管是谁都会回头。\n想引人注目的人会很喜欢。
Present_092	金光闪闪的马桶。\n虽然是耀眼的财宝，但马桶就是马桶。
Present_093	整栋大楼都是自己的城堡。\n这是公司经营者的梦想。
Present_094	大叔们的社交场地。\n对不打高尔夫的人来说只是一片空地。
Present_095	视线所及之处都是自然景色。\n可以悠闲安静地生活。
Present_096	可以体会到上流社会优雅的邮轮旅游。\n每天晚上都会举办派对。
Present_097	用巨大的翅膀在空中飞翔。\n怕高的人不敢搭乘。
Present_098	强大又帅气的合体机器人。\n少年的梦想都在这里。
Present_099	最新型的太空船。\n银河之旅很令人期待。
Present_100	非常巨大。\n在宇宙航行的时候要注意。
PresentName.wmbt
Present_001	毛发
Present_002	蒲公英的细毛
Present_003	蜘蛛网
Present_004	苹果核
Present_005	罐子拉环
Present_006	空罐子
Present_007	塑胶袋
Present_008	护发帽
Present_009	丝带
Present_010	腰果
Present_011	糖果
Present_012	拉炮
Present_013	水煮蛋
Present_014	大葱
Present_015	塑胶塞子
Present_016	电灯泡
Present_017	不明螺丝
Present_018	不明钥匙
Present_019	卫生纸
Present_020	牙刷
Present_021	牛奶
Present_022	蒜头
Present_023	香蕉
Present_024	葡萄
Present_025	综合果汁
Present_026	肉包
Present_027	冰淇淋
Present_028	甜甜圈
Present_029	软盘
Present_030	章鱼造型香肠
Present_031	布丁
Present_032	玫瑰
Present_033	磁铁
Present_034	纸相扑游戏
Present_035	水龙头手把
Present_036	蛋糕卷
Present_037	汉堡
Present_038	披萨
Present_039	拉面
Present_040	咖喱饭
Present_041	鸭子玩具
Present_042	袜子
Present_043	鼻子眼镜
Present_044	打气筒
Present_045	白色盘子
Present_046	视力检查棒子
Present_047	胡子目录
Present_048	小猪存钱罐
Present_049	仙人掌
Present_050	墨镜
Present_051	俄罗斯套娃
Present_052	带骨肉
Present_053	保龄球瓶
Present_054	足球
Present_055	橄榄球
Present_056	生日蛋糕
Present_057	人孔盖
Present_058	下午茶
Present_059	松茸
Present_060	寿司
Present_061	雪花肉
Present_062	气垫鞋
Present_063	头戴式耳机
Present_064	拳击手套
Present_065	球棒
Present_066	哑铃
Present_067	电风扇
Present_068	大王花
Present_069	手机
Present_070	数码相机
Present_071	电吉他
Present_072	公路单车
Present_073	笔记本电脑
Present_074	流水造景
Present_075	结婚礼服
Present_076	阿尔卑斯长号
Present_077	陶俑
Present_078	新式马桶
Present_079	鲔鱼
Present_080	曼德拉草
Present_081	健美选手雕像
Present_082	小型货车
Present_083	名贵的壶
Present_084	画作
Present_085	金卡
Present_086	金蛋
Present_087	红色宝石
Present_088	游艇
Present_089	直升机
Present_090	大型起重机
Present_091	华丽皇冠
Present_092	黄金马桶
Present_093	公司大楼
Present_094	高尔夫球场
Present_095	无人岛
Present_096	豪华客船
Present_097	巨无霸客机
Present_098	合体战士
Present_099	太空船
Present_100	巨大陨石
RankName.wmbt
Rank_01	自由人
Rank_02	见习兼职
Rank_03	兼职
Rank_04	资深兼职
Rank_05	合同员工
Rank_06	一般员工
Rank_07	主任
Rank_08	组长
Rank_09	课长
Rank_10	部门副经理
Rank_11	部门经理
Rank_12	经理
Rank_13	专务董事
Rank_14	副总裁
Rank_15	总裁
Rank_16	村长
Rank_17	镇长
Rank_18	副市长
Rank_19	市长
Rank_20	副总统
Rank_21	总统
Rank_22	人类的代表
Rank_23	生命的顶点
Rank_24	地球的统治者
Rank_25	太阳系的王者
Rank_26	银河的霸主
Rank_27	宇宙的霸王
Rank_28	万物的起源
Rank_29	时空的尽头
Rank_30	永恒的传说
Rank_31	永恒的传说＋{key[Rank_31|Half]}
Dialog.wmbt
Choice_Ok	OK
Choice_Yes	是
Choice_No	否
Choice_PartyNum_1	1个角色
Choice_PartyNum_3	3个角色
Choice_PartyNum_4	4个角色
Choice_PartyNum_5	5个角色
Choice_PartyNum_All	全员
Choice_Party_1	1
Choice_Party_2	2
Choice_Party_3	3
Choice_Party_4	4
Choice_WarioCup_Entry	登录
Choice_WarioCup_Hold	现在不用
Choice_Off	关闭
Choice_On	开启
Choice_Back	还是算了
Choice_Play	游玩
CharaGet00	{[0201|CD00]}{color[#14EDFF80]}库利凯特{/color}和{color[#14EDFF80]}十八伏特{/color}\n成为你的伙伴了！
CharaGet01	{[0201|CD00]}{color[#14EDFF80]}莫娜{/color}成为你的伙伴了！
CharaGet02	{[0201|CD00]}{color[#14EDFF80]}德利博{/color}和{color[#14EDFF80]}斯皮茨{/color}\n成为你的伙伴了！
CharaGet03	{[0201|CD00]}{color[#14EDFF80]}克莱格{/color}成为你的伙伴了！
CharaGet04	{[0201|CD00]}{color[#14EDFF80]}九伏特{/color}成为你的伙伴了！
CharaGet05	{[0201|CD00]}{color[#14EDFF80]}麦克{/color}成为你的伙伴了！
CharaGet06	{[0201|CD00]}{color[#14EDFF80]}卡特{/color}和{color[#14EDFF80]}安娜{/color}\n成为你的伙伴了！
CharaGet07	{[0201|CD00]}{color[#14EDFF80]}吉米{/color}成为你的伙伴了！
CharaGet08	{[0201|CD00]}{color[#14EDFF80]}艾希莉{/color}成为你的伙伴了！
CharaGet09	{[0201|CD00]}{color[#14EDFF80]}奥布伦{/color}成为你的伙伴了！
CharaGet10	{[0201|CD00]}{color[#14EDFF80]}五瓦特{/color}成为你的伙伴了！
CharaGet11	{[0201|CD00]}{color[#14EDFF80]}小红魔{/color}成为你的伙伴了！
CharaGet12	{[0201|CD00]}{color[#14EDFF80]}曼提斯{/color}成为你的伙伴了！
CharaGet13	{[0201|CD00]}{color[#14EDFF80]}露露{/color}成为你的伙伴了！
CharaGet14	{[0201|CD00]}{color[#14EDFF80]}佩尼{/color}成为你的伙伴了！
CharaGet15	{[0201|CD00]}{color[#14EDFF80]}蹦罗{/color}成为你的伙伴了！
OpenMovie_00	{[0201|CD00]}影片{color[#5000FF06]}《大团圆？》{/color}\n可以随时观看了！
OpenMovie_01	{[0201|CD00]}影片{color[#5000FF06]}《呼叫佩尼！》{/color}\n可以随时观看了！\n
OpenMovie_02	{[0201|CD00]}影片{color[#5000FF06]}《演员表》{/color}\n可以随时观看了！\n
OpenMovie_03	{[0201|CD00]}影片{color[#5000FF06]}《制作人员名单》{/color}\n可以随时观看了！\n
OpenVariety_00	主菜单中的\n{[0201|CD00]}{color[#5000FF06]}特色游戏{/color}开放了！
OpenVariety_01	{[0201|CD00]}{color[#5000FF06]}特色游戏{/color}中的\n{color[#5000FF06]}《永无止境之战！》{/color}开放了！
OpenCollection	主菜单中的\n{[0201|CD00]}{color[#5000FF06]}图鉴{/color}开放了！
OpenWarioCup	主菜单中的\n{[0201|CD00]}{color[#5000FF06]}瓦力欧杯{/color}开放了！
OpenMission	主菜单中的\n{[0201|CD00]}{color[#5000FF06]}任务{/color}开放了！
OpenChara_00	主菜单中的\n{[0201|CD00]}{color[#5000FF06]}角色{/color}开放了！
OpenChara_01	{[0201|CD00]}可以在{color[#5000FF06]}角色{/color}里\n做的事情增加了！
OpenAll	{[0201|CD00]}在{color[#5000FF06]}队伍人数{/color}中\n可以选择{color[#5000FF06]}全员{/color}了！
Cost_Story00	{[0201|CD00]}要花{color[#1DFFFF00]}{key[Cost_Coin|Half]}金币{/color}继续游戏吗？ 
GetCoin00	{[0201|CD00]}作为过关奖励，\n获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！ 
GetCoin00_1P	{[0201|CD00]}作为过关奖励，\n{color[#8C00FFAA]}1P{/color}获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
GetCoin00_2P	{[0201|CD00]}作为过关奖励，\n{color[#20FFFF35]}2P{/color}获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
GetCoin01	{[0201|CD00]}达到合格分数！\n获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
GetCoin01_1P	{[0201|CD00]}达到合格分数！\n{color[#8C00FFAA]}1P{/color}获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
GetCoin01_2P	{[0201|CD00]}达到合格分数！\n{color[#20FFFF35]}2P{/color}获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
Main00	要返回标题吗？
PartyNum00	队伍人数是？
Player00	游戏人数是？
CharaSelect00	要退出角色选择并返回吗？
Party00	要使用刚才的角色吗？
PartyNum_1	1个角色
PartyNum_3	3个角色
PartyNum_5	5个角色
PartyNum_All	全员
PartyNum_SingleMulti	同时操作2个角色
HighScore_Title	{key[HighScore_Title]}
HighScore_Title_0	挑球人生最高分
HighScore_Title_1	永无止境之战！最高分
HighScore_Title_2	超级瓦力欧公司最高分
HighScore_PlayerNum1	1
HighScore_PlayerNum2	2
HighScore_PlayerNum3	3
HighScore_PlayerNum4	4
HighScoreTab_PlayerNum1	1
HighScoreTab_PlayerNum2	2
HighScoreTab_PlayerNum3	3
HighScoreTab_PlayerNum4	4
HighScore_1	1个角色
HighScore_3	3个角色
HighScore_4	4个角色
HighScore_5	5个角色
HighScore_All	全员
HighScore_Chara_Name	{key[HighScore_Chara_Name]}
HighScore_SuperWarioCo_Day	第{key[HighScore_SuperWarioCo_Day|Half]}天
ItemGet_03	{[0201|CD00]}获得了{color[#5000FF06]}礼物{/color}！
ItemGet_04	{[0201|CD00]}获得了{color[#5000FF06]}礼物！{/color}
CoinGet_Score00	{[0201|CD00]}金杯达成！\n获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
CoinGet_Score01	{[0201|CD00]}银杯达成！\n获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
CoinGet_Score02	{[0201|CD00]}铜杯达成！\n获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
ItemGet_Rank	{[0201|CD00]}等级{key[GetRank]}达成！\n获得了{color[#5000FF06]}礼物{/color}和{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
ItemGet_Rank_A	A
ItemGet_Rank_B	B
ItemGet_Rank_C	C
ItemGet_Rank_D	D
ItemGet_Rank_E	E
CoinGet_Rank	{[0201|CD00]}等级{key[GetRank]}达成！\n获得了{color[#1DFFFF00]}{key[GetCoin|Half]}金币{/color}！
PointGet_Rank	{[0201|CD00]}{color[#5000FF06]}级别点数{/color}提高了！ 
PointGet_Num_Rank	＋ {[0208|CD1A]}{key[PointGet_Num_Rank|half]}{/0208}
GalleryGet	{[0201|CD00]}获得了新的{color[#5000FF06]}角色插画{/color}！
Rank_Max_00	职务达到最高级别！
Rank_Max_01	职务达到最高级别！\n\n角色已经告诉你\n所有的礼物喜好了！
ColorGet	可以使用新的自定义颜色了！
SpecialGet	可以使用新的特殊颜色了！
Coloring_00	{[0201|CD00]}要放弃{color[#5000FF06]}更改颜色{/color}并返回吗？ 
Rank_00	你现在的等级
Rank_Update	{key[_DATE_Y_SETTING_]}/{key[_DATE_M_SETTING_]}/{key[_DATE_D_SETTING_]} {key[_TIME_H_SETTING_]}:{key[_TIME_M_SETTING_]} 登录
Ranking_Result_00	最终结果
Ranking_Result_Score	最终分数
Ranking_Result_Time	最终时间
Ranking_Result_Rank	最终等级
Ranking_Friend	好友排行榜
Ranking_Friend_Num	第{key[Ranking_Num_Friend|Half]}名
Ranking_Friend_Num_None	---
Ranking_Regulation_Title	{key[Dialog_Regulation_Title]}
Entrance_00	{[0201|CD00]}开始准备玩{color[#5000FF06]}瓦力欧杯{/color}。
Entrance_01	正在准备……
Entrance_03	{[0201|CD00]}无法使用{color[#5000FF06]}瓦力欧杯{/color}。\n将Nintendo Switch主机\n连接到互联网一次后就能玩了。
Entrance_04	{[0201|CD00]}要{color[#1DFFFF00]}开启{/color}{color[#5000FF06]}排行榜模式{/color}吗？
Entrance_05	{[0201|CD00]}正在{color[#1DFFFF00]}开启{/color}{color[#5000FF06]}排行榜模式{/color}……
Entrance_06	{[0201|CD00]}无法{color[#1DFFFF00]}开启{/color}{color[#5000FF06]}排行榜模式{/color}。
ScoreEntry_00	{[0201|CD00]}记录更新！\n要将本次的记录\n登录到{color[#5000FF06]}排行榜{/color}吗？
ScoreEntry_01	{[0201|CD00]}已将记录登录到{color[#5000FF06]}排行榜{/color}了！
ScoreEntry_02	{[0201|CD00]}无法将记录登录到{color[#5000FF06]}排行榜{/color}。
ScoreEntry_03	{[0201|CD00]}已将新的记录登录到{color[#5000FF06]}排行榜{/color}了！
ScoreEntry_04	{[0201|CD00]}还有未登录的记录。\n要现在登录到{color[#5000FF06]}排行榜{/color}吗？
Ranking_02	{[0201|CD00]}无法确认{color[#5000FF06]}上周的结果{/color}。
Ranking_03	{[0201|CD00]}即将{color[#1DFFFF00]}关闭{/color}{color[#5000FF06]}排行榜模式{/color}，\n返回{color[#5000FF06]}瓦力欧杯{/color}的入口。
TimeOut_Before_00	{[0201|CD00]}{color[#5000FF06]}本周的瓦力欧杯{/color}即将结束。\n有可能无法将记录\n登录到{color[#5000FF06]}排行榜{/color}，要玩吗？
Ranking_Off_00	{[0201|CD00]}要{color[#1DFFFF00]}关闭{/color}{color[#5000FF06]}排行榜模式{/color}吗？
CharaSelectWarioCup_00	这就是本次使用的角色！
TimeOut_00	{[0201|CD00]}{color[#5000FF06]}本周的瓦力欧杯{/color}结束！\n{color[#5000FF06]}题目{/color}已更换！
TimeOut_01	{[0201|CD00]}{color[#5000FF06]}本周的瓦力欧杯{/color}结束！
TimeOut_02	{[0201|CD00]}{color[#5000FF06]}本周的瓦力欧杯{/color}的{color[#5000FF06]}题目{/color}已更换！
Regulation_AllOpen_00	{[0201|CD00]}所有{color[#5000FF06]}题目{/color}都已开放！
Regulation_AllOpen_01	{[0201|CD00]}使用{color[#5000FF06]}目前为止的瓦力欧杯{/color}的{color[#5000FF06]}题目{/color}，\n开始新的{color[#5000FF06]}排行榜{/color}了！\n※如果参加新的{color[#5000FF06]}排行榜{/color}，\n　之前的{color[#5000FF06]}排行榜结果{/color}会被覆盖。
Connecting_00	正在连接……
LocalPlay_00	正在连接……
LocalPlay_01	正在断开……
LocalPlay_02	{[0201|CD00]}在{color[#5000FF06]}本地联机{/color}中，游戏的进度\n会配合进度较慢的玩家。\n\n※只开放两人都玩过的\n　关卡或角色。
LocalPlay_Stop	{[0201|CD00]}要退出{color[#5000FF06]}本地联机{/color}吗？
LocalPlay_Error_00	地区或语言设置与联机对象不同。\n请与对方的设置保持一致。
LocalPlay_Error_02	发生连接错误。
LocalPlay_Error_01	{[0201|CD00]}{color[#20FFFF35]}2P{/color}的金币不够！
IncorrectData	保存数据已损坏。\n数据已被初始化。
IncorrectData_WC	记录不合法，\n因此无法登录到排行榜。\n\n要删除这个记录吗？
Connection_Error	即将返回主菜单。
Menu.wmbt
Common_Coin	{key[Common_Coin|Half]}
Common_Player1	1P
Common_Player2	2P
Common_Player3	3P
Common_Player4	4P
Common_PlayerCP	CP
Common_Lock	？？？
Common_New	NEW
Common_HighScore_Rank	第{key[Common_HighScore_Rank|Half]}名
Common_HighScore	{key[Common_HighScore|Half]}
Common_HighScore_Blank	---
Common_Num_Item	{key[Common_Num_Item|Half]}
Common_Skip	{key[_BUTTON_A_]} 跳过
Common_Pause	 /  暂停
Common_Mission	任务达成！
Common_Mission_1P	{color[#D300FFFF]}1P{/color}任务达成！
Common_Mission_2P	{color[#20FFFF35]}2P{/color}任务达成！
Common_Save	正在保存……
Title_Start	开始
Title_Right	© 2021 Nintendo Co-developed by INTELLIGENT SYSTEMS 
Main_Story_Num_Player	游戏人数  1～2
Main_Variety_Num_Player	游戏人数  1～4
Main_Collection_Num_Player	游戏人数  1～2
Main_WarioCup_Num_Player	游戏人数  1
