another_name.txt
msg_another_name_00	カロスチャンピオン　[VAR 0102(0000)]
BTL_STRID_SET_UseItem_RecoverHP	[VAR 0109(0001)]で\n体力を回復した！
BTL_STRID_SET_UseItem_RecoverHP_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{体力|たいりょく}を　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverHP_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{体力|たいりょく}を　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverHP_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{体力|たいりょく}を　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverPP	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]のＰＰを　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverPP_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]のＰＰを　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverPP_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]のＰＰを　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverPP_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n[VAR 0107(0002)]のＰＰを　{回復|かいふく}した！
BTL_STRID_SET_UseItem_RecoverLittle	[VAR 0109(0001)]で\n少し回復
BTL_STRID_SET_UseItem_RecoverLittle_Y	{野生|やせい}の　[VAR 0102(0000)]は\n[VAR 0109(0001)]で　{少|すこ}し　{回復|かいふく}
BTL_STRID_SET_UseItem_RecoverLittle_E	{相手|あいて}の　[VAR 0102(0000)]は\n[VAR 0109(0001)]で　{少|すこ}し　{回復|かいふく}
BTL_STRID_SET_UseItem_RecoverLittle_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0109(0001)]で　{少|すこ}し　{回復|かいふく}
BTL_STRID_SET_UseItem_CureDoku	[VAR 0109(0001)]で\n毒が治った！
BTL_STRID_SET_UseItem_CureDoku_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{毒|どく}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureDoku_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{毒|どく}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureDoku_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{毒|どく}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureMahi	[VAR 0109(0001)]で\nまひが治った！
BTL_STRID_SET_UseItem_CureMahi_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nまひが　{治|なお}った！
BTL_STRID_SET_UseItem_CureMahi_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nまひが　{治|なお}った！
BTL_STRID_SET_UseItem_CureMahi_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nまひが　{治|なお}った！
BTL_STRID_SET_UseItem_CureNemuri	[VAR 0109(0001)]で\nねむけが覚めた！
BTL_STRID_SET_UseItem_CureNemuri_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{目|め}を　{覚|さ}ました！
BTL_STRID_SET_UseItem_CureNemuri_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{目|め}を　{覚|さ}ました！
BTL_STRID_SET_UseItem_CureNemuri_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{目|め}を　{覚|さ}ました！
BTL_STRID_SET_UseItem_CureKoori	[VAR 0109(0001)]で\nこおり状態が治った！
BTL_STRID_SET_UseItem_CureKoori_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nこおり{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureKoori_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nこおり{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureKoori_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nこおり{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureYakedo	[VAR 0109(0001)]で\nやけどが治った！
BTL_STRID_SET_UseItem_CureYakedo_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nやけどが　{治|なお}った！
BTL_STRID_SET_UseItem_CureYakedo_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nやけどが　{治|なお}った！
BTL_STRID_SET_UseItem_CureYakedo_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nやけどが　{治|なお}った！
BTL_STRID_SET_UseItem_CureKonran	[VAR 0109(0001)]で\n混乱が治った！
BTL_STRID_SET_UseItem_CureKonran_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{混乱|こんらん}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureKonran_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{混乱|こんらん}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureKonran_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{混乱|こんらん}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureMero	[VAR 0102(0000)]は　[VAR 0109(0001)]で\nメロメロ{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureMero_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nメロメロ{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureMero_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nメロメロ{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_CureMero_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nメロメロ{状態|じょうたい}が　{治|なお}った！
BTL_STRID_SET_UseItem_Rankup_ATK	[VAR 0109(0001)]で\n攻撃が上がった！
BTL_STRID_SET_UseItem_Rankup_ATK_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_ATK_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_ATK_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_DEF	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_DEF_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_DEF_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_DEF_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPATK	[VAR 0109(0001)]で\n特攻が上がった！
BTL_STRID_SET_UseItem_Rankup_SPATK_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPATK_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPATK_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPDEF	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPDEF_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPDEF_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_SPDEF_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AGI	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AGI_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AGI_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AGI_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_HIT	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_HIT_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_HIT_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_HIT_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AVOID	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AVOID_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AVOID_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_AVOID_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_ATK	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_ATK_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_ATK_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_ATK_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_DEF	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_DEF_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_DEF_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_DEF_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPATK	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPATK_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPATK_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPATK_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPDEF	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPDEF_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPDEF_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_SPDEF_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AGI	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AGI_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AGI_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AGI_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_HIT	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_HIT_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_HIT_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_HIT_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AVOID	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AVOID_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AVOID_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx_AVOID_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_ATK	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_ATK_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_ATK_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_ATK_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{攻撃|こうげき}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_DEF	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_DEF_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_DEF_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_DEF_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{防御|ぼうぎょ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPATK	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPATK_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPATK_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPATK_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特攻|とくこう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPDEF	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPDEF_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPDEF_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_SPDEF_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{特防|とくぼう}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AGI	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AGI_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AGI_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AGI_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{素早|すばや}さが　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_HIT	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_HIT_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_HIT_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_HIT_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{命中率|めいちゅうりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AVOID	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AVOID_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AVOID_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_RankupEx2_AVOID_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{回避率|かいひりつ}が　ぐぐーんと　{上|あ}がった！
BTL_STRID_SET_UseItem_Rankup_Critical	[VAR 0102(0000)]は\n[VAR 0109(0001)]を　{使|つか}って　{張|は}り{切|き}りだした！
BTL_STRID_SET_UseItem_Rankup_Critical_Y	{野生|やせい}の　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　{使|つか}って　{張|は}り{切|き}りだした！
BTL_STRID_SET_UseItem_Rankup_Critical_E	{相手|あいて}の　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　{使|つか}って　{張|は}り{切|き}りだした！
BTL_STRID_SET_UseItem_Rankup_Critical_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　{使|つか}って　{張|は}り{切|き}りだした！
BTL_STRID_SET_UseItem_Kemuridama	[VAR 0102(0000)]は　{持|も}っていた\n[VAR 0109(0001)]を{使|つか}って　{逃|に}げた！
BTL_STRID_SET_UseItem_Kemuridama_Y	{野生|やせい}の　[VAR 0102(0000)]は　{持|も}っていた\n[VAR 0109(0001)]を{使|つか}って　{逃|に}げた！
BTL_STRID_SET_UseItem_Kemuridama_E	{相手|あいて}の　[VAR 0102(0000)]は　{持|も}っていた\n[VAR 0109(0001)]を{使|つか}って　{逃|に}げた！
BTL_STRID_SET_UseItem_Kemuridama_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　{持|も}っていた\n[VAR 0109(0001)]を{使|つか}って　{逃|に}げた！
BTL_STRID_SET_KoraeItem	[VAR 0109(0001)]で\nもちこたえた！
BTL_STRID_SET_KoraeItem_Y	{野生|やせい}の　[VAR 0102(0000)]は\n[VAR 0109(0001)]で　もちこたえた！
BTL_STRID_SET_KoraeItem_E	{相手|あいて}の　[VAR 0102(0000)]は\n[VAR 0109(0001)]で　もちこたえた！
BTL_STRID_SET_KoraeItem_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n[VAR 0109(0001)]で　もちこたえた！
BTL_STRID_SET_RankRecoverItem	[VAR 0109(0001)]で\nステータスを元に戻した！
BTL_STRID_SET_RankRecoverItem_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nステータスを　{元|もと}に{戻|もど}した！
BTL_STRID_SET_RankRecoverItem_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nステータスを　{元|もと}に{戻|もど}した！
BTL_STRID_SET_RankRecoverItem_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\nステータスを　{元|もと}に{戻|もど}した！
BTL_STRID_SET_InochiNoTama	[VAR 0102(0000)]は\n命が少し削られた！
BTL_STRID_SET_InochiNoTama_Y	{野生|やせい}の　[VAR 0102(0000)]は\n{命|いのち}が　{少|すこ}し{削|けず}られた！
BTL_STRID_SET_InochiNoTama_E	{相手|あいて}の　[VAR 0102(0000)]は\n{命|いのち}が　{少|すこ}し{削|けず}られた！
BTL_STRID_SET_InochiNoTama_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は\n{命|いのち}が　{少|すこ}し{削|けず}られた！
BTL_STRID_SET_PokeNotExist	…しかし　[VAR 0102(0000)]は\nこの{場|ば}に　いなかった！
BTL_STRID_SET_PokeNotExist_Y	…しかし　{野生|やせい}の　[VAR 0102(0000)]は\nこの{場|ば}に　いなかった！
BTL_STRID_SET_PokeNotExist_E	…しかし　{相手|あいて}の　[VAR 0102(0000)]は\nこの{場|ば}に　いなかった！
BTL_STRID_SET_PokeNotExist_T	…しかし　[VAR 0100(000A)]の　[VAR 0102(0000)]は\nこの{場|ば}に　いなかった！
BTL_STRID_SET_PokeHaveNotItem	…しかし　[VAR 0102(0000)]は\n{使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
BTL_STRID_SET_PokeHaveNotItem_Y	…しかし　{野生|やせい}の　[VAR 0102(0000)]は\n{使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
BTL_STRID_SET_PokeHaveNotItem_E	…しかし　{相手|あいて}の　[VAR 0102(0000)]は\n{使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
BTL_STRID_SET_PokeHaveNotItem_T	…しかし　[VAR 0100(000A)]の　[VAR 0102(0000)]は\n{使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
BTL_STRID_SET_UseItem_TameSkip	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{力|ちから}が　みなぎった！
BTL_STRID_SET_UseItem_TameSkip_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{力|ちから}が　みなぎった！
BTL_STRID_SET_UseItem_TameSkip_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{力|ちから}が　みなぎった！
BTL_STRID_SET_UseItem_TameSkip_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{力|ちから}が　みなぎった！
BTL_STRID_SET_UseItem_PriorityUpOnce	[VAR 0109(0001)]で\n行動がはやくなった！
BTL_STRID_SET_UseItem_PriorityUpOnce_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{行動|こうどう}が　はやくなった！
BTL_STRID_SET_UseItem_PriorityUpOnce_E	{相手|あいて}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{行動|こうどう}が　はやくなった！
BTL_STRID_SET_UseItem_PriorityUpOnce_T	[VAR 0100(000A)]の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{行動|こうどう}が　はやくなった！
BTL_STRID_SET_UseItem_HitRatioUpOnce	[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{次|つぎ}にくりだす　{技|わざ}が　{当|あ}たりやすくなった！
BTL_STRID_SET_UseItem_HitRatioUpOnce_Y	{野生|やせい}の　[VAR 0102(0000)]は　[VAR 0109(0001)]で\n{次|つぎ}にくりだす　{技|わざ}が　{当|あ}たりやすくなった！
