langid:95F1D726
14    {ts:0.9}５Ｆ{/ts}
3E67FD0B    {tp:0.04}{ts:0.95}{rb}次{/rb}{rt}つぎ{/rt}は{clr:FF9754}メインバルコニー{clr:pop}じゃ！{p}{p}またもや　あのヘンテコな{rb}装置{/rb}{rt}そうち{/rt}から{p}オバケがたくさん{rb}出{/rb}{rt}で{/rt}てきておる！　　　{p}{rb}急{/rb}{rt}いそ{/rt}いで{rb}向{/rb}{rt}む{/rt}かうのじゃ～！{/ts}{/tp}
3F3C60F0    {ts:0.9}　クライマータワー{/ts}
3F572FC1    {ts:0.85}{p}この{rb}設定{/rb}{rt}せってい{/rt}で{rb}遊{/rb}{rt}あそ{/rt}びますか？{/ts}
3F6F7D2B    {vs:-12}{ts:0.84}{p}{rb}屋根裏{/rb}{rt}やねうら{/rt}{/ts}{/vs}
3F79D065    {vs:-8}{ts:1.1}{p} GOOD NIGHT!{/ts}{/vs}
3FA1566B    4F
3FC02BF6    {vs:-12}{ts:0.84}アプローチ{/ts}{/vs}
3FD82327    {tp:0.04}{ts:0.95}ハロ～、{clr:51E949}ルイージ{clr:pop}くん{p}{p}{rb}新{/rb}{rt}あたら{/rt}しい{rb}場所{/rb}{rt}ばしょ{/rt}の{rb}様子{/rb}{rt}ようす{/rt}はどうじゃ？{p}{p}ほう　{rb}面白{/rb}{rt}おもしろ{/rt}い{rb}植物{/rb}{rt}しょくぶつ{/rt}を{rb}見{/rb}{rt}み{/rt}つけたな{p}{p}{rb}今{/rb}{rt}いま{/rt}　{rb}吸{/rb}{rt}す{/rt}い{rb}込{/rb}{rt}こ{/rt}んだ{rb}植物{/rb}{rt}しょくぶつ{/rt}は{p}{clr:71D2FF}「ボヨヨンの{rb}実{/rb}{rt}み{/rt}」{clr:pop}じゃ{p}{rb}風船{/rb}{rt}ふうせん{/rt}のように{p}ふくらますことができる{/ts}{/tp}
3FD82328    {tp:0.01}{ts:0.95}そしてなんと！{p}{p}「ふくらむと{rb}宙{/rb}{rt}ちゅう{/rt}に{rb}浮{/rb}{rt}う{/rt}く」{p}{p}という{rb}性質{/rb}{rt}せいしつ{/rt}があるんじゃ{/ts}{/tp}
3FD82329    {tp:0.04}{ts:0.95}ノズルにつけた{rb}状態{/rb}{rt}じょうたい{/rt}で・・・{p}{p}ɭを{rb}押{/rb}{rt}お{/rt}すとふくらむぞい{p}{p}ちょっと　やってみたらどうじゃ？{/ts}{/tp}
3FD8232A    {tp:0.04}{ts:0.95}いらなくなったら　ɹを{rb}押{/rb}{rt}お{/rt}して{p}{rb}吸{/rb}{rt}す{/rt}い{rb}込{/rb}{rt}こ{/rt}んでしまえばいいからの{/ts}{/tp}
3FEBE5C0    {ts:0.95}ローカルプレイ{/ts}
4106F314    {tp:0.04}{rb}準備{/rb}{rt}じゅんび{/rt}はできたか？　{clr:51E949}ルイージ{clr:pop}くん{p}{p}{rb}今度{/rb}{rt}こんど{/rt}こそ　{rb}宮殿内{/rb}{rt}きゅうでんない{/rt}の{rb}調査{/rb}{rt}ちょうさ{/rt}じゃ{p}{p}{clr:A554D0}ダークムーンのかけら{clr:pop}に{rb}関{/rb}{rt}かん{/rt}する{rb}情報{/rb}{rt}じょうほう{/rt}は{p}まだ{rb}何{/rb}{rt}なに{/rt}もない・・・{p}とにかく　キミには{rb}宮殿内{/rb}{rt}きゅうでんない{/rt}を　くまなく{p}{rb}調査{/rb}{rt}ちょうさ{/rt}してもらいたいんじゃ！{/tp}
4106F315    {tp:0.12}わしは{rb}何{/rb}{rt}なに{/rt}か{rb}大事{/rb}{rt}だいじ{/rt}なことを・・・{p}{p}{rb}忘{/rb}{rt}わす{/rt}れているような・・・？{p}{p}・・・・・・・・・・・・・・・・・！？{/tp}
4106F316    {tp:0.01}そうじゃ！{p}{p}{clr:51E949}キノピオ{clr:pop}くんじゃ！{p}{p}あの{rb}頭{/rb}{rt}あたま{/rt}が{rb}大{/rb}{rt}おお{/rt}きな{rb}助手{/rb}{rt}じょしゅ{/rt}のことを{p}すっかり{rb}忘{/rb}{rt}わす{/rt}れておったぞ！{/tp}
4106F317    {tp:0.04}そういえば、{rb}宮殿{/rb}{rt}きゅうでん{/rt}にいるはずの{p}{clr:51E949}キノピオ{clr:pop}くんと{p}{rb}連絡{/rb}{rt}れんらく{/rt}が{rb}取{/rb}{rt}と{/rt}れなくなっておった・・・{/tp}
4106F318    {tp:0.04}う～む・・・{p}{p}{rb}彼{/rb}{rt}かれ{/rt}なら{rb}何{/rb}{rt}なに{/rt}かを{rb}知{/rb}{rt}し{/rt}っているかも{p}しれんのう・・・{/tp}
4106F319    {tp:0.04}よし{p}{p}まずは{rb}宮殿{/rb}{rt}きゅうでん{/rt}にいる{p}{clr:51E949}キノピオ{clr:pop}くんをさがすんじゃ！{/tp}
4106F31A    {tp:0.04}{clr:51E949}キノピオ{clr:pop}くんのことじゃ・・・{p}{p}{rb}今回{/rb}{rt}こんかい{/rt}もまた　{rb}絵{/rb}{rt}え{/rt}の{rb}中{/rb}{rt}なか{/rt}に{p}{rb}閉{/rb}{rt}と{/rt}じ{rb}込{/rb}{rt}こ{/rt}められているかもしれん{/tp}
4106F31B    {tp:0.04}そのときは　いつもの{rb}方法{/rb}{rt}ほうほう{/rt}で{p}{rb}助{/rb}{rt}たす{/rt}け{rb}出{/rb}{rt}だ{/rt}してやってくれ！{p}{rb}頼{/rb}{rt}たの{/rt}んだぞ、{clr:51E949}ルイージ{clr:pop}くん！{/tp}
41337AA4    {ts:0.85}オバゲートの{rb}先{/rb}{rt}さき{/rt}に{p}{rb}進{/rb}{rt}すす{/rt}んでもらおう！{p}そこに{rb}待{/rb}{rt}ま{/rt}つものは{p}はたして・・・？{/ts}
4140426D    {tp:0.12}{ts:0.95}{rb}大丈夫{/rb}{rt}だいじょうぶ{/rt}・・、{clr:51E949}ルイージ{clr:pop}くん？{p}{p}そこ・・{rb}何{/rb}{rt}なに{/rt}が{rb}起{/rb}{rt}お{/rt}き・・・のじゃ？{/ts}{/tp}
4140426E    {tp:0.12}{ts:0.95}{clr:D8BCE6}テレサ{clr:pop}・・いた・・か？{/ts}{/tp}
4140426F    {tp:0.12}{ts:0.95}なん・・とクリスタル・・？{p}{p}クリスタル・・{rb}運{/rb}{rt}はこ{/rt}んでいた・・！{/ts}{/tp}
41404270    {tp:0.12}{ts:0.95}{rb}強力{/rb}{rt}きょうりょく{/rt}・・オバケ・・{p}{p}つかまえたオバケ・・もっ・・れ！{p}{p}{rb}早{/rb}{rt}はや{/rt}く・・{rb}見{/rb}{rt}み{/rt}たい、{clr:51E949}ルイージ{clr:pop}くん！{/ts}{/tp}
415CAC14    {tp:0.04}{ts:0.95}わしじゃ、{clr:51E949}ルイージ{clr:pop}くん！{p}{p}{rb}調査{/rb}{rt}ちょうさ{/rt}は　はかどっておるか？{/ts}{/tp}
415CAC15    {tp:0.04}{ts:0.95}{rb}目的{/rb}{rt}もくてき{/rt}の{rb}部屋{/rb}{rt}へや{/rt}に{rb}行{/rb}{rt}い{/rt}く{rb}方法{/rb}{rt}ほうほう{/rt}は{p}{p}いつも１つとはかぎらんぞい{p}{p}{clr:71D2FF}マップ{clr:pop}をよく{rb}見{/rb}{rt}み{/rt}るんじゃぞ！{p}{clr:51E949}ルイージ{clr:pop}くん！{/ts}{/tp}
419474F8    {ts:0.8}{p}{p}いろいろなものをひろっては{p}それを{rb}使{/rb}{rt}つか{/rt}って{rb}遊{/rb}{rt}あそ{/rt}んだり{p}{rb}人{/rb}{rt}ひと{/rt}に{rb}害{/rb}{rt}がい{/rt}を{rb}与{/rb}{rt}あた{/rt}えたりするオバケ{p}びっくりすると　もち{rb}物{/rb}{rt}もの{/rt}を{rb}落{/rb}{rt}お{/rt}とす{p}----------------------------{/ts}
41AC007E    {ts:0.85}{rb}採掘場{/rb}{rt}さいくつじょう{/rt}の{rb}最下層{/rb}{rt}さいかそう{/rt}で{p}{rb}不穏{/rb}{rt}ふおん{/rt}な{rb}動{/rb}{rt}うご{/rt}きが・・・{p}{rb}何{/rb}{rt}なに{/rt}が{rb}起{/rb}{rt}お{/rt}きているのかを{p}{rb}調{/rb}{rt}しら{/rt}べてくるのじゃ！{/ts}
41E2AEBA    {tp:0.04}・・・しかし{p}{p}すぐに{clr:A554D0}ダークムーンのかけら{clr:pop}が{p}{rb}手{/rb}{rt}て{/rt}に{rb}入{/rb}{rt}はい{/rt}ると{rb}思{/rb}{rt}おも{/rt}ったんじゃが{p}とんだトラブルじゃったのう・・・{/tp}
420AF8DB    {tp:0.01}{ts:0.95}{clr:51E949}ルイージ{clr:pop}くん、そこじゃ！{p}{p}その{rb}扉{/rb}{rt}とびら{/rt}の{rb}奥{/rb}{rt}おく{/rt}から{rb}反応{/rb}{rt}はんのう{/rt}があるぞい！{p}{p}・・・{rb}何{/rb}{rt}なに{/rt}？{p}{clr:71D2FF}カギ{clr:pop}じゃと？{/ts}{/tp}
420AF8DC    {tp:0.04}{ts:0.95}そうか{p}{clr:71D2FF}カギ{clr:pop}がかかっておるのか・・・{p}またここで{rb}足止{/rb}{rt}あしど{/rt}めをくらうとはのう{p}{p}ふむ・・・ちょっと{rb}待{/rb}{rt}ま{/rt}つんじゃ{/ts}{/tp}
420AF8DD    {tp:0.12}{ts:0.95}ビルの{rb}記録帳{/rb}{rt}きろくちょう{/rt}はどこじゃったか？{/ts}{/tp}
420AF8DE    {tp:0.04}{ts:0.95}・・・あった　あった{p}{p}それによると・・・{p}このビルの{rb}持{/rb}{rt}も{/rt}ち{rb}主{/rb}{rt}ぬし{/rt}の{rb}遺言{/rb}{rt}ゆいごん{/rt}で{p}{clr:71D2FF}カギ{clr:pop}は{rb}持{/rb}{rt}も{/rt}ち{rb}主{/rb}{rt}ぬし{/rt}と{rb}一緒{/rb}{rt}いっしょ{/rt}に{p}{clr:FF9754}{rb}墓地{/rb}{rt}ぼち{/rt}{clr:pop}に{rb}埋葬{/rb}{rt}まいそう{/rt}された　とある{/ts}{/tp}
420AF8DF    {tp:0.04}{ts:0.95}よし、さっそく　{clr:71D2FF}ＤＳのマップ{clr:pop}に{p}その{rb}場所{/rb}{rt}ばしょ{/rt}を{rb}登録{/rb}{rt}とうろく{/rt}しておいたぞい{/ts}{/tp}
420AF8E0    {tp:0.04}{ts:0.95}どうしたのじゃ？{p}{p}{clr:FF9754}{rb}墓地{/rb}{rt}ぼち{/rt}{clr:pop}と{rb}聞{/rb}{rt}き{/rt}いておびえておるのか？{p}{p}フェッ　フェッ　フェッ{p}{p}{rb}忘{/rb}{rt}わす{/rt}れるな、{clr:51E949}ルイージ{clr:pop}くん！{p}{p}オバケには{clr:71D2FF}オバキューム{clr:pop}で{p}{rb}立{/rb}{rt}た{/rt}ち{rb}向{/rb}{rt}む{/rt}かえばいいだけじゃ！{p}{rb}健闘{/rb}{rt}けんとう{/rt}を{rb}祈{/rb}{rt}いの{/rt}る！{/ts}{/tp}
426C8EB7    {ts:0.9}マルチプレイ{/ts}
4273EA70    {vs:11}{ts:0.8}トータルウエイト {0}{/ts}{/vs}
42BA37BA    {ts:0.85}{p}{p}キミがオバ{rb}渓谷{/rb}{rt}けいこく{/rt}でつかまえた{p}オバケを{rb}観察{/rb}{rt}かんさつ{/rt}できるぞ！{p}ここに{rb}連{/rb}{rt}つ{/rt}れてきたオバケたちは{p}みんないい{rb}子{/rb}{rt}こ{/rt}にしておるのう！{/ts}
4310C84B    {vs:-12}{ts:0.84}{p}{rb}苗床{/rb}{rt}なえどこ{/rt}{/ts}{/vs}
432007C8    {ts:0.8}{p}{p}オバケ{rb}三姉妹{/rb}{rt}さんしまい{/rt}の{rb}三女{/rb}{rt}さんじょ{/rt}{p}{rb}鏡{/rb}{rt}かがみ{/rt}を{rb}見{/rb}{rt}み{/rt}るより　それを{rb}振{/rb}{rt}ふ{/rt}り{rb}回{/rb}{rt}まわ{/rt}して{p}{rb}遊{/rb}{rt}あそ{/rt}ぶことが{rb}好{/rb}{rt}す{/rt}き{p}{rb}気{/rb}{rt}き{/rt}が{rb}短{/rb}{rt}みじか{/rt}い{p}----------------------------{/ts}
43483B05    {ts:1.1}ゲームをやめて{p}タイトル{rb}画面{/rb}{rt}がめん{/rt}にもどりますか？{/ts}
435D5209    {tp:0.01}さすがの{clr:71D2FF}オバキューム{clr:pop}といえども{p}{rb}今{/rb}{rt}いま{/rt}にも{rb}破裂{/rb}{rt}はれつ{/rt}しそうじゃわい{p}フェッ　フェッ　フェッ{/tp}
435D522A    {tp:0.04}きゃつらめ・・・{p}{p}あのまま{rb}放{/rb}{rt}ほう{/rt}っておいたら{p}{p}この{rb}谷{/rb}{rt}たに{/rt}から{rb}外{/rb}{rt}そと{/rt}に{p}{rb}飛{/rb}{rt}と{/rt}び{rb}出{/rb}{rt}だ{/rt}してしまいそうだったわい{p}くい{rb}止{/rb}{rt}と{/rt}めてくれて{rb}感謝{/rb}{rt}かんしゃ{/rt}するぞ！{/tp}
43DE06D9    {ts:0.95}{clr:00CACB}B-1{clr:pop}　{rb}給水{/rb}{rt}きゅうすい{/rt}システムの{rb}復旧{/rb}{rt}ふっきゅう{/rt}じゃ！{/ts}
44079F74    {vs:-12}{ts:0.84}{p}{rb}連絡階段{/rb}{rt}れんらくかいだん{/rt}{/ts}{/vs}
443D32A7    {vs:-12}{ts:0.84}{p}{rb}保管庫{/rb}{rt}ほかんこ{/rt}{/ts}{/vs}
4462CE61    {vs:-8}{ts:1.1}{p}ハートをプレゼント！{/ts}{/vs}
44F81D01    {vs:-12}{ts:0.84}{p}{rb}中継所{/rb}{rt}ちゅうけいじょ{/rt}{/ts}{/vs}
456826D1    {vs:-12}シニガミ{/vs}
458989EF    {vs:-12}トーレス{/vs}
46722C6C    {ts:0.8}{p}{p}ごつい{rb}見{/rb}{rt}み{/rt}た{rb}目{/rb}{rt}め{/rt}とは{rb}裏腹{/rb}{rt}うらはら{/rt}に{p}{rb}寒{/rb}{rt}さむ{/rt}さに{rb}弱{/rb}{rt}よわ{/rt}く{p}{rb}常{/rb}{rt}つね{/rt}に{rb}厚着{/rb}{rt}あつぎ{/rt}をしている{p}{p}----------------------------{/ts}
468B14DE    {ts:0.85}{p}　１０Ｆのタワーをプレイ！{/ts}
46F89D08    B2
47687108    {vs:-12}{ts:0.84}メインエントランス{/ts}{/vs}
4769113C    {tp:0.04}またもや{rb}新種{/rb}{rt}しんしゅ{/rt}のオバケを{p}つかまえてきたようじゃのう！{p}{rb}体{/rb}{rt}からだ{/rt}の{rb}形{/rb}{rt}かたち{/rt}は　{rb}前{/rb}{rt}まえ{/rt}につかまえたやつと{p}{rb}似{/rb}{rt}に{/rt}ておるが・・・{p}{rb}体中{/rb}{rt}からだじゅう{/rt}に　{rb}妙{/rb}{rt}みょう{/rt}な{rb}模様{/rb}{rt}もよう{/rt}が{p}{rb}浮{/rb}{rt}う{/rt}かび{rb}上{/rb}{rt}あ{/rt}がっておるのう{p}それに　なんだか{rb}強力{/rb}{rt}きょうりょく{/rt}な{p}やつじゃったな{p}・・・ふむ{p}{p}わしの{rb}研究者{/rb}{rt}けんきゅうしゃ{/rt}だましいを{p}{rb}刺激{/rb}{rt}しげき{/rt}しおるわい！{/tp}
4769113D    {tp:0.04}・・・ところで{p}{p}{clr:51E949}キノピオ{clr:pop}くんのことじゃが{p}{p}{rb}今度{/rb}{rt}こんど{/rt}もまた　{rb}絵{/rb}{rt}え{/rt}の{rb}中{/rb}{rt}なか{/rt}に{p}{rb}閉{/rb}{rt}と{/rt}じ{rb}込{/rb}{rt}こ{/rt}められていたそうじゃな・・・{p}しかも　なんでそんなことになったのか{p}さっぱりおぼえていないようじゃ{p}まったく・・・{p}{p}しかたがないやつじゃのう{/tp}
4769113E    {tp:0.04}そんな{clr:51E949}キノピオ{clr:pop}くんじゃが{p}{p}なりゆきとはいえ{p}キミのヘルプができたことを{p}とても{rb}喜{/rb}{rt}よろこ{/rt}んでおったぞ！{p}{p}まったく　むじゃきなやつじゃわい{/tp}
47725290    {vs:-12}サメ{/vs}
4779517B    {tp:0.04}さすがじゃな、{clr:51E949}ルイージ{clr:pop}くん！{/tp}
4779517C    {tp:0.04}フェッ　フェッ　フェッ！{/tp}
4779517D    {tp:0.04}どうやら　この{clr:A554D0}かけら{clr:pop}も{p}{p}{rb}邪悪{/rb}{rt}じゃあく{/rt}なエネルギーで{p}{rb}汚染{/rb}{rt}おせん{/rt}されているようじゃのう{/tp}
4779517E    {tp:0.04}こんなエネルギーは{p}わしの{clr:71D2FF}ゴシゴ{clr:pop}・・・ゴホン{p}わしの{clr:71D2FF}ＧＢ{clr:pop}で{p}さっさと{rb}磨{/rb}{rt}みが{/rt}いてしまおう！{p}では　{clr:A554D0}かけら{clr:pop}を{rb}出{/rb}{rt}だ{/rt}してもらうかの{/tp}
4779517F    {tp:0.01}レッツプレイ！　{clr:71D2FF}ＧＢ{clr:pop}じゃ！{/tp}
47795180    {tp:0.04}フェッ　フェッ　フェッ！{p}{p}またしても{rb}霧{/rb}{rt}きり{/rt}が{rb}少{/rb}{rt}すこ{/rt}し{rb}晴{/rb}{rt}は{/rt}れたぞい！{p}{p}{rb}霧{/rb}{rt}きり{/rt}が{rb}晴{/rb}{rt}は{/rt}れたところで{p}スキャン{rb}開始{/rb}{rt}かいし{/rt}じゃ・・・{/tp}
47795181    {tp:0.12}・・・・・・・・・・・・・・・{/tp}
47795182    {tp:0.04}ふむ{p}{p}{rb}反応{/rb}{rt}はんのう{/rt}があったぞ{p}{p}{rb}次{/rb}{rt}つぎ{/rt}の{rb}調査場所{/rb}{rt}ちょうさばしょ{/rt}は・・・{p}{clr:FF9754}{p}ジゴ～クロック{rb}工場{/rb}{rt}こうじょう{/rt}{clr:pop}じゃ！{p}{p}{clr:71D2FF}ＧＣ{clr:pop}にデータを{rb}登録{/rb}{rt}とうろく{/rt}しておくからの{/tp}
47795183    {tp:0.04}{clr:FF9754}ベースラボ{clr:pop}のモニターを{p}{rb}確認{/rb}{rt}かくにん{/rt}してみるようにな{p}{rb}人生{/rb}{rt}じんせい{/rt}は{rb}長{/rb}{rt}なが{/rt}い{p}たまには{rb}休憩{/rb}{rt}きゅうけい{/rt}も{rb}必要{/rb}{rt}ひつよう{/rt}じゃ{p}{rb}準備{/rb}{rt}じゅんび{/rt}ができたら{rb}呼{/rb}{rt}よ{/rt}んでくれ・・・{/tp}
48318F82    {tp:0.04}{ts:0.95}フェッ　フェッ　フェッ！{p}{p}{rb}手{/rb}{rt}て{/rt}こずっておるようじゃのう{p}{p}{clr:71D2FF}オバキューム{clr:pop}{rb}使{/rb}{rt}つか{/rt}いの{rb}先輩{/rb}{rt}せんぱい{/rt}として{p}{rb}戦{/rb}{rt}たたか{/rt}いのヒントを{rb}教{/rb}{rt}おし{/rt}えよう{/ts}{/tp}
48318F83    {tp:0.04}{ts:0.95}オバケを{rb}吸{/rb}{rt}す{/rt}い{rb}込{/rb}{rt}こ{/rt}んでいるときに{p}{p}ɓを{rb}押{/rb}{rt}お{/rt}すと{clr:71D2FF}ジャンプ{clr:pop}できるぞい！{p}{p}{clr:71D2FF}Ｂジャンプ{clr:pop}とでも{rb}呼{/rb}{rt}よ{/rt}ぶかの？{p}{p}オバケの{rb}攻撃{/rb}{rt}こうげき{/rt}は　{clr:71D2FF}Ｂジャンプ{clr:pop}で{p}{rb}華麗{/rb}{rt}かれい{/rt}にかわすんじゃ！{/ts}{/tp}
48318F84    {tp:0.01}{ts:0.95}ほれ！{p}よそ{rb}見{/rb}{rt}み{/rt}をしとる{rb}場合{/rb}{rt}ばあい{/rt}ではないぞ{p}{rb}早{/rb}{rt}はや{/rt}くオバケをつかまえるんじゃ{/ts}{/tp}
48A57998    {vs:-8}{p} ©２０１３ Ｎｉｎｔｅｎｄｏ{/vs}
48B796F2    {ts:0.8}{p}{p}{rb}分裂{/rb}{rt}ぶんれつ{/rt}する{rb}能力{/rb}{rt}のうりょく{/rt}をもつオバケである{p}ルクリパ{rb}族{/rb}{rt}ぞく{/rt}の{rb}始祖的{/rb}{rt}しそてき{/rt}な{rb}存在{/rb}{rt}そんざい{/rt}{p}ルクリパを{rb}生{/rb}{rt}う{/rt}み{rb}出{/rb}{rt}だ{/rt}す{rb}能力{/rb}{rt}のうりょく{/rt}を{p}もっているようだ{p}----------------------------{/ts}
492BC78D    {vs:-15}{ts:0.85}{rb}参加賞{/rb}{rt}さんかしょう{/rt}{p}{p}{/ts}{/vs}
4A7087BF    {ts:0.85}オバ{rb}犬{/rb}{rt}けん{/rt}はまだこのエリアにいる！{p}きゃつをつかまえて{p}カギを{rb}取{/rb}{rt}と{/rt}りもどすんじゃ！{/ts}
4ADCA88D    {vs:-12}ドンブリー{/vs}
4B05CC44    {vs:-12}{ts:0.84}{p}{rb}天空回廊{/rb}{rt}てんくうかいろう{/rt}{/ts}{/vs}
4B1732D9    {tp:0.01}ニュース{rb}速報{/rb}{rt}そくほう{/rt}です！{clr:FF9754}{p}{p}ヒャッキ～ヤ{rb}坑道{/rb}{rt}こうどう{/rt}{clr:pop}で{p}オバケが{rb}大発生{/rb}{rt}だいはっせい{/rt}しています！{/tp}
4B1732DA    {tp:0.04}{clr:FF9754}ベースラボ{clr:pop}のレーダーは{p}{p}さらに{rb}強{/rb}{rt}つよ{/rt}いオバケの{rb}信号{/rb}{rt}しんごう{/rt}を{p}{rb}受信{/rb}{rt}じゅしん{/rt}しているもようです{p}・・・・・・・・・・・・・・・・・・・{p}・・・・・・・・・・・・・・・・・・・{/tp}
4B1732DB    {tp:0.04}・・・と{p}{p}たまにはニュースキャスター{rb}風{/rb}{rt}ふう{/rt}に{p}しゃべってみたが{p}どうじゃ？{p}{p}なかなかイケてるじゃろ？{/tp}
4B1732DC    {tp:0.12}・・・・・・・・・・・・・・・・・・・{p}{p}・・・ゴホン{/tp}
4B1732DD    {tp:0.04}と、とにかくキミは{p}オバケをなんとかしてきてくれ！{p}{rb}頼{/rb}{rt}たの{/rt}んだぞ、{clr:51E949}ルイージ{clr:pop}くん！{/tp}
4B31E864    {ts:0.9}つづける{/ts}
4B5C4B33    {vs:-17}ボスをつかまえた！{/vs}
4C49C7FC    {ts:0.8}フロアクリア！{/ts}
4C9B8A0D    {p}ダークライトのバッテリーを{p}{rb}強化{/rb}{rt}きょうか{/rt}したぞい！{p}これで{rb}少{/rb}{rt}すこ{/rt}しは{rb}使{/rb}{rt}つか{/rt}いやすくなったかの？
4C9B8A0E    {p}ダークライトのバッテリーを{p}{rb}最大{/rb}{rt}さいだい{/rt}にしたぞい！{p}これでテレサも　いちころ　じゃな！
4CC51513    {tp:0.04}{ts:0.95}どうだ～　{clr:51E949}ルイージ{clr:pop}くん？{p}{p}{clr:51E949}キノピオ{clr:pop}くんに{rb}会{/rb}{rt}あ{/rt}えたかの？{p}{p}{rb}何{/rb}{rt}なに{/rt}？{p}{p}{rb}見当{/rb}{rt}みあ{/rt}たらないじゃと？{p}{p}う～む・・・{/ts}{/tp}
4CC51514    {tp:0.04}{ts:0.95}そそっかしい{rb}助手{/rb}{rt}じょしゅ{/rt}は　どこを{p}ほっつき{rb}歩{/rb}{rt}ある{/rt}いてるんじゃ？{/ts}{/tp}
4CC51515    {tp:0.04}{ts:0.95}すまんが{rb}別{/rb}{rt}べつ{/rt}の{rb}場所{/rb}{rt}ばしょ{/rt}も{p}さがしてみてくれんかのう？{p}まったく{rb}世話{/rb}{rt}せわ{/rt}が{rb}焼{/rb}{rt}や{/rt}けるわい{/ts}{/tp}
4CC51516    {tp:0.04}{ts:0.95}もしかすると　やつは{rb}近{/rb}{rt}ちか{/rt}くの{rb}小屋{/rb}{rt}こや{/rt}に{p}{rb}隠{/rb}{rt}かく{/rt}れているかもしれんぞい{/ts}{/tp}
4CDE774A    {vs:-12}{ts:0.84}{p}{rb}休憩室{/rb}{rt}きゅうけいしつ{/rt}{/ts}{/vs}
4D7126E4    テレサイト
4D9E7A85    Nintendo and Next Level Games are the {p}authors of this software for the purpose {p}of copyright. All rights reserved.
4EC3BC38    {tp:0.04}もどったな、{clr:51E949}ルイージ{clr:pop}くん{p}{p}まずは　{clr:71D2FF}オバキューム{clr:pop}の{rb}中身{/rb}{rt}なかみ{/rt}を{p}{rb}出{/rb}{rt}だ{/rt}してもらおうかのう{/tp}
4EC3BC39    {tp:0.04}{rb}今回{/rb}{rt}こんかい{/rt}キミがつかまえてきた{p}オバケたちのことじゃが・・・{p}いつものやつとは　かなり{p}{rb}違{/rb}{rt}ちが{/rt}っていたのではないかの？{p}いったい　きゃつらに{p}{rb}何{/rb}{rt}なに{/rt}が{rb}起{/rb}{rt}お{/rt}こったのか・・・{p}・・・む？{p}{p}そ、そうか！{/tp}
4EC3BC3A    {tp:0.01}あのクリスタルじゃ！{p}{p}あのクリスタルが{p}{p}オバケの{rb}力{/rb}{rt}ちから{/rt}を{p}{rb}強{/rb}{rt}つよ{/rt}くしたに{rb}違{/rb}{rt}ちが{/rt}いなかろう！{p}{rb}恐{/rb}{rt}おそ{/rt}ろしいことじゃ・・・{/tp}
4EC3BC3B    {tp:0.04}しかも　じゃ・・・{p}{p}ほとんどのクリスタルが{p}{p}もち{rb}去{/rb}{rt}さ{/rt}られていることから{p}{rb}考{/rb}{rt}かんが{/rt}えると・・・{p}これから　どんどん{p}{p}ストロングなオバケが{p}あらわれそうな{rb}気{/rb}{rt}き{/rt}がするぞい！{/tp}
4EC3BC3C    {tp:0.04}ふむ・・・{p}{p}この{rb}一連{/rb}{rt}いちれん{/rt}の{rb}出来事{/rb}{rt}できごと{/rt}を{p}{rb}裏{/rb}{rt}うら{/rt}であやつるのは{p}いったいだれなのか・・・{p}{p}この{rb}先{/rb}{rt}さき{/rt}　どうやって{p}きゃつらに{rb}立{/rb}{rt}た{/rt}ち{rb}向{/rb}{rt}む{/rt}かうのか・・・{/tp}
4EC3BC3D    {tp:0.04}わしはこれからのことを{p}{rb}考{/rb}{rt}かんが{/rt}えてみることにしよう{p}たまにはキミも{p}{p}{rb}将来{/rb}{rt}しょうらい{/rt}のことを　じ～っくり{p}{rb}考{/rb}{rt}かんが{/rt}えてみてはどうじゃ？{p}のう、{clr:51E949}ルイージ{clr:pop}くん？{/tp}
4EDAAE88    {vs:-12}{ts:0.84}ロッジ{/ts}{/vs}
4EE01FBD    {ts:0.85}Equipment Override{/ts}
4F083301    {ts:0.8}{rb}同{/rb}{rt}おな{/rt}じメンバーでつづける？{/ts}
4F1B42A7    {tp:0.01}{ts:0.95}キミは{rb}最高{/rb}{rt}さいこう{/rt}じゃ、{clr:51E949}ルイージ{clr:pop}くん！{p}{p}チョウのように{rb}舞{/rb}{rt}ま{/rt}うオバケたちを{p}ハチのようにつかまえたな！{p}キミの{rb}華麗{/rb}{rt}かれい{/rt}な{rb}動{/rb}{rt}うご{/rt}きを{p}じっくり{rb}見{/rb}{rt}み{/rt}させてもらったぞい！{p}よし　{clr:FF9754}ベースラボ{clr:pop}にもどるがよい{/ts}{/tp}
4F201E06    {ts:0.85}{p}{p}テレサたちは　こっちに{p}{rb}放{/rb}{rt}ほう{/rt}り{rb}込{/rb}{rt}こ{/rt}んでおいたぞ！{/ts}
4F6C2EBF    {ts:0.95}{clr:00CACB}E-4{clr:pop}　{rb}奇襲作戦{/rb}{rt}きしゅうさくせん{/rt}じゃ～！{/ts}
4F6DB5F9    {vs:-12}{ts:0.84}アプローチ{/ts}{/vs}
4F8F1E14    {tp:0.04}フェッ　フェッ　フェッ！{/tp}
