langid:CD72A3F6
14    {ts:0.9}５Ｆ{/ts}
306B3492    斑马
308BA070    {ts:0.84}宇宙展区{/ts}
310CF99A    {ts:0.85}削减的魔头生命力最多！{/ts}
311D1EBA    {tp:0.04}因为正如你所知，{p}那些家伙们是麻烦制造者啊。{/tp}
311D1EBB    {tp:0.04}如果有１只，{p}就表示其他的或许也隐藏在哪里。{p}以后也一样，一旦找到那些家伙们，{p}马上就捕捉喔！{/tp}
311D1EBC    {tp:0.04}因为机会难得，{p}老夫就在{clr:FF9754}展览间{clr:pop}{p}准备个{clr:D8BCE6}嘘嘘鬼{clr:pop}的房间吧！{p}{p}呋、呋、呋！{p}{p}说起这个，以前{p}就想要把那些家伙们放进同一个房间……{/tp}
313D244B    {ts:0.8}{p}{p}　在水晶的影响下，{p}身体表面浮现出{p}　裂缝般的花纹，{p}　冲击波变得更强劲了。{p}-------------------------------------------------{/ts}
31489CD4    {tp:0.04}实际上呢……{p}{p}有股来历不明的不可思议的力量{p}正从宅邸深处涌出！{p}那到底是{clr:A554D0}暗月{clr:pop}的力量呢，{p}{p}还是鬼怪的力量呢？{p}{p}在这里无法知道。{/tp}
31489CD5    {tp:0.04}为了探明那真相，{p}想让你去那里走一趟。{/tp}
31489CD6    {tp:0.04}用得着那么害怕吗？{p}{p}有了老夫发明的{clr:71D2FF}鬼怪吸尘器{clr:pop}，{p}你就是无敌的啦！{p}那么……言归正传。{/tp}
31834C50    {ts:0.9}水晶路易吉{/ts}
31B3B143    {tp:0.04}送入了大量鬼怪的家伙……{p}{p}毋庸置疑，{p}{p}那就是{clr:D8BCE6}嘘嘘鬼王{clr:pop}，只能是它！{/tp}
31B3B144    {tp:0.04}每当失去{clr:A554D0}暗月碎片{clr:pop}的时候，{p}{p}那个家伙{p}一定都怒火中烧吧。{p}进行得很顺利啊，{clr:51E949}路易吉{clr:pop}！{/tp}
31B3B145    {tp:0.04}于是现在，{p}{p}那家伙又向这宫殿{p}送入很多的鬼怪！{/tp}
31B3B146    {tp:0.04}这次{clr:D8BCE6}嘘嘘鬼王{clr:pop}似乎也准备了{p}最强的鬼怪军团喔。{/tp}
31B3B147    {tp:0.01}不守护这里的话，{p}{p}也许又会对整个{clr:FF9754}鬼怪溪谷{clr:pop}{p}造成不好的影响！{/tp}
31B3B148    {tp:0.01}{clr:51E949}路易吉{clr:pop}，{p}{p}不管怎么样，{p}都要阻止那些家伙们！{p}只能拜托你啦！{/tp}
31CB5ED0    霸粘粘
32067C77    {tp:0.04}回来啦，{clr:51E949}路易吉{clr:pop}！{p}{p}本以为{clr:FF9754}墓地{clr:pop}里有{p}{clr:71D2FF}门的钥匙{clr:pop}呢……{p}居然没有，真是遗憾啊。{/tp}
32067C78    {tp:0.04}不管怎样，谢谢你把{p}没出息的助手救出来。{p}……嗯？你说{clr:51E949}奇诺比奥{clr:pop}吗？{p}{p}{clr:51E949}奇诺比奥{clr:pop}的话，不用担心啊，{p}{p}在其他房间里休息呢。{p}{p}比起那个，你似乎{p}捕捉到了有趣的鬼怪了啊。{p}送到{clr:71D2FF}鬼怪之笼{clr:pop}里吧？{/tp}
32067C79    {tp:0.04}看来这几个鬼怪{p}似乎是姐妹呢，{p}鬼怪三姐妹……{p}{p}挺有趣的研究对象啊！{/tp}
32067C7A    {tp:0.04}试着问了问{clr:51E949}奇诺比奥{clr:pop}……{p}{p}{clr:51E949}奇诺比奥{clr:pop}完全不记得{p}发生什么了，{p}真是的……{/tp}
32067C7B    {tp:0.01}只是脑袋特别大，{p}却什～么用场都派不上。{/tp}
32067C7C    {tp:0.04}虽然是那个样子的{clr:51E949}奇诺比奥{clr:pop}……{p}{p}但是他也在偶然间拿到了{p}由监视照相机拍下的相片数据哩。{/tp}
32067C7D    {tp:0.04}看来救出{clr:51E949}奇诺比奥{clr:pop}，{p}可能不全是白费功夫吧。{/tp}
32067C7E    {tp:0.04}相片上拍到了什么？{p}{p}抱歉啊，解析相片数据{p}需要花上一些时间，{p}能等一会吗，{p}{clr:51E949}路易吉{clr:pop}？{/tp}
33D1ED4E    {ts:0.85}粗暴之人{/ts}
340F0588    {ts:0.84}西馆花园{/ts}
345E3A14    {ts:0.85}收集的心最多！{/ts}
348F48EF    {ts:0.8}{p}{p}皮夹克大概是{p}就算变成鬼怪{p}也不会消失的{p}　摇滚精神的表现吧。{p}-------------------------------------------------{/ts}
34D2F939    {ts:0.85}调查的家具最多！{/ts}
35532D92    {tp:0.04}哎，老夫想要做什么来着……{p}{p}……噢，对啦！{p}{p}是{clr:71D2FF}齿轮{clr:pop}的组装啊！{/tp}
35532D93    {tp:0.01}哎嘿，完成哩。{p}{p}在{clr:FF9754}大厅{clr:pop}使用这个啊！{/tp}
35532DD4    {tp:0.01}呒、呒呒呒——！{p}{p}什么啊！？ {/tp}
35532DD5    {tp:0.12}这是……钢琴的声音？{p}{p}为什么突然，有钢琴的声音……{/tp}
358B28B9    {ts:0.85}捕捉的魔头最多！{/ts}
3596D732    {ts:0.85}{p}　玩５Ｆ高塔！{/ts}
363A770E    {tp:0.01}{ts:0.95}这样啊！{p}{p}那个不可思议的物体是{p}{p}制造唤出鬼怪们的{p}{clr:71D2FF}“鬼怪之门”{clr:pop}的装置吗！{/ts}{/tp}
363A770F    {tp:0.01}{ts:0.95}哇、哇、哇，这下糟糕了！{p}{p}宫殿里满是鬼怪！{/ts}{/tp}
363A7710    {tp:0.01}{ts:0.95}这个装置的事情以后再说！{p}{p}首先捕捉鬼怪们！{p}{p}如果不快点捕捉鬼怪们，{p}{p}宫殿就要被鬼怪挤爆了喔！{/ts}{/tp}
364C355D    　最大重量更新！
365AE502    {ts:0.95} 祝你好运　路易吉！{/ts}
3661F32F    {ts:0.85}100% Completion{/ts}
36A3813C    {tp:0.04}又夺回１个{clr:A554D0}暗月碎片{clr:pop}啦！{/tp}
3701E2FD    {ts:0.95}{clr:00CACB}C-4{clr:pop}　追追赶赶！{/ts}
37127797    {vs:-8}{ts:0.84}{p}捕捉魔头！{/ts}{/vs}
371DB429    {tp:0.04}{ts:0.95}哈喽～，{clr:51E949}路易吉{clr:pop}！{p}{p}{clr:71D2FF}螺旋桨{clr:pop}到手了吗？{p}{p}……什么？{p}{p}你说让它逃走了？{p}{p}你这个家伙{p}在做些什么啊？{p}算了，{p}{p}从那里往东侧逃了？{p}{p}那一边是……{p}{clr:FF9754}储物库{clr:pop}啊。{/ts}{/tp}
371DB42A    {tp:0.04}{ts:0.95}……哎？{p}{p}是怎么进入到{p}那个房间的呢？{p}嗯～……{p}{p}……噢，这样啊！ {p}{clr:51E949}奇诺比奥{clr:pop}啊！{p}{clr:51E949}奇诺比奥{clr:pop}的话，应该知道{p}进入那个房间的方法，{p}{clr:51E949}奇诺比奥{clr:pop}确实……{/ts}{/tp}
371DB42B    {tp:0.01}{ts:0.95}估计在{clr:FF9754}控制室{clr:pop}工作过！{p}{p}赶紧前往{clr:FF9754}控制室{clr:pop}！{/ts}{/tp}
373E2C84    {ts:0.84}门厅{/ts}
37A8E0F8    {ts:0.95}{clr:00CACB}A-1{clr:pop}　寻找鬼怪吸尘器！{/ts}
37DD3A02    {ts:0.85}　按ڠ返回ＨＯＭＥ菜单。{/ts}
38228C46    {ts:0.84}前院{/ts}
3835289A    {ts:0.84}厨房{/ts}
38722C0C    {tp:0.04}{ts:0.95}听到老夫说的话了吧，{p}{clr:51E949}路易吉{clr:pop}？{p}赶紧去{clr:FF9754}东馆屋顶{clr:pop}啊！{p}{p}供水系统就在那里啊！{/ts}{/tp}
38880016    {tp:0.04}心情怎么样啊，{clr:51E949}路易吉{clr:pop}。{p}{p}事出突然，这个宅邸里发生了{p}预料之外的事情！{/tp}
38880017    {tp:0.04}本以为已经把这里的鬼怪{p}全部捕捉了……{p}但{clr:FF9754}实验室基地{clr:pop}的雷达检测出了{p}大量鬼怪正在聚集的信号！{/tp}
38880018    {tp:0.04}鬼怪们{p}是从哪里过来的呢？{p}现在老夫也不知道。{p}{p}总而言之，{/tp}
38880019    {tp:0.01}那些家伙们一定{p}又要准备开始做坏事了，{p}绝对没错！{p}{p}一定要赶紧捕捉{p}那些家伙们哩！{/tp}
3888001A    {tp:0.04}那么请你再去一次{clr:FF9754}怨恨宅邸{clr:pop}吧。{p}{p}你还记得那边的情况吧？{/tp}
3888001B    {tp:0.04}要小心啊，{clr:51E949}路易吉{clr:pop}！{p}{p}祝你马到成功！{/tp}
38B193DB    {ts:1.1}在保存过程中{p}　发生错误。{/ts}
3901680D    蜻蜓
39062A1C    {ts:0.85}理应空无一人的房间里{p}　出现了不可思议的现象，{p}去调查吧！{/ts}
3918A3AE    {ts:0.8}{p}{p}　迷幻般的花纹，{p}接下来的研究服用这样的{p}　纹路说不定也不坏。{p}{p}-------------------------------------------------{/ts}
395DBE82    {tp:0.01}那么就拜托了喔！{clr:51E949}路易吉{clr:pop}！{p}{p}通过{clr:71D2FF}ＧＣ{clr:pop}向宅邸ＧＯ～！{/tp}
395DBF58    {tp:0.04}真的是不可思议吧？{p}{p}还有呢，{p}这个{clr:51E949}诅咒球{clr:pop}啊，{p}不知什么时候开始{p}在宅邸中大量出现，{p}各种东西被搞得不见了，{p}真让人头疼啊……{/tp}
395DBF59    {tp:0.04}因此，老夫的新发明{p}{p}{clr:71D2FF}“暗影光线灯”{clr:pop}出场了。{p}{p}如果有这个{clr:71D2FF}暗影光线灯{clr:pop}，{p}{p}就能让消失的东西{p}恢复原样，{p}还能让{clr:51E949}诅咒球{clr:pop}显露哩！！{/tp}
39EC8ABC    {ts:0.84}水晶房间{/ts}
3A1D8D01    文件 １
3A1D8D02    文件 ２
3A1D8D03    文件 ３
3A526CEE    {ts:0.85}超级英雄{/ts}
3AA0614B    {ts:0.85}{p}{p}可以观察{p}你所捕捉到的鬼怪！{p}　好～好看看哟。{/ts}
3ABAFE41    {tp:0.04}{ts:0.95}呜嘎嘎嘎嘎嘎，{p}{p}还真敢来啊，{clr:51E949}路易吉{clr:pop}！　　{/ts}{/tp}
3ABAFE42    {tp:0.04}{ts:0.95}嗯？{p}{p}你说……俺就是{clr:D8BCE6}嘘嘘鬼王{clr:pop}啪嗒？{/ts}{/tp}
3ABAFE43    {tp:0.04}{ts:0.95}俺是{clr:D8BCE6}庞大嘘嘘鬼{clr:pop}！　　{p}{p}和俺开开心心地玩吧啪嗒！　　　　　{/ts}{/tp}
3B154F13    {vs:3}{ts:0.78}{p}在时间用尽之前向目标房间前进！{/ts}{/vs}
3B16D6C7    {tp:0.04}对啦，{clr:51E949}路易吉{clr:pop}，{p}{p}还得教你{p}查看相片的方法呢。{p}移动{clr:71D2FF}Nintendo{clr:pop}{clr:71D2FF} 3DS主机{clr:pop}{p}可以观察相片的每个细节。{p}然后，{p}{p}用ɭ和ɹ缩放。{p}{p}结束查看相片的时候，{p}就按ɓ！{/tp}
3B626699    噜祟祟
3BDB3978    　可能网络拥堵，{p}　或服务暂时停止，{p}　请稍后再试。
3C5D61CC    {ts:0.84}北侧走廊{/ts}
3C5F8F11    {tp:0.04}{ts:0.95}冷静下来，{clr:51E949}路易吉{clr:pop}！{p}{p}好～好观察那家伙！{p}{p}肯定会有吸入的好机会！{/ts}{/tp}
3C620D64    {ts:0.85}{p}　通过下载游戏，{p}把消灭鬼怪的乐趣{p}分享给大家～！{p}也非常欢迎没有此软件的人！{/ts}
3CBFE6F9    {tp:0.04}太好了，{p}不愧是{clr:51E949}路易吉{clr:pop}！{/tp}
3CBFE6FA    {tp:0.04}这是什么样的家伙呀！{p}{p}竟然靠自己的力量{p}从{clr:71D2FF}鬼怪吸尘器{clr:pop}逃脱了……{p}真是让人头疼哇。{p}{p}话说回来……{p}{p}它就是一只喜欢恶作剧的{clr:51E949}鬼怪犬{clr:pop}啊。{/tp}
3CBFE6FB    {tp:0.01}呀～！{p}{p}{clr:51E949}鬼怪犬{clr:pop}的口水把{p}{clr:71D2FF}钥匙{clr:pop}弄得黏糊糊的不是吗！{/tp}
3CBFE6FC    {tp:0.12}而且，都已经破破烂烂的……{/tp}
3CBFE6FD    {tp:0.04}这样黏糊糊的，{p}{clr:71D2FF}钥匙{clr:pop}都不能修理了。{/tp}
3CBFE6FE    {tp:0.04}……唔。{/tp}
3CBFE6FF    {tp:0.04}首先请助手{clr:51E949}奇诺比奥{clr:pop}{p}擦干净怎么样……{/tp}
3CBFE700    {tp:0.04}那之后再开始{clr:71D2FF}钥匙{clr:pop}的修理吧。{/tp}
3CBFE701    {tp:0.04}{clr:71D2FF}钥匙{clr:pop}修理结束之前，{p}可以稍微休息一下哩。{/tp}
3CC77995    {tp:0.04}一直在等你，{clr:51E949}路易吉{clr:pop}。{p}{p}多亏了你夺回了{clr:71D2FF}时钟指针{clr:pop}，{p}{p}打开{clr:FF9754}钟塔大门{clr:pop}所必须的{p}{clr:71D2FF}零件{clr:pop}只剩１个了！{p}根据{clr:FF9754}实验室基地{clr:pop}的雷达所示……{/tp}
3CC77996    {tp:0.01}{clr:A554D0}暗月碎片{clr:pop}{p}仍在{clr:FF9754}钟塔{clr:pop}的上面！{p}但是，不知道{p}会在那里多久……{p}必须要快喔！{/tp}
3CC77997    {tp:0.04}根据雷达所示，{p}{p}在{clr:FF9754}时钟工场{clr:pop}的东侧，{p}{p}好像有鬼怪们{p}在活跃地到处移动，{p}因为是这样的情况……{p}{p}当然你也{p}认为那边很奇怪吧？{/tp}
3CC77998    {tp:0.04}但是啊……{p}{p}好像鬼怪们{p}把通往那个地方的门给堵住了{p}………………{p}{p}呋、呋、呋，{p}{p}不要担心，{clr:51E949}路易吉{clr:pop}。{p}{p}那个问题，交给老夫{p}天才{clr:51E949}哎哟·  喂{clr:pop}吧！{p}那个周围确实应该有{p}{clr:71D2FF}GOGO照相机{clr:pop}的出口……{/tp}
3CC77999    {tp:0.12}如果把{clr:71D2FF}ＧＣ{clr:pop}的传送地点……{p}{p}稍微更改一下……{/tp}
3CC7799A    {tp:0.04}……好，{p}{p}这样就没问题了。{/tp}
3CC7799B    {tp:0.04}然后，这个是……{p}{p}我们寻找的最后的{clr:71D2FF}零件{clr:pop}，{p}{p}{clr:71D2FF}螺旋桨{clr:pop}啊。{/tp}
3CC7799C    {tp:0.04}那么准备好了吗？{p}{p}去一趟吧，{clr:51E949}路易吉{clr:pop}！{/tp}
3CD0C78B    {ts:0.95}Ѡ 限制解除！{/ts}
3D00C8EE    {tp:0.01}{ts:0.95}太～棒了！{/ts}{/tp}
3D00C8EF    {tp:0.12}{ts:0.95}……………………{p}{p}……………咳咳{/ts}{/tp}
3D00C8F0    {tp:0.04}{ts:0.95}就、就是那个、那把{clr:71D2FF}钥匙{clr:pop}！{p}{p}和{clr:51E949}鬼怪犬{clr:pop}玩耍{p}这么久差不多了，{p}马上回来吧。{p}{p}到{clr:FF9754}展览间{clr:pop}来{p}就随时都能和那个家伙见面，{p}呋，呋，呋！{/ts}{/tp}
3D43564B    {ts:0.9}否{/ts}
3D6BAA9F    {ts:0.84}睡房{/ts}
3D6DDF60    {ts:0.9}  ＧＯＯＤ ＮＩＧＨＴ！{/ts}
3D76A679    {ts:0.9}　时间到！{/ts}
3DA1FE6D    {ts:0.8}{p}{p}　虽然不会想去试着咬一口，{p}但外形就像{p}　新鲜黄瓜一样。{p}{p}-------------------------------------------------{/ts}
3E587A78    {ts:0.84}西馆走廊{/ts}
3E5C400F    3F
3E67FD08    {tp:0.04}{ts:0.95}还、还有别的地方！{p}{p}在别的地方{p}鬼怪在发狂哩！{p}好好看看{clr:71D2FF}地图{clr:pop}！{/ts}{/tp}
3E67FD09    {tp:0.04}{ts:0.95}鬼怪在不断聚集过来！{p}{p}捕捉那些家伙～！{/ts}{/tp}
3E67FD0A    {tp:0.01}{ts:0.95}还会来更多哩，{clr:51E949}路易吉{clr:pop}！{p}{p}吸入～{p}{p}吸入啊～！　　{/ts}{/tp}
3E67FD0B    {tp:0.04}{ts:0.95}接下来是{clr:FF9754}主阳台{clr:pop}！{p}{p}从那个奇怪的装置又{p}出来许许多多鬼怪！　　　{p}赶紧前往～！{/ts}{/tp}
3F3C60F0    {ts:0.9} 攀登者高塔{/ts}
3F572FC1    {ts:0.85}{p}　以该设置玩吗？{/ts}
3F6F7D2B    {ts:0.84}阁楼{/ts}
3F79D065    {vs:-8}{ts:1.1}{p} GOOD NIGHT!{/ts}{/vs}
3FA1566B    4F
3FC02BF6    {ts:0.84}前院{/ts}
3FD82327    {tp:0.04}{ts:0.95}哈喽～，{clr:51E949}路易吉{clr:pop}。{p}{p}新地方的情况如何？{p}{p}嚯，找到有趣的植物了呢。{p}{p}现在吸入的植物是{p}{clr:71D2FF}“啵哟哟果”{clr:pop}，{p}像气球一样{p}可以膨胀起来。{/ts}{/tp}
3FD82328    {tp:0.01}{ts:0.95}而且居然！{p}{p}还有“膨胀起来就会飘向空中”{p}{p}这样的特性。{/ts}{/tp}
3FD82329    {tp:0.04}{ts:0.95}装接在气口上的状态下……{p}{p}按ɭ让它膨胀哩，{p}{p}稍微做着试试看怎么样？{/ts}{/tp}
3FD8232A    {tp:0.04}{ts:0.95}如果不需要了，按ɹ{p}把它吸进去就好了。{/ts}{/tp}
3FEBE5C0    {ts:0.95}本地联机游戏{/ts}
4106F314    {tp:0.04}准备好了吗？{clr:51E949}路易吉{clr:pop}，{p}{p}这回可真要进行宫殿内的调查了啊。{p}{p}关于{clr:A554D0}暗月碎片{clr:pop}的信息{p}还是什么都没有……{p}不管怎样，希望你帮老夫在宫殿内{p}到处调查一下！{/tp}
4106F315    {tp:0.12}老夫好像忘了……{p}{p}什么重要的事情……？{p}{p}…………………………！？{/tp}
4106F316    {tp:0.01}对啦！{p}{p}是{clr:51E949}奇诺比奥{clr:pop}啊！{p}{p}把那个大头助手的事{p}忘得干干净净了喔！{/tp}
4106F317    {tp:0.04}这样说来，{p}与应该在宫殿里的{clr:51E949}奇诺比奥{clr:pop}{p}失去联络了……{/tp}
4106F318    {tp:0.04}嗯～……{p}如果是他的话，{p}也许知道些什么……{/tp}
4106F319    {tp:0.04}好，{p}{p}首先寻找在宫殿里的{p}{clr:51E949}奇诺比奥{clr:pop}！{/tp}
4106F31A    {tp:0.04}至于{clr:51E949}奇诺比奥{clr:pop}啊……{p}{p}这次也许又被封印在画中了。{/tp}
4106F31B    {tp:0.04}那个时候就用往常的方法{p}把他救出来！{p}拜托了喔，{clr:51E949}路易吉{clr:pop}！{/tp}
41337AA4    {ts:0.85}向鬼怪之门的{p}那一边前进吧！{p}在那儿等着的{p}　到底是……？{/ts}
4140426D    {tp:0.12}{ts:0.95}没问题……，{clr:51E949}路易吉{clr:pop}？{p}{p}那……发生什么……啊？{/ts}{/tp}
4140426E    {tp:0.12}{ts:0.95}{clr:D8BCE6}嘘嘘鬼{clr:pop}……在……吗？{/ts}{/tp}
4140426F    {tp:0.12}{ts:0.95}竟然……是水晶……？{p}{p}在运送……水晶……！{/ts}{/tp}
41404270    {tp:0.12}{ts:0.95}强力……鬼怪……{p}{p}把捕捉到的鬼怪……带……来！{p}{p}想要早点……看到，{clr:51E949}路易吉{clr:pop}！{/ts}{/tp}
415CAC14    {tp:0.04}{ts:0.95}是老夫啊，{clr:51E949}路易吉{clr:pop}！{p}{p}调查有进展吗？{/ts}{/tp}
415CAC15    {tp:0.04}{ts:0.95}前往目标房间的方法，{p}{p}也不总是只有１种哩。{p}{p}仔细看{clr:71D2FF}地图{clr:pop}喔！{p}{clr:51E949}路易吉{clr:pop}！{/ts}{/tp}
419474F8    {ts:0.8}{p}{p}捡到各种各样的东西{p}就拿来玩或者用来{p}　对人造成伤害的鬼怪。{p}　受到惊吓的话，拿着的东西就会掉落。{p}-------------------------------------------------{/ts}
41AC007E    {ts:0.85}采掘场的最下层{p}有凶险的动静……{p}去调查一下{p}正在发生什么事！{/ts}
41E2AEBA    {tp:0.04}……但是，{p}{p}本以为{clr:A554D0}暗月碎片{clr:pop}{p}马上就到手了，{p}想不到的麻烦却来了……{/tp}
420AF8DB    {tp:0.01}{ts:0.95}{clr:51E949}路易吉{clr:pop}，就是那里！{p}{p}那扇门的里面有反应哩！{p}{p}……什么？{p}你说{clr:71D2FF}钥匙{clr:pop}？{/ts}{/tp}
420AF8DC    {tp:0.04}{ts:0.95}是吗？{p}用{clr:71D2FF}钥匙{clr:pop}锁上了吗……{p}没想到在这里又被绊住脚。{p}{p}唔……等一下啊。{/ts}{/tp}
420AF8DD    {tp:0.12}{ts:0.95}大楼的记事本在哪里？{/ts}{/tp}
420AF8DE    {tp:0.04}{ts:0.95}……有了，有了。{p}{p}上面记载着……{p}依照这栋大楼持有者的遗言，{p}{clr:71D2FF}钥匙{clr:pop}和持有者一起{p}被埋葬在{clr:FF9754}墓地{clr:pop}里了。{/ts}{/tp}
420AF8DF    {tp:0.04}{ts:0.95}好，事不宜迟，老夫已经在{p}{clr:71D2FF}ＤＳ的地图{clr:pop}上把那个地方登录好哩。{/ts}{/tp}
420AF8E0    {tp:0.04}{ts:0.95}怎么了啊？{p}{p}一听到{clr:FF9754}墓地{clr:pop}就害怕了吗？{p}{p}呋、呋、呋。{p}{p}别忘了，{clr:51E949}路易吉{clr:pop}！{p}{p}遇到鬼怪用{clr:71D2FF}鬼怪吸尘器{clr:pop}{p}去对付就好了！{p}祝你马到成功！{p}{/ts}{/tp}
426C8EB7    {ts:0.9}多人游戏{/ts}
4273EA70    {ts:0.8}总重量 {0}{/ts}
42BA37BA    {ts:0.85}{p}{p}可以观察你在{p}鬼怪溪谷捕捉到的鬼怪喔！{p}　被带到这里来的鬼怪，{p}大家都乖乖的哟！{/ts}
4310C84B    {ts:0.84}苗床室{/ts}
432007C8    {ts:0.8}{p}{p}　鬼怪三姐妹中的小女儿，{p}比起照镜子，更喜欢把镜子{p}　挥来舞去地玩耍，{p}　是个急性子。{p}-------------------------------------------------{/ts}
43483B05    {ts:1.1}要退出游戏{p}　返回标题画面吗？{/ts}
435D5209    {tp:0.01}即使是厉害的{clr:71D2FF}鬼怪吸尘器{clr:pop}，{p}都好像马上就要被撑破了哇。{p}呋、呋、呋。{/tp}
435D522A    {tp:0.04}那些家伙们……{p}{p}如果那样放任下去，{p}{p}似乎会从这个溪谷{p}飞到外面去哇。{p}谢谢你阻止了这件事的发生喔！{/tp}
43DE06D9    {ts:0.95}{clr:00CACB}B-1{clr:pop}　恢复供水系统！{/ts}
44079F74    {ts:0.84}连通楼梯{/ts}
443D32A7    {ts:0.84}保管库{/ts}
4462CE61    {vs:-10}{ts:1.1}{p}赠送心！{/ts}{/vs}
44F81D01    {ts:0.84}转运站{/ts}
456826D1    死神
458989EF    托雷斯
46722C6C    {ts:0.8}{p}{p}　与粗犷的外表相反，{p}　惧怕寒冷，{p}　经常穿得很厚实。{p}{p}-------------------------------------------------{/ts}
468B14DE    {ts:0.85}{p}　玩１０Ｆ高塔！{/ts}
46F89D08    B2
47687108    {ts:0.84}主门厅{/ts}
4769113C    {tp:0.04}好像又捕捉到{p}新种类的鬼怪了！{p}体形和之前捕捉到的家伙{p}类似……{p}不过全身浮现着{p}奇妙的花纹。{p}并且，总觉得是{p}有强大力量的家伙啊。{p}……唔。{p}{p}老夫的研究者之魂{p}被刺激啦！{/tp}
4769113D    {tp:0.04}……话说回来，{p}{p}听说{clr:51E949}奇诺比奥{clr:pop}啊，{p}{p}这次又被封印在画中……{p}{p}而且，好像完全不记得{p}为什么会变成这样的，{p}真是的……{p}{p}真是没有办法的家伙啊。{/tp}
4769113E    {tp:0.04}但那个样子的{clr:51E949}奇诺比奥{clr:pop}啊，{p}{p}虽说是大势所趋，{p}但是能帮到你的忙，{p}他是非常高兴的喔！{p}{p}真是的，多天真的家伙啊。{/tp}
47725290    鲨鱼
4779517B    {tp:0.04}真不愧是{clr:51E949}路易吉{clr:pop}！{/tp}
4779517C    {tp:0.04}呋、呋、呋！{/tp}
4779517D    {tp:0.04}好像这个{clr:A554D0}碎片{clr:pop}也{p}被邪恶的能量污染了。{/tp}
4779517E    {tp:0.04}这样的能量，{p}用老夫的{clr:71D2FF}干干净{clr:pop}……咳咳{p}用老夫的{clr:71D2FF}ＧＢ{clr:pop}{p}迅速擦掉吧！{p}那么，能把{clr:A554D0}碎片{clr:pop}拿给老夫吗？{/tp}
4779517F    {tp:0.01}Let's play！{clr:71D2FF}ＧＢ{clr:pop}啊！{/tp}
47795180    {tp:0.04}呋、呋、呋！{p}{p}雾又散开了一些哩！{p}既然雾散了，{p}就开始扫描吧……{/tp}
47795181    {tp:0.12}……………………{/tp}
47795182    {tp:0.04}唔，{p}{p}有反应了喔。{p}{p}下一个调查地点是……{p}{clr:FF9754}{p}地狱时钟工场{clr:pop}！{p}{p}老夫会在{clr:71D2FF}ＧＣ{clr:pop}上登录数据。{/tp}
47795183    {tp:0.04}记得确认一下{p}{clr:FF9754}实验室基地{clr:pop}的显示器啊。{p}人生漫长，{p}偶尔也需要休息啊。{p}如果准备好了就叫老夫吧……{/tp}
48318F82    {tp:0.04}{ts:0.95}呋、呋、呋！{p}{p}好像很棘手吧，{p}{p}作为使用{clr:71D2FF}鬼怪吸尘器{clr:pop}的前辈{p}教你战斗的诀窍吧。{/ts}{/tp}
48318F83    {tp:0.04}{ts:0.95}在吸入鬼怪的时候，{p}{p}如果按ɓ可以{clr:71D2FF}跳{clr:pop}哩！{p}{p}也可以称作{clr:71D2FF}Ｂ跳{clr:pop}吗？{p}{p}鬼怪的攻击，可以用{clr:71D2FF}Ｂ跳{clr:pop}{p}华丽地避开！{/ts}{/tp}
48318F84    {tp:0.01}{ts:0.95}哎嘿！{p}不是东张西望的时候喔，{p}快点捕捉鬼怪。{/ts}{/tp}
48A57998    {vs:-5}{p} ©2013 Nintendo{/vs}
48B796F2    {ts:0.8}{p}{p}　拥有分裂能力的鬼怪，{p}　是噜粘粘族始祖般的存在，{p}好像拥有能够{p}　生出噜粘粘的能力。{p}-------------------------------------------------{/ts}
492BC78D    {ts:0.85}参与奖{/ts}
4A7087BF    {ts:0.85}鬼怪犬还在这个区域里！{p}　捕捉那个家伙，{p}夺回钥匙啊！{/ts}
4ADCA88D    霸悍悍
4B05CC44    {ts:0.84}天空回廊{/ts}
4B1732D9    {tp:0.01}新闻快报！{clr:FF9754}{p}{p}百鬼夜行坑道{clr:pop}里{p}出现大量鬼怪！{/tp}
4B1732DA    {tp:0.04}{clr:FF9754}实验室基地{clr:pop}的雷达{p}{p}好像收到了更强的{p}鬼怪信号。{p}…………………………{p}…………………………{/tp}
4B1732DB    {tp:0.04}……像这样，{p}{p}偶尔试着以新闻播报员的风格{p}来说说话，{p}如何呀？{p}{p}还挺不错的吧？{/tp}
4B1732DC    {tp:0.12}…………………………{p}{p}……咳。{/tp}
4B1732DD    {tp:0.04}总、总而言之，{p}你想点办法对付鬼怪！{p}拜托了喔，{clr:51E949}路易吉{clr:pop}！{/tp}
4B31E864    {ts:0.9}继续{/ts}
4B5C4B33    捕捉到魔头了！
4C49C7FC    {ts:0.8}楼层通过！{/ts}
4C9B8A0D    {p}暗影光线灯的电池{p}已经强化哩！{p}　这样会不会稍微好用点？
4C9B8A0E    {p}暗影光线灯的电池{p}已经强化到最大哩！{p}这样捕捉嘘嘘鬼也易如反掌了啊！
4CC51513    {tp:0.04}{ts:0.95}怎么样～，{clr:51E949}路易吉{clr:pop}？{p}{p}见到{clr:51E949}奇诺比奥{clr:pop}了吗？{p}{p}什么？{p}{p}你说找不到？{p}{p}嗯～唔……{/ts}{/tp}
4CC51514    {tp:0.04}{ts:0.95}冒冒失失的助手，{p}到哪里溜达去了？{/ts}{/tp}
4CC51515    {tp:0.04}{ts:0.95}不好意思，能不能{p}麻烦你去别的地方找找呢？{p}真是让人操心啊。{/ts}{/tp}
