langid:CF8B6E4B
14    {ts:0.9}５Ｆ{/ts}
306B3492    斑馬
308BA070    {ts:0.84}宇宙區{/ts}
310CF99A    {ts:0.85}削減最多魔王生命力！{/ts}
311D1EBA    {tp:0.04}你也知道的{p}那傢伙們就是愛惹事生非哪{/tp}
311D1EBB    {tp:0.04}有１隻就代表{p}可能還有更多隻躲在某處哦{p}之後也是　一旦發現那傢伙們{p}就要馬上捕捉起來哦！{/tp}
311D1EBC    {tp:0.04}機會難得{p}我就在{clr:FF9754}展示間{clr:pop}裡{p}準備一個{clr:D8BCE6}害羞幽靈{clr:pop}的房間好了！{p}{p}呼嘿　嘿　嘿！{p}{p}讓我想起過去曾試圖{p}把那傢伙們裝在同一間房裡・・・{/tp}
313D244B    {ts:0.8}{p}{p}受到水晶的影響{p}身體表面浮現出{p}如裂痕般的紋路{p}衝擊波更強勁幾分{p}----------------------------------------------------{/ts}
31489CD4    {tp:0.04}其實呀・・・{p}{p}宅邸深處正湧出一股{p}不可思議的莫名力量！{p}那股力量到底是來自於{clr:A554D0}暗月{clr:pop}{p}{p}還是來自於鬼怪{p}{p}在這兒是無從知曉{/tp}
31489CD5    {tp:0.04}為了查明真相{p}我想請你去那兒一趟哪{/tp}
31489CD6    {tp:0.04}不需要那麼害怕的唄？{p}{p}只要有我發明的{clr:71D2FF}鬼怪吸塵器{clr:pop}{p}你就無敵囉！{p}好啦・・・言歸正傳吧{/tp}
31834C50    {ts:0.9}水晶路易吉{/ts}
31B3B143    {tp:0.04}把大量鬼怪送進來的傢伙・・・{p}{p}毋庸置疑{p}{p}除了{clr:D8BCE6}害羞幽靈王{clr:pop}之外別無他人！{/tp}
31B3B144    {tp:0.04}每一次失去{clr:A554D0}暗月碎片{clr:pop}{p}{p}那傢伙八成都{p}氣得七竅生煙才是{p}剛好給他一點顏色瞧瞧哪，{clr:51E949}路易吉{clr:pop}！{/tp}
31B3B145    {tp:0.04}然後現在{p}{p}那傢伙又把好多鬼怪{p}送到這宮殿裡頭！{/tp}
31B3B146    {tp:0.04}{clr:D8BCE6}害羞幽靈王{clr:pop}這次似乎準備了{p}最強的鬼怪軍團來哦{/tp}
31B3B147    {tp:0.01}要是這個時候被攻破{p}{p}說不定整個{clr:FF9754}鬼怪溪谷{p}{clr:pop}又會受到波及！{/tp}
31B3B148    {tp:0.01}{clr:51E949}路易吉{clr:pop}{p}{p}無論如何都要{p}制止那傢伙們！{p}只能靠你了！{/tp}
31CB5ED0    霸黏黏
32067C77    {tp:0.04}你回來啦，{clr:51E949}路易吉{clr:pop}！{p}{p}我以為{clr:71D2FF}大門鑰匙{clr:pop}{p}就在{clr:FF9754}墓地{clr:pop}裡・・・{p}誰知道竟然沒有，真是可惜哪{/tp}
32067C78    {tp:0.04}無論如何　我得謝謝你{p}幫我把這不成材的助手給救出來{p}・・・嗯？　{clr:51E949}奇諾比奧{clr:pop}嗎？{p}{p}你不用擔心{clr:51E949}奇諾比奧{clr:pop}{p}{p}他正在別的房間休息哩{p}{p}不談這個　倒是你好像{p}捕獲了有趣的鬼怪來啦{p}能不能幫我{p}裝進{clr:71D2FF}鬼怪之籠{clr:pop}呀？{/tp}
32067C79    {tp:0.04}這群鬼怪{p}看來是姊妹哪{p}鬼怪三姊妹・・・{p}{p}這實在是{p}頗有趣的研究對象呀！{/tp}
32067C7A    {tp:0.04}我試著問過{clr:51E949}奇諾比奧{clr:pop}・・・{p}{p}但{clr:51E949}奇諾比奧{clr:pop}根本就不記得{p}到底發生了什麼事{p}真是的・・・{/tp}
32067C7B    {tp:0.01}虧他的頭那麼大{p}真是一～點也幫不上忙！{/tp}
32067C7C    {tp:0.04}這{clr:51E949}奇諾比奧{clr:pop}{p}雖然忘東忘西・・・{p}卻也剛好把監視器拍到的{p}照片資料帶在身上呢{/tp}
32067C7D    {tp:0.04}看來這次救出{clr:51E949}奇諾比奧{clr:pop}{p}也不算是白救哪{/tp}
32067C7E    {tp:0.04}照片上的內容嗎？{p}{p}抱歉啊{p}解析照片資料得花點時間{p}可以稍等我一下嗎？{p}{clr:51E949}路易吉{clr:pop}{/tp}
33D1ED4E    {ts:0.85}莽撞之人{/ts}
340F0588    {ts:0.84}西館花園{/ts}
345E3A14    {ts:0.85}收集最多愛心！{/ts}
348F48EF    {ts:0.8}{p}{p}就算變成鬼怪{p}皮夾克也不會消失{p}搖滾精神乍現於此{p}{p}----------------------------------------------------{/ts}
34D2F939    {ts:0.85}調查最多家具！{/ts}
35532D92    {tp:0.04}咦，我剛剛{p}想要做什麼來著・・・{p}・・・哦哦　對啦！{p}{p}就是組裝{clr:71D2FF}齒輪{clr:pop}啦！{/tp}
35532D93    {tp:0.01}你看　組裝好囉{p}{p}就是要在{clr:FF9754}大廳{clr:pop}使用這個呀！{/tp}
35532DD4    {tp:0.01}嗯，嗯嗯嗯～～！{p}{p}什麼！？ {/tp}
35532DD5    {tp:0.12}這是・・・鋼琴的聲音？{p}{p}為什麼突然會有鋼琴的聲音・・・{/tp}
358B28B9    {ts:0.85}捕獲最多魔王！{/ts}
3596D732    {ts:0.85}{p}　玩５Ｆ高塔！{/ts}
363A770E    {tp:0.01}{ts:0.95}是這樣嗎！{p}{p}那個不可思議的物體{p}{p}就是製造出{p}{p}召喚鬼怪們的{p}{clr:71D2FF}「鬼怪之門」{clr:pop}的裝置！{/ts}{/tp}
363A770F    {tp:0.01}{ts:0.95}哇、哇、哇、這下不妙！{p}{p}宮殿裡出現越來越多鬼怪了！{/ts}{/tp}
363A7710    {tp:0.01}{ts:0.95}這台裝置的事晚點再說！{p}{p}先捕捉鬼怪們{p}比較要緊！{p}要是不快點{p}把鬼怪們捕捉起來{p}宮殿就會被{p}鬼怪們擠爆！{/ts}{/tp}
364C355D    　更新最大隻的重量！
365AE502    {ts:0.95} 祝你好運　路易吉！{/ts}
3661F32F    {ts:0.85}100% Completion{/ts}
36A3813C    {tp:0.04}又替我取回１塊{p}{clr:A554D0}暗月碎片{clr:pop}了！{/tp}
3701E2FD    {ts:0.95}{clr:00CACB}C-4{clr:pop}　追趕跑跳碰！{/ts}
37127797    {vs:-10}{ts:0.84}{p}　捕捉魔王！{/ts}{/vs}
371DB429    {tp:0.04}{ts:0.95}哈囉～，{clr:51E949}路易吉{clr:pop}！{p}{p}{clr:71D2FF}螺旋槳{clr:pop}到手了嗎？{p}{p}・・・什麼？{p}{p}你說讓他逃走了？{p}{p}好啊你這個傢伙{p}到底怎麼做事的？{p}算了{p}{p}從那兒逃到東側了是嗎？{p}{p}那頭是・・・{p}{clr:FF9754}收納庫{clr:pop}哪{/ts}{/tp}
371DB42A    {tp:0.04}{ts:0.95}・・・咦？{p}{p}怎樣才能進到{p}那個房間裡呢？{p}嗯・・・{p}{p}・・・哦哦　對啦！ {p}{clr:51E949}奇諾比奧{clr:pop}！{p}{clr:51E949}奇諾比奧{clr:pop}一定知道{p}怎麼進去那間房裡{p}我記得{clr:51E949}奇諾比奧{clr:pop}在・・・{/ts}{/tp}
371DB42B    {tp:0.01}{ts:0.95}應該就在{clr:FF9754}控制室{clr:pop}工作！{p}{p}趕緊前往{clr:FF9754}控制室{clr:pop}吧！{/ts}{/tp}
373E2C84    {ts:0.84}玄關{/ts}
37A8E0F8    {ts:0.95}{clr:00CACB}A-1{clr:pop}　找出鬼怪吸塵器！{/ts}
37DD3A02    {ts:0.85}按ڠ返回ＨＯＭＥ選單{/ts}
38228C46    {ts:0.84}前院{/ts}
3835289A    {ts:0.84}廚房{/ts}
38722C0C    {tp:0.04}{ts:0.95}你有在聽我說話嗎{p}{clr:51E949}路易吉{clr:pop}？{p}快點到{clr:FF9754}東館頂樓{clr:pop}去呀！{p}{p}供水系統就在那邊哩！{/ts}{/tp}
38880016    {tp:0.04}感覺如何？{clr:51E949}路易吉{clr:pop}{p}{p}事出突然　在這宅邸{p}發生了意想不到的事件！{/tp}
38880017    {tp:0.04}我原以為　這邊的鬼怪{p}全都捕獲了　誰知・・・{p}{clr:FF9754}實驗室基地{clr:pop}的雷達偵測到{p}鬼怪大量聚集的訊號！{/tp}
38880018    {tp:0.04}鬼怪們到底是{p}從哪跑到這兒來的{p}我現在也不知道{p}{p}總而言之哪{/tp}
38880019    {tp:0.01}傢伙們一定又在{p}盤算著什麼壞主意！{p}得趕緊全都{p}捕捉起來呀！{/tp}
3888001A    {tp:0.04}那就再請你{p}去一趟{clr:FF9754}怨念宅邸{clr:pop}吧{p}你應該還記得{p}那邊的情況吧？{/tp}
3888001B    {tp:0.04}自己小心哪，{clr:51E949}路易吉{clr:pop}！{p}{p}祝你成功！{/tp}
38B193DB    {ts:1.1}儲存時{p}發生錯誤{/ts}
3901680D    蜻蜓
39062A1C    {ts:0.85}在無人的房間裡{p}發生了不可思議的現象！{p}快去調查！{/ts}
3918A3AE    {ts:0.8}{p}{p}充滿著迷幻色彩的紋路{p}下次來一套這樣花紋的{p}研究服應該也不賴{p}{p}----------------------------------------------------{/ts}
395DBE82    {tp:0.01}那可就拜託你囉！　{clr:51E949}路易吉{clr:pop}！{p}{p}用{clr:71D2FF}ＧＣ{clr:pop}朝宅邸出發～！{/tp}
395DBF58    {tp:0.04}實在是不可思議吧？{p}{p}然後呢{p}這個所謂的{clr:51E949}咒玉{clr:pop}{p}不知何時開始{p}大量出現在宅邸各處{p}好多東西都因此憑空消失{p}讓我很頭痛呀・・・{/tp}
395DBF59    {tp:0.04}因此　我的新發明{p}{p}{clr:71D2FF}「暗光燈」{clr:pop}就登場了{p}{p}只要有這{clr:71D2FF}暗光燈{clr:pop}{p}{p}就能讓消失的東西{p}恢復原狀{p}讓{clr:51E949}咒玉{clr:pop}無所遁形！！{/tp}
39EC8ABC    {ts:0.84}水晶室{/ts}
3A1D8D01    檔案 １
3A1D8D02    檔案 ２
3A1D8D03    檔案 ３
3A526CEE    {ts:0.85}超級英雄{/ts}
3AA0614B    {ts:0.85}{p}{p}在這可以觀察{p}你捕獲的鬼怪！{p}好～好觀察哦{/ts}
3ABAFE41    {tp:0.04}{ts:0.95}哇哈哈哈哈哈{p}{p}來得好哇　{clr:51E949}路易吉{clr:pop}！　　{/ts}{/tp}
3ABAFE42    {tp:0.04}{ts:0.95}嗯？{p}{p}你說我是{clr:D8BCE6}害羞幽靈王{clr:pop}・・・嗎？{/ts}{/tp}
3ABAFE43    {tp:0.04}{ts:0.95}才不是咧～！{p}我是{clr:D8BCE6}龐大害羞幽靈{clr:pop}！　　{p}和我一起高高興興玩吧！　　　　　{/ts}{/tp}
3B154F13    {vs:-2}{ts:0.78}{p}在時間耗盡之前 前往終點的房間！{/ts}{/vs}
3B16D6C7    {tp:0.04}對了，{clr:51E949}路易吉{clr:pop}{p}{p}我得先教教你{p}怎麼看這張照片{p}移動{clr:71D2FF}Nintendo 3DS主機{clr:pop}{p}{p}就可以看這張照片{p}的每個小細節哪{p}然後呀{p}{p}按ɭ和ɹ可以縮放{p}{p}想停止查看的時候{p}就按ɓ吧！{/tp}
3B626699    嚕祟祟
3BDB3978    可能是網路系統繁忙{p}或服務已暫時停止{p}請稍後再試
3C5D61CC    {ts:0.84}北側走廊{/ts}
3C5F8F11    {tp:0.04}{ts:0.95}冷靜點，{clr:51E949}路易吉{clr:pop}！{p}{p}你要好～好觀察那傢伙！{p}{p}肯定會有個{p}吸入的好時機！{/ts}{/tp}
3C620D64    {ts:0.85}{p}用下載遊戲{p}把捉鬼的樂趣{p}分享給大家～！{p}也很歡迎沒有軟體的人！{/ts}
3CBFE6F9    {tp:0.04}太好啦{p}不愧是{clr:51E949}路易吉{clr:pop}呀！{/tp}
3CBFE6FA    {tp:0.04}這傢伙真了不得！{p}{p}竟然能憑著自己的本事{p}從{clr:71D2FF}鬼怪吸塵器{clr:pop}逃出來・・・{p}這下真傷腦筋了{p}{p}牠還真是・・・{p}{p}一隻喜歡搗蛋的{clr:51E949}鬼怪犬{clr:pop}哪{/tp}
3CBFE6FB    {tp:0.01}啊呀～！{p}{p}{clr:71D2FF}鑰匙{clr:pop}被{clr:51E949}鬼怪犬{clr:pop}的口水{p}弄得黏答答的！{/tp}
3CBFE6FC    {tp:0.12}而且　整支都被咬爛了・・・{/tp}
3CBFE6FD    {tp:0.04}這樣黏答答的話{p}也沒法修理{clr:71D2FF}鑰匙{clr:pop}哪{/tp}
3CBFE6FE    {tp:0.04}・・・嗯{/tp}
3CBFE6FF    {tp:0.04}不然就先讓我的助手{clr:51E949}奇諾比奧{clr:pop}{p}去把{clr:71D2FF}鑰匙{clr:pop}擦乾淨好了・・・{/tp}
3CBFE700    {tp:0.04}擦乾淨之後再修理吧{/tp}
3CBFE701    {tp:0.04}在我把{clr:71D2FF}鑰匙{clr:pop}修理好之前{p}你就先休息一下吧{/tp}
3CC77995    {tp:0.04}等你好久囉，{clr:51E949}路易吉{clr:pop}{p}{p}幸虧有你替我{p}取回{clr:71D2FF}時鐘指針{clr:pop}{p}開啟{clr:FF9754}時鐘塔閘門{clr:pop}的所需{clr:71D2FF}零件{clr:pop}{p}現在只差１個了！{p}根據{clr:FF9754}實驗室基地{clr:pop}的雷達顯示・・・{/tp}
3CC77996    {tp:0.01}{clr:A554D0}暗月碎片{clr:pop}{p}還在{clr:FF9754}時鐘塔{clr:pop}上面！{p}只是不知道{p}會在那上面多久・・・{p}分秒必爭呀　快去！{/tp}
3CC77997    {tp:0.04}根據雷達顯示呢{p}{p}在{clr:FF9754}時鐘工廠{clr:pop}東側{p}鬼怪們似乎正大肆活動{p}這樣的話・・・{p}{p}你也覺得那邊很可疑對吧？{/tp}
3CC77998    {tp:0.04}可是哪・・・{p}{p}鬼怪們似乎把{p}{p}通往那兒的門{p}堵起來了呀{p}・・・・・・・・・・・・{p}{p}呼嘿　嘿　嘿{p}{p}別擔心，{clr:51E949}路易吉{clr:pop}{p}{p}這問題就交給我{p}天才{clr:51E949}哎唷˙喂{clr:pop}來處理！{p}如果我沒記錯{p}那附近應該有{clr:71D2FF}ＧＣ{clr:pop}的出口・・・{/tp}
3CC77999    {tp:0.12}只要把{clr:71D2FF}ＧＣ{clr:pop}的傳送目的地・・・{p}{p}稍作更改・・・{/tp}
3CC7799A    {tp:0.04}・・・好了{p}{p}這樣就沒問題了{/tp}
3CC7799B    {tp:0.04}而這就是・・・{p}{p}我們尋找的最後一個{clr:71D2FF}零件{p}{clr:pop}{p}{clr:71D2FF}螺旋槳{clr:pop}呀{/tp}
3CC7799C    {tp:0.04}那麼你準備好了嗎？{p}{p}去吧，{clr:51E949}路易吉{clr:pop}！{/tp}
3CD0C78B    {ts:0.95}Ѡ 限制解除！{/ts}
3D00C8EE    {tp:0.01}{ts:0.95}太～棒～囉～！{/ts}{/tp}
3D00C8EF    {tp:0.12}{ts:0.95}・・・・・・・・・・・・・・・・{p}{p}・・・・・・・・・咳咳{/ts}{/tp}
3D00C8F0    {tp:0.04}{ts:0.95}對！就是它！那把{clr:71D2FF}鑰匙{clr:pop}！{p}{p}和{clr:51E949}鬼怪犬{clr:pop}玩鬧{p}就差不多到此為止{p}快點回到這來吧{p}{p}到{clr:FF9754}展示間{clr:pop}來{p}就隨時能見到那傢伙啦{p}呼嘿　嘿　嘿！{/ts}{/tp}
3D43564B    {ts:0.9}不要{/ts}
3D6BAA9F    {ts:0.84}臥室{/ts}
3D6DDF60    {ts:0.9}  GOOD NIGHT！{/ts}
3D76A679    {ts:0.9}  TIME'S UP！{/ts}
3DA1FE6D    {ts:0.8}{p}{p}不會讓人有咬他一口的欲望{p}但看起來跟新鮮的小黃瓜{p}沒什麼不一樣{p}{p}----------------------------------------------------{/ts}
3E587A78    {ts:0.84}西館走廊{/ts}
3E5C400F    3F
3E67FD08    {tp:0.04}{ts:0.95}別、別的地方也出現了！{p}{p}鬼怪正在{p}其他地方搗蛋哦！{p}仔細看{clr:71D2FF}地圖{clr:pop}！{/ts}{/tp}
3E67FD09    {tp:0.04}{ts:0.95}有越來越多的鬼怪聚集過來了！{p}{p}捕捉那傢伙們～！{/ts}{/tp}
3E67FD0A    {tp:0.01}{ts:0.95}還會有更多哦，{clr:51E949}路易吉{clr:pop}！{p}{p}吸掉～{p}{p}全部吸光光～！　　{/ts}{/tp}
3E67FD0B    {tp:0.04}{ts:0.95}接下來是{clr:FF9754}主陽台{clr:pop}！{p}{p}又有好多鬼怪從那台{p}怪裡怪氣的裝置跑出來！　　　{p}趕緊過去呀～！{/ts}{/tp}
3F3C60F0    {ts:0.9}攀爬者高塔{/ts}
3F572FC1    {ts:0.85}{p}要用這個設定來玩嗎？{/ts}
3F6F7D2B    {ts:0.84}閣樓{/ts}
3F79D065    {vs:-15}{ts:1.1}{p} GOOD NIGHT!{/ts}{/vs}
3FA1566B    4F
3FC02BF6    {ts:0.84}前院{/ts}
3FD82327    {tp:0.04}{ts:0.95}哈囉～，{clr:51E949}路易吉{clr:pop}{p}{p}新地方的情形如何？{p}{p}哦　你找到有趣的植物了呢{p}{p}你剛剛吸進的植物{p}是{clr:71D2FF}「噗嚕嚕果實」{clr:pop}{p}像氣球一樣{p}能夠膨脹{/ts}{/tp}
3FD82328    {tp:0.01}{ts:0.95}不但如此！還有著{p}{p}「膨脹後會飄向空中」{p}{p}這樣的特性哪{/ts}{/tp}
3FD82329    {tp:0.04}{ts:0.95}裝到吸孔上之後・・・{p}{p}按ɭ就能讓它膨脹哦{p}{p}小試一下如何？{/ts}{/tp}
3FD8232A    {tp:0.04}{ts:0.95}不需要的時候　按ɹ{p}把它吸進去就好囉{/ts}{/tp}
3FEBE5C0    {ts:0.95}鄰近主機連線遊戲{/ts}
4106F314    {tp:0.04}準備好了嗎？　{clr:51E949}路易吉{clr:pop}{p}{p}這次可真的要調查宮殿內部了{p}{p}現在還沒有任何{p}關於{clr:A554D0}暗月碎片{clr:pop}的資訊・・・{p}總之我想請你把宮殿內部的{p}每個角落都調查一遍！{/tp}
4106F315    {tp:0.12}我是不是忘記・・・{p}{p}什麼重要的事情・・・？{p}{p}・・・・・・・・・・・・・・・！？{/tp}
4106F316    {tp:0.01}對啦！{p}{p}是{clr:51E949}奇諾比奧{clr:pop}！{p}{p}那個頭很大的助手{p}都被我忘得一乾二淨了哩！{/tp}
4106F317    {tp:0.04}這麼說來{p}{p}我聯絡不上{p}該在宮殿裡頭的{clr:51E949}奇諾比奧{clr:pop}・・・{/tp}
4106F318    {tp:0.04}嗯・・・{p}{p}我相信他可能知道些什麼哪・・・{/tp}
4106F319    {tp:0.04}好{p}{p}先尋找在宮殿裡頭的{p}{clr:51E949}奇諾比奧{clr:pop}吧！{/tp}
4106F31A    {tp:0.04}至於{clr:51E949}奇諾比奧{clr:pop}呢・・・{p}{p}這次也說不定{p}被關到畫裡了{/tp}
4106F31B    {tp:0.04}如果真是那樣{p}就用老方法把他救出來！{p}拜託你囉，{clr:51E949}路易吉{clr:pop}！{/tp}
41337AA4    {ts:0.85}你到鬼怪之門的{p}另一頭去吧！{p}在那兒究竟{p}有什麼呢・・・？{/ts}
4140426D    {tp:0.12}{ts:0.95}沒事・・，{clr:51E949}路易吉{clr:pop}？{p}{p}那兒・・發生什・・・了呀？{/ts}{/tp}
4140426E    {tp:0.12}{ts:0.95}{clr:D8BCE6}害羞幽靈{clr:pop}・・在・・嗎？{/ts}{/tp}
4140426F    {tp:0.12}{ts:0.95}什・・和水晶・・？{p}{p}搬運・・水晶・・！{/ts}{/tp}
41404270    {tp:0.12}{ts:0.95}很強・・鬼怪・・{p}{p}捕獲的鬼怪・・帶・・吧！{p}{p}快點・・想看，{clr:51E949}路易吉{clr:pop}！{/ts}{/tp}
415CAC14    {tp:0.04}{ts:0.95}是我呀，{clr:51E949}路易吉{clr:pop}！{p}{p}調查有進展嗎？{/ts}{/tp}
415CAC15    {tp:0.04}{ts:0.95}前往目標房間的方法{p}{p}不見得每次都只有１種哦{p}{p}把{clr:71D2FF}地圖{clr:pop}看清楚唷！{p}{clr:51E949}路易吉{clr:pop}！{/ts}{/tp}
419474F8    {ts:0.8}{p}{p}撿到各種東西{p}就馬上拿起來玩耍{p}或者用來害人的鬼怪{p}受到驚嚇後手上的東西就會掉落{p}----------------------------------------------------{/ts}
41AC007E    {ts:0.85}在採掘場最底層{p}好像有東西正蠢蠢欲動・・・{p}替我去調查{p}到底發生了什麼事！{/ts}
41E2AEBA    {tp:0.04}・・・但是{p}{p}還以為{clr:A554D0}暗月碎片{clr:pop}{p}很快就能得手{p}沒想到事情沒這麼簡單哦・・・{/tp}
420AF8DB    {tp:0.01}{ts:0.95}{clr:51E949}路易吉{clr:pop}，就是那裡！{p}{p}訊號就是從那扇大門裡頭發出的！{p}{p}・・・什麼？{p}你說{clr:71D2FF}鑰匙{clr:pop}？{/ts}{/tp}
420AF8DC    {tp:0.04}{ts:0.95}這樣啊{p}原來是被上了鎖呀・・・{p}沒想到又被困住了{p}{p}嗯・・・等等{/ts}{/tp}
420AF8DD    {tp:0.12}{ts:0.95}大樓的紀錄冊放在哪兒呢？{/ts}{/tp}
420AF8DE    {tp:0.04}{ts:0.95}・・・有了　有了{p}{p}紀錄冊裡寫著・・・{p}{p}依照大樓持有人的遺言所交代{p}{clr:71D2FF}鑰匙{clr:pop}已埋到{clr:FF9754}墓地{clr:pop}裡作為陪葬品{/ts}{/tp}
420AF8DF    {tp:0.04}{ts:0.95}好，我已經馬上把它的位置{p}登錄到{clr:71D2FF}ＤＳ的地圖{clr:pop}上了哦{/ts}{/tp}
420AF8E0    {tp:0.04}{ts:0.95}怎麼了呀？{p}{p}聽到{clr:FF9754}墓地{clr:pop}就害怕了嗎？{p}{p}呼嘿　嘿　嘿{p}{p}別忘了，{clr:51E949}路易吉{clr:pop}！{p}{p}遇到鬼怪只要用{p}{clr:71D2FF}鬼怪吸塵器{clr:pop}對抗就好了呀！{p}祝你成功！{/ts}{/tp}
426C8EB7    {ts:0.9}多人遊戲{/ts}
4273EA70    {ts:0.8}重量總和 {0}{/ts}
42BA37BA    {ts:0.85}{p}{p}可以觀察你在{p}鬼怪溪谷捕獲的鬼怪哦！{p}被帶到這兒的鬼怪們{p}個個都很安分呢！{/ts}
4310C84B    {ts:0.84}苗圃{/ts}
432007C8    {ts:0.8}{p}{p}鬼怪三姊妹的三女{p}比起照鏡子{p}更喜歡甩鏡子來玩{p}是個急性子{p}----------------------------------------------------{/ts}
43483B05    {ts:1.1}要退出遊戲{p}並返回標題畫面嗎？{/ts}
435D5209    {tp:0.01}就連我這了不起的{clr:71D2FF}鬼怪吸塵器{clr:pop}{p}都好像要被撐破了哪{p}呼嘿　嘿　嘿{/tp}
435D522A    {tp:0.04}那傢伙們・・・{p}{p}要是就擱著不管{p}{p}可能就會飛出這個溪谷{p}到外頭去了哪{p}我要感謝你替我阻止了！{/tp}
43DE06D9    {ts:0.95}{clr:00CACB}B-1{clr:pop}　復原供水系統！{/ts}
44079F74    {ts:0.84}樓梯間{/ts}
443D32A7    {ts:0.84}儲藏庫{/ts}
4462CE61    {ts:1.1}贈送愛心！{/ts}
44F81D01    {ts:0.84}轉貨站{/ts}
456826D1    死神
458989EF    托雷司
46722C6C    {ts:0.8}{p}{p}和壯碩的外表截然不同{p}不耐寒冷{p}老是穿著厚重衣服{p}{p}----------------------------------------------------{/ts}
468B14DE    {ts:0.85}{p}　玩１０Ｆ高塔！{/ts}
46F89D08    B2
47687108    {ts:0.84}主玄關{/ts}
4769113C    {tp:0.04}看來你又捕獲了{p}新品種的鬼怪囉！{p}跟之前捕獲的傢伙{p}雖然身形相似・・・{p}不過全身浮現著{p}奇妙的圖樣耶{p}而且　這傢伙{p}力量頗為強大呢{p}・・・嗯{p}{p}這真是刺激我{p}身為研究家的熱情！{/tp}
4769113D    {tp:0.04}說到這就想到・・・{p}{p}聽說{clr:51E949}奇諾比奧{clr:pop}{p}{p}這次又被關到畫裡了呀・・・{p}{p}而且還壓根兒不記得{p}為什麼發生這樣的事情{p}真是的・・・{p}{p}好一個糊塗傢伙唷{/tp}
4769113E    {tp:0.04}雖然是個不成材的{clr:51E949}奇諾比奧{clr:pop}{p}{p}卻終究順水推舟{p}幫了你一個忙{p}他可是高興得不得了！{p}{p}真是個天真無邪的傢伙呀{/tp}
47725290    鯊魚
4779517B    {tp:0.04}真有一套哪，{clr:51E949}路易吉{clr:pop}！{/tp}
4779517C    {tp:0.04}呼　嘿　嘿！{/tp}
4779517D    {tp:0.04}看來這塊{clr:A554D0}碎片{clr:pop}{p}{p}也遭到了{p}邪惡能量的污染囉{/tp}
4779517E    {tp:0.04}這種能量{p}{p}就讓我來{p}趕緊刷乾淨！{p}那就把{clr:A554D0}碎片{clr:pop}交出來吧{/tp}
4779517F    {tp:0.01}來把這塊{clr:A554D0}暗月碎片{clr:pop}刷洗乾淨吧！{/tp}
47795180    {tp:0.04}呼嘿　嘿　嘿！{p}{p}這麼一來霧又散開一些囉！{p}{p}既然霧也散了{p}就開始掃描吧・・・{/tp}
47795181    {tp:0.12}・・・・・・・・・・・・・・・{/tp}
47795182    {tp:0.04}嗯{p}{p}偵測到囉{p}{p}下一個要調查的地方・・・{p}{p}就是{clr:FF9754}地獄時鐘工廠{clr:pop}！{p}{p}我把資料登錄到{clr:71D2FF}ＧＣ{clr:pop}裡頭{/tp}
47795183    {tp:0.04}記得要確認{p}{clr:FF9754}實驗室基地{clr:pop}的螢幕哪{p}人生的路還長著呢{p}休息是為了走更遠的路{p}你準備好之後再叫我・・・{/tp}
48318F82    {tp:0.04}{ts:0.95}呼嘿　嘿　嘿！{p}{p}看來你遇到瓶頸囉{p}{p}讓我這個精通{clr:71D2FF}鬼怪吸塵器{clr:pop}的前輩{p}來告訴你戰鬥的要訣吧{/ts}{/tp}
48318F83    {tp:0.04}{ts:0.95}吸住鬼怪的時候{p}{p}按ɓ就能{clr:71D2FF}跳{clr:pop}起來哦！{p}{p}就把這叫做{clr:71D2FF}Ｂ跳{clr:pop}好囉？{p}{p}鬼怪的攻擊{p}就用{clr:71D2FF}Ｂ跳{clr:pop}來個華麗閃避吧！{/ts}{/tp}
48318F84    {tp:0.01}{ts:0.95}喂！{p}現在可不是悠哉閒晃的時候哪{p}快點去捕捉鬼怪啊{/ts}{/tp}
48A57998    {vs:-40}{p} ©2013 Nintendo{/vs}
48B796F2    {ts:0.8}{p}{p}擁有分裂能力的鬼怪{p}地位等同於嚕黏黏族始祖{p}似乎擁有造出嚕黏黏的能力{p}{p}----------------------------------------------------{/ts}
492BC78D    {ts:0.85}參加獎{/ts}
4A7087BF    {ts:0.85}鬼怪犬還在這個地區裡！{p}捕捉那傢伙{p}好取回鑰匙！{/ts}
4ADCA88D    霸悍悍
4B05CC44    {ts:0.84}天空迴廊{/ts}
4B1732D9    {tp:0.01}新聞快報！{p}{p}在{clr:FF9754}百鬼夜行坑道{clr:pop}{p}正出現大量鬼怪！{/tp}
4B1732DA    {tp:0.04}{clr:FF9754}實驗室基地{clr:pop}的雷達{p}{p}接收到了{p}更強的鬼怪訊號{p}・・・・・・・・・・・・・・・・・{p}・・・・・・・・・・・・・・・・・{/tp}
4B1732DB    {tp:0.04}・・・呃{p}{p}我偶而也想{p}裝裝新聞主播說話{p}如何？{p}{p}還滿有架式的吧？{/tp}
4B1732DC    {tp:0.12}・・・・・・・・・・・・・・・・・{p}{p}・・・咳咳{/tp}
4B1732DD    {tp:0.04}總、總之你去{p}想辦法處理那些鬼怪！{p}拜託囉，{clr:51E949}路易吉{clr:pop}！{/tp}
4B31E864    {ts:0.9}繼續{/ts}
4B5C4B33    捕獲魔王！
4C49C7FC    {ts:0.8}樓層過關！{/ts}
4C9B8A0D    {p}我把暗光燈的電池{p}強化了哦！{p}這樣應該會比較好用了吧？
4C9B8A0E    {p}我把暗光燈的電池容量{p}增加到最大了哦！{p}這下就連害羞幽靈也插翅難逃！
