langid:7A947B29
14    5
235190A7    {tp:0.01}And did you hear that wooshing {p}noise outside, youngster?{p}Let me check my instruments.{/tp}
235190A8    {tp:0.01}Criminy! {p}{p}{p}All the fog around this {clr:FF9754}Bunker{clr:pop}...{p}is gone!{/tp}
235190A9    {tp:0.01}Quick! Let's take a look at a map of{p}{clr:FF9754}Evershade Valley{clr:pop}.{/tp}
235190AA    {tp:0.01}{clr:51E949}Luigi{clr:pop}, do you know what this means?{p}We should be able to reach{p}the {clr:FF9754}Gloomy Manor{clr:pop} now!{/tp}
235190AB    {tp:0.01}But more importantly, it means that{p}restoring the {clr:A554D0}Dark Moon {clr:pop}will solve{p}all our problems!{/tp}
235190AC    {tp:0.01}If we find all the {clr:A554D0}Dark Moon {clr:pop}pieces,{p}the fog in the valley will vanish and{p}the ghosts will return to normal.{/tp}
235190AD    {tp:0.01}But until then, all those ghosts will{p}need to be contained. That's where{p}you come in, {clr:51E949}Luigi{clr:pop}.{/tp}
235190C5    {tp:0.01}Why, you're the best ghost wrangler{p}I know, son!{p}{p}Coincidentally, you're also the only{p}ghost wrangler I know...{/tp}
235190C6    {tp:0.01}So, what do you say, young feller?{p}Will you help me capture the ghosts{p}and restore the {clr:A554D0}Dark Moon{clr:pop}?{/tp}
235190C7    {tp:0.01}Ho ho! Of course you will!{p}It'll be just like old times!{/tp}
23F94215    Touch the screen to answer!
244FE22E    To use this feature, you must accept {p}the terms of the Nintendo 3DS{p}Service User Agreement.{p}{p}In the Systems Settings, select {p}Internet Settings > Other Information{p}> User Agreement and {p}agree to the terms.
249D0618    Maintenance
252D6BFA    {tp:0.01}Chin up, young feller.{p}We'll get your brother back.{p}{p}Although, I imagine his painting{p}would fetch a pretty penny at an{p}art auction.{/tp}
252D6BFB    {tp:0.01}Ho ho! Just kidding, my boy!{/tp}
252D6BFC    {tp:0.01}I might be able to route the{p}{clr:71D2FF}Pixelator {clr:pop}to it and send you in!{/tp}
252D6BFD    {tp:0.01}Of course, it's incredibly dangerous.{p}I've never tried pixelating anything{p}with such a small camera.{/tp}
252D6BFE    {tp:0.01}But it's as they say:{p}fortune favors the old!{p}{p}And I'm not as young as I used to{p}be.{/tp}
25A04DA8    Hunter Mode
25F9AAF0    {tp:0.01}{clr:51E949}Luigi{clr:pop}!{p}Are you OK?!{p}{p}Who would have thought?{p}Another possessor ghost{p}guarding the {clr:A554D0}Dark Moon{clr:pop} piece!{/tp}
25F9AAF1    {tp:0.01}He was one tough customer,{p}but you really took care of{p}business! Nice work, my boy.{/tp}
25F9AAF2    {tp:0.01}I'm sure the view from up there{p}is nice, but we've still got work{p}to do!{p}I'm bringing you back.{p}Hold on to your overalls! {/tp}
2600340C    Terrifying Invasion
2656AEE3    Waiting for the other players{p}to download game data...
26726134    {tp:0.01}{clr:51E949}Luigi{clr:pop}? Come in, {clr:51E949}Luigi{clr:pop}.{p}You there, young feller?{/tp}
26726135    {tp:0.01}Ah, there you are!{/tp}
26726136    {tp:0.01}You look a little nervous, son.{p}Try to loosen up a bit.{p}{p}Besides, tiptoeing about won't{p}get us anywhere.{/tp}
26726137    {tp:0.01}You can run by holding ɓ while{p}walking. Now get a move on!{/tp}
26AACB2D    Floor Reached
26F75F8A    {tp:0.01}That'll do, {clr:51E949}Luigi{clr:pop}!{p}I think that was the last one!{p}{p}Come on back now.{/tp}
2723469F    This paranormal reading is off the{p}charts! I don't know what's down in{p}that Cellar, but it's not happy.{p}Why don't you...uh...investigate?
272DED9B    Most Ghost HP Drained
2735C031    When he's not hungry, he's probably as{p}gentle as a freshly picked flower.{p}Too bad he has a bottomless stomach.
274D11F5    {tp:0.01}Great job, {clr:51E949}Luigi{clr:pop}!{p}Let's see that new ghost.{/tp}
274D11F6    {tp:0.01}Well, I'll be. I've never seen that{p}kind of ghost before!{/tp}
274D11F8    {tp:0.01}You'll be happy to know that the{p}{clr:FF9754}Haunted Towers{clr:pop}' water system{p}is now almost completely functional.{/tp}
274D11F9    {tp:0.01}I also have news regarding{p}the {clr:A554D0}Dark Moon{clr:pop} piece.{/tp}
274D11FA    {tp:0.01}But why don't you take a break?{p}You're looking a little...soggy.{/tp}
2751B2FD    Rumpus Room
275C6174    Secret Mine Gems
277847B0    Fascinating! This ghost appears{p}to speak fluent Whale!
27807923    Vacuum with{p}Poltergust
2796D348    Red Coin Scramble!
27C0537B    No
27D5D741    ScareScraper unlocked!
27D9DE94    Workshop
280DF794    found a timepiece!
283B6E51    Synchro Gantry
288651CB    Sun Flower
28EB0F88    I, Professor Elvin Gadd, had been{p}observing the ghosts living in this{p}Gloomy Manor, when suddenly{p}the Dark Moon broke into pieces,{p}and the ghosts got all hostile-like! 
296C0CFD    No Mission
29FFD516    {tp:0.01}Oh, hey there,{clr:51E949} Luigi{clr:pop}.{p}{p}{p}Well, it wasn't easy, but I got it{p}done...{/tp}
29FFD517    {tp:0.01}I managed to route the {clr:71D2FF}Pixelator{p}{clr:pop}to the mini camera inside of{p}that {clr:FF9754}Train Exhibit{clr:pop}.{/tp}
29FFD518    {tp:0.01}And the {clr:71D2FF}Parascope {clr:pop}is still picking{p}up that HUGE paranormal signal.{p}It's got to be {clr:D8BCE6}King Boo{clr:pop}!{/tp}
29FFD519    {tp:0.01}The signal isn't moving, so I{p}suspect he's up to something{p}major—and probably evil—in there.{/tp}
29FFD51A    {tp:0.01}Which makes it the perfect time{p}for us to strike!{/tp}
29FFD51B    {tp:0.01}If we can surprise him, he won't{p}have time to react.{/tp}
29FFD51C    {tp:0.01}And with the mini camera right{p}there, they'll never see you coming!{/tp}
29FFD51D    {tp:0.01}You ready, son?{p}This is it!{p}{p}Get in there and rescue {clr:D50000}Mario{clr:pop}!{p}And while you're at it, capture{p}{clr:D8BCE6}King Boo{clr:pop}!{/tp}
29FFD51E    {tp:0.01}This is a golden opportunity.{p}Good luck, {clr:51E949}Luigi{clr:pop}!{/tp}
2AB1E0A8    Strong Greenie
2ACCBD1C    {clr:71D2FF}B-4{clr:pop} Pool Party
2B0A7E59    {tp:0.01}{clr:51E949}Luigi{clr:pop}, whoever is releasing{p}those Spirit Balls is somehow{p}able to avoid the {clr:71D2FF}Parasco{clr:pop}—{/tp}
2B0A7E5A    {tp:0.01}Wait! Is that—?{/tp}
2B0A7E5B    {tp:0.01}You found the{p}{clr:71D2FF}Dark-Light Device{clr:pop}!{p}Good work, my boy!{/tp}
2B0A7E5C    {tp:0.01}Try it out with ɏ!{p}I'm sure there's an illusion{p}somewhere in that room.{/tp}
2B4CA882    No access point found.
2B834D8E    Collect the Red Coins!
2B98D6EF    Ideal for solo players or for a{p}group of inexperienced{p}players looking to practice.
2CC1A6C0    {tp:0.01}That's right, sonny—{p}the {clr:D8BCE6}paranormal{clr:pop} portal.{p}It's still open!{/tp}
2D3E0B92    {tp:0.01}Hmm.{p}We're in a bit of a pickle here,{p}aren't we?{/tp}
2D3E0BB3    {tp:0.01}Well, the only way out of this mess{p}is to restore the {clr:A554D0}Dark Moon{clr:pop}.{p}{p}Which means you're going to need{p}some ghost-hunting gear, son!{/tp}
2D3E0BB4    {tp:0.01}But wouldn't you know it—I left my{p}new {clr:71D2FF}Poltergust 5000{clr:pop} somewhere{p}inside the {clr:FF9754}Gloomy Manor{clr:pop}.{p}So now that I've cleared that {p}blasted fog from around the place,{p}I'm sending you in after it!{/tp}
2D3E0C16    {tp:0.01}OK, youngster. Let's test the {clr:71D2FF}DS{clr:pop}!{/tp}
2D3E0C17    {tp:0.01}All righty.{p}Now check your map—I'm marking{p}an important location there.{/tp}
2D3E0C18    {tp:0.01}That's the {clr:FF9754}Garage{clr:pop}.{p}I think that's where I left the{p}{clr:71D2FF}Poltergust 5000{clr:pop}.{/tp}
2D8A827C    {tp:0.01}Hey, {clr:51E949}Luigi{clr:pop}!{p}Did you miss the pinwheel{p}gate?{/tp}
2D8A827D    {tp:0.01}You know, pinwheels usually{p}spin when you blow on them.{p}Just saying!{/tp}
2DD0C17A    No
2DE7534B    F2
2E14140E    Ghosts Captured
2E6108D3    Wurdle
2E77C051    {tp:0.01}{clr:51E949}Luigi{clr:pop}, want to hear the news about{p}the {clr:A554D0}Dark Moon{clr:pop} piece?{/tp}
2E77C052    {tp:0.01}Well, the {clr:71D2FF}Parascope{clr:pop} was having a{p}heck of a time trying to pinpoint{p}its location...{/tp}
2E77C053    {tp:0.01}But then it hit me—I can analyze{p}the {clr:A554D0}Dark Moon {clr:pop}pieces we already{p}have to improve the precision!{/tp}
2E77C054    {tp:0.01}Naturally, I was right, and after a{p}little tinkering the {clr:71D2FF}Parascope{p}{clr:pop}produced better results.{/tp}
2E77C055    {tp:0.01}Remember that gigantic tree?{p}The {clr:A554D0}Dark Moon{clr:pop} piece seems to be{p}somewhere up there!{/tp}
2E77C056    {tp:0.01}So, we know roughly where it is,{p}but the hard part is getting there.{/tp}
2E77C057    {tp:0.01}You'll need to cross the newly raised{p}bridge and explore the interior{p}of the {clr:FF9754}Hollow Tree{clr:pop} to find a way up.{/tp}
2E77C058    {tp:0.01}Got all that?{p}Off you go!{/tp}
2EB10FAA    {tp:0.01}Why the long face, {clr:51E949}Luigi{clr:pop}?{p}Well, genetics, I suppose...{/tp}
2EB10FAB    {tp:0.01}Criminy!{p}The {clr:71D2FF}gears {clr:pop}don't fit into the{p}mechanism?{p}Those brute ghosts must have{p}bent them or something.{/tp}
2EB10FAC    {tp:0.01}I suppose I'll have to repair{p}them in order to make 'em{p}work.{p}Well, at least you recovered{p}all of them!{/tp}
2EB10FAD    {tp:0.01}And it looks like you captured{p}some very interesting ghosts.{/tp}
2EB10FAE    {tp:0.01}I can't wait to check 'em out.{p}I'm bringing you back now.{/tp}
2FB1917B    These ghosts are swift and cunning.{p}They love to turn invisible and sneak{p}up behind the targets of their pranks,{p}so use the Dark-Light Device to{p}catch them in the act!
2FE6D67C    {tp:0.01}Phew! I wasn't sure you were going{p}to make it, youngster!{/tp}
2FE6D67D    {tp:0.01}That may have been your toughest{p}challenge so far. Great job{p}capturing those ghosts.{/tp}
2FE6D67E    {tp:0.01}{clr:D8BCE6}King Boo{clr:pop} must have flipped out{p}when we defeated {clr:D8BCE6}Big Boo{clr:pop}, so he{p}sent a horde of ghosts to stop us!{/tp}
2FE6D67F    {tp:0.01}But by doing so, he showed us{p}exactly how to get to him!{p}Ho ho!{/tp}
2FE6D680    {tp:0.01}But we've gotta hurry—who knows{p}when he'll close it! {/tp}
2FE6D681    {tp:0.01}{clr:D8BCE6}King Boo{clr:pop}, wherever you are,{p}your days are numbered! Ho ho!{p}{p}Right, {clr:51E949}Luigi{clr:pop}?{/tp}
304875AF    Even though he's both a zombie{p}and a ghost, he has fun and{p}enjoys life to the fullest.
306B3492    Zebrawl
308BA070    Space Exhibit
310CF99A    Most Boss HP Drained
311D1EBA    {tp:0.01}{clr:D8BCE6}Boos {clr:pop}always spell trouble—{p}especially if they gang up!{/tp}
311D1EBB    {tp:0.01}If you see any more, be sure to{p}capture them right away!{/tp}
311D1EBC    {tp:0.01}I have a special container just for{p}{clr:D8BCE6}Boos {clr:pop}down in the {clr:FF9754}Vault{clr:pop}.{p}{p}Funny story, actually. You may{p}remember that I used to have a {p}device called the {clr:71D2FF}Portrifica{clr:pop}—{/tp}
313D244B    Whoever strengthened these bullies{p}by putting them into the crystals had{p}only one thing in mind: creating{p}ghosts strong enough to crush{p}rocks into dust with a single blow.
31489CD4    {tp:0.01}In fact, I just used it to scan the{p}{clr:FF9754}Gloomy Manor{clr:pop}, and I found some{p}strong activity in the north rooms.{/tp}
31489CD5    {tp:0.01}That's where we'll start our search.{/tp}
31489CD6    {tp:0.01}Ho ho!{p}You haven't changed a bit, my boy.{p}{p}There's no reason to be scared now{p}that you're equipped with my mighty{p}{clr:71D2FF}Poltergust 5000{clr:pop}!{/tp}
31834C50    View Statue
31B3B143    {tp:0.01}I knew it all along, I tell you!{p}{clr:D8BCE6}King Boo {clr:pop}was the one sending{p}ghosts to reclaim the mansions.{/tp}
31B3B144    {tp:0.01}I reckon he flew into a rage every{p}time we recovered one of the{p}{clr:A554D0}Dark Moon{clr:pop} pieces.{/tp}
31B3B145    {tp:0.01}And now he's sent a horde of{p}ghosts to regain control of the{p}{clr:FF9754}Treacherous Mansion{clr:pop}!{/tp}
31B3B146    {tp:0.01}I'm afraid we're in trouble, my boy.{p}He's sending the strongest ghosts{p}he's got!{/tp}
31B3B147    {tp:0.01}If he reclaims the mansion, his{p}army of ghosts will be able to invade{p}all of {clr:FF9754}Evershade Valley{clr:pop} and beyond!{/tp}
31B3B148    {tp:0.01}{clr:51E949}Luigi{clr:pop}, you're gonna have to give this{p}one all you've got!{/tp}
31CB5ED0    Primordial Goo
32067C77    {tp:0.01}Good work up there, {clr:51E949}Luigi{clr:pop}.{p}Though, I really hoped we'd find that{p}{clr:71D2FF}special key {clr:pop}inside the {clr:FF9754}Crypt{clr:pop}.{/tp}
32067C78    {tp:0.01}On the bright side, you didn't come{p}back totally empty handed!{p}Let's have a look at those ghosts!{/tp}
32067C79    {tp:0.01}It's too bad we have to keep the{p}Three Sisters down in the {clr:E06F00}Vault{clr:pop},{p}but it's for their own safety.{/tp}
32067C7A    {tp:0.01}He seems to be having trouble{p}remembering what happened.{/tp}
32067C7B    {tp:0.01}You know, for having such a big{p}head, there really isn't much{p}rattling around in there.{/tp}
32067C7C    {tp:0.01}Anyhoo, his rescue wasn't a{p}complete waste of time.{/tp}
32067C7D    {tp:0.01}He brought back a little{p}snapshot taken by my special{p}tridimensional {clr:71D2FF}security camera{clr:pop}!{/tp}
32067C7E    {tp:0.01}Give me a couple of minutes to{p}unscramble the image.{/tp}
33D1ED4E    Bulldozer
340F0588    West Garden
345E3A14    Most Hearts Collected
348F48EF    At first I thought he was trying to attack{p}me, but then I realized he just wanted me{p}to try on his fancy-looking jacket.{p}He could have just asked...
34D2F939    Most Furniture Searched
35532D92    {tp:0.01}Hey there, {clr:51E949}Luigi{clr:pop}.{p}Now, where were we?{p}{p}Oh yes!{p}The access mechanism in the {clr:FF9754}Foyer{clr:pop}!{/tp}
35532D93    {tp:0.01}Here you go.{p}Use this {clr:71D2FF}crank {clr:pop}to operate the{p}access mechanism.{/tp}
35532DD4    {tp:0.01}Criminy!{p}You hear that?{/tp}
35532DD5    {tp:0.01}The {clr:71D2FF}Parascope {clr:pop}is picking up an{p}audible signal from the very same{p}area we're trying to reach!{p}Let's see here...{p}It's...music!{p}How odd.{/tp}
358B28B9    Most Bosses Captured
3596D732    Climb 5 floors in the ScareScraper!
363A770E    {tp:0.01}{ts:1.5}CRIMINY!{/ts}{/tp}
363A770F    {tp:0.01}The paranormal levels just{p}shot through the roof!{p}This is really serious,{clr:51E949} Luigi{clr:pop}.{p}The portal will have to wait.{p}{p}{p}If we don't reduce the{p}paranormality, our dimension{p}could collapse upon itself!{/tp}
363A7710    {tp:0.01}I'll update your map with the{p}ghosts' locations.{p}Look lively, youngster!{/tp}
364C355D    Spectral Mass Updated!
365AE502    Stop the Knightmare
3661F32F    100% Completion
36A3813C    {tp:0.01}Your battle with that possessor was{p}so thrilling, I just had to have some!{/tp}
3701E2FD    {clr:71D2FF}C-4{clr:pop} Play Catch
37127797    Defeat the boss ghost!
371DB429    {tp:0.01}Criminy! We need to get you{p}inside that {clr:FF9754}Storage Room{clr:pop}!{/tp}
371DB42A    {tp:0.01}Ooh! Why didn't I think of this{p}earlier?!{p}{p}I hired a Toad assistant to{p}look after the {clr:FF9754}Old Clockworks{clr:pop}.{p}{p}He may be able to help you.{p}Give me a second to locate{p}him...{/tp}
371DB42B    {tp:0.01}Hmm...apparently he went to{p}check on a malfunction in the{p}{clr:FF9754}Synchronization Room{clr:pop}.{p}I can't believe I forgot about{p}him!{p}{p}Working for me must be{p}really terrible.{/tp}
373E2C84    Entrance
37A8E0F8    {clr:71D2FF}A-1{clr:pop} Poltergust 5000
37DD3A02    Press ڠ to return to the HOME Menu.
38228C46    Front Yard
3835289A    Kitchen
38722C0C    {tp:0.01}Youngster...{p}Did you hear me?{p}{p}The machinery in the {clr:FF9754}Haunted{p}Towers{clr:pop} is powered by water.{p}{p}Now, go to the roof, and make{p}sure the {clr:71D2FF}water pump{clr:pop} is{p}working.{/tp}
38880016    {tp:0.01}Hey, youngster. We've got an{p}unexpected development at the{p}{clr:FF9754}Gloomy Manor{clr:pop}.{/tp}
38880017    {tp:0.01}Just when we thought it was finally{p}free of ghosts, the {clr:71D2FF}Parascope{p}{clr:pop}picked up more paranormal signals.{/tp}
38880018    {tp:0.01}It's got to be ghosts, but I have no{p}idea where they're coming from!{/tp}
38880019    {tp:0.01}In any case, they're probably up to{p}no good, so we need to capture{p}them.{/tp}
3888001A    {tp:0.01}I'll pixelate you back to the{p}{clr:FF9754}Gloomy Manor{clr:pop}, and we'll take it{p}from there.{p}Sound good?{/tp}
3888001B    {tp:0.01}No? Well...think of it as character{p}building.{p}{p}OK, off you go!{/tp}
38B193DB    An error has occurred while saving.{p}{p}Your progress will be lost and you {p}may experience additional saving {p}issues in the future.
3901680D    Dreadonfly
39062A1C    According to the Parascope, the {p}ghostly activity in the north section{p}of the Gloomy Manor is increasing!{p}Now that you've recovered the gears,{p}we should be able to investigate.
3918A3AE    Whenever he appears,{p}he's hard to miss!
395DBE82    {tp:0.01}OK, I'm sending you in.{p}Prepare to be pixelated!{/tp}
395DBF58    {tp:0.01}Luckily, I created a special{p}{clr:71D2FF}Poltergust 5000 {clr:pop}attachment a while{p}back that will help us.{/tp}
395DBF59    {tp:0.01}I call it the {clr:71D2FF}Dark-Light Device{clr:pop}.{p}{p}{p}It's a nifty little doodad able to{p}break illusions, such as objects that{p}have been turned invisible.{/tp}
39EC8ABC    Crystal Quarry
3A1D8D01    File 1
3A1D8D02    File 2
3A1D8D03    File 3
3A526CEE    MVP
3AA0614B    The ghosts you've captured for{p}E. Gadd's research are held here.{p}You can view a specimen of each{p}ghost type you've captured and read{p}some of E. Gadd's research notes.
3ABAFE41    {tp:0.01}Mwahahaha!{p}Looking for someone?{/tp}
3ABAFE42    {tp:0.01}I may not be the king,{p}but I sure am BIG!{/tp}
3ABAFE43    {tp:0.01}Big enough to crush you!{/tp}
3B154F13    Find the exit!
3B16D6C7    {tp:0.01}We'll need to take a very close look{p}at this image in order to find clues.{p}{p}You can inspect the scene by tilting{p}the Nintendo 3DS in all directions.{p}{p}Zoom in and out with ɭ and ɹ.{p}Press ɓ when you're done{p}inspecting the image!{/tp}
3B626699    Sneaker
3BDB3978    Either the network is experiencing high {p}traffic volumes or the service is down.{p}Please try again later.{p}{p}For help, visit{p}support.nintendo.com.
3C5D61CC    Transportation Hall
3C5F8F11    {tp:0.01}{clr:51E949}Luigi{clr:pop}!{p}Give that {clr:D8BCE6}Boo {clr:pop}a taste of{p}the {clr:71D2FF}Poltergust 5000{clr:pop}!{/tp}
3C620D64    Play a limited version of ScareScraper{p}with nearby friends who don't have{p}Luigi's Mansion: Dark Moon.
3CBFE6F9    {tp:0.01}Welcome back, {clr:51E949}Luigi{clr:pop}!{p}Let's send that spectral pooch down{p}to the {clr:FF9754}Vault{clr:pop} right away.{/tp}
3CBFE6FA    {tp:0.01}Criminy!{p}How did it escape from the{p}{clr:71D2FF}Poltergust 5000{clr:pop}?{/tp}
3CBFE6FB    {tp:0.01}Gah! It's all chewed up and slimy!{/tp}
3CBFE6FC    {tp:0.01}I'll ask the Toad fellow to clean it{p}before I try to repair it.{/tp}
3CBFE6FD    {tp:0.01}Yes, the timing of this will work out{p}perfectly.{/tp}
3CBFE6FE    {tp:0.01}Because I've finished my analysis of{p}the spectrogenetic paracomposition{p}of the {clr:A554D0}Dark Moon{clr:pop} pieces we have!{/tp}
3CBFE6FF    {tp:0.01}Oh, ah...sorry.{p}How do I put this?{/tp}
3CBFE700    {tp:0.01}{clr:51E949}Luigi{clr:pop}, I basically asked our{p}{clr:A554D0}Dark Moon{clr:pop} pieces where their friend{p}is hiding.{/tp}
3CBFE701    {tp:0.01}And once I enter the data into the{p}{clr:71D2FF}Parascope{clr:pop}, we'll know exactly where{p}the next {clr:A554D0}Dark Moon{clr:pop} piece is!{/tp}
3CC77995    {tp:0.01}Hey there, {clr:51E949}Luigi{clr:pop}!{p}{p}{p}We have both {clr:71D2FF}clock hands{clr:pop} now,{p}so all that's left is to find the {clr:71D2FF}rotor{clr:pop}.{p}{p}Then we'll be able to fix the{p}{clr:FF9754}Clock Tower Gate{clr:pop}!{/tp}
3CC77996    {tp:0.01}The {clr:71D2FF}Parascope {clr:pop}shows that the{p}{clr:A554D0}Dark Moon{clr:pop} piece is still up there,{p}but we've got to hurry!{/tp}
3CC77997    {tp:0.01}It's also picking up a lot of ghostly{p}activity on the east side of the{p}{clr:FF9754}Old Clockworks{clr:pop}.{p}Which makes me think that they're{p}hiding the {clr:71D2FF}rotor{clr:pop} there.{/tp}
3CC77998    {tp:0.01}The ghosts have that area on{p}lockdown, but I have a few tricks up{p}my sleeve. {/tp}
3CC77999    {tp:0.01}There's another {clr:71D2FF}Pixelator {clr:pop}camera in{p}that area, so all I had to do was{p}hack it and adjust the destination!{/tp}
3CC7799A    {tp:0.01}Who knows—maybe you'll even catch{p}the ghosts off guard!{/tp}
3CC7799B    {tp:0.01}Here's a picture of the {clr:71D2FF}rotor{clr:pop}.{p}Keep an eye out for it.{/tp}
3CC7799C    {tp:0.01}Ready, youngster?{p}Give 'em what for! {/tp}
3CD0C78B    Ѡ Super Poltergust
3D00C8EE    {tp:0.01}Huzzah!{p}You finally nabbed the{p}{clr:71D2FF}special key{clr:pop}!{p}Good work catching that dog,{p}{clr:51E949}Luigi{clr:pop}!{/tp}
3D00C8EF    {tp:0.01}You know, I think the little guy{p}just wanted someone to play{p}with.{/tp}
3D00C8F0    {tp:0.01}Well, he'll find plenty of{p}playmates in the {clr:FF9754}Vault{clr:pop}!{p}{p}I'll bring you back now, son.{p}Hold on.{/tp}
3D43564B    No
3D6BAA9F    West Bedroom
3D6DDF60    All players fainted!
3D76A679    You ran out of time!
3DA1FE6D    He may look like one of my favorite{p}vegetables, but this ghost didn't{p}come from a creeping vine.{p}More like a creepy vine, right?
3E587A78    West Hall
3E5C400F    F3
3E67FD08    {tp:0.01}More ghosts about, youngster.{p}Check your map!{/tp}
3E67FD09    {tp:0.01}More ghosts located!{p}Give 'em what for, {clr:51E949}Luigi{clr:pop}!{/tp}
3E67FD0A    {tp:0.01}They're still coming, sonny!{p}Look lively!{/tp}
3E67FD0B    {tp:0.01}{clr:51E949}Luigi{clr:pop}, get back to the {clr:FF9754}Terrace{clr:pop}!{p}I'm getting some mighty{p}strange readings from there.{/tp}
3F3C60F0    Rush Mode
3F572FC1    Are you ready?
3F6F7D2B    Rafters
3F79D065    Good night...
3FA1566B    F4
3FC02BF6    Chalet Approach
3FD82327    {tp:0.01}{clr:51E949}Luigi{clr:pop}, that substance stuck in{p}the {clr:71D2FF}Poltergust 5000{clr:pop}...{/tp}
3FD82328    {tp:0.01}Why don't you try to create{p}a balloon with it?{/tp}
3FD82329    {tp:0.01}Use ɭ and ɹ to inflate and{p}deflate.{/tp}
3FD8232A    {tp:0.01}The air coming out of the{p}{clr:71D2FF}Poltergust 5000{clr:pop} might just be{p}hot enough to let you lift off!{/tp}
3FEBE5C0    Local Play
4106F314    {tp:0.01}Oh, that's not good.{p}That's not good at all.{/tp}
4106F315    {tp:0.01}I'm also worried about the safety{p}of my Toad assistant.{/tp}
4106F316    {tp:0.01}See, the mansion contains exhibits{p}full of artifacts from all over{p}{clr:FF9754}Evershade Valley{clr:pop} and beyond!{/tp}
4106F317    {tp:0.01}They're very valuable, so I sent a{p}Toad curator to look after them.{/tp}
4106F318    {tp:0.01}But looking at these readings, I{p}reckon he may be in a...hostile work{p}environment. We need to help him!{/tp}
4106F319    {tp:0.01}Besides, he might know where the{p}ghosts are hiding the {clr:A554D0}Dark Moon{clr:pop}{p}piece.{/tp}
4106F31A    {tp:0.01}OK, don't drop the {clr:71D2FF}Front-Door Key{clr:pop}{p}this time, youngster!{/tp}
4106F31B    {tp:0.01}Off you go!{/tp}
41337AA4    The portal on the Terrace is still open,{p}but we've got to hurry.{p}Button up those overalls, my boy!{p}It's time to battle King Boo!
4140426D    {tp:0.01}Cri__ny!{p}What was g__ng on th_re?{/tp}
4140426E    {tp:0.01}Those {clr:D8BCE6}Boos{clr:pop} fled th_ scene of{p}the cr_me, eh?{/tp}
4140426F    {tp:0.01}And you say th_y've been{p}order_ng ghosts to take{p}the cryst_ls away?{/tp}
41404270    {tp:0.01}Well, _n the bright side,{p}you manag_d to capt_re{p}those p_werful gho_ts.{p}I'll need to st_dy th_m.{p}I'm br_nging you b_ck!{/tp}
415CAC14    {tp:0.01}Yes, {clr:51E949}Luigi{clr:pop}!{p}I'd say you're getting close...{/tp}
415CAC15    {tp:0.01}There's something odd going on{p}in that {clr:FF9754}Dining Room{clr:pop}! You need {p}to find a way to get in there.{/tp}
419474F8    They like to tinker with things they{p}shouldn't and wield everyday objects{p}as weapons. First, find a way to{p}disarm them, then stun them with{p}your flashlight when the time is right.
41AC007E    According to the Toad assistant,{p}ghosts—Boos especially—have{p}been very active in the mine.{p}Perhaps the security-camera photo{p}will tell us what they're up to.
41E2AEBA    {tp:0.01}You haven't even reached the{p}{clr:FF9754}Hollow Tree{clr:pop}, and the ghosts{p}are already giving you a hard time!{/tp}
420AF8DB    {tp:0.01}Criminy!{p}Where'd that creepy-looking{p}door come from?{/tp}
420AF8DC    {tp:0.01}That's the only way up to the{p}treetop!{/tp}
420AF8DD    {tp:0.01}Give me just a sec here...{p}...{p}...{p}Bingo! I found something in{p}the {clr:FF9754}Haunted Towers{clr:pop}' records!{/tp}
420AF8DE    {tp:0.01}There's a {clr:71D2FF}{clr:71D2FF}special key{clr:pop} {clr:pop}that{p}opens that door, but it's hidden{p}in the {clr:FF9754}Crypt{clr:pop}.{/tp}
420AF8DF    {tp:0.01}I hope you're not scared of{p}graveyards, {clr:51E949}Luigi{clr:pop}.{/tp}
420AF8E0    {tp:0.01}It's not like they're full of{p}vengeful spirits or anything.{p}Heh...{/tp}
426C8EB7    ScareScraper
4273EA70    Total weight: {0}
42BA37BA    Ghostly residents{p}of Evershade Valley{p}that you have captured.
4310C84B    Plant Nursery
432007C8    One of the fabled Three Sisters.{p}According to her sister Belinda,{p}she's the eldest of the three.{p}Her hobbies include comparing herself{p}to flowers and looking in the mirror.
43483B05    Are you sure you want to quit the game{p}and return to the title screen?
435D5209    {tp:0.01}I didn't think the {clr:71D2FF}Poltergust 5000{clr:pop}{p}could hold that many ghosts!{p}Let's unload it posthaste!{/tp}
435D522A    {tp:0.01}Those ghosts would have destroyed{p}the mansion and ravaged the{p}entire valley...and beyond!{p}Son, you've saved us all, and the{p}people out there don't even know it!{/tp}
43DE06D9    {clr:71D2FF}B-1{clr:pop} A Job for a Plumber
44079F74    Canyon Stairs
443D32A7    Cinder Mine
4462CE61    Heart Drop acquired!
44F81D01    Smuggler's Hideout
456826D1    Blimp Reaper
458989EF    Overset Possessor
46722C6C    Even tough guys get chilly every now{p}and then. Trust me. I speak from{p}experience.
468B14DE    Climb 10 floors in the ScareScraper!
46F89D08    B2
47687108    Front Entrance
4769113C    {tp:0.01}That sneaker ghost you caught{p}seems to be more powerful than the{p}others.{p}And he has strange marks all over{p}his body. Peculiar...{/tp}
4769113D    {tp:0.01}Anyhoo, just like the first Toad,{p}this Toad couldn't tell me how he{p}got trapped in the painting.{p}He only remembers being chased by{p}{clr:D8BCE6}Boos{clr:pop}, then suddenly everything{p}went black.{/tp}
4769113E    {tp:0.01}However, he was very happy he could{p}help you. He wouldn't stop bragging{p}about it!{/tp}
47725290    Shriek Shark
