app_common.dat
msg_common_big_18_keywait	[~ 0]
BTL_STRID_SET_Hensin_2Y	[VAR 0102(0000)]\n变身成了野生的[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_2E	[VAR 0102(0000)]\n变身成了对手的[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_2N	[VAR 0102(0000)]\n变身成了霸主[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_Y	野生的[VAR 0102(0000)]\n变身成了[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_Y2Y	野生的[VAR 0102(0000)]\n变身成了野生的[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_E	对手的[VAR 0102(0000)]\n变身成了[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_E2E	对手的[VAR 0102(0000)]\n变身成了对手的[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_N	霸主[VAR 0102(0000)]\n变身成了[VAR 0102(0001)]！
BTL_STRID_SET_Hensin_N2N	霸主[VAR 0102(0000)]\n变身成了霸主[VAR 0102(0001)]！
BTL_STRID_SET_LockOn	[VAR 0102(0000)]将目标对准了\n[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_2Y	[VAR 0102(0000)]将目标对准了\n野生的[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_2E	[VAR 0102(0000)]将目标对准了\n对手的[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_2N	[VAR 0102(0000)]将目标对准了\n霸主[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_Y	野生的[VAR 0102(0000)]将目标对准了\n[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_Y2Y	野生的[VAR 0102(0000)]将目标对准了\n野生的[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_E	对手的[VAR 0102(0000)]将目标对准了\n[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_E2E	对手的[VAR 0102(0000)]将目标对准了\n对手的[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_N	霸主[VAR 0102(0000)]将目标对准了\n[VAR 0102(0001)]！
BTL_STRID_SET_LockOn_N2N	霸主[VAR 0102(0000)]将目标对准了\n霸主[VAR 0102(0001)]！
BTL_STRID_SET_DenjiFuyu	[VAR 0102(0000)]\n因电磁力浮了起来！
BTL_STRID_SET_DenjiFuyu_Y	野生的[VAR 0102(0000)]\n因电磁力浮了起来！
BTL_STRID_SET_DenjiFuyu_E	对手的[VAR 0102(0000)]\n因电磁力浮了起来！
BTL_STRID_SET_DenjiFuyu_N	霸主[VAR 0102(0000)]\n因电磁力浮了起来！
BTL_STRID_SET_DenjiFuyuCure	[VAR 0102(0000)]的\n电磁力消失了！
BTL_STRID_SET_DenjiFuyuCure_Y	野生的[VAR 0102(0000)]的\n电磁力消失了！
BTL_STRID_SET_DenjiFuyuCure_E	对手的[VAR 0102(0000)]的\n电磁力消失了！
BTL_STRID_SET_DenjiFuyuCure_N	霸主[VAR 0102(0000)]的\n电磁力消失了！
BTL_STRID_SET_Juuden	[VAR 0102(0000)]\n开始充电了！
BTL_STRID_SET_Juuden_Y	野生的[VAR 0102(0000)]\n开始充电了！
BTL_STRID_SET_Juuden_E	对手的[VAR 0102(0000)]\n开始充电了！
BTL_STRID_SET_Juuden_N	霸主[VAR 0102(0000)]\n开始充电了！
BTL_STRID_SET_Akubi	让[VAR 0102(0000)]\n产生睡意了！
BTL_STRID_SET_Akubi_Y	让野生的[VAR 0102(0000)]\n产生睡意了！
BTL_STRID_SET_Akubi_E	让对手的[VAR 0102(0000)]\n产生睡意了！
BTL_STRID_SET_Akubi_N	让霸主[VAR 0102(0000)]\n产生睡意了！
BTL_STRID_SET_Konoyubi	[VAR 0102(0000)]\n变得万众瞩目了！
BTL_STRID_SET_Konoyubi_Y	野生的[VAR 0102(0000)]\n变得万众瞩目了！
BTL_STRID_SET_Konoyubi_E	对手的[VAR 0102(0000)]\n变得万众瞩目了！
BTL_STRID_SET_Konoyubi_N	霸主[VAR 0102(0000)]\n变得万众瞩目了！
BTL_STRID_SET_HeartSwap	[VAR 0102(0000)]和对手互换了\n自己的能力变化！
BTL_STRID_SET_HeartSwap_Y	野生的[VAR 0102(0000)]和对手互换了\n自己的能力变化！
BTL_STRID_SET_HeartSwap_E	对手的[VAR 0102(0000)]和对手互换了\n自己的能力变化！
BTL_STRID_SET_HeartSwap_N	霸主[VAR 0102(0000)]和对手互换了\n自己的能力变化！
BTL_STRID_SET_PowerSwap	[VAR 0102(0000)]和对手互换了\n自己的攻击和特攻的能力变化！
BTL_STRID_SET_PowerSwap_Y	野生的[VAR 0102(0000)]和对手互换了\n自己的攻击和特攻的能力变化！
BTL_STRID_SET_PowerSwap_E	对手的[VAR 0102(0000)]和对手互换了\n自己的攻击和特攻的能力变化！
BTL_STRID_SET_PowerSwap_N	霸主[VAR 0102(0000)]和对手互换了\n自己的攻击和特攻的能力变化！
BTL_STRID_SET_GuardSwap	[VAR 0102(0000)]和对手互换了\n自己的防御和特防的能力变化！
BTL_STRID_SET_GuardSwap_Y	野生的[VAR 0102(0000)]和对手互换了\n自己的防御和特防的能力变化！
BTL_STRID_SET_GuardSwap_E	对手的[VAR 0102(0000)]和对手互换了\n自己的防御和特防的能力变化！
BTL_STRID_SET_GuardSwap_N	霸主[VAR 0102(0000)]和对手互换了\n自己的防御和特防的能力变化！
BTL_STRID_SET_Trick	[VAR 0102(0000)]\n互换了各自的道具！
BTL_STRID_SET_Trick_Y	野生的[VAR 0102(0000)]\n互换了各自的道具！
BTL_STRID_SET_Trick_E	对手的[VAR 0102(0000)]\n互换了各自的道具！
BTL_STRID_SET_Trick_N	霸主[VAR 0102(0000)]\n互换了各自的道具！
BTL_STRID_SET_TrickGetItem	[VAR 0102(0000)]\n获得了[VAR 0109(0001)]！
BTL_STRID_SET_TrickGetItem_Y	野生的[VAR 0102(0000)]\n获得了[VAR 0109(0001)]！
BTL_STRID_SET_TrickGetItem_E	对手的[VAR 0102(0000)]\n获得了[VAR 0109(0001)]！
BTL_STRID_SET_TrickGetItem_N	霸主[VAR 0102(0000)]\n获得了[VAR 0109(0001)]！
BTL_STRID_SET_Monomane	[VAR 0102(0000)]\n学会了[VAR 0107(0001)]！
BTL_STRID_SET_Monomane_Y	野生的[VAR 0102(0000)]\n学会了[VAR 0107(0001)]！
BTL_STRID_SET_Monomane_E	对手的[VAR 0102(0000)]\n学会了[VAR 0107(0001)]！
BTL_STRID_SET_Monomane_N	霸主[VAR 0102(0000)]\n学会了[VAR 0107(0001)]！
BTL_STRID_SET_Sketch	[VAR 0102(0000)]\n对[VAR 0107(0001)]进行了写生！
BTL_STRID_SET_Sketch_Y	野生的[VAR 0102(0000)]\n对[VAR 0107(0001)]进行了写生！
BTL_STRID_SET_Sketch_E	对手的[VAR 0102(0000)]\n对[VAR 0107(0001)]进行了写生！
BTL_STRID_SET_Sketch_N	霸主[VAR 0102(0000)]\n对[VAR 0107(0001)]进行了写生！
BTL_STRID_SET_MikadukiNoMai	[VAR 0102(0000)]\n被神秘的月光包围了！
BTL_STRID_SET_MikadukiNoMai_Y	野生的[VAR 0102(0000)]\n被神秘的月光包围了！
BTL_STRID_SET_MikadukiNoMai_E	对手的[VAR 0102(0000)]\n被神秘的月光包围了！
BTL_STRID_SET_MikadukiNoMai_N	霸主[VAR 0102(0000)]\n被神秘的月光包围了！
BTL_STRID_SET_IyasiNoNegai	治愈之愿\n在[VAR 0102(0000)]身上实现了！
BTL_STRID_SET_IyasiNoNegai_Y	治愈之愿\n在野生的[VAR 0102(0000)]身上实现了！
BTL_STRID_SET_IyasiNoNegai_E	治愈之愿\n在对手的[VAR 0102(0000)]身上实现了！
BTL_STRID_SET_IyasiNoNegai_N	治愈之愿\n在霸主[VAR 0102(0000)]身上实现了！
BTL_STRID_SET_Negaigoto	[VAR 0102(0000)]的\n祈愿实现了！
BTL_STRID_SET_Negaigoto_Y	野生的[VAR 0102(0000)]的\n祈愿实现了！
BTL_STRID_SET_Negaigoto_E	对手的[VAR 0102(0000)]的\n祈愿实现了！
BTL_STRID_SET_Negaigoto_N	霸主[VAR 0102(0000)]的\n祈愿实现了！
BTL_STRID_SET_Sawagu	[VAR 0102(0000)]\n吵闹了起来！
BTL_STRID_SET_Sawagu_Y	野生的[VAR 0102(0000)]\n吵闹了起来！
BTL_STRID_SET_Sawagu_E	对手的[VAR 0102(0000)]\n吵闹了起来！
BTL_STRID_SET_Sawagu_N	霸主[VAR 0102(0000)]\n吵闹了起来！
BTL_STRID_SET_SawaguWake	[VAR 0102(0000)]\n被吵醒了！
BTL_STRID_SET_SawaguWake_Y	野生的[VAR 0102(0000)]\n被吵醒了！
BTL_STRID_SET_SawaguWake_E	对手的[VAR 0102(0000)]\n被吵醒了！
BTL_STRID_SET_SawaguWake_N	霸主[VAR 0102(0000)]\n被吵醒了！
BTL_STRID_SET_SawaguSleepless	但是，[VAR 0102(0000)]\n被吵得无法入睡！
BTL_STRID_SET_SawaguSleepless_Y	但是，野生的[VAR 0102(0000)]\n被吵得无法入睡！
BTL_STRID_SET_SawaguSleepless_E	但是，对手的[VAR 0102(0000)]\n被吵得无法入睡！
BTL_STRID_SET_SawaguSleepless_N	但是，霸主[VAR 0102(0000)]\n被吵得无法入睡！
BTL_STRID_SET_SawaguSleeplessSelf	但是，[VAR 0102(0000)]\n吵闹个不停，无法入睡！
BTL_STRID_SET_SawaguSleeplessSelf_Y	但是，野生的[VAR 0102(0000)]\n吵闹个不停，无法入睡！
BTL_STRID_SET_SawaguSleeplessSelf_E	但是，对手的[VAR 0102(0000)]\n吵闹个不停，无法入睡！
BTL_STRID_SET_SawaguSleeplessSelf_N	但是，霸主[VAR 0102(0000)]\n吵闹个不停，无法入睡！
BTL_STRID_SET_SawaguCont	[VAR 0102(0000)]\n吵闹个不停！
BTL_STRID_SET_SawaguCont_Y	野生的[VAR 0102(0000)]\n吵闹个不停！
BTL_STRID_SET_SawaguCont_E	对手的[VAR 0102(0000)]\n吵闹个不停！
BTL_STRID_SET_SawaguCont_N	霸主[VAR 0102(0000)]\n吵闹个不停！
BTL_STRID_SET_SawaguCure	[VAR 0102(0000)]\n平静了下来！
BTL_STRID_SET_SawaguCure_Y	野生的[VAR 0102(0000)]\n平静了下来！
BTL_STRID_SET_SawaguCure_E	对手的[VAR 0102(0000)]\n平静了下来！
BTL_STRID_SET_SawaguCure_N	霸主[VAR 0102(0000)]\n平静了下来！
BTL_STRID_SET_Takuwaeru	[VAR 0102(0000)]\n蓄力了[VAR 0200(0001)]次！
BTL_STRID_SET_Takuwaeru_Y	野生的[VAR 0102(0000)]\n蓄力了[VAR 0200(0001)]次！
BTL_STRID_SET_Takuwaeru_E	对手的[VAR 0102(0000)]\n蓄力了[VAR 0200(0001)]次！
BTL_STRID_SET_Takuwaeru_N	霸主[VAR 0102(0000)]\n蓄力了[VAR 0200(0001)]次！
BTL_STRID_SET_TakuwaeOff	[VAR 0102(0000)]\n蓄力后的效果消失了！
BTL_STRID_SET_TakuwaeOff_Y	野生的[VAR 0102(0000)]\n蓄力后的效果消失了！
BTL_STRID_SET_TakuwaeOff_E	对手的[VAR 0102(0000)]\n蓄力后的效果消失了！
BTL_STRID_SET_TakuwaeOff_N	霸主[VAR 0102(0000)]\n蓄力后的效果消失了！
BTL_STRID_SET_Sasiosae	[VAR 0102(0000)]\n无法使用道具了！
BTL_STRID_SET_Sasiosae_Y	野生的[VAR 0102(0000)]\n无法使用道具了！
BTL_STRID_SET_Sasiosae_E	对手的[VAR 0102(0000)]\n无法使用道具了！
BTL_STRID_SET_Sasiosae_N	霸主[VAR 0102(0000)]\n无法使用道具了！
BTL_STRID_SET_SasiosaeCure	[VAR 0102(0000)]\n变得可以使用道具了！
BTL_STRID_SET_SasiosaeCure_Y	野生的[VAR 0102(0000)]\n变得可以使用道具了！
BTL_STRID_SET_SasiosaeCure_E	对手的[VAR 0102(0000)]\n变得可以使用道具了！
BTL_STRID_SET_SasiosaeCure_N	霸主[VAR 0102(0000)]\n变得可以使用道具了！
BTL_STRID_SET_Recycle	[VAR 0102(0000)]\n捡来了[VAR 0109(0001)]！
BTL_STRID_SET_Recycle_Y	野生的[VAR 0102(0000)]\n捡来了[VAR 0109(0001)]！
BTL_STRID_SET_Recycle_E	对手的[VAR 0102(0000)]\n捡来了[VAR 0109(0001)]！
BTL_STRID_SET_Recycle_N	霸主[VAR 0102(0000)]\n捡来了[VAR 0109(0001)]！
BTL_STRID_SET_NeWoHaru	[VAR 0102(0000)]\n扎下了根！
BTL_STRID_SET_NeWoHaru_Y	野生的[VAR 0102(0000)]\n扎下了根！
BTL_STRID_SET_NeWoHaru_E	对手的[VAR 0102(0000)]\n扎下了根！
BTL_STRID_SET_NeWoHaru_N	霸主[VAR 0102(0000)]\n扎下了根！
BTL_STRID_SET_NeWoHaruRecover	[VAR 0102(0000)]\n从根上吸取了养分！
BTL_STRID_SET_NeWoHaruRecover_Y	野生的[VAR 0102(0000)]\n从根上吸取了养分！
BTL_STRID_SET_NeWoHaruRecover_E	对手的[VAR 0102(0000)]\n从根上吸取了养分！
BTL_STRID_SET_NeWoHaruRecover_N	霸主[VAR 0102(0000)]\n从根上吸取了养分！
BTL_STRID_SET_NeWoHaruStick	[VAR 0102(0000)]扎下了根，\n屹立不动！
BTL_STRID_SET_NeWoHaruStick_Y	野生的[VAR 0102(0000)]扎下了根，\n屹立不动！
BTL_STRID_SET_NeWoHaruStick_E	对手的[VAR 0102(0000)]扎下了根，\n屹立不动！
BTL_STRID_SET_NeWoHaruStick_N	霸主[VAR 0102(0000)]扎下了根，\n屹立不动！
BTL_STRID_SET_Gaman	[VAR 0102(0000)]\n正在忍耐。
BTL_STRID_SET_Gaman_Y	野生的[VAR 0102(0000)]\n正在忍耐。
BTL_STRID_SET_Gaman_E	对手的[VAR 0102(0000)]\n正在忍耐。
BTL_STRID_SET_Gaman_N	霸主[VAR 0102(0000)]\n正在忍耐。
BTL_STRID_SET_GamanEnd	[VAR 0102(0000)]的\n忍耐被解除了！
BTL_STRID_SET_GamanEnd_Y	野生的[VAR 0102(0000)]的\n忍耐被解除了！
BTL_STRID_SET_GamanEnd_E	对手的[VAR 0102(0000)]的\n忍耐被解除了！
BTL_STRID_SET_GamanEnd_N	霸主[VAR 0102(0000)]的\n忍耐被解除了！
BTL_STRID_SET_YokodoriReady	[VAR 0102(0000)]\n正在观察对手的动向！
BTL_STRID_SET_YokodoriReady_Y	野生的[VAR 0102(0000)]\n正在观察对手的动向！
BTL_STRID_SET_YokodoriReady_E	对手的[VAR 0102(0000)]\n正在观察对手的动向！
BTL_STRID_SET_YokodoriReady_N	霸主[VAR 0102(0000)]\n正在观察对手的动向！
BTL_STRID_SET_YokodoriExe	[VAR 0102(0000)]抢夺了\n[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_2Y	[VAR 0102(0000)]抢夺了\n野生的[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_2E	[VAR 0102(0000)]抢夺了\n对手的[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_2N	[VAR 0102(0000)]抢夺了\n霸主[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_Y	野生的[VAR 0102(0000)]抢夺了\n[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_Y2Y	野生的[VAR 0102(0000)]抢夺了\n野生的[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_E	对手的[VAR 0102(0000)]抢夺了\n[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_E2E	对手的[VAR 0102(0000)]抢夺了\n对手的[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_N	霸主[VAR 0102(0000)]抢夺了\n[VAR 0102(0001)]的招式！
BTL_STRID_SET_YokodoriExe_N2N	霸主[VAR 0102(0000)]抢夺了\n霸主[VAR 0102(0001)]的招式！
BTL_STRID_SET_MagicCoatReady	[VAR 0102(0000)]\n获得了魔法反射的效果！
BTL_STRID_SET_MagicCoatReady_Y	野生的[VAR 0102(0000)]\n获得了魔法反射的效果！
BTL_STRID_SET_MagicCoatReady_E	对手的[VAR 0102(0000)]\n获得了魔法反射的效果！
BTL_STRID_SET_MagicCoatReady_N	霸主[VAR 0102(0000)]\n获得了魔法反射的效果！
BTL_STRID_SET_MagicCoatExe	[VAR 0102(0000)]\n将[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_MagicCoatExe_Y	野生的[VAR 0102(0000)]\n将[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_MagicCoatExe_E	对手的[VAR 0102(0000)]\n将[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_MagicCoatExe_N	霸主[VAR 0102(0000)]\n将[VAR 0107(0001)]反射了回去！
BTL_STRID_SET_Teleport	[VAR 0102(0000)]\n脱离了战斗！
BTL_STRID_SET_Teleport_Y	野生的[VAR 0102(0000)]\n脱离了战斗！
BTL_STRID_SET_Teleport_E	对手的[VAR 0102(0000)]\n脱离了战斗！
BTL_STRID_SET_Teleport_N	霸主[VAR 0102(0000)]\n脱离了战斗！
BTL_STRID_SET_Tonbogaeri	[VAR 0102(0000)]\n要回到[VAR 0100(0001)]的身边了！
BTL_STRID_SET_Tonbogaeri_Y	野生的[VAR 0102(0000)]\n要回到[VAR 0100(0001)]的身边了！
BTL_STRID_SET_Tonbogaeri_E	对手的[VAR 0102(0000)]\n要回到[VAR 0100(0001)]的身边了！
BTL_STRID_SET_Tonbogaeri_N	霸主[VAR 0102(0000)]\n要回到[VAR 0100(0001)]的身边了！
BTL_STRID_SET_PowerTrick	[VAR 0102(0000)]\n互换了攻击和防御！
BTL_STRID_SET_PowerTrick_Y	野生的[VAR 0102(0000)]\n互换了攻击和防御！
BTL_STRID_SET_PowerTrick_E	对手的[VAR 0102(0000)]\n互换了攻击和防御！
BTL_STRID_SET_PowerTrick_N	霸主[VAR 0102(0000)]\n互换了攻击和防御！
BTL_STRID_SET_Tuibamu	[VAR 0102(0000)]\n夺取并吃掉了[VAR 0109(0001)]！
BTL_STRID_SET_Tuibamu_Y	野生的[VAR 0102(0000)]\n夺取并吃掉了[VAR 0109(0001)]！
BTL_STRID_SET_Tuibamu_E	对手的[VAR 0102(0000)]\n夺取并吃掉了[VAR 0109(0001)]！
BTL_STRID_SET_Tuibamu_N	霸主[VAR 0102(0000)]\n夺取并吃掉了[VAR 0109(0001)]！
BTL_STRID_SET_Nagetukeru	[VAR 0102(0000)]\n投掷了[VAR 0109(0001)]！
BTL_STRID_SET_Nagetukeru_Y	野生的[VAR 0102(0000)]\n投掷了[VAR 0109(0001)]！
BTL_STRID_SET_Nagetukeru_E	对手的[VAR 0102(0000)]\n投掷了[VAR 0109(0001)]！
BTL_STRID_SET_Nagetukeru_N	霸主[VAR 0102(0000)]\n投掷了[VAR 0109(0001)]！
BTL_STRID_SET_KousokuSpin	[VAR 0102(0000)]\n吹飞了[VAR 0107(0001)]！
BTL_STRID_SET_KousokuSpin_Y	野生的[VAR 0102(0000)]\n吹飞了[VAR 0107(0001)]！
BTL_STRID_SET_KousokuSpin_E	对手的[VAR 0102(0000)]\n吹飞了[VAR 0107(0001)]！
BTL_STRID_SET_KousokuSpin_N	霸主[VAR 0102(0000)]\n吹飞了[VAR 0107(0001)]！
BTL_STRID_SET_MigawariAppear	[VAR 0102(0000)]的\n替身出现了！
BTL_STRID_SET_MigawariAppear_Y	野生的[VAR 0102(0000)]的\n替身出现了！
BTL_STRID_SET_MigawariAppear_E	对手的[VAR 0102(0000)]的\n替身出现了！
BTL_STRID_SET_MigawariAppear_N	霸主[VAR 0102(0000)]的\n替身出现了！
BTL_STRID_SET_MigawariExist	但是，[VAR 0102(0000)]的\n替身已经出现了。
BTL_STRID_SET_MigawariExist_Y	但是，野生的[VAR 0102(0000)]的\n替身已经出现了。
BTL_STRID_SET_MigawariExist_E	但是，对手的[VAR 0102(0000)]的\n替身已经出现了。
BTL_STRID_SET_MigawariExist_N	但是，霸主[VAR 0102(0000)]的\n替身已经出现了。
BTL_STRID_SET_MigawariDamage	替身代替[VAR 0102(0000)]\n承受了攻击！
BTL_STRID_SET_MigawariDamage_Y	替身代替野生的[VAR 0102(0000)]\n承受了攻击！
BTL_STRID_SET_MigawariDamage_E	替身代替对手的[VAR 0102(0000)]\n承受了攻击！
BTL_STRID_SET_MigawariDamage_N	替身代替霸主[VAR 0102(0000)]\n承受了攻击！
BTL_STRID_SET_MigawariDestract	[VAR 0102(0000)]的\n替身消失了……
BTL_STRID_SET_MigawariDestract_Y	野生的[VAR 0102(0000)]的\n替身消失了……
BTL_STRID_SET_MigawariDestract_E	对手的[VAR 0102(0000)]的\n替身消失了……
BTL_STRID_SET_MigawariDestract_N	霸主[VAR 0102(0000)]的\n替身消失了……
BTL_STRID_SET_WideGuard	[VAR 0102(0000)]\n受到了广域防守的保护！
BTL_STRID_SET_WideGuard_Y	野生的[VAR 0102(0000)]\n受到了广域防守的保护！
BTL_STRID_SET_WideGuard_E	对手的[VAR 0102(0000)]\n受到了广域防守的保护！
BTL_STRID_SET_WideGuard_N	霸主[VAR 0102(0000)]\n受到了广域防守的保护！
BTL_STRID_SET_FastGuard	[VAR 0102(0000)]\n受到了快速防守的保护！
BTL_STRID_SET_FastGuard_Y	野生的[VAR 0102(0000)]\n受到了快速防守的保护！
BTL_STRID_SET_FastGuard_E	对手的[VAR 0102(0000)]\n受到了快速防守的保护！
BTL_STRID_SET_FastGuard_N	霸主[VAR 0102(0000)]\n受到了快速防守的保护！
BTL_STRID_SET_TrickGuard	[VAR 0102(0000)]\n受到了戏法防守的保护！
BTL_STRID_SET_TrickGuard_Y	野生的[VAR 0102(0000)]\n受到了戏法防守的保护！
BTL_STRID_SET_TrickGuard_E	对手的[VAR 0102(0000)]\n受到了戏法防守的保护！
BTL_STRID_SET_TrickGuard_N	霸主[VAR 0102(0000)]\n受到了戏法防守的保护！
BTL_STRID_SET_Simetukeru_Start	[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_2Y	[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_2E	[VAR 0102(0000)]\n被对手的[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_2N	[VAR 0102(0000)]\n被霸主[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_Y	野生的[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_Y2Y	野生的[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_E	对手的[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_E2E	对手的[VAR 0102(0000)]\n被对手的[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_N	霸主[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Simetukeru_Start_N2N	霸主[VAR 0102(0000)]\n被霸主[VAR 0102(0001)]紧紧绑住了！
BTL_STRID_SET_Makituku_Start	[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_2Y	[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_2E	[VAR 0102(0000)]\n被对手的[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_2N	[VAR 0102(0000)]\n被霸主[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_Y	野生的[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_Y2Y	野生的[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_E	对手的[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_E2E	对手的[VAR 0102(0000)]\n被对手的[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_N	霸主[VAR 0102(0000)]\n被[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_Makituku_Start_N2N	霸主[VAR 0102(0000)]\n被霸主[VAR 0102(0001)]紧紧束缚住了！
BTL_STRID_SET_KaradeHasamu_Start	[VAR 0102(0000)]\n被[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_2Y	[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_2E	[VAR 0102(0000)]\n被对手的[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_2N	[VAR 0102(0000)]\n被霸主[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_Y	野生的[VAR 0102(0000)]\n被[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_Y2Y	野生的[VAR 0102(0000)]\n被野生的[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_E	对手的[VAR 0102(0000)]\n被[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_E2E	对手的[VAR 0102(0000)]\n被对手的[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_N	霸主[VAR 0102(0000)]\n被[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_KaradeHasamu_Start_N2N	霸主[VAR 0102(0000)]\n被霸主[VAR 0102(0001)]的贝壳夹住了！
BTL_STRID_SET_Uzusio_Start	[VAR 0102(0000)]\n被困在了旋涡之中！
BTL_STRID_SET_Uzusio_Start_Y	野生的[VAR 0102(0000)]\n被困在了旋涡之中！
BTL_STRID_SET_Uzusio_Start_E	对手的[VAR 0102(0000)]\n被困在了旋涡之中！
BTL_STRID_SET_Uzusio_Start_N	霸主[VAR 0102(0000)]\n被困在了旋涡之中！
BTL_STRID_SET_HonoNoUzu_Start	[VAR 0102(0000)]\n被困在了火焰旋涡之中！
BTL_STRID_SET_HonoNoUzu_Start_Y	野生的[VAR 0102(0000)]\n被困在了火焰旋涡之中！
BTL_STRID_SET_HonoNoUzu_Start_E	对手的[VAR 0102(0000)]\n被困在了火焰旋涡之中！
BTL_STRID_SET_HonoNoUzu_Start_N	霸主[VAR 0102(0000)]\n被困在了火焰旋涡之中！
BTL_STRID_SET_MagmaStorm_Start	[VAR 0102(0000)]\n被困在了熔岩旋涡之中！
BTL_STRID_SET_MagmaStorm_Start_Y	野生的[VAR 0102(0000)]\n被困在了熔岩旋涡之中！
BTL_STRID_SET_MagmaStorm_Start_E	对手的[VAR 0102(0000)]\n被困在了熔岩旋涡之中！
BTL_STRID_SET_MagmaStorm_Start_N	霸主[VAR 0102(0000)]\n被困在了熔岩旋涡之中！
BTL_STRID_SET_Sunajigoku_Start	[VAR 0102(0000)]\n陷入了流沙地狱！
BTL_STRID_SET_Sunajigoku_Start_Y	野生的[VAR 0102(0000)]\n陷入了流沙地狱！
BTL_STRID_SET_Sunajigoku_Start_E	对手的[VAR 0102(0000)]\n陷入了流沙地狱！
BTL_STRID_SET_Sunajigoku_Start_N	霸主[VAR 0102(0000)]\n陷入了流沙地狱！
BTL_STRID_SET_WaruagakiExe	[VAR 0102(0000)]\n没有可用来施展的招式！
BTL_STRID_SET_WaruagakiExe_Y	野生的[VAR 0102(0000)]\n没有可用来施展的招式！
