app_common.dat
msg_common_big_18_keywait	[~ 0]
BTL_STRID_SET_HedoroEki_Y	やせいの　[VAR 0102(0000)]は\nヘドロえきを　すいとった！
BTL_STRID_SET_HedoroEki_E	あいての　[VAR 0102(0000)]は\nヘドロえきを　すいとった！
BTL_STRID_SET_HedoroEki_N	ぬしの　[VAR 0102(0000)]は\nヘドロえきを　すいとった！
BTL_STRID_SET_WaruiTeguse	[VAR 0102(0000)]の\n[VAR 0109(0001)]を　うばった！
BTL_STRID_SET_WaruiTeguse_Y	やせいの　[VAR 0102(0000)]の\n[VAR 0109(0001)]を　うばった！
BTL_STRID_SET_WaruiTeguse_E	あいての　[VAR 0102(0000)]の\n[VAR 0109(0001)]を　うばった！
BTL_STRID_SET_WaruiTeguse_N	ぬしの　[VAR 0102(0000)]の\n[VAR 0109(0001)]を　うばった！
BTL_STRID_SET_Miira	[VAR 0102(0000)]は\nとくせいが　ミイラになっちゃった！
BTL_STRID_SET_Miira_Y	やせいの　[VAR 0102(0000)]は\nとくせいが　ミイラになっちゃった！
BTL_STRID_SET_Miira_E	あいての　[VAR 0102(0000)]は\nとくせいが　ミイラになっちゃった！
BTL_STRID_SET_Miira_N	ぬしの　[VAR 0102(0000)]は\nとくせいが　ミイラになっちゃった！
BTL_STRID_SET_MajicMirror	[VAR 0102(0000)]の\n[VAR 0107(0001)]を　はねかえした！
BTL_STRID_SET_MajicMirror_Y	やせいの　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　はねかえした！
BTL_STRID_SET_MajicMirror_E	あいての　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　はねかえした！
BTL_STRID_SET_MajicMirror_N	ぬしの　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　はねかえした！
BTL_STRID_SET_AunNoIki	[VAR 0102(0000)]は\nみかたからの　こうげきを　うけない！
BTL_STRID_SET_AunNoIki_Y	やせいの　[VAR 0102(0000)]は\nみかたからの　こうげきを　うけない！
BTL_STRID_SET_AunNoIki_E	あいての　[VAR 0102(0000)]は\nみかたからの　こうげきを　うけない！
BTL_STRID_SET_AunNoIki_N	ぬしの　[VAR 0102(0000)]は\nみかたからの　こうげきを　うけない！
BTL_STRID_SET_Dokusyu	[VAR 0102(0000)]に\nどくを　あびせた！
BTL_STRID_SET_Dokusyu_Y	やせいの　[VAR 0102(0000)]に\nどくを　あびせた！
BTL_STRID_SET_Dokusyu_E	あいての　[VAR 0102(0000)]に\nどくを　あびせた！
BTL_STRID_SET_Dokusyu_N	ぬしの　[VAR 0102(0000)]に\nどくを　あびせた！
BTL_STRID_SET_Syuukaku	[VAR 0102(0000)]は\n[VAR 0109(0001)]を　しゅうかくした！
BTL_STRID_SET_Syuukaku_Y	やせいの　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　しゅうかくした！
BTL_STRID_SET_Syuukaku_E	あいての　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　しゅうかくした！
BTL_STRID_SET_Syuukaku_N	ぬしの　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　しゅうかくした！
BTL_STRID_SET_Illusion_Break	[VAR 0102(0000)]の\nイリュージョンが　とけた！
BTL_STRID_SET_Illusion_Break_Y	やせいの　[VAR 0102(0000)]の\nイリュージョンが　とけた！
BTL_STRID_SET_Illusion_Break_E	あいての　[VAR 0102(0000)]の\nイリュージョンが　とけた！
BTL_STRID_SET_Illusion_Break_N	ぬしの　[VAR 0102(0000)]の\nイリュージョンが　とけた！
BTL_STRID_SET_IkarinoTubo	[VAR 0102(0000)]は\nこうげきが　さいだいまで　あがった！
BTL_STRID_SET_IkarinoTubo_Y	やせいの　[VAR 0102(0000)]は\nこうげきが　さいだいまで　あがった！
BTL_STRID_SET_IkarinoTubo_E	あいての　[VAR 0102(0000)]は\nこうげきが　さいだいまで　あがった！
BTL_STRID_SET_IkarinoTubo_N	ぬしの　[VAR 0102(0000)]は\nこうげきが　さいだいまで　あがった！
BTL_STRID_SET_NightMare	[VAR 0102(0000)]は\nうなされている！
BTL_STRID_SET_NightMare_Y	やせいの　[VAR 0102(0000)]は\nうなされている！
BTL_STRID_SET_NightMare_E	あいての　[VAR 0102(0000)]は\nうなされている！
BTL_STRID_SET_NightMare_N	ぬしの　[VAR 0102(0000)]は\nうなされている！
BTL_STRID_SET_Pressure	[VAR 0102(0000)]は\nプレッシャーを　はなっている！
BTL_STRID_SET_Pressure_Y	やせいの　[VAR 0102(0000)]は\nプレッシャーを　はなっている！
BTL_STRID_SET_Pressure_E	あいての　[VAR 0102(0000)]は\nプレッシャーを　はなっている！
BTL_STRID_SET_Pressure_N	ぬしの　[VAR 0102(0000)]は\nプレッシャーを　はなっている！
BTL_STRID_SET_Monohiroi	[VAR 0102(0000)]は\n[VAR 0109(0001)]を　ひろってきた！
BTL_STRID_SET_Monohiroi_Y	やせいの　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　ひろってきた！
BTL_STRID_SET_Monohiroi_E	あいての　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　ひろってきた！
BTL_STRID_SET_Monohiroi_N	ぬしの　[VAR 0102(0000)]は\n[VAR 0109(0001)]を　ひろってきた！
BTL_STRID_SET_Nenchaku	[VAR 0102(0000)]の\nどうぐを　うばえない！
BTL_STRID_SET_Nenchaku_Y	やせいの　[VAR 0102(0000)]の\nどうぐを　うばえない！
BTL_STRID_SET_Nenchaku_E	あいての　[VAR 0102(0000)]の\nどうぐを　うばえない！
BTL_STRID_SET_Nenchaku_N	ぬしの　[VAR 0102(0000)]の\nどうぐを　うばえない！
BTL_STRID_SET_SlowStartON	[VAR 0102(0000)]は\nちょうしが　あがらない！
BTL_STRID_SET_SlowStartON_Y	やせいの　[VAR 0102(0000)]は\nちょうしが　あがらない！
BTL_STRID_SET_SlowStartON_E	あいての　[VAR 0102(0000)]は\nちょうしが　あがらない！
BTL_STRID_SET_SlowStartON_N	ぬしの　[VAR 0102(0000)]は\nちょうしが　あがらない！
BTL_STRID_SET_SlowStartOFF	[VAR 0102(0000)]は\nちょうしを　とりもどした！
BTL_STRID_SET_SlowStartOFF_Y	やせいの　[VAR 0102(0000)]は\nちょうしを　とりもどした！
BTL_STRID_SET_SlowStartOFF_E	あいての　[VAR 0102(0000)]は\nちょうしを　とりもどした！
BTL_STRID_SET_SlowStartOFF_N	ぬしの　[VAR 0102(0000)]は\nちょうしを　とりもどした！
BTL_STRID_SET_TeraVoltage	[VAR 0102(0000)]は\nはじける　オーラを　はなっている！
BTL_STRID_SET_TeraVoltage_Y	やせいの　[VAR 0102(0000)]は\nはじける　オーラを　はなっている！
BTL_STRID_SET_TeraVoltage_E	あいての　[VAR 0102(0000)]は\nはじける　オーラを　はなっている！
BTL_STRID_SET_TeraVoltage_N	ぬしの　[VAR 0102(0000)]は\nはじける　オーラを　はなっている！
BTL_STRID_SET_TurboBraze	[VAR 0102(0000)]は\nもえさかる　オーラを　はなっている！
BTL_STRID_SET_TurboBraze_Y	やせいの　[VAR 0102(0000)]は\nもえさかる　オーラを　はなっている！
BTL_STRID_SET_TurboBraze_E	あいての　[VAR 0102(0000)]は\nもえさかる　オーラを　はなっている！
BTL_STRID_SET_TurboBraze_N	ぬしの　[VAR 0102(0000)]は\nもえさかる　オーラを　はなっている！
BTL_STRID_SET_SkillSwap	[VAR 0102(0000)]は\nおたがいの　とくせいを　いれかえた！
BTL_STRID_SET_SkillSwap_Y	やせいの　[VAR 0102(0000)]は\nおたがいの　とくせいを　いれかえた！
BTL_STRID_SET_SkillSwap_E	あいての　[VAR 0102(0000)]は\nおたがいの　とくせいを　いれかえた！
BTL_STRID_SET_SkillSwap_N	ぬしの　[VAR 0102(0000)]は\nおたがいの　とくせいを　いれかえた！
BTL_STRID_SET_Koraeru_Ready	[VAR 0102(0000)]は\nこらえる　たいせいに　はいった！
BTL_STRID_SET_Koraeru_Ready_Y	やせいの　[VAR 0102(0000)]は\nこらえる　たいせいに　はいった！
BTL_STRID_SET_Koraeru_Ready_E	あいての　[VAR 0102(0000)]は\nこらえる　たいせいに　はいった！
BTL_STRID_SET_Koraeru_Ready_N	ぬしの　[VAR 0102(0000)]は\nこらえる　たいせいに　はいった！
BTL_STRID_SET_Koraeru_Exe	[VAR 0102(0000)]は\nこうげきを　こらえた！
BTL_STRID_SET_Koraeru_Exe_Y	やせいの　[VAR 0102(0000)]は\nこうげきを　こらえた！
BTL_STRID_SET_Koraeru_Exe_E	あいての　[VAR 0102(0000)]は\nこうげきを　こらえた！
BTL_STRID_SET_Koraeru_Exe_N	ぬしの　[VAR 0102(0000)]は\nこうげきを　こらえた！
BTL_STRID_SET_MamoruReady	[VAR 0102(0000)]は\nまもりの　たいせいに　はいった！
BTL_STRID_SET_MamoruReady_Y	やせいの　[VAR 0102(0000)]は\nまもりの　たいせいに　はいった！
BTL_STRID_SET_MamoruReady_E	あいての　[VAR 0102(0000)]は\nまもりの　たいせいに　はいった！
BTL_STRID_SET_MamoruReady_N	ぬしの　[VAR 0102(0000)]は\nまもりの　たいせいに　はいった！
BTL_STRID_SET_MamoruBreak	[VAR 0102(0000)]の\nまもりを　うちやぶった！
BTL_STRID_SET_MamoruBreak_Y	やせいの　[VAR 0102(0000)]の\nまもりを　うちやぶった！
BTL_STRID_SET_MamoruBreak_E	あいての　[VAR 0102(0000)]の\nまもりを　うちやぶった！
BTL_STRID_SET_MamoruBreak_N	ぬしの　[VAR 0102(0000)]の\nまもりを　うちやぶった！
BTL_STRID_SET_Mamoru	[VAR 0102(0000)]は\nこうげきから　みを　まもった！
BTL_STRID_SET_Mamoru_Y	やせいの　[VAR 0102(0000)]は\nこうげきから　みを　まもった！
BTL_STRID_SET_Mamoru_E	あいての　[VAR 0102(0000)]は\nこうげきから　みを　まもった！
BTL_STRID_SET_Mamoru_N	ぬしの　[VAR 0102(0000)]は\nこうげきから　みを　まもった！
BTL_STRID_SET_Feint	[VAR 0102(0000)]は\nフェイントに　ひっかかった！
BTL_STRID_SET_Feint_Y	やせいの　[VAR 0102(0000)]は\nフェイントに　ひっかかった！
BTL_STRID_SET_Feint_E	あいての　[VAR 0102(0000)]は\nフェイントに　ひっかかった！
BTL_STRID_SET_Feint_N	ぬしの　[VAR 0102(0000)]は\nフェイントに　ひっかかった！
BTL_STRID_SET_SoraWoTobu	[VAR 0102(0000)]は\nそらたかく　とびあがった！
BTL_STRID_SET_SoraWoTobu_Y	やせいの　[VAR 0102(0000)]は\nそらたかく　とびあがった！
BTL_STRID_SET_SoraWoTobu_E	あいての　[VAR 0102(0000)]は\nそらたかく　とびあがった！
BTL_STRID_SET_SoraWoTobu_N	ぬしの　[VAR 0102(0000)]は\nそらたかく　とびあがった！
BTL_STRID_SET_Ikari	[VAR 0102(0000)]の\nいかりのボルテージが　あがっていく！
BTL_STRID_SET_Ikari_Y	やせいの　[VAR 0102(0000)]の\nいかりのボルテージが　あがっていく！
BTL_STRID_SET_Ikari_E	あいての　[VAR 0102(0000)]の\nいかりのボルテージが　あがっていく！
BTL_STRID_SET_Ikari_N	ぬしの　[VAR 0102(0000)]の\nいかりのボルテージが　あがっていく！
BTL_STRID_SET_Diving	[VAR 0102(0000)]は\nすいちゅうに　みをひそめた！
BTL_STRID_SET_Diving_Y	やせいの　[VAR 0102(0000)]は\nすいちゅうに　みをひそめた！
BTL_STRID_SET_Diving_E	あいての　[VAR 0102(0000)]は\nすいちゅうに　みをひそめた！
BTL_STRID_SET_Diving_N	ぬしの　[VAR 0102(0000)]は\nすいちゅうに　みをひそめた！
BTL_STRID_SET_AnaWoHoru	[VAR 0102(0000)]は\nじめんに　もぐった！
BTL_STRID_SET_AnaWoHoru_Y	やせいの　[VAR 0102(0000)]は\nじめんに　もぐった！
BTL_STRID_SET_AnaWoHoru_E	あいての　[VAR 0102(0000)]は\nじめんに　もぐった！
BTL_STRID_SET_AnaWoHoru_N	ぬしの　[VAR 0102(0000)]は\nじめんに　もぐった！
BTL_STRID_SET_ShadowDive	[VAR 0102(0000)]のすがたが\nいっしゅんにして　きえた！
BTL_STRID_SET_ShadowDive_Y	やせいの　[VAR 0102(0000)]のすがたが\nいっしゅんにして　きえた！
BTL_STRID_SET_ShadowDive_E	あいての　[VAR 0102(0000)]のすがたが\nいっしゅんにして　きえた！
BTL_STRID_SET_ShadowDive_N	ぬしの　[VAR 0102(0000)]のすがたが\nいっしゅんにして　きえた！
BTL_STRID_SET_Tobihaneru	[VAR 0102(0000)]は\nたかく　とびはねた！
BTL_STRID_SET_Tobihaneru_Y	やせいの　[VAR 0102(0000)]は\nたかく　とびはねた！
BTL_STRID_SET_Tobihaneru_E	あいての　[VAR 0102(0000)]は\nたかく　とびはねた！
BTL_STRID_SET_Tobihaneru_N	ぬしの　[VAR 0102(0000)]は\nたかく　とびはねた！
BTL_STRID_SET_Kamaitati	[VAR 0102(0000)]の　まわりで\nくうきが　うずをまく！
BTL_STRID_SET_Kamaitati_Y	やせいの　[VAR 0102(0000)]の　まわりで\nくうきが　うずをまく！
BTL_STRID_SET_Kamaitati_E	あいての　[VAR 0102(0000)]の　まわりで\nくうきが　うずをまく！
BTL_STRID_SET_Kamaitati_N	ぬしの　[VAR 0102(0000)]の　まわりで\nくうきが　うずをまく！
BTL_STRID_SET_GodBird	[VAR 0102(0000)]を\nはげしい　ひかりが　つつむ！
BTL_STRID_SET_GodBird_Y	やせいの　[VAR 0102(0000)]を\nはげしい　ひかりが　つつむ！
BTL_STRID_SET_GodBird_E	あいての　[VAR 0102(0000)]を\nはげしい　ひかりが　つつむ！
BTL_STRID_SET_GodBird_N	ぬしの　[VAR 0102(0000)]を\nはげしい　ひかりが　つつむ！
BTL_STRID_SET_SolarBeam	[VAR 0102(0000)]は\nひかりを　きゅうしゅうした！
BTL_STRID_SET_SolarBeam_Y	やせいの　[VAR 0102(0000)]は\nひかりを　きゅうしゅうした！
BTL_STRID_SET_SolarBeam_E	あいての　[VAR 0102(0000)]は\nひかりを　きゅうしゅうした！
BTL_STRID_SET_SolarBeam_N	ぬしの　[VAR 0102(0000)]は\nひかりを　きゅうしゅうした！
BTL_STRID_SET_RocketZutuki	[VAR 0102(0000)]は\nくびを　ひっこめた！
BTL_STRID_SET_RocketZutuki_Y	やせいの　[VAR 0102(0000)]は\nくびを　ひっこめた！
BTL_STRID_SET_RocketZutuki_E	あいての　[VAR 0102(0000)]は\nくびを　ひっこめた！
BTL_STRID_SET_RocketZutuki_N	ぬしの　[VAR 0102(0000)]は\nくびを　ひっこめた！
BTL_STRID_SET_Encore	[VAR 0102(0000)]は\nアンコールをうけた！
BTL_STRID_SET_Encore_Y	やせいの　[VAR 0102(0000)]は\nアンコールをうけた！
BTL_STRID_SET_Encore_E	あいての　[VAR 0102(0000)]は\nアンコールをうけた！
BTL_STRID_SET_Encore_N	ぬしの　[VAR 0102(0000)]は\nアンコールをうけた！
BTL_STRID_SET_EncoreCure	[VAR 0102(0000)]の\nアンコールじょうたいが　とけた！
BTL_STRID_SET_EncoreCure_Y	やせいの　[VAR 0102(0000)]の\nアンコールじょうたいが　とけた！
BTL_STRID_SET_EncoreCure_E	あいての　[VAR 0102(0000)]の\nアンコールじょうたいが　とけた！
BTL_STRID_SET_EncoreCure_N	ぬしの　[VAR 0102(0000)]の\nアンコールじょうたいが　とけた！
BTL_STRID_SET_Ieki	[VAR 0102(0000)]の\nとくせいが　きかなくなった！
BTL_STRID_SET_Ieki_Y	やせいの　[VAR 0102(0000)]の\nとくせいが　きかなくなった！
BTL_STRID_SET_Ieki_E	あいての　[VAR 0102(0000)]の\nとくせいが　きかなくなった！
BTL_STRID_SET_Ieki_N	ぬしの　[VAR 0102(0000)]の\nとくせいが　きかなくなった！
BTL_STRID_SET_Chouhatu	[VAR 0102(0000)]は\nちょうはつに　のってしまった！
BTL_STRID_SET_Chouhatu_Y	やせいの　[VAR 0102(0000)]は\nちょうはつに　のってしまった！
BTL_STRID_SET_Chouhatu_E	あいての　[VAR 0102(0000)]は\nちょうはつに　のってしまった！
BTL_STRID_SET_Chouhatu_N	ぬしの　[VAR 0102(0000)]は\nちょうはつに　のってしまった！
BTL_STRID_SET_ChouhatuWarn	[VAR 0102(0000)]は　ちょうはつ\nされて　[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_ChouhatuWarn_Y	やせいの　[VAR 0102(0000)]は　ちょうはつ\nされて　[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_ChouhatuWarn_E	あいての　[VAR 0102(0000)]は　ちょうはつ\nされて　[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_ChouhatuWarn_N	ぬしの　[VAR 0102(0000)]は　ちょうはつ\nされて　[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_ChouhatuCure	[VAR 0102(0000)]は\nちょうはつの　こうかが　とけた！
BTL_STRID_SET_ChouhatuCure_Y	やせいの　[VAR 0102(0000)]は\nちょうはつの　こうかが　とけた！
BTL_STRID_SET_ChouhatuCure_E	あいての　[VAR 0102(0000)]は\nちょうはつの　こうかが　とけた！
BTL_STRID_SET_ChouhatuCure_N	ぬしの　[VAR 0102(0000)]は\nちょうはつの　こうかが　とけた！
BTL_STRID_SET_Ichamon	[VAR 0102(0000)]は\nいちゃもんを　つけられた！
BTL_STRID_SET_Ichamon_Y	やせいの　[VAR 0102(0000)]は\nいちゃもんを　つけられた！
BTL_STRID_SET_Ichamon_E	あいての　[VAR 0102(0000)]は\nいちゃもんを　つけられた！
BTL_STRID_SET_Ichamon_N	ぬしの　[VAR 0102(0000)]は\nいちゃもんを　つけられた！
BTL_STRID_SET_IchamonWarn	[VAR 0102(0000)]は\nいちゃもんを　つけられたので\r\nつづけて　おなじ　わざが　だせない！
BTL_STRID_SET_IchamonWarn_Y	やせいの　[VAR 0102(0000)]は\nいちゃもんを　つけられたので\r\nつづけて　おなじ　わざが　だせない！
BTL_STRID_SET_IchamonWarn_E	あいての　[VAR 0102(0000)]は\nいちゃもんを　つけられたので\r\nつづけて　おなじ　わざが　だせない！
BTL_STRID_SET_IchamonWarn_N	ぬしの　[VAR 0102(0000)]は\nいちゃもんを　つけられたので\r\nつづけて　おなじ　わざが　だせない！
BTL_STRID_SET_IchamonCure	[VAR 0102(0000)]の\nいちゃもんの　こうかが　きれた！
BTL_STRID_SET_IchamonCure_Y	やせいの　[VAR 0102(0000)]の\nいちゃもんの　こうかが　きれた！
BTL_STRID_SET_IchamonCure_E	あいての　[VAR 0102(0000)]の\nいちゃもんの　こうかが　きれた！
BTL_STRID_SET_IchamonCure_N	ぬしの　[VAR 0102(0000)]の\nいちゃもんの　こうかが　きれた！
BTL_STRID_SET_Fuuin	[VAR 0102(0000)]は\nあいての　わざを　ふういんした！
BTL_STRID_SET_Fuuin_Y	やせいの　[VAR 0102(0000)]は\nあいての　わざを　ふういんした！
BTL_STRID_SET_Fuuin_E	あいての　[VAR 0102(0000)]は\nあいての　わざを　ふういんした！
BTL_STRID_SET_Fuuin_N	ぬしの　[VAR 0102(0000)]は\nあいての　わざを　ふういんした！
BTL_STRID_SET_FuuinWarn	[VAR 0102(0000)]は　ふういんで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_FuuinWarn_Y	やせいの　[VAR 0102(0000)]は　ふういんで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_FuuinWarn_E	あいての　[VAR 0102(0000)]は　ふういんで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_FuuinWarn_N	ぬしの　[VAR 0102(0000)]は　ふういんで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_Kanasibari	[VAR 0102(0000)]の\n[VAR 0107(0001)]を　ふうじこめた！
BTL_STRID_SET_Kanasibari_Y	やせいの　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　ふうじこめた！
BTL_STRID_SET_Kanasibari_E	あいての　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　ふうじこめた！
BTL_STRID_SET_Kanasibari_N	ぬしの　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　ふうじこめた！
BTL_STRID_SET_KanasibariWarn	[VAR 0102(0000)]は　かなしばりで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_KanasibariWarn_Y	やせいの　[VAR 0102(0000)]は　かなしばりで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_KanasibariWarn_E	あいての　[VAR 0102(0000)]は　かなしばりで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_KanasibariWarn_N	ぬしの　[VAR 0102(0000)]は　かなしばりで\n[VAR 0107(0001)]が　だせない！
BTL_STRID_SET_KanasibariCure	[VAR 0102(0000)]の\nかなしばりが　とけた！
BTL_STRID_SET_KanasibariCure_Y	やせいの　[VAR 0102(0000)]の\nかなしばりが　とけた！
BTL_STRID_SET_KanasibariCure_E	あいての　[VAR 0102(0000)]の\nかなしばりが　とけた！
BTL_STRID_SET_KanasibariCure_N	ぬしの　[VAR 0102(0000)]の\nかなしばりが　とけた！
BTL_STRID_SET_AquaRing	[VAR 0102(0000)]は\nみずのリングを　まとった！
BTL_STRID_SET_AquaRing_Y	やせいの　[VAR 0102(0000)]は\nみずのリングを　まとった！
BTL_STRID_SET_AquaRing_E	あいての　[VAR 0102(0000)]は\nみずのリングを　まとった！
BTL_STRID_SET_AquaRing_N	ぬしの　[VAR 0102(0000)]は\nみずのリングを　まとった！
BTL_STRID_SET_AquaRingRecover	[VAR 0102(0000)]は\nみずのリングで　たいりょくを　かいふく！
BTL_STRID_SET_AquaRingRecover_Y	やせいの　[VAR 0102(0000)]は\nみずのリングで　たいりょくを　かいふく！
BTL_STRID_SET_AquaRingRecover_E	あいての　[VAR 0102(0000)]は\nみずのリングで　たいりょくを　かいふく！
BTL_STRID_SET_AquaRingRecover_N	ぬしの　[VAR 0102(0000)]は\nみずのリングで　たいりょくを　かいふく！
BTL_STRID_SET_Yadorigi	[VAR 0102(0000)]に\nたねを　うえつけた！
BTL_STRID_SET_Yadorigi_Y	やせいの　[VAR 0102(0000)]に\nたねを　うえつけた！
BTL_STRID_SET_Yadorigi_E	あいての　[VAR 0102(0000)]に\nたねを　うえつけた！
BTL_STRID_SET_Yadorigi_N	ぬしの　[VAR 0102(0000)]に\nたねを　うえつけた！
BTL_STRID_SET_YadorigiTurn	やどりぎが　[VAR 0102(0000)]の\nたいりょくを　うばう！
BTL_STRID_SET_YadorigiTurn_Y	やどりぎが　やせいの　[VAR 0102(0000)]の\nたいりょくを　うばう！
BTL_STRID_SET_YadorigiTurn_E	やどりぎが　あいての　[VAR 0102(0000)]の\nたいりょくを　うばう！
BTL_STRID_SET_YadorigiTurn_N	やどりぎが　ぬしの　[VAR 0102(0000)]の\nたいりょくを　うばう！
BTL_STRID_SET_Haradaiko	[VAR 0102(0000)]は\nたいりょくを　けずって　パワーぜんかい！
BTL_STRID_SET_Haradaiko_Y	やせいの　[VAR 0102(0000)]は\nたいりょくを　けずって　パワーぜんかい！
BTL_STRID_SET_Haradaiko_E	あいての　[VAR 0102(0000)]は\nたいりょくを　けずって　パワーぜんかい！
BTL_STRID_SET_Haradaiko_N	ぬしの　[VAR 0102(0000)]は\nたいりょくを　けずって　パワーぜんかい！
BTL_STRID_SET_KiaiPunch	[VAR 0102(0000)]は\nしゅうちゅうりょくを　たかめている！
BTL_STRID_SET_KiaiPunch_Y	やせいの　[VAR 0102(0000)]は\nしゅうちゅうりょくを　たかめている！
BTL_STRID_SET_KiaiPunch_E	あいての　[VAR 0102(0000)]は\nしゅうちゅうりょくを　たかめている！
BTL_STRID_SET_KiaiPunch_N	ぬしの　[VAR 0102(0000)]は\nしゅうちゅうりょくを　たかめている！
BTL_STRID_SET_Narikiri	[VAR 0102(0000)]は　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_2Y	[VAR 0102(0000)]は　やせいの　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_2E	[VAR 0102(0000)]は　あいての　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_2N	[VAR 0102(0000)]は　ぬしの　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_Y	やせいの　[VAR 0102(0000)]は　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_Y2Y	やせいの　[VAR 0102(0000)]は\nやせいの　[VAR 0102(0001)]の\r\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_E	あいての　[VAR 0102(0000)]は　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_E2E	あいての　[VAR 0102(0000)]は\nあいての　[VAR 0102(0001)]の\r\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_N	ぬしの　[VAR 0102(0000)]は　[VAR 0102(0001)]の\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_Narikiri_N2N	ぬしの　[VAR 0102(0000)]は\nぬしの　[VAR 0102(0001)]の\r\n[VAR 0106(0002)]を　コピーした！
BTL_STRID_SET_MichidureReady	[VAR 0102(0000)]は　あいてを\nみちづれに　しようとしている！
BTL_STRID_SET_MichidureReady_Y	やせいの　[VAR 0102(0000)]は　あいてを\nみちづれに　しようとしている！
BTL_STRID_SET_MichidureReady_E	あいての　[VAR 0102(0000)]は　あいてを\nみちづれに　しようとしている！
BTL_STRID_SET_MichidureReady_N	ぬしの　[VAR 0102(0000)]は　あいてを\nみちづれに　しようとしている！
BTL_STRID_SET_MichidureDone	[VAR 0102(0000)]は　あいてを\nみちづれに　した！
BTL_STRID_SET_MichidureDone_Y	やせいの　[VAR 0102(0000)]は　あいてを\nみちづれに　した！
BTL_STRID_SET_MichidureDone_E	あいての　[VAR 0102(0000)]は　あいてを\nみちづれに　した！
BTL_STRID_SET_MichidureDone_N	ぬしの　[VAR 0102(0000)]は　あいてを\nみちづれに　した！
BTL_STRID_SET_OnnenReady	[VAR 0102(0000)]は　あいてに\nおんねんを　かけようとしている！
BTL_STRID_SET_OnnenReady_Y	やせいの　[VAR 0102(0000)]は　あいてに\nおんねんを　かけようとしている！
BTL_STRID_SET_OnnenReady_E	あいての　[VAR 0102(0000)]は　あいてに\nおんねんを　かけようとしている！
BTL_STRID_SET_OnnenReady_N	ぬしの　[VAR 0102(0000)]は　あいてに\nおんねんを　かけようとしている！
BTL_STRID_SET_OnnenDone	[VAR 0102(0000)]の　[VAR 0107(0001)]は\nおんねんで　ＰＰが０になった！
BTL_STRID_SET_OnnenDone_Y	やせいの　[VAR 0102(0000)]の　[VAR 0107(0001)]は\nおんねんで　ＰＰが０になった！
BTL_STRID_SET_OnnenDone_E	あいての　[VAR 0102(0000)]の　[VAR 0107(0001)]は\nおんねんで　ＰＰが０になった！
BTL_STRID_SET_OnnenDone_N	ぬしの　[VAR 0102(0000)]の　[VAR 0107(0001)]は\nおんねんで　ＰＰが０になった！
BTL_STRID_SET_Nemuru	[VAR 0102(0000)]は　ねむって\nげんきに　なった！
BTL_STRID_SET_Nemuru_Y	やせいの　[VAR 0102(0000)]は　ねむって\nげんきに　なった！
BTL_STRID_SET_Nemuru_E	あいての　[VAR 0102(0000)]は　ねむって\nげんきに　なった！
BTL_STRID_SET_Nemuru_N	ぬしの　[VAR 0102(0000)]は　ねむって\nげんきに　なった！
BTL_STRID_SET_Urami	[VAR 0102(0000)]の\n[VAR 0107(0001)]を　[VAR 0200(0002)]けずった！
BTL_STRID_SET_Urami_Y	やせいの　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　[VAR 0200(0002)]けずった！
BTL_STRID_SET_Urami_E	あいての　[VAR 0102(0000)]の\n[VAR 0107(0001)]を　[VAR 0200(0002)]けずった！
