app_common.dat
msg_common_big_18_keywait	[~ 0]
BTL_STRID_SET_KousokuSpin	[VAR 0102(0000)] blew away [VAR 0107(0001)]!
BTL_STRID_SET_KousokuSpin_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] blew away\n[VAR 0107(0001)]!
BTL_STRID_SET_KousokuSpin_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] blew away\n[VAR 0107(0001)]!
BTL_STRID_SET_KousokuSpin_N	Totem [VAR 0102(0000)] blew away [VAR 0107(0001)]!
BTL_STRID_SET_MigawariAppear	[VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariAppear_Y	The wild [VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariAppear_E	The opposing [VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariAppear_N	Totem [VAR 0102(0000)] put in a substitute!
BTL_STRID_SET_MigawariExist	[VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariExist_Y	The wild [VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariExist_E	The opposing [VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariExist_N	Totem [VAR 0102(0000)] already has a substitute!
BTL_STRID_SET_MigawariDamage	The substitute took damage for [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDamage_Y	The substitute took damage for the wild [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDamage_E	[VAR BD06(0000)]The substitute took damage for the\nopposing [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDamage_N	The substitute took damage for Totem [VAR 0102(0000)]!
BTL_STRID_SET_MigawariDestract	[VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_MigawariDestract_Y	The wild [VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_MigawariDestract_E	The opposing [VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_MigawariDestract_N	Totem [VAR 0102(0000)]’s substitute faded!
BTL_STRID_SET_WideGuard	Wide Guard protected [VAR 0102(0000)]!
BTL_STRID_SET_WideGuard_Y	Wide Guard protected the wild [VAR 0102(0000)]!
BTL_STRID_SET_WideGuard_E	Wide Guard protected the opposing [VAR 0102(0000)]!
BTL_STRID_SET_WideGuard_N	Wide Guard protected Totem [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard	Quick Guard protected [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard_Y	Quick Guard protected the wild [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard_E	Quick Guard protected the opposing [VAR 0102(0000)]!
BTL_STRID_SET_FastGuard_N	Quick Guard protected Totem [VAR 0102(0000)]!
BTL_STRID_SET_TrickGuard	Crafty Shield protected [VAR 0102(0000)]!
BTL_STRID_SET_TrickGuard_Y	Crafty Shield protected the wild [VAR 0102(0000)]!
BTL_STRID_SET_TrickGuard_E	Crafty Shield protected the opposing [VAR 0102(0000)]!
BTL_STRID_SET_TrickGuard_N	Crafty Shield protected Totem [VAR 0102(0000)]!
BTL_STRID_SET_Simetukeru_Start	[VAR 0102(0000)] was squeezed by [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_2Y	[VAR BD06(0000)][VAR 0102(0000)] was squeezed by\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_2E	[VAR BD06(0000)][VAR 0102(0000)] was squeezed by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_2N	[VAR 0102(0000)] was squeezed by Totem [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] was squeezed\nby [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_Y2Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] was squeezed by\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] was squeezed by\n[VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_E2E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] was squeezed by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_N	Totem [VAR 0102(0000)] was squeezed by [VAR 0102(0001)]!
BTL_STRID_SET_Simetukeru_Start_N2N	[VAR BD06(0000)]Totem [VAR 0102(0000)] was squeezed by\nTotem [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start	[VAR 0102(0000)] was wrapped by [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_2Y	[VAR 0102(0000)] was wrapped by the wild [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_2E	[VAR BD06(0000)][VAR 0102(0000)] was wrapped by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_2N	[VAR 0102(0000)] was wrapped by Totem [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] was wrapped by\n[VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_Y2Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] was wrapped by\nthe wild [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] was wrapped by\n[VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_E2E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] was wrapped by\nthe opposing [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_N	Totem [VAR 0102(0000)] was wrapped by [VAR 0102(0001)]!
BTL_STRID_SET_Makituku_Start_N2N	[VAR BD06(0000)]Totem [VAR 0102(0000)] was wrapped by\nTotem [VAR 0102(0001)]!
BTL_STRID_SET_KaradeHasamu_Start	[VAR 0102(0001)] clamped down on [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_2Y	[VAR BD06(0000)]The wild [VAR 0102(0001)] clamped down\non [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_2E	[VAR BD06(0000)]The opposing [VAR 0102(0001)] clamped down\non [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_2N	Totem [VAR 0102(0001)] clamped down on [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_Y	[VAR BD06(0000)][VAR 0102(0001)] clamped down on\nthe wild [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_Y2Y	[VAR BD06(0000)]The wild [VAR 0102(0001)] clamped down on\nthe wild [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_E	[VAR BD06(0000)][VAR 0102(0001)] clamped down on\nthe opposing [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_E2E	[VAR BD06(0000)]The opposing [VAR 0102(0001)] clamped down on\nthe opposing [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_N	[VAR 0102(0001)] clamped down on Totem [VAR 0102(0000)]!
BTL_STRID_SET_KaradeHasamu_Start_N2N	[VAR BD06(0000)]Totem [VAR 0102(0001)] clamped down on\nTotem [VAR 0102(0000)]!
BTL_STRID_SET_Uzusio_Start	[VAR 0102(0000)] became trapped in the vortex!
BTL_STRID_SET_Uzusio_Start_Y	The wild [VAR 0102(0000)] became trapped in the vortex!
BTL_STRID_SET_Uzusio_Start_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] became trapped in\nthe vortex!
BTL_STRID_SET_Uzusio_Start_N	Totem [VAR 0102(0000)] became trapped in the vortex!
BTL_STRID_SET_HonoNoUzu_Start	[VAR 0102(0000)] became trapped in the fiery vortex!
BTL_STRID_SET_HonoNoUzu_Start_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] became trapped in\nthe fiery vortex!
BTL_STRID_SET_HonoNoUzu_Start_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] became trapped in\nthe fiery vortex!
BTL_STRID_SET_HonoNoUzu_Start_N	Totem [VAR 0102(0000)] became trapped in the fiery vortex!
BTL_STRID_SET_MagmaStorm_Start	[VAR 0102(0000)] became trapped by swirling magma!
BTL_STRID_SET_MagmaStorm_Start_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] became trapped by\nswirling magma!
BTL_STRID_SET_MagmaStorm_Start_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] became trapped by\nswirling magma!
BTL_STRID_SET_MagmaStorm_Start_N	Totem [VAR 0102(0000)] became trapped by swirling magma!
BTL_STRID_SET_Sunajigoku_Start	[VAR 0102(0000)] became trapped by the quicksand!
BTL_STRID_SET_Sunajigoku_Start_Y	The wild [VAR 0102(0000)] became trapped by the quicksand!
BTL_STRID_SET_Sunajigoku_Start_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] became trapped by\nthe quicksand!
BTL_STRID_SET_Sunajigoku_Start_N	Totem [VAR 0102(0000)] became trapped by the quicksand!
BTL_STRID_SET_WaruagakiExe	[VAR 0102(0000)] has no moves left!
BTL_STRID_SET_WaruagakiExe_Y	The wild [VAR 0102(0000)] has no moves left!
BTL_STRID_SET_WaruagakiExe_E	The opposing [VAR 0102(0000)] has no moves left!
BTL_STRID_SET_WaruagakiExe_N	Totem [VAR 0102(0000)] has no moves left!
BTL_STRID_SET_SinpiNoMamori_Exe	[VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SinpiNoMamori_Exe_Y	The wild [VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SinpiNoMamori_Exe_E	The opposing [VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SinpiNoMamori_Exe_N	Totem [VAR 0102(0000)] is protected by Safeguard!
BTL_STRID_SET_SiroiKiri_Exe	[VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_SiroiKiri_Exe_Y	The wild [VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_SiroiKiri_Exe_E	The opposing [VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_SiroiKiri_Exe_N	Totem [VAR 0102(0000)] is protected by the mist!
BTL_STRID_SET_PushOutChange	[VAR 0102(0000)] was dragged out!
BTL_STRID_SET_PushOutChange_Y	The wild [VAR 0102(0000)] was dragged out!
BTL_STRID_SET_PushOutChange_E	The opposing [VAR 0102(0000)] was dragged out!
BTL_STRID_SET_PushOutChange_N	Totem [VAR 0102(0000)] was dragged out!
BTL_STRID_SET_CantAction	[VAR 0102(0000)] must recharge!
BTL_STRID_SET_CantAction_Y	The wild [VAR 0102(0000)] must recharge!
BTL_STRID_SET_CantAction_E	The opposing [VAR 0102(0000)] must recharge!
BTL_STRID_SET_CantAction_N	Totem [VAR 0102(0000)] must recharge!
BTL_STRID_SET_MakibisiDamage	[VAR 0102(0000)] was hurt by the spikes!
BTL_STRID_SET_MakibisiDamage_Y	The wild [VAR 0102(0000)] was hurt by the spikes!
BTL_STRID_SET_MakibisiDamage_E	The opposing [VAR 0102(0000)] was hurt by the spikes!
BTL_STRID_SET_MakibisiDamage_N	Totem [VAR 0102(0000)] was hurt by the spikes!
BTL_STRID_SET_StealthRockDamage	Pointed stones dug into [VAR 0102(0000)]!
BTL_STRID_SET_StealthRockDamage_Y	Pointed stones dug into the wild [VAR 0102(0000)]!
BTL_STRID_SET_StealthRockDamage_E	Pointed stones dug into the opposing [VAR 0102(0000)]!
BTL_STRID_SET_StealthRockDamage_N	Pointed stones dug into Totem [VAR 0102(0000)]!
BTL_STRID_SET_TrickRoom	[VAR 0102(0000)] twisted the dimensions!
BTL_STRID_SET_TrickRoom_Y	The wild [VAR 0102(0000)] twisted the dimensions!
BTL_STRID_SET_TrickRoom_E	The opposing [VAR 0102(0000)] twisted the dimensions!
BTL_STRID_SET_TrickRoom_N	Totem [VAR 0102(0000)] twisted the dimensions!
BTL_STRID_SET_HorobiCountDown	[VAR 0102(0000)]’s perish count fell to [VAR 0200(0001)]!
BTL_STRID_SET_HorobiCountDown_Y	The wild [VAR 0102(0000)]’s perish count fell to [VAR 0200(0001)]!
BTL_STRID_SET_HorobiCountDown_E	The opposing [VAR 0102(0000)]’s perish count fell to [VAR 0200(0001)]!
BTL_STRID_SET_HorobiCountDown_N	Totem [VAR 0102(0000)]’s perish count fell to [VAR 0200(0001)]!
BTL_STRID_SET_FreezeBolt	[VAR 0102(0000)] became cloaked in a freezing light!
BTL_STRID_SET_FreezeBolt_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] became cloaked in\na freezing light!
BTL_STRID_SET_FreezeBolt_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] became cloaked in\na freezing light!
BTL_STRID_SET_FreezeBolt_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] became cloaked in\na freezing light!
BTL_STRID_SET_ColdFlare	[VAR 0102(0000)] became cloaked in freezing air!
BTL_STRID_SET_ColdFlare_Y	The wild [VAR 0102(0000)] became cloaked in freezing air!
BTL_STRID_SET_ColdFlare_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] became cloaked in\nfreezing air!
BTL_STRID_SET_ColdFlare_N	Totem [VAR 0102(0000)] became cloaked in freezing air!
BTL_STRID_SET_CantEscTok	[VAR BD06(0000)][VAR 0102(0000)] prevents escape\nwith [VAR 0106(0001)]!
BTL_STRID_SET_CantEscTok_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] prevents escape\nwith [VAR 0106(0001)]!
BTL_STRID_SET_CantEscTok_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] prevents escape\nwith [VAR 0106(0001)]!
BTL_STRID_SET_CantEscTok_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] prevents escape\nwith [VAR 0106(0001)]!
BTL_STRID_SET_CantEscWaza	[VAR 0102(0000)] can no longer escape!
BTL_STRID_SET_CantEscWaza_Y	The wild [VAR 0102(0000)] can no longer escape!
BTL_STRID_SET_CantEscWaza_E	The opposing [VAR 0102(0000)] can no longer escape!
BTL_STRID_SET_CantEscWaza_N	Totem [VAR 0102(0000)] can no longer escape!
BTL_STRID_SET_EscapeFailed	[VAR 0102(0000)] can’t escape!
BTL_STRID_SET_EscapeFailed_Y	The wild [VAR 0102(0000)] can’t escape!
BTL_STRID_SET_EscapeFailed_E	The opposing [VAR 0102(0000)] can’t escape!
BTL_STRID_SET_EscapeFailed_N	Totem [VAR 0102(0000)] can’t escape!
BTL_STRID_SET_CantChangeTok	[VAR BD06(0000)][VAR 0102(0000)]’s [VAR 0106(0001)]\nprevents switching!
BTL_STRID_SET_CantChangeTok_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0106(0001)]\nprevents switching!
BTL_STRID_SET_CantChangeTok_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0106(0001)]\nprevents switching!
BTL_STRID_SET_CantChangeTok_N	[VAR BD06(0000)]Totem [VAR 0102(0000)]’s [VAR 0106(0001)]\nprevents switching!
BTL_STRID_SET_KaifukuFuji	[VAR 0102(0000)] was prevented from healing!
BTL_STRID_SET_KaifukuFuji_Y	The wild [VAR 0102(0000)] was prevented from healing!
BTL_STRID_SET_KaifukuFuji_E	The opposing [VAR 0102(0000)] was prevented from healing!
BTL_STRID_SET_KaifukuFuji_N	Totem [VAR 0102(0000)] was prevented from healing!
BTL_STRID_SET_KaifukuFujiCure	[VAR 0102(0000)]’s Heal Block wore off!
BTL_STRID_SET_KaifukuFujiCure_Y	The wild [VAR 0102(0000)]’s Heal Block wore off!
BTL_STRID_SET_KaifukuFujiCure_E	The opposing [VAR 0102(0000)]’s Heal Block wore off!
BTL_STRID_SET_KaifukuFujiCure_N	Totem [VAR 0102(0000)]’s Heal Block wore off!
BTL_STRID_SET_KaifukuFujiExe	[VAR BD06(0000)][VAR 0102(0000)] was prevented from healing due to\nHeal Block!
BTL_STRID_SET_KaifukuFujiExe_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] was prevented from healing due\nto Heal Block!
BTL_STRID_SET_KaifukuFujiExe_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] was prevented from healing\ndue to Heal Block!
BTL_STRID_SET_KaifukuFujiExe_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] was prevented from healing due to\nHeal Block!
BTL_STRID_SET_KaifukuFujiWarn	[VAR BD06(0000)][VAR 0102(0000)] can’t use [VAR 0107(0001)]\nbecause of Heal Block!
BTL_STRID_SET_KaifukuFujiWarn_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] can’t use [VAR 0107(0001)]\nbecause of Heal Block!
BTL_STRID_SET_KaifukuFujiWarn_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] can’t use\n[VAR 0107(0001)] because of Heal Block!
BTL_STRID_SET_KaifukuFujiWarn_N	Totem [VAR 0102(0000)] can’t use [VAR 0107(0001)]\nbecause of Heal Block!
BTL_STRID_SET_HPFull	[VAR 0102(0000)]’s HP is full!
BTL_STRID_SET_HPFull_Y	The wild [VAR 0102(0000)]’s HP is full!
BTL_STRID_SET_HPFull_E	The opposing [VAR 0102(0000)]’s HP is full!
BTL_STRID_SET_HPFull_N	Totem [VAR 0102(0000)]’s HP is full!
BTL_STRID_SET_ChangePokeType	[VAR 0102(0000)]’s type changed to [VAR 0103(0001)]!
BTL_STRID_SET_ChangePokeType_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s type changed\nto [VAR 0103(0001)]!
BTL_STRID_SET_ChangePokeType_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s type changed\nto [VAR 0103(0001)]!
BTL_STRID_SET_ChangePokeType_N	Totem [VAR 0102(0000)]’s type changed to [VAR 0103(0001)]!
BTL_STRID_SET_ExPokeType	[VAR 0103(0001)] type was added to [VAR 0102(0000)]!
BTL_STRID_SET_ExPokeType_Y	[VAR BD06(0000)][VAR 0103(0001)] type was added to\nthe wild [VAR 0102(0000)]!
BTL_STRID_SET_ExPokeType_E	[VAR BD06(0000)][VAR 0103(0001)] type was added to\nthe opposing [VAR 0102(0000)]!
BTL_STRID_SET_ExPokeType_N	[VAR 0103(0001)] type was added to Totem [VAR 0102(0000)]!
BTL_STRID_SET_Drain	[VAR 0102(0000)] had its energy drained!
BTL_STRID_SET_Drain_Y	The wild [VAR 0102(0000)] had its energy drained!
BTL_STRID_SET_Drain_E	The opposing [VAR 0102(0000)] had its energy drained!
BTL_STRID_SET_Drain_N	Totem [VAR 0102(0000)] had its energy drained!
BTL_STRID_SET_HazureJibaku	[VAR 0102(0000)] kept going and crashed!
BTL_STRID_SET_HazureJibaku_Y	The wild [VAR 0102(0000)] kept going and crashed!
BTL_STRID_SET_HazureJibaku_E	The opposing [VAR 0102(0000)] kept going and crashed!
BTL_STRID_SET_HazureJibaku_N	Totem [VAR 0102(0000)] kept going and crashed!
BTL_STRID_SET_WazaCantUse	[VAR 0102(0000)] cannot use [VAR 0107(0001)]!
BTL_STRID_SET_WazaCantUse_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] cannot\nuse [VAR 0107(0001)]!
BTL_STRID_SET_WazaCantUse_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] cannot\nuse [VAR 0107(0001)]!
BTL_STRID_SET_WazaCantUse_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] cannot\nuse [VAR 0107(0001)]!
BTL_STRID_SET_UseItem_RecoverHP	[VAR BD06(0000)][VAR 0102(0000)] restored its health using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverHP_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] restored its health using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverHP_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] restored its health using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverHP_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] restored its health using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverPP	[VAR BD06(0000)][VAR 0102(0000)] restored PP to its [VAR 0107(0002)]\nmove using its [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverPP_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] restored PP to its move\n[VAR 0107(0002)] using its [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverPP_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] restored PP to its move\n[VAR 0107(0002)] using its [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverPP_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] restored PP to its move\n[VAR 0107(0002)] using its [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverLittle	[VAR BD06(0000)][VAR 0102(0000)] restored a little HP using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverLittle_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] restored a little HP using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverLittle_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] restored a little HP using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_RecoverLittle_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] restored a little HP using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_CureDoku	[VAR 0102(0000)]’s [VAR 0109(0001)] cured its poison!
BTL_STRID_SET_UseItem_CureDoku_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0109(0001)] cured\nits poison!
BTL_STRID_SET_UseItem_CureDoku_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0109(0001)]\ncured its poison!
BTL_STRID_SET_UseItem_CureDoku_N	[VAR BD06(0000)]Totem [VAR 0102(0000)]’s [VAR 0109(0001)] cured\nits poison!
BTL_STRID_SET_UseItem_CureMahi	[VAR BD06(0000)][VAR 0102(0000)]’s [VAR 0109(0001)] cured\nits paralysis!
BTL_STRID_SET_UseItem_CureMahi_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0109(0001)] cured\nits paralysis!
BTL_STRID_SET_UseItem_CureMahi_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0109(0001)]\ncured its paralysis!
BTL_STRID_SET_UseItem_CureMahi_N	[VAR BD06(0000)]Totem [VAR 0102(0000)]’s [VAR 0109(0001)] cured\nits paralysis!
BTL_STRID_SET_UseItem_CureNemuri	[VAR 0102(0000)]’s [VAR 0109(0001)] woke it up!
BTL_STRID_SET_UseItem_CureNemuri_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0109(0001)] woke\nit up!
BTL_STRID_SET_UseItem_CureNemuri_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0109(0001)]\nwoke it up!
BTL_STRID_SET_UseItem_CureNemuri_N	Totem [VAR 0102(0000)]’s [VAR 0109(0001)]\nwoke it up!
BTL_STRID_SET_UseItem_CureKoori	[VAR 0102(0000)]’s [VAR 0109(0001)] thawed it out!
BTL_STRID_SET_UseItem_CureKoori_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0109(0001)]\nthawed it out!
BTL_STRID_SET_UseItem_CureKoori_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0109(0001)]\nthawed it out!
BTL_STRID_SET_UseItem_CureKoori_N	[VAR BD06(0000)]Totem [VAR 0102(0000)]’s [VAR 0109(0001)]\nthawed it out!
BTL_STRID_SET_UseItem_CureYakedo	[VAR 0102(0000)]’s [VAR 0109(0001)] healed its burn!
BTL_STRID_SET_UseItem_CureYakedo_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0109(0001)]\nhealed its burn!
BTL_STRID_SET_UseItem_CureYakedo_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0109(0001)]\nhealed its burn!
BTL_STRID_SET_UseItem_CureYakedo_N	[VAR BD06(0000)]Totem [VAR 0102(0000)]’s [VAR 0109(0001)] healed\nits burn!
BTL_STRID_SET_UseItem_CureKonran	[VAR BD06(0000)][VAR 0102(0000)]’s [VAR 0109(0001)] snapped it out\nof its confusion!
BTL_STRID_SET_UseItem_CureKonran_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)]’s [VAR 0109(0001)]\nsnapped it out of its confusion!
BTL_STRID_SET_UseItem_CureKonran_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)]’s [VAR 0109(0001)]\nsnapped it out of its confusion!
BTL_STRID_SET_UseItem_CureKonran_N	[VAR BD06(0000)]Totem [VAR 0102(0000)]’s [VAR 0109(0001)] snapped\nit out of its confusion!
BTL_STRID_SET_UseItem_CureMero	[VAR BD06(0000)][VAR 0102(0000)] cured its infatuation status using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_CureMero_Y	[VAR BD06(0000)]The wild [VAR 0102(0000)] cured its infatuation status using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_CureMero_E	[VAR BD06(0000)]The opposing [VAR 0102(0000)] cured its infatuation status\nusing its [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_CureMero_N	[VAR BD06(0000)]Totem [VAR 0102(0000)] cured its infatuation status using\nits [VAR 0109(0001)]!
BTL_STRID_SET_UseItem_Rankup_ATK	[VAR BD06(0000)]The [VAR 0109(0001)] raised\n[VAR 0102(0000)]’s Attack!
BTL_STRID_SET_UseItem_Rankup_ATK_Y	[VAR BD06(0000)]The [VAR 0109(0001)] raised the wild\n[VAR 0102(0000)]’s Attack!
BTL_STRID_SET_UseItem_Rankup_ATK_E	[VAR BD06(0000)]The [VAR 0109(0001)] raised the opposing\n[VAR 0102(0000)]’s Attack!
BTL_STRID_SET_UseItem_Rankup_ATK_N	[VAR BD06(0000)]The [VAR 0109(0001)] raised Totem\n[VAR 0102(0000)]’s Attack!
BTL_STRID_SET_UseItem_Rankup_DEF	[VAR BD06(0000)]The [VAR 0109(0001)] raised\n[VAR 0102(0000)]’s Defense!
BTL_STRID_SET_UseItem_Rankup_DEF_Y	[VAR BD06(0000)]The [VAR 0109(0001)] raised the wild\n[VAR 0102(0000)]’s Defense!
BTL_STRID_SET_UseItem_Rankup_DEF_E	[VAR BD06(0000)]The [VAR 0109(0001)] raised the opposing\n[VAR 0102(0000)]’s Defense!
BTL_STRID_SET_UseItem_Rankup_DEF_N	[VAR BD06(0000)]The [VAR 0109(0001)] raised Totem\n[VAR 0102(0000)]’s Defense!
BTL_STRID_SET_UseItem_Rankup_SPATK	[VAR BD06(0000)]The [VAR 0109(0001)] raised\n[VAR 0102(0000)]’s Sp. Atk!
BTL_STRID_SET_UseItem_Rankup_SPATK_Y	[VAR BD06(0000)]The [VAR 0109(0001)] raised the wild\n[VAR 0102(0000)]’s Sp. Atk!
BTL_STRID_SET_UseItem_Rankup_SPATK_E	[VAR BD06(0000)]The [VAR 0109(0001)] raised the opposing\n[VAR 0102(0000)]’s Sp. Atk!
BTL_STRID_SET_UseItem_Rankup_SPATK_N	[VAR BD06(0000)]The [VAR 0109(0001)] raised Totem\n[VAR 0102(0000)]’s Sp. Atk!
BTL_STRID_SET_UseItem_Rankup_SPDEF	[VAR BD06(0000)]The [VAR 0109(0001)] raised\n[VAR 0102(0000)]’s Sp. Def!
BTL_STRID_SET_UseItem_Rankup_SPDEF_Y	[VAR BD06(0000)]The [VAR 0109(0001)] raised the wild\n[VAR 0102(0000)]’s Sp. Def!
BTL_STRID_SET_UseItem_Rankup_SPDEF_E	[VAR BD06(0000)]The [VAR 0109(0001)] raised the opposing\n[VAR 0102(0000)]’s Sp. Def!
BTL_STRID_SET_UseItem_Rankup_SPDEF_N	[VAR BD06(0000)]The [VAR 0109(0001)] raised Totem\n[VAR 0102(0000)]’s Sp. Def!
