app_common.dat
msg_common_big_18_keywait	[~ 0]
BTL_STRID_SET_RankdownMin_SPDEF_N	霸主[VAR 0102(0000)]的\n特防已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI	[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI_Y	野生的[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI_E	對手的[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_AGI_N	霸主[VAR 0102(0000)]的\n速度已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT	[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT_Y	野生的[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT_E	對手的[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_HIT_N	霸主[VAR 0102(0000)]的\n命中率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID	[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID_Y	野生的[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID_E	對手的[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankdownMin_AVOID_N	霸主[VAR 0102(0000)]的\n閃避率已經無法再降低了！
BTL_STRID_SET_RankReset	[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankReset_Y	野生的[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankReset_E	對手的[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankReset_N	霸主[VAR 0102(0000)]的\n能力變化解除了！
BTL_STRID_SET_RankdownFail	無法降低\n[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_Y	無法降低\n野生的[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_E	無法降低\n對手的[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_N	無法降低\n霸主[VAR 0102(0000)]的能力！
BTL_STRID_SET_RankdownFail_ATK	無法降低\n[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_ATK_Y	無法降低\n野生的[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_ATK_E	無法降低\n對手的[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_ATK_N	無法降低\n霸主[VAR 0102(0000)]的攻擊！
BTL_STRID_SET_RankdownFail_DEF	無法降低\n[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_DEF_Y	無法降低\n野生的[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_DEF_E	無法降低\n對手的[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_DEF_N	無法降低\n霸主[VAR 0102(0000)]的防禦！
BTL_STRID_SET_RankdownFail_HIT	無法降低\n[VAR 0102(0000)]的命中率！
BTL_STRID_SET_RankdownFail_HIT_Y	無法降低\n野生的[VAR 0102(0000)]的命中率！
BTL_STRID_SET_RankdownFail_HIT_E	無法降低\n對手的[VAR 0102(0000)]的命中率！
BTL_STRID_SET_RankdownFail_HIT_N	無法降低\n霸主[VAR 0102(0000)]的命中率！
BTL_STRID_SET_NoEffect	對於[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_NoEffect_Y	對於野生的[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_NoEffect_E	對於對手的[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_NoEffect_N	對於霸主[VAR 0102(0000)]，\n好像沒有效果……
BTL_STRID_SET_WazaAvoid	沒有擊中[VAR 0102(0000)]！
BTL_STRID_SET_WazaAvoid_Y	沒有擊中野生的[VAR 0102(0000)]！
BTL_STRID_SET_WazaAvoid_E	沒有擊中對手的[VAR 0102(0000)]！
BTL_STRID_SET_WazaAvoid_N	沒有擊中霸主[VAR 0102(0000)]！
BTL_STRID_SET_NotEffect_Ichigeki	對於[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_NotEffect_Ichigeki_Y	對於野生的[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_NotEffect_Ichigeki_E	對於對手的[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_NotEffect_Ichigeki_N	對於霸主[VAR 0102(0000)]\n完全沒有效果！
BTL_STRID_SET_Item_DamageShrink	[VAR 0109(0001)]減輕了\n對[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_Item_DamageShrink_Y	[VAR 0109(0001)]減輕了\n對野生的[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_Item_DamageShrink_E	[VAR 0109(0001)]減輕了\n對對手的[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_Item_DamageShrink_N	[VAR 0109(0001)]減輕了\n對霸主[VAR 0102(0000)]造成的傷害！
BTL_STRID_SET_ChangeForm	[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_ChangeForm_Y	野生的[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_ChangeForm_E	對手的[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_ChangeForm_N	霸主[VAR 0102(0000)]的\n樣子發生了變化！
BTL_STRID_SET_Shooter_ItemDrop	[VAR 0102(0000)]\n掉落了[VAR 0109(0001)]！
BTL_STRID_SET_Shooter_ItemDrop_Y	野生的[VAR 0102(0000)]\n掉落了[VAR 0109(0001)]！
BTL_STRID_SET_Shooter_ItemDrop_E	對手的[VAR 0102(0000)]\n掉落了[VAR 0109(0001)]！
BTL_STRID_SET_Shooter_ItemDrop_N	霸主[VAR 0102(0000)]\n掉落了[VAR 0109(0001)]！
BTL_STRID_SET_Shooter_FlatCall	[VAR 0102(0000)]的\n能力復原了！
BTL_STRID_SET_Shooter_FlatCall_Y	野生的[VAR 0102(0000)]的\n能力復原了！
BTL_STRID_SET_Shooter_FlatCall_E	對手的[VAR 0102(0000)]的\n能力復原了！
BTL_STRID_SET_Shooter_FlatCall_N	霸主[VAR 0102(0000)]的\n能力復原了！
BTL_STRID_SET_TripleMove	[VAR 0102(0000)]\n移動到了中間！
BTL_STRID_SET_TripleMove_Y	野生的[VAR 0102(0000)]\n移動到了中間！
BTL_STRID_SET_TripleMove_E	對手的[VAR 0102(0000)]\n移動到了中間！
BTL_STRID_SET_TripleMove_N	霸主[VAR 0102(0000)]\n移動到了中間！
BTL_STRID_SET_DokuGet	[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_DokuGet_Y	野生的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_DokuGet_E	對手的[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_DokuGet_N	霸主[VAR 0102(0000)]\n中毒了！
BTL_STRID_SET_MoudokuGet	[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGet_Y	野生的[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGet_E	對手的[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGet_N	霸主[VAR 0102(0000)]\n中劇毒了！
BTL_STRID_SET_MoudokuGetSP	[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_MoudokuGetSP_Y	野生的[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_MoudokuGetSP_E	對手的[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_MoudokuGetSP_N	霸主[VAR 0102(0000)]\n因[VAR 0109(0001)]而中劇毒了！
BTL_STRID_SET_DokuDamage	[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuDamage_Y	野生的[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuDamage_E	對手的[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuDamage_N	霸主[VAR 0102(0000)]\n受到了毒的傷害！
BTL_STRID_SET_DokuCure	[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuCure_Y	野生的[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuCure_E	對手的[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuCure_N	霸主[VAR 0102(0000)]中的毒\n徹底清除了！
BTL_STRID_SET_DokuAlready	[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuAlready_Y	野生的[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuAlready_E	對手的[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuAlready_N	霸主[VAR 0102(0000)]\n已經中毒了。
BTL_STRID_SET_DokuNoEffect	[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_DokuNoEffect_Y	野生的[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_DokuNoEffect_E	對手的[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_DokuNoEffect_N	霸主[VAR 0102(0000)]\n不會中毒！
BTL_STRID_SET_YakedoGet	[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGet_Y	野生的[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGet_E	對手的[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGet_N	霸主[VAR 0102(0000)]\n被灼傷了！
BTL_STRID_SET_YakedoGetSP	[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoGetSP_Y	野生的[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoGetSP_E	對手的[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoGetSP_N	霸主[VAR 0102(0000)]\n因[VAR 0109(0001)]而被灼傷了！
BTL_STRID_SET_YakedoDamage	[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoDamage_Y	野生的[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoDamage_E	對手的[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoDamage_N	霸主[VAR 0102(0000)]\n受到了灼傷的傷害！
BTL_STRID_SET_YakedoCure	[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoCure_Y	野生的[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoCure_E	對手的[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoCure_N	霸主[VAR 0102(0000)]的\n灼傷痊癒了！
BTL_STRID_SET_YakedoAlready	[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoAlready_Y	野生的[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoAlready_E	對手的[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoAlready_N	霸主[VAR 0102(0000)]\n已經被灼傷了。
BTL_STRID_SET_YakedoNoEffect	[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_YakedoNoEffect_Y	野生的[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_YakedoNoEffect_E	對手的[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_YakedoNoEffect_N	霸主[VAR 0102(0000)]\n不會被灼傷！
BTL_STRID_SET_MahiGet	[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiGet_Y	野生的[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiGet_E	對手的[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiGet_N	霸主[VAR 0102(0000)]麻痺了，\n不易使出招式！
BTL_STRID_SET_MahiAct	[VAR 0102(0000)]\n因身體麻痺而無法行動！
BTL_STRID_SET_MahiAct_Y	野生的[VAR 0102(0000)]\n因身體麻痺而無法行動！
BTL_STRID_SET_MahiAct_E	對手的[VAR 0102(0000)]\n因身體麻痺而無法行動！
BTL_STRID_SET_MahiAct_N	霸主[VAR 0102(0000)]\n因身體麻痺而無法行動！
BTL_STRID_SET_MahiCure	[VAR 0102(0000)]的\n麻痺解除了！
BTL_STRID_SET_MahiCure_Y	野生的[VAR 0102(0000)]的\n麻痺解除了！
BTL_STRID_SET_MahiCure_E	對手的[VAR 0102(0000)]的\n麻痺解除了！
BTL_STRID_SET_MahiCure_N	霸主[VAR 0102(0000)]的\n麻痺解除了！
BTL_STRID_SET_MahiAlready	[VAR 0102(0000)]\n已經麻痺了。
BTL_STRID_SET_MahiAlready_Y	野生的[VAR 0102(0000)]\n已經麻痺了。
BTL_STRID_SET_MahiAlready_E	對手的[VAR 0102(0000)]\n已經麻痺了。
BTL_STRID_SET_MahiAlready_N	霸主[VAR 0102(0000)]\n已經麻痺了。
BTL_STRID_SET_MahiNoEffect	[VAR 0102(0000)]\n不會被麻痺！
BTL_STRID_SET_MahiNoEffect_Y	野生的[VAR 0102(0000)]\n不會被麻痺！
BTL_STRID_SET_MahiNoEffect_E	對手的[VAR 0102(0000)]\n不會被麻痺！
BTL_STRID_SET_MahiNoEffect_N	霸主[VAR 0102(0000)]\n不會被麻痺！
BTL_STRID_SET_KoriGet	[VAR 0102(0000)]\n凍住了！
BTL_STRID_SET_KoriGet_Y	野生的[VAR 0102(0000)]\n凍住了！
BTL_STRID_SET_KoriGet_E	對手的[VAR 0102(0000)]\n凍住了！
BTL_STRID_SET_KoriGet_N	霸主[VAR 0102(0000)]\n凍住了！
BTL_STRID_SET_KoriAct	[VAR 0102(0000)]\n因凍住了而無法行動！
BTL_STRID_SET_KoriAct_Y	野生的[VAR 0102(0000)]\n因凍住了而無法行動！
BTL_STRID_SET_KoriAct_E	對手的[VAR 0102(0000)]\n因凍住了而無法行動！
BTL_STRID_SET_KoriAct_N	霸主[VAR 0102(0000)]\n因凍住了而無法行動！
BTL_STRID_SET_KoriMelt	[VAR 0102(0000)]的\n冰凍融化了！
BTL_STRID_SET_KoriMelt_Y	野生的[VAR 0102(0000)]的\n冰凍融化了！
BTL_STRID_SET_KoriMelt_E	對手的[VAR 0102(0000)]的\n冰凍融化了！
BTL_STRID_SET_KoriMelt_N	霸主[VAR 0102(0000)]的\n冰凍融化了！
BTL_STRID_SET_KoriAlready	[VAR 0102(0000)]\n已經凍住了。
BTL_STRID_SET_KoriAlready_Y	野生的[VAR 0102(0000)]\n已經凍住了。
BTL_STRID_SET_KoriAlready_E	對手的[VAR 0102(0000)]\n已經凍住了。
BTL_STRID_SET_KoriAlready_N	霸主[VAR 0102(0000)]\n已經凍住了。
BTL_STRID_SET_KoriNoEffect	[VAR 0102(0000)]\n不會被凍住！
BTL_STRID_SET_KoriNoEffect_Y	野生的[VAR 0102(0000)]\n不會被凍住！
BTL_STRID_SET_KoriNoEffect_E	對手的[VAR 0102(0000)]\n不會被凍住！
BTL_STRID_SET_KoriNoEffect_N	霸主[VAR 0102(0000)]\n不會被凍住！
BTL_STRID_SET_KoriMeltWaza	[VAR 0102(0000)]的\n[VAR 0107(0001)]讓冰凍融化了！
BTL_STRID_SET_KoriMeltWaza_Y	野生的[VAR 0102(0000)]的\n[VAR 0107(0001)]讓冰凍融化了！
BTL_STRID_SET_KoriMeltWaza_E	對手的[VAR 0102(0000)]的\n[VAR 0107(0001)]讓冰凍融化了！
BTL_STRID_SET_KoriMeltWaza_N	霸主[VAR 0102(0000)]的\n[VAR 0107(0001)]讓冰凍融化了！
BTL_STRID_SET_NemuriGet	[VAR 0102(0000)]\n睡著了！
BTL_STRID_SET_NemuriGet_Y	野生的[VAR 0102(0000)]\n睡著了！
BTL_STRID_SET_NemuriGet_E	對手的[VAR 0102(0000)]\n睡著了！
BTL_STRID_SET_NemuriGet_N	霸主[VAR 0102(0000)]\n睡著了！
BTL_STRID_SET_NemuriAct	[VAR 0102(0000)]\n正在呼呼大睡。
BTL_STRID_SET_NemuriAct_Y	野生的[VAR 0102(0000)]\n正在呼呼大睡。
BTL_STRID_SET_NemuriAct_E	對手的[VAR 0102(0000)]\n正在呼呼大睡。
BTL_STRID_SET_NemuriAct_N	霸主[VAR 0102(0000)]\n正在呼呼大睡。
BTL_STRID_SET_NemuriWake	[VAR 0102(0000)]\n醒過來了！
BTL_STRID_SET_NemuriWake_Y	野生的[VAR 0102(0000)]\n醒過來了！
BTL_STRID_SET_NemuriWake_E	對手的[VAR 0102(0000)]\n醒過來了！
BTL_STRID_SET_NemuriWake_N	霸主[VAR 0102(0000)]\n醒過來了！
BTL_STRID_SET_NemuriAlready	[VAR 0102(0000)]\n已經睡著了。
BTL_STRID_SET_NemuriAlready_Y	野生的[VAR 0102(0000)]\n已經睡著了。
BTL_STRID_SET_NemuriAlready_E	對手的[VAR 0102(0000)]\n已經睡著了。
BTL_STRID_SET_NemuriAlready_N	霸主[VAR 0102(0000)]\n已經睡著了。
BTL_STRID_SET_NemuriNoEffect	[VAR 0102(0000)]\n不會睡著！
BTL_STRID_SET_NemuriNoEffect_Y	野生的[VAR 0102(0000)]\n不會睡著！
BTL_STRID_SET_NemuriNoEffect_E	對手的[VAR 0102(0000)]\n不會睡著！
BTL_STRID_SET_NemuriNoEffect_N	霸主[VAR 0102(0000)]\n不會睡著！
BTL_STRID_SET_AkumuGet	[VAR 0102(0000)]\n開始做惡夢了！
BTL_STRID_SET_AkumuGet_Y	野生的[VAR 0102(0000)]\n開始做惡夢了！
BTL_STRID_SET_AkumuGet_E	對手的[VAR 0102(0000)]\n開始做惡夢了！
BTL_STRID_SET_AkumuGet_N	霸主[VAR 0102(0000)]\n開始做惡夢了！
BTL_STRID_SET_AkumuDamage	[VAR 0102(0000)]\n正被惡夢纏身！
BTL_STRID_SET_AkumuDamage_Y	野生的[VAR 0102(0000)]\n正被惡夢纏身！
BTL_STRID_SET_AkumuDamage_E	對手的[VAR 0102(0000)]\n正被惡夢纏身！
BTL_STRID_SET_AkumuDamage_N	霸主[VAR 0102(0000)]\n正被惡夢纏身！
BTL_STRID_SET_MeromeroGet	[VAR 0102(0000)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGet_Y	野生的[VAR 0102(0000)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGet_E	對手的[VAR 0102(0000)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGet_N	霸主[VAR 0102(0000)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGetItem	[VAR 0102(0000)]因[VAR 0109(0001)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGetItem_Y	野生的[VAR 0102(0000)]因[VAR 0109(0001)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGetItem_E	對手的[VAR 0102(0000)]因[VAR 0109(0001)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroGetItem_N	霸主[VAR 0102(0000)]因[VAR 0109(0001)]\n陷入了著迷狀態！
BTL_STRID_SET_MeromeroAct	[VAR 0102(0000)]\n對[VAR 0102(0001)]著迷了！
BTL_STRID_SET_MeromeroAct_Y	野生的[VAR 0102(0000)]\n對[VAR 0102(0001)]著迷了！
BTL_STRID_SET_MeromeroAct_E	對手的[VAR 0102(0000)]\n對[VAR 0102(0001)]著迷了！
BTL_STRID_SET_MeromeroAct_N	霸主[VAR 0102(0000)]\n對[VAR 0102(0001)]著迷了！
BTL_STRID_SET_MeromeroExe	[VAR 0102(0000)]\n陷入了著迷狀態，無法使出招式！
BTL_STRID_SET_MeromeroExe_Y	野生的[VAR 0102(0000)]\n陷入了著迷狀態，無法使出招式！
BTL_STRID_SET_MeromeroExe_E	對手的[VAR 0102(0000)]\n陷入了著迷狀態，無法使出招式！
BTL_STRID_SET_MeromeroExe_N	霸主[VAR 0102(0000)]\n陷入了著迷狀態，無法使出招式！
BTL_STRID_SET_MeromeroCure	[VAR 0102(0000)]的\n著迷狀態痊癒了！
BTL_STRID_SET_MeromeroCure_Y	野生的[VAR 0102(0000)]的\n著迷狀態痊癒了！
BTL_STRID_SET_MeromeroCure_E	對手的[VAR 0102(0000)]的\n著迷狀態痊癒了！
BTL_STRID_SET_MeromeroCure_N	霸主[VAR 0102(0000)]的\n著迷狀態痊癒了！
BTL_STRID_SET_PokeSick_Cure	[VAR 0102(0000)]的\n狀態復原了！
BTL_STRID_SET_PokeSick_Cure_Y	野生的[VAR 0102(0000)]的\n狀態復原了！
BTL_STRID_SET_PokeSick_Cure_E	對手的[VAR 0102(0000)]的\n狀態復原了！
BTL_STRID_SET_PokeSick_Cure_N	霸主[VAR 0102(0000)]的\n狀態復原了！
BTL_STRID_SET_KonranGet	[VAR 0102(0000)]\n混亂了！
BTL_STRID_SET_KonranGet_Y	野生的[VAR 0102(0000)]\n混亂了！
BTL_STRID_SET_KonranGet_E	對手的[VAR 0102(0000)]\n混亂了！
BTL_STRID_SET_KonranGet_N	霸主[VAR 0102(0000)]\n混亂了！
BTL_STRID_SET_KonranAct	[VAR 0102(0000)]\n正在混亂中！
BTL_STRID_SET_KonranAct_Y	野生的[VAR 0102(0000)]\n正在混亂中！
BTL_STRID_SET_KonranAct_E	對手的[VAR 0102(0000)]\n正在混亂中！
BTL_STRID_SET_KonranAct_N	霸主[VAR 0102(0000)]\n正在混亂中！
BTL_STRID_SET_KonranCure	[VAR 0102(0000)]的\n混亂解除了！
BTL_STRID_SET_KonranCure_Y	野生的[VAR 0102(0000)]的\n混亂解除了！
BTL_STRID_SET_KonranCure_E	對手的[VAR 0102(0000)]的\n混亂解除了！
BTL_STRID_SET_KonranCure_N	霸主[VAR 0102(0000)]的\n混亂解除了！
BTL_STRID_SET_KonranAlready	[VAR 0102(0000)]\n已經混亂了。
BTL_STRID_SET_KonranAlready_Y	野生的[VAR 0102(0000)]\n已經混亂了。
BTL_STRID_SET_KonranAlready_E	對手的[VAR 0102(0000)]\n已經混亂了。
BTL_STRID_SET_KonranAlready_N	霸主[VAR 0102(0000)]\n已經混亂了。
BTL_STRID_SET_KonranNoEffect	[VAR 0102(0000)]\n不會混亂！
BTL_STRID_SET_KonranNoEffect_Y	野生的[VAR 0102(0000)]\n不會混亂！
BTL_STRID_SET_KonranNoEffect_E	對手的[VAR 0102(0000)]\n不會混亂！
BTL_STRID_SET_KonranNoEffect_N	霸主[VAR 0102(0000)]\n不會混亂！
BTL_STRID_SET_KonranAbare	[VAR 0102(0000)]\n因精疲力盡而混亂了！
BTL_STRID_SET_KonranAbare_Y	野生的[VAR 0102(0000)]\n因精疲力盡而混亂了！
BTL_STRID_SET_KonranAbare_E	對手的[VAR 0102(0000)]\n因精疲力盡而混亂了！
BTL_STRID_SET_KonranAbare_N	霸主[VAR 0102(0000)]\n因精疲力盡而混亂了！
BTL_STRID_SET_ShrinkExe	[VAR 0102(0000)]\n畏縮了，無法使出招式！
BTL_STRID_SET_ShrinkExe_Y	野生的[VAR 0102(0000)]\n畏縮了，無法使出招式！
BTL_STRID_SET_ShrinkExe_E	對手的[VAR 0102(0000)]\n畏縮了，無法使出招式！
BTL_STRID_SET_ShrinkExe_N	霸主[VAR 0102(0000)]\n畏縮了，無法使出招式！
BTL_STRID_SET_KiaiShrink	[VAR 0102(0000)]聚氣時\n受到干擾，無法使出招式！
BTL_STRID_SET_KiaiShrink_Y	野生的[VAR 0102(0000)]聚氣時\n受到干擾，無法使出招式！
BTL_STRID_SET_KiaiShrink_E	對手的[VAR 0102(0000)]聚氣時\n受到干擾，無法使出招式！
BTL_STRID_SET_KiaiShrink_N	霸主[VAR 0102(0000)]聚氣時\n受到干擾，無法使出招式！
BTL_STRID_SET_Miyaburu	識破了\n[VAR 0102(0000)]的原形！
BTL_STRID_SET_Miyaburu_Y	識破了\n野生的[VAR 0102(0000)]的原形！
BTL_STRID_SET_Miyaburu_E	識破了\n對手的[VAR 0102(0000)]的原形！
BTL_STRID_SET_Miyaburu_N	識破了\n霸主[VAR 0102(0000)]的原形！
BTL_STRID_SET_Bind	[VAR 0102(0000)]受到了\n[VAR 0107(0001)]的傷害。
BTL_STRID_SET_Bind_Y	野生的[VAR 0102(0000)]受到了\n[VAR 0107(0001)]的傷害。
BTL_STRID_SET_Bind_E	對手的[VAR 0102(0000)]受到了\n[VAR 0107(0001)]的傷害。
BTL_STRID_SET_Bind_N	霸主[VAR 0102(0000)]受到了\n[VAR 0107(0001)]的傷害。
BTL_STRID_SET_BindCure	[VAR 0102(0000)]擺脫了\n[VAR 0107(0001)]的束縛！
BTL_STRID_SET_BindCure_Y	野生的[VAR 0102(0000)]擺脫了\n[VAR 0107(0001)]的束縛！
BTL_STRID_SET_BindCure_E	對手的[VAR 0102(0000)]擺脫了\n[VAR 0107(0001)]的束縛！
BTL_STRID_SET_BindCure_N	霸主[VAR 0102(0000)]擺脫了\n[VAR 0107(0001)]的束縛！
BTL_STRID_SET_ReactionDmg	[VAR 0102(0000)]\n受到了反作用力造成的傷害！
BTL_STRID_SET_ReactionDmg_Y	野生的[VAR 0102(0000)]\n受到了反作用力造成的傷害！
BTL_STRID_SET_ReactionDmg_E	對手的[VAR 0102(0000)]\n受到了反作用力造成的傷害！
BTL_STRID_SET_ReactionDmg_N	霸主[VAR 0102(0000)]\n受到了反作用力造成的傷害！
BTL_STRID_SET_Trace	複製了[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_Trace_Y	複製了野生的[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_Trace_E	複製了對手的[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_Trace_N	複製了霸主[VAR 0102(0000)]的\n[VAR 0106(0001)]！
BTL_STRID_SET_CriticalHit	[VAR FF00(0006)]擊中了[VAR FF00(0000)]\n[VAR 0102(0000)]的[VAR FF00(0006)]要害！[VAR FF00(0000)]
BTL_STRID_SET_CriticalHit_Y	[VAR FF00(0006)]擊中了[VAR FF00(0000)]\n野生的[VAR 0102(0000)]的[VAR FF00(0006)]要害！[VAR FF00(0000)]
BTL_STRID_SET_CriticalHit_E	[VAR FF00(0006)]擊中了[VAR FF00(0000)]\n對手的[VAR 0102(0000)]的[VAR FF00(0006)]要害！[VAR FF00(0000)]
BTL_STRID_SET_CriticalHit_N	[VAR FF00(0006)]擊中了[VAR FF00(0000)]\n霸主[VAR 0102(0000)]的[VAR FF00(0006)]要害！[VAR FF00(0000)]
BTL_STRID_SET_HP_Recover	[VAR 0102(0000)]的\n體力回復了！
BTL_STRID_SET_HP_Recover_Y	野生的[VAR 0102(0000)]的\n體力回復了！
BTL_STRID_SET_HP_Recover_E	對手的[VAR 0102(0000)]的\n體力回復了！
BTL_STRID_SET_HP_Recover_N	霸主[VAR 0102(0000)]的\n體力回復了！
BTL_STRID_SET_PP_Recover	[VAR 0102(0000)]\n回復了[VAR 0107(0001)]的PP！
BTL_STRID_SET_PP_Recover_Y	野生的[VAR 0102(0000)]\n回復了[VAR 0107(0001)]的PP！
BTL_STRID_SET_PP_Recover_E	對手的[VAR 0102(0000)]\n回復了[VAR 0107(0001)]的PP！
BTL_STRID_SET_PP_Recover_N	霸主[VAR 0102(0000)]\n回復了[VAR 0107(0001)]的PP！
BTL_STRID_SET_PP_AllRecover	[VAR 0102(0000)]\n回復了所有招式的PP！
BTL_STRID_SET_PP_AllRecover_Y	野生的[VAR 0102(0000)]\n回復了所有招式的PP！
BTL_STRID_SET_PP_AllRecover_E	對手的[VAR 0102(0000)]\n回復了所有招式的PP！
BTL_STRID_SET_PP_AllRecover_N	霸主[VAR 0102(0000)]\n回復了所有招式的PP！
