TextDatabase_AC1
AC1_Graphic_text_00237	Another Code
AC1_1_Scenario_Text_00074	不行，打不開……\n潔西卡應該就在門的另一邊。
AC1_1_Scenario_Text_00075	要往哪裡走，\n才能到那座樓梯呢？
AC1_1_Scenario_Text_00100	現在得去屋子才行。
AC1_1_Scenario_Text_00076	啊，能看見屋子了……
AC1_1_Scenario_Text_00085	終於……能進去屋子了。
AC1_1_00962	１９４８年\n布拉德‧愛德華島
AC1_1_00963	湯瑪斯 為什麼……！？
AC1_1_00964	父親……？
AC1_1_00965	啊！
AC1_1_00966	１９９４年\n西雅圖郊外
AC1_1_00967	艾希莉 快躲起來
AC1_1_00968	你這麼做到底有什麼目的？
AC1_1_00969	媽媽……
AC1_1_00974	２００５年\n布拉德‧愛德華島
AC1_1_01081	（吐息演技）
AC1_1_00975	……沿著這條路走
AC1_1_00976	一定就能進到那棟屋子裡
AC1_1_01082	（吐息演技）
AC1_1_00977	危險！
AC1_1_00978	咦！？
AC1_1_01083	（吐息演技）
AC1_1_01084	（吐息演技）
AC1_1_00979	怎麼辦……無法回頭了
AC1_1_01085	（吐息演技）
AC1_1_00980	啊！
AC1_1_00981	屋子該不會就在那邊吧？
AC1_1_01065	嗯，用這個應該可以過去！
AC1_1_00984	這是……
AC1_1_00985	非愛德華家族成員禁止進入
AC1_1_00986	愛德華……船長說過這個名字
AC1_1_00988	咦！？
AC1_1_01095	幾小時前
AC1_1_00989	２００５年２月２４日\n西雅圖外海
AC1_1_00044	嗚嗚……
AC1_1_00046	……艾希莉
AC1_1_00565	（吐氣）
AC1_1_00055	爸爸……
AC1_1_00058	……喂！
AC1_1_01094	（吐息演技）
AC1_1_00060	該起來啦 已經看得到囉
AC1_1_00063	……嗯
AC1_1_00937	（吐氣）
AC1_1_00064	（吐氣）
AC1_1_00936	（吐氣）
AC1_1_00067	……哇
AC1_1_00938	（吐氣）
AC1_1_00070	那就是布拉德‧愛德華島……
AC1_1_00072	沒錯 小妹妹
AC1_1_00073	那就是你們要找的島
AC1_1_00074	以前那裡可風光了 人來人往的……
AC1_1_00076	但現在只是座沒有人想靠近的無人荒島
AC1_1_00939	（吐氣）
AC1_1_00078	話說回來 你們去那種荒島要做什麼？
AC1_1_00080	真是群怪人
AC1_1_00083	１３歲的最後一個早晨 心情簡直糟到了極點
AC1_1_00085	就連我和潔西卡兩個人搭上小船時
AC1_1_00086	風平浪靜的海面 都無法撫平我波濤洶湧的心
AC1_1_00087	我驚訝又開心
AC1_1_00088	憤怒又茫然
AC1_1_00089	這是我第一次有這種感覺……
AC1_1_00090	但也難怪
AC1_1_00091	畢竟 爸爸……
AC1_1_00092	本以為已經過世的爸爸……
AC1_1_00093	居然還活著！
AC1_1_00095	在我快要過１４歲生日的某一天
AC1_1_00096	我收到一個寄件者不明的包裹
AC1_1_00097	包裹裡面裝的是
AC1_1_00098	我以為在我三歲時就去世的爸爸寫給我的信
AC1_1_00099	以及一台不知道有什麼用途的
AC1_1_00958	類似遊戲機的機器
AC1_1_00100	而現在
AC1_1_00101	我正看著這封信 並和潔西卡一起
AC1_1_00102	前往爸爸所在的 布拉德‧愛德華島
AC1_1_00104	……潔西卡！
AC1_1_00106	艾希莉，你醒了啊？
AC1_1_00110	要不要吹一下海風？\n很舒服喔。
AC1_1_00112	……嗯。
AC1_1_00113	怎麼了？你暈船了嗎？
AC1_1_00115	沒事，我很好。
AC1_1_00116	……真的？
AC1_1_00117	……
AC1_1_00118	你該不會……\n又做了那個夢吧？
AC1_1_00119	……嗯。
AC1_1_00120	為什麼我老是做一樣的夢，\n又都在同樣的時間點醒來呢？
AC1_1_00121	還有……\n我總是想不起爸爸的長相。
AC1_1_00122	不用勉強自己想起\n小時候的事情。
AC1_1_00123	況且我們馬上就能見到你爸爸了，\n別想太多。
AC1_1_00124	……潔西卡。
AC1_1_00127	潔西卡是爸爸的妹妹，\n也是我唯一的親人。
AC1_1_00129	他在高中當化學老師，\n並把年幼的我一手帶大。
AC1_1_00130	……潔西卡人很好。
AC1_1_00131	他總是替我著想，\n跟我站在同一陣線。
AC1_1_00132	但是……
AC1_1_00134	潔西卡，\n你為什麼不告訴我爸爸還活著？
AC1_1_00135	為什麼要一直對我說謊！？\n
AC1_1_00136	這是因為……
AC1_1_00137	……我和你爸爸約定好了。
AC1_1_00138	……約定？
AC1_1_00140	１１年前……
AC1_1_00142	你爸爸理查
AC1_1_00960	抱著剛滿三歲的你
AC1_1_00143	突然跑來找我 面色凝重地說
AC1_1_00144	「這孩子就拜託你了 總有一天我一定會來接他」
AC1_1_00145	「在我聯絡你之前……」
AC1_1_00961	「你就先說我已經死了」
AC1_1_00147	為什麼爸爸要這麼做……？
AC1_1_00148	他沒告訴我理由。
AC1_1_00149	……因為媽媽過世了，\n他嫌我是個累贅嗎？
AC1_1_00150	不，絕對不是那樣！
AC1_1_00151	……
AC1_1_00152	艾希莉，你要相信爸爸，\n理查他是個正直的人。
AC1_1_00153	他絕不是那種無緣無故\n拋下孩子的人。
AC1_1_00154	那天他看著你的眼神，\n也一樣那麼溫柔。
AC1_1_00155	所以我才會相信理查，\n毫不遲疑就收留了你。
AC1_1_00156	……
AC1_1_00157	對不起，艾希莉。\n一直對你隱瞞爸爸的事……
AC1_1_00160	……潔西卡，可以告訴我\n爸爸是怎樣的人嗎？
AC1_1_00161	我想想……
AC1_1_00162	理查是個很優秀的科學家。
AC1_1_00163	他是……科學家？
AC1_1_00164	你收到的<color=#00994CFF>那台機器</color>\n一定也是理查製作的。
AC1_1_00165	咦？這是爸爸做的？
AC1_1_00167	好酷，居然會做這種東西。
AC1_1_00168	爸爸都在研究什麼？
AC1_1_00170	他在研究記憶。
AC1_1_00171	研究……記憶？
AC1_1_00173	對，理查隸屬於世界頂尖的\n腦科學領域研究所。
AC1_1_00174	那裡聚集了來自全世界的\n優秀科學家……
AC1_1_00175	其中有一位日本女科學家，\n理查與他相遇後墜入愛河……
AC1_1_00176	兩人便結婚了。
AC1_1_00177	……那個人。
AC1_1_00178	對……\n那個人名叫佐代子。
AC1_1_00179	也就是你的<color=#00994CFF>媽媽</color>。
AC1_1_00182	爸爸寄來的這台機器……
AC1_1_00183	上面寫著Ｄ、Ａ、Ｓ。
AC1_1_00184	ＤＡＳ……不知道是什麼意思？
AC1_1_00185	這是相機的圖示吧？
AC1_1_00188	啊，可以拍照。
AC1_1_00189	嗯……
AC1_1_00190	我看看，要怎麼看剛剛拍的照片……
AC1_1_00192	……嗯，拍得真好。
AC1_1_00194	潔西卡，\n換你幫我拍。
AC1_1_00195	……很可惜，應該沒辦法。\n這台機器只有你可以使用。
AC1_1_00196	……為什麼？
AC1_1_00197	這台機器寄來時\n我就檢查過一遍了。
AC1_1_00198	它採用了<color=#00994CFF>生物辨識</color>技術，\n將你的遺傳資訊登錄在裡面。
AC1_1_00199	生物……辨識？
AC1_1_00201	生物辨識就是\n讀取人類身上的特徵……
AC1_1_00202	並對照已登錄的資料，\n藉此解鎖的系統。
AC1_1_00203	ＤＡＳ就含有這樣的系統。
AC1_1_00204	所以除了你以外，\n別人都沒辦法操作。
AC1_1_00206	……哦，\n這個只有我可以用啊。
AC1_1_00209	潔西卡，關於媽媽……
AC1_1_00210	……佐代子是一位\n堅強又聰明的科學家。
AC1_1_00211	他有雙美麗的黑色眼眸……
AC1_1_00212	艾希莉，你那雙眼睛\n就是媽媽送你的禮物。
AC1_1_00213	……不是啦！
AC1_1_00214	我要問的不是這個。
AC1_1_00215	……艾希莉。
AC1_1_00216	潔西卡，求求你，\n告訴我真相。
AC1_1_00217	不管聽到什麼，\n我都不會驚訝……
AC1_1_00218	我也不會生氣。
AC1_1_00219	我想要多認識媽媽。
AC1_1_00220	……
AC1_1_00221	我一直以為媽媽跟爸爸\n一起走了，可是……
AC1_1_00222	既然爸爸還活著，\n是不是……媽媽其實也活著？
AC1_1_00223	媽媽和爸爸都在那座島上吧？
AC1_1_00224	潔西卡，告訴我！
AC1_1_00225	……艾希莉。
AC1_1_00226	這件事……你得去問理查。
AC1_1_00227	等見到爸爸，\n你就會明白一切了。
AC1_1_00228	潔西卡……
AC1_1_00232	喂，你們要繼續聊也沒關係，\n不過我們快到囉！
AC1_1_00235	沒看到人……
AC1_1_00237	怎麼回事？\n不是說有人會來接你們嗎？
AC1_1_00239	真奇怪，發生什麼事了嗎？
AC1_1_00240	理查應該要在這裡\n等我們才對……
AC1_1_00242	我不要去……
AC1_1_00243	……艾希莉。
AC1_1_00244	為什麼爸爸沒出現？
AC1_1_00245	太奇怪了，明明是爸爸\n叫我來這座島的。
AC1_1_00247	他卻不來接我……太過分了。\n他其實不想見到我吧。
AC1_1_00249	……
AC1_1_00251	嘿，小姐。
AC1_1_00253	抱歉，我等會兒還得\n去載其他客人。
AC1_1_00254	到時候我再回來港口找你們，\n好嗎？
AC1_1_00255	好，沒關係。
AC1_1_00256	那就一言為定，\n傍晚我會回來這裡接你們。
AC1_1_00257	好，麻煩你了。
AC1_1_00259	艾希莉，你待在這裡，\n我去找理查。
AC1_1_00262	如果他不在附近，\n我就馬上回來。
AC1_1_01029	……
AC1_1_00313	你母親好像很傷腦筋。
AC1_1_00315	潔西卡不是我媽媽。
AC1_1_00316	不然是你姊姊？
AC1_1_00319	不，潔西卡是我爸爸的妹妹，\n我是他一手帶大的。
AC1_1_00320	爸爸請潔西卡照顧我後，\n就失蹤了。
AC1_1_00321	我一直以為爸爸過世了，\n卻突然收到他寄來的信……
AC1_1_00323	停停停。
AC1_1_00324	……咦？
AC1_1_00325	小妹妹，我已經知道\n你的身世很坎坷了。
AC1_1_00326	但我無意介入別人的家務事，\n抱歉啊。
AC1_1_00327	話說小妹妹，\n你不跟姑姑一起去看看嗎？
AC1_1_00328	我不想去……
AC1_1_00333	……那我們就邊聊天，\n邊等你姑姑回來吧。
AC1_1_00334	好啊，\n但我不知道要聊什麼……
AC1_1_00335	不然……聊聊<color=#00994CFF>這座島</color>？
AC1_1_00337	……那也可以聊聊<color=#00994CFF>船長的事</color>嗎？
AC1_1_00339	當然可以，\n能說的我都會告訴你。
AC1_1_00342	……請問，\n你是從什麼時候開始當船長的？
AC1_1_00343	早在你出生的很久以前。
AC1_1_00344	好厲害，\n居然已經當這麼多年船長了。
AC1_1_00345	哈哈哈。
AC1_1_00346	那你為什麼想當船長？
AC1_1_00347	這是你小時候的夢想嗎？
AC1_1_00348	大概吧。
AC1_1_00349	你有其他想做的職業嗎？
AC1_1_00350	也許有吧，但都是過去的事了，\n早就忘光了。
AC1_1_00351	……
AC1_1_00352	一旦變成大人，\n就會將以前的事情都忘光嗎？
AC1_1_00353	小妹妹，別擔心。\n你會忘記的都是你想忘記的。
AC1_1_00354	有什麼事情是你不想忘記的嗎？
AC1_1_00355	有啊。
AC1_1_00356	不想忘記的重要回憶\n會放在心裡。
AC1_1_00357	放在……心裡？
AC1_1_00358	是啊，\n就算忘記了重要的回憶……
AC1_1_00359	你的心也一定會讓你回想起來的。
AC1_1_00360	……哦。
AC1_1_00363	這座島是無人島吧？
AC1_1_00364	現在是。
AC1_1_00365	所以以前有人住嗎？
AC1_1_00366	聽說以前有一戶有錢人家住在這裡。
AC1_1_00367	但自從一家之主病倒之後，\n就接連傳出惡耗……
AC1_1_00368	惡耗是指什麼？
AC1_1_00369	家人一個接一個過世。
AC1_1_00370	……！
AC1_1_00371	為什麼過世？
AC1_1_00372	誰知道。
AC1_1_00373	難道出了什麼命案？
AC1_1_00374	小妹妹，\n瞧你這麼好奇……
AC1_1_00375	但這種事還是別深究比較好。
AC1_1_00376	就算你學偵探辦案，\n死者也不會瞑目的。
AC1_1_00377	……
AC1_1_00378	總之，憾事接連發生，\n剩下的家族成員也離開這座島。
AC1_1_00379	後來島上就沒任何人住了。
AC1_1_00380	一些沒同理心的人就把這座島稱為\n「染血的愛德華家的島」——
AC1_1_00381	「布拉德‧愛德華島」了。
AC1_1_00382	……哦。
AC1_1_00383	你很常載客人來這座島嗎？
AC1_1_00384	不。
AC1_1_00385	很少有好奇寶寶\n會跑來這種荒島……
AC1_1_00386	不過，最近倒是有個高高的金髮男人\n拜託我開船載他過來。
AC1_1_00387	咦？高高的……男人？
AC1_1_00388	那是什麼時候的事？\n那個人叫什麼名字？
AC1_1_00389	……你很好奇嗎？
AC1_1_00390	因為那個人搞不好\n是我爸爸……
AC1_1_00391	……抱歉，小妹妹，\n我太多嘴了。
AC1_1_00392	我不能繼續暴露客人的隱私，\n話就說到這了。
AC1_1_00393	……
AC1_1_00990	嗯？
AC1_1_00991	那個人不是你姑姑嗎？
AC1_1_00992	咦？
AC1_1_00993	咦！咦？
AC1_1_00994	你不過去看看嗎？
AC1_1_00995	嗯、嗯……
AC1_1_00996	我去看一下！
AC1_1_00418	咦……不會吧……
AC1_1_00420	上鎖了……
AC1_1_00422	不行，打不開！
AC1_1_00432	……！
AC1_1_00434	船長離開了……
AC1_1_00436	他離開了……
AC1_1_00438	咦……
AC1_1_00443	唉……
AC1_1_00444	……傷腦筋。
AC1_1_00447	……破舊的椅子。
AC1_1_00457	我不能在這裡枯等，\n要快點追上潔西卡才行！
AC1_1_00463	……？
AC1_1_00464	……剛剛那是什麼聲音？
AC1_1_01067	太好了，拿到了！
AC1_1_01068	不過話說回來……\n這是哪裡的鑰匙？
AC1_1_00468	打開了！
AC1_1_00997	潔西卡……\n應該就在前面吧？
AC1_1_00998	有好多老舊建築，\n看來以前這裡有很多人……
AC1_1_00999	那是……
AC1_1_00495	啊——！
AC1_1_00497	……慘叫聲！？
AC1_1_01000	剛才那是……怎麼回事！？
AC1_1_00499	潔西卡！
AC1_1_00500	……潔西卡——！
AC1_1_01072	（吐息演技）
AC1_1_01073	（吐息演技）
AC1_1_00528	……啊。
AC1_1_00529	有一座樓梯從庭院延伸出來！
AC1_1_00530	走那座樓梯的話，\n應該就能進到屋子裡。
AC1_1_00531	可是我該怎麼過去呢？
AC1_1_01079	（吐息演技）
AC1_1_01074	（吐息演技）
AC1_1_01075	（吐息演技）
AC1_1_01003	好！很順利
AC1_1_01004	咦！？
AC1_1_00534	這裡該不會是……
AC1_1_00538	太好了，打開了！
AC1_1_00541	……咦？
AC1_1_00543	……石頭擋住了。
AC1_1_00545	唉……\n得把它搬開才行嗎？
AC1_1_00548	嘿……咻
AC1_1_00549	好重啊……真是的
AC1_1_00551	呼……
AC1_1_00554	「Ｄ」……？什麼意思？這也是墳墓嗎？
AC1_1_00555	但看起來跟其他墳墓都不一樣……
AC1_1_00559	好了……
AC1_1_00561	！
AC1_1_01088	（吐息演技）
AC1_1_00942	（吐氣）
AC1_1_01089	（吐息演技）
AC1_1_00569	有人……在嗎？
AC1_1_00571	你是……
AC1_1_00578	是誰！？你在哪裡！？
AC1_1_00580	……你聽得到我的聲音？
AC1_1_00581	我聽得到……
AC1_1_00582	別 別躲了 快點出來
AC1_1_00584	我沒有躲啊
AC1_1_01087	（吐息演技）
AC1_1_01090	（吐息演技）
AC1_1_01091	（吐息演技）
AC1_1_01092	（吐息演技）
AC1_1_01093	（吐息演技）
AC1_1_00588	……！
AC1_1_00590	……？
AC1_1_00592	……！！
AC1_1_00594	……
AC1_1_00602	我問你。
AC1_1_00604	噫……！！！！
AC1_1_00605	……我問你。
AC1_1_00606	……是、是！？
AC1_1_00607	我問你喔……你是誰？
AC1_1_00608	艾……艾希莉。
AC1_1_00609	艾艾希莉？
AC1_1_00610	不、不是……
AC1_1_00611	艾希莉……
AC1_1_00612	我叫……\n艾希莉‧米茲契‧羅賓斯。
AC1_1_00613	你叫艾希莉啊。
AC1_1_00615	求求你！……饒了我！！
AC1_1_00616	我什麼也沒做！\n我還不想死！
AC1_1_00619	艾希莉，別怕。\n我不會對你怎麼樣。
AC1_1_00620	……張開眼睛，看看我。
AC1_1_01005	飄在我面前的難道……
AC1_1_01006	……是鬼魂！！
AC1_1_00622	艾希莉，你……看得見我？
AC1_1_00623	……看、看得見。
AC1_1_00624	……真的？
AC1_1_00625	……就說看得見啦！
AC1_1_00627	……看得見我！！
AC1_1_00629	……啊哈哈！
AC1_1_00630	……啊哈哈哈哈！
AC1_1_00631	嗚嗚，鬼魂在笑……
AC1_1_00632	好可怕，\n為什麼要笑……
AC1_1_00634	……因為我很開心。
AC1_1_00635	……咦？
AC1_1_00636	我一直在等……
AC1_1_00637	……等了好久。
AC1_1_00638	……等著像艾希莉<color=#00994CFF>你這樣的人</color>\n來到這裡。
AC1_1_00640	……像我這樣的人\n是什麼意思？
AC1_1_00641	我一直以來……\n都在等能夠看見我的人。
AC1_1_00642	我看得見啊……看得一清二楚！
AC1_1_00643	……所以我才怕啊！
AC1_1_00644	因為、因為，你可是……
AC1_1_00645	對，我是鬼魂，\n不是人。
AC1_1_00646	嗚嗚，\n我就知道……
AC1_1_00647	艾希莉，別害怕。
AC1_1_00648	我叫……Ｄ。
AC1_1_00649	Ｄ……\n原來鬼魂也有名字。
AC1_1_00651	……嗚嗚，真不敢相信。\n我居然在和鬼魂說話！
AC1_1_00657	一定是因為我搬了那塊石頭……
AC1_1_00658	結果把沉眠的鬼魂吵醒了。
AC1_1_00659	啊～怎麼辦……
AC1_1_00660	……不。
AC1_1_00661	咦……
AC1_1_00662	那不是我的墳墓。
AC1_1_00663	我的身體沒有埋在\n那顆石頭下面。
AC1_1_00664	……咦？
AC1_1_00665	我本來就待在這裡……\n只是從來沒有人注意到我。
AC1_1_00666	一直以來，我都孤伶伶的。
AC1_1_00667	一直以來？孤伶伶的？
AC1_1_00668	……嗯。
AC1_1_00669	雖然有人會來這裡……
AC1_1_00670	但那些人……\n全都看不見我。
AC1_1_00672	……為什麼？
AC1_1_00673	我也不知道。
AC1_1_00674	但我總算遇到了，\n遇到能看見我的人。
AC1_1_00675	所以我相信你一定可以……
AC1_1_00676	……可以？
AC1_1_00677	可以幫我<color=#00994CFF>恢復記憶</color>。
AC1_1_00688	幫你恢復記憶？\n什麼意思？
AC1_1_00690	艾希莉，\n我……失去記憶了。
AC1_1_00691	我想不起來任何生前的事。
AC1_1_00692	……！
AC1_1_00693	我是誰，\n我為什麼死了……
AC1_1_00694	我什麼……都不知道。
AC1_1_00695	一定是這樣我才無法上天堂……
AC1_1_00696	一直在人間徘徊。
AC1_1_00697	一直……是多久？
AC1_1_00698	……今年是第５７年。\n如果我沒算錯的話。
AC1_1_00699	……５７年！！
AC1_1_00700	……需要這麼驚訝嗎？
AC1_1_00701	５７年很久耶，\n都能當奶奶了。
AC1_1_00702	……是啊。
AC1_1_00703	這麼多年來都孤伶伶的，\n一定很難熬……
AC1_1_00704	嗯，所以……
AC1_1_00705	我想找回我失去的記憶。
AC1_1_00706	想把遺忘的過去拼湊起來。
AC1_1_00707	……我能體會你的心情。
AC1_1_00712	對了，Ｄ，\n你真的什麼都不記得嗎？
AC1_1_00713	……
AC1_1_00714	連一點點事情都想不起來？
AC1_1_00715	有，\n<color=#00994CFF>我記得</color>……一點點。
AC1_1_00719	你記得什麼？
AC1_1_00720	……我記得有某個人\n常常叫我Ｄ。
AC1_1_00721	……也記得\n我胸前的圖案。
AC1_1_00722	……這個圖案？
AC1_1_00723	這是我最後見到的東西。
AC1_1_00724	這一定是在我死去的瞬間，\n烙印在我腦海中的東西。
AC1_1_00725	死去的瞬間……
AC1_1_00726	只要明白這是什麼……
AC1_1_00727	一定就能知道……\n我為什麼會死。
AC1_1_00728	艾希莉，\n我想知道原因……
AC1_1_00733	和我一起探究\n這座島的過去……
AC1_1_00734	幫我……恢復記憶吧。
AC1_1_01007	咦？可是……
AC1_1_00735	你這樣說，\n未免太突然了……
AC1_1_00736	而且這太難了，\n我恐怕辦不到……
AC1_1_00737	你辦得到。
AC1_1_00738	因為你看得見我，\n也聽得到我的聲音。
AC1_1_00739	我足足等了５７年，\n就是在等你這樣的人出現。
AC1_1_00740	艾希莉，拜託你。
AC1_1_00741	幫我恢復記憶。
AC1_1_00742	……Ｄ。
AC1_1_00743	怎麼辦……
AC1_1_00744	Ｄ的事讓我耿耿於懷。
AC1_1_00745	但當務之急應該是\n儘快找到潔西卡！
AC1_1_00746	船長說他會在\n太陽下山前回來。
AC1_1_00747	而且我……
AC1_1_00748	還是想見爸爸。
AC1_1_00752	Ｄ，聽我說。
AC1_1_00753	其實我是來這座島\n見我爸爸的。
AC1_1_00754	但在這之前，\n潔西卡一直騙我爸爸過世了。
AC1_1_00755	爸爸……過世了。
AC1_1_00756	我很氣他，不想跟他走，\n結果我們就分散了。
AC1_1_00757	但我只是在鬧彆扭，\n我其實很想見爸爸……
AC1_1_00758	爸爸……
AC1_1_00759	……嗯。
AC1_1_00760	……我必須去見爸爸。
AC1_1_00761	所以……抱歉。
AC1_1_00762	……
AC1_1_00763	我沒辦法……\n幫你恢復記憶。
AC1_1_00765	……爸爸？
AC1_1_00766	……Ｄ，你怎麼了？
AC1_1_00767	……父親？
AC1_1_00768	……！！
AC1_1_00772	這裡是爸爸小時候的家喔……
AC1_1_01008	……父親！！
AC1_1_00789	……！！
AC1_1_00790	……Ｄ，怎麼了？
AC1_1_00791	…………
AC1_1_00793	……Ｄ？
AC1_1_00797	Ｄ……
AC1_1_00799	Ｄ生氣了嗎？
AC1_1_00800	但這也沒辦法。
AC1_1_00801	我必須去找潔西卡。
AC1_1_00804	好，走吧。
AC1_1_01009	太好了，\n這樣就能到屋子的玄關了！
AC1_1_01012	啊……
AC1_1_01011	……好像有東西在發光？
AC1_1_01014	這是……
AC1_1_01015	潔西卡的眼鏡……！
AC1_1_01017	這樣看來，\n潔西卡果然在裡面……
AC1_1_00810	打不開，怎麼辦……
AC1_1_01018	這該不會是門叩？
AC1_1_00812	艾希莉……
AC1_1_00814	……Ｄ！
AC1_1_01019	你在這裡啊。
AC1_1_00815	嚇我一跳，\n你突然就消失了。
AC1_1_00816	我還以為你生氣了。
AC1_1_00817	……我沒生氣啊，為何要生氣？
AC1_1_00818	因為我說我不能幫你的忙。
AC1_1_00819	不，你誤會了。
AC1_1_00820	我只是聽完你的話後，\n<color=#00994CFF>想起了一些事</color>。
AC1_1_00822	所以……就跑來這裡。
AC1_1_00825	你想起了什麼事……？
AC1_1_00826	我父親的事。
AC1_1_00827	想起我也有個父親。
AC1_1_00829	原本我一個人想破了頭，\n怎樣都想不起來……
AC1_1_00830	直到艾希莉說你想見爸爸。
AC1_1_00831	我聽到之後……才回想起來。
AC1_1_00832	想起我曾經和父親一起\n<color=#00994CFF>來過這間屋子</color>……
AC1_1_00836	也就是說……你和我一樣，\n是來島上作客的？
AC1_1_00837	Ｄ，你和你父親\n是從哪裡來這座島的？
AC1_1_00838	……不知道。
AC1_1_00843	但是……
AC1_1_00844	我已經想起一點點\n來這間屋子時的事了。
AC1_1_00845	如果能進屋子裡瞧瞧，\n也許能想起更多事情。
AC1_1_00851	艾希莉，打開這扇門吧。
AC1_1_00853	……沒辦法，我剛剛試過。\n門上鎖了。
AC1_1_00854	我也想打開這扇門\n進去找潔西卡……
AC1_1_00855	潔西卡是誰呀？\n你剛剛也有提到他。
AC1_1_00856	是我爸爸的妹妹……\n我是他一手帶大的。
AC1_1_00857	難道在這扇門後……
AC1_1_00858	……你是鬼魂吧？\n不能穿牆過去嗎？
AC1_1_00862	……不行，\n我連門叩都碰不了。
AC1_1_01020	……啊！
AC1_1_00866	……這裡是爸爸小時候的家喔。
AC1_1_00870	……爸爸跟你說，\n這對門叩有個秘密。
AC1_1_01021	我想起來了……\n父親在這扇門前告訴過我一件事。
AC1_1_01022	咦……？
AC1_1_01023	嗯，父親告訴過我……
AC1_1_01024	這對門叩有個秘密。
AC1_1_01025	艾希莉，拜託你。
AC1_1_01026	我相信……\n你能解開秘密，打開這扇門。
AC1_1_01027	我嗎……？
AC1_1_00886	啊……
AC1_1_00887	開了……
AC1_1_00892	潔西卡一定就在裡面……
AC1_1_00893	……還有爸爸
AC1_1_00896	……呼
AC1_1_00898	……？
AC1_1_00899	Ｄ 怎麼了？
AC1_1_00900	我期待這一刻已經很久了 可是來到門口……
AC1_1_00901	……卻覺得好緊張
AC1_1_00902	呵呵
AC1_1_00903	怎麼了？
AC1_1_00904	你明明是鬼魂 居然也會害怕
AC1_1_00946	（吐氣）
AC1_1_00905	嗯……是啊 真好笑
AC1_1_00906	我已經完全不怕你了
AC1_1_00908	Ｄ 我們一起走吧？
AC1_1_00909	……
AC1_1_00910	我會幫你恢復記憶
AC1_1_00911	所以你也幫我找潔西卡吧
AC1_1_00912	嗯 好啊
AC1_1_00913	那我們走吧 一起走
AC1_1_00914	兩個人一起走就不會怕了
AC1_1_00915	……嗯
AC1_1_00916	我居然和鬼魂成為朋友
AC1_1_00959	這實在太神奇了
AC1_1_00917	……朋友？
AC1_1_00918	……不是嗎？
AC1_1_00919	嗯 沒錯 我們是朋友
AC1_1_00920	……太好了
AC1_1_00922	Ｄ 走吧
AC1_1_00924	朋友啊……
AC1_1_01031	Ｄ，你剛才想不起來……
AC1_1_01032	那現在有想起什麼事嗎？
AC1_1_01033	嗯……對了。
AC1_1_01035	……過來這裡，\n我們差不多該進去了。
AC1_1_01036	叩、叩、叩\n　叩、叩、叩
AC1_1_01037	門叩的秘密啊……
AC1_1_01040	Ｄ，你剛才想不起來……
AC1_1_01041	那現在有稍微想起什麼嗎？
AC1_1_01042	呃……
AC1_1_01044	……過來這裡，\n我們差不多該進去了。
AC1_1_01045	叩、叩、叩\n　叩、叩、叩
AC1_1_01046	透過那個遊戲就能知道秘密喔。
AC1_1_01047	透過遊戲知道秘密？\n
AC1_1_01048	對，我曾踩著那邊的瓷磚玩遊戲。
AC1_1_01049	這樣啊……還有嗎？
AC1_1_01050	嗯……抱歉，\n我想不起其他事了。
AC1_Mystery_1_1_00025	剛剛的是……鈴聲？
AC1_Mystery_1_1_00026	再調查一次看看吧。
AC1_Mystery_1_1_00047	啊……！\n這裡居然有鑰匙！
AC1_Mystery_1_2_00001	……這是誰的墳墓呀？
AC1_Mystery_1_2_00002	老舊的墓碑上刻著字
AC1_Mystery_1_2_00003	「亨利‧愛德華\n　１９１０～１９４８」
AC1_Mystery_1_2_00004	亨利‧愛德華……
AC1_Mystery_1_2_00092	老舊的墓碑上刻著字
AC1_Mystery_1_2_00093	「亨利‧愛德華\n　１９１０～１９４８」
AC1_Mystery_1_2_00009	……這是誰的墳墓呢？
AC1_Mystery_1_2_00010	老舊的墓碑上刻著字
AC1_Mystery_1_2_00011	「湯瑪斯‧愛德華\n　１９１２～１９４８」
AC1_Mystery_1_2_00012	湯瑪斯‧愛德華……
AC1_Mystery_1_2_00013	咦……？
AC1_Mystery_1_2_00015	這座墳墓裂開了……
AC1_Mystery_1_2_00016	老舊的墓碑上刻著字
AC1_Mystery_1_2_00017	「湯瑪斯‧愛德華\n　１９１２～１９４８」
AC1_Mystery_1_2_00018	墓碑下面雕刻著\n一隻鳥兒的圖案
AC1_Mystery_1_2_00096	咦……？
AC1_Mystery_1_2_00097	這座墳墓也有缺損……
AC1_Mystery_1_2_00098	嗯……為什麼會這樣？\n是不是有特別的意義？
AC1_Mystery_1_2_00019	這座墳墓是什麼時候建造的呢？
AC1_Mystery_1_2_00020	老舊的墓碑上刻著字
AC1_Mystery_1_2_00021	「羅倫斯‧愛德華\n　１８６８～１９４８」
AC1_Mystery_1_2_00022	羅倫斯‧愛德華……
AC1_Mystery_1_2_00025	老舊的墓碑上刻著字
AC1_Mystery_1_2_00026	「羅倫斯‧愛德華\n　１８６８～１９４８」
AC1_Mystery_1_2_00027	墓碑下面雕刻著\n兩隻鳥兒的圖案
AC1_Mystery_1_2_00101	……咦？
AC1_Mystery_1_2_00102	墳墓的正中央有缺口……\n這是怎麼回事？
AC1_Mystery_1_2_00103	……咦？
AC1_Mystery_1_2_00104	這座墳墓的正中央有缺口……\n怎麼回事？
