00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	Go！
bds001_spget_03_06	我在该出手的时候\x0e\x01\x06\x02\n\0也\x0e\x01\x06\x02\x04\0是会出手的哦？
bds001_spget_04_00	请多关照！\r\n\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0次比赛，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们一定要获胜哦！
bds001_spget_04_01	我是{c[ffdc0f]}菊花公主{c[ffffff]}哦，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啦！\r\n\x0e\x01\x06\x02\x1e\0打\x0e\x01\x06\x02\x04\0起精神出发吧！
bds001_spget_04_02	我是{c[ffdc0f]}菊花公主{c[ffffff]}哦，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啦！\r\n\x0e\x01\x06\x02\x1e\0打\x0e\x01\x06\x02\x04\0起精神出发吧！
bds001_spget_04_03	请多关照！\r\n\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0次比赛，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们一定要获胜哦！
bds001_spget_04_04	请多关照！\r\n\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0次比赛，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们一定要获胜哦！
bds001_spget_04_05	请多关照！\r\n\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0次比赛，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们一定要获胜哦！
bds001_spget_04_06	我是{c[ffdc0f]}菊花公主{c[ffffff]}哦，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啦！\r\n\x0e\x01\x06\x02\x1e\0打\x0e\x01\x06\x02\x04\0起精神出发吧！
bds001_spget_05_00	请多关照啊！\r\n\x0e\x01\x06\x02\x1e\0有\x0e\x01\x06\x02\x04\0本大爷在，\x0e\x01\x06\x02\n\0胜\x0e\x01\x06\x02\x04\0过有一百个人啊！
bds001_spget_05_01	快去找宝物吧！\x0e\x01\x06\x02\n\0哇\x0e\x01\x06\x02\x04\0哈哈！
bds001_spget_05_02	请多关照啊！\r\n\x0e\x01\x06\x02\x1e\0有\x0e\x01\x06\x02\x04\0本大爷在，\x0e\x01\x06\x02\n\0胜\x0e\x01\x06\x02\x04\0过有一百个人啊！
bds001_spget_05_03	哟，\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0不是{c[ffdc0f]}马力欧{c[ffffff]}嘛！\r\n\x0e\x01\x06\x02\x1e\0怎\x0e\x01\x06\x02\x04\0么了？\x0e\x01\x06\x02\n\0需\x0e\x01\x06\x02\x04\0要本大爷的帮助吗？？
bds001_spget_05_04	终于到了让你见识一下\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量的时候啦！
bds001_spget_05_05	终于到了让你见识一下\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量的时候啦！
bds001_spget_05_06	快去找宝物吧！\x0e\x01\x06\x02\n\0哇\x0e\x01\x06\x02\x04\0哈哈！
bds001_spget_06_00	要论聪明才智，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷可是No.1！\r\n\x0e\x01\x06\x02\x1e\0等\x0e\x01\x06\x02\x04\0着瞧，\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x04\0交给本大爷吧！
bds001_spget_06_01	奇谋妙计，\x0e\x01\x06\x02\n\0可\x0e\x01\x06\x02\x04\0是本大爷的拿手好戏！！
bds001_spget_06_02	要论聪明才智，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷可是No.1！\r\n\x0e\x01\x06\x02\x1e\0等\x0e\x01\x06\x02\x04\0着瞧，\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x04\0交给本大爷吧！
bds001_spget_06_03	要论聪明才智，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷可是No.1！\r\n\x0e\x01\x06\x02\x1e\0等\x0e\x01\x06\x02\x04\0着瞧，\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x04\0交给本大爷吧！
bds001_spget_06_04	奇谋妙计，\x0e\x01\x06\x02\n\0可\x0e\x01\x06\x02\x04\0是本大爷的拿手好戏！！
bds001_spget_06_05	要论聪明才智，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷可是No.1！\r\n\x0e\x01\x06\x02\x1e\0等\x0e\x01\x06\x02\x04\0着瞧，\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x04\0交给本大爷吧！
bds001_spget_06_06	奇谋妙计，\x0e\x01\x06\x02\n\0可\x0e\x01\x06\x02\x04\0是本大爷的拿手好戏！！
bds001_spget_07_00	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(一起以胜利为目标吧！)
bds001_spget_07_01	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(要出发去找{c[ffdc0f]}星星{c[ffffff]}啦！)
bds001_spget_07_02	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(一起以胜利为目标吧！)
bds001_spget_07_03	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(是{c[ffdc0f]}马力欧{c[ffffff]}啊！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0会加油的哟！)
bds001_spget_07_04	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(一起以胜利为目标吧！)
bds001_spget_07_05	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(一起以胜利为目标吧！)
bds001_spget_07_06	耀西！\x0e\x01\x06\x02\n\0耀\x0e\x01\x06\x02\x04\0西！\r\n(要出发去找{c[ffdc0f]}星星{c[ffffff]}啦！)
bds001_spget_10_00	唔叽叽！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0叽叽叽！\r\n(本少爷是{c[ffdc0f]}迪迪{c[ffffff]}哦！\x0e\x01\x06\x02\n\0多\x0e\x01\x06\x02\x04\0多关照！)
bds001_spget_10_01	唔叽～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0叽叽叽～！\r\n（爬树的话，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0少爷可是第一呢！）
bds001_spget_10_02	唔叽～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0叽叽叽～！\r\n（爬树的话，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0少爷可是第一呢！）
bds001_spget_10_03	唔叽～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0叽叽叽～！\r\n（爬树的话，\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0少爷可是第一呢！）
bds001_spget_10_04	唔叽叽！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0叽叽叽！\r\n(本少爷是{c[ffdc0f]}迪迪{c[ffffff]}哦！\x0e\x01\x06\x02\n\0多\x0e\x01\x06\x02\x04\0多关照！)
bds001_spget_10_05	唔叽～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0叽叽叽～！\r\n({c[ffdc0f]}森喜刚{c[ffffff]}！\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0少爷也一起去啊！)
bds001_spget_11_00	大家一起同心协力，\r\n\x0e\x01\x06\x02\n\0一\x0e\x01\x06\x02\x04\0定是\x0e\x01\x06\x02\n\0可\x0e\x01\x06\x02\x04\0以取得胜利的。
bds001_spget_11_01	为了胜利，\r\n\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0会竭尽所能的。
bds001_spget_11_02	我是{c[ffdc0f]}罗莎塔{c[ffffff]}……\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0愿意帮助你。
bds001_spget_11_03	大家一起同心协力，\r\n\x0e\x01\x06\x02\n\0一\x0e\x01\x06\x02\x04\0定是\x0e\x01\x06\x02\n\0可\x0e\x01\x06\x02\x04\0以取得胜利的。
bds001_spget_11_04	大家一起同心协力，\r\n\x0e\x01\x06\x02\n\0一\x0e\x01\x06\x02\x04\0定是\x0e\x01\x06\x02\n\0可\x0e\x01\x06\x02\x04\0以取得胜利的。
bds001_spget_11_05	我是{c[ffdc0f]}罗莎塔{c[ffffff]}……\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0愿意帮助你。
bds001_spget_11_06	为了胜利，\r\n\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0会竭尽所能的。
bds001_spget_12_00	唔吼吼！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0吼吼吼！\r\n（要是比力气的话，我可是不会输的！）
bds001_spget_12_01	唔吼～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0吼吼吼～！\r\n(我最喜欢香蕉了！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0是{c[ffdc0f]}森喜刚{c[ffffff]}哟！)
bds001_spget_12_02	唔吼～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0吼吼吼～！\r\n(我最喜欢香蕉了！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0是{c[ffdc0f]}森喜刚{c[ffffff]}哟！)
bds001_spget_12_03	唔吼吼！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0吼吼吼！\r\n（要是比力气的话，我可是不会输的！）
bds001_spget_12_04	唔吼吼！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0吼吼吼！\r\n（要是比力气的话，我可是不会输的！）
bds001_spget_12_06	唔吼～！\x0e\x01\x06\x02\n\0唔\x0e\x01\x06\x02\x04\0吼吼吼～！\r\n({c[ffdc0f]}迪迪{c[ffffff]}！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0们又能一起出去啦！)
bds001_spget_50_00	本大爷可以成为你的同伴！\r\n\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0可是特别待遇啊！哇哈哈！
bds001_spget_50_01	你就这么需要\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量吗！\r\n\x0e\x01\x06\x02\x1e\0哼\x0e\x01\x06\x02\x04\0，\x0e\x01\x06\x02\n\0真\x0e\x01\x06\x02\x04\0拿你没办法……就这一次啊！
bds001_spget_50_02	哟，\x0e\x01\x06\x02\n\0J\x0e\x01\x06\x02\x04\0r.啊！！\r\n\x0e\x01\x06\x02\x1e\0和\x0e\x01\x06\x02\x04\0老爸一起去收集{c[ffdc0f]}星星{c[ffffff]}吧！
bds001_spget_50_03	哇哈哈！！{c[ffdc0f]}马力欧{c[ffffff]}哟！\r\n\x0e\x01\x06\x02\x1e\0本\x0e\x01\x06\x02\x04\0大爷这次\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x04\0帮你一下吧！
bds001_spget_50_05	本大爷可以成为你的同伴！\r\n\x0e\x01\x06\x02\x1e\0这\x0e\x01\x06\x02\x04\0可是特别待遇啊！哇哈哈！
bds001_spget_50_06	你就这么需要\x0e\x01\x06\x02\n\0本\x0e\x01\x06\x02\x04\0大爷的力量吗！\r\n\x0e\x01\x06\x02\x1e\0哼\x0e\x01\x06\x02\x04\0，\x0e\x01\x06\x02\n\0真\x0e\x01\x06\x02\x04\0拿你没办法……就这一次啊！
bds001_spget_51_00	让你见识一下\r\n\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0除了被踩之外的其他本事哦！
bds001_spget_51_01	超有干劲哦！
bds001_spget_51_02	{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会努力协助你的！
bds001_spget_51_03	让你见识一下\r\n\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0除了被踩之外的其他本事哦！
bds001_spget_51_04	{c[ffdc0f]}酷霸王{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会努力协助你的！
bds001_spget_51_05	超有干劲哦！
bds001_spget_51_06	该上的时候绝不手软哦！
bds001_spget_52_00	我会收集到好多{c[ffdc0f]}星星{c[ffffff]}哦。
bds001_spget_52_01	你要是带上我的话，\x0e\x01\x06\x02\n\0没\x0e\x01\x06\x02\x04\0准会有好事发生。
bds001_spget_52_02	……{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会帮忙的。
bds001_spget_52_03	我和你一起去吧。
bds001_spget_52_04	……{c[ffdc0f]}酷霸王{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会收集到很多{c[ffdc0f]}星星{c[ffffff]}的。
bds001_spget_52_05	我会努力\x0e\x01\x06\x02\n\0收\x0e\x01\x06\x02\x04\0集{c[ffdc0f]}星星{c[ffffff]}的哦。
bds001_spget_52_06	你要是带上我的话，\x0e\x01\x06\x02\n\0没\x0e\x01\x06\x02\x04\0准会有好事发生。
bds001_spget_53_00	能不能让我做你的同伴？\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0一定\x0e\x01\x06\x02\n\0会\x0e\x01\x06\x02\x04\0帮上忙的哦。
bds001_spget_53_01	我想和你一起去探险啊！
bds001_spget_53_02	{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会好好工作的，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0带上我吧！
bds001_spget_53_03	能不能让我做你的同伴？\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0一定\x0e\x01\x06\x02\n\0会\x0e\x01\x06\x02\x04\0帮上忙的哦。
bds001_spget_53_04	没想到，\x0e\x01\x06\x02\n\0{c[ffdc0f]}酷\x0e\x01\x06\x02\x04\0霸王{c[ffffff]}大人竟然大驾光临！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会努力的！
bds001_spget_53_05	能不能让我做你的同伴？\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0一定\x0e\x01\x06\x02\n\0会\x0e\x01\x06\x02\x04\0帮上忙的哦。
bds001_spget_53_06	我想和你一起去探险啊！
bds001_spget_54_00	感觉好像很好玩啊！\r\n\x0e\x01\x06\x02\x1e\0请\x0e\x01\x06\x02\x04\0把我也带上吧～！
bds001_spget_54_01	我是\x0e\x01\x06\x02\n\0{c[ffdc0f]}黄\x0e\x01\x06\x02\x04\0鼹鼠{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0感\x0e\x01\x06\x02\x04\0觉很好玩，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可要跟着你去啦！
bds001_spget_54_02	{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人～！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0也想\x0e\x01\x06\x02\n\0一\x0e\x01\x06\x02\x04\0起去探险呀～！
bds001_spget_54_03	感觉好像很好玩啊！\r\n\x0e\x01\x06\x02\x1e\0请\x0e\x01\x06\x02\x04\0把我也带上吧～！
bds001_spget_54_04	哇～！\x0e\x01\x06\x02\n\0是\x0e\x01\x06\x02\x04\0{c[ffdc0f]}酷霸王{c[ffffff]}大人～！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0也要\x0e\x01\x06\x02\n\0一\x0e\x01\x06\x02\x04\0起去啊～！
bds001_spget_54_05	我是\x0e\x01\x06\x02\n\0{c[ffdc0f]}黄\x0e\x01\x06\x02\x04\0鼹鼠{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0感\x0e\x01\x06\x02\x04\0觉很好玩，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可要跟着你去啦！
bds001_spget_54_06	我是\x0e\x01\x06\x02\n\0{c[ffdc0f]}黄\x0e\x01\x06\x02\x04\0鼹鼠{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0感\x0e\x01\x06\x02\x04\0觉很好玩，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可要跟着你去啦！
bds001_spget_55_00	碎碎碎碎……碎碎碎碎碎碎……\r\n（把我……也一起……带去吧……）
bds001_spget_55_01	碎碎碎碎……碎碎碎碎碎碎……？\r\n（你就是那个……有骨气的家伙吗……？）
bds001_spget_55_02	碎碎碎碎……碎碎碎碎碎碎……\r\n({c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人……我等你……很久了。）
bds001_spget_55_03	碎碎碎碎……碎碎碎碎碎碎……\r\n（把我……也一起……带去吧……）
bds001_spget_55_04	碎碎碎碎……碎碎碎碎碎碎……\r\n({c[ffdc0f]}酷霸王{c[ffffff]}大人……我等你……很久了。）
bds001_spget_55_05	碎碎碎碎……碎碎碎碎碎碎……\r\n（把我……也一起……带去吧……）
bds001_spget_55_06	碎碎碎碎……碎碎碎碎碎碎……？\r\n（你就是那个……有骨气的家伙吗……？）
bds001_spget_56_00	可让我久等啦！\r\n\x0e\x01\x06\x02\x1e\0要\x0e\x01\x06\x02\x04\0去夺……不对，收集{c[ffdc0f]}星星{c[ffffff]}啦！
bds001_spget_56_01	哼哼！\x0e\x01\x06\x02\n\0让\x0e\x01\x06\x02\x04\0你知道一下我的厉害！
bds001_spget_56_03	嘿！\x0e\x01\x06\x02\n\0{c[ffdc0f]}马\x0e\x01\x06\x02\x04\0力欧{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0今\x0e\x01\x06\x02\x04\0天我就\x0e\x01\x06\x02\n\0帮\x0e\x01\x06\x02\x04\0你一把吧！
bds001_spget_56_04	是老爸呀～！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0们父子一起，\x0e\x01\x06\x02\n\0绝\x0e\x01\x06\x02\x04\0对会获胜的对吧！
bds001_spget_56_05	可让我久等啦！\r\n\x0e\x01\x06\x02\x1e\0要\x0e\x01\x06\x02\x04\0去夺……不对，收集{c[ffdc0f]}星星{c[ffffff]}啦！
bds001_spget_56_06	哼哼！\x0e\x01\x06\x02\n\0让\x0e\x01\x06\x02\x04\0你知道一下我的厉害！
bds001_spget_58_00	嘿嘿嘿嘿！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0可以考虑做你的同伴哦？
bds001_spget_58_01	嘿嘿嘿嘿！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0起来\x0e\x01\x06\x02\n\0搞\x0e\x01\x06\x02\x04\0恶作剧吧！
bds001_spget_58_02	{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0起来\x0e\x01\x06\x02\n\0恶\x0e\x01\x06\x02\x04\0作剧吧！
bds001_spget_58_03	嘿嘿嘿嘿！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0可以考虑做你的同伴哦？
bds001_spget_58_04	{c[ffdc0f]}酷霸王{c[ffffff]}大人！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0们会同心协力，\x0e\x01\x06\x02\n\0收\x0e\x01\x06\x02\x04\0集{c[ffdc0f]}星星{c[ffffff]}！
bds001_spget_58_05	嘿嘿嘿嘿！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0可以考虑做你的同伴哦？
bds001_spget_58_06	嘿嘿嘿嘿！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0起来\x0e\x01\x06\x02\n\0搞\x0e\x01\x06\x02\x04\0恶作剧吧！
bds001_spget_59_00	嘿～嘿～！\x0e\x01\x06\x02\n\0把\x0e\x01\x06\x02\x04\0我也带上吧！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0起收集啦！收集{c[ffdc0f]}星星{c[ffffff]}吧！
bds001_spget_59_01	我是{c[ffdc0f]}铁锤兄弟{c[ffffff]}哟！\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啊！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0定要获胜啊！！
bds001_spget_59_02	{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人，\x0e\x01\x06\x02\n\0一\x0e\x01\x06\x02\x04\0起大显身手啊！\r\n\x0e\x01\x06\x02\x1e\0请\x0e\x01\x06\x02\x04\0期待我的活跃表现！
bds001_spget_59_03	我是{c[ffdc0f]}铁锤兄弟{c[ffffff]}哟！\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啊！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0定要获胜啊！！
bds001_spget_59_04	{c[ffdc0f]}酷霸王{c[ffffff]}大人！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0跟你一起去啊！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0会让你看到超出想象的活跃表现的！
bds001_spget_59_05	嘿～嘿～！\x0e\x01\x06\x02\n\0把\x0e\x01\x06\x02\x04\0我也带上吧！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0起收集啦！收集{c[ffdc0f]}星星{c[ffffff]}吧！
bds001_spget_59_06	我是{c[ffdc0f]}铁锤兄弟{c[ffffff]}哟！\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啊！\r\n\x0e\x01\x06\x02\x1e\0一\x0e\x01\x06\x02\x04\0定要获胜啊！！
bds001_spget_60_00	……你是在找同伴对吗？\r\n\x0e\x01\x06\x02\x1e\0如\x0e\x01\x06\x02\x04\0果是这样的话，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可以和你一起哦。
bds001_spget_60_01	我是{c[ffdc0f]}碰碰{c[ffffff]}哦，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啦！\r\n\x0e\x01\x06\x02\x1e\0绝\x0e\x01\x06\x02\x04\0对要取胜哦！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可不想输！
bds001_spget_60_02	{c[ffdc0f]}酷霸王Jr.{c[ffffff]}大人！\x0e\x01\x06\x02\n\0好\x0e\x01\x06\x02\x04\0久不见！\r\n\x0e\x01\x06\x02\x1e\0我\x0e\x01\x06\x02\x04\0一定会帮上忙的！
bds001_spget_60_03	我是{c[ffdc0f]}碰碰{c[ffffff]}哦，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啦！\r\n\x0e\x01\x06\x02\x1e\0绝\x0e\x01\x06\x02\x04\0对要取胜哦！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可不想输！
bds001_spget_60_04	和{c[ffdc0f]}酷霸王{c[ffffff]}大人一起的话，\r\n\x0e\x01\x06\x02\n\0绝\x0e\x01\x06\x02\x04\0对能获胜！\x0e\x01\x06\x02\n\0根\x0e\x01\x06\x02\x04\0本没什么可怕的呢！
bds001_spget_60_05	……你是在找同伴对吗？\r\n\x0e\x01\x06\x02\x1e\0如\x0e\x01\x06\x02\x04\0果是这样的话，\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可以和你一起哦。
bds001_spget_60_06	我是{c[ffdc0f]}碰碰{c[ffffff]}哦，\x0e\x01\x06\x02\n\0请\x0e\x01\x06\x02\x04\0多关照啦！\r\n\x0e\x01\x06\x02\x1e\0绝\x0e\x01\x06\x02\x04\0对要取胜哦！\x0e\x01\x06\x02\n\0我\x0e\x01\x06\x02\x04\0可不想输！
bds001_spget_01_03	-
bds001_spget_10_06	-
bds001_spget_12_05	-
bds001_spget_50_04	-
bds001_spget_56_02	-
bds001_st2.msbt
bds001_st2_op_s	各位{c[ffdc0f]}冒险者{c[ffffff]}们，\x0e\x01\x06\x02\n\0欢\x0e\x01\x06\x02\x04\0迎来到这里！\r\n\x0e\x01\x06\x02\x1e\0你\x0e\x01\x06\x02\x04\0们再一次，\x0e\x01\x06\x02\n\0踏\x0e\x01\x06\x02\x04\0入了危险的地方呢。
bds001_st2_010	这里是\x0e\x01\x06\x02\n\0非\x0e\x01\x06\x02\x04\0～常{c[ffdc0f]}危险的矿山{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0那\x0e\x01\x06\x02\x04\0么，\x0e\x01\x06\x02\n\0究\x0e\x01\x06\x02\x04\0竟会是一个怎样的地方呢？
bds001_st2_011	这里有碍事的{c[ffdc0f]}炸弹兵{c[ffffff]}，\r\n\x0e\x01\x06\x02\x1e\0会\x0e\x01\x06\x02\x04\0擅自跟上来，\x0e\x01\x06\x02\n\0拖\x0e\x01\x06\x02\x04\0你的后腿……
bds001_st2_012	位于正中心的是，\x0e\x01\x06\x02\n\0矿\x0e\x01\x06\x02\x04\0山之主！\r\n\x0e\x01\x06\x02\x1e\0巨\x0e\x01\x06\x02\x04\0大的{c[ffdc0f]}炸弹王{c[ffffff]}！
bds001_st2_013	居然敢来老朽的矿山，\r\n\x0e\x01\x06\x02\x1e\0真\x0e\x01\x06\x02\x04\0是一群大胆的家伙啊！呵呵……
bds001_st2_014	当这个{c[ffdc0f]}计时器的数字变成“0”的时候{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0想\x0e\x01\x06\x02\x04\0必会有可怕的事发生吧……
bds001_st2_015	……实话告诉你，\x0e\x01\x06\x02\n\0就\x0e\x01\x06\x02\x01\0是说！！\r\n\x0e\x01\x06\x02\x1e\0会\x0e\x01\x06\x02\x04\0{c[ffdc0f]}发生大爆炸{c[ffffff]}！！
bds001_st2_016	……啊哇哇哇！太危险了啊！！
bds001_st2_017	看样子，\x0e\x01\x06\x02\n\0这\x0e\x01\x06\x02\x04\0将是一场\r\n\x0e\x01\x06\x02\x1e\0非\x0e\x01\x06\x02\x04\0～常{c[ffdc0f]}危险的冒险{c[ffffff]}呢！
bds001_st2_op	我已经恭候多时咯！欢迎参加这场\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}检验\x0e\x01\x06\x02\x04\0牵绊的惊险冒险{c[ffffff]}！
bds001_st2_100	在这座危险的矿山中，\x0e\x01\x06\x02\n\0似\x0e\x01\x06\x02\x04\0乎发现了\r\n\x0e\x01\x06\x02\x1e\0能\x0e\x01\x06\x02\x04\0够组队挑战的{c[ffdc0f]}新谜题{c[ffffff]}！
bds001_st2_101	只能向特定方向前进，\r\n\x0e\x01\x06\x02\x1e\0阻\x0e\x01\x06\x02\x04\0碍前行的{c[ffdc0f]}输送带{c[ffffff]}……
bds001_st2_102	……啊～！\x0e\x01\x06\x02\n\0那\x0e\x01\x06\x02\x04\0里好像\r\n有{c[ffdc0f]}很厉害的宝物{c[ffffff]}～！
bds001_st2_103	如果有{c[ffdc0f]}十字镐{c[ffffff]}的话，\r\n\x0e\x01\x06\x02\x1e\0应\x0e\x01\x06\x02\x04\0该就能挖出宝物哦！！
